actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
16,PT11M02.00S,2023-03-31T23:11:54.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630581,6.1268068331143235,53.92156862745098,1610612760,0,4,2023-03-31T23:12:00Z,160000,False,-20.0,5.0,1,left,J. Giddey running finger roll Layup (2 PTS) (J. Williams 1 AST),"[1630581, 1631114]",1610612760.0,OKC,running finger roll,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,2.03,Made,,,,,,,,,2.0,J. Williams,1631114.0,1.0,,,,,,
18,PT11M00.00S,2023-03-31T23:11:59.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,0,4,2023-03-31T23:11:59Z,180000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,PT10M46.00S,2023-03-31T23:15:09.8Z,1,REGULAR,2pt,Jump Shot,[],1629670,86.15308804204993,31.127450980392158,1610612754,2,4,2023-03-31T23:15:14Z,190000,False,-94.0,78.0,1,right,J. Nwora 12' pullup Jump Shot (2 PTS) (A. Nembhard 1 AST),"[1629670, 1629614]",1610612754.0,IND,pullup,,,Nwora,J. Nwora,,,,,Mid-Range,8-16 Left,12.23,Made,,,,,,,,,2.0,A. Nembhard,1629614.0,1.0,,,,,,
21,PT10M24.00S,2023-03-31T23:15:30.3Z,1,REGULAR,2pt,Jump Shot,[],1629652,19.92444152431012,30.392156862745097,1610612760,2,6,2023-03-31T23:15:35Z,210000,False,98.0,135.0,1,left,L. Dort 16' pullup Jump Shot (2 PTS),[1629652],1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,Mid-Range,16-24 Right Center,16.67,Made,,,,,,,,,2.0,,,,,,,,,
22,PT09M56.00S,2023-03-31T23:15:58.3Z,1,REGULAR,3pt,Jump Shot,[],1630174,89.04402102496715,96.81372549019608,1610612754,5,6,2023-03-31T23:16:03Z,220000,False,234.0,50.0,1,right,A. Nesmith 3PT pullup (3 PTS) (J. Nwora 1 AST),"[1630174, 1629670]",1610612754.0,IND,pullup,,,Nesmith,A. Nesmith,,,,,Right Corner 3,24+ Right,23.95,Made,,,,,,,,,3.0,J. Nwora,1629670.0,1.0,,,,,,
24,PT09M44.00S,2023-03-31T23:16:11.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,6.389618922470433,44.6078431372549,1610612760,5,8,2023-03-31T23:16:14Z,240000,False,27.0,8.0,1,left,S. Gilgeous-Alexander driving finger roll Layup (2 PTS),[1628983],1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,2.8,Made,,,,,,,,,2.0,,,,,,,,,
25,PT09M35.00S,2023-03-31T23:16:19.9Z,1,REGULAR,3pt,Jump Shot,[],1630188,68.01905387647832,51.225490196078425,1610612754,8,8,2023-03-31T23:16:27Z,250000,False,6.0,248.0,1,right,J. Smith 24' 3PT  (3 PTS) (A. Nembhard 2 AST),"[1630188, 1629614]",1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,24.82,Made,,,,,,,,,3.0,A. Nembhard,1629614.0,2.0,,,,,,
27,PT09M18.00S,2023-03-31T23:16:36.9Z,1,REGULAR,2pt,Jump Shot,[],1628983,7.835085413929041,30.14705882352941,1610612760,8,8,2023-03-31T23:16:43Z,270000,False,99.0,21.0,1,left,MISS S. Gilgeous-Alexander 10' turnaround fadeaway Shot,[1628983],1610612760.0,OKC,turnaround fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Right,10.15,Missed,,,,,,,,,,,,,,,,,,
28,PT09M14.00S,2023-03-31T23:16:40.9Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612754,8,8,2023-03-31T23:16:43Z,280000,False,,,0,,J. Smith REBOUND (Off:0 Def:1),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Mid-Range,8-16 Right,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,
29,PT08M59.00S,2023-03-31T23:16:55.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,91.01511169513797,57.59803921568627,1610612754,8,8,2023-03-31T23:17:00Z,290000,False,38.0,32.0,1,right,MISS A. Nesmith Layup,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,4.97,Missed,,,,,,,,,,,,,,,,,,
30,PT08M56.00S,2023-03-31T23:16:58.5Z,1,REGULAR,rebound,offensive,[],1630188,,,1610612754,8,8,2023-03-31T23:17:00Z,300000,False,,,0,,J. Smith REBOUND (Off:1 Def:1),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,29.0,2.0,1.0,1.0,,,,,,,,,,,,,,
31,PT08M56.00S,2023-03-31T23:16:59.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630188,94.40999984741211,50.0,1610612754,8,8,2023-03-31T23:16:59Z,310000,False,0.0,0.0,1,right,MISS J. Smith tip Layup,[1630188],1610612754.0,IND,tip,,,Smith,J. Smith,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
32,PT08M55.00S,2023-03-31T23:17:00.4Z,1,REGULAR,rebound,offensive,[],1630174,,,1610612754,8,8,2023-03-31T23:17:00Z,320000,False,,,0,,A. Nesmith REBOUND (Off:1 Def:0),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Mid-Range,8-16 Left,,,31.0,1.0,0.0,1.0,,,,,,,,,,,,,,
33,PT08M55.00S,2023-03-31T23:17:04.6Z,1,REGULAR,foul,personal,[],1631114,,,1610612754,8,8,2023-03-31T23:17:12Z,330000,False,,,0,,J. Williams personal FOUL (1 PF),"[1631114, 1631097]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,16-24 Left,,,,,,,1193.0,,,,,,,,1.0,0.0,Mathurin,1631097.0,,
35,PT08M49.00S,2023-03-31T23:17:23.2Z,1,REGULAR,turnover,bad pass,[],1629614,,,1610612754,8,8,2023-03-31T23:17:27Z,350000,False,,,0,,A. Nembhard bad pass TURNOVER (2 TO),"[1629614, 1629652]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2.0,Dort,1629652.0,,,,,,,,,,
36,PT08M49.00S,2023-03-31T23:17:23.2Z,1,REGULAR,steal,,[],1629652,,,1610612760,8,8,2023-03-31T23:17:25Z,360000,False,,,0,,L. Dort STEAL (1 STL),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
37,PT08M42.00S,2023-03-31T23:17:31.1Z,1,REGULAR,turnover,bad pass,[],1629652,,,1610612760,8,8,2023-03-31T23:17:35Z,370000,False,,,0,,L. Dort bad pass TURNOVER (1 TO),"[1629652, 1630174]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,,,,1.0,Nesmith,1630174.0,,,,,,,,,,
38,PT08M42.00S,2023-03-31T23:17:31.1Z,1,REGULAR,steal,,[],1630174,,,1610612754,8,8,2023-03-31T23:17:33Z,380000,False,,,0,,A. Nesmith STEAL (1 STL),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
39,PT08M38.00S,2023-03-31T23:17:34.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631097,93.51182654402102,47.794117647058826,1610612754,10,8,2023-03-31T23:17:40Z,390000,False,-11.0,8.0,1,right,B. Mathurin running finger roll Layup (2 PTS) (A. Nembhard 3 AST),"[1631097, 1629614]",1610612754.0,IND,running finger roll,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,1.39,Made,,,,,,,,,2.0,A. Nembhard,1629614.0,3.0,,,,,,
41,PT08M31.00S,2023-03-31T23:17:42.6Z,1,REGULAR,foul,personal,[],1630174,,,1610612760,10,8,2023-03-31T23:17:54Z,410000,False,,,0,,A. Nesmith personal FOUL (1 PF),"[1630174, 1629652]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Mid-Range,16-24 Left,,,,,,,1830.0,,,,,,,,1.0,0.0,Dort,1629652.0,,
43,PT08M21.00S,2023-03-31T23:18:08.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,17.95335085413929,45.34313725490196,1610612760,10,10,2023-03-31T23:18:16Z,430000,False,23.0,116.0,1,left,S. Gilgeous-Alexander 11' fadeaway Jump Shot (4 PTS),[1628983],1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,11.86,Made,,,,,,,,,4.0,,,,,,,,,
44,PT08M08.00S,2023-03-31T23:18:21.5Z,1,REGULAR,3pt,Jump Shot,[],1630174,78.0059132720105,9.068627450980392,1610612754,10,10,2023-03-31T23:18:26Z,440000,False,-205.0,154.0,1,right,MISS A. Nesmith 25' pullup 3PT,[1630174],1610612754.0,IND,pullup,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Left Center,25.63,Missed,,,,,,,,,,,,,,,,,,
45,PT08M05.00S,2023-03-31T23:18:24.5Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,10,10,2023-03-31T23:18:26Z,450000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,44.0,1.0,1.0,0.0,,,,,,,,,,,,,,
46,PT07M56.00S,2023-03-31T23:18:34.5Z,1,REGULAR,2pt,Jump Shot,[],1628983,4.681340341655716,75.73529411764706,1610612760,10,10,2023-03-31T23:18:42Z,460000,False,-129.0,-8.0,1,left,MISS S. Gilgeous-Alexander 12' fadeaway Shot,[1628983],1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,12.9,Missed,,,,,,,,,,,,,,,,,,
47,PT07M49.00S,2023-03-31T23:18:41.5Z,1,REGULAR,rebound,offensive,[],1630581,,,1610612760,10,10,2023-03-31T23:18:42Z,470000,False,,,0,,J. Giddey REBOUND (Off:1 Def:0),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Left,,,46.0,1.0,0.0,1.0,,,,,,,,,,,,,,
48,PT07M49.00S,2023-03-31T23:18:40.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630581,5.590000152587891,50.0,1610612760,10,12,2023-03-31T23:18:45Z,480000,False,0.0,0.0,1,left,J. Giddey tip Layup (4 PTS),[1630581],1610612760.0,OKC,tip,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,4.0,,,,,,,,,
49,PT07M43.00S,2023-03-31T23:18:46.6Z,1,REGULAR,3pt,Jump Shot,[],1629670,92.19776609724047,96.32352941176471,1610612754,10,12,2023-03-31T23:18:50Z,490000,False,232.0,21.0,1,right,MISS J. Nwora 3PT,[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,Right Corner 3,24+ Right,23.25,Missed,,,,,,,,,,,,,,,,,,
50,PT07M40.00S,2023-03-31T23:18:48.9Z,1,REGULAR,rebound,offensive,[],1630188,,,1610612754,10,12,2023-03-31T23:18:49Z,500000,False,,,0,,J. Smith REBOUND (Off:2 Def:1),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Right Corner 3,24+ Right,,,49.0,3.0,1.0,2.0,,,,,,,,,,,,,,
51,PT07M40.00S,2023-03-31T23:18:48.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630188,94.40999984741211,50.0,1610612754,12,12,2023-03-31T23:18:49Z,510000,False,0.0,0.0,1,right,J. Smith tip Layup (5 PTS),[1630188],1610612754.0,IND,tip,,,Smith,J. Smith,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,5.0,,,,,,,,,
52,PT07M35.00S,2023-03-31T23:18:54.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,6.1268068331143235,54.41176470588235,1610612760,12,14,2023-03-31T23:19:04Z,520000,False,-22.0,5.0,1,left,S. Gilgeous-Alexander driving Layup (6 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,2.27,Made,,,,,,,,,6.0,,,,,,,,,
53,PT07M28.00S,2023-03-31T23:19:02.7Z,1,REGULAR,3pt,Jump Shot,[],1630188,78.9257555847569,91.91176470588235,1610612754,12,14,2023-03-31T23:23:14Z,530000,False,210.0,146.0,1,right,MISS J. Smith 25' 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Right Center,25.52,Missed,,,,,,,,,,,,,,,,,,
54,PT07M23.00S,2023-03-31T23:19:07.7Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,12,14,2023-03-31T23:19:08Z,540000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,53.0,1.0,1.0,0.0,,,,,,,,,,,,,,
55,PT07M19.00S,2023-03-31T23:19:11.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631114,19.793035479632064,92.64705882352942,1610612760,12,14,2023-03-31T23:19:23Z,550000,False,-213.0,134.0,1,left,MISS J. Williams 25' running 3PT,[1631114],1610612760.0,OKC,running,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,25.16,Missed,,,,,,,,,,,,,,,,,,
56,PT07M14.00S,2023-03-31T23:19:16.4Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612754,12,14,2023-03-31T23:19:23Z,560000,False,,,0,,J. Smith REBOUND (Off:2 Def:2),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Left Center,,,55.0,4.0,2.0,2.0,,,,,,,,,,,,,,
58,PT07M02.00S,2023-03-31T23:19:28.2Z,1,REGULAR,2pt,Jump Shot,[],1629670,91.14651773981603,31.372549019607842,1610612754,14,14,2023-03-31T23:19:32Z,580000,False,-93.0,31.0,1,right,J. Nwora 9' pullup bank Jump Shot (4 PTS),[1629670],1610612754.0,IND,pullup bank,,,Nwora,J. Nwora,,,,,Mid-Range,8-16 Left,9.8,Made,,,,,,,,,4.0,,,,,,,,,
59,PT06M48.00S,2023-03-31T23:19:43.0Z,1,REGULAR,foul,personal,['2freethrow'],1629614,,,1610612760,14,14,2023-03-31T23:19:55Z,590000,False,,,0,,A. Nembhard shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1629614, 1628983]",1610612754.0,IND,shooting,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1193.0,,,,,,,,1.0,0.0,Gilgeous-Alexander,1628983.0,,
61,PT06M48.00S,2023-03-31T23:20:09.2Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,14,15,2023-03-31T23:20:09Z,610000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (7 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,,,7.0,,,,,,,,,
62,PT06M48.00S,2023-03-31T23:20:09.7Z,1,REGULAR,substitution,out,[],1629614,,,1610612760,14,15,2023-03-31T23:20:28Z,620000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M48.00S,2023-03-31T23:20:09.7Z,1,REGULAR,substitution,out,[],1630174,,,1610612760,14,15,2023-03-31T23:20:28Z,630000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M48.00S,2023-03-31T23:20:09.7Z,1,REGULAR,substitution,out,[],1630188,,,1610612760,14,15,2023-03-31T23:20:28Z,640000,False,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M48.00S,2023-03-31T23:20:09.7Z,1,REGULAR,substitution,in,[],1630543,,,1610612760,14,15,2023-03-31T23:20:28Z,650000,False,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M48.00S,2023-03-31T23:20:09.7Z,1,REGULAR,substitution,in,[],1627741,,,1610612760,14,15,2023-03-31T23:20:28Z,660000,False,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M48.00S,2023-03-31T23:20:09.7Z,1,REGULAR,substitution,in,[],204456,,,1610612760,14,15,2023-03-31T23:20:28Z,670000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M48.00S,2023-03-31T23:20:38.4Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,14,16,2023-03-31T23:20:38Z,680000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (8 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,,,8.0,,,,,,,,,
69,PT06M26.00S,2023-03-31T23:21:02.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629670,92.85479632063075,54.65686274509803,1610612754,16,16,2023-03-31T23:21:07Z,690000,False,23.0,15.0,1,right,J. Nwora Layup (6 PTS),[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,Restricted Area,0-8 Center,2.75,Made,,,,,,,,,6.0,,,,,,,,,
70,PT06M14.00S,2023-03-31T23:21:13.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628983,6.783837056504599,46.568627450980394,1610612760,16,18,2023-03-31T23:21:17Z,700000,False,17.0,11.0,1,left,S. Gilgeous-Alexander driving DUNK (10 PTS) (J. Williams 2 AST),"[1628983, 1631114]",1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,2.06,Made,,,,,,,,,10.0,J. Williams,1631114.0,2.0,,,,,,
72,PT06M05.00S,2023-03-31T23:21:22.2Z,1,REGULAR,3pt,Jump Shot,[],1631097,90.88370565045992,97.05882352941177,1610612754,19,18,2023-03-31T23:21:26Z,720000,False,235.0,33.0,1,right,B. Mathurin 3PT  (5 PTS) (B. Hield 1 AST),"[1631097, 1627741]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Right Corner 3,24+ Right,23.76,Made,,,,,,,,,5.0,B. Hield,1627741.0,1.0,,,,,,
74,PT06M04.00S,2023-03-31T23:21:28.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,19,18,2023-03-31T23:21:28Z,740000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M04.00S,2023-03-31T23:23:41.1Z,1,REGULAR,substitution,out,[],1630581,,,1610612760,19,18,2023-03-31T23:24:01Z,750000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M04.00S,2023-03-31T23:23:41.1Z,1,REGULAR,substitution,out,[],1631119,,,1610612760,19,18,2023-03-31T23:24:01Z,760000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M04.00S,2023-03-31T23:23:41.1Z,1,REGULAR,substitution,out,[],1631114,,,1610612760,19,18,2023-03-31T23:24:01Z,770000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M04.00S,2023-03-31T23:23:41.1Z,1,REGULAR,substitution,in,[],1630198,,,1610612760,19,18,2023-03-31T23:24:01Z,780000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M04.00S,2023-03-31T23:23:41.1Z,1,REGULAR,substitution,in,[],1630197,,,1610612760,19,18,2023-03-31T23:24:01Z,790000,False,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M04.00S,2023-03-31T23:23:41.1Z,1,REGULAR,substitution,in,[],1630598,,,1610612760,19,18,2023-03-31T23:24:01Z,800000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M43.00S,2023-03-31T23:24:44.1Z,1,REGULAR,2pt,Jump Shot,[],1630198,16.63929040735874,74.01960784313727,1610612760,19,20,2023-03-31T23:24:48Z,810000,False,-120.0,104.0,1,left,I. Joe 15' pullup Jump Shot (2 PTS) (A. Pokusevski 1 AST),"[1630198, 1630197]",1610612760.0,OKC,pullup,,,Joe,I. Joe,,,,,Mid-Range,8-16 Left,15.88,Made,,,,,,,,,2.0,A. Pokusevski,1630197.0,1.0,,,,,,
83,PT05M17.00S,2023-03-31T23:25:10.1Z,1,REGULAR,2pt,Jump Shot,[],204456,94.1688567674113,26.715686274509803,1610612754,21,20,2023-03-31T23:25:14Z,830000,False,-116.0,2.0,1,right,T. McConnell 11' turnaround Jump Shot (2 PTS),[204456],1610612754.0,IND,turnaround,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Left,11.64,Made,,,,,,,,,2.0,,,,,,,,,
