actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
171,PT00M00.60S,2023-04-07T23:37:24.2Z,1,REGULAR,3pt,Jump Shot,[],1627741,70.12155059132719,21.323529411764707,1610612754,27,35,2023-04-07T23:37:29Z,1700000,False,-143.0,228.0,1,right,MISS B. Hield 26' pullup 3PT,[1627741],1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,26.97,Missed,,,,,,,,,,,,,,,,,,
172,PT00M00.60S,2023-04-07T23:37:24.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,27,35,2023-04-07T23:37:29Z,1710000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Left Center,,,171.0,,,,,,,,,,,,,,,,,
173,PT00M00.00S,2023-04-07T23:37:27.7Z,1,REGULAR,period,end,[],0,,,1610612754,27,35,2023-04-07T23:37:27Z,1720000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2023-04-07T23:39:33.9Z,2,REGULAR,substitution,out,['startperiod'],201949,,,1610612754,27,35,2023-04-07T23:39:54Z,1730000,False,,,0,,SUB out: J. Johnson,[201949],1610612754.0,IND,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2023-04-07T23:39:33.9Z,2,REGULAR,substitution,out,['startperiod'],1630165,,,1610612754,27,35,2023-04-07T23:39:54Z,1740000,False,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2023-04-07T23:39:33.9Z,2,REGULAR,substitution,out,['startperiod'],1630181,,,1610612754,27,35,2023-04-07T23:39:54Z,1750000,False,,,0,,SUB out: R. Hampton,[1630181],1610612765.0,DET,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2023-04-07T23:39:33.9Z,2,REGULAR,substitution,in,['startperiod'],1630543,,,1610612754,27,35,2023-04-07T23:39:54Z,1760000,False,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2023-04-07T23:39:33.9Z,2,REGULAR,substitution,in,['startperiod'],1631205,,,1610612754,27,35,2023-04-07T23:39:54Z,1770000,False,,,0,,SUB in: B. Boeheim,[1631205],1610612765.0,DET,,,,Boeheim,B. Boeheim,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2023-04-07T23:39:33.9Z,2,REGULAR,substitution,in,['startperiod'],1631093,,,1610612754,27,35,2023-04-07T23:39:54Z,1780000,False,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2023-04-07T23:40:07.9Z,2,REGULAR,period,start,[],0,,,1610612765,27,35,2023-04-07T23:40:07Z,1790000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT11M49.00S,2023-04-07T23:40:18.5Z,2,REGULAR,2pt,Jump Shot,[],1631093,15.850854139290407,25.245098039215684,1610612765,27,37,2023-04-07T23:58:40Z,1800000,False,124.0,96.0,1,left,J. Ivey 15' step back Jump Shot (9 PTS),[1631093],1610612765.0,DET,step back,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Right,15.7,Made,,,,,,,,,9.0,,,,,,,,,
182,PT11M31.00S,2023-04-07T23:40:35.5Z,2,REGULAR,3pt,Jump Shot,[],1627741,74.72076215505913,90.44117647058823,1610612754,27,37,2023-04-07T23:40:39Z,1810000,False,202.0,185.0,1,right,MISS B. Hield 27' pullup 3PT,[1627741],1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,27.41,Missed,,,,,,,,,,,,,,,,,,
183,PT11M28.00S,2023-04-07T23:40:38.5Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,27,37,2023-04-07T23:40:39Z,1820000,False,,,0,,J. Duren REBOUND (Off:3 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,182.0,5.0,2.0,3.0,,,,,,,,,,,,,,
184,PT11M23.00S,2023-04-07T23:40:43.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631093,32.933639947437584,32.84313725490196,1610612765,27,40,2023-04-07T23:40:57Z,1830000,False,86.0,257.0,1,left,J. Ivey 27' 3PT running pullup (12 PTS) (C. Joseph 1 AST),"[1631093, 202709]",1610612765.0,DET,running pullup,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,27.1,Made,,,,,,,,,12.0,C. Joseph,202709.0,1.0,,,,,,
186,PT11M07.00S,2023-04-07T23:40:59.4Z,2,REGULAR,turnover,bad pass,[],1630543,,,1610612754,27,40,2023-04-07T23:41:03Z,1850000,False,,,0,,I. Jackson bad pass TURNOVER (1 TO),"[1630543, 202709]",1610612754.0,IND,,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,,,,,,,Joseph,202709.0,,,,
187,PT11M07.00S,2023-04-07T23:40:59.4Z,2,REGULAR,steal,,[],202709,,,1610612765,27,40,2023-04-07T23:41:00Z,1860000,False,,,0,,C. Joseph STEAL (2 STL),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
188,PT11M05.00S,2023-04-07T23:41:04.8Z,2,REGULAR,foul,personal,['2freethrow'],1627741,,,1610612765,27,40,2023-04-07T23:41:11Z,1870000,False,,,0,,B. Hield shooting personal FOUL (1 PF) (Ivey 2 FT),"[1627741, 1631093]",1610612754.0,IND,shooting,,,Hield,B. Hield,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,200832.0,,,,,,,,,,1.0,0.0,Ivey,1631093.0
190,PT11M05.00S,2023-04-07T23:41:30.3Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631093,,,1610612765,27,41,2023-04-07T23:41:30Z,1890000,False,,,0,,J. Ivey Free Throw 1 of 2 (13 PTS),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,Made,,,,,,,,,13.0,,,,,,,,,
191,PT11M05.00S,2023-04-07T23:41:31.3Z,2,REGULAR,substitution,out,[],201588,,,1610612765,27,41,2023-04-07T23:41:34Z,1900000,False,,,0,,SUB out: G. Hill,[201588],1610612754.0,IND,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT11M05.00S,2023-04-07T23:41:31.3Z,2,REGULAR,substitution,in,[],1629614,,,1610612765,27,41,2023-04-07T23:41:34Z,1910000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT11M05.00S,2023-04-07T23:41:48.6Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1631093,,,1610612765,27,42,2023-04-07T23:41:48Z,1920000,False,,,0,,J. Ivey Free Throw 2 of 2 (14 PTS),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,Made,,,,,,,,,14.0,,,,,,,,,
194,PT10M58.00S,2023-04-07T23:41:57.3Z,2,REGULAR,foul,personal,[],202709,,,1610612754,27,42,2023-04-07T23:42:31Z,1930000,False,,,0,,C. Joseph personal FOUL (1 PF),"[202709, 1629614]",1610612765.0,DET,,,,Joseph,C. Joseph,,,,,Above the Break 3,24+ Center,,,,,,,101284.0,,,,,,,,,,1.0,0.0,Nembhard,1629614.0
196,PT10M50.00S,2023-04-07T23:42:29.1Z,2,REGULAR,foul,personal,[],202709,,,1610612754,27,42,2023-04-07T23:42:33Z,1950000,False,,,0,,C. Joseph personal FOUL (2 PF),"[202709, 1629614]",1610612765.0,DET,,,,Joseph,C. Joseph,,,,,Mid-Range,16-24 Center,,,,,,,200832.0,,,,,,,,,,2.0,0.0,Nembhard,1629614.0
198,PT10M45.00S,2023-04-07T23:42:56.3Z,2,REGULAR,3pt,Jump Shot,[],1627741,67.88764783180025,39.46078431372549,1610612754,30,42,2023-04-07T23:43:00Z,1970000,False,-53.0,249.0,1,right,B. Hield 25' 3PT  (6 PTS) (G. York 1 AST),"[1627741, 1628221]",1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,25.49,Made,,,,,,,,,6.0,G. York,1628221.0,1.0,,,,,,
200,PT10M31.00S,2023-04-07T23:43:08.9Z,2,REGULAR,3pt,Jump Shot,[],1631093,33.196452036793694,32.1078431372549,1610612765,30,42,2023-04-07T23:43:14Z,1990000,False,89.0,260.0,1,left,MISS J. Ivey 27' pullup 3PT,[1631093],1610612765.0,DET,pullup,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,27.45,Missed,,,,,,,,,,,,,,,,,,
201,PT10M28.00S,2023-04-07T23:43:12.5Z,2,REGULAR,rebound,offensive,[],1631197,,,1610612765,30,42,2023-04-07T23:43:12Z,2000000,False,,,0,,J. Rhoden REBOUND (Off:1 Def:2),[1631197],1610612765.0,DET,,,,Rhoden,J. Rhoden,,,,,Above the Break 3,24+ Right Center,,,200.0,3.0,2.0,1.0,,,,,,,,,,,,,,
202,PT10M23.00S,2023-04-07T23:43:17.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202709,7.440867279894875,41.66666666666667,1610612765,30,44,2023-04-08T00:02:48Z,2010000,False,42.0,17.0,1,left,C. Joseph turnaround fadeaway Jump Shot (4 PTS) (J. Ivey 3 AST),"[202709, 1631093]",1610612765.0,DET,turnaround fadeaway,,,Joseph,C. Joseph,,,,,In The Paint (Non-RA),0-8 Center,4.52,Made,,,,,,,,,4.0,J. Ivey,1631093.0,3.0,,,,,,
204,PT10M13.00S,2023-04-07T23:43:28.7Z,2,REGULAR,foul,personal,['2freethrow'],1631105,,,1610612754,30,44,2023-04-07T23:43:33Z,2030000,False,,,0,,J. Duren shooting personal FOUL (2 PF) (Brissett 2 FT),"[1631105, 1629052]",1610612765.0,DET,shooting,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,101284.0,,,,,,,,,,2.0,0.0,Brissett,1629052.0
206,PT10M13.00S,2023-04-07T23:43:57.3Z,2,REGULAR,freethrow,1 of 2,[],1629052,,,1610612754,31,44,2023-04-07T23:43:57Z,2050000,False,,,0,,O. Brissett Free Throw 1 of 2 (2 PTS),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,Made,,,,,,,,,2.0,,,,,,,,,
207,PT10M13.00S,2023-04-07T23:44:11.6Z,2,REGULAR,freethrow,2 of 2,[],1629052,,,1610612754,32,44,2023-04-07T23:44:11Z,2060000,False,,,0,,O. Brissett Free Throw 2 of 2 (3 PTS),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,Made,,,,,,,,,3.0,,,,,,,,,
208,PT10M00.00S,2023-04-07T23:44:27.9Z,2,REGULAR,2pt,Jump Shot,[],1631093,21.107095926412615,30.14705882352941,1610612765,32,44,2023-04-07T23:44:32Z,2070000,False,99.0,146.0,1,left,MISS J. Ivey 17' pullup Shot,[1631093],1610612765.0,DET,pullup,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Right Center,17.65,Missed,,,,,,,,,,,,,,,,,,
209,PT09M56.00S,2023-04-07T23:44:31.9Z,2,REGULAR,rebound,defensive,[],1629052,,,1610612754,32,44,2023-04-07T23:44:32Z,2080000,False,,,0,,O. Brissett REBOUND (Off:0 Def:1),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,Mid-Range,16-24 Right Center,,,208.0,1.0,1.0,0.0,,,,,,,,,,,,,,
210,PT09M51.00S,2023-04-07T23:44:38.5Z,2,REGULAR,foul,personal,[],1631197,,,1610612754,32,44,2023-04-07T23:44:51Z,2090000,False,,,0,,J. Rhoden personal FOUL (1 PF),"[1631197, 1630543]",1610612765.0,DET,,,,Rhoden,J. Rhoden,,,,,Restricted Area,0-8 Center,,,,,,,1627529.0,,,,,,,,,,1.0,0.0,Jackson,1630543.0
212,PT09M40.00S,2023-04-07T23:45:07.6Z,2,REGULAR,3pt,Jump Shot,[],1627741,66.83639947437582,35.294117647058826,1610612754,32,44,2023-04-07T23:45:13Z,2110000,False,-74.0,259.0,1,right,MISS B. Hield 26' 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,26.94,Missed,,,,,,,,,,,,,,,,,,
213,PT09M35.00S,2023-04-07T23:45:12.6Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,32,44,2023-04-07T23:45:13Z,2120000,False,,,0,,J. Duren REBOUND (Off:3 Def:3),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Center,,,212.0,6.0,3.0,3.0,,,,,,,,,,,,,,
214,PT09M17.00S,2023-04-07T23:45:32.4Z,2,REGULAR,turnover,out-of-bounds,[],1631105,,,1610612765,32,44,2023-04-07T23:45:42Z,2130000,False,,,0,,J. Duren bad pass out-of-bounds TURNOVER (4 TO),[1631105],1610612765.0,DET,bad pass,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627529.0,4.0,,,,,,,,,,,,
215,PT09M04.00S,2023-04-07T23:45:54.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631093,,,1610612754,32,44,2023-04-07T23:46:05Z,2140000,False,,,0,,J. Ivey personal FOUL (2 PF) (Hield 2 FT),"[1631093, 1627741]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Center,,,,,,,200832.0,,,,,,,,,,2.0,0.0,Hield,1627741.0
217,PT09M04.00S,2023-04-07T23:46:21.3Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1627741,,,1610612754,33,44,2023-04-07T23:46:21Z,2160000,False,,,0,,B. Hield Free Throw 1 of 2 (7 PTS),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,Made,,,,,,,,,7.0,,,,,,,,,
218,PT09M04.00S,2023-04-07T23:46:37.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1627741,,,1610612754,34,44,2023-04-07T23:46:37Z,2170000,False,,,0,,B. Hield Free Throw 2 of 2 (8 PTS),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,Made,,,,,,,,,8.0,,,,,,,,,
219,PT08M54.00S,2023-04-07T23:46:49.8Z,2,REGULAR,foul,personal,[],1628221,,,1610612765,34,44,2023-04-07T23:46:56Z,2180000,False,,,0,,G. York personal FOUL (1 PF),"[1628221, 1631197]",1610612754.0,IND,,,,York,G. York,,,,,Above the Break 3,24+ Right Center,,,,,,,101284.0,,,,,,,,,,1.0,0.0,Rhoden,1631197.0
221,PT08M44.00S,2023-04-07T23:47:16.6Z,2,REGULAR,3pt,Jump Shot,[],1631197,31.35676741130092,29.166666666666668,1610612765,34,44,2023-04-07T23:47:23Z,2200000,False,104.0,242.0,1,left,MISS J. Rhoden 26' 3PT,[1631197],1610612765.0,DET,,,,Rhoden,J. Rhoden,,,,,Above the Break 3,24+ Right Center,26.38,Missed,,,,,,,,,,,,,,,,,,
222,PT08M40.00S,2023-04-07T23:47:20.6Z,2,REGULAR,rebound,defensive,[],1627741,,,1610612754,34,44,2023-04-07T23:47:29Z,2210000,False,,,0,,B. Hield REBOUND (Off:0 Def:2),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,,,221.0,2.0,2.0,0.0,,,,,,,,,,,,,,
223,PT08M24.00S,2023-04-07T23:47:36.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,92.46057818659659,53.92156862745098,1610612754,36,44,2023-04-07T23:47:41Z,2220000,False,20.0,18.0,1,right,B. Hield driving finger roll Layup (10 PTS) (O. Brissett 1 AST),"[1627741, 1629052]",1610612754.0,IND,driving finger roll,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,2.69,Made,,,,,,,,,10.0,O. Brissett,1629052.0,1.0,,,,,,
225,PT08M10.00S,2023-04-07T23:47:50.1Z,2,REGULAR,turnover,bad pass,[],1631093,,,1610612765,36,44,2023-04-07T23:47:54Z,2240000,False,,,0,,J. Ivey bad pass TURNOVER (2 TO),"[1631093, 1627741]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,,,,,,,,2.0,,,,,,,Hield,1627741.0,,,,
226,PT08M10.00S,2023-04-07T23:47:50.1Z,2,REGULAR,steal,,[],1627741,,,1610612754,36,44,2023-04-07T23:47:52Z,2250000,False,,,0,,B. Hield STEAL (1 STL),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
227,PT08M07.00S,2023-04-07T23:47:53.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627741,76.95466491458606,90.68627450980392,1610612754,36,44,2023-04-07T23:48:03Z,2260000,False,203.0,164.0,1,right,MISS B. Hield 26' running 3PT,[1627741],1610612754.0,IND,running,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,26.13,Missed,,,,,,,,,,,,,,,,,,
228,PT08M04.00S,2023-04-07T23:47:56.4Z,2,REGULAR,rebound,defensive,[],1631197,,,1610612765,36,44,2023-04-07T23:48:03Z,2270000,False,,,0,,J. Rhoden REBOUND (Off:1 Def:3),[1631197],1610612765.0,DET,,,,Rhoden,J. Rhoden,,,,,Above the Break 3,24+ Right Center,,,227.0,4.0,3.0,1.0,,,,,,,,,,,,,,
229,PT07M58.00S,2023-04-07T23:48:03.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202709,6.915243101182654,55.63725490196079,1610612765,36,46,2023-04-07T23:48:12Z,2280000,False,-28.0,13.0,1,left,C. Joseph running finger roll Layup (6 PTS) (J. Ivey 4 AST),"[202709, 1631093]",1610612765.0,DET,running finger roll,,,Joseph,C. Joseph,,,,,Restricted Area,0-8 Center,3.08,Made,,,,,,,,,6.0,J. Ivey,1631093.0,4.0,,,,,,
231,PT07M56.00S,2023-04-07T23:48:09.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,36,46,2023-04-07T23:48:09Z,2300000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M56.00S,2023-04-07T23:50:33.7Z,2,REGULAR,substitution,out,[],202709,,,1610612754,36,46,2023-04-07T23:50:56Z,2310000,False,,,0,,SUB out: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M56.00S,2023-04-07T23:50:33.7Z,2,REGULAR,substitution,in,[],1630165,,,1610612754,36,46,2023-04-07T23:50:56Z,2320000,False,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M44.00S,2023-04-07T23:51:16.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630543,92.06636005256242,47.549019607843135,1610612754,38,46,2023-04-07T23:51:21Z,2330000,False,-12.0,22.0,1,right,I. Jackson cutting DUNK (2 PTS) (B. Hield 1 AST),"[1630543, 1627741]",1610612754.0,IND,cutting,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,2.53,Made,,,,,,,,,2.0,B. Hield,1627741.0,1.0,,,,,,
236,PT07M15.00S,2023-04-07T23:51:45.8Z,2,REGULAR,2pt,Jump Shot,[],1630165,27.94021024967148,56.86274509803921,1610612765,38,48,2023-04-07T23:51:49Z,2350000,False,-34.0,210.0,1,left,K. Hayes 21' pullup Jump Shot (12 PTS),[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,Mid-Range,16-24 Center,21.29,Made,,,,,,,,,12.0,,,,,,,,,
237,PT07M06.00S,2023-04-07T23:51:54.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630543,93.64323258869908,49.26470588235294,1610612754,40,48,2023-04-07T23:52:00Z,2360000,False,-4.0,7.0,1,right,I. Jackson cutting DUNK (4 PTS) (A. Nembhard 3 AST),"[1630543, 1629614]",1610612754.0,IND,cutting,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,0.82,Made,,,,,,,,,4.0,A. Nembhard,1629614.0,3.0,,,,,,
239,PT06M43.00S,2023-04-07T23:52:18.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631105,7.440867279894875,50.73529411764706,1610612765,40,50,2023-04-07T23:52:25Z,2380000,False,-4.0,17.0,1,left,J. Duren DUNK (8 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,1.78,Made,,,,,,,,,8.0,,,,,,,,,
240,PT06M37.00S,2023-04-07T23:52:28.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631205,,,1610612754,40,50,2023-04-07T23:52:43Z,2390000,False,,,0,,B. Boeheim personal FOUL (1 PF) (Hield 2 FT),"[1631205, 1627741]",1610612765.0,DET,,,,Boeheim,B. Boeheim,,,,,Mid-Range,8-16 Left,,,,,,,200832.0,,,,,,,,,,1.0,0.0,Hield,1627741.0
242,PT06M37.00S,2023-04-07T23:52:51.6Z,2,REGULAR,freethrow,1 of 2,[],1627741,,,1610612754,40,50,2023-04-07T23:52:51Z,2410000,False,,,0,,MISS B. Hield Free Throw 1 of 2,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
243,PT06M37.00S,2023-04-07T23:52:51.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,40,50,2023-04-07T23:52:51Z,2420000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,242.0,,,,,,,,,,,,,,,,,
244,PT06M37.00S,2023-04-07T23:52:52.2Z,2,REGULAR,substitution,out,[],1628221,,,1610612754,40,50,2023-04-07T23:52:58Z,2430000,False,,,0,,SUB out: G. York,[1628221],1610612754.0,IND,,,,York,G. York,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M37.00S,2023-04-07T23:52:52.2Z,2,REGULAR,substitution,in,[],1631097,,,1610612754,40,50,2023-04-07T23:52:58Z,2440000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M37.00S,2023-04-07T23:53:10.6Z,2,REGULAR,freethrow,2 of 2,[],1627741,,,1610612754,41,50,2023-04-07T23:53:10Z,2450000,False,,,0,,B. Hield Free Throw 2 of 2 (11 PTS),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,Made,,,,,,,,,11.0,,,,,,,,,
247,PT06M25.00S,2023-04-07T23:53:24.6Z,2,REGULAR,3pt,Jump Shot,[],1631197,5.995400788436268,95.58823529411765,1610612765,41,53,2023-04-07T23:53:29Z,2460000,False,-228.0,4.0,1,left,J. Rhoden 3PT  (3 PTS) (K. Hayes 4 AST),"[1631197, 1630165]",1610612765.0,DET,,,,Rhoden,J. Rhoden,,,,,Left Corner 3,24+ Left,22.79,Made,,,,,,,,,3.0,K. Hayes,1630165.0,4.0,,,,,,
249,PT06M18.00S,2023-04-07T23:53:32.7Z,2,REGULAR,turnover,out-of-bounds,[],1629614,,,1610612754,41,53,2023-04-07T23:53:39Z,2480000,False,,,0,,A. Nembhard bad pass out-of-bounds TURNOVER (1 TO),[1629614],1610612754.0,IND,bad pass,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,,,,,,,1627529.0,1.0,,,,,,,,,,,,
250,PT06M18.00S,2023-04-07T23:53:35.0Z,2,REGULAR,substitution,out,[],1627741,,,1610612765,41,53,2023-04-07T23:53:40Z,2490000,False,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M18.00S,2023-04-07T23:53:35.0Z,2,REGULAR,substitution,in,[],1628221,,,1610612765,41,53,2023-04-07T23:53:40Z,2500000,False,,,0,,SUB in: G. York,[1628221],1610612754.0,IND,,,,York,G. York,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M04.00S,2023-04-07T23:54:17.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631197,14.273981603153747,49.754901960784316,1610612765,41,55,2023-04-07T23:54:24Z,2510000,False,1.0,82.0,1,left,J. Rhoden 8' turnaround fadeaway Jump Shot (5 PTS),[1631197],1610612765.0,DET,turnaround fadeaway,,,Rhoden,J. Rhoden,,,,,In The Paint (Non-RA),8-16 Center,8.17,Made,,,,,,,,,5.0,,,,,,,,,
253,PT05M54.00S,2023-04-07T23:54:27.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631197,,,1610612754,41,55,2023-04-07T23:54:45Z,2520000,False,,,0,,J. Rhoden personal FOUL (2 PF) (Brissett 2 FT),"[1631197, 1629052]",1610612765.0,DET,,,,Rhoden,J. Rhoden,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1627529.0,,,,,,,,,,2.0,0.0,Brissett,1629052.0
255,PT05M54.00S,2023-04-07T23:54:56.7Z,2,REGULAR,freethrow,1 of 2,[],1629052,,,1610612754,42,55,2023-04-07T23:55:25Z,2540000,False,,,0,,O. Brissett Free Throw 1 of 2 (4 PTS),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,Made,,,,,,,,,4.0,,,,,,,,,
256,PT05M54.00S,2023-04-07T23:54:57.4Z,2,REGULAR,substitution,out,[],1630543,,,1610612754,42,55,2023-04-07T23:55:15Z,2550000,False,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M54.00S,2023-04-07T23:54:57.4Z,2,REGULAR,substitution,out,[],1628221,,,1610612754,42,55,2023-04-07T23:55:15Z,2560000,False,,,0,,SUB out: G. York,[1628221],1610612754.0,IND,,,,York,G. York,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M54.00S,2023-04-07T23:54:57.4Z,2,REGULAR,substitution,out,[],1631205,,,1610612754,42,55,2023-04-07T23:55:15Z,2570000,False,,,0,,SUB out: B. Boeheim,[1631205],1610612765.0,DET,,,,Boeheim,B. Boeheim,,,,,,,,,,,,,,,,,,,,,,,,,,
