actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
262,PT03M52.00S,2022-11-08T01:27:34.3Z,2,REGULAR,rebound,defensive,[],1629614,,,1610612754,47,51,2022-11-08T01:27:38Z,2600000,,,0,,A. Nembhard REBOUND (Off:0 Def:1),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,261.0,1.0,1.0,0.0,,,,,,,,,
263,PT03M44.00S,2022-11-08T01:27:43.3Z,2,REGULAR,turnover,out-of-bounds,[],1629614,,,1610612754,47,51,2022-11-08T01:27:46Z,2610000,,,0,,A. Nembhard bad pass out-of-bounds TURNOVER (1 TO),[1629614],1610612754.0,IND,bad pass,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,1.0,,,,,,,,,,,,,,,201245.0,,,,
264,PT03M27.00S,2022-11-08T01:28:11.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628984,66.70499342969777,56.127450980392155,1610612740,47,51,2022-11-08T01:28:15Z,2620000,31.0,260.0,1,right,MISS D. Graham 26' pullup 3PT,[1628984],1610612740.0,NOP,pullup,,,Graham,D. Graham,,,,,Above the Break 3,24+ Center,,,,26.23,Missed,,,,,,,,,,,,,,,
265,PT03M23.00S,2022-11-08T01:28:15.4Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612754,47,51,2022-11-08T01:28:15Z,2630000,,,0,,J. Smith REBOUND (Off:1 Def:5),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,,,,,,,,264.0,6.0,5.0,1.0,,,,,,,,,
266,PT03M11.00S,2022-11-08T01:28:26.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626167,12.697109067017081,46.568627450980394,1610612754,47,51,2022-11-08T01:31:57Z,2640000,17.0,67.0,1,left,MISS M. Turner 6' driving floating Shot - blocked,"[1626167, 1627742]",1610612754.0,IND,driving floating,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,6.91,Missed,Ingram,1627742.0,,,,,,,,,,,,,
267,PT03M11.00S,2022-11-08T01:28:26.9Z,2,REGULAR,block,,[],1627742,,,1610612754,47,51,2022-11-08T01:28:29Z,2650000,,,0,,B. Ingram BLOCK (1 BLK),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
268,PT03M10.00S,2022-11-08T01:28:27.9Z,2,REGULAR,rebound,offensive,[],1626167,,,1610612754,47,51,2022-11-08T01:28:31Z,2660000,,,0,,M. Turner REBOUND (Off:2 Def:6),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,266.0,8.0,6.0,2.0,,,,,,,,,
269,PT03M09.00S,2022-11-08T01:28:34.4Z,2,REGULAR,foul,personal,['2freethrow'],1627742,,,1610612754,47,51,2022-11-08T01:28:39Z,2670000,,,0,,B. Ingram shooting personal FOUL (1 PF) (Turner 2 FT),"[1627742, 1626167]",1610612740.0,NOP,shooting,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,201245.0,1.0,0.0,Turner,1626167.0
271,PT03M09.00S,2022-11-08T01:28:56.6Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1626167,,,1610612754,48,51,2022-11-08T01:28:56Z,2690000,,,0,,M. Turner Free Throw 1 of 2 (18 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,Made,,,,,,,18.0,,,,,,,,
272,PT03M09.00S,2022-11-08T01:28:57.2Z,2,REGULAR,substitution,out,[],1628984,,,1610612754,48,51,2022-11-08T01:28:59Z,2700000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M09.00S,2022-11-08T01:28:57.2Z,2,REGULAR,substitution,in,[],203468,,,1610612754,48,51,2022-11-08T01:28:59Z,2710000,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M09.00S,2022-11-08T01:29:15.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1626167,,,1610612754,49,51,2022-11-08T01:29:16Z,2720000,,,0,,M. Turner Free Throw 2 of 2 (19 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,Made,,,,,,,19.0,,,,,,,,
275,PT02M54.00S,2022-11-08T01:29:34.5Z,2,REGULAR,2pt,Jump Shot,[],202685,92.85479632063075,29.901960784313726,1610612740,49,51,2022-11-08T01:32:49Z,2730000,-100.0,15.0,1,right,MISS J. Valanciunas 10' turnaround fadeaway Shot,[202685],1610612740.0,NOP,turnaround fadeaway,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Left,,,,10.16,Missed,,,,,,,,,,,,,,,
276,PT02M50.00S,2022-11-08T01:29:38.5Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612754,49,51,2022-11-08T01:29:38Z,2740000,,,0,,J. Smith REBOUND (Off:1 Def:6),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Mid-Range,8-16 Left,,,,,,,,275.0,7.0,6.0,1.0,,,,,,,,,
277,PT02M38.00S,2022-11-08T01:29:50.0Z,2,REGULAR,3pt,Jump Shot,[],1630169,35.8245729303548,38.72549019607843,1610612754,52,51,2022-11-08T01:29:55Z,2750000,56.0,284.0,1,left,T. Haliburton 28' 3PT pullup (6 PTS) (B. Hield 2 AST),"[1630169, 1627741]",1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,,,,28.98,Made,,,,,,,6.0,B. Hield,1627741.0,2.0,,,,,
279,PT02M23.00S,2022-11-08T01:30:04.6Z,2,REGULAR,2pt,Jump Shot,[],1627742,90.75229960578186,30.14705882352941,1610612740,52,51,2022-11-08T01:30:11Z,2770000,-99.0,34.0,1,right,MISS B. Ingram 10' fadeaway Shot,[1627742],1610612740.0,NOP,fadeaway,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Left,,,,10.51,Missed,,,,,,,,,,,,,,,
280,PT02M19.00S,2022-11-08T01:30:08.6Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612754,52,51,2022-11-08T01:36:24Z,2780000,,,0,,J. Smith REBOUND (Off:1 Def:7),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Mid-Range,8-16 Left,,,,,,,,279.0,8.0,7.0,1.0,,,,,,,,,
281,PT02M14.00S,2022-11-08T01:30:13.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626167,31.882391590013142,28.431372549019606,1610612754,52,51,2022-11-08T01:30:19Z,2790000,108.0,247.0,1,left,MISS M. Turner 26' running 3PT,[1626167],1610612754.0,IND,running,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,,,,26.97,Missed,,,,,,,,,,,,,,,
282,PT02M10.00S,2022-11-08T01:30:18.1Z,2,REGULAR,rebound,offensive,[],1629614,,,1610612754,52,51,2022-11-08T01:30:18Z,2800000,,,0,,A. Nembhard REBOUND (Off:1 Def:1),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Right Center,,,,,,,,281.0,2.0,1.0,1.0,,,,,,,,,
283,PT01M55.00S,2022-11-08T01:30:32.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,20.844283837056505,91.66666666666666,1610612754,52,51,2022-11-08T01:37:39Z,2810000,-208.0,143.0,1,left,MISS B. Hield 25' pullup 3PT,[1627741],1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,,,,25.29,Missed,,,,,,,,,,,,,,,
284,PT01M54.00S,2022-11-08T01:30:33.2Z,2,REGULAR,rebound,defensive,[],203468,,,1610612740,52,51,2022-11-08T01:30:44Z,2820000,,,0,,C. McCollum REBOUND (Off:0 Def:3),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,,,,,,,,283.0,3.0,3.0,0.0,,,,,,,,,
285,PT01M50.00S,2022-11-08T01:30:41.2Z,2,REGULAR,turnover,out-of-bounds,[],1630530,,,1610612740,52,51,2022-11-08T01:32:21Z,2830000,,,0,,T. Murphy III bad pass out-of-bounds TURNOVER (1 TO),[1630530],1610612740.0,NOP,bad pass,,,Murphy III,T. Murphy III,,,,,Mid-Range,8-16 Right,1.0,,,,,,,,,,,,,,,201245.0,,,,
286,PT01M50.00S,2022-11-08T01:30:51.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,52,51,2022-11-08T01:30:51Z,2840000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT01M50.00S,2022-11-08T01:33:14.6Z,2,REGULAR,substitution,out,[],1630188,,,1610612754,52,51,2022-11-08T01:33:37Z,2850000,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT01M50.00S,2022-11-08T01:33:14.6Z,2,REGULAR,substitution,out,[],1630530,,,1610612754,52,51,2022-11-08T01:33:37Z,2860000,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT01M50.00S,2022-11-08T01:33:14.6Z,2,REGULAR,substitution,in,[],1630543,,,1610612754,52,51,2022-11-08T01:33:37Z,2870000,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT01M50.00S,2022-11-08T01:33:14.6Z,2,REGULAR,substitution,in,[],1629627,,,1610612754,52,51,2022-11-08T01:33:37Z,2880000,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT01M33.00S,2022-11-08T01:34:04.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629614,28.597240473061763,84.06862745098039,1610612754,55,51,2022-11-08T01:34:08Z,2890000,-170.0,216.0,1,left,A. Nembhard 27' 3PT  (10 PTS) (T. Haliburton 6 AST),"[1629614, 1630169]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,,,,27.53,Made,,,,,,,10.0,T. Haliburton,1630169.0,6.0,,,,,
293,PT01M04.00S,2022-11-08T01:34:32.8Z,2,REGULAR,3pt,Jump Shot,[],203468,69.20170827858082,32.35294117647059,1610612740,55,51,2022-11-08T01:34:36Z,2910000,-88.0,237.0,1,right,MISS C. McCollum 25' pullup 3PT,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,,,,25.29,Missed,,,,,,,,,,,,,,,
294,PT01M00.00S,2022-11-08T01:34:36.8Z,2,REGULAR,rebound,defensive,[],1630543,,,1610612754,55,51,2022-11-08T01:34:36Z,2920000,,,0,,I. Jackson REBOUND (Off:0 Def:2),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Left Center,,,,,,,,293.0,2.0,2.0,0.0,,,,,,,,,
295,PT00M53.20S,2022-11-08T01:34:43.7Z,2,REGULAR,3pt,Jump Shot,[],1627741,7.440867279894875,94.6078431372549,1610612754,58,51,2022-11-08T01:34:48Z,2930000,-223.0,17.0,1,left,B. Hield 3PT  (11 PTS) (M. Turner 1 AST),"[1627741, 1626167]",1610612754.0,IND,,,,Hield,B. Hield,,,,,Left Corner 3,24+ Left,,,,22.37,Made,,,,,,,11.0,M. Turner,1626167.0,1.0,,,,,
297,PT00M43.70S,2022-11-08T01:34:59.0Z,2,REGULAR,foul,personal,[],1627741,,,1610612740,58,51,2022-11-08T01:35:06Z,2950000,,,0,,B. Hield personal FOUL (1 PF),"[1627741, 202685]",1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1193.0,1.0,0.0,Valanciunas,202685.0
299,PT00M31.00S,2022-11-08T01:35:32.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202685,87.86136662286465,41.17647058823529,1610612740,58,53,2022-11-08T01:35:41Z,2970000,-44.0,62.0,1,right,J. Valanciunas 7' turnaround Hook (6 PTS),[202685],1610612740.0,NOP,turnaround,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,7.58,Made,,,,,,,6.0,,,,,,,,
301,PT00M11.30S,2022-11-08T01:36:10.9Z,2,REGULAR,turnover,3-second-violation,[],1630543,,,1610612754,58,53,2022-11-08T01:36:17Z,2990000,,,0,,I. Jackson 3-second-violation TURNOVER (1 TO),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,1.0,,,,,,,,,,,,,,,1193.0,,,,
302,PT00M00.00S,2022-11-08T01:36:27.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630529,92.46057818659659,52.69607843137255,1610612740,58,55,2022-11-08T01:41:23Z,3000000,13.0,18.0,1,right,H. Jones reverse Layup (6 PTS) (C. McCollum 3 AST),"[1630529, 203468]",1610612740.0,NOP,reverse,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,2.28,Made,,,,,,,6.0,C. McCollum,203468.0,3.0,,,,,
305,PT00M00.00S,2022-11-08T01:37:11.3Z,2,REGULAR,period,end,[],0,,,1610612754,58,55,2022-11-08T01:37:11Z,3030000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT12M00.00S,2022-11-08T01:51:52.9Z,3,REGULAR,substitution,out,['startperiod'],1630543,,,1610612754,58,55,2022-11-08T01:52:28Z,3040000,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT12M00.00S,2022-11-08T01:51:52.9Z,3,REGULAR,substitution,in,['startperiod'],1630188,,,1610612754,58,55,2022-11-08T01:52:28Z,3050000,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT12M00.00S,2022-11-08T01:52:24.0Z,3,REGULAR,period,start,[],0,,,1610612754,58,55,2022-11-08T01:52:29Z,3060000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT11M49.00S,2022-11-08T01:52:34.8Z,3,REGULAR,3pt,Jump Shot,[],1627741,70.38436268068331,74.26470588235294,1610612754,58,55,2022-11-08T02:06:31Z,3070000,121.0,226.0,1,right,MISS B. Hield 25' pullup 3PT,[1627741],1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,,,,25.64,Missed,,,,,,,,,,,,,,,
310,PT11M42.00S,2022-11-08T01:52:41.8Z,3,REGULAR,rebound,offensive,[],1630188,,,1610612754,58,55,2022-11-08T01:52:42Z,3080000,,,0,,J. Smith REBOUND (Off:2 Def:7),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Right Center,,,,,,,,309.0,9.0,7.0,2.0,,,,,,,,,
311,PT11M29.00S,2022-11-08T01:52:53.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630188,95.3515111695138,3.6764705882352944,1610612754,61,55,2022-11-08T01:52:58Z,3090000,-232.0,-9.0,1,right,J. Smith 3PT  (10 PTS) (B. Hield 3 AST),"[1630188, 1627741]",1610612754.0,IND,,,,Smith,J. Smith,,,,,Left Corner 3,24+ Left,,,,23.18,Made,,,,,,,10.0,B. Hield,1627741.0,3.0,,,,,
313,PT11M12.00S,2022-11-08T01:53:10.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,12.171484888304862,48.03921568627451,1610612740,61,57,2022-11-08T02:06:45Z,3110000,10.0,62.0,1,left,B. Ingram 6' turnaround fadeaway Jump Shot (8 PTS),[1627742],1610612740.0,NOP,turnaround fadeaway,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,,6.27,Made,,,,,,,8.0,,,,,,,,
314,PT11M12.00S,2022-11-08T01:53:14.9Z,3,REGULAR,foul,personal,['1freethrow'],1627741,,,1610612740,61,57,2022-11-08T01:53:19Z,3120000,,,0,,B. Hield shooting personal FOUL (2 PF) (Ingram 1 FT),"[1627741, 1627742]",1610612754.0,IND,shooting,,,Hield,B. Hield,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,201245.0,2.0,0.0,Ingram,1627742.0
316,PT11M12.00S,2022-11-08T01:53:39.7Z,3,REGULAR,freethrow,1 of 1,[],1627742,,,1610612740,61,58,2022-11-08T01:53:39Z,3140000,,,0,,B. Ingram Free Throw 1 of 1 (9 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,Made,,,,,,,9.0,,,,,,,,
317,PT11M00.00S,2022-11-08T01:53:55.8Z,3,REGULAR,3pt,Jump Shot,[],1630188,94.30026281208936,97.05882352941177,1610612754,61,58,2022-11-08T01:53:59Z,3150000,235.0,1.0,1,right,MISS J. Smith 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Right Corner 3,24+ Right,,,,23.53,Missed,,,,,,,,,,,,,,,
318,PT10M56.00S,2022-11-08T01:53:59.8Z,3,REGULAR,rebound,defensive,[],1630529,,,1610612740,61,58,2022-11-08T01:53:59Z,3160000,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Right Corner 3,24+ Right,,,,,,,,317.0,1.0,1.0,0.0,,,,,,,,,
319,PT10M53.00S,2022-11-08T01:54:01.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629627,7.178055190538765,54.41176470588235,1610612740,61,60,2022-11-08T01:54:08Z,3170000,-22.0,15.0,1,left,Z. Williamson running finger roll Layup (16 PTS) (H. Jones 1 AST),"[1629627, 1630529]",1610612740.0,NOP,running finger roll,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,2.67,Made,,,,,,,16.0,H. Jones,1630529.0,1.0,,,,,
320,PT10M46.00S,2022-11-08T01:54:09.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630188,93.24901445466492,54.41176470588235,1610612754,63,60,2022-11-08T02:07:06Z,3180000,22.0,11.0,1,right,J. Smith cutting Layup (12 PTS) (T. Haliburton 7 AST),"[1630188, 1630169]",1610612754.0,IND,cutting,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,2.47,Made,,,,,,,12.0,T. Haliburton,1630169.0,7.0,,,,,
322,PT10M35.00S,2022-11-08T01:54:22.4Z,3,REGULAR,foul,personal,['2freethrow'],1626167,,,1610612740,63,60,2022-11-08T01:54:29Z,3200000,,,0,,M. Turner shooting personal FOUL (2 PF) (Williamson 2 FT),"[1626167, 1629627]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1193.0,2.0,0.0,Williamson,1629627.0
324,PT10M35.00S,2022-11-08T01:54:53.3Z,3,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,63,61,2022-11-08T01:54:53Z,3220000,,,0,,Z. Williamson Free Throw 1 of 2 (17 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,Made,,,,,,,17.0,,,,,,,,
325,PT10M35.00S,2022-11-08T01:55:06.2Z,3,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,63,62,2022-11-08T01:55:06Z,3230000,,,0,,Z. Williamson Free Throw 2 of 2 (18 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,Made,,,,,,,18.0,,,,,,,,
326,PT10M20.00S,2022-11-08T01:55:23.0Z,3,REGULAR,3pt,Jump Shot,[],1626167,69.46452036793693,22.30392156862745,1610612754,66,62,2022-11-08T01:55:27Z,3240000,-138.0,235.0,1,right,M. Turner 27' 3PT  (22 PTS) (J. Smith 1 AST),"[1626167, 1630188]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,,,,27.23,Made,,,,,,,22.0,J. Smith,1630188.0,1.0,,,,,
328,PT10M06.00S,2022-11-08T01:55:36.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,10.068988173455978,45.09803921568628,1610612740,66,64,2022-11-08T01:55:40Z,3260000,25.0,42.0,1,left,H. Jones driving Layup (8 PTS) (C. McCollum 4 AST),"[1630529, 203468]",1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,4.87,Made,,,,,,,8.0,C. McCollum,203468.0,4.0,,,,,
330,PT09M50.00S,2022-11-08T01:55:52.1Z,3,REGULAR,3pt,Jump Shot,[],1627741,67.36202365308804,46.568627450980394,1610612754,66,64,2022-11-08T01:55:56Z,3280000,-17.0,254.0,1,right,MISS B. Hield 25' pullup 3PT,[1627741],1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,,,,25.49,Missed,,,,,,,,,,,,,,,
331,PT09M46.00S,2022-11-08T01:55:56.1Z,3,REGULAR,rebound,offensive,[],1630169,,,1610612754,66,64,2022-11-08T01:55:56Z,3290000,,,0,,T. Haliburton REBOUND (Off:1 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,,,,,,,,330.0,2.0,1.0,1.0,,,,,,,,,
332,PT09M45.00S,2022-11-08T01:55:57.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630169,67.36202365308804,72.54901960784314,1610612754,69,64,2022-11-08T01:56:00Z,3300000,113.0,254.0,1,right,T. Haliburton 27' 3PT  (9 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,,,,27.82,Made,,,,,,,9.0,,,,,,,,
333,PT09M34.00S,2022-11-08T01:56:10.8Z,3,REGULAR,foul,personal,[],1626167,,,1610612740,69,64,2022-11-08T01:56:18Z,3310000,,,0,,M. Turner personal FOUL (3 PF),"[1626167, 1629627]",1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202027.0,3.0,0.0,Williamson,1629627.0
335,PT09M26.00S,2022-11-08T01:56:45.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,8.492115637319317,40.68627450980392,1610612740,69,66,2022-11-08T02:07:40Z,3330000,47.0,27.0,1,left,J. Valanciunas floating Jump Shot (8 PTS) (Z. Williamson 2 AST),"[202685, 1629627]",1610612740.0,NOP,floating,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,5.4,Made,,,,,,,8.0,Z. Williamson,1629627.0,2.0,,,,,
337,PT09M02.00S,2022-11-08T01:57:11.0Z,3,REGULAR,foul,personal,['2freethrow'],202685,,,1610612754,69,66,2022-11-08T01:57:18Z,3350000,,,0,,J. Valanciunas shooting personal FOUL (1 PF) (Turner 2 FT),"[202685, 1626167]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,201245.0,1.0,0.0,Turner,1626167.0
339,PT09M02.00S,2022-11-08T01:57:36.6Z,3,REGULAR,freethrow,1 of 2,[],1626167,,,1610612754,70,66,2022-11-08T01:57:36Z,3370000,,,0,,M. Turner Free Throw 1 of 2 (23 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,Made,,,,,,,23.0,,,,,,,,
340,PT09M02.00S,2022-11-08T01:57:50.7Z,3,REGULAR,freethrow,2 of 2,[],1626167,,,1610612754,71,66,2022-11-08T01:57:50Z,3380000,,,0,,M. Turner Free Throw 2 of 2 (24 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,Made,,,,,,,24.0,,,,,,,,
341,PT08M54.00S,2022-11-08T01:58:00.8Z,3,REGULAR,2pt,Jump Shot,[],1627742,11.12023653088042,73.77450980392157,1610612740,71,66,2022-11-08T01:58:04Z,3390000,-119.0,52.0,1,left,MISS B. Ingram 12' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Left,,,,12.98,Missed,,,,,,,,,,,,,,,
342,PT08M50.00S,2022-11-08T01:58:04.8Z,3,REGULAR,rebound,defensive,[],1629614,,,1610612754,71,66,2022-11-08T01:58:04Z,3400000,,,0,,A. Nembhard REBOUND (Off:1 Def:2),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Left,,,,,,,,341.0,3.0,2.0,1.0,,,,,,,,,
343,PT08M35.00S,2022-11-08T01:58:22.7Z,3,REGULAR,foul,personal,[],202685,,,1610612754,71,66,2022-11-08T01:58:30Z,3410000,,,0,,J. Valanciunas personal FOUL (2 PF),"[202685, 1630169]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,201245.0,2.0,0.0,Haliburton,1630169.0
345,PT08M28.00S,2022-11-08T01:58:51.6Z,3,REGULAR,turnover,traveling,[],1629614,,,1610612754,71,66,2022-11-08T01:58:55Z,3430000,,,0,,A. Nembhard traveling TURNOVER (2 TO),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Right Center,2.0,,,,,,,,,,,,,,,201245.0,,,,
346,PT08M17.00S,2022-11-08T01:59:20.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202685,6.652431011826544,55.63725490196079,1610612740,71,68,2022-11-08T02:09:01Z,3440000,-28.0,10.0,1,left,J. Valanciunas cutting Layup (10 PTS) (Z. Williamson 3 AST),"[202685, 1629627]",1610612740.0,NOP,cutting,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,2.99,Made,,,,,,,10.0,Z. Williamson,1629627.0,3.0,,,,,
348,PT08M08.00S,2022-11-08T01:59:30.4Z,3,REGULAR,3pt,Jump Shot,[],1630169,66.17936925098554,55.14705882352941,1610612754,74,68,2022-11-08T01:59:34Z,3460000,26.0,265.0,1,right,T. Haliburton 26' 3PT pullup (12 PTS),[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,,,,26.66,Made,,,,,,,12.0,,,,,,,,
