actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
442,PT02M46.00S,2023-02-16T01:50:51.0Z,3,REGULAR,substitution,in,[],204456,,,1610612754,76,82,2023-02-16T01:50:56Z,4360000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,,,,,,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,
443,PT02M46.00S,2023-02-16T01:51:13.0Z,3,REGULAR,freethrow,2 of 2,[],1627741,,,1610612754,77,82,2023-02-16T01:51:13Z,4370000,False,,,0,,B. Hield Free Throw 2 of 2 (16 PTS),[1627741],1610612754.0,IND,,,,,,,,,,Made,16.0,Hield,B. Hield,,,,,,,,,,,,,,,,,
445,PT02M25.00S,2023-02-16T01:51:39.3Z,3,REGULAR,foul,personal,['2freethrow'],1626167,,,1610612741,77,82,2023-02-16T01:51:45Z,4390000,False,,,0,,M. Turner shooting personal FOUL (2 PF) (Drummond 2 FT),"[1626167, 203083]",1610612754.0,IND,shooting,,,,,,Restricted Area,0-8 Center,,,,Turner,M. Turner,,,,,,,,,,,1199.0,2.0,0.0,Drummond,203083.0,,
448,PT02M25.00S,2023-02-16T01:53:07.2Z,3,REGULAR,freethrow,1 of 2,[],203083,,,1610612741,77,82,2023-02-16T01:53:07Z,4420000,False,,,0,,MISS A. Drummond Free Throw 1 of 2,[203083],1610612741.0,CHI,,,,,,,,,,Missed,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,
449,PT02M25.00S,2023-02-16T01:53:07.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,77,82,2023-02-16T01:53:07Z,4430000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,448.0,,,,,,,,,,,,,,,,
450,PT02M25.00S,2023-02-16T01:53:22.3Z,3,REGULAR,freethrow,2 of 2,[],203083,,,1610612741,77,83,2023-02-16T01:53:22Z,4440000,False,,,0,,A. Drummond Free Throw 2 of 2 (3 PTS),[203083],1610612741.0,CHI,,,,,,,,,,Made,3.0,Drummond,A. Drummond,,,,,,,,,,,,,,,,,
451,PT02M06.00S,2023-02-16T01:53:43.9Z,3,REGULAR,3pt,Jump Shot,[],1630174,74.85216819973719,84.31372549019608,1610612754,77,83,2023-02-16T01:53:56Z,4450000,False,172.0,184.0,1,right,MISS A. Nesmith 25' 3PT,[1630174],1610612754.0,IND,,,,,,,Above the Break 3,24+ Right Center,25.15,Missed,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,
452,PT02M01.00S,2023-02-16T01:53:47.5Z,3,REGULAR,rebound,defensive,[],203083,,,1610612741,77,83,2023-02-16T01:53:47Z,4460000,False,,,0,,A. Drummond REBOUND (Off:1 Def:6),[203083],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,,Drummond,A. Drummond,451.0,7.0,6.0,1.0,,,,,,,,,,,,,
453,PT01M50.00S,2023-02-16T01:54:00.8Z,3,REGULAR,turnover,traveling,[],1631207,,,1610612741,77,83,2023-02-16T01:54:06Z,4470000,False,,,0,,D. Terry traveling TURNOVER (1 TO),[1631207],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,,Terry,D. Terry,,,,,1.0,,,,,,2882.0,,,,,,
454,PT01M50.00S,2023-02-16T01:54:03.3Z,3,REGULAR,substitution,out,[],1630174,,,1610612754,77,83,2023-02-16T01:54:06Z,4480000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,,,,,,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,
455,PT01M50.00S,2023-02-16T01:54:03.3Z,3,REGULAR,substitution,in,[],1631097,,,1610612754,77,83,2023-02-16T01:54:06Z,4490000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,,,,,,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,
456,PT01M40.00S,2023-02-16T01:54:24.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630169,92.85479632063075,45.83333333333333,1610612754,79,83,2023-02-16T01:54:28Z,4500000,False,-21.0,15.0,1,right,T. Haliburton driving finger roll Layup (14 PTS),[1630169],1610612754.0,IND,driving finger roll,,,,,,Restricted Area,0-8 Center,2.55,Made,14.0,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,
457,PT01M20.00S,2023-02-16T01:54:43.9Z,3,REGULAR,3pt,Jump Shot,[],203897,30.436925098554536,75.49019607843137,1610612741,79,86,2023-02-16T01:54:50Z,4510000,False,-127.0,234.0,1,left,Z. LaVine 26' 3PT pullup (27 PTS),[203897],1610612741.0,CHI,pullup,,,,,,Above the Break 3,24+ Left Center,26.61,Made,27.0,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
458,PT01M08.00S,2023-02-16T01:54:56.0Z,3,REGULAR,3pt,Jump Shot,[],1626167,67.88764783180025,35.294117647058826,1610612754,79,86,2023-02-16T01:55:01Z,4520000,False,-74.0,249.0,1,right,MISS M. Turner 26' 3PT,[1626167],1610612754.0,IND,,,,,,,Above the Break 3,24+ Center,26.0,Missed,,Turner,M. Turner,,,,,,,,,,,,,,,,,
459,PT01M04.00S,2023-02-16T01:55:00.0Z,3,REGULAR,rebound,defensive,[],203897,,,1610612741,79,86,2023-02-16T01:55:01Z,4530000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:8),[203897],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,,,,LaVine,Z. LaVine,458.0,8.0,8.0,0.0,,,,,,,,,,,,,
460,PT00M56.00S,2023-02-16T01:55:09.2Z,3,REGULAR,3pt,Jump Shot,[],203897,24.52365308804205,87.5,1610612741,79,86,2023-02-16T01:55:13Z,4540000,False,-188.0,178.0,1,left,MISS Z. LaVine 25' pullup 3PT,[203897],1610612741.0,CHI,pullup,,,,,,Above the Break 3,24+ Left Center,25.85,Missed,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
461,PT00M52.30S,2023-02-16T01:55:12.9Z,3,REGULAR,rebound,offensive,[],1631207,,,1610612741,79,86,2023-02-16T01:55:12Z,4550000,False,,,0,,D. Terry REBOUND (Off:1 Def:0),[1631207],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,,Terry,D. Terry,460.0,1.0,0.0,1.0,,,,,,,,,,,,,
462,PT00M48.50S,2023-02-16T01:55:16.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630245,11.777266754270697,2.696078431372549,1610612741,79,86,2023-02-16T01:55:20Z,4560000,False,237.0,58.0,1,left,MISS A. Dosunmu 24' 3PT,[1630245],1610612741.0,CHI,,,,,,,Right Corner 3,24+ Right,24.36,Missed,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,
463,PT00M45.30S,2023-02-16T01:55:20.0Z,3,REGULAR,rebound,defensive,[],1631097,,,1610612754,79,86,2023-02-16T01:55:20Z,4570000,False,,,0,,B. Mathurin REBOUND (Off:1 Def:1),[1631097],1610612754.0,IND,,,,,,,Right Corner 3,24+ Right,,,,Mathurin,B. Mathurin,462.0,2.0,1.0,1.0,,,,,,,,,,,,,
464,PT00M32.00S,2023-02-16T01:55:33.2Z,3,REGULAR,3pt,Jump Shot,[],1626167,93.11760840998686,3.6764705882352944,1610612754,79,86,2023-02-16T01:55:44Z,4580000,False,-232.0,12.0,1,right,MISS M. Turner pullup 3PT,[1626167],1610612754.0,IND,pullup,,,,,,Left Corner 3,24+ Left,23.19,Missed,,Turner,M. Turner,,,,,,,,,,,,,,,,,
465,PT00M28.00S,2023-02-16T01:55:37.2Z,3,REGULAR,rebound,defensive,[],1631207,,,1610612741,79,86,2023-02-16T01:55:38Z,4590000,False,,,0,,D. Terry REBOUND (Off:1 Def:1),[1631207],1610612741.0,CHI,,,,,,,Left Corner 3,24+ Left,,,,Terry,D. Terry,464.0,2.0,1.0,1.0,,,,,,,,,,,,,
466,PT00M09.80S,2023-02-16T01:55:55.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203897,6.1268068331143235,53.18627450980392,1610612741,79,86,2023-02-16T01:55:59Z,4600000,False,-16.0,5.0,1,left,MISS Z. LaVine driving finger roll Layup,[203897],1610612741.0,CHI,driving finger roll,,,,,,Restricted Area,0-8 Center,1.67,Missed,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
467,PT00M06.80S,2023-02-16T01:55:58.3Z,3,REGULAR,rebound,defensive,[],1631097,,,1610612754,79,86,2023-02-16T01:55:58Z,4610000,False,,,0,,B. Mathurin REBOUND (Off:1 Def:2),[1631097],1610612754.0,IND,,,,,,,Restricted Area,0-8 Center,,,,Mathurin,B. Mathurin,466.0,3.0,2.0,1.0,,,,,,,,,,,,,
468,PT00M00.00S,2023-02-16T01:56:05.6Z,3,REGULAR,3pt,Jump Shot,[],1627741,70.12155059132719,22.058823529411764,1610612754,82,86,2023-02-16T01:57:48Z,4620000,False,-140.0,228.0,1,right,B. Hield 26' 3PT  (19 PTS) (B. Mathurin 2 AST),"[1627741, 1631097]",1610612754.0,IND,,,,,,,Above the Break 3,24+ Left Center,26.77,Made,19.0,Hield,B. Hield,,,,,,,,B. Mathurin,1631097.0,2.0,,,,,,,
471,PT00M00.00S,2023-02-16T01:57:11.8Z,3,REGULAR,period,end,[],0,,,1610612741,82,86,2023-02-16T01:57:11Z,4650000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT12M00.00S,2023-02-16T01:58:28.0Z,4,REGULAR,substitution,out,['startperiod'],1630169,,,1610612741,82,86,2023-02-16T01:58:55Z,4660000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,,,,,,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,
473,PT12M00.00S,2023-02-16T01:58:28.0Z,4,REGULAR,substitution,out,['startperiod'],1626167,,,1610612741,82,86,2023-02-16T01:58:55Z,4670000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,,,,,,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,
474,PT12M00.00S,2023-02-16T01:58:28.0Z,4,REGULAR,substitution,out,['startperiod'],203083,,,1610612741,82,86,2023-02-16T01:58:55Z,4680000,False,,,0,,SUB out: A. Drummond,[203083],1610612741.0,CHI,,,,,,,,,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,
475,PT12M00.00S,2023-02-16T01:58:28.0Z,4,REGULAR,substitution,out,['startperiod'],1630245,,,1610612741,82,86,2023-02-16T01:58:55Z,4690000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,,,,,,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,
476,PT12M00.00S,2023-02-16T01:58:28.0Z,4,REGULAR,substitution,in,['startperiod'],1630537,,,1610612741,82,86,2023-02-16T01:58:55Z,4700000,False,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,,,,,,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,
477,PT12M00.00S,2023-02-16T01:58:28.0Z,4,REGULAR,substitution,in,['startperiod'],1630188,,,1610612741,82,86,2023-02-16T01:58:55Z,4710000,False,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,,,,,,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,
478,PT12M00.00S,2023-02-16T01:58:28.0Z,4,REGULAR,substitution,in,['startperiod'],1627936,,,1610612741,82,86,2023-02-16T01:58:55Z,4720000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,,,,,,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,
479,PT12M00.00S,2023-02-16T01:58:28.0Z,4,REGULAR,substitution,in,['startperiod'],202696,,,1610612741,82,86,2023-02-16T01:58:55Z,4730000,False,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,,,,,,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,
480,PT12M00.00S,2023-02-16T01:58:58.0Z,4,REGULAR,foul,technical,['1freethrow'],1627310,,,1610612741,82,86,2023-02-16T01:59:06Z,4740000,False,,,0,,TEAM foul technical,[1627310],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,2882.0,,,,,,
481,PT12M00.00S,2023-02-16T01:59:09.2Z,4,REGULAR,freethrow,1 of 1,[],1627741,,,1610612741,83,86,2023-02-16T01:59:09Z,4750000,False,,,0,,B. Hield technical Free Throw 1 of 1 (20 PTS),[1627741],1610612754.0,IND,technical,,,,,,,,,Made,20.0,Hield,B. Hield,,,,,,,,,,,,,,,,,
482,PT12M00.00S,2023-02-16T01:59:29.6Z,4,REGULAR,period,start,[],0,,,1610612741,83,86,2023-02-16T01:59:29Z,4760000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT12M00.00S,2023-02-16T01:59:32.9Z,4,REGULAR,substitution,out,[],1627741,,,1610612741,83,86,2023-02-16T01:59:35Z,4770000,False,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,,,,,,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,
484,PT12M00.00S,2023-02-16T01:59:32.9Z,4,REGULAR,substitution,in,[],1630174,,,1610612741,83,86,2023-02-16T01:59:35Z,4780000,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,,,,,,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,
485,PT11M47.00S,2023-02-16T01:59:44.1Z,4,REGULAR,foul,personal,[],1630537,,,1610612741,83,86,2023-02-16T01:59:50Z,4790000,False,,,0,,C. Duarte personal FOUL (1 PF),"[1630537, 202696]",1610612754.0,IND,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Duarte,C. Duarte,,,,,,,,,,,1628954.0,1.0,0.0,Vucevic,202696.0,,
487,PT11M40.00S,2023-02-16T02:00:08.6Z,4,REGULAR,3pt,Jump Shot,[],1627936,26.888961892247043,80.3921568627451,1610612741,83,89,2023-02-16T02:00:15Z,4810000,False,-152.0,200.0,1,left,A. Caruso 25' 3PT  (5 PTS) (C. White 2 AST),"[1627936, 1629632]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,25.14,Made,5.0,Caruso,A. Caruso,,,,,,,,C. White,1629632.0,2.0,,,,,,,
489,PT11M21.00S,2023-02-16T02:00:26.8Z,4,REGULAR,3pt,Jump Shot,[],1631097,92.32917214191852,1.715686274509804,1610612754,86,89,2023-02-16T02:00:30Z,4830000,False,-241.0,20.0,1,right,B. Mathurin 24' 3PT  (10 PTS) (T. McConnell 4 AST),"[1631097, 204456]",1610612754.0,IND,,,,,,,Left Corner 3,24+ Left,24.22,Made,10.0,Mathurin,B. Mathurin,,,,,,,,T. McConnell,204456.0,4.0,,,,,,,
491,PT11M03.00S,2023-02-16T02:00:45.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627936,7.046649145860711,48.28431372549019,1610612741,86,89,2023-02-16T02:00:51Z,4850000,False,9.0,14.0,1,left,MISS A. Caruso cutting finger roll Layup,[1627936],1610612741.0,CHI,cutting finger roll,,,,,,Restricted Area,0-8 Center,1.62,Missed,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,
492,PT11M00.00S,2023-02-16T02:00:48.4Z,4,REGULAR,rebound,defensive,[],204456,,,1610612754,86,89,2023-02-16T02:00:51Z,4860000,False,,,0,,T. McConnell REBOUND (Off:0 Def:2),[204456],1610612754.0,IND,,,,,,,Restricted Area,0-8 Center,,,,McConnell,T. McConnell,491.0,2.0,2.0,0.0,,,,,,,,,,,,,
493,PT10M56.00S,2023-02-16T02:00:51.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631097,92.46057818659659,54.41176470588235,1610612754,88,89,2023-02-16T02:00:57Z,4870000,False,22.0,18.0,1,right,B. Mathurin running finger roll Layup (12 PTS) (T. McConnell 5 AST),"[1631097, 204456]",1610612754.0,IND,running finger roll,,,,,,Restricted Area,0-8 Center,2.88,Made,12.0,Mathurin,B. Mathurin,,,,,,,,T. McConnell,204456.0,5.0,,,,,,,
495,PT10M34.00S,2023-02-16T02:01:13.9Z,4,REGULAR,turnover,lost ball,[],1627936,,,1610612741,88,89,2023-02-16T02:01:18Z,4890000,False,,,0,,A. Caruso lost ball TURNOVER (1 TO),"[1627936, 1630537]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,,,,Caruso,A. Caruso,,,,,1.0,Duarte,1630537.0,,,,,,,,,,
496,PT10M34.00S,2023-02-16T02:01:13.9Z,4,REGULAR,steal,,[],1630537,,,1610612754,88,89,2023-02-16T02:01:15Z,4900000,False,,,0,,C. Duarte STEAL (2 STL),[1630537],1610612754.0,IND,,,,,,,Above the Break 3,24+ Center,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,
570,PT10M32.00S,2023-02-16T02:01:17.2Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630537,92.59198423127464,50.73529411764706,1610612754,88,89,2023-02-16T02:16:39Z,4905000,False,4.0,17.0,1,right,MISS C. Duarte running Layup - blocked,"[1630537, 203897]",1610612754.0,IND,running,,,,,,Restricted Area,0-8 Center,1.75,Missed,,Duarte,C. Duarte,,,,,,,,,,,,,,,,LaVine,203897.0
571,PT10M32.00S,2023-02-16T02:01:17.2Z,4,REGULAR,block,,[],203897,,,1610612754,88,89,2023-02-16T02:16:30Z,4907500,False,,,0,,Z. LaVine BLOCK (1 BLK),[203897],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
572,PT10M32.00S,2023-02-16T02:01:17.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612754,88,89,2023-02-16T02:16:30Z,4908750,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,Restricted Area,0-8 Center,,,,,,570.0,,,,,,,,,,,,,,,,
498,PT10M32.00S,2023-02-16T02:01:41.9Z,4,REGULAR,turnover,5-second-violation,['team'],0,,,1610612754,88,89,2023-02-16T02:01:55Z,4920000,False,,,0,,IND 5-second-violation Team TURNOVER,[],1610612754.0,IND,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1199.0,,,,,,
499,PT10M14.00S,2023-02-16T02:02:12.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629632,30.699737187910642,28.186274509803923,1610612741,88,89,2023-02-16T02:02:17Z,4930000,False,109.0,236.0,1,left,MISS C. White 26' 3PT,[1629632],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,26.01,Missed,,White,C. White,,,,,,,,,,,,,,,,,
500,PT10M09.00S,2023-02-16T02:02:17.3Z,4,REGULAR,rebound,defensive,[],204456,,,1610612754,88,89,2023-02-16T02:02:17Z,4940000,False,,,0,,T. McConnell REBOUND (Off:0 Def:3),[204456],1610612754.0,IND,,,,,,,Above the Break 3,24+ Right Center,,,,McConnell,T. McConnell,499.0,3.0,3.0,0.0,,,,,,,,,,,,,
501,PT10M03.00S,2023-02-16T02:02:21.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",204456,93.11760840998686,53.92156862745098,1610612754,88,89,2023-02-16T02:02:26Z,4950000,False,20.0,12.0,1,right,MISS T. McConnell running Layup,[204456],1610612754.0,IND,running,,,,,,Restricted Area,0-8 Center,2.31,Missed,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,
502,PT10M01.00S,2023-02-16T02:02:23.7Z,4,REGULAR,rebound,defensive,[],203897,,,1610612741,88,89,2023-02-16T02:02:26Z,4960000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:9),[203897],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,,LaVine,Z. LaVine,501.0,9.0,9.0,0.0,,,,,,,,,,,,,
503,PT09M58.00S,2023-02-16T02:02:28.3Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1631207,7.30946123521682,2.696078431372549,1610612741,88,89,2023-02-16T02:02:36Z,4970000,False,237.0,16.0,1,left,MISS D. Terry running 3PT,[1631207],1610612741.0,CHI,running,,,,,,Right Corner 3,24+ Right,23.71,Missed,,Terry,D. Terry,,,,,,,,,,,,,,,,,
504,PT09M53.00S,2023-02-16T02:02:33.3Z,4,REGULAR,rebound,defensive,[],1630188,,,1610612754,88,89,2023-02-16T02:02:36Z,4980000,False,,,0,,J. Smith REBOUND (Off:0 Def:1),[1630188],1610612754.0,IND,,,,,,,Right Corner 3,24+ Right,,,,Smith,J. Smith,503.0,1.0,1.0,0.0,,,,,,,,,,,,,
505,PT09M38.00S,2023-02-16T02:02:47.7Z,4,REGULAR,turnover,lost ball,[],1630188,,,1610612754,88,89,2023-02-16T02:02:51Z,4990000,False,,,0,,J. Smith lost ball TURNOVER (1 TO),"[1630188, 1627936]",1610612754.0,IND,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Smith,J. Smith,,,,,1.0,Caruso,1627936.0,,,,,,,,,,
506,PT09M38.00S,2023-02-16T02:02:47.7Z,4,REGULAR,steal,,[],1627936,,,1610612741,88,89,2023-02-16T02:02:49Z,5000000,False,,,0,,A. Caruso STEAL (3 STL),[1627936],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,
507,PT09M32.00S,2023-02-16T02:02:56.6Z,4,REGULAR,foul,personal,['2freethrow'],1630537,,,1610612741,88,89,2023-02-16T02:03:04Z,5010000,False,,,0,,C. Duarte shooting personal FOUL (2 PF) (LaVine 2 FT),"[1630537, 203897]",1610612754.0,IND,shooting,,,,,,In The Paint (Non-RA),8-16 Right,,,,Duarte,C. Duarte,,,,,,,,,,,1628954.0,2.0,0.0,LaVine,203897.0,,
509,PT09M32.00S,2023-02-16T02:03:26.9Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],203897,,,1610612741,88,90,2023-02-16T02:03:55Z,5030000,False,,,0,,Z. LaVine Free Throw 1 of 2 (28 PTS),[203897],1610612741.0,CHI,,,,,,,,,,Made,28.0,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
510,PT09M32.00S,2023-02-16T02:03:27.4Z,4,REGULAR,substitution,out,[],1631207,,,1610612741,88,90,2023-02-16T02:03:37Z,5040000,False,,,0,,SUB out: D. Terry,[1631207],1610612741.0,CHI,,,,,,,,,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,
511,PT09M32.00S,2023-02-16T02:03:27.4Z,4,REGULAR,substitution,out,[],1627936,,,1610612741,88,90,2023-02-16T02:03:37Z,5050000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,,,,,,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,
512,PT09M32.00S,2023-02-16T02:03:27.4Z,4,REGULAR,substitution,in,[],1630245,,,1610612741,88,90,2023-02-16T02:03:37Z,5060000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,,,,,,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,
513,PT09M32.00S,2023-02-16T02:03:27.4Z,4,REGULAR,substitution,in,[],1630172,,,1610612741,88,90,2023-02-16T02:03:37Z,5070000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,,,,,,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,
514,PT09M32.00S,2023-02-16T02:03:26.9Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],203897,,,1610612741,88,90,2023-02-16T02:03:55Z,5080000,False,,,0,,MISS Z. LaVine Free Throw 2 of 2,[203897],1610612741.0,CHI,,,,,,,,,,Missed,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
515,PT09M29.00S,2023-02-16T02:03:29.9Z,4,REGULAR,rebound,defensive,[],1631097,,,1610612754,88,90,2023-02-16T02:03:55Z,5090000,False,,,0,,B. Mathurin REBOUND (Off:1 Def:3),[1631097],1610612754.0,IND,,,,,,,,,,,,Mathurin,B. Mathurin,514.0,4.0,3.0,1.0,,,,,,,,,,,,,
516,PT09M19.00S,2023-02-16T02:04:03.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],204456,92.85479632063075,54.166666666666664,1610612754,88,90,2023-02-16T02:06:53Z,5100000,False,21.0,15.0,1,right,MISS T. McConnell driving reverse Layup,[204456],1610612754.0,IND,driving reverse,,,,,,Restricted Area,0-8 Center,2.55,Missed,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,
517,PT09M16.00S,2023-02-16T02:04:06.7Z,4,REGULAR,rebound,offensive,[],1630188,,,1610612754,88,90,2023-02-16T02:04:12Z,5110000,False,,,0,,J. Smith REBOUND (Off:1 Def:1),[1630188],1610612754.0,IND,,,,,,,Restricted Area,0-8 Center,,,,Smith,J. Smith,516.0,2.0,1.0,1.0,,,,,,,,,,,,,
518,PT09M16.00S,2023-02-16T02:04:07.6Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630188,94.40999984741211,50.0,1610612754,90,90,2023-02-16T02:04:14Z,5120000,False,0.0,0.0,1,right,J. Smith tip DUNK (2 PTS),[1630188],1610612754.0,IND,tip,,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,Smith,J. Smith,,,,,,,,,,,,,,,,,
519,PT08M59.00S,2023-02-16T02:04:25.1Z,4,REGULAR,3pt,Jump Shot,[],1630245,7.5722733245729295,5.392156862745098,1610612741,90,90,2023-02-16T02:04:29Z,5130000,False,223.0,19.0,1,left,MISS A. Dosunmu 3PT,[1630245],1610612741.0,CHI,,,,,,,Right Corner 3,24+ Right,22.38,Missed,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,
520,PT08M55.00S,2023-02-16T02:04:29.1Z,4,REGULAR,rebound,defensive,[],1630188,,,1610612754,90,90,2023-02-16T02:04:29Z,5140000,False,,,0,,J. Smith REBOUND (Off:1 Def:2),[1630188],1610612754.0,IND,,,,,,,Right Corner 3,24+ Right,,,,Smith,J. Smith,519.0,3.0,2.0,1.0,,,,,,,,,,,,,
521,PT08M51.00S,2023-02-16T02:04:32.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631097,92.32917214191852,55.63725490196079,1610612754,92,90,2023-02-16T02:05:05Z,5150000,False,28.0,20.0,1,right,B. Mathurin running reverse Layup (14 PTS) (T. McConnell 6 AST),"[1631097, 204456]",1610612754.0,IND,running reverse,,,,,,Restricted Area,0-8 Center,3.43,Made,14.0,Mathurin,B. Mathurin,,,,,,,,T. McConnell,204456.0,6.0,,,,,,,
523,PT08M39.00S,2023-02-16T02:04:44.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,17.559132720105126,41.911764705882355,1610612741,92,90,2023-02-16T02:05:08Z,5170000,False,40.0,113.0,1,left,MISS N. Vucevic 11' turnaround Shot,[202696],1610612741.0,CHI,turnaround,,,,,,In The Paint (Non-RA),8-16 Center,11.96,Missed,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,
