actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
16,PT11M00.00S,2022-11-04T23:11:44.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626167,91.80354796320631,64.2156862745098,1610612754,2,0,2022-11-04T23:11:50Z,160000,71.0,25.0,1,right,M. Turner 7' turnaround Jump Shot (2 PTS) (C. Duarte 1 AST),"[1626167, 1630537]",1610612754.0,IND,turnaround,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,7.52,Made,,,,,2.0,C. Duarte,1630537.0,1.0,,,,,,,,,,
18,PT10M45.00S,2022-11-04T23:11:58.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,18.084756898817346,49.754901960784316,1610612748,2,2,2022-11-04T23:58:43Z,180000,1.0,117.0,1,left,B. Adebayo 11' Jump Shot (2 PTS) (T. Herro 1 AST),"[1628389, 1629639]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,11.75,Made,,,,,2.0,T. Herro,1629639.0,1.0,,,,,,,,,,
20,PT10M31.00S,2022-11-04T23:12:12.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630537,93.38042049934296,49.754901960784316,1610612754,2,2,2022-11-04T23:12:56Z,200000,-1.0,10.0,1,right,MISS C. Duarte driving finger roll Layup,[1630537],1610612754.0,IND,driving finger roll,,,Duarte,C. Duarte,,,,,Restricted Area,0-8 Center,0.98,Missed,,,,,,,,,,,,,,,,,,
21,PT10M29.00S,2022-11-04T23:12:14.2Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,2,2,2022-11-04T23:12:15Z,210000,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT10M17.00S,2022-11-04T23:12:26.1Z,1,REGULAR,3pt,Jump Shot,[],1629639,4.02431011826544,96.32352941176471,1610612748,2,5,2022-11-04T23:12:32Z,220000,-232.0,-15.0,1,left,T. Herro 3PT  (3 PTS) (C. Martin 1 AST),"[1629639, 1628997]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Left Corner 3,24+ Left,23.21,Made,,,,,3.0,C. Martin,1628997.0,1.0,,,,,,,,,,
24,PT10M02.00S,2022-11-04T23:12:44.0Z,1,REGULAR,turnover,out-of-bounds,[],1630188,,,1610612754,2,5,2022-11-04T23:12:49Z,240000,,,0,,J. Smith lost ball out-of-bounds TURNOVER (1 TO),[1630188],1610612754.0,IND,lost ball,,,Smith,J. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1155.0,1.0,,,,,,,,
25,PT09M54.00S,2022-11-04T23:12:55.6Z,1,REGULAR,turnover,bad pass,[],1629639,,,1610612748,2,5,2022-11-04T23:12:59Z,250000,,,0,,T. Herro bad pass TURNOVER (1 TO),"[1629639, 1630169]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,1.0,Haliburton,1630169.0,,,,,,
26,PT09M54.00S,2022-11-04T23:12:55.6Z,1,REGULAR,steal,,[],1630169,,,1610612754,2,5,2022-11-04T23:24:09Z,260000,,,0,,T. Haliburton STEAL (1 STL),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
27,PT09M50.00S,2022-11-04T23:12:59.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630169,93.77463863337714,50.245098039215684,1610612754,4,5,2022-11-04T23:13:06Z,270000,1.0,6.0,1,right,T. Haliburton running DUNK (2 PTS) (C. Duarte 2 AST),"[1630169, 1630537]",1610612754.0,IND,running,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,0.61,Made,,,,,2.0,C. Duarte,1630537.0,2.0,,,,,,,,,,
29,PT09M29.00S,2022-11-04T23:13:19.8Z,1,REGULAR,2pt,Jump Shot,[],1628389,6.915243101182654,78.92156862745098,1610612748,4,7,2022-11-04T23:13:24Z,290000,-145.0,13.0,1,left,B. Adebayo 14' Jump Shot (4 PTS) (M. Strus 1 AST),"[1628389, 1629622]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,14.51,Made,,,,,4.0,M. Strus,1629622.0,1.0,,,,,,,,,,
31,PT09M21.00S,2022-11-04T23:13:29.9Z,1,REGULAR,turnover,out-of-bounds,[],1626167,,,1610612754,4,7,2022-11-04T23:13:41Z,310000,,,0,,M. Turner bad pass out-of-bounds TURNOVER (1 TO),[1626167],1610612754.0,IND,bad pass,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1627524.0,1.0,,,,,,,,
32,PT09M14.00S,2022-11-04T23:13:47.1Z,1,REGULAR,turnover,out-of-bounds,[],1629639,,,1610612748,4,7,2022-11-04T23:13:51Z,320000,,,0,,T. Herro bad pass out-of-bounds TURNOVER (2 TO),[1629639],1610612748.0,MIA,bad pass,,,Herro,T. Herro,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1627524.0,2.0,,,,,,,,
33,PT09M06.00S,2022-11-04T23:14:04.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627741,69.99014454664915,75.73529411764706,1610612754,7,7,2022-11-04T23:14:12Z,330000,129.0,230.0,1,right,B. Hield 26' 3PT  (3 PTS) (T. Haliburton 1 AST),"[1627741, 1630169]",1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,26.32,Made,,,,,3.0,T. Haliburton,1630169.0,1.0,,,,,,,,,,
35,PT08M40.00S,2022-11-04T23:14:30.2Z,1,REGULAR,3pt,Jump Shot,[],1629622,25.04927726675427,88.48039215686273,1610612748,7,10,2022-11-04T23:14:35Z,350000,-192.0,183.0,1,left,M. Strus 26' 3PT  (3 PTS) (K. Lowry 1 AST),"[1629622, 200768]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,26.55,Made,,,,,3.0,K. Lowry,200768.0,1.0,,,,,,,,,,
37,PT08M29.00S,2022-11-04T23:14:43.0Z,1,REGULAR,foul,personal,[],1628997,,,1610612754,7,10,2022-11-04T23:14:52Z,370000,,,0,,C. Martin personal FOUL (1 PF),"[1628997, 1626167]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2530.0,,,,1.0,0.0,Turner,1626167.0,,
39,PT08M24.00S,2022-11-04T23:15:10.4Z,1,REGULAR,turnover,bad pass,[],1626167,,,1610612754,7,10,2022-11-04T23:15:14Z,390000,,,0,,M. Turner bad pass TURNOVER (2 TO),"[1626167, 1629622]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,2.0,Strus,1629622.0,,,,,,
40,PT08M24.00S,2022-11-04T23:15:10.4Z,1,REGULAR,steal,,[],1629622,,,1610612748,7,10,2022-11-04T23:15:12Z,400000,,,0,,M. Strus STEAL (1 STL),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
41,PT08M21.00S,2022-11-04T23:15:13.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629622,7.440867279894875,50.0,1610612748,7,12,2022-11-04T23:15:19Z,410000,0.0,17.0,1,left,M. Strus running DUNK (5 PTS),[1629622],1610612748.0,MIA,running,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,1.74,Made,,,,,5.0,,,,,,,,,,,,,
42,PT08M19.00S,2022-11-04T23:15:18.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,7,12,2022-11-04T23:15:18Z,420000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT08M09.00S,2022-11-04T23:18:27.4Z,1,REGULAR,3pt,Jump Shot,[],1630188,71.30420499342969,82.84313725490196,1610612754,7,12,2022-11-04T23:18:32Z,430000,164.0,217.0,1,right,MISS J. Smith 27' 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Right Center,27.23,Missed,,,,,,,,,,,,,,,,,,
44,PT08M04.00S,2022-11-04T23:18:32.4Z,1,REGULAR,rebound,offensive,[],1626167,,,1610612754,7,12,2022-11-04T23:18:32Z,440000,,,0,,M. Turner REBOUND (Off:1 Def:0),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,,,43.0,1.0,0.0,1.0,,,,,,,,,,,,,,
45,PT08M04.00S,2022-11-04T23:18:31.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626167,94.40999984741211,50.0,1610612754,9,12,2022-11-04T23:18:31Z,450000,0.0,0.0,1,right,M. Turner tip Layup (4 PTS),[1626167],1610612754.0,IND,tip,,,Turner,M. Turner,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,4.0,,,,,,,,,,,,,
46,PT07M52.00S,2022-11-04T23:18:43.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,12.220762155059132,40.46415441176471,1610612748,9,14,2022-11-04T23:21:55Z,460000,48.0,62.0,1,left,T. Herro 7' driving floating Jump Shot (5 PTS) (K. Lowry 2 AST),"[1629639, 200768]",1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,7.85,Made,,,,,5.0,K. Lowry,200768.0,2.0,,,,,,,,,,
47,PT07M42.00S,2022-11-04T23:18:53.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,94.30026281208936,51.9607843137255,1610612754,11,14,2022-11-04T23:18:57Z,470000,10.0,1.0,1,right,T. Haliburton driving finger roll Layup (4 PTS),[1630169],1610612754.0,IND,driving finger roll,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,0.99,Made,,,,,4.0,,,,,,,,,,,,,
48,PT07M21.00S,2022-11-04T23:19:16.0Z,1,REGULAR,3pt,Jump Shot,[],200768,31.882391590013142,71.56862745098039,1610612748,11,14,2022-11-04T23:19:20Z,480000,-108.0,247.0,1,left,MISS K. Lowry 26' pullup 3PT,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,26.97,Missed,,,,,,,,,,,,,,,,,,
49,PT07M18.00S,2022-11-04T23:19:19.0Z,1,REGULAR,rebound,offensive,[],1628389,,,1610612748,11,14,2022-11-04T23:19:20Z,490000,,,0,,B. Adebayo REBOUND (Off:1 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,48.0,2.0,1.0,1.0,,,,,,,,,,,,,,
50,PT07M12.00S,2022-11-04T23:19:26.1Z,1,REGULAR,foul,personal,['2freethrow'],1630537,,,1610612748,11,14,2022-11-04T23:19:34Z,500000,,,0,,C. Duarte shooting personal FOUL (1 PF) (Lowry 2 FT),"[1630537, 200768]",1610612754.0,IND,shooting,,,Duarte,C. Duarte,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627524.0,,,,1.0,0.0,Lowry,200768.0,,
52,PT07M12.00S,2022-11-04T23:20:48.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],200768,,,1610612748,11,15,2022-11-04T23:20:48Z,520000,,,0,,K. Lowry Free Throw 1 of 2 (1 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
53,PT07M12.00S,2022-11-04T23:20:48.9Z,1,REGULAR,substitution,out,[],1630537,,,1610612748,11,15,2022-11-04T23:20:51Z,530000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M12.00S,2022-11-04T23:20:48.9Z,1,REGULAR,substitution,in,[],1631097,,,1610612748,11,15,2022-11-04T23:20:51Z,540000,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M12.00S,2022-11-04T23:21:16.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],200768,,,1610612748,11,16,2022-11-04T23:21:16Z,550000,,,0,,K. Lowry Free Throw 2 of 2 (2 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
56,PT06M58.00S,2022-11-04T23:21:33.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626167,93.24901445466492,51.9607843137255,1610612754,13,16,2022-11-04T23:21:38Z,560000,10.0,11.0,1,right,M. Turner DUNK (6 PTS) (J. Smith 1 AST),"[1626167, 1630188]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,6.0,J. Smith,1630188.0,1.0,,,,,,,,,,
58,PT06M58.00S,2022-11-04T23:21:35.5Z,1,REGULAR,foul,personal,['1freethrow'],1628997,,,1610612754,13,16,2022-11-04T23:21:48Z,580000,,,0,,C. Martin shooting personal FOUL (2 PF) (Turner 1 FT),"[1628997, 1626167]",1610612748.0,MIA,shooting,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627524.0,,,,2.0,0.0,Turner,1626167.0,,
61,PT06M58.00S,2022-11-04T23:22:07.8Z,1,REGULAR,freethrow,1 of 1,[],1626167,,,1610612754,13,16,2022-11-04T23:22:09Z,600000,,,0,,MISS M. Turner Free Throw 1 of 1,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
62,PT06M57.00S,2022-11-04T23:22:08.8Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,13,16,2022-11-04T23:22:09Z,610000,,,0,,B. Adebayo REBOUND (Off:1 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,61.0,3.0,2.0,1.0,,,,,,,,,,,,,,
63,PT06M45.00S,2022-11-04T23:22:22.2Z,1,REGULAR,foul,personal,['2freethrow'],1630188,,,1610612748,13,16,2022-11-04T23:22:28Z,620000,,,0,,J. Smith shooting personal FOUL (1 PF) (Strus 2 FT),"[1630188, 1629622]",1610612754.0,IND,shooting,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2530.0,,,,1.0,0.0,Strus,1629622.0,,
65,PT06M45.00S,2022-11-04T23:22:49.3Z,1,REGULAR,freethrow,1 of 2,[],1629622,,,1610612748,13,17,2022-11-04T23:22:49Z,640000,,,0,,M. Strus Free Throw 1 of 2 (6 PTS),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
66,PT06M45.00S,2022-11-04T23:22:49.9Z,1,REGULAR,substitution,out,[],1628997,,,1610612748,13,17,2022-11-04T23:22:57Z,650000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M45.00S,2022-11-04T23:22:49.9Z,1,REGULAR,substitution,in,[],1629216,,,1610612748,13,17,2022-11-04T23:22:57Z,660000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M45.00S,2022-11-04T23:23:02.3Z,1,REGULAR,substitution,out,[],1630188,,,1610612748,13,17,2022-11-04T23:23:11Z,670000,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M45.00S,2022-11-04T23:23:02.3Z,1,REGULAR,substitution,in,[],204456,,,1610612748,13,17,2022-11-04T23:23:11Z,680000,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M45.00S,2022-11-04T23:23:22.2Z,1,REGULAR,freethrow,2 of 2,[],1629622,,,1610612748,13,18,2022-11-04T23:23:22Z,690000,,,0,,M. Strus Free Throw 2 of 2 (7 PTS),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
71,PT06M33.00S,2022-11-04T23:23:37.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,93.51182654402102,50.0,1610612754,13,18,2022-11-04T23:23:41Z,700000,0.0,8.0,1,right,MISS B. Mathurin driving finger roll Layup,[1631097],1610612754.0,IND,driving finger roll,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,0.85,Missed,,,,,,,,,,,,,,,,,,
72,PT06M29.00S,2022-11-04T23:23:41.0Z,1,REGULAR,rebound,defensive,[],200768,,,1610612748,13,18,2022-11-04T23:23:41Z,710000,,,0,,K. Lowry REBOUND (Off:0 Def:1),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,71.0,1.0,1.0,0.0,,,,,,,,,,,,,,
73,PT06M26.00S,2022-11-04T23:23:43.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629639,22.552562417871222,7.107843137254902,1610612748,13,18,2022-11-04T23:23:49Z,720000,214.0,159.0,1,left,MISS T. Herro 26' running 3PT,[1629639],1610612748.0,MIA,running,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,26.73,Missed,,,,,,,,,,,,,,,,,,
74,PT06M20.00S,2022-11-04T23:23:49.4Z,1,REGULAR,rebound,offensive,[],1628389,,,1610612748,13,18,2022-11-04T23:23:49Z,730000,,,0,,B. Adebayo REBOUND (Off:2 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,73.0,4.0,2.0,2.0,,,,,,,,,,,,,,
75,PT06M20.00S,2022-11-04T23:23:48.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628389,5.590000152587891,50.0,1610612748,13,20,2022-11-04T23:23:48Z,740000,0.0,0.0,1,left,B. Adebayo tip Layup (6 PTS),[1628389],1610612748.0,MIA,tip,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,6.0,,,,,,,,,,,,,
76,PT06M18.00S,2022-11-04T23:23:51.1Z,1,REGULAR,3pt,Jump Shot,[],1627741,76.82325886990802,8.823529411764707,1610612754,13,20,2022-11-04T23:24:05Z,750000,-206.0,165.0,1,right,MISS B. Hield 26' 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,26.41,Missed,,,,,,,,,,,,,,,,,,
77,PT06M12.00S,2022-11-04T23:23:57.1Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612748,13,20,2022-11-04T23:23:59Z,760000,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,,,76.0,1.0,1.0,0.0,,,,,,,,,,,,,,
78,PT06M00.00S,2022-11-04T23:24:08.9Z,1,REGULAR,3pt,Jump Shot,[],1629639,24.655059132720105,8.823529411764707,1610612748,13,20,2022-11-04T23:24:14Z,770000,206.0,179.0,1,left,MISS T. Herro 27' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,27.3,Missed,,,,,,,,,,,,,,,,,,
79,PT05M56.00S,2022-11-04T23:24:12.9Z,1,REGULAR,rebound,offensive,[],1628389,,,1610612748,13,20,2022-11-04T23:24:14Z,780000,,,0,,B. Adebayo REBOUND (Off:3 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,78.0,5.0,2.0,3.0,,,,,,,,,,,,,,
80,PT05M48.00S,2022-11-04T23:24:21.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629216,19.530223390275953,20.833333333333336,1610612748,13,20,2022-11-04T23:24:26Z,790000,146.0,131.0,1,left,MISS G. Vincent 19' step back Shot,[1629216],1610612748.0,MIA,step back,,,Vincent,G. Vincent,,,,,Mid-Range,16-24 Right Center,19.61,Missed,,,,,,,,,,,,,,,,,,
81,PT05M44.00S,2022-11-04T23:24:25.6Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612754,13,20,2022-11-04T23:24:26Z,800000,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Mid-Range,16-24 Right Center,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,,,
82,PT05M38.00S,2022-11-04T23:24:30.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",204456,81.02825229960578,54.90196078431373,1610612754,15,20,2022-11-04T23:24:36Z,810000,25.0,126.0,1,right,T. McConnell 12' running pullup Jump Shot (2 PTS) (T. Haliburton 2 AST),"[204456, 1630169]",1610612754.0,IND,running pullup,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Center,12.82,Made,,,,,2.0,T. Haliburton,1630169.0,2.0,,,,,,,,,,
84,PT05M22.00S,2022-11-04T23:24:49.3Z,1,REGULAR,foul,personal,['2freethrow'],204456,,,1610612748,15,20,2022-11-04T23:24:54Z,830000,,,0,,T. McConnell shooting personal FOUL (1 PF) (Herro 2 FT),"[204456, 1629639]",1610612754.0,IND,shooting,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1155.0,,,,1.0,0.0,Herro,1629639.0,,
86,PT05M22.00S,2022-11-04T23:25:18.0Z,1,REGULAR,freethrow,1 of 2,[],1629639,,,1610612748,15,21,2022-11-04T23:25:18Z,850000,,,0,,T. Herro Free Throw 1 of 2 (6 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
87,PT05M22.00S,2022-11-04T23:25:18.8Z,1,REGULAR,substitution,out,[],1626167,,,1610612748,15,21,2022-11-04T23:25:28Z,860000,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
