actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
55,PT07M58.00S,2025-01-07T01:17:53.4Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,7,4,2025-01-07T01:17:56Z,540000,False,,,0,,I. Zubac REBOUND (Off:0 Def:3),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,16-24 Left Center,,,54.0,3.0,3.0,0.0,,,,,,,,,,,,,,
56,PT07M40.00S,2025-01-07T01:18:10.8Z,1,REGULAR,3pt,Jump Shot,[],202695,29.122864651773984,27.205882352941174,1610612746,7,7,2025-01-07T01:18:22Z,550000,False,114.0,221.0,1,left,K. Leonard 24' 3PT pullup (3 PTS) (I. Zubac 1 AST),"[202695, 1627826]",1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,24.89,Made,,,,,,,,,,,,,3.0,,,I. Zubac,1627826.0,1.0
58,PT07M35.00S,2025-01-07T01:18:19.9Z,1,REGULAR,turnover,backcourt,[],203944,,,1610612750,7,7,2025-01-07T01:18:31Z,570000,False,,,0,,J. Randle backcourt TURNOVER (1 TO),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,,,,,,,1204.0,1.0,,,,,,,,,,,,
59,PT07M27.00S,2025-01-07T01:18:40.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201935,6.521024967148489,56.61764705882353,1610612746,7,9,2025-01-07T01:18:45Z,580000,False,-33.0,9.0,1,left,J. Harden driving Layup (2 PTS),[201935],1610612746.0,LAC,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,3.42,Made,,,,,,,,,,,,,2.0,,,,,
60,PT07M10.00S,2025-01-07T01:18:57.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628978,91.14651773981603,57.35294117647059,1610612750,7,9,2025-01-07T01:19:03Z,590000,False,37.0,31.0,1,right,MISS D. DiVincenzo driving Layup - blocked,"[1628978, 1627826]",1610612750.0,MIN,driving,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,4.79,Missed,,,,,,,Zubac,1627826.0,,,,,,,,,,
61,PT07M10.00S,2025-01-07T01:18:57.7Z,1,REGULAR,block,,[],1627826,,,1610612750,7,9,2025-01-07T01:18:59Z,600000,False,,,0,,I. Zubac BLOCK (1 BLK),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
62,PT07M08.00S,2025-01-07T01:18:59.7Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,7,9,2025-01-07T01:19:03Z,610000,False,,,0,,I. Zubac REBOUND (Off:0 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,60.0,4.0,4.0,0.0,,,,,,,,,,,,,,
63,PT07M06.00S,2025-01-07T01:19:03.1Z,1,REGULAR,foul,personal,['2freethrow'],1630162,,,1610612746,7,9,2025-01-07T01:19:09Z,620000,False,,,0,,A. Edwards shooting personal FOUL (1 PF) (Powell 2 FT),"[1630162, 1626181]",1610612750.0,MIN,shooting,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,101284.0,,,,1.0,0.0,Powell,1626181.0,,,,,,
65,PT07M06.00S,2025-01-07T01:19:33.9Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1626181,,,1610612746,7,10,2025-01-07T01:19:33Z,640000,False,,,0,,N. Powell Free Throw 1 of 2 (3 PTS),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,Made,,,,,,,,,,,,,3.0,,,,,
66,PT07M06.00S,2025-01-07T01:19:57.4Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1626181,,,1610612746,7,11,2025-01-07T01:19:57Z,650000,False,,,0,,N. Powell Free Throw 2 of 2 (4 PTS),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,Made,,,,,,,,,,,,,4.0,,,,,
80,PT06M51.00S,2025-01-07T01:19:57.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,91.93495400788436,54.65686274509803,1610612750,7,11,2025-01-07T01:22:32Z,655000,False,23.0,23.0,1,right,MISS A. Edwards driving Layup - blocked,"[1630162, 1627739]",1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,3.3,Missed,,,,,,,Dunn,1627739.0,,,,,,,,,,
81,PT06M51.00S,2025-01-07T01:19:57.4Z,1,REGULAR,block,,[],1627739,,,1610612750,7,11,2025-01-07T01:22:32Z,657500,False,,,0,,K. Dunn BLOCK (1 BLK),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
82,PT06M50.00S,2025-01-07T01:19:58.4Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,7,11,2025-01-07T01:22:32Z,658750,False,,,0,,R. Gobert REBOUND (Off:2 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,80.0,4.0,2.0,2.0,,,,,,,,,,,,,,
67,PT06M44.00S,2025-01-07T01:20:21.0Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203497,89.43823915900131,46.32352941176471,1610612750,7,11,2025-01-07T01:30:39Z,660000,False,-18.0,47.0,1,right,MISS R. Gobert driving Hook,[203497],1610612750.0,MIN,driving,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,5.03,Missed,,,,,,,,,,,,,,,,,,
68,PT06M42.00S,2025-01-07T01:20:23.0Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,7,11,2025-01-07T01:20:25Z,670000,False,,,0,,R. Gobert REBOUND (Off:3 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,67.0,5.0,2.0,3.0,,,,,,,,,,,,,,
69,PT06M39.00S,2025-01-07T01:20:27.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630162,76.16622864651774,87.99019607843137,1610612750,7,11,2025-01-07T01:20:31Z,680000,False,190.0,172.0,1,right,MISS A. Edwards 25' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,25.6,Missed,,,,,,,,,,,,,,,,,,
70,PT06M36.00S,2025-01-07T01:20:30.0Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,7,11,2025-01-07T01:20:31Z,690000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,,,69.0,1.0,1.0,0.0,,,,,,,,,,,,,,
71,PT06M27.00S,2025-01-07T01:20:38.3Z,1,REGULAR,2pt,Jump Shot,[],202695,27.151773981603156,56.127450980392155,1610612746,7,11,2025-01-07T01:31:16Z,700000,False,-31.0,203.0,1,left,MISS K. Leonard 20' step back Shot,[202695],1610612746.0,LAC,step back,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Center,20.5,Missed,,,,,,,,,,,,,,,,,,
72,PT06M24.00S,2025-01-07T01:20:41.3Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,7,11,2025-01-07T01:20:42Z,710000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Center,,,71.0,1.0,1.0,0.0,,,,,,,,,,,,,,
73,PT06M13.00S,2025-01-07T01:20:52.6Z,1,REGULAR,3pt,Jump Shot,[],203944,91.40932982917214,4.411764705882353,1610612750,7,11,2025-01-07T01:20:58Z,720000,False,-228.0,28.0,1,right,MISS J. Randle 3PT,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Left Corner 3,24+ Left,22.97,Missed,,,,,,,,,,,,,,,,,,
74,PT06M10.00S,2025-01-07T01:20:55.6Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,7,11,2025-01-07T01:20:58Z,730000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Left Corner 3,24+ Left,,,73.0,1.0,1.0,0.0,,,,,,,,,,,,,,
75,PT06M02.00S,2025-01-07T01:21:03.2Z,1,REGULAR,2pt,Jump Shot,[],201935,9.017739816031538,24.264705882352942,1610612746,7,11,2025-01-07T01:21:08Z,740000,False,129.0,32.0,1,left,MISS J. Harden 13' step back Shot,[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Mid-Range,8-16 Right,13.27,Missed,,,,,,,,,,,,,,,,,,
76,PT05M59.00S,2025-01-07T01:21:06.4Z,1,REGULAR,rebound,offensive,[],1626181,,,1610612746,7,11,2025-01-07T01:21:06Z,750000,False,,,0,,N. Powell REBOUND (Off:1 Def:0),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Mid-Range,8-16 Right,,,75.0,1.0,0.0,1.0,,,,,,,,,,,,,,
