actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
46,PT10M58.00S,2025-03-16T23:11:53.6Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,0,0,2025-03-16T23:16:09Z,137500,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,45.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT10M50.00S,2025-03-16T23:11:56.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1630183,93.24901445466492,50.73529411764706,1610612750,2,0,2025-03-16T23:12:07Z,140000,False,4.0,11.0,1,right,J. McDaniels cutting Layup (2 PTS) (D. DiVincenzo 1 AST),"[1630183, 1628978]",1610612750.0,MIN,cutting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,1.16,Made,,,,,,,,,2.0,D. DiVincenzo,1628978.0,1.0,,,,,,
16,PT10M50.00S,2025-03-16T23:11:59.3Z,1,REGULAR,violation,defensive goaltending,[],1631117,,,1610612750,2,0,2025-03-16T23:12:07Z,160000,False,,,0,,W. Kessler defensive goaltending VIOLATION,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,204059.0,,,,,,,,,,
17,PT10M36.00S,2025-03-16T23:12:18.2Z,1,REGULAR,3pt,Jump Shot,[],1628374,31.750985545335087,42.8921568627451,1610612762,2,3,2025-03-16T23:12:40Z,170000,False,36.0,246.0,1,left,L. Markkanen 24' 3PT  (3 PTS) (I. Collier 1 AST),"[1628374, 1642268]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,24.85,Made,,,,,,,,,3.0,I. Collier,1642268.0,1.0,,,,,,
19,PT10M17.00S,2025-03-16T23:12:38.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,92.37844940867281,49.22257965686275,1610612750,4,3,2025-03-16T23:12:44Z,190000,False,-4.0,19.0,1,right,R. Gobert cutting DUNK (2 PTS) (D. DiVincenzo 2 AST),"[203497, 1628978]",1610612750.0,MIN,cutting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.95,Made,,,,,,,,,2.0,D. DiVincenzo,1628978.0,2.0,,,,,,
21,PT10M03.00S,2025-03-16T23:12:52.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,9.149145860709593,45.34313725490196,1610612762,4,3,2025-03-16T23:54:42Z,210000,False,23.0,34.0,1,left,MISS C. Sexton driving finger roll Layup,[1629012],1610612762.0,UTA,driving finger roll,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,4.08,Missed,,,,,,,,,,,,,,,,,,
22,PT10M02.00S,2025-03-16T23:12:53.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,4,3,2025-03-16T23:13:07Z,220000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Restricted Area,0-8 Center,,,21.0,,,,,,,,,,,,,,,,,
24,PT09M50.00S,2025-03-16T23:13:11.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,85.62746386333771,63.970588235294116,1610612750,6,3,2025-03-16T23:15:05Z,240000,False,70.0,83.0,1,right,A. Edwards 10' driving floating Jump Shot (2 PTS),[1630162],1610612750.0,MIN,driving floating,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Right,10.82,Made,,,,,,,,,2.0,,,,,,,,,
25,PT09M37.00S,2025-03-16T23:13:25.1Z,1,REGULAR,turnover,lost ball,[],1628374,,,1610612762,6,3,2025-03-16T23:13:29Z,250000,False,,,0,,L. Markkanen lost ball TURNOVER (1 TO),"[1628374, 1628978]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,DiVincenzo,1628978.0,,,,,,,,,,,
26,PT09M37.00S,2025-03-16T23:13:25.1Z,1,REGULAR,steal,,[],1628978,,,1610612750,6,3,2025-03-16T23:13:26Z,260000,False,,,0,,D. DiVincenzo STEAL (2 STL),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
27,PT09M28.00S,2025-03-16T23:13:33.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630162,72.22404730617609,21.07843137254902,1610612750,9,3,2025-03-16T23:13:40Z,270000,False,-145.0,209.0,1,right,A. Edwards 25' 3PT step back (5 PTS) (J. McDaniels 1 AST),"[1630162, 1630183]",1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,25.38,Made,,,,,,,,,5.0,J. McDaniels,1630183.0,1.0,,,,,,
29,PT09M14.00S,2025-03-16T23:13:47.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,10.90670170827858,51.73866421568627,1610612762,9,5,2025-03-16T23:13:55Z,290000,False,-9.0,50.0,1,left,C. Sexton driving floating Jump Shot (2 PTS) (I. Collier 2 AST),"[1629012, 1642268]",1610612762.0,UTA,driving floating,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,5.08,Made,,,,,,,,,2.0,I. Collier,1642268.0,2.0,,,,,,
31,PT08M55.00S,2025-03-16T23:14:06.3Z,1,REGULAR,3pt,Jump Shot,[],203944,74.85216819973719,83.82352941176471,1610612750,12,5,2025-03-16T23:14:10Z,310000,False,169.0,184.0,1,right,J. Randle 24' 3PT  (3 PTS) (J. McDaniels 2 AST),"[203944, 1630183]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,24.98,Made,,,,,,,,,3.0,J. McDaniels,1630183.0,2.0,,,,,,
33,PT08M39.00S,2025-03-16T23:14:23.2Z,1,REGULAR,turnover,offensive goaltending,[],1628374,,,1610612762,12,5,2025-03-16T23:14:36Z,330000,False,,,0,,L. Markkanen offensive goaltending TURNOVER (2 TO),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,,2.0,,,1627534.0,,,,,,,,,,
34,PT08M21.00S,2025-03-16T23:14:51.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630162,80.55190538764782,40.05438112745098,1610612750,14,5,2025-03-16T23:14:57Z,340000,False,-50.0,130.0,1,right,A. Edwards 13' pullup Jump Shot (7 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,13.95,Made,,,,,,,,,7.0,,,,,,,,,
35,PT08M03.00S,2025-03-16T23:15:08.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,11.563731931668856,45.044424019607845,1610612762,14,5,2025-03-16T23:17:43Z,350000,False,25.0,56.0,1,left,MISS C. Sexton 6' driving floating Shot,[1629012],1610612762.0,UTA,driving floating,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,6.14,Missed,,,,,,,,,,,,,,,,,,
36,PT08M01.00S,2025-03-16T23:15:10.7Z,1,REGULAR,rebound,offensive,[],1631117,,,1610612762,14,5,2025-03-16T23:15:18Z,360000,False,,,0,,W. Kessler REBOUND (Off:1 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,35.0,2.0,1.0,1.0,,,,,,,,,,,,,,
37,PT08M00.00S,2025-03-16T23:15:12.8Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1631117,12.171484888304862,59.55882352941176,1610612762,14,5,2025-03-16T23:18:04Z,370000,False,-48.0,62.0,1,left,MISS W. Kessler 7' turnaround Hook - blocked,"[1631117, 203497]",1610612762.0,UTA,turnaround,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,7.82,Missed,,,,,,,,,,,,,Gobert,203497.0,,,,
38,PT08M00.00S,2025-03-16T23:15:12.8Z,1,REGULAR,block,,[],203497,,,1610612762,14,5,2025-03-16T23:15:14Z,380000,False,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
39,PT07M57.00S,2025-03-16T23:15:15.8Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,14,5,2025-03-16T23:15:24Z,390000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,,,
40,PT07M52.00S,2025-03-16T23:15:22.5Z,1,REGULAR,foul,personal,[],1629012,,,1610612750,14,5,2025-03-16T23:15:28Z,400000,False,,,0,,C. Sexton personal FOUL (1 PF),"[1629012, 1628978]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Center,,,,,,,,,,2005.0,,,,,,,1.0,0.0,DiVincenzo,1628978.0
42,PT07M46.00S,2025-03-16T23:15:47.4Z,1,REGULAR,3pt,Jump Shot,[],1630162,90.88370565045992,96.81372549019608,1610612750,17,5,2025-03-16T23:16:21Z,420000,False,234.0,33.0,1,right,A. Edwards 3PT  (10 PTS) (D. DiVincenzo 3 AST),"[1630162, 1628978]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Right Corner 3,24+ Right,23.64,Made,,,,,,,,,10.0,D. DiVincenzo,1628978.0,3.0,,,,,,
44,PT07M45.00S,2025-03-16T23:15:53.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,17,5,2025-03-16T23:15:53Z,440000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M36.00S,2025-03-16T23:19:02.7Z,1,REGULAR,3pt,Jump Shot,[],1631117,31.839273981603156,54.43474264705882,1610612762,17,5,2025-03-16T23:19:15Z,450000,False,-22.0,247.0,1,left,MISS W. Kessler 24' 3PT,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Center,24.78,Missed,,,,,,,,,,,,,,,,,,
48,PT07M32.00S,2025-03-16T23:19:06.7Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,17,5,2025-03-16T23:19:15Z,460000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,,,47.0,1.0,1.0,0.0,,,,,,,,,,,,,,
49,PT07M27.00S,2025-03-16T23:19:11.4Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",203944,84.57621550591328,48.03921568627451,1610612750,17,5,2025-03-17T00:05:20Z,470000,False,-10.0,92.0,1,right,MISS J. Randle 9' running Shot,[203944],1610612750.0,MIN,running,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,9.3,Missed,,,,,,,,,,,,,,,,,,
50,PT07M26.00S,2025-03-16T23:19:12.4Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,17,5,2025-03-16T23:19:21Z,480000,False,,,0,,W. Kessler REBOUND (Off:1 Def:2),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),8-16 Center,,,49.0,3.0,2.0,1.0,,,,,,,,,,,,,,
51,PT07M24.00S,2025-03-16T23:19:16.5Z,1,REGULAR,foul,personal,['2freethrow'],1628978,,,1610612762,17,5,2025-03-16T23:19:24Z,490000,False,,,0,,D. DiVincenzo shooting personal FOUL (1 PF) (Markkanen 2 FT),"[1628978, 1628374]",1610612750.0,MIN,shooting,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627534.0,,,,,,,1.0,0.0,Markkanen,1628374.0
53,PT07M24.00S,2025-03-16T23:19:40.2Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1628374,,,1610612762,17,6,2025-03-16T23:19:40Z,510000,False,,,0,,L. Markkanen Free Throw 1 of 2 (4 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,,,,,,,,,4.0,,,,,,,,,
54,PT07M24.00S,2025-03-16T23:19:55.1Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1628374,,,1610612762,17,7,2025-03-16T23:19:55Z,520000,False,,,0,,L. Markkanen Free Throw 2 of 2 (5 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,,,,,,,,,5.0,,,,,,,,,
55,PT07M12.00S,2025-03-16T23:20:09.9Z,1,REGULAR,3pt,Jump Shot,[],1630162,67.88764783180025,55.88235294117647,1610612750,17,7,2025-03-16T23:20:15Z,530000,False,29.0,249.0,1,right,MISS A. Edwards 25' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,25.11,Missed,,,,,,,,,,,,,,,,,,
56,PT07M08.00S,2025-03-16T23:20:13.9Z,1,REGULAR,rebound,defensive,[],1642268,,,1610612762,17,7,2025-03-16T23:20:15Z,540000,False,,,0,,I. Collier REBOUND (Off:1 Def:1),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Center,,,55.0,2.0,1.0,1.0,,,,,,,,,,,,,,
57,PT07M03.00S,2025-03-16T23:20:18.6Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629012,10.33180026281209,47.794117647058826,1610612762,17,7,2025-03-16T23:21:50Z,550000,False,11.0,45.0,1,left,MISS C. Sexton running Shot,[1629012],1610612762.0,UTA,running,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,4.59,Missed,,,,,,,,,,,,,,,,,,
58,PT07M00.00S,2025-03-16T23:20:21.6Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,17,7,2025-03-16T23:20:28Z,560000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,57.0,1.0,1.0,0.0,,,,,,,,,,,,,,
59,PT06M55.00S,2025-03-16T23:20:26.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630162,93.77463863337714,50.0,1610612750,19,7,2025-03-16T23:22:18Z,570000,False,0.0,6.0,1,right,A. Edwards running Layup (12 PTS) (D. DiVincenzo 4 AST),"[1630162, 1628978]",1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,0.6,Made,,,,,,,,,12.0,D. DiVincenzo,1628978.0,4.0,,,,,,
61,PT06M36.00S,2025-03-16T23:20:44.6Z,1,REGULAR,3pt,Jump Shot,[],1631117,5.338370565045992,95.83333333333334,1610612762,19,7,2025-03-16T23:20:48Z,590000,False,-229.0,-2.0,1,left,MISS W. Kessler 3PT,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Left Corner 3,24+ Left,22.92,Missed,,,,,,,,,,,,,,,,,,
62,PT06M34.00S,2025-03-16T23:20:46.6Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612750,19,7,2025-03-16T23:20:48Z,600000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Left Corner 3,24+ Left,,,61.0,1.0,1.0,0.0,,,,,,,,,,,,,,
63,PT06M24.00S,2025-03-16T23:20:58.4Z,1,REGULAR,foul,personal,['2freethrow'],1629012,,,1610612750,19,7,2025-03-16T23:21:10Z,610000,False,,,0,,C. Sexton shooting personal FOUL (2 PF) (Randle 2 FT),"[1629012, 203944]",1610612762.0,UTA,shooting,,,Sexton,C. Sexton,,,,,Mid-Range,8-16 Left,,,,,,,,,,1627534.0,,,,,,,2.0,0.0,Randle,203944.0
65,PT06M24.00S,2025-03-16T23:21:25.2Z,1,REGULAR,freethrow,1 of 2,[],203944,,,1610612750,20,7,2025-03-16T23:21:25Z,630000,False,,,0,,J. Randle Free Throw 1 of 2 (4 PTS),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,Made,,,,,,,,,4.0,,,,,,,,,
66,PT06M24.00S,2025-03-16T23:21:25.9Z,1,REGULAR,substitution,out,[],1629012,,,1610612750,20,7,2025-03-16T23:21:43Z,640000,False,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M24.00S,2025-03-16T23:21:25.9Z,1,REGULAR,substitution,out,[],1642262,,,1610612750,20,7,2025-03-16T23:21:43Z,650000,False,,,0,,SUB out: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M24.00S,2025-03-16T23:21:25.9Z,1,REGULAR,substitution,in,[],1630548,,,1610612750,20,7,2025-03-16T23:21:43Z,660000,False,,,0,,SUB in: J. Juzang,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M24.00S,2025-03-16T23:21:25.9Z,1,REGULAR,substitution,in,[],1641729,,,1610612750,20,7,2025-03-16T23:21:43Z,670000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M24.00S,2025-03-16T23:21:51.5Z,1,REGULAR,freethrow,2 of 2,[],203944,,,1610612750,21,7,2025-03-16T23:21:51Z,680000,False,,,0,,J. Randle Free Throw 2 of 2 (5 PTS),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,Made,,,,,,,,,5.0,,,,,,,,,
71,PT06M01.00S,2025-03-16T23:22:16.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630548,11.514454664914586,38.72549019607843,1610612762,21,7,2025-03-16T23:22:23Z,690000,False,56.0,56.0,1,left,MISS J. Juzang 7' driving floating bank Shot,[1630548],1610612762.0,UTA,driving floating bank,,,Juzang,J. Juzang,,,,,In The Paint (Non-RA),0-8 Center,7.93,Missed,,,,,,,,,,,,,,,,,,
72,PT05M59.00S,2025-03-16T23:22:18.9Z,1,REGULAR,rebound,offensive,[],1631117,,,1610612762,21,7,2025-03-16T23:22:29Z,700000,False,,,0,,W. Kessler REBOUND (Off:2 Def:2),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,71.0,4.0,2.0,2.0,,,,,,,,,,,,,,
73,PT05M59.00S,2025-03-16T23:22:21.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631117,5.590000152587891,50.0,1610612762,21,9,2025-03-16T23:22:32Z,710000,False,0.0,0.0,1,left,W. Kessler tip Layup (2 PTS),[1631117],1610612762.0,UTA,tip,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,2.0,,,,,,,,,
74,PT05M44.00S,2025-03-16T23:22:33.3Z,1,REGULAR,3pt,Jump Shot,[],1630162,74.72076215505913,17.401960784313726,1610612750,24,9,2025-03-16T23:22:37Z,720000,False,-163.0,185.0,1,right,A. Edwards 24' 3PT pullup (15 PTS) (D. DiVincenzo 5 AST),"[1630162, 1628978]",1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,24.66,Made,,,,,,,,,15.0,D. DiVincenzo,1628978.0,5.0,,,,,,
76,PT05M22.00S,2025-03-16T23:22:55.5Z,1,REGULAR,turnover,bad pass,[],1642268,,,1610612762,24,9,2025-03-16T23:23:00Z,740000,False,,,0,,I. Collier bad pass TURNOVER (2 TO),"[1642268, 1630162]",1610612762.0,UTA,,,,Collier,I. Collier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2.0,Edwards,1630162.0,,,,,,,,,,,
77,PT05M22.00S,2025-03-16T23:22:55.5Z,1,REGULAR,steal,,[],1630162,,,1610612750,24,9,2025-03-16T23:23:50Z,750000,False,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
78,PT05M18.00S,2025-03-16T23:23:00.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630162,93.11760840998686,50.245098039215684,1610612750,26,9,2025-03-16T23:23:06Z,760000,False,1.0,12.0,1,right,A. Edwards running finger roll Layup (17 PTS) (J. Randle 1 AST),"[1630162, 203944]",1610612750.0,MIN,running finger roll,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,,,,,17.0,J. Randle,203944.0,1.0,,,,,,
80,PT05M02.00S,2025-03-16T23:23:14.9Z,1,REGULAR,3pt,Jump Shot,[],1630548,5.338370565045992,4.411764705882353,1610612762,26,9,2025-03-16T23:23:22Z,780000,False,228.0,-2.0,1,left,MISS J. Juzang 3PT,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,Right Corner 3,24+ Right,22.79,Missed,,,,,,,,,,,,,,,,,,
81,PT05M00.00S,2025-03-16T23:23:16.9Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,26,9,2025-03-16T23:23:19Z,790000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Right Corner 3,24+ Right,,,80.0,2.0,2.0,0.0,,,,,,,,,,,,,,
82,PT04M54.00S,2025-03-16T23:23:23.7Z,1,REGULAR,turnover,bad pass,[],1628978,,,1610612750,26,9,2025-03-16T23:23:27Z,800000,False,,,0,,D. DiVincenzo bad pass TURNOVER (1 TO),"[1628978, 1630548]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Juzang,1630548.0,,,,,,,,,,,
