actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
20,PT10M37.00S,2025-01-28T01:12:08.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630811,77.7431011826544,88.23529411764706,1610612737,0,0,2025-01-28T01:13:59Z,200000,False,191.0,157.0,1,right,MISS K. Wallace 24' running 3PT,[1630811],1610612737.0,ATL,running,,,Wallace,K. Wallace,,,,,Above the Break 3,24+ Right Center,24.72,Missed,,,,,,,,,,,,,,,,,,
21,PT10M34.00S,2025-01-28T01:12:11.2Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,0,0,2025-01-28T01:12:13Z,210000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,,,20.0,2.0,2.0,0.0,,,,,,,,,,,,,,
22,PT10M23.00S,2025-01-28T01:12:22.2Z,1,REGULAR,3pt,Jump Shot,[],1630162,20.05584756898817,90.68627450980392,1610612750,0,0,2025-01-28T01:12:28Z,220000,False,-203.0,136.0,1,left,MISS A. Edwards 24' step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,24.47,Missed,,,,,,,,,,,,,,,,,,
23,PT10M19.00S,2025-01-28T01:12:26.2Z,1,REGULAR,rebound,defensive,[],1631223,,,1610612737,0,0,2025-01-28T01:12:28Z,230000,False,,,0,,D. Roddy REBOUND (Off:0 Def:1),[1631223],1610612737.0,ATL,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Left Center,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,
24,PT10M08.00S,2025-01-28T01:12:36.6Z,1,REGULAR,3pt,Jump Shot,[],1630249,66.44218134034165,51.9607843137255,1610612737,0,0,2025-01-28T01:15:36Z,240000,False,10.0,263.0,1,right,MISS V. Krejčí 26' pullup 3PT,[1630249],1610612737.0,ATL,pullup,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Center,26.31,Missed,,,,,,,,,,,,,,,,,,
25,PT10M04.00S,2025-01-28T01:12:40.6Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,0,0,2025-01-28T01:12:41Z,250000,False,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,,,24.0,2.0,2.0,0.0,,,,,,,,,,,,,,
26,PT09M59.00S,2025-01-28T01:12:47.7Z,1,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612750,0,0,2025-01-28T01:12:54Z,260000,False,,,0,,O. Okongwu shooting personal FOUL (1 PF) (Randle 2 FT),"[1630168, 203944]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1179.0,1.0,0.0,Randle,203944.0,,,,
28,PT09M59.00S,2025-01-28T01:13:21.8Z,1,REGULAR,freethrow,1 of 2,[],203944,,,1610612750,1,0,2025-01-28T01:13:21Z,280000,False,,,0,,J. Randle Free Throw 1 of 2 (1 PTS),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,Made,,,,,,,,,,,,,,,1.0,,,
29,PT09M59.00S,2025-01-28T01:13:37.0Z,1,REGULAR,freethrow,2 of 2,[],203944,,,1610612750,2,0,2025-01-28T01:13:37Z,290000,False,,,0,,J. Randle Free Throw 2 of 2 (2 PTS),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,Made,,,,,,,,,,,,,,,2.0,,,
30,PT09M38.00S,2025-01-28T01:13:59.8Z,1,REGULAR,turnover,lost ball,[],1630249,,,1610612737,2,0,2025-01-28T01:14:05Z,300000,False,,,0,,V. Krejčí lost ball TURNOVER (1 TO),"[1630249, 1630183]",1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,McDaniels,1630183.0,,,,,,,,,
31,PT09M38.00S,2025-01-28T01:13:59.8Z,1,REGULAR,steal,,[],1630183,,,1610612750,2,0,2025-01-28T01:14:36Z,310000,False,,,0,,J. McDaniels STEAL (1 STL),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
32,PT09M32.00S,2025-01-28T01:14:05.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203944,7.30946123521682,49.754901960784316,1610612750,4,0,2025-01-28T01:17:29Z,320000,False,1.0,16.0,1,left,J. Randle running finger roll Layup (4 PTS) (J. McDaniels 1 AST),"[203944, 1630183]",1610612750.0,MIN,running finger roll,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,1.62,Made,,,,,,,,,,,,,,,4.0,J. McDaniels,1630183.0,1.0
95,PT09M28.00S,2025-01-28T01:14:09.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642258,91.93495400788436,53.431372549019606,1610612737,4,0,2025-01-28T01:24:14Z,335000,False,17.0,23.0,1,right,MISS Z. Risacher driving Layup - blocked,"[1642258, 1630162]",1610612737.0,ATL,driving,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,2.9,Missed,,,,,Edwards,1630162.0,,,,,,,,,,,,
96,PT09M28.00S,2025-01-28T01:14:09.0Z,1,REGULAR,block,,[],1630162,,,1610612737,4,0,2025-01-28T01:24:14Z,337500,False,,,0,,A. Edwards BLOCK (1 BLK),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
97,PT09M27.00S,2025-01-28T01:14:10.0Z,1,REGULAR,rebound,offensive,[],1642258,,,1610612737,4,0,2025-01-28T01:24:14Z,338750,False,,,0,,Z. Risacher REBOUND (Off:2 Def:1),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,95.0,3.0,1.0,2.0,,,,,,,,,,,,,,
34,PT09M25.00S,2025-01-28T01:14:12.2Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1642258,92.37844940867281,41.56709558823529,1610612737,4,2,2025-01-28T01:24:14Z,340000,False,-42.0,19.0,1,right,Z. Risacher Hook (2 PTS),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),0-8 Center,4.63,Made,,,,,,,,,,,,,,,2.0,,,
35,PT09M12.00S,2025-01-28T01:14:24.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203497,11.908672798948752,49.50980392156863,1610612750,4,2,2025-01-28T01:18:28Z,350000,False,2.0,59.0,1,left,MISS R. Gobert driving floating Shot,[203497],1610612750.0,MIN,driving floating,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,5.95,Missed,,,,,,,,,,,,,,,,,,
36,PT09M10.00S,2025-01-28T01:14:26.9Z,1,REGULAR,rebound,offensive,[],203944,,,1610612750,4,2,2025-01-28T01:18:28Z,360000,False,,,0,,J. Randle REBOUND (Off:1 Def:2),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,35.0,3.0,2.0,1.0,,,,,,,,,,,,,,
37,PT09M01.00S,2025-01-28T01:14:35.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630162,6.652431011826544,95.58823529411765,1610612750,4,2,2025-01-28T01:14:41Z,370000,False,-228.0,10.0,1,left,MISS A. Edwards step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Left Corner 3,24+ Left,22.81,Missed,,,,,,,,,,,,,,,,,,
38,PT08M59.00S,2025-01-28T01:14:37.9Z,1,REGULAR,rebound,offensive,[],201144,,,1610612750,4,2,2025-01-28T01:14:41Z,380000,False,,,0,,M. Conley REBOUND (Off:1 Def:0),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Left Corner 3,24+ Left,,,37.0,1.0,0.0,1.0,,,,,,,,,,,,,,
39,PT08M57.00S,2025-01-28T01:14:40.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203497,7.440867279894875,49.01960784313725,1610612750,6,2,2025-01-28T01:14:45Z,390000,False,5.0,17.0,1,left,R. Gobert alley-oop DUNK (2 PTS) (J. Randle 1 AST),"[203497, 203944]",1610612750.0,MIN,alley-oop,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.81,Made,,,,,,,,,,,,,,,2.0,J. Randle,203944.0,1.0
41,PT08M46.00S,2025-01-28T01:14:50.8Z,1,REGULAR,3pt,Jump Shot,[],1642258,76.03482260183968,12.990196078431374,1610612737,6,2,2025-01-28T01:14:55Z,410000,False,-185.0,173.0,1,right,MISS Z. Risacher 25' 3PT,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Left Center,25.31,Missed,,,,,,,,,,,,,,,,,,
42,PT08M44.00S,2025-01-28T01:14:52.8Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,6,2,2025-01-28T01:14:55Z,420000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,41.0,1.0,1.0,0.0,,,,,,,,,,,,,,
43,PT08M35.00S,2025-01-28T01:15:03.0Z,1,REGULAR,3pt,Jump Shot,[],203944,6.521024967148489,95.34313725490196,1610612750,9,2,2025-01-28T01:15:07Z,430000,False,-227.0,9.0,1,left,J. Randle 3PT  (7 PTS) (A. Edwards 1 AST),"[203944, 1630162]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,Left Corner 3,24+ Left,22.69,Made,,,,,,,,,,,,,,,7.0,A. Edwards,1630162.0,1.0
45,PT08M20.00S,2025-01-28T01:15:16.8Z,1,REGULAR,turnover,bad pass,[],1642258,,,1610612737,9,2,2025-01-28T01:15:20Z,450000,False,,,0,,Z. Risacher bad pass TURNOVER (1 TO),"[1642258, 1630162]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,Edwards,1630162.0,,,,,,,,,
46,PT08M20.00S,2025-01-28T01:15:16.8Z,1,REGULAR,steal,,[],1630162,,,1610612750,9,2,2025-01-28T01:15:18Z,460000,False,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
49,PT08M05.00S,2025-01-28T01:15:54.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203944,20.45006570302234,90.93137254901961,1610612750,9,2,2025-01-28T01:16:07Z,490000,False,-205.0,140.0,1,left,MISS J. Randle 24' 3PT,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,24.78,Missed,,,,,,,,,,,,,,,,,,
50,PT08M03.00S,2025-01-28T01:15:56.5Z,1,REGULAR,rebound,defensive,[],1642258,,,1610612737,9,2,2025-01-28T01:15:56Z,500000,False,,,0,,Z. Risacher REBOUND (Off:2 Def:2),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Left Center,,,49.0,4.0,2.0,2.0,,,,,,,,,,,,,,
51,PT07M51.00S,2025-01-28T01:16:07.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,86.5473061760841,50.98039215686274,1610612737,9,2,2025-01-28T01:22:23Z,510000,False,5.0,74.0,1,right,MISS O. Okongwu 7' turnaround Hook - blocked,"[1630168, 203497]",1610612737.0,ATL,turnaround,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,7.42,Missed,,,,,Gobert,203497.0,,,,,,,,,,,,
52,PT07M51.00S,2025-01-28T01:16:07.6Z,1,REGULAR,block,,[],203497,,,1610612737,9,2,2025-01-28T01:16:10Z,520000,False,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
53,PT07M48.00S,2025-01-28T01:16:10.6Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,9,2,2025-01-28T01:16:17Z,530000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:3),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,51.0,3.0,3.0,0.0,,,,,,,,,,,,,,
54,PT07M44.00S,2025-01-28T01:16:16.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201144,6.521024967148489,51.470588235294116,1610612750,11,2,2025-01-28T01:16:21Z,540000,False,-7.0,9.0,1,left,M. Conley driving Layup (2 PTS) (J. McDaniels 2 AST),"[201144, 1630183]",1610612750.0,MIN,driving,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,1.15,Made,,,,,,,,,,,,,,,2.0,J. McDaniels,1630183.0,2.0
56,PT07M44.00S,2025-01-28T01:16:20.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,11,2,2025-01-28T01:16:20Z,560000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M44.00S,2025-01-28T01:18:58.7Z,1,REGULAR,substitution,out,[],1642258,,,1610612737,11,2,2025-01-28T01:19:14Z,570000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M44.00S,2025-01-28T01:18:58.7Z,1,REGULAR,substitution,in,[],1629631,,,1610612737,11,2,2025-01-28T01:19:14Z,580000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M32.00S,2025-01-28T01:19:37.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,82.21090670170827,49.01960784313725,1610612737,11,2,2025-01-28T02:14:48Z,590000,False,-5.0,115.0,1,right,MISS D. Hunter 11' driving floating Shot - blocked,"[1629631, 203497]",1610612737.0,ATL,driving floating,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Center,11.48,Missed,,,,,Gobert,203497.0,,,,,,,,,,,,
107,PT07M32.00S,2025-01-28T01:19:37.5Z,1,REGULAR,block,,[],203497,,,1610612737,11,2,2025-01-28T01:25:14Z,600000,False,,,0,,R. Gobert BLOCK (2 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
61,PT07M28.00S,2025-01-28T01:19:41.5Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,11,2,2025-01-28T01:33:21Z,610000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,,,59.0,1.0,1.0,0.0,,,,,,,,,,,,,,
62,PT07M14.00S,2025-01-28T01:19:56.1Z,1,REGULAR,3pt,Jump Shot,[],201144,30.56833114323259,67.64705882352942,1610612750,11,2,2025-01-28T01:20:00Z,620000,False,-88.0,235.0,1,left,MISS M. Conley 25' pullup 3PT,[201144],1610612750.0,MIN,pullup,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,25.08,Missed,,,,,,,,,,,,,,,,,,
63,PT07M10.00S,2025-01-28T01:20:00.1Z,1,REGULAR,rebound,offensive,[],1630162,,,1610612750,11,2,2025-01-28T01:20:00Z,630000,False,,,0,,A. Edwards REBOUND (Off:1 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,62.0,2.0,1.0,1.0,,,,,,,,,,,,,,
64,PT07M08.00S,2025-01-28T01:20:01.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630162,7.046649145860711,48.03921568627451,1610612750,13,2,2025-01-28T01:20:17Z,640000,False,10.0,14.0,1,left,A. Edwards driving finger roll Layup (2 PTS),[1630162],1610612750.0,MIN,driving finger roll,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,1.68,Made,,,,,,,,,,,,,,,2.0,,,
65,PT06M58.00S,2025-01-28T01:20:11.0Z,1,REGULAR,3pt,Jump Shot,[],1630811,72.09264126149803,77.69607843137256,1610612737,13,5,2025-01-28T01:20:16Z,650000,False,138.0,210.0,1,right,K. Wallace 25' 3PT  (3 PTS) (V. Krejčí 1 AST),"[1630811, 1630249]",1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,Above the Break 3,24+ Right Center,25.14,Made,,,,,,,,,,,,,,,3.0,V. Krejčí,1630249.0,1.0
67,PT06M43.00S,2025-01-28T01:20:26.3Z,1,REGULAR,turnover,lost ball,[],1630162,,,1610612750,13,5,2025-01-28T01:20:29Z,670000,False,,,0,,A. Edwards lost ball TURNOVER (1 TO),"[1630162, 1630811]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,,,,,1.0,Wallace,1630811.0,,,,,,,,,
68,PT06M43.00S,2025-01-28T01:20:26.3Z,1,REGULAR,steal,,[],1630811,,,1610612737,13,5,2025-01-28T01:20:27Z,680000,False,,,0,,K. Wallace STEAL (1 STL),[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
69,PT06M40.00S,2025-01-28T01:20:32.1Z,1,REGULAR,foul,personal,['2freethrow'],203944,,,1610612737,13,5,2025-01-28T01:20:46Z,690000,False,,,0,,J. Randle shooting personal FOUL (1 PF) (Wallace 2 FT),"[203944, 1630811]",1610612750.0,MIN,shooting,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1179.0,1.0,0.0,Wallace,1630811.0,,,,
71,PT06M40.00S,2025-01-28T01:21:09.6Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630811,,,1610612737,13,6,2025-01-28T01:21:09Z,710000,False,,,0,,K. Wallace Free Throw 1 of 2 (4 PTS),[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,,,,Made,,,,,,,,,,,,,,,4.0,,,
72,PT06M40.00S,2025-01-28T01:21:11.8Z,1,REGULAR,substitution,out,[],1631223,,,1610612737,13,6,2025-01-28T01:21:16Z,720000,False,,,0,,SUB out: D. Roddy,[1631223],1610612737.0,ATL,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M40.00S,2025-01-28T01:21:11.8Z,1,REGULAR,substitution,in,[],1629726,,,1610612737,13,6,2025-01-28T01:21:16Z,730000,False,,,0,,SUB in: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M40.00S,2025-01-28T01:21:36.9Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630811,,,1610612737,13,7,2025-01-28T01:21:36Z,740000,False,,,0,,K. Wallace Free Throw 2 of 2 (5 PTS),[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,,,,Made,,,,,,,,,,,,,,,5.0,,,
75,PT06M23.00S,2025-01-28T01:21:55.9Z,1,REGULAR,3pt,Jump Shot,[],1630183,31.35676741130092,42.64705882352941,1610612750,13,7,2025-01-28T01:22:02Z,750000,False,37.0,242.0,1,left,MISS J. McDaniels 24' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Center,24.51,Missed,,,,,,,,,,,,,,,,,,
76,PT06M22.00S,2025-01-28T01:21:56.9Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,13,7,2025-01-28T01:22:48Z,760000,False,,,0,,R. Gobert REBOUND (Off:1 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,75.0,2.0,1.0,1.0,,,,,,,,,,,,,,
