actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
14,PT10M52.00S,2026-01-11T23:13:01.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630193,70.25295663600527,24.264705882352942,1610612761,4,0,2026-01-11T23:36:50Z,140000,False,-129.0,227.0,1,right,MISS I. Quickley 26' running pullup 3PT,[1630193],1610612761.0,TOR,running pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,,,,26.1,Missed,,,,,,,,,,,,,,,
15,PT10M49.00S,2026-01-11T23:13:04.4Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,4,0,2026-01-11T23:13:06Z,150000,False,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Left Center,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,
16,PT10M36.00S,2026-01-11T23:13:18.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631230,6.389618922470433,50.49019607843137,1610612755,4,2,2026-01-11T23:13:24Z,160000,False,-2.0,8.0,1,left,D. Barlow driving finger roll Layup (2 PTS),[1631230],1610612755.0,PHI,driving finger roll,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,0.8,Made,2.0,,,,,,,,,,,,,,
18,PT10M25.00S,2026-01-11T23:13:29.1Z,1,REGULAR,3pt,Jump Shot,[],1630193,73.27529566360053,15.441176470588236,1610612761,4,2,2026-01-11T23:13:34Z,180000,False,-173.0,199.0,1,right,MISS I. Quickley 26' 3PT,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,,,,26.33,Missed,,,,,,,,,,,,,,,
19,PT10M22.00S,2026-01-11T23:13:32.1Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,4,2,2026-01-11T23:13:34Z,190000,False,,,0,,A. Drummond REBOUND (Off:0 Def:2),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Left Center,,,,,,,18.0,2.0,2.0,0.0,,,,,,,,,,
20,PT10M12.00S,2026-01-11T23:13:41.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631230,6.389618922470433,50.245098039215684,1610612755,4,4,2026-01-11T23:13:52Z,200000,False,-1.0,8.0,1,left,D. Barlow reverse Layup (4 PTS) (T. Maxey 1 AST),"[1631230, 1630178]",1610612755.0,PHI,reverse,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,0.77,Made,4.0,,,,,T. Maxey,1630178.0,1.0,,,,,,,
22,PT10M11.00S,2026-01-11T23:13:50.5Z,1,REGULAR,foul,personal,[],1642845,,,1610612761,4,4,2026-01-11T23:16:00Z,220000,False,,,0,,V. Edgecombe personal FOUL (1 PF),"[1642845, 1642347]",1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,1179.0,1.0,0.0,Shead,1642347.0,,
24,PT10M11.00S,2026-01-11T23:14:01.5Z,1,REGULAR,foul,technical,['1freethrow'],203606,,,1610612761,4,4,2026-01-11T23:14:18Z,240000,False,,,0,,TEAM foul technical,[203606],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,1179.0,,,,,,
25,PT10M11.00S,2026-01-11T23:14:22.6Z,1,REGULAR,freethrow,1 of 1,[],1630193,,,1610612761,5,4,2026-01-11T23:14:22Z,250000,False,,,0,,I. Quickley technical Free Throw 1 of 1 (1 PTS),[1630193],1610612761.0,TOR,technical,,,Quickley,I. Quickley,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
26,PT10M00.00S,2026-01-11T23:14:53.9Z,1,REGULAR,turnover,out-of-bounds,[],1630567,,,1610612761,5,4,2026-01-11T23:15:02Z,260000,False,,,0,,S. Barnes bad pass out-of-bounds TURNOVER (1 TO),[1630567],1610612761.0,TOR,bad pass,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Right,1.0,,,,,,,,,,,,,1627541.0,,,,,,
27,PT09M51.00S,2026-01-11T23:15:06.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642845,22.026938239159,8.823529411764707,1610612755,5,4,2026-01-11T23:15:14Z,270000,False,206.0,155.0,1,left,MISS V. Edgecombe 25' step back 3PT,[1642845],1610612755.0,PHI,step back,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Right Center,,,,25.75,Missed,,,,,,,,,,,,,,,
28,PT09M46.00S,2026-01-11T23:15:11.3Z,1,REGULAR,rebound,offensive,[],203083,,,1610612755,5,4,2026-01-11T23:15:14Z,280000,False,,,0,,A. Drummond REBOUND (Off:1 Def:2),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Right Center,,,,,,,27.0,3.0,2.0,1.0,,,,,,,,,,
29,PT09M46.00S,2026-01-11T23:15:11.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",203083,5.590000152587891,50.0,1610612755,5,4,2026-01-11T23:33:18Z,290000,False,0.0,0.0,1,left,MISS A. Drummond putback Layup,[203083],1610612755.0,PHI,putback,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
30,PT09M44.00S,2026-01-11T23:15:13.0Z,1,REGULAR,rebound,offensive,[],1626162,,,1610612755,5,4,2026-01-11T23:33:18Z,300000,False,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:0),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,,29.0,1.0,0.0,1.0,,,,,,,,,,
34,PT09M40.00S,2026-01-11T23:15:17.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626162,6.521024967148489,52.20588235294118,1610612755,5,4,2026-01-11T23:54:03Z,340000,False,-11.0,9.0,1,left,MISS K. Oubre Jr. putback Layup - blocked,"[1626162, 1642867]",1610612755.0,PHI,putback,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,1.41,Missed,,,,,,,,,,,,,,Murray-Boyles,1642867.0
35,PT09M40.00S,2026-01-11T23:15:17.9Z,1,REGULAR,block,,[],1642867,,,1610612755,5,4,2026-01-11T23:15:20Z,350000,False,,,0,,C. Murray-Boyles BLOCK (1 BLK),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
36,PT09M40.00S,2026-01-11T23:15:17.9Z,1,REGULAR,rebound,defensive,[],1642867,,,1610612761,5,4,2026-01-11T23:15:25Z,360000,False,,,0,,C. Murray-Boyles REBOUND (Off:0 Def:2),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,,,,,,,34.0,2.0,2.0,0.0,,,,,,,,,,
37,PT09M36.00S,2026-01-11T23:15:21.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630567,94.30026281208936,49.50980392156863,1610612761,7,4,2026-01-11T23:16:16Z,370000,False,-2.0,1.0,1,right,S. Barnes running Layup (2 PTS) (I. Quickley 2 AST),"[1630567, 1630193]",1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,0.27,Made,2.0,,,,,I. Quickley,1630193.0,2.0,,,,,,,
39,PT09M25.00S,2026-01-11T23:15:35.7Z,1,REGULAR,foul,offensive,[],1631230,,,1610612755,7,4,2026-01-11T23:16:21Z,390000,False,,,0,,D. Barlow off-the-ball offensive FOUL (1 PF),"[1631230, 1642347]",1610612755.0,PHI,off-the-ball,,,Barlow,D. Barlow,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,1627541.0,1.0,0.0,Shead,1642347.0,,
41,PT09M25.00S,2026-01-11T23:15:35.7Z,1,REGULAR,turnover,offensive foul,[],1631230,,,1610612755,7,4,2026-01-11T23:15:35Z,410000,False,,,0,,D. Barlow offensive foul TURNOVER (1 TO),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Mid-Range,16-24 Center,1.0,,,,,,,,,,,,,1627541.0,,,,,,
42,PT09M11.00S,2026-01-11T23:16:03.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642266,93.24901445466492,98.77450980392157,1610612761,7,4,2026-01-11T23:16:10Z,420000,False,244.0,11.0,1,right,MISS J. Walter 24' 3PT - blocked,"[1642266, 1626162]",1610612761.0,TOR,,,,Walter,J. Walter,,,,,Right Corner 3,24+ Right,,,,24.41,Missed,,,,,,,,,,,,,,Oubre Jr.,1626162.0
43,PT09M11.00S,2026-01-11T23:16:03.3Z,1,REGULAR,block,,[],1626162,,,1610612761,7,4,2026-01-11T23:16:06Z,430000,False,,,0,,K. Oubre Jr. BLOCK (1 BLK),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
44,PT09M10.00S,2026-01-11T23:16:04.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,7,4,2026-01-11T23:16:10Z,440000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,42.0,,,,,,,,,,,,,
46,PT09M08.00S,2026-01-11T23:16:25.0Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1630193,93.51182654402102,80.88235294117648,1610612761,7,4,2026-01-11T23:16:32Z,460000,False,154.0,8.0,1,right,MISS I. Quickley 15' Jump Shot,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Mid-Range,8-16 Right,,,,15.46,Missed,,,,,,,,,,,,,,,
47,PT09M06.00S,2026-01-11T23:16:27.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612755,7,4,2026-01-11T23:16:32Z,470000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,46.0,,,,,,,,,,,,,
49,PT08M55.00S,2026-01-11T23:16:41.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,15.588042049934298,40.931372549019606,1610612755,7,4,2026-01-12T00:22:16Z,490000,False,45.0,94.0,1,left,MISS T. Maxey 10' driving floating Shot,[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,,,,10.43,Missed,,,,,,,,,,,,,,,
50,PT08M53.00S,2026-01-11T23:16:43.4Z,1,REGULAR,rebound,defensive,[],1642867,,,1610612761,7,4,2026-01-11T23:16:45Z,500000,False,,,0,,C. Murray-Boyles REBOUND (Off:0 Def:3),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,49.0,3.0,3.0,0.0,,,,,,,,,,
51,PT08M50.00S,2026-01-11T23:16:46.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642266,93.51182654402102,51.470588235294116,1610612761,9,4,2026-01-11T23:16:52Z,510000,False,7.0,8.0,1,right,J. Walter running finger roll Layup (2 PTS) (C. Murray-Boyles 1 AST),"[1642266, 1642867]",1610612761.0,TOR,running finger roll,,,Walter,J. Walter,,,,,Restricted Area,0-8 Center,,,,1.13,Made,2.0,,,,,C. Murray-Boyles,1642867.0,1.0,,,,,,,
53,PT08M41.00S,2026-01-11T23:17:06.8Z,1,REGULAR,foul,personal,[],1630193,,,1610612755,9,4,2026-01-11T23:17:15Z,530000,False,,,0,,I. Quickley personal FOUL (1 PF),"[1630193, 1642845]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,203591.0,1.0,0.0,Edgecombe,1642845.0,,
55,PT08M26.00S,2026-01-11T23:17:40.7Z,1,REGULAR,foul,personal,['2freethrow'],1630567,,,1610612755,9,4,2026-01-11T23:17:50Z,550000,False,,,0,,S. Barnes shooting personal FOUL (1 PF) (Barlow 2 FT),"[1630567, 1631230]",1610612761.0,TOR,shooting,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,203591.0,1.0,0.0,Barlow,1631230.0,,
57,PT08M26.00S,2026-01-11T23:18:07.2Z,1,REGULAR,freethrow,1 of 2,[],1631230,,,1610612755,9,5,2026-01-11T23:18:07Z,570000,False,,,0,,D. Barlow Free Throw 1 of 2 (5 PTS),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
58,PT08M26.00S,2026-01-11T23:18:21.8Z,1,REGULAR,freethrow,2 of 2,[],1631230,,,1610612755,9,6,2026-01-11T23:18:21Z,580000,False,,,0,,D. Barlow Free Throw 2 of 2 (6 PTS),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
59,PT08M11.00S,2026-01-11T23:18:41.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630567,93.9060446780552,49.26470588235294,1610612761,11,6,2026-01-11T23:18:45Z,590000,False,-4.0,5.0,1,right,S. Barnes cutting DUNK (4 PTS) (J. Walter 1 AST),"[1630567, 1642266]",1610612761.0,TOR,cutting,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,0.61,Made,4.0,,,,,J. Walter,1642266.0,1.0,,,,,,,
61,PT07M59.00S,2026-01-11T23:18:54.7Z,1,REGULAR,turnover,out-of-bounds,[],1631230,,,1610612755,11,6,2026-01-11T23:19:02Z,610000,False,,,0,,D. Barlow bad pass out-of-bounds TURNOVER (2 TO),[1631230],1610612755.0,PHI,bad pass,,,Barlow,D. Barlow,,,,,Above the Break 3,24+ Left Center,2.0,,,,,,,,,,,,,203591.0,,,,,,
62,PT07M39.00S,2026-01-11T23:19:29.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642266,91.27792378449409,2.941176470588235,1610612761,11,6,2026-01-11T23:19:35Z,620000,False,-235.0,29.0,1,right,MISS J. Walter 3PT,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Left Corner 3,24+ Left,,,,23.71,Missed,,,,,,,,,,,,,,,
63,PT07M37.00S,2026-01-11T23:19:31.3Z,1,REGULAR,rebound,offensive,[],1642867,,,1610612761,11,6,2026-01-11T23:19:35Z,630000,False,,,0,,C. Murray-Boyles REBOUND (Off:1 Def:3),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Left Corner 3,24+ Left,,,,,,,62.0,4.0,3.0,1.0,,,,,,,,,,
64,PT07M27.00S,2026-01-11T23:19:41.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642867,87.72996057818659,58.82352941176471,1610612761,11,6,2026-01-11T23:19:48Z,640000,False,44.0,63.0,1,right,MISS C. Murray-Boyles 7' turnaround Shot,[1642867],1610612761.0,TOR,turnaround,,,Murray-Boyles,C. Murray-Boyles,,,,,In The Paint (Non-RA),0-8 Center,,,,7.67,Missed,,,,,,,,,,,,,,,
65,PT07M24.00S,2026-01-11T23:19:44.8Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,11,6,2026-01-11T23:19:48Z,650000,False,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:1),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,64.0,2.0,1.0,1.0,,,,,,,,,,
66,PT07M17.00S,2026-01-11T23:19:54.3Z,1,REGULAR,foul,personal,['2freethrow'],1642266,,,1610612755,11,6,2026-01-11T23:20:02Z,660000,False,,,0,,J. Walter shooting personal FOUL (1 PF) (Edgecombe 2 FT),"[1642266, 1642845]",1610612761.0,TOR,shooting,,,Walter,J. Walter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1627541.0,1.0,0.0,Edgecombe,1642845.0,,
68,PT07M17.00S,2026-01-11T23:20:19.2Z,1,REGULAR,freethrow,1 of 2,[],1642845,,,1610612755,11,7,2026-01-11T23:20:19Z,680000,False,,,0,,V. Edgecombe Free Throw 1 of 2 (1 PTS),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
69,PT07M17.00S,2026-01-11T23:20:20.2Z,1,REGULAR,substitution,out,[],1642266,,,1610612755,11,7,2026-01-11T23:20:26Z,690000,False,,,0,,SUB out: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT07M17.00S,2026-01-11T23:20:20.2Z,1,REGULAR,substitution,out,[],1642347,,,1610612755,11,7,2026-01-11T23:20:26Z,700000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT07M17.00S,2026-01-11T23:20:20.2Z,1,REGULAR,substitution,in,[],1641711,,,1610612755,11,7,2026-01-11T23:20:26Z,710000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT07M17.00S,2026-01-11T23:20:20.2Z,1,REGULAR,substitution,in,[],1642918,,,1610612755,11,7,2026-01-11T23:20:26Z,720000,False,,,0,,SUB in: A. Martin,[1642918],1610612761.0,TOR,,,,Martin,A. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT07M17.00S,2026-01-11T23:20:51.9Z,1,REGULAR,freethrow,2 of 2,[],1642845,,,1610612755,11,8,2026-01-11T23:20:51Z,740000,False,,,0,,V. Edgecombe Free Throw 2 of 2 (2 PTS),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
75,PT06M53.00S,2026-01-11T23:21:21.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,86.02168199737189,41.17647058823529,1610612761,13,8,2026-01-11T23:21:31Z,750000,False,-44.0,79.0,1,right,S. Barnes 9' driving floating Jump Shot (6 PTS),[1630567],1610612761.0,TOR,driving floating,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,9.04,Made,6.0,,,,,,,,,,,,,,
77,PT06M40.00S,2026-01-11T23:21:33.4Z,1,REGULAR,3pt,Jump Shot,[],1630178,32.013797634691194,23.774509803921568,1610612755,13,8,2026-01-12T00:23:01Z,770000,False,131.0,248.0,1,left,MISS T. Maxey 28' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,,28.09,Missed,,,,,,,,,,,,,,,
78,PT06M37.00S,2026-01-11T23:21:36.4Z,1,REGULAR,rebound,defensive,[],1642867,,,1610612761,13,8,2026-01-11T23:21:38Z,780000,False,,,0,,C. Murray-Boyles REBOUND (Off:1 Def:4),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Above the Break 3,24+ Right Center,,,,,,,77.0,5.0,4.0,1.0,,,,,,,,,,
79,PT06M32.00S,2026-01-11T23:21:41.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630567,92.9862023653088,50.98039215686274,1610612761,13,8,2026-01-12T00:23:34Z,790000,False,5.0,13.0,1,right,MISS S. Barnes running Layup - blocked,"[1630567, 1631230]",1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,1.43,Missed,,,,,,,,,,,,,,Barlow,1631230.0
80,PT06M32.00S,2026-01-11T23:21:41.7Z,1,REGULAR,block,,[],1631230,,,1610612761,13,8,2026-01-11T23:21:44Z,800000,False,,,0,,D. Barlow BLOCK (1 BLK),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
81,PT06M28.00S,2026-01-11T23:21:45.7Z,1,REGULAR,rebound,offensive,[],1642867,,,1610612761,13,8,2026-01-11T23:21:49Z,810000,False,,,0,,C. Murray-Boyles REBOUND (Off:2 Def:4),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,,,,,,,79.0,6.0,4.0,2.0,,,,,,,,,,
82,PT06M25.00S,2026-01-11T23:21:48.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1641711,93.9060446780552,19.852941176470587,1610612761,15,8,2026-01-11T23:21:54Z,820000,False,-151.0,5.0,1,right,G. Dick 15' pullup Jump Shot (2 PTS) (C. Murray-Boyles 2 AST),"[1641711, 1642867]",1610612761.0,TOR,pullup,,,Dick,G. Dick,,,,,Mid-Range,8-16 Left,,,,15.08,Made,2.0,,,,,C. Murray-Boyles,1642867.0,2.0,,,,,,,
84,PT06M16.00S,2026-01-11T23:22:01.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,15,8,2026-01-11T23:22:01Z,840000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M16.00S,2026-01-11T23:24:19.4Z,1,REGULAR,substitution,out,[],1630567,,,1610612755,15,8,2026-01-11T23:24:54Z,850000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT06M16.00S,2026-01-11T23:24:19.4Z,1,REGULAR,substitution,out,[],203083,,,1610612755,15,8,2026-01-11T23:24:54Z,860000,False,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
