actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
266,PT04M59.00S,2026-03-04T01:32:59.0Z,2,REGULAR,substitution,in,[],1642885,,,1610612761,44,52,2026-03-04T01:39:51Z,2620000,False,,,0,,SUB in: M. Diawara,[1642885],1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT04M55.00S,2026-03-04T01:33:38.6Z,2,REGULAR,jumpball,recovered,[],1627742,,,1610612761,44,52,2026-03-04T01:33:38Z,2630000,False,,,0,,Jump Ball S. Barnes vs. M. Robinson: Tip to B. Ingram,"[1627742, 1630567, 1629011]",1610612761.0,TOR,challenge,B. Ingram,1627742.0,Ingram,B. Ingram,Barnes,1630567.0,Robinson,1629011.0,,,,,,,,,,,,,,,,,,,,,,
270,PT04M39.00S,2026-03-04T01:33:55.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630572,93.77463863337714,48.529411764705884,1610612761,44,52,2026-03-04T01:42:07Z,2660000,False,-7.0,6.0,1,right,MISS S. Mamukelashvili cutting Layup - blocked,"[1630572, 1628404]",1610612761.0,TOR,cutting,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,,,,0.95,Missed,,,,,Hart,1628404.0,,,,,,,
271,PT04M39.00S,2026-03-04T01:33:55.2Z,2,REGULAR,block,,[],1628404,,,1610612761,44,52,2026-03-04T01:33:57Z,2670000,False,,,0,,J. Hart BLOCK (1 BLK),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
272,PT04M37.00S,2026-03-04T01:33:57.2Z,2,REGULAR,rebound,defensive,[],1629011,,,1610612752,44,52,2026-03-04T01:33:59Z,2680000,False,,,0,,M. Robinson REBOUND (Off:1 Def:4),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,270.0,5.0,4.0,1.0,,,
273,PT04M23.00S,2026-03-04T01:34:10.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629013,5.206964520367937,50.49019607843137,1610612752,44,54,2026-03-04T01:34:16Z,2690000,False,-2.0,-4.0,1,left,L. Shamet driving reverse Layup (4 PTS) (J. Hart 3 AST),"[1629013, 1628404]",1610612752.0,NYK,driving reverse,,,Shamet,L. Shamet,,,,,Restricted Area,0-8 Center,,,,,,0.44,Made,4.0,J. Hart,1628404.0,3.0,,,,,,,,,
275,PT04M14.00S,2026-03-04T01:34:19.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,83.39356110381078,50.245098039215684,1610612761,44,54,2026-03-04T01:34:27Z,2710000,False,1.0,104.0,1,right,MISS I. Quickley 10' driving floating Shot,[1630193],1610612761.0,TOR,driving floating,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,10.36,Missed,,,,,,,,,,,,,
276,PT04M12.00S,2026-03-04T01:34:21.8Z,2,REGULAR,rebound,defensive,[],1629011,,,1610612752,44,54,2026-03-04T01:34:27Z,2720000,False,,,0,,M. Robinson REBOUND (Off:1 Def:5),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,275.0,6.0,5.0,1.0,,,
277,PT04M05.00S,2026-03-04T01:34:29.7Z,2,REGULAR,3pt,Jump Shot,[],1629013,31.882391590013142,64.2156862745098,1610612752,44,57,2026-03-04T01:34:34Z,2730000,False,-71.0,247.0,1,left,L. Shamet 25' 3PT pullup (7 PTS) (J. Brunson 4 AST),"[1629013, 1628973]",1610612752.0,NYK,pullup,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Center,,,,,,25.72,Made,7.0,J. Brunson,1628973.0,4.0,,,,,,,,,
279,PT03M49.00S,2026-03-04T01:34:46.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,84.1819973718791,41.42156862745098,1610612761,46,57,2026-03-04T01:43:19Z,2750000,False,-43.0,96.0,1,right,B. Ingram 10' pullup Jump Shot (20 PTS) (I. Quickley 5 AST),"[1627742, 1630193]",1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,,,,,,10.53,Made,20.0,I. Quickley,1630193.0,5.0,,,,,,,,,
281,PT03M49.00S,2026-03-04T01:34:51.1Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628973,,,1610612761,46,57,2026-03-04T01:35:08Z,2770000,False,,,0,,J. Brunson shooting personal FOUL (1 PF) (Ingram 1 FT),"[1628973, 1627742]",1610612752.0,NYK,shooting,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,1628172.0,1.0,0.0,Ingram,1627742.0,,,,,,,,,,,,,,,
283,PT03M49.00S,2026-03-04T01:35:03.8Z,2,REGULAR,substitution,out,[],1630193,,,1610612761,46,57,2026-03-04T01:35:07Z,2790000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT03M49.00S,2026-03-04T01:35:03.8Z,2,REGULAR,substitution,in,[],1629628,,,1610612761,46,57,2026-03-04T01:35:07Z,2800000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT03M49.00S,2026-03-04T01:35:22.1Z,2,REGULAR,freethrow,1 of 1,[],1627742,,,1610612761,47,57,2026-03-04T01:35:22Z,2810000,False,,,0,,B. Ingram Free Throw 1 of 1 (21 PTS),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,Made,21.0,,,,,,,,,,,,
286,PT03M38.00S,2026-03-04T01:35:35.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629013,5.732588699080158,50.245098039215684,1610612752,47,59,2026-03-04T01:35:40Z,2820000,False,-1.0,1.0,1,left,L. Shamet cutting Layup (9 PTS) (J. Hart 4 AST),"[1629013, 1628404]",1610612752.0,NYK,cutting,,,Shamet,L. Shamet,,,,,Restricted Area,0-8 Center,,,,,,0.18,Made,9.0,J. Hart,1628404.0,4.0,,,,,,,,,
288,PT03M18.00S,2026-03-04T01:35:55.5Z,2,REGULAR,2pt,Jump Shot,[],1627742,91.40932982917214,20.098039215686274,1610612761,49,59,2026-03-04T01:44:19Z,2840000,False,-150.0,28.0,1,right,B. Ingram 15' pullup Jump Shot (23 PTS) (J. Shead 1 AST),"[1627742, 1642347]",1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Left,,,,,,15.22,Made,23.0,J. Shead,1642347.0,1.0,,,,,,,,,
289,PT02M55.00S,2026-03-04T01:36:18.1Z,2,REGULAR,3pt,Jump Shot,[],1642885,8.623521681997373,4.166666666666666,1610612752,49,62,2026-03-04T01:44:44Z,2850000,False,229.0,29.0,1,left,M. Diawara 3PT  (6 PTS) (J. Brunson 5 AST),"[1642885, 1628973]",1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,Right Corner 3,24+ Right,,,,,,23.1,Made,6.0,J. Brunson,1628973.0,5.0,,,,,,,,,
291,PT02M39.00S,2026-03-04T01:36:33.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642347,91.01511169513797,57.35294117647059,1610612761,51,62,2026-03-04T01:36:38Z,2870000,False,37.0,32.0,1,right,J. Shead driving Layup (4 PTS) (B. Ingram 2 AST),"[1642347, 1627742]",1610612761.0,TOR,driving,,,Shead,J. Shead,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.88,Made,4.0,B. Ingram,1627742.0,2.0,,,,,,,,,
292,PT02M29.00S,2026-03-04T01:36:47.1Z,2,REGULAR,turnover,out-of-bounds,[],1628404,,,1610612752,51,62,2026-03-04T01:36:54Z,2880000,False,,,0,,J. Hart bad pass out-of-bounds TURNOVER (1 TO),[1628404],1610612752.0,NYK,bad pass,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Right,1628951.0,,,,,,,,,,,,,,,,,1.0,,
293,PT02M17.00S,2026-03-04T01:37:05.0Z,2,REGULAR,turnover,bad pass,[],1630567,,,1610612761,51,62,2026-03-04T01:37:09Z,2890000,False,,,0,,S. Barnes bad pass TURNOVER (2 TO),"[1630567, 1629013]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,2.0,Shamet,1629013.0
294,PT02M17.00S,2026-03-04T01:37:05.0Z,2,REGULAR,steal,,[],1629013,,,1610612752,51,62,2026-03-04T01:37:06Z,2900000,False,,,0,,L. Shamet STEAL (1 STL),[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
295,PT01M56.00S,2026-03-04T01:37:26.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1642885,30.042706964520367,72.54901960784314,1610612752,51,62,2026-03-04T01:37:31Z,2910000,False,-113.0,230.0,1,left,MISS M. Diawara 25' 3PT,[1642885],1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,Above the Break 3,24+ Left Center,,,,,,25.6,Missed,,,,,,,,,,,,,
296,PT01M52.00S,2026-03-04T01:37:30.2Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612761,51,62,2026-03-04T01:37:31Z,2920000,False,,,0,,R. Barrett REBOUND (Off:0 Def:3),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,295.0,3.0,3.0,0.0,,,
297,PT01M46.00S,2026-03-04T01:37:35.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629628,94.43166885676742,51.470588235294116,1610612761,53,62,2026-03-04T01:37:41Z,2930000,False,7.0,0.0,1,right,R. Barrett running finger roll Layup (6 PTS),[1629628],1610612761.0,TOR,running finger roll,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,0.74,Made,6.0,,,,,,,,,,,,
298,PT01M25.00S,2026-03-04T01:37:56.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,11.514454664914586,51.9607843137255,1610612752,53,62,2026-03-04T01:47:39Z,2940000,False,-10.0,56.0,1,left,MISS J. Brunson fadeaway Shot,[1628973],1610612752.0,NYK,fadeaway,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.66,Missed,,,,,,,,,,,,,
299,PT01M22.00S,2026-03-04T01:37:59.2Z,2,REGULAR,rebound,defensive,[],1642347,,,1610612761,53,62,2026-03-04T01:38:01Z,2950000,False,,,0,,J. Shead REBOUND (Off:0 Def:1),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,298.0,1.0,1.0,0.0,,,
300,PT01M18.00S,2026-03-04T01:38:03.5Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1627742,84.97043363994744,19.362745098039216,1610612761,55,62,2026-03-04T01:38:09Z,2960000,False,-153.0,89.0,1,right,B. Ingram 17' running pullup Jump Shot (25 PTS) (J. Shead 2 AST),"[1627742, 1642347]",1610612761.0,TOR,running pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Left,,,,,,17.71,Made,25.0,J. Shead,1642347.0,2.0,,,,,,,,,
302,PT01M17.00S,2026-03-04T01:38:08.9Z,2,REGULAR,timeout,full,['team'],0,,,1610612752,55,62,2026-03-04T01:38:08Z,2980000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT01M17.00S,2026-03-04T01:38:35.3Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1628973,,,1610612752,55,62,2026-03-04T01:39:46Z,2990000,False,,,0,,J. Brunson technical FOUL (1 Tech),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,1628172.0,1.0,1.0,,,,,,,,,,,,,,,,,
306,PT01M17.00S,2026-03-04T01:38:44.0Z,2,REGULAR,substitution,out,[],1642347,,,1610612752,55,62,2026-03-04T01:39:43Z,3000000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT01M17.00S,2026-03-04T01:38:44.0Z,2,REGULAR,substitution,out,[],1629011,,,1610612752,55,62,2026-03-04T01:39:43Z,3010000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT01M17.00S,2026-03-04T01:38:44.0Z,2,REGULAR,substitution,in,[],1630193,,,1610612752,55,62,2026-03-04T01:39:43Z,3020000,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT01M17.00S,2026-03-04T01:38:44.0Z,2,REGULAR,substitution,in,[],1628969,,,1610612752,55,62,2026-03-04T01:39:43Z,3030000,False,,,0,,SUB in: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT01M17.00S,2026-03-04T01:40:06.2Z,2,REGULAR,freethrow,1 of 1,[],1627742,,,1610612752,56,62,2026-03-04T01:40:06Z,3040000,False,,,0,,B. Ingram technical Free Throw 1 of 1 (26 PTS),[1627742],1610612761.0,TOR,technical,,,Ingram,B. Ingram,,,,,,,,,,,,,Made,26.0,,,,,,,,,,,,
312,PT01M00.00S,2026-03-04T01:40:38.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,5.469776609724048,51.9607843137255,1610612752,56,64,2026-03-04T01:49:03Z,3050000,False,-10.0,-1.0,1,left,J. Brunson driving reverse Layup (9 PTS),[1628973],1610612752.0,NYK,driving reverse,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,0.99,Made,9.0,,,,,,,,,,,,
313,PT00M47.40S,2026-03-04T01:40:53.4Z,2,REGULAR,3pt,Jump Shot,[],1630567,92.9862023653088,98.2843137254902,1610612761,56,64,2026-03-04T01:40:57Z,3060000,False,241.0,13.0,1,right,MISS S. Barnes 24' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Right Corner 3,24+ Right,,,,,,24.18,Missed,,,,,,,,,,,,,
314,PT00M45.00S,2026-03-04T01:40:55.8Z,2,REGULAR,rebound,defensive,[],1642885,,,1610612752,56,64,2026-03-04T01:40:57Z,3070000,False,,,0,,M. Diawara REBOUND (Off:0 Def:1),[1642885],1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,313.0,1.0,1.0,0.0,,,
315,PT00M38.20S,2026-03-04T01:41:05.7Z,2,REGULAR,foul,personal,[],1630572,,,1610612752,56,64,2026-03-04T01:41:18Z,3080000,False,,,0,,S. Mamukelashvili personal FOUL (2 PF),"[1630572, 1628973]",1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Mid-Range,16-24 Right,1628951.0,2.0,0.0,Brunson,1628973.0,,,,,,,,,,,,,,,
317,PT00M38.20S,2026-03-04T01:41:29.2Z,2,REGULAR,substitution,out,[],1630572,,,1610612752,56,64,2026-03-04T01:41:33Z,3100000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT00M38.20S,2026-03-04T01:41:29.2Z,2,REGULAR,substitution,in,[],1642347,,,1610612752,56,64,2026-03-04T01:41:33Z,3110000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT00M38.20S,2026-03-04T01:41:47.2Z,2,REGULAR,violation,kicked ball,[],1630567,,,1610612752,56,64,2026-03-04T01:41:54Z,3120000,False,,,0,,S. Barnes kicked ball VIOLATION,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,1628951.0,,,,,,,,,,,,,,,,,,,
320,PT00M34.50S,2026-03-04T01:42:04.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,8.886333771353483,53.431372549019606,1610612752,56,66,2026-03-04T01:49:53Z,3130000,False,-17.0,31.0,1,left,J. Hart driving Layup (4 PTS) (J. Brunson 6 AST),"[1628404, 1628973]",1610612752.0,NYK,driving,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,3.55,Made,4.0,J. Brunson,1628973.0,6.0,,,,,,,,,
322,PT00M14.50S,2026-03-04T01:42:27.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,91.67214191852825,57.59803921568627,1610612761,58,66,2026-03-04T01:42:32Z,3150000,False,38.0,26.0,1,right,R. Barrett driving Layup (8 PTS) (I. Quickley 6 AST),"[1629628, 1630193]",1610612761.0,TOR,driving,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.59,Made,8.0,I. Quickley,1630193.0,6.0,,,,,,,,,
324,PT00M03.90S,2026-03-04T01:42:45.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,5.469776609724048,51.9607843137255,1610612752,58,68,2026-03-04T01:42:49Z,3170000,False,-10.0,-1.0,1,left,J. Brunson driving Layup (11 PTS),[1628973],1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,0.99,Made,11.0,,,,,,,,,,,,
325,PT00M00.20S,2026-03-04T01:42:52.5Z,2,REGULAR,2pt,Jump Shot,[],1630193,87.86136662286465,23.284313725490197,1610612761,58,68,2026-03-04T01:43:05Z,3180000,False,-134.0,62.0,1,right,MISS I. Quickley 14' driving floating Shot - blocked,"[1630193, 1628404]",1610612761.0,TOR,driving floating,,,Quickley,I. Quickley,,,,,Mid-Range,8-16 Left,,,,,,14.71,Missed,,,,,Hart,1628404.0,,,,,,,
326,PT00M00.20S,2026-03-04T01:42:52.5Z,2,REGULAR,block,,[],1628404,,,1610612761,58,68,2026-03-04T01:42:55Z,3190000,False,,,0,,J. Hart BLOCK (2 BLK),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
327,PT00M00.10S,2026-03-04T01:42:52.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,58,68,2026-03-04T01:56:06Z,3200000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,325.0,,,,,,
328,PT00M00.00S,2026-03-04T01:43:14.6Z,2,REGULAR,period,end,[],0,,,1610612761,58,68,2026-03-04T01:56:06Z,3210000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2026-03-04T01:54:44.3Z,3,REGULAR,substitution,out,['startperiod'],1642347,,,1610612761,58,68,2026-03-04T01:58:16Z,3220000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2026-03-04T01:54:44.3Z,3,REGULAR,substitution,out,['startperiod'],1629013,,,1610612761,58,68,2026-03-04T01:58:16Z,3230000,False,,,0,,SUB out: L. Shamet,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2026-03-04T01:54:44.3Z,3,REGULAR,substitution,out,['startperiod'],1642885,,,1610612761,58,68,2026-03-04T01:58:16Z,3240000,False,,,0,,SUB out: M. Diawara,[1642885],1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2026-03-04T01:54:44.3Z,3,REGULAR,substitution,in,['startperiod'],1627751,,,1610612761,58,68,2026-03-04T01:58:16Z,3250000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2026-03-04T01:54:44.3Z,3,REGULAR,substitution,in,['startperiod'],1628384,,,1610612761,58,68,2026-03-04T01:58:16Z,3260000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2026-03-04T01:54:44.3Z,3,REGULAR,substitution,in,['startperiod'],1626157,,,1610612761,58,68,2026-03-04T01:58:16Z,3270000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2026-03-04T01:58:38.1Z,3,REGULAR,period,start,[],0,,,1610612761,58,68,2026-03-04T01:58:38Z,3280000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT11M48.00S,2026-03-04T01:58:48.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,6.389618922470433,57.107843137254896,1610612761,60,68,2026-03-04T01:58:54Z,3290000,False,-36.0,8.0,1,left,R. Barrett driving finger roll Layup (10 PTS) (I. Quickley 7 AST),"[1629628, 1630193]",1610612761.0,TOR,driving finger roll,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,3.63,Made,10.0,I. Quickley,1630193.0,7.0,,,,,,,,,
340,PT11M22.00S,2026-03-04T01:59:14.7Z,3,REGULAR,2pt,Jump Shot,[],1628973,80.23981603153744,26.47058823529412,1610612752,60,70,2026-03-04T01:59:18Z,3310000,False,-118.0,133.0,1,right,J. Brunson 17' turnaround fadeaway Jump Shot (13 PTS),[1628973],1610612752.0,NYK,turnaround fadeaway,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Left Center,,,,,,17.77,Made,13.0,,,,,,,,,,,,
341,PT11M11.00S,2026-03-04T01:59:28.3Z,3,REGULAR,foul,personal,['2freethrow'],1628969,,,1610612761,60,70,2026-03-04T01:59:36Z,3320000,False,,,0,,M. Bridges shooting personal FOUL (3 PF) (Quickley 2 FT),"[1628969, 1630193]",1610612752.0,NYK,shooting,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Right,2004.0,3.0,0.0,Quickley,1630193.0,,,,,,,,,,,,,,,
343,PT11M11.00S,2026-03-04T01:59:56.2Z,3,REGULAR,freethrow,1 of 2,[],1630193,,,1610612761,61,70,2026-03-04T01:59:56Z,3340000,False,,,0,,I. Quickley Free Throw 1 of 2 (4 PTS),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,
344,PT11M11.00S,2026-03-04T02:00:17.9Z,3,REGULAR,freethrow,2 of 2,[],1630193,,,1610612761,62,70,2026-03-04T02:00:17Z,3350000,False,,,0,,I. Quickley Free Throw 2 of 2 (5 PTS),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,
345,PT10M57.00S,2026-03-04T02:00:34.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,90.22667542706965,41.911764705882355,1610612752,62,72,2026-03-04T02:01:27Z,3360000,False,-40.0,39.0,1,right,K. Towns driving Layup (15 PTS) (J. Hart 5 AST),"[1626157, 1628404]",1610612752.0,NYK,driving,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.64,Made,15.0,J. Hart,1628404.0,5.0,,,,,,,,,
347,PT10M49.00S,2026-03-04T02:00:43.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,16.770696452036795,40.68627450980392,1610612761,62,72,2026-03-04T02:00:47Z,3380000,False,47.0,105.0,1,left,MISS R. Barrett 11' turnaround fadeaway Shot,[1629628],1610612761.0,TOR,turnaround fadeaway,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Center,,,,,,11.5,Missed,,,,,,,,,,,,,
348,PT10M47.00S,2026-03-04T02:00:45.6Z,3,REGULAR,rebound,offensive,[],1627751,,,1610612761,62,72,2026-03-04T02:00:45Z,3390000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:2),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,347.0,4.0,2.0,2.0,,,
349,PT10M45.00S,2026-03-04T02:00:47.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629628,30.17411300919842,22.54901960784314,1610612761,62,72,2026-03-04T02:00:51Z,3400000,False,137.0,231.0,1,left,MISS R. Barrett 26' 3PT,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,,,,,,26.88,Missed,,,,,,,,,,,,,
350,PT10M42.00S,2026-03-04T02:00:50.1Z,3,REGULAR,rebound,defensive,[],1628384,,,1610612752,62,72,2026-03-04T02:00:50Z,3410000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:4),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,349.0,4.0,4.0,0.0,,,
351,PT10M32.00S,2026-03-04T02:01:00.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628384,86.15308804204993,36.76470588235294,1610612752,62,72,2026-03-04T02:01:03Z,3420000,False,-66.0,78.0,1,right,MISS O. Anunoby 10' turnaround fadeaway Shot - blocked,"[1628384, 1627742]",1610612752.0,NYK,turnaround fadeaway,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Left,,,,,,10.21,Missed,,,,,Ingram,1627742.0,,,,,,,
352,PT10M32.00S,2026-03-04T02:01:00.0Z,3,REGULAR,block,,[],1627742,,,1610612752,62,72,2026-03-04T02:01:02Z,3430000,False,,,0,,B. Ingram BLOCK (1 BLK),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
353,PT10M29.00S,2026-03-04T02:01:03.0Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,62,72,2026-03-04T02:01:03Z,3440000,False,,,0,,S. Barnes REBOUND (Off:2 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,351.0,4.0,2.0,2.0,,,
