actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
338,PT00M56.90S,2026-03-28T01:37:21.3Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612761,56,39,2026-03-28T01:46:47Z,3330000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:5),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,337.0,5.0,5.0,0.0,,,,,,,,
339,PT00M52.60S,2026-03-28T01:37:25.7Z,2,REGULAR,turnover,bad pass,[],1627742,,,1610612761,56,39,2026-03-28T01:37:30Z,3340000,False,,,0,,B. Ingram bad pass TURNOVER (1 TO),"[1627742, 1630529]",1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,1.0,Jones,1630529.0,,,,,,,,,,,,,,,,,
340,PT00M52.60S,2026-03-28T01:37:25.7Z,2,REGULAR,steal,,[],1630529,,,1610612740,56,39,2026-03-28T01:37:28Z,3350000,False,,,0,,H. Jones STEAL (3 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
341,PT00M47.80S,2026-03-28T01:37:30.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630180,26.757555847568987,84.31372549019608,1610612740,56,42,2026-03-28T01:37:35Z,3360000,False,-172.0,199.0,1,left,S. Bey 26' 3PT running (10 PTS) (H. Jones 1 AST),"[1630180, 1630529]",1610612740.0,NOP,running,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,,26.28,Made,10.0,,,,,,,H. Jones,1630529.0,1.0,,,,,
343,PT00M33.40S,2026-03-28T01:37:48.5Z,2,REGULAR,3pt,Jump Shot,[],1642266,82.9993429697766,4.411764705882353,1610612761,59,42,2026-03-28T01:37:52Z,3380000,False,-228.0,107.0,1,right,J. Walter 25' 3PT  (11 PTS) (J. Poeltl 2 AST),"[1642266, 1627751]",1610612761.0,TOR,,,,Walter,J. Walter,,,,,Above the Break 3,24+ Left Center,,,,25.19,Made,11.0,,,,,,,J. Poeltl,1627751.0,2.0,,,,,
345,PT00M15.00S,2026-03-28T01:38:11.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,7.178055190538765,57.35294117647059,1610612740,59,44,2026-03-28T01:47:40Z,3400000,False,-37.0,15.0,1,left,Z. Williamson driving Layup (8 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,3.97,Made,8.0,,,,,,,,,,,,,,
346,PT00M00.00S,2026-03-28T01:38:36.0Z,2,REGULAR,period,end,[],0,,,1610612761,59,44,2026-03-28T01:38:36Z,3410000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2026-03-28T01:39:36.2Z,3,REGULAR,substitution,out,['startperiod'],1642867,,,1610612761,59,44,2026-03-28T01:53:53Z,3420000,False,,,0,,SUB out: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2026-03-28T01:39:36.2Z,3,REGULAR,substitution,in,['startperiod'],1629628,,,1610612761,59,44,2026-03-28T01:53:53Z,3430000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2026-03-28T01:53:53.9Z,3,REGULAR,period,start,[],0,,,1610612740,59,44,2026-03-28T01:53:53Z,3440000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT11M34.00S,2026-03-28T01:54:32.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,92.46057818659659,47.05882352941176,1610612740,59,46,2026-03-28T01:54:41Z,3460000,False,-15.0,18.0,1,right,Z. Williamson driving floating Jump Shot (10 PTS) (J. Fears 2 AST),"[1629627, 1642847]",1610612740.0,NOP,driving floating,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,2.36,Made,10.0,,,,,,,J. Fears,1642847.0,2.0,,,,,
353,PT11M18.00S,2026-03-28T01:54:48.5Z,3,REGULAR,3pt,Jump Shot,[],1627742,33.196452036793694,51.9607843137255,1610612761,62,46,2026-03-28T01:54:54Z,3470000,False,-10.0,260.0,1,left,B. Ingram 25' 3PT pullup (11 PTS) (J. Poeltl 3 AST),"[1627742, 1627751]",1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,,,,25.97,Made,11.0,,,,,,,J. Poeltl,1627751.0,3.0,,,,,
355,PT10M58.00S,2026-03-28T01:55:08.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630529,89.96386333771353,42.15686274509804,1610612740,62,46,2026-03-28T01:55:22Z,3490000,False,-39.0,42.0,1,right,MISS H. Jones driving floating Shot,[1630529],1610612740.0,NOP,driving floating,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,5.73,Missed,,,,,,,,,,,,,,,
356,PT10M58.00S,2026-03-28T01:55:08.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612740,62,46,2026-03-28T01:55:22Z,3500000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,355.0,,,,,,,,,,,
357,PT10M58.00S,2026-03-28T01:55:17.7Z,3,REGULAR,foul,personal,[],1627742,,,1610612740,62,46,2026-03-28T01:55:25Z,3510000,False,,,0,,B. Ingram loose ball personal FOUL (1 PF),"[1627742, 1642274]",1610612761.0,TOR,loose ball,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,201246.0,1.0,0.0,Missi,1642274.0
359,PT10M51.00S,2026-03-28T01:55:33.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629627,93.38042049934296,43.38235294117647,1610612740,62,46,2026-03-28T01:55:41Z,3530000,False,-33.0,10.0,1,right,MISS Z. Williamson driving finger roll Layup,[1629627],1610612740.0,NOP,driving finger roll,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,3.45,Missed,,,,,,,,,,,,,,,
360,PT10M49.00S,2026-03-28T01:55:35.7Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612761,62,46,2026-03-28T01:55:41Z,3540000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:6),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,359.0,6.0,6.0,0.0,,,,,,,,
361,PT10M39.00S,2026-03-28T01:55:45.5Z,3,REGULAR,3pt,Jump Shot,[],1642266,27.151773981603156,84.06862745098039,1610612761,62,46,2026-03-28T01:55:52Z,3550000,False,-170.0,203.0,1,left,MISS J. Walter 26' step back 3PT,[1642266],1610612761.0,TOR,step back,,,Walter,J. Walter,,,,,Above the Break 3,24+ Left Center,,,,26.47,Missed,,,,,,,,,,,,,,,
362,PT10M37.00S,2026-03-28T01:55:47.5Z,3,REGULAR,rebound,defensive,[],1642847,,,1610612740,62,46,2026-03-28T01:57:45Z,3560000,False,,,0,,J. Fears REBOUND (Off:0 Def:2),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Above the Break 3,24+ Left Center,,,,,,,,,361.0,2.0,2.0,0.0,,,,,,,,
363,PT10M33.00S,2026-03-28T01:55:53.2Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642847,94.1688567674113,57.35294117647059,1610612740,62,46,2026-03-28T01:57:07Z,3570000,False,37.0,2.0,1,right,MISS J. Fears running finger roll Layup - blocked,"[1642847, 1630567]",1610612740.0,NOP,running finger roll,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,,,,3.69,Missed,,Barnes,1630567.0,,,,,,,,,,,,
364,PT10M33.00S,2026-03-28T01:55:53.2Z,3,REGULAR,block,,[],1630567,,,1610612740,62,46,2026-03-28T01:55:55Z,3580000,False,,,0,,S. Barnes BLOCK (3 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
365,PT10M32.00S,2026-03-28T01:55:54.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612740,62,46,2026-03-28T01:57:07Z,3590000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,363.0,,,,,,,,,,,
367,PT10M25.00S,2026-03-28T01:56:26.6Z,3,REGULAR,foul,personal,['2freethrow'],1629628,,,1610612740,62,46,2026-03-28T01:56:38Z,3610000,False,,,0,,R. Barrett shooting personal FOUL (3 PF) (Bey 2 FT),"[1629628, 1630180]",1610612761.0,TOR,shooting,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1830.0,3.0,0.0,Bey,1630180.0
369,PT10M25.00S,2026-03-28T01:56:55.7Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1630180,,,1610612740,62,47,2026-03-28T01:56:55Z,3630000,False,,,0,,S. Bey Free Throw 1 of 2 (11 PTS),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
370,PT10M25.00S,2026-03-28T01:57:12.0Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1630180,,,1610612740,62,48,2026-03-28T01:57:12Z,3640000,False,,,0,,S. Bey Free Throw 2 of 2 (12 PTS),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,
371,PT10M07.00S,2026-03-28T01:57:31.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,19.136005256241788,51.9607843137255,1610612761,64,48,2026-03-28T01:57:35Z,3650000,False,-10.0,127.0,1,left,S. Barnes 12' pullup Jump Shot (10 PTS) (J. Walter 3 AST),"[1630567, 1642266]",1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,12.78,Made,10.0,,,,,,,J. Walter,1642266.0,3.0,,,,,
372,PT09M45.00S,2026-03-28T01:57:52.7Z,3,REGULAR,3pt,Jump Shot,[],1642847,93.64323258869908,97.79411764705883,1610612740,64,48,2026-03-28T01:57:57Z,3660000,False,239.0,7.0,1,right,MISS J. Fears 3PT - blocked,"[1642847, 1627742]",1610612740.0,NOP,,,,Fears,J. Fears,,,,,Right Corner 3,24+ Right,,,,23.91,Missed,,Ingram,1627742.0,,,,,,,,,,,,
373,PT09M45.00S,2026-03-28T01:57:52.7Z,3,REGULAR,block,,[],1627742,,,1610612740,64,48,2026-03-28T01:57:55Z,3670000,False,,,0,,B. Ingram BLOCK (1 BLK),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
374,PT09M42.00S,2026-03-28T01:57:55.7Z,3,REGULAR,rebound,offensive,[],1642847,,,1610612740,64,48,2026-03-28T01:57:57Z,3680000,False,,,0,,J. Fears REBOUND (Off:1 Def:2),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Right Corner 3,24+ Right,,,,,,,,,372.0,3.0,2.0,1.0,,,,,,,,
375,PT09M40.00S,2026-03-28T01:57:58.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630180,75.64060446780552,85.04901960784314,1610612740,64,51,2026-03-28T01:58:05Z,3690000,False,175.0,176.0,1,right,S. Bey 24' 3PT fadeaway (15 PTS) (J. Fears 3 AST),"[1630180, 1642847]",1610612740.0,NOP,fadeaway,,,Bey,S. Bey,,,,,Above the Break 3,24+ Right Center,,,,24.87,Made,15.0,,,,,,,J. Fears,1642847.0,3.0,,,,,
378,PT09M21.00S,2026-03-28T01:58:16.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,7.5722733245729295,50.245098039215684,1610612761,66,51,2026-03-28T02:03:52Z,3710000,False,-1.0,19.0,1,left,J. Poeltl finger roll Layup (8 PTS) (S. Barnes 8 AST),"[1627751, 1630567]",1610612761.0,TOR,finger roll,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,1.87,Made,8.0,,,,,,,S. Barnes,1630567.0,8.0,,,,,
380,PT09M12.00S,2026-03-28T01:58:29.4Z,3,REGULAR,foul,personal,[],1630567,,,1610612740,66,51,2026-03-28T02:00:11Z,3730000,False,,,0,,S. Barnes personal FOUL (1 PF),"[1630567, 1629627]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1830.0,1.0,0.0,Williamson,1629627.0
383,PT09M07.00S,2026-03-28T01:58:58.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,93.11760840998686,48.28431372549019,1610612740,66,53,2026-03-28T02:05:50Z,3760000,False,-9.0,12.0,1,right,Z. Williamson driving Layup (12 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,1.49,Made,12.0,,,,,,,,,,,,,,
384,PT09M07.00S,2026-03-28T01:59:08.4Z,3,REGULAR,foul,personal,['1freethrow'],1630567,,,1610612740,66,53,2026-03-28T02:00:02Z,3770000,False,,,0,,S. Barnes shooting personal FOUL (2 PF) (Williamson 1 FT),"[1630567, 1629627]",1610612761.0,TOR,shooting,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,201246.0,2.0,0.0,Williamson,1629627.0
386,PT09M07.00S,2026-03-28T02:00:12.8Z,3,REGULAR,freethrow,1 of 1,[],1629627,,,1610612740,66,54,2026-03-28T02:00:12Z,3790000,False,,,0,,Z. Williamson Free Throw 1 of 1 (13 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,
387,PT08M51.00S,2026-03-28T02:00:31.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,12.565703022339028,58.57843137254902,1610612761,68,54,2026-03-28T02:00:37Z,3800000,False,-43.0,66.0,1,left,S. Barnes 7' fadeaway Jump Shot (12 PTS) (R. Barrett 4 AST),"[1630567, 1629628]",1610612761.0,TOR,fadeaway,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,7.84,Made,12.0,,,,,,,R. Barrett,1629628.0,4.0,,,,,
388,PT08M51.00S,2026-03-28T02:00:35.6Z,3,REGULAR,foul,personal,['1freethrow'],1630180,,,1610612761,68,54,2026-03-28T02:00:54Z,3810000,False,,,0,,S. Bey shooting personal FOUL (1 PF) (Barnes 1 FT),"[1630180, 1630567]",1610612740.0,NOP,shooting,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,201246.0,1.0,0.0,Barnes,1630567.0
390,PT08M51.00S,2026-03-28T02:00:58.3Z,3,REGULAR,freethrow,1 of 1,[],1630567,,,1610612761,69,54,2026-03-28T02:00:58Z,3830000,False,,,0,,S. Barnes Free Throw 1 of 1 (13 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,
391,PT08M28.00S,2026-03-28T02:01:21.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1642274,90.88370565045992,41.66666666666667,1610612740,69,56,2026-03-28T02:01:25Z,3840000,False,-42.0,33.0,1,right,Y. Missi Hook (7 PTS) (Z. Williamson 4 AST),"[1642274, 1629627]",1610612740.0,NOP,,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),0-8 Center,,,,5.33,Made,7.0,,,,,,,Z. Williamson,1629627.0,4.0,,,,,
393,PT08M10.00S,2026-03-28T02:01:39.2Z,3,REGULAR,2pt,Jump Shot,[],1630567,23.603810775295663,32.84313725490196,1610612761,69,56,2026-03-28T02:04:24Z,3860000,False,86.0,169.0,1,left,MISS S. Barnes 18' pullup Shot,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Right Center,,,,18.99,Missed,,,,,,,,,,,,,,,
394,PT08M05.00S,2026-03-28T02:01:44.2Z,3,REGULAR,rebound,defensive,[],1630180,,,1610612740,69,56,2026-03-28T02:01:45Z,3870000,False,,,0,,S. Bey REBOUND (Off:1 Def:1),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Mid-Range,16-24 Right Center,,,,,,,,,393.0,2.0,1.0,1.0,,,,,,,,
428,PT08M03.00S,2026-03-28T02:01:47.6Z,3,REGULAR,turnover,lost ball,[],1630180,,,1610612740,69,56,2026-03-28T02:09:07Z,3890000,False,,,0,,S. Bey lost ball TURNOVER (2 TO),"[1630180, 1627742]",1610612740.0,NOP,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,2.0,Ingram,1627742.0,,,,,,,,,,,,,,,,,
429,PT08M03.00S,2026-03-28T02:01:47.6Z,3,REGULAR,steal,,[],1627742,,,1610612761,69,56,2026-03-28T02:09:07Z,3900000,False,,,0,,B. Ingram STEAL (1 STL),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
398,PT07M53.00S,2026-03-28T02:01:56.1Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627751,8.623521681997373,47.05882352941176,1610612761,71,56,2026-03-28T03:39:41Z,3910000,False,15.0,29.0,1,left,J. Poeltl running Layup (10 PTS) (S. Barnes 9 AST),"[1627751, 1630567]",1610612761.0,TOR,running,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,3.22,Made,10.0,,,,,,,S. Barnes,1630567.0,9.0,,,,,
401,PT07M35.00S,2026-03-28T02:02:20.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642266,,,1610612740,71,56,2026-03-28T02:02:45Z,3930000,False,,,0,,J. Walter shooting personal FOUL (1 PF) (Fears 2 FT),"[1642266, 1642847]",1610612761.0,TOR,shooting,,,Walter,J. Walter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1629183.0,1.0,0.0,Fears,1642847.0
403,PT07M35.00S,2026-03-28T02:02:46.0Z,3,REGULAR,freethrow,1 of 2,[],1642847,,,1610612740,71,57,2026-03-28T02:02:46Z,3950000,False,,,0,,J. Fears Free Throw 1 of 2 (3 PTS),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
404,PT07M35.00S,2026-03-28T02:02:47.2Z,3,REGULAR,substitution,out,[],1642266,,,1610612740,71,57,2026-03-28T02:02:51Z,3960000,False,,,0,,SUB out: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT07M35.00S,2026-03-28T02:02:47.2Z,3,REGULAR,substitution,in,[],1642347,,,1610612740,71,57,2026-03-28T02:02:51Z,3970000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT07M35.00S,2026-03-28T02:03:03.6Z,3,REGULAR,freethrow,2 of 2,[],1642847,,,1610612740,71,58,2026-03-28T02:03:03Z,3980000,False,,,0,,J. Fears Free Throw 2 of 2 (4 PTS),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
407,PT07M20.00S,2026-03-28T02:03:20.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627751,6.1268068331143235,50.49019607843137,1610612761,71,58,2026-03-28T02:03:29Z,3990000,False,-2.0,5.0,1,left,MISS J. Poeltl cutting DUNK,[1627751],1610612761.0,TOR,cutting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,0.57,Missed,,,,,,,,,,,,,,,
408,PT07M15.00S,2026-03-28T02:03:25.6Z,3,REGULAR,rebound,offensive,[],1627751,,,1610612761,71,58,2026-03-28T02:03:29Z,4000000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:6),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,407.0,7.0,6.0,1.0,,,,,,,,
409,PT07M15.00S,2026-03-28T02:03:25.0Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627751,5.590000152587891,50.0,1610612761,73,58,2026-03-28T02:12:12Z,4010000,False,0.0,0.0,1,left,J. Poeltl tip Layup (12 PTS),[1627751],1610612761.0,TOR,tip,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,0.0,Made,12.0,,,,,,,,,,,,,,
410,PT07M07.00S,2026-03-28T02:03:36.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630567,,,1610612740,73,58,2026-03-28T02:03:58Z,4020000,False,,,0,,S. Barnes shooting personal FOUL (3 PF) (Williamson 2 FT),"[1630567, 1629627]",1610612761.0,TOR,shooting,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1830.0,3.0,0.0,Williamson,1629627.0
412,PT07M07.00S,2026-03-28T02:04:09.0Z,3,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,73,59,2026-03-28T02:04:09Z,4040000,False,,,0,,Z. Williamson Free Throw 1 of 2 (14 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
413,PT07M07.00S,2026-03-28T02:04:20.2Z,3,REGULAR,substitution,out,[],1630567,,,1610612740,73,59,2026-03-28T02:04:26Z,4050000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT07M07.00S,2026-03-28T02:04:20.2Z,3,REGULAR,substitution,in,[],1642367,,,1610612740,73,59,2026-03-28T02:04:26Z,4060000,False,,,0,,SUB in: J. Mogbo,[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT07M07.00S,2026-03-28T02:04:44.3Z,3,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,73,60,2026-03-28T02:04:44Z,4070000,False,,,0,,Z. Williamson Free Throw 2 of 2 (15 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,Made,15.0,,,,,,,,,,,,,,
416,PT06M59.00S,2026-03-28T02:04:56.7Z,3,REGULAR,foul,personal,[],1642847,,,1610612761,73,60,2026-03-28T02:05:02Z,4080000,False,,,0,,J. Fears personal FOUL (2 PF),"[1642847, 1642347]",1610612740.0,NOP,,,,Fears,J. Fears,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1629183.0,2.0,0.0,Shead,1642347.0
418,PT06M59.00S,2026-03-28T02:05:06.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,73,60,2026-03-28T02:05:06Z,4100000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT06M45.00S,2026-03-28T02:08:26.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,5.601182654402102,55.88235294117647,1610612761,73,60,2026-03-28T02:08:32Z,4110000,False,-29.0,0.0,1,left,MISS B. Ingram reverse Layup - blocked,"[1627742, 1630529]",1610612761.0,TOR,reverse,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,2.94,Missed,,Jones,1630529.0,,,,,,,,,,,,
420,PT06M45.00S,2026-03-28T02:08:26.1Z,3,REGULAR,block,,[],1630529,,,1610612761,73,60,2026-03-28T02:08:29Z,4120000,False,,,0,,H. Jones BLOCK (2 BLK),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
421,PT06M41.00S,2026-03-28T02:08:30.1Z,3,REGULAR,rebound,offensive,[],1642367,,,1610612761,73,60,2026-03-28T02:08:32Z,4130000,False,,,0,,J. Mogbo REBOUND (Off:1 Def:0),[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,Restricted Area,0-8 Center,,,,,,,,,419.0,1.0,0.0,1.0,,,,,,,,
422,PT06M39.00S,2026-03-28T02:08:32.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629628,27.283180026281208,81.37254901960785,1610612761,76,60,2026-03-28T02:08:36Z,4140000,False,-157.0,204.0,1,left,R. Barrett 25' 3PT  (13 PTS) (J. Mogbo 1 AST),"[1629628, 1642367]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,,,,25.74,Made,13.0,,,,,,,J. Mogbo,1642367.0,1.0,,,,,
424,PT06M23.00S,2026-03-28T02:08:52.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,91.93495400788436,59.068627450980394,1610612740,76,62,2026-03-28T02:08:57Z,4160000,False,45.0,23.0,1,right,Z. Williamson cutting finger roll Layup (17 PTS),[1629627],1610612740.0,NOP,cutting finger roll,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,5.09,Made,17.0,,,,,,,,,,,,,,
426,PT06M23.00S,2026-03-28T02:08:54.7Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627751,,,1610612740,76,62,2026-03-28T02:09:16Z,4180000,False,,,0,,J. Poeltl shooting personal FOUL (3 PF) (Williamson 1 FT),"[1627751, 1629627]",1610612761.0,TOR,shooting,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1629183.0,3.0,0.0,Williamson,1629627.0
430,PT06M23.00S,2026-03-28T02:09:16.9Z,3,REGULAR,freethrow,1 of 1,[],1629627,,,1610612740,76,63,2026-03-28T02:09:16Z,4200000,False,,,0,,Z. Williamson Free Throw 1 of 1 (18 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,Made,18.0,,,,,,,,,,,,,,
431,PT06M02.00S,2026-03-28T02:09:38.0Z,3,REGULAR,3pt,Jump Shot,[],1642347,34.247700394218136,35.049019607843135,1610612761,76,63,2026-03-28T02:09:43Z,4210000,False,75.0,269.0,1,left,MISS J. Shead 27' pullup 3PT,[1642347],1610612761.0,TOR,pullup,,,Shead,J. Shead,,,,,Above the Break 3,24+ Center,,,,27.96,Missed,,,,,,,,,,,,,,,
