actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotResult,pointsTotal,stealPlayerName,stealPersonId,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
169,PT00M37.10S,2025-11-23T23:40:31.0Z,1,REGULAR,substitution,out,[],1629008,,,1610612751,34,27,2025-11-23T23:40:34Z,1690000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT00M37.10S,2025-11-23T23:40:31.0Z,1,REGULAR,substitution,in,[],1641730,,,1610612751,34,27,2025-11-23T23:40:34Z,1700000,False,,,0,,SUB in: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT00M37.10S,2025-11-23T23:40:54.2Z,1,REGULAR,freethrow,2 of 2,[],1642962,,,1610612751,34,28,2025-11-23T23:40:54Z,1710000,False,,,0,,D. Powell Free Throw 2 of 2 (2 PTS),[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,
172,PT00M24.60S,2025-11-23T23:41:10.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,82.07950065703022,37.254901960784316,1610612761,34,28,2025-11-23T23:41:34Z,1720000,False,-64.0,116.0,1,right,MISS S. Barnes 13' pullup Shot,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,Missed,,,,13.23,,,,,,,,,
173,PT00M21.90S,2025-11-23T23:41:12.7Z,1,REGULAR,rebound,defensive,[],1642962,,,1610612751,34,28,2025-11-23T23:41:12Z,1730000,False,,,0,,D. Powell REBOUND (Off:0 Def:1),[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,172.0,1.0,1.0,0.0,,
174,PT00M00.20S,2025-11-23T23:41:35.0Z,1,REGULAR,2pt,Jump Shot,[],1641730,22.683968462549277,53.431372549019606,1610612751,34,28,2025-11-23T23:42:58Z,1740000,False,-17.0,161.0,1,left,MISS N. Clowney 16' pullup Shot - blocked,"[1641730, 1630567]",1610612751.0,BKN,pullup,,,Clowney,N. Clowney,,,,,Mid-Range,16-24 Center,,,,,,,Missed,,,,16.16,,,,,,,,Barnes,1630567.0
175,PT00M00.20S,2025-11-23T23:41:35.0Z,1,REGULAR,block,,[],1630567,,,1610612751,34,28,2025-11-23T23:41:38Z,1750000,False,,,0,,S. Barnes BLOCK (1 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
176,PT00M00.10S,2025-11-23T23:41:35.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,34,28,2025-11-23T23:42:58Z,1760000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,174.0,,,,,
177,PT00M00.00S,2025-11-23T23:41:42.1Z,1,REGULAR,period,end,[],0,,,1610612751,34,28,2025-11-23T23:41:42Z,1770000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2025-11-23T23:42:09.1Z,2,REGULAR,substitution,out,['startperiod'],1641730,,,1610612751,34,28,2025-11-23T23:44:11Z,1780000,False,,,0,,SUB out: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2025-11-23T23:42:09.1Z,2,REGULAR,substitution,in,['startperiod'],1629008,,,1610612751,34,28,2025-11-23T23:44:11Z,1790000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2025-11-23T23:44:22.0Z,2,REGULAR,period,start,[],0,,,1610612761,34,28,2025-11-23T23:44:22Z,1800000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT11M47.00S,2025-11-23T23:44:34.1Z,2,REGULAR,foul,personal,['3freethrow'],1630549,,,1610612761,34,28,2025-11-23T23:44:47Z,1810000,False,,,0,,D. Sharpe shooting personal FOUL (1 PF) (Dick 3 FT),"[1630549, 1641711]",1610612751.0,BKN,shooting,,,Sharpe,D. Sharpe,,,,,Left Corner 3,24+ Left,2714.0,1.0,0.0,Dick,1641711.0,,,,,,,,,,,,,,,
183,PT11M47.00S,2025-11-23T23:45:07.8Z,2,REGULAR,freethrow,1 of 3,[],1641711,,,1610612761,35,28,2025-11-23T23:45:07Z,1830000,False,,,0,,G. Dick Free Throw 1 of 3 (4 PTS),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,
184,PT11M47.00S,2025-11-23T23:45:25.1Z,2,REGULAR,freethrow,2 of 3,[],1641711,,,1610612761,36,28,2025-11-23T23:45:25Z,1840000,False,,,0,,G. Dick Free Throw 2 of 3 (5 PTS),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,
185,PT11M47.00S,2025-11-23T23:45:36.3Z,2,REGULAR,freethrow,3 of 3,[],1641711,,,1610612761,37,28,2025-11-23T23:45:36Z,1850000,False,,,0,,G. Dick Free Throw 3 of 3 (6 PTS),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,
186,PT11M31.00S,2025-11-23T23:45:57.5Z,2,REGULAR,foul,personal,['2freethrow'],1641711,,,1610612751,37,28,2025-11-23T23:46:03Z,1860000,False,,,0,,G. Dick shooting personal FOUL (1 PF) (Sharpe 2 FT),"[1641711, 1630549]",1610612761.0,TOR,shooting,,,Dick,G. Dick,,,,,In The Paint (Non-RA),0-8 Center,1193.0,1.0,0.0,Sharpe,1630549.0,,,,,,,,,,,,,,,
188,PT11M31.00S,2025-11-23T23:46:21.7Z,2,REGULAR,freethrow,1 of 2,[],1630549,,,1610612751,37,28,2025-11-23T23:46:45Z,1880000,False,,,0,,MISS D. Sharpe Free Throw 1 of 2,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
189,PT11M31.00S,2025-11-23T23:46:21.7Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612751,37,28,2025-11-23T23:46:45Z,1890000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,188.0,,,,,
190,PT11M31.00S,2025-11-23T23:46:21.7Z,2,REGULAR,freethrow,2 of 2,[],1630549,,,1610612751,37,28,2025-11-23T23:46:45Z,1900000,False,,,0,,MISS D. Sharpe Free Throw 2 of 2,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
191,PT11M27.00S,2025-11-23T23:46:25.7Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612761,37,28,2025-11-23T23:46:45Z,1910000,False,,,0,,I. Quickley REBOUND (Off:0 Def:2),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,190.0,2.0,2.0,0.0,,
192,PT11M08.00S,2025-11-23T23:47:02.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,87.99277266754271,51.9607843137255,1610612761,37,28,2025-11-23T23:47:09Z,1920000,False,10.0,60.0,1,right,MISS I. Quickley 6' driving floating Shot - blocked,"[1630193, 1629008]",1610612761.0,TOR,driving floating,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Missed,,,,6.12,,,,,,,,Porter Jr.,1629008.0
193,PT11M08.00S,2025-11-23T23:47:02.3Z,2,REGULAR,block,,[],1629008,,,1610612761,37,28,2025-11-23T23:47:04Z,1930000,False,,,0,,M. Porter Jr. BLOCK (1 BLK),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
194,PT11M05.00S,2025-11-23T23:47:05.3Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612751,37,28,2025-11-23T23:47:09Z,1940000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,192.0,1.0,1.0,0.0,,
195,PT10M47.00S,2025-11-23T23:47:24.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,4.944152431011826,47.30392156862745,1610612751,37,28,2025-11-23T23:49:22Z,1950000,False,13.0,-6.0,1,left,MISS T. Mann driving Layup,[1629611],1610612751.0,BKN,driving,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,,Missed,,,,1.48,,,,,,,,,
196,PT10M44.00S,2025-11-23T23:47:27.3Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612761,37,28,2025-11-23T23:47:31Z,1960000,False,,,0,,I. Quickley REBOUND (Off:0 Def:3),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,195.0,3.0,3.0,0.0,,
197,PT10M42.00S,2025-11-23T23:47:29.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1641711,93.9060446780552,51.225490196078425,1610612761,39,28,2025-11-23T23:47:36Z,1970000,False,6.0,5.0,1,right,G. Dick running alley-oop DUNK (8 PTS) (S. Barnes 3 AST),"[1641711, 1630567]",1610612761.0,TOR,running alley-oop,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,,,,,,,Made,8.0,,,0.78,S. Barnes,1630567.0,3.0,,,,,,
199,PT10M42.00S,2025-11-23T23:47:35.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,39,28,2025-11-23T23:47:35Z,1990000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT10M30.00S,2025-11-23T23:50:44.5Z,2,REGULAR,3pt,Jump Shot,[],1629008,32.40801576872536,43.13725490196079,1610612751,39,28,2025-11-23T23:50:52Z,2000000,False,34.0,252.0,1,left,MISS M. Porter Jr. 25' 3PT,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,,,Missed,,,,25.44,,,,,,,,,
201,PT10M28.00S,2025-11-23T23:50:46.9Z,2,REGULAR,rebound,offensive,[],1629611,,,1610612751,39,28,2025-11-23T23:50:46Z,2010000,False,,,0,,T. Mann REBOUND (Off:1 Def:0),[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,200.0,1.0,0.0,1.0,,
202,PT10M26.00S,2025-11-23T23:50:49.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629008,5.601182654402102,39.950980392156865,1610612751,39,30,2025-11-23T23:51:27Z,2020000,False,50.0,0.0,1,left,M. Porter Jr. cutting Layup (6 PTS) (T. Mann 2 AST),"[1629008, 1629611]",1610612751.0,BKN,cutting,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Made,6.0,,,5.02,T. Mann,1629611.0,2.0,,,,,,
204,PT10M07.00S,2025-11-23T23:51:07.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641711,82.07950065703022,62.99019607843137,1610612761,39,30,2025-11-23T23:51:11Z,2040000,False,65.0,116.0,1,right,MISS G. Dick 13' pullup Shot,[1641711],1610612761.0,TOR,pullup,,,Dick,G. Dick,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,Missed,,,,13.3,,,,,,,,,
205,PT10M05.00S,2025-11-23T23:51:09.7Z,2,REGULAR,rebound,defensive,[],1630549,,,1610612751,39,30,2025-11-23T23:51:11Z,2050000,False,,,0,,D. Sharpe REBOUND (Off:1 Def:2),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,204.0,3.0,2.0,1.0,,
206,PT09M57.00S,2025-11-23T23:51:17.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,6.652431011826544,50.98039215686274,1610612751,39,32,2025-11-23T23:51:25Z,2060000,False,-5.0,10.0,1,left,T. Mann driving finger roll Layup (3 PTS),[1629611],1610612751.0,BKN,driving finger roll,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,,Made,3.0,,,1.11,,,,,,,,,
207,PT09M42.00S,2025-11-23T23:51:32.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630572,93.9060446780552,51.9607843137255,1610612761,41,32,2025-11-23T23:51:37Z,2070000,False,10.0,5.0,1,right,S. Mamukelashvili driving finger roll Layup (7 PTS) (I. Quickley 2 AST),"[1630572, 1630193]",1610612761.0,TOR,driving finger roll,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,,,,,Made,7.0,,,1.09,I. Quickley,1630193.0,2.0,,,,,,
209,PT09M25.00S,2025-11-23T23:51:49.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630592,12.302890932982917,47.794117647058826,1610612751,41,34,2025-11-23T23:51:54Z,2090000,False,11.0,63.0,1,left,J. Wilson 6' turnaround Hook (2 PTS),[1630592],1610612751.0,BKN,turnaround,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Made,2.0,,,6.41,,,,,,,,,
210,PT09M04.00S,2025-11-23T23:52:11.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,92.9862023653088,51.9607843137255,1610612761,43,34,2025-11-23T23:52:17Z,2100000,False,10.0,13.0,1,right,S. Barnes finger roll Layup (6 PTS) (G. Dick 1 AST),"[1630567, 1641711]",1610612761.0,TOR,finger roll,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,Made,6.0,,,1.66,G. Dick,1641711.0,1.0,,,,,,
212,PT08M46.00S,2025-11-23T23:52:28.3Z,2,REGULAR,2pt,Jump Shot,[],1629008,18.74178712220762,25.0,1610612751,43,34,2025-11-23T23:52:38Z,2120000,False,125.0,124.0,1,left,MISS M. Porter Jr. 17' fadeaway Shot,[1629008],1610612751.0,BKN,fadeaway,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,Missed,,,,17.59,,,,,,,,,
213,PT08M46.00S,2025-11-23T23:52:28.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,43,34,2025-11-23T23:52:38Z,2130000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,212.0,,,,,
214,PT08M46.00S,2025-11-23T23:52:35.3Z,2,REGULAR,foul,personal,[],1630572,,,1610612751,43,34,2025-11-23T23:53:47Z,2140000,False,,,0,,S. Mamukelashvili loose ball personal FOUL (2 PF),"[1630572, 1630549]",1610612761.0,TOR,loose ball,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,1627963.0,2.0,0.0,Sharpe,1630549.0,,,,,,,,,,,,,,,
216,PT08M46.00S,2025-11-23T23:52:42.5Z,2,REGULAR,substitution,out,[],1641711,,,1610612751,43,34,2025-11-23T23:52:46Z,2160000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M46.00S,2025-11-23T23:52:42.5Z,2,REGULAR,substitution,in,[],1630534,,,1610612751,43,34,2025-11-23T23:52:46Z,2170000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M38.00S,2025-11-23T23:53:04.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629008,32.670827858081466,50.98039215686274,1610612751,43,37,2025-11-23T23:53:10Z,2180000,False,-5.0,255.0,1,left,M. Porter Jr. 25' 3PT  (9 PTS) (D. Powell 1 AST),"[1629008, 1642962]",1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,,,Made,9.0,,,25.46,D. Powell,1642962.0,1.0,,,,,,
219,PT08M28.00S,2025-11-23T23:53:14.0Z,2,REGULAR,3pt,Jump Shot,[],1630534,92.9862023653088,1.9607843137254901,1610612761,43,37,2025-11-23T23:53:20Z,2190000,False,-240.0,13.0,1,right,MISS O. Agbaji 24' 3PT,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Left Corner 3,24+ Left,,,,,,,Missed,,,,24.06,,,,,,,,,
220,PT08M25.00S,2025-11-23T23:53:17.2Z,2,REGULAR,rebound,offensive,[],1630567,,,1610612761,43,37,2025-11-23T23:53:17Z,2200000,False,,,0,,S. Barnes REBOUND (Off:1 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,219.0,3.0,2.0,1.0,,
221,PT08M24.00S,2025-11-23T23:53:18.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629628,93.64323258869908,98.0392156862745,1610612761,46,37,2025-11-23T23:53:23Z,2210000,False,240.0,7.0,1,right,R. Barrett 24' 3PT  (10 PTS) (S. Barnes 4 AST),"[1629628, 1630567]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Right Corner 3,24+ Right,,,,,,,Made,10.0,,,24.03,S. Barnes,1630567.0,4.0,,,,,,
223,PT08M11.00S,2025-11-23T23:53:30.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642962,16.770696452036795,47.05882352941176,1610612751,46,39,2025-11-23T23:53:37Z,2230000,False,15.0,105.0,1,left,D. Powell 10' turnaround fadeaway Jump Shot (4 PTS),[1642962],1610612751.0,BKN,turnaround fadeaway,,,Powell,D. Powell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,Made,4.0,,,10.61,,,,,,,,,
224,PT08M00.00S,2025-11-23T23:53:45.1Z,2,REGULAR,foul,personal,['2freethrow'],1629611,,,1610612761,46,39,2025-11-23T23:53:56Z,2240000,False,,,0,,T. Mann shooting personal FOUL (2 PF) (Quickley 2 FT),"[1629611, 1630193]",1610612751.0,BKN,shooting,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,1193.0,2.0,0.0,Quickley,1630193.0,,,,,,,,,,,,,,,
226,PT08M00.00S,2025-11-23T23:54:14.1Z,2,REGULAR,freethrow,1 of 2,[],1630193,,,1610612761,47,39,2025-11-23T23:54:14Z,2260000,False,,,0,,I. Quickley Free Throw 1 of 2 (4 PTS),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,
227,PT08M00.00S,2025-11-23T23:54:14.9Z,2,REGULAR,substitution,out,[],1630549,,,1610612761,47,39,2025-11-23T23:54:18Z,2270000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M00.00S,2025-11-23T23:54:14.9Z,2,REGULAR,substitution,in,[],1629651,,,1610612761,47,39,2025-11-23T23:54:18Z,2280000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M00.00S,2025-11-23T23:54:14.9Z,2,REGULAR,substitution,out,[],1642962,,,1610612761,47,39,2025-11-23T23:54:39Z,2290000,False,,,0,,SUB out: D. Powell,[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M00.00S,2025-11-23T23:54:14.9Z,2,REGULAR,substitution,out,[],1629611,,,1610612761,47,39,2025-11-23T23:54:39Z,2300000,False,,,0,,SUB out: T. Mann,[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M00.00S,2025-11-23T23:54:14.9Z,2,REGULAR,substitution,in,[],1631213,,,1610612761,47,39,2025-11-23T23:54:39Z,2310000,False,,,0,,SUB in: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M00.00S,2025-11-23T23:54:14.9Z,2,REGULAR,substitution,in,[],1630533,,,1610612761,47,39,2025-11-23T23:54:39Z,2320000,False,,,0,,SUB in: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M00.00S,2025-11-23T23:54:54.9Z,2,REGULAR,freethrow,2 of 2,[],1630193,,,1610612761,48,39,2025-11-23T23:54:54Z,2330000,False,,,0,,I. Quickley Free Throw 2 of 2 (5 PTS),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,
235,PT07M45.00S,2025-11-23T23:55:12.5Z,2,REGULAR,3pt,Jump Shot,[],1631213,29.38567674113009,85.29411764705883,1610612751,48,42,2025-11-23T23:55:19Z,2340000,False,-176.0,224.0,1,left,T. Martin 28' 3PT  (13 PTS) (M. Porter Jr. 1 AST),"[1631213, 1629008]",1610612751.0,BKN,,,,Martin,T. Martin,,,,,Above the Break 3,24+ Left Center,,,,,,,Made,13.0,,,28.49,M. Porter Jr.,1629008.0,1.0,,,,,,
237,PT07M33.00S,2025-11-23T23:55:24.7Z,2,REGULAR,foul,personal,['2freethrow'],1630592,,,1610612761,48,42,2025-11-23T23:55:40Z,2360000,False,,,0,,J. Wilson shooting personal FOUL (1 PF) (Barrett 2 FT),"[1630592, 1629628]",1610612751.0,BKN,shooting,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,2714.0,1.0,0.0,Barrett,1629628.0,,,,,,,,,,,,,,,
239,PT07M33.00S,2025-11-23T23:56:03.8Z,2,REGULAR,freethrow,1 of 2,[],1629628,,,1610612761,49,42,2025-11-23T23:56:03Z,2380000,False,,,0,,R. Barrett Free Throw 1 of 2 (11 PTS),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,Made,11.0,,,,,,,,,,,,
240,PT07M33.00S,2025-11-23T23:56:04.7Z,2,REGULAR,substitution,out,[],1630567,,,1610612761,49,42,2025-11-23T23:56:29Z,2390000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M33.00S,2025-11-23T23:56:04.7Z,2,REGULAR,substitution,out,[],1630193,,,1610612761,49,42,2025-11-23T23:56:29Z,2400000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M33.00S,2025-11-23T23:56:04.7Z,2,REGULAR,substitution,out,[],1630572,,,1610612761,49,42,2025-11-23T23:56:29Z,2410000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M33.00S,2025-11-23T23:56:04.7Z,2,REGULAR,substitution,out,[],1630592,,,1610612761,49,42,2025-11-23T23:56:29Z,2420000,False,,,0,,SUB out: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M33.00S,2025-11-23T23:56:04.7Z,2,REGULAR,substitution,in,[],1627742,,,1610612761,49,42,2025-11-23T23:56:29Z,2430000,False,,,0,,SUB in: B. Ingram,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M33.00S,2025-11-23T23:56:04.7Z,2,REGULAR,substitution,in,[],1642347,,,1610612761,49,42,2025-11-23T23:56:29Z,2440000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M33.00S,2025-11-23T23:56:04.7Z,2,REGULAR,substitution,in,[],1642867,,,1610612761,49,42,2025-11-23T23:56:29Z,2450000,False,,,0,,SUB in: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M33.00S,2025-11-23T23:56:04.7Z,2,REGULAR,substitution,in,[],1641730,,,1610612761,49,42,2025-11-23T23:56:29Z,2460000,False,,,0,,SUB in: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M33.00S,2025-11-23T23:56:42.2Z,2,REGULAR,freethrow,2 of 2,[],1629628,,,1610612761,50,42,2025-11-23T23:56:42Z,2470000,False,,,0,,R. Barrett Free Throw 2 of 2 (12 PTS),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,Made,12.0,,,,,,,,,,,,
249,PT07M09.00S,2025-11-23T23:57:08.3Z,2,REGULAR,3pt,Jump Shot,[],1631213,29.25427069645204,73.0392156862745,1610612751,50,42,2025-11-23T23:57:16Z,2480000,False,-115.0,222.0,1,left,MISS T. Martin 25' step back 3PT,[1631213],1610612751.0,BKN,step back,,,Martin,T. Martin,,,,,Above the Break 3,24+ Left Center,,,,,,,Missed,,,,25.06,,,,,,,,,
250,PT07M05.00S,2025-11-23T23:57:12.3Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612761,50,42,2025-11-23T23:57:16Z,2490000,False,,,0,,R. Barrett REBOUND (Off:0 Def:2),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,249.0,2.0,2.0,0.0,,
251,PT06M52.00S,2025-11-23T23:57:24.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630534,90.22667542706965,46.32352941176471,1610612761,50,42,2025-11-23T23:57:30Z,2500000,False,-18.0,39.0,1,right,MISS O. Agbaji driving floating Shot - blocked,"[1630534, 1641730]",1610612761.0,TOR,driving floating,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,,,,,,,Missed,,,,4.35,,,,,,,,Clowney,1641730.0
252,PT06M52.00S,2025-11-23T23:57:24.7Z,2,REGULAR,block,,[],1641730,,,1610612761,50,42,2025-11-23T23:57:27Z,2510000,False,,,0,,N. Clowney BLOCK (1 BLK),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
