actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,playerName,playerNameI,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
89,PT06M08.00S,2026-04-02T00:25:36.3Z,1,REGULAR,substitution,in,[],1630165,,,1610612761,10,12,2026-04-02T00:25:46Z,880000,False,,,0,,SUB in: K. Hayes,[1630165],1610612758.0,SAC,,,,,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,
90,PT06M08.00S,2026-04-02T00:25:36.3Z,1,REGULAR,substitution,in,[],1642928,,,1610612761,10,12,2026-04-02T00:25:46Z,890000,False,,,0,,SUB in: D. Cardwell,[1642928],1610612758.0,SAC,,,,,,,,Cardwell,D. Cardwell,,,,,,,,,,,,,,,,,,,,,,
91,PT06M08.00S,2026-04-02T00:25:36.3Z,1,REGULAR,substitution,in,[],1628370,,,1610612761,10,12,2026-04-02T00:25:46Z,900000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,
92,PT06M08.00S,2026-04-02T00:25:58.6Z,1,REGULAR,freethrow,2 of 2,[],1627751,,,1610612761,11,12,2026-04-02T00:25:58Z,910000,False,,,0,,J. Poeltl Free Throw 2 of 2 (5 PTS),[1627751],1610612761.0,TOR,,,,,,,,Poeltl,J. Poeltl,,,,Made,,,,,5.0,,,,,,,,,,,,,
93,PT05M47.00S,2026-04-02T00:26:20.9Z,1,REGULAR,3pt,Jump Shot,[],1628370,4.812746386333772,95.58823529411765,1610612758,11,12,2026-04-02T00:26:25Z,920000,False,-228.0,-7.0,1,left,MISS M. Monk 3PT,[1628370],1610612758.0,SAC,,,,,,,,Monk,M. Monk,Left Corner 3,24+ Left,22.8,Missed,,,,,,,,,,,,,,,,,,
94,PT05M43.00S,2026-04-02T00:26:24.9Z,1,REGULAR,rebound,defensive,[],1630572,,,1610612761,11,12,2026-04-02T00:26:25Z,930000,False,,,0,,S. Mamukelashvili REBOUND (Off:1 Def:1),[1630572],1610612761.0,TOR,,,,,,,,Mamukelashvili,S. Mamukelashvili,Left Corner 3,24+ Left,,,93.0,2.0,1.0,1.0,,,,,,,,,,,,,,
95,PT05M35.00S,2026-04-02T00:26:32.4Z,1,REGULAR,3pt,Jump Shot,[],1630572,67.09921156373193,67.40196078431373,1610612761,14,12,2026-04-02T00:26:36Z,940000,False,87.0,257.0,1,right,S. Mamukelashvili 27' 3PT  (3 PTS) (J. Walter 2 AST),"[1630572, 1642266]",1610612761.0,TOR,,,,,,,,Mamukelashvili,S. Mamukelashvili,Above the Break 3,24+ Right Center,27.11,Made,,,,,3.0,J. Walter,1642266.0,2.0,,,,,,,,,,
98,PT05M16.00S,2026-04-02T00:27:09.0Z,1,REGULAR,foul,offensive,[],201942,,,1610612758,14,12,2026-04-02T00:34:36Z,970000,False,,,0,,D. DeRozan charge offensive FOUL (2 PF),"[201942, 1642266]",1610612758.0,SAC,charge,,,,,,200833.0,DeRozan,D. DeRozan,Restricted Area,0-8 Center,,,,,,,,,,,,,,2.0,0.0,Walter,1642266.0,,,
100,PT05M16.00S,2026-04-02T00:27:09.0Z,1,REGULAR,turnover,offensive foul,[],201942,,,1610612758,14,12,2026-04-02T00:27:09Z,990000,False,,,0,,D. DeRozan offensive foul TURNOVER (1 TO),[201942],1610612758.0,SAC,,,,,,,200833.0,DeRozan,D. DeRozan,Restricted Area,0-8 Center,,,,,,,,,,,1.0,,,,,,,,,
101,PT05M16.00S,2026-04-02T00:27:17.8Z,1,REGULAR,substitution,out,[],1627751,,,1610612761,14,12,2026-04-02T00:27:42Z,1000000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,
102,PT05M16.00S,2026-04-02T00:27:17.8Z,1,REGULAR,substitution,out,[],201942,,,1610612761,14,12,2026-04-02T00:27:42Z,1010000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,
103,PT05M16.00S,2026-04-02T00:27:17.8Z,1,REGULAR,substitution,in,[],1642867,,,1610612761,14,12,2026-04-02T00:27:42Z,1020000,False,,,0,,SUB in: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,
104,PT05M16.00S,2026-04-02T00:27:17.8Z,1,REGULAR,substitution,in,[],1631342,,,1610612761,14,12,2026-04-02T00:27:42Z,1030000,False,,,0,,SUB in: D. Plowden,[1631342],1610612758.0,SAC,,,,,,,,Plowden,D. Plowden,,,,,,,,,,,,,,,,,,,,,,
105,PT05M00.00S,2026-04-02T00:28:02.9Z,1,REGULAR,turnover,bad pass,[],1642347,,,1610612761,14,12,2026-04-02T00:28:07Z,1040000,False,,,0,,J. Shead bad pass TURNOVER (1 TO),"[1642347, 1630165]",1610612761.0,TOR,,,,,,,,Shead,J. Shead,Mid-Range,16-24 Center,,,,,,,,,,,1.0,Hayes,1630165.0,,,,,,,
106,PT05M00.00S,2026-04-02T00:28:02.9Z,1,REGULAR,steal,,[],1630165,,,1610612758,14,12,2026-04-02T00:28:05Z,1050000,False,,,0,,K. Hayes STEAL (1 STL),[1630165],1610612758.0,SAC,,,,,,,,Hayes,K. Hayes,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
107,PT04M48.00S,2026-04-02T00:28:14.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630165,19.004599211563733,49.754901960784316,1610612758,14,12,2026-04-02T00:28:24Z,1060000,False,1.0,126.0,1,left,MISS K. Hayes 12' pullup Shot,[1630165],1610612758.0,SAC,pullup,,,,,,,Hayes,K. Hayes,In The Paint (Non-RA),8-16 Center,12.61,Missed,,,,,,,,,,,,,,,,,,
108,PT04M48.00S,2026-04-02T00:28:14.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,14,12,2026-04-02T00:28:24Z,1070000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,107.0,,,,,,,,,,,,,,,,,
109,PT04M48.00S,2026-04-02T00:28:22.5Z,1,REGULAR,foul,personal,[],1642347,,,1610612758,14,12,2026-04-02T00:29:17Z,1080000,False,,,0,,J. Shead loose ball personal FOUL (1 PF),"[1642347, 1642928]",1610612761.0,TOR,loose ball,,,,,,2882.0,Shead,J. Shead,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,0.0,Cardwell,1642928.0,,,
111,PT04M48.00S,2026-04-02T00:28:42.1Z,1,REGULAR,foul,personal,[],1630639,,,1610612758,14,12,2026-04-02T00:28:57Z,1100000,False,,,0,,A. Lawson personal FOUL (1 PF),"[1630639, 1631342]",1610612761.0,TOR,,,,,,,200833.0,Lawson,A. Lawson,Mid-Range,16-24 Right,,,,,,,,,,,,,,1.0,0.0,Plowden,1631342.0,,,
113,PT04M34.00S,2026-04-02T00:29:14.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628370,17.0335085413929,40.44117647058824,1610612758,14,14,2026-04-02T00:29:22Z,1120000,False,48.0,108.0,1,left,M. Monk 11' fadeaway Jump Shot (2 PTS),[1628370],1610612758.0,SAC,fadeaway,,,,,,,Monk,M. Monk,In The Paint (Non-RA),8-16 Center,11.77,Made,,,,,2.0,,,,,,,,,,,,,
114,PT04M17.00S,2026-04-02T00:29:30.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642867,93.77463863337714,50.49019607843137,1610612761,16,14,2026-04-02T00:29:34Z,1130000,False,2.0,6.0,1,right,C. Murray-Boyles driving Layup (2 PTS) (A. Lawson 1 AST),"[1642867, 1630639]",1610612761.0,TOR,driving,,,,,,,Murray-Boyles,C. Murray-Boyles,Restricted Area,0-8 Center,0.65,Made,,,,,2.0,A. Lawson,1630639.0,1.0,,,,,,,,,,
116,PT03M59.00S,2026-04-02T00:29:53.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630639,,,1610612758,16,14,2026-04-02T00:30:00Z,1150000,False,,,0,,A. Lawson personal FOUL (2 PF) (Monk 2 FT),"[1630639, 1628370]",1610612761.0,TOR,,,,,,,2882.0,Lawson,A. Lawson,Mid-Range,8-16 Center,,,,,,,,,,,,,,2.0,0.0,Monk,1628370.0,,,
118,PT03M59.00S,2026-04-02T00:30:15.6Z,1,REGULAR,freethrow,1 of 2,[],1628370,,,1610612758,16,14,2026-04-02T00:30:15Z,1170000,False,,,0,,MISS M. Monk Free Throw 1 of 2,[1628370],1610612758.0,SAC,,,,,,,,Monk,M. Monk,,,,Missed,,,,,,,,,,,,,,,,,,
119,PT03M59.00S,2026-04-02T00:30:15.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,16,14,2026-04-02T00:30:15Z,1180000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,118.0,,,,,,,,,,,,,,,,,
120,PT03M59.00S,2026-04-02T00:30:16.6Z,1,REGULAR,substitution,out,[],1630639,,,1610612758,16,14,2026-04-02T00:30:22Z,1190000,False,,,0,,SUB out: A. Lawson,[1630639],1610612761.0,TOR,,,,,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,,,,
121,PT03M59.00S,2026-04-02T00:30:16.6Z,1,REGULAR,substitution,out,[],1642347,,,1610612758,16,14,2026-04-02T00:30:22Z,1200000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,
122,PT03M59.00S,2026-04-02T00:30:16.6Z,1,REGULAR,substitution,in,[],1630567,,,1610612758,16,14,2026-04-02T00:30:22Z,1210000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,
123,PT03M59.00S,2026-04-02T00:30:16.6Z,1,REGULAR,substitution,in,[],1642918,,,1610612758,16,14,2026-04-02T00:30:22Z,1220000,False,,,0,,SUB in: A. Martin,[1642918],1610612761.0,TOR,,,,,,,,Martin,A. Martin,,,,,,,,,,,,,,,,,,,,,,
124,PT03M59.00S,2026-04-02T00:30:37.1Z,1,REGULAR,freethrow,2 of 2,[],1628370,,,1610612758,16,15,2026-04-02T00:30:37Z,1230000,False,,,0,,M. Monk Free Throw 2 of 2 (3 PTS),[1628370],1610612758.0,SAC,,,,,,,,Monk,M. Monk,,,,Made,,,,,3.0,,,,,,,,,,,,,
125,PT03M48.00S,2026-04-02T00:30:49.4Z,1,REGULAR,3pt,Jump Shot,[],1630567,69.59592641261499,25.245098039215684,1610612761,16,15,2026-04-02T00:30:53Z,1240000,False,-124.0,233.0,1,right,MISS S. Barnes 26' pullup 3PT,[1630567],1610612761.0,TOR,pullup,,,,,,,Barnes,S. Barnes,Above the Break 3,24+ Left Center,26.41,Missed,,,,,,,,,,,,,,,,,,
126,PT03M45.00S,2026-04-02T00:30:52.4Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612758,16,15,2026-04-02T00:30:53Z,1250000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:1),[1630173],1610612758.0,SAC,,,,,,,,Achiuwa,P. Achiuwa,Above the Break 3,24+ Left Center,,,125.0,2.0,1.0,1.0,,,,,,,,,,,,,,
127,PT03M30.00S,2026-04-02T00:31:07.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630173,6.1268068331143235,51.225490196078425,1610612758,16,17,2026-04-02T00:31:11Z,1260000,False,-6.0,5.0,1,left,P. Achiuwa DUNK (6 PTS) (D. Cardwell 1 AST),"[1630173, 1642928]",1610612758.0,SAC,,,,,,,,Achiuwa,P. Achiuwa,Restricted Area,0-8 Center,0.8,Made,,,,,6.0,D. Cardwell,1642928.0,1.0,,,,,,,,,,
129,PT03M19.00S,2026-04-02T00:31:18.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642867,93.64323258869908,50.0,1610612761,18,17,2026-04-02T00:31:22Z,1280000,False,0.0,7.0,1,right,C. Murray-Boyles Layup (4 PTS) (S. Mamukelashvili 1 AST),"[1642867, 1630572]",1610612761.0,TOR,,,,,,,,Murray-Boyles,C. Murray-Boyles,Restricted Area,0-8 Center,0.73,Made,,,,,4.0,S. Mamukelashvili,1630572.0,1.0,,,,,,,,,,
131,PT03M05.00S,2026-04-02T00:31:32.7Z,1,REGULAR,3pt,Jump Shot,[],1628370,32.40801576872536,64.2156862745098,1610612758,18,20,2026-04-02T00:31:36Z,1300000,False,-71.0,252.0,1,left,M. Monk 26' 3PT  (6 PTS) (K. Hayes 1 AST),"[1628370, 1630165]",1610612758.0,SAC,,,,,,,,Monk,M. Monk,Above the Break 3,24+ Center,26.19,Made,,,,,6.0,K. Hayes,1630165.0,1.0,,,,,,,,,,
133,PT02M51.00S,2026-04-02T00:31:46.4Z,1,REGULAR,3pt,Jump Shot,[],1630572,67.62483574244416,67.8921568627451,1610612761,18,20,2026-04-02T00:31:50Z,1320000,False,89.0,252.0,1,right,MISS S. Mamukelashvili 26' 3PT,[1630572],1610612761.0,TOR,,,,,,,,Mamukelashvili,S. Mamukelashvili,Above the Break 3,24+ Right Center,26.72,Missed,,,,,,,,,,,,,,,,,,
134,PT02M48.00S,2026-04-02T00:31:48.9Z,1,REGULAR,rebound,defensive,[],1628370,,,1610612758,18,20,2026-04-02T00:31:48Z,1330000,False,,,0,,M. Monk REBOUND (Off:0 Def:1),[1628370],1610612758.0,SAC,,,,,,,,Monk,M. Monk,Above the Break 3,24+ Right Center,,,133.0,1.0,1.0,0.0,,,,,,,,,,,,,,
135,PT02M46.00S,2026-04-02T00:31:51.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628370,33.459264126149804,48.77450980392157,1610612758,18,23,2026-04-02T00:31:56Z,1340000,False,6.0,262.0,1,left,M. Monk 26' 3PT running pullup (9 PTS),[1628370],1610612758.0,SAC,running pullup,,,,,,,Monk,M. Monk,Above the Break 3,24+ Center,26.21,Made,,,,,9.0,,,,,,,,,,,,,
136,PT02M24.00S,2026-04-02T00:32:13.0Z,1,REGULAR,3pt,Jump Shot,[],1642867,92.32917214191852,97.54901960784314,1610612761,18,23,2026-04-02T00:32:17Z,1350000,False,238.0,20.0,1,right,MISS C. Murray-Boyles 3PT,[1642867],1610612761.0,TOR,,,,,,,,Murray-Boyles,C. Murray-Boyles,Right Corner 3,24+ Right,23.85,Missed,,,,,,,,,,,,,,,,,,
137,PT02M22.00S,2026-04-02T00:32:15.0Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612758,18,23,2026-04-02T00:32:17Z,1360000,False,,,0,,K. Hayes REBOUND (Off:0 Def:1),[1630165],1610612758.0,SAC,,,,,,,,Hayes,K. Hayes,Right Corner 3,24+ Right,,,136.0,1.0,1.0,0.0,,,,,,,,,,,,,,
138,PT02M17.00S,2026-04-02T00:32:23.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,10.726018396846255,59.068627450980394,1610612758,18,25,2026-04-02T00:32:29Z,1370000,False,-45.0,48.0,1,left,K. Hayes 6' driving floating bank Jump Shot (2 PTS),[1630165],1610612758.0,SAC,driving floating bank,,,,,,,Hayes,K. Hayes,In The Paint (Non-RA),0-8 Center,6.62,Made,,,,,2.0,,,,,,,,,,,,,
139,PT02M17.00S,2026-04-02T00:32:27.4Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1642867,,,1610612758,18,25,2026-04-02T00:35:25Z,1380000,False,,,0,,C. Murray-Boyles shooting personal FOUL (1 PF) (Hayes 1 FT),"[1642867, 1630165]",1610612761.0,TOR,shooting,,,,,,200833.0,Murray-Boyles,C. Murray-Boyles,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,0.0,Hayes,1630165.0,,,
141,PT02M17.00S,2026-04-02T00:32:35.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,18,25,2026-04-02T00:32:36Z,1400000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M17.00S,2026-04-02T00:32:36.8Z,1,REGULAR,substitution,out,[],1642867,,,1610612758,18,25,2026-04-02T00:35:23Z,1410000,False,,,0,,SUB out: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,
143,PT02M17.00S,2026-04-02T00:32:36.8Z,1,REGULAR,substitution,out,[],1642266,,,1610612758,18,25,2026-04-02T00:35:23Z,1420000,False,,,0,,SUB out: J. Walter,[1642266],1610612761.0,TOR,,,,,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,
144,PT02M17.00S,2026-04-02T00:32:36.8Z,1,REGULAR,substitution,in,[],1642347,,,1610612758,18,25,2026-04-02T00:35:23Z,1430000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,
145,PT02M17.00S,2026-04-02T00:32:36.8Z,1,REGULAR,substitution,in,[],1627751,,,1610612758,18,25,2026-04-02T00:35:23Z,1440000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,
146,PT02M17.00S,2026-04-02T00:35:41.0Z,1,REGULAR,freethrow,1 of 1,[],1630165,,,1610612758,18,26,2026-04-02T00:35:41Z,1450000,False,,,0,,K. Hayes Free Throw 1 of 1 (3 PTS),[1630165],1610612758.0,SAC,,,,,,,,Hayes,K. Hayes,,,,Made,,,,,3.0,,,,,,,,,,,,,
147,PT02M00.00S,2026-04-02T00:35:59.2Z,1,REGULAR,3pt,Jump Shot,[],1642918,72.7496714848883,14.215686274509803,1610612761,18,26,2026-04-02T00:45:42Z,1460000,False,-179.0,204.0,1,right,MISS A. Martin 27' pullup 3PT,[1642918],1610612761.0,TOR,pullup,,,,,,,Martin,A. Martin,Above the Break 3,24+ Left Center,27.11,Missed,,,,,,,,,,,,,,,,,,
148,PT01M55.00S,2026-04-02T00:36:04.2Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612761,18,26,2026-04-02T00:36:05Z,1470000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:1),[1627751],1610612761.0,TOR,,,,,,,,Poeltl,J. Poeltl,Above the Break 3,24+ Left Center,,,147.0,2.0,1.0,1.0,,,,,,,,,,,,,,
149,PT01M55.00S,2026-04-02T00:36:04.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627751,94.40999984741211,50.0,1610612761,18,26,2026-04-02T00:36:08Z,1480000,False,0.0,0.0,1,right,MISS J. Poeltl putback Layup,[1627751],1610612761.0,TOR,putback,,,,,,,Poeltl,J. Poeltl,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
151,PT01M54.00S,2026-04-02T00:36:05.6Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612758,18,26,2026-04-02T00:48:28Z,1500000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:2),[1630173],1610612758.0,SAC,,,,,,,,Achiuwa,P. Achiuwa,Restricted Area,0-8 Center,,,149.0,3.0,2.0,1.0,,,,,,,,,,,,,,
152,PT01M50.00S,2026-04-02T00:36:12.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627751,,,1610612758,18,26,2026-04-02T00:36:27Z,1510000,False,,,0,,J. Poeltl shooting personal FOUL (1 PF) (Achiuwa 2 FT),"[1627751, 1630173]",1610612761.0,TOR,shooting,,,,,,2882.0,Poeltl,J. Poeltl,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,0.0,Achiuwa,1630173.0,,,
154,PT01M50.00S,2026-04-02T00:36:37.0Z,1,REGULAR,freethrow,1 of 2,[],1630173,,,1610612758,18,27,2026-04-02T00:36:58Z,1530000,False,,,0,,P. Achiuwa Free Throw 1 of 2 (7 PTS),[1630173],1610612758.0,SAC,,,,,,,,Achiuwa,P. Achiuwa,,,,Made,,,,,7.0,,,,,,,,,,,,,
155,PT01M50.00S,2026-04-02T00:36:38.0Z,1,REGULAR,substitution,out,[],1642918,,,1610612758,18,27,2026-04-02T00:36:45Z,1540000,False,,,0,,SUB out: A. Martin,[1642918],1610612761.0,TOR,,,,,,,,Martin,A. Martin,,,,,,,,,,,,,,,,,,,,,,
156,PT01M50.00S,2026-04-02T00:36:38.0Z,1,REGULAR,substitution,in,[],1629628,,,1610612758,18,27,2026-04-02T00:36:45Z,1550000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,
157,PT01M50.00S,2026-04-02T00:36:37.0Z,1,REGULAR,freethrow,2 of 2,[],1630173,,,1610612758,18,27,2026-04-02T00:36:58Z,1560000,False,,,0,,MISS P. Achiuwa Free Throw 2 of 2,[1630173],1610612758.0,SAC,,,,,,,,Achiuwa,P. Achiuwa,,,,Missed,,,,,,,,,,,,,,,,,,
158,PT01M47.00S,2026-04-02T00:36:40.0Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,18,27,2026-04-02T00:36:58Z,1570000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:2),[1627751],1610612761.0,TOR,,,,,,,,Poeltl,J. Poeltl,,,,,157.0,3.0,2.0,1.0,,,,,,,,,,,,,,
159,PT01M37.00S,2026-04-02T00:37:12.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,89.04402102496715,45.34313725490196,1610612761,18,27,2026-04-02T00:37:22Z,1580000,False,-23.0,50.0,1,right,MISS R. Barrett driving Layup - blocked,"[1629628, 1628370]",1610612761.0,TOR,driving,,,,,,,Barrett,R. Barrett,In The Paint (Non-RA),0-8 Center,5.56,Missed,,,,,,,,,,,,,,,,Monk,1628370.0,
164,PT01M37.00S,2026-04-02T00:37:12.2Z,1,REGULAR,block,,[],1628370,,,1610612761,18,27,2026-04-02T00:38:47Z,1585000,False,,,0,,M. Monk BLOCK (1 BLK),[1628370],1610612758.0,SAC,,,,,,,,Monk,M. Monk,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
160,PT01M36.00S,2026-04-02T00:37:13.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612758,18,27,2026-04-02T00:38:47Z,1590000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,159.0,,,,,,,,,,,,,,,,,
162,PT01M36.00S,2026-04-02T00:37:26.7Z,1,REGULAR,timeout,challenge,['team'],0,,,1610612758,18,27,2026-04-02T00:38:58Z,1610000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT01M18.00S,2026-04-02T00:39:24.6Z,1,REGULAR,3pt,Jump Shot,[],1631342,12.828515111695138,2.696078431372549,1610612758,18,27,2026-04-02T00:39:29Z,1630000,False,237.0,68.0,1,left,MISS D. Plowden 24' 3PT,[1631342],1610612758.0,SAC,,,,,,,,Plowden,D. Plowden,Right Corner 3,24+ Right,24.61,Missed,,,,,,,,,,,,,,,,,,
166,PT01M16.00S,2026-04-02T00:39:26.6Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612758,18,27,2026-04-02T00:39:29Z,1640000,False,,,0,,P. Achiuwa REBOUND (Off:2 Def:2),[1630173],1610612758.0,SAC,,,,,,,,Achiuwa,P. Achiuwa,Right Corner 3,24+ Right,,,165.0,4.0,2.0,2.0,,,,,,,,,,,,,,
167,PT01M13.00S,2026-04-02T00:39:29.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631342,12.302890932982917,4.166666666666666,1610612758,18,27,2026-04-02T00:51:58Z,1650000,False,229.0,63.0,1,left,MISS D. Plowden 3PT,[1631342],1610612758.0,SAC,,,,,,,,Plowden,D. Plowden,Right Corner 3,24+ Right,23.77,Missed,,,,,,,,,,,,,,,,,,
168,PT01M10.00S,2026-04-02T00:39:32.6Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612761,18,27,2026-04-02T00:39:33Z,1660000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612761.0,TOR,,,,,,,,Barrett,R. Barrett,Right Corner 3,24+ Right,,,167.0,1.0,1.0,0.0,,,,,,,,,,,,,,
169,PT01M04.00S,2026-04-02T00:39:38.3Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629628,88.25558475689881,54.65686274509803,1610612761,20,27,2026-04-02T00:52:51Z,1670000,False,23.0,58.0,1,right,R. Barrett 6' running pullup Jump Shot (2 PTS),[1629628],1610612761.0,TOR,running pullup,,,,,,,Barrett,R. Barrett,In The Paint (Non-RA),0-8 Center,6.24,Made,,,,,2.0,,,,,,,,,,,,,
170,PT00M46.10S,2026-04-02T00:39:57.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,9.280551905387648,40.68627450980392,1610612758,20,27,2026-04-02T00:53:12Z,1680000,False,47.0,35.0,1,left,MISS P. Achiuwa driving Layup - blocked,"[1630173, 1630572]",1610612758.0,SAC,driving,,,,,,,Achiuwa,P. Achiuwa,In The Paint (Non-RA),0-8 Center,5.81,Missed,,,,,,,,,,,,,,,,Mamukelashvili,1630572.0,
171,PT00M46.10S,2026-04-02T00:39:57.6Z,1,REGULAR,block,,[],1630572,,,1610612758,20,27,2026-04-02T00:40:00Z,1690000,False,,,0,,S. Mamukelashvili BLOCK (1 BLK),[1630572],1610612761.0,TOR,,,,,,,,Mamukelashvili,S. Mamukelashvili,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
172,PT00M42.60S,2026-04-02T00:40:01.1Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612758,20,27,2026-04-02T00:40:06Z,1700000,False,,,0,,P. Achiuwa REBOUND (Off:3 Def:2),[1630173],1610612758.0,SAC,,,,,,,,Achiuwa,P. Achiuwa,In The Paint (Non-RA),0-8 Center,,,170.0,5.0,2.0,3.0,,,,,,,,,,,,,,
173,PT00M39.70S,2026-04-02T00:40:03.0Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1642928,16.770696452036795,47.05882352941176,1610612758,20,27,2026-04-02T00:40:10Z,1710000,False,15.0,105.0,1,left,MISS D. Cardwell 10' driving Hook,[1642928],1610612758.0,SAC,driving,,,,,,,Cardwell,D. Cardwell,In The Paint (Non-RA),8-16 Center,10.61,Missed,,,,,,,,,,,,,,,,,,
