actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,playerName,playerNameI,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
258,PT07M43.00S,2026-04-02T00:56:25.1Z,2,REGULAR,foul,personal,['2freethrow'],1642928,,,1610612761,38,37,2026-04-02T00:56:31Z,2540000,False,,,0,,D. Cardwell shooting personal FOUL (1 PF) (Murray-Boyles 2 FT),"[1642928, 1642867]",1610612758.0,SAC,shooting,,,,,,200833.0,Cardwell,D. Cardwell,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,Murray-Boyles,1642867.0,,,
260,PT07M43.00S,2026-04-02T00:56:53.0Z,2,REGULAR,freethrow,1 of 2,[],1642867,,,1610612761,39,37,2026-04-02T00:56:53Z,2560000,False,,,0,,C. Murray-Boyles Free Throw 1 of 2 (7 PTS),[1642867],1610612761.0,TOR,,,,,,,,Murray-Boyles,C. Murray-Boyles,,,,Made,,,,,7.0,,,,,,,,,,,,,
261,PT07M43.00S,2026-04-02T00:56:57.1Z,2,REGULAR,substitution,out,[],1628370,,,1610612761,39,37,2026-04-02T00:57:11Z,2570000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,
262,PT07M43.00S,2026-04-02T00:56:57.1Z,2,REGULAR,substitution,out,[],203926,,,1610612761,39,37,2026-04-02T00:57:11Z,2580000,False,,,0,,SUB out: D. McDermott,[203926],1610612758.0,SAC,,,,,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,
263,PT07M43.00S,2026-04-02T00:56:57.1Z,2,REGULAR,substitution,in,[],1630173,,,1610612761,39,37,2026-04-02T00:57:11Z,2590000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612758.0,SAC,,,,,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,
264,PT07M43.00S,2026-04-02T00:56:57.1Z,2,REGULAR,substitution,in,[],1642269,,,1610612761,39,37,2026-04-02T00:57:11Z,2600000,False,,,0,,SUB in: D. Carter,[1642269],1610612758.0,SAC,,,,,,,,Carter,D. Carter,,,,,,,,,,,,,,,,,,,,,,
265,PT07M43.00S,2026-04-02T00:57:20.3Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612761,39,37,2026-04-02T00:57:25Z,2610000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612758.0,SAC,,,,,,,200833.0,,,,,,,,,,,,,,,,,,,,,,,,
266,PT07M43.00S,2026-04-02T00:57:40.8Z,2,REGULAR,freethrow,2 of 2,[],1642867,,,1610612761,40,37,2026-04-02T00:57:40Z,2620000,False,,,0,,C. Murray-Boyles Free Throw 2 of 2 (8 PTS),[1642867],1610612761.0,TOR,,,,,,,,Murray-Boyles,C. Murray-Boyles,,,,Made,,,,,8.0,,,,,,,,,,,,,
267,PT07M36.00S,2026-04-02T00:57:53.7Z,2,REGULAR,foul,personal,[],1642266,,,1610612758,40,37,2026-04-02T00:58:07Z,2630000,False,,,0,,J. Walter personal FOUL (1 PF),"[1642266, 1642363]",1610612761.0,TOR,,,,,,,2882.0,Walter,J. Walter,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1.0,0.0,Clifford,1642363.0,,,
270,PT07M23.00S,2026-04-02T00:58:18.1Z,2,REGULAR,2pt,Jump Shot,[],201942,15.588042049934298,72.54901960784314,1610612758,40,37,2026-04-02T01:12:03Z,2650000,False,-113.0,94.0,1,left,MISS D. DeRozan 14' pullup Shot,[201942],1610612758.0,SAC,pullup,,,,,,,DeRozan,D. DeRozan,Mid-Range,8-16 Left,14.68,Missed,,,,,,,,,,,,,,,,,,
271,PT07M22.00S,2026-04-02T00:58:19.1Z,2,REGULAR,rebound,offensive,[],1642928,,,1610612758,40,37,2026-04-02T00:58:22Z,2660000,False,,,0,,D. Cardwell REBOUND (Off:3 Def:0),[1642928],1610612758.0,SAC,,,,,,,,Cardwell,D. Cardwell,Mid-Range,8-16 Left,,,270.0,3.0,0.0,3.0,,,,,,,,,,,,,,
272,PT07M19.00S,2026-04-02T00:58:22.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642269,5.601182654402102,46.81372549019608,1610612758,40,37,2026-04-02T00:58:30Z,2670000,False,16.0,0.0,1,left,MISS D. Carter driving floating Shot - blocked,"[1642269, 1642347]",1610612758.0,SAC,driving floating,,,,,,,Carter,D. Carter,Restricted Area,0-8 Center,1.59,Missed,,,,,,,,,,,,,,,,Shead,1642347.0,
273,PT07M19.00S,2026-04-02T00:58:22.3Z,2,REGULAR,block,,[],1642347,,,1610612758,40,37,2026-04-02T00:59:59Z,2680000,False,,,0,,J. Shead BLOCK (1 BLK),[1642347],1610612761.0,TOR,,,,,,,,Shead,J. Shead,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
274,PT07M16.00S,2026-04-02T00:58:25.3Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612761,40,37,2026-04-02T00:58:30Z,2690000,False,,,0,,R. Barrett REBOUND (Off:0 Def:3),[1629628],1610612761.0,TOR,,,,,,,,Barrett,R. Barrett,Restricted Area,0-8 Center,,,272.0,3.0,3.0,0.0,,,,,,,,,,,,,,
275,PT07M13.00S,2026-04-02T00:58:27.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642266,95.22010512483574,1.9607843137254901,1610612761,43,37,2026-04-02T00:58:34Z,2700000,False,-240.0,-8.0,1,right,J. Walter 24' 3PT running (8 PTS) (R. Barrett 2 AST),"[1642266, 1629628]",1610612761.0,TOR,running,,,,,,,Walter,J. Walter,Left Corner 3,24+ Left,24.03,Made,,,,,8.0,R. Barrett,1629628.0,2.0,,,,,,,,,,
277,PT06M59.00S,2026-04-02T00:58:41.8Z,2,REGULAR,turnover,lost ball,[],1642928,,,1610612758,43,37,2026-04-02T00:59:09Z,2720000,False,,,0,,D. Cardwell lost ball TURNOVER (1 TO),"[1642928, 1642266]",1610612758.0,SAC,,,,,,,,Cardwell,D. Cardwell,Mid-Range,16-24 Left Center,,,,,,,,,,,1.0,Walter,1642266.0,,,,,,,
278,PT06M59.00S,2026-04-02T00:58:41.8Z,2,REGULAR,steal,,[],1642266,,,1610612761,43,37,2026-04-02T00:58:43Z,2730000,False,,,0,,J. Walter STEAL (3 STL),[1642266],1610612761.0,TOR,,,,,,,,Walter,J. Walter,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
279,PT06M53.00S,2026-04-02T00:58:48.2Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",1642867,91.40932982917214,19.852941176470587,1610612761,45,37,2026-04-02T00:58:56Z,2740000,False,-151.0,28.0,1,right,C. Murray-Boyles 15' running Jump Shot (10 PTS) (R. Barrett 3 AST),"[1642867, 1629628]",1610612761.0,TOR,running,,,,,,,Murray-Boyles,C. Murray-Boyles,Mid-Range,8-16 Left,15.33,Made,,,,,10.0,R. Barrett,1629628.0,3.0,,,,,,,,,,
281,PT06M52.00S,2026-04-02T00:58:53.4Z,2,REGULAR,timeout,full,['team'],0,,,1610612758,45,37,2026-04-02T00:58:53Z,2760000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT06M52.00S,2026-04-02T00:59:22.4Z,2,REGULAR,substitution,out,[],1629628,,,1610612758,45,37,2026-04-02T01:00:40Z,2770000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,
283,PT06M52.00S,2026-04-02T00:59:22.4Z,2,REGULAR,substitution,in,[],1630639,,,1610612758,45,37,2026-04-02T01:00:40Z,2780000,False,,,0,,SUB in: A. Lawson,[1630639],1610612761.0,TOR,,,,,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,,,,
284,PT06M37.00S,2026-04-02T01:01:09.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1642928,6.258212877792378,52.69607843137255,1610612758,45,39,2026-04-02T01:01:14Z,2790000,False,-13.0,6.0,1,left,D. Cardwell alley-oop DUNK (2 PTS) (D. DeRozan 2 AST),"[1642928, 201942]",1610612758.0,SAC,alley-oop,,,,,,,Cardwell,D. Cardwell,Restricted Area,0-8 Center,1.49,Made,,,,,2.0,D. DeRozan,201942.0,2.0,,,,,,,,,,
286,PT06M26.00S,2026-04-02T01:01:22.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642928,,,1610612761,45,39,2026-04-02T01:01:44Z,2810000,False,,,0,,D. Cardwell shooting personal FOUL (2 PF) (Murray-Boyles 2 FT),"[1642928, 1642867]",1610612758.0,SAC,shooting,,,,,,2882.0,Cardwell,D. Cardwell,Restricted Area,0-8 Center,,,,,,,,,,,,,,2.0,0.0,Murray-Boyles,1642867.0,,,
288,PT06M26.00S,2026-04-02T01:01:40.9Z,2,REGULAR,timeout,full,['team'],0,,,1610612761,45,39,2026-04-02T01:01:40Z,2830000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT06M26.00S,2026-04-02T01:03:32.1Z,2,REGULAR,freethrow,1 of 2,[],1642867,,,1610612761,46,39,2026-04-02T01:03:32Z,2850000,False,,,0,,C. Murray-Boyles Free Throw 1 of 2 (11 PTS),[1642867],1610612761.0,TOR,,,,,,,,Murray-Boyles,C. Murray-Boyles,,,,Made,,,,,11.0,,,,,,,,,,,,,
291,PT06M26.00S,2026-04-02T01:03:50.6Z,2,REGULAR,freethrow,2 of 2,[],1642867,,,1610612761,47,39,2026-04-02T01:03:50Z,2860000,False,,,0,,C. Murray-Boyles Free Throw 2 of 2 (12 PTS),[1642867],1610612761.0,TOR,,,,,,,,Murray-Boyles,C. Murray-Boyles,,,,Made,,,,,12.0,,,,,,,,,,,,,
292,PT06M16.00S,2026-04-02T01:04:02.9Z,2,REGULAR,3pt,Jump Shot,[],1642363,26.231931668856767,82.35294117647058,1610612758,47,39,2026-04-02T01:04:09Z,2870000,False,-162.0,194.0,1,left,MISS N. Clifford 25' pullup 3PT,[1642363],1610612758.0,SAC,pullup,,,,,,,Clifford,N. Clifford,Above the Break 3,24+ Left Center,25.27,Missed,,,,,,,,,,,,,,,,,,
293,PT06M15.00S,2026-04-02T01:04:03.9Z,2,REGULAR,rebound,offensive,[],1642269,,,1610612758,47,39,2026-04-02T01:04:09Z,2880000,False,,,0,,D. Carter REBOUND (Off:2 Def:2),[1642269],1610612758.0,SAC,,,,,,,,Carter,D. Carter,Above the Break 3,24+ Left Center,,,292.0,4.0,2.0,2.0,,,,,,,,,,,,,,
294,PT06M15.00S,2026-04-02T01:04:08.5Z,2,REGULAR,foul,personal,['2freethrow'],1642867,,,1610612758,47,39,2026-04-02T01:04:14Z,2890000,False,,,0,,C. Murray-Boyles shooting personal FOUL (2 PF) (Carter 2 FT),"[1642867, 1642269]",1610612761.0,TOR,shooting,,,,,,2882.0,Murray-Boyles,C. Murray-Boyles,Restricted Area,0-8 Center,,,,,,,,,,,,,,2.0,0.0,Carter,1642269.0,,,
296,PT06M15.00S,2026-04-02T01:04:34.2Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1642269,,,1610612758,47,40,2026-04-02T01:04:34Z,2910000,False,,,0,,D. Carter Free Throw 1 of 2 (5 PTS),[1642269],1610612758.0,SAC,,,,,,,,Carter,D. Carter,,,,Made,,,,,5.0,,,,,,,,,,,,,
297,PT06M15.00S,2026-04-02T01:04:51.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1642269,,,1610612758,47,41,2026-04-02T01:04:51Z,2920000,False,,,0,,D. Carter Free Throw 2 of 2 (6 PTS),[1642269],1610612758.0,SAC,,,,,,,,Carter,D. Carter,,,,Made,,,,,6.0,,,,,,,,,,,,,
298,PT06M02.00S,2026-04-02T01:05:05.8Z,2,REGULAR,3pt,Jump Shot,[],1630639,92.46057818659659,3.1862745098039214,1610612761,47,41,2026-04-02T01:05:10Z,2930000,False,-234.0,18.0,1,right,MISS A. Lawson 3PT,[1630639],1610612761.0,TOR,,,,,,,,Lawson,A. Lawson,Left Corner 3,24+ Left,23.48,Missed,,,,,,,,,,,,,,,,,,
299,PT05M57.00S,2026-04-02T01:05:10.8Z,2,REGULAR,rebound,defensive,[],1642928,,,1610612758,47,41,2026-04-02T01:05:10Z,2940000,False,,,0,,D. Cardwell REBOUND (Off:3 Def:1),[1642928],1610612758.0,SAC,,,,,,,,Cardwell,D. Cardwell,Left Corner 3,24+ Left,,,298.0,4.0,1.0,3.0,,,,,,,,,,,,,,
300,PT05M43.00S,2026-04-02T01:05:23.2Z,2,REGULAR,3pt,Jump Shot,[],1630173,7.835085413929041,3.431372549019608,1610612758,47,44,2026-04-02T01:05:27Z,2950000,False,233.0,21.0,1,left,P. Achiuwa 3PT  (10 PTS) (D. DeRozan 3 AST),"[1630173, 201942]",1610612758.0,SAC,,,,,,,,Achiuwa,P. Achiuwa,Right Corner 3,24+ Right,23.38,Made,,,,,10.0,D. DeRozan,201942.0,3.0,,,,,,,,,,
423,PT05M29.00S,2026-04-02T01:05:33.8Z,2,REGULAR,turnover,out-of-bounds,[],1642347,,,1610612761,47,44,2026-04-02T01:38:38Z,2980000,False,,,0,,J. Shead bad pass out-of-bounds TURNOVER (2 TO),[1642347],1610612761.0,TOR,bad pass,,,,,,2882.0,Shead,J. Shead,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,2.0,,,,,,,,,
306,PT05M29.00S,2026-04-02T01:05:44.9Z,2,REGULAR,substitution,out,[],1642867,,,1610612758,47,44,2026-04-02T01:38:38Z,3010000,False,,,0,,SUB out: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,
307,PT05M29.00S,2026-04-02T01:05:44.9Z,2,REGULAR,substitution,out,[],1642347,,,1610612758,47,44,2026-04-02T01:38:38Z,3020000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,
308,PT05M29.00S,2026-04-02T01:05:44.9Z,2,REGULAR,substitution,in,[],1630567,,,1610612758,47,44,2026-04-02T01:38:38Z,3030000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,
309,PT05M29.00S,2026-04-02T01:05:44.9Z,2,REGULAR,substitution,in,[],1627751,,,1610612758,47,44,2026-04-02T01:38:38Z,3040000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,
310,PT05M20.00S,2026-04-02T01:06:09.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642269,7.046649145860711,53.431372549019606,1610612758,47,44,2026-04-02T01:38:38Z,3050000,False,-17.0,14.0,1,left,MISS D. Carter driving finger roll Layup,[1642269],1610612758.0,SAC,driving finger roll,,,,,,,Carter,D. Carter,Restricted Area,0-8 Center,2.2,Missed,,,,,,,,,,,,,,,,,,
311,PT05M17.00S,2026-04-02T01:06:11.3Z,2,REGULAR,rebound,offensive,[],1630173,,,1610612758,47,44,2026-04-02T01:06:11Z,3060000,False,,,0,,P. Achiuwa REBOUND (Off:4 Def:2),[1630173],1610612758.0,SAC,,,,,,,,Achiuwa,P. Achiuwa,Restricted Area,0-8 Center,,,310.0,6.0,2.0,4.0,,,,,,,,,,,,,,
312,PT05M08.00S,2026-04-02T01:06:21.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'fromturnover']",1642363,7.046649145860711,38.970588235294116,1610612758,47,46,2026-04-02T01:38:38Z,3070000,False,55.0,14.0,1,left,N. Clifford driving finger roll Layup (4 PTS) (D. Cardwell 3 AST),"[1642363, 1642928]",1610612758.0,SAC,driving finger roll,,,,,,,Clifford,N. Clifford,In The Paint (Non-RA),0-8 Center,5.68,Made,,,,,4.0,D. Cardwell,1642928.0,3.0,,,,,,,,,,
314,PT04M47.00S,2026-04-02T01:06:42.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,85.3646517739816,41.66666666666667,1610612761,47,46,2026-04-02T01:06:46Z,3090000,False,-42.0,85.0,1,right,MISS S. Barnes 9' pullup Shot,[1630567],1610612761.0,TOR,pullup,,,,,,,Barnes,S. Barnes,In The Paint (Non-RA),8-16 Center,9.48,Missed,,,,,,,,,,,,,,,,,,
315,PT04M45.00S,2026-04-02T01:06:44.3Z,2,REGULAR,rebound,defensive,[],1642928,,,1610612758,47,46,2026-04-02T01:06:46Z,3100000,False,,,0,,D. Cardwell REBOUND (Off:3 Def:2),[1642928],1610612758.0,SAC,,,,,,,,Cardwell,D. Cardwell,In The Paint (Non-RA),8-16 Center,,,314.0,5.0,2.0,3.0,,,,,,,,,,,,,,
316,PT04M38.00S,2026-04-02T01:06:51.0Z,2,REGULAR,3pt,Jump Shot,[],1642269,34.510512483574246,34.55882352941176,1610612758,47,46,2026-04-02T01:06:57Z,3110000,False,77.0,272.0,1,left,MISS D. Carter 28' pullup 3PT,[1642269],1610612758.0,SAC,pullup,,,,,,,Carter,D. Carter,Above the Break 3,24+ Center,28.26,Missed,,,,,,,,,,,,,,,,,,
317,PT04M34.00S,2026-04-02T01:06:55.0Z,2,REGULAR,rebound,defensive,[],1630639,,,1610612761,47,46,2026-04-02T01:06:57Z,3120000,False,,,0,,A. Lawson REBOUND (Off:0 Def:1),[1630639],1610612761.0,TOR,,,,,,,,Lawson,A. Lawson,Above the Break 3,24+ Center,,,316.0,1.0,1.0,0.0,,,,,,,,,,,,,,
318,PT04M29.00S,2026-04-02T01:07:01.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642928,,,1610612761,47,46,2026-04-02T01:07:24Z,3130000,False,,,0,,D. Cardwell shooting personal FOUL (3 PF) (Poeltl 2 FT),"[1642928, 1627751]",1610612758.0,SAC,shooting,,,,,,2882.0,Cardwell,D. Cardwell,Restricted Area,0-8 Center,,,,,,,,,,,,,,3.0,0.0,Poeltl,1627751.0,,,
320,PT04M29.00S,2026-04-02T01:07:30.0Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1627751,,,1610612761,48,46,2026-04-02T01:07:30Z,3150000,False,,,0,,J. Poeltl Free Throw 1 of 2 (6 PTS),[1627751],1610612761.0,TOR,,,,,,,,Poeltl,J. Poeltl,,,,Made,,,,,6.0,,,,,,,,,,,,,
321,PT04M29.00S,2026-04-02T01:07:30.8Z,2,REGULAR,substitution,out,[],1642266,,,1610612761,48,46,2026-04-02T01:07:46Z,3160000,False,,,0,,SUB out: J. Walter,[1642266],1610612761.0,TOR,,,,,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,
322,PT04M29.00S,2026-04-02T01:07:30.8Z,2,REGULAR,substitution,out,[],1642928,,,1610612761,48,46,2026-04-02T01:07:46Z,3170000,False,,,0,,SUB out: D. Cardwell,[1642928],1610612758.0,SAC,,,,,,,,Cardwell,D. Cardwell,,,,,,,,,,,,,,,,,,,,,,
323,PT04M29.00S,2026-04-02T01:07:30.8Z,2,REGULAR,substitution,in,[],1629628,,,1610612761,48,46,2026-04-02T01:07:46Z,3180000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,
324,PT04M29.00S,2026-04-02T01:07:30.8Z,2,REGULAR,substitution,in,[],1631342,,,1610612761,48,46,2026-04-02T01:07:46Z,3190000,False,,,0,,SUB in: D. Plowden,[1631342],1610612758.0,SAC,,,,,,,,Plowden,D. Plowden,,,,,,,,,,,,,,,,,,,,,,
325,PT04M29.00S,2026-04-02T01:07:30.0Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1627751,,,1610612761,48,46,2026-04-02T01:07:52Z,3200000,False,,,0,,MISS J. Poeltl Free Throw 2 of 2,[1627751],1610612761.0,TOR,,,,,,,,Poeltl,J. Poeltl,,,,Missed,,,,,,,,,,,,,,,,,,
326,PT04M27.00S,2026-04-02T01:07:32.0Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612758,48,46,2026-04-02T01:07:52Z,3210000,False,,,0,,P. Achiuwa REBOUND (Off:4 Def:3),[1630173],1610612758.0,SAC,,,,,,,,Achiuwa,P. Achiuwa,,,,,325.0,7.0,3.0,4.0,,,,,,,,,,,,,,
327,PT04M20.00S,2026-04-02T01:08:01.5Z,2,REGULAR,foul,personal,['2freethrow'],1630567,,,1610612758,48,46,2026-04-02T01:08:07Z,3220000,False,,,0,,S. Barnes shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1630567, 201942]",1610612761.0,TOR,shooting,,,,,,2882.0,Barnes,S. Barnes,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,1.0,0.0,DeRozan,201942.0,,,
329,PT04M20.00S,2026-04-02T01:08:21.7Z,2,REGULAR,freethrow,1 of 2,[],201942,,,1610612758,48,47,2026-04-02T01:08:21Z,3240000,False,,,0,,D. DeRozan Free Throw 1 of 2 (1 PTS),[201942],1610612758.0,SAC,,,,,,,,DeRozan,D. DeRozan,,,,Made,,,,,1.0,,,,,,,,,,,,,
330,PT04M20.00S,2026-04-02T01:08:38.6Z,2,REGULAR,freethrow,2 of 2,[],201942,,,1610612758,48,48,2026-04-02T01:08:38Z,3250000,False,,,0,,D. DeRozan Free Throw 2 of 2 (2 PTS),[201942],1610612758.0,SAC,,,,,,,,DeRozan,D. DeRozan,,,,Made,,,,,2.0,,,,,,,,,,,,,
331,PT04M02.00S,2026-04-02T01:08:58.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,88.38699080157687,51.470588235294116,1610612761,50,48,2026-04-02T01:23:16Z,3260000,False,7.0,57.0,1,right,J. Poeltl driving Hook (8 PTS),[1627751],1610612761.0,TOR,driving,,,,,,,Poeltl,J. Poeltl,In The Paint (Non-RA),0-8 Center,5.72,Made,,,,,8.0,,,,,,,,,,,,,
332,PT03M44.00S,2026-04-02T01:09:16.2Z,2,REGULAR,2pt,Jump Shot,[],201942,22.815374507227332,48.77450980392157,1610612758,50,48,2026-04-02T01:09:21Z,3270000,False,6.0,162.0,1,left,MISS D. DeRozan 16' pullup Shot,[201942],1610612758.0,SAC,pullup,,,,,,,DeRozan,D. DeRozan,Mid-Range,16-24 Center,16.21,Missed,,,,,,,,,,,,,,,,,,
333,PT03M40.00S,2026-04-02T01:09:20.2Z,2,REGULAR,rebound,offensive,[],1630173,,,1610612758,50,48,2026-04-02T01:09:21Z,3280000,False,,,0,,P. Achiuwa REBOUND (Off:5 Def:3),[1630173],1610612758.0,SAC,,,,,,,,Achiuwa,P. Achiuwa,Mid-Range,16-24 Center,,,332.0,8.0,3.0,5.0,,,,,,,,,,,,,,
334,PT03M40.00S,2026-04-02T01:09:20.5Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630173,5.590000152587891,50.0,1610612758,50,48,2026-04-02T01:09:23Z,3290000,False,0.0,0.0,1,left,MISS P. Achiuwa tip Layup - blocked,"[1630173, 1630572]",1610612758.0,SAC,tip,,,,,,,Achiuwa,P. Achiuwa,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,Mamukelashvili,1630572.0,
335,PT03M40.00S,2026-04-02T01:09:20.5Z,2,REGULAR,block,,[],1630572,,,1610612758,50,48,2026-04-02T01:09:22Z,3300000,False,,,0,,S. Mamukelashvili BLOCK (2 BLK),[1630572],1610612761.0,TOR,,,,,,,,Mamukelashvili,S. Mamukelashvili,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
336,PT03M40.00S,2026-04-02T01:09:20.5Z,2,REGULAR,rebound,offensive,[],1630173,,,1610612758,50,48,2026-04-02T01:09:23Z,3310000,False,,,0,,P. Achiuwa REBOUND (Off:6 Def:3),[1630173],1610612758.0,SAC,,,,,,,,Achiuwa,P. Achiuwa,Restricted Area,0-8 Center,,,334.0,9.0,3.0,6.0,,,,,,,,,,,,,,
337,PT03M36.00S,2026-04-02T01:09:23.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630173,6.258212877792378,49.50980392156863,1610612758,50,50,2026-04-02T01:09:28Z,3320000,False,2.0,6.0,1,left,P. Achiuwa driving DUNK (12 PTS),[1630173],1610612758.0,SAC,driving,,,,,,,Achiuwa,P. Achiuwa,Restricted Area,0-8 Center,0.68,Made,,,,,12.0,,,,,,,,,,,,,
338,PT03M31.00S,2026-04-02T01:09:29.2Z,2,REGULAR,turnover,lost ball,[],1629628,,,1610612761,50,50,2026-04-02T01:09:32Z,3330000,False,,,0,,R. Barrett lost ball TURNOVER (2 TO),"[1629628, 1631342]",1610612761.0,TOR,,,,,,,,Barrett,R. Barrett,Mid-Range,8-16 Center,,,,,,,,,,,2.0,Plowden,1631342.0,,,,,,,
339,PT03M31.00S,2026-04-02T01:09:29.2Z,2,REGULAR,steal,,[],1631342,,,1610612758,50,50,2026-04-02T01:09:31Z,3340000,False,,,0,,D. Plowden STEAL (1 STL),[1631342],1610612758.0,SAC,,,,,,,,Plowden,D. Plowden,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
340,PT03M27.00S,2026-04-02T01:09:33.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642269,6.389618922470433,49.50980392156863,1610612758,50,52,2026-04-02T01:09:39Z,3350000,False,2.0,8.0,1,left,D. Carter running finger roll Layup (8 PTS) (D. Plowden 1 AST),"[1642269, 1631342]",1610612758.0,SAC,running finger roll,,,,,,,Carter,D. Carter,Restricted Area,0-8 Center,0.8,Made,,,,,8.0,D. Plowden,1631342.0,1.0,,,,,,,,,,
342,PT03M27.00S,2026-04-02T01:09:37.4Z,2,REGULAR,timeout,full,['team'],0,,,1610612761,50,52,2026-04-02T01:09:37Z,3370000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT03M27.00S,2026-04-02T01:10:20.5Z,2,REGULAR,substitution,out,[],1630572,,,1610612761,50,52,2026-04-02T01:11:02Z,3380000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,
344,PT03M27.00S,2026-04-02T01:10:20.5Z,2,REGULAR,substitution,in,[],1642347,,,1610612761,50,52,2026-04-02T01:11:02Z,3390000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,
