actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
178,PT00M32.60S,2026-01-29T01:11:26.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630567,94.40999984741211,50.0,1610612761,28,18,2026-01-29T01:28:41Z,1700000,False,0.0,0.0,1,right,S. Barnes putback Layup (7 PTS),[1630567],1610612761.0,TOR,putback,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,7.0,,,,,,,,,,,,,
179,PT00M24.60S,2026-01-29T01:11:36.2Z,1,REGULAR,3pt,Jump Shot,[],1628384,30.962549277266753,71.56862745098039,1610612752,28,18,2026-01-29T01:11:41Z,1710000,False,-108.0,239.0,1,left,MISS O. Anunoby 26' 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,26.17,Missed,,,,,,,,,,,,,,,,,,
180,PT00M21.30S,2026-01-29T01:11:39.5Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,28,18,2026-01-29T01:11:39Z,1720000,False,,,0,,S. Barnes REBOUND (Off:3 Def:3),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,179.0,6.0,3.0,3.0,,,,,,,,,,,,,,
181,PT00M01.20S,2026-01-29T01:11:59.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,84.97043363994744,60.5392156862745,1610612761,28,18,2026-01-29T01:12:59Z,1730000,False,53.0,89.0,1,right,MISS S. Barnes 10' turnaround fadeaway Shot,[1630567],1610612761.0,TOR,turnaround fadeaway,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,10.33,Missed,,,,,,,,,,,,,,,,,,
182,PT00M01.20S,2026-01-29T01:11:59.6Z,1,REGULAR,rebound,defensive,[],1627824,,,1610612752,28,18,2026-01-29T01:12:25Z,1740000,False,,,0,,G. Yabusele REBOUND (Off:1 Def:3),[1627824],1610612752.0,NYK,,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),8-16 Center,,,181.0,4.0,3.0,1.0,,,,,,,,,,,,,,
185,PT00M00.00S,2026-01-29T01:12:07.6Z,1,REGULAR,period,end,[],0,,,1610612752,28,18,2026-01-29T01:12:07Z,1770000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2026-01-29T01:13:07.2Z,2,REGULAR,substitution,out,['startperiod'],1642266,,,1610612752,28,18,2026-01-29T01:14:39Z,1780000,False,,,0,,SUB out: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2026-01-29T01:13:07.2Z,2,REGULAR,substitution,out,['startperiod'],1642347,,,1610612752,28,18,2026-01-29T01:14:39Z,1790000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2026-01-29T01:13:07.2Z,2,REGULAR,substitution,out,['startperiod'],1630572,,,1610612752,28,18,2026-01-29T01:14:39Z,1800000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2026-01-29T01:13:07.2Z,2,REGULAR,substitution,out,['startperiod'],1627824,,,1610612752,28,18,2026-01-29T01:14:39Z,1810000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612752.0,NYK,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2026-01-29T01:13:07.2Z,2,REGULAR,substitution,in,['startperiod'],1642867,,,1610612752,28,18,2026-01-29T01:14:39Z,1820000,False,,,0,,SUB in: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT12M00.00S,2026-01-29T01:13:07.2Z,2,REGULAR,substitution,in,['startperiod'],1630193,,,1610612752,28,18,2026-01-29T01:14:39Z,1830000,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT12M00.00S,2026-01-29T01:13:07.2Z,2,REGULAR,substitution,in,['startperiod'],1629628,,,1610612752,28,18,2026-01-29T01:14:39Z,1840000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT12M00.00S,2026-01-29T01:13:07.2Z,2,REGULAR,substitution,in,['startperiod'],1626157,,,1610612752,28,18,2026-01-29T01:14:39Z,1850000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT12M00.00S,2026-01-29T01:14:59.2Z,2,REGULAR,period,start,[],0,,,1610612761,28,18,2026-01-29T01:14:59Z,1860000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT11M48.00S,2026-01-29T01:15:11.0Z,2,REGULAR,2pt,Jump Shot,[],1630193,86.15308804204993,20.34313725490196,1610612761,28,18,2026-01-29T01:15:18Z,1870000,False,-148.0,78.0,1,right,MISS I. Quickley 16' turnaround fadeaway Shot,[1630193],1610612761.0,TOR,turnaround fadeaway,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Left,16.74,Missed,,,,,,,,,,,,,,,,,,
196,PT11M45.00S,2026-01-29T01:15:14.0Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,28,18,2026-01-29T01:15:18Z,1880000,False,,,0,,K. Towns REBOUND (Off:0 Def:3),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Mid-Range,16-24 Left,,,195.0,3.0,3.0,0.0,,,,,,,,,,,,,,
197,PT11M31.00S,2026-01-29T01:15:28.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628384,6.258212877792378,49.50980392156863,1610612752,28,20,2026-01-29T01:15:32Z,1890000,False,2.0,6.0,1,left,O. Anunoby driving DUNK (9 PTS) (J. Brunson 1 AST),"[1628384, 1628973]",1610612752.0,NYK,driving,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,0.68,Made,,,,,9.0,J. Brunson,1628973.0,1.0,,,,,,,,,,
199,PT11M17.00S,2026-01-29T01:15:41.1Z,2,REGULAR,2pt,Jump Shot,[],1629628,89.04402102496715,29.65686274509804,1610612761,28,20,2026-01-29T01:20:26Z,1910000,False,-102.0,50.0,1,right,MISS R. Barrett 11' driving floating Shot - blocked,"[1629628, 1628969]",1610612761.0,TOR,driving floating,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Left,11.35,Missed,,,,,,,,,,,,,,,,,Bridges,1628969.0
200,PT11M17.00S,2026-01-29T01:15:41.1Z,2,REGULAR,block,,[],1628969,,,1610612761,28,20,2026-01-29T01:15:43Z,1920000,False,,,0,,M. Bridges BLOCK (1 BLK),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
201,PT11M13.00S,2026-01-29T01:15:45.1Z,2,REGULAR,rebound,offensive,[],1629628,,,1610612761,28,20,2026-01-29T01:15:45Z,1930000,False,,,0,,R. Barrett REBOUND (Off:1 Def:4),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Left,,,199.0,5.0,4.0,1.0,,,,,,,,,,,,,,
202,PT11M13.00S,2026-01-29T01:15:45.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642867,85.3646517739816,51.225490196078425,1610612761,28,20,2026-01-29T01:21:09Z,1940000,False,6.0,85.0,1,right,MISS C. Murray-Boyles 8' floating Shot,[1642867],1610612761.0,TOR,floating,,,Murray-Boyles,C. Murray-Boyles,,,,,In The Paint (Non-RA),8-16 Center,8.53,Missed,,,,,,,,,,,,,,,,,,
203,PT11M08.00S,2026-01-29T01:15:49.9Z,2,REGULAR,rebound,offensive,[],1641711,,,1610612761,28,20,2026-01-29T01:15:49Z,1950000,False,,,0,,G. Dick REBOUND (Off:1 Def:0),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,In The Paint (Non-RA),8-16 Center,,,202.0,1.0,0.0,1.0,,,,,,,,,,,,,,
204,PT11M08.00S,2026-01-29T01:15:49.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641711,94.40999984741211,50.0,1610612761,28,20,2026-01-29T01:15:49Z,1960000,False,0.0,0.0,1,right,MISS G. Dick tip Layup,[1641711],1610612761.0,TOR,tip,,,Dick,G. Dick,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
205,PT11M07.00S,2026-01-29T01:15:50.4Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,28,20,2026-01-29T01:15:50Z,1970000,False,,,0,,K. Towns REBOUND (Off:0 Def:4),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Mid-Range,8-16 Left,,,204.0,4.0,4.0,0.0,,,,,,,,,,,,,,
206,PT11M03.00S,2026-01-29T01:15:55.4Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1628384,6.1268068331143235,48.529411764705884,1610612752,28,22,2026-01-29T01:22:23Z,1980000,False,7.0,5.0,1,left,O. Anunoby running DUNK (11 PTS) (J. Brunson 2 AST),"[1628384, 1628973]",1610612752.0,NYK,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,0.9,Made,,,,,11.0,J. Brunson,1628973.0,2.0,,,,,,,,,,
208,PT10M50.00S,2026-01-29T01:16:07.9Z,2,REGULAR,2pt,Jump Shot,[],1630567,76.95466491458606,69.36274509803921,1610612761,28,22,2026-01-29T01:16:14Z,2000000,False,97.0,164.0,1,right,MISS S. Barnes 19' Jump Shot,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Right Center,19.05,Missed,,,,,,,,,,,,,,,,,,
209,PT10M47.00S,2026-01-29T01:16:10.9Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,28,22,2026-01-29T01:16:14Z,2010000,False,,,0,,K. Towns REBOUND (Off:0 Def:5),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Mid-Range,16-24 Right Center,,,208.0,5.0,5.0,0.0,,,,,,,,,,,,,,
210,PT10M33.00S,2026-01-29T01:16:25.4Z,2,REGULAR,3pt,Jump Shot,[],1628384,16.63929040735874,96.81372549019608,1610612752,28,22,2026-01-29T01:16:29Z,2020000,False,-234.0,104.0,1,left,MISS O. Anunoby 25' 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,25.61,Missed,,,,,,,,,,,,,,,,,,
211,PT10M29.00S,2026-01-29T01:16:29.4Z,2,REGULAR,rebound,defensive,[],1642867,,,1610612761,28,22,2026-01-29T01:16:29Z,2030000,False,,,0,,C. Murray-Boyles REBOUND (Off:1 Def:1),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Above the Break 3,24+ Left Center,,,210.0,2.0,1.0,1.0,,,,,,,,,,,,,,
212,PT10M10.00S,2026-01-29T01:16:47.8Z,2,REGULAR,3pt,Jump Shot,[],1641711,91.80354796320631,97.30392156862744,1610612761,28,22,2026-01-29T01:16:54Z,2040000,False,237.0,25.0,1,right,MISS G. Dick 3PT,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Right Corner 3,24+ Right,23.78,Missed,,,,,,,,,,,,,,,,,,
213,PT10M05.00S,2026-01-29T01:16:52.8Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,28,22,2026-01-29T01:16:54Z,2050000,False,,,0,,K. Towns REBOUND (Off:0 Def:6),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Right Corner 3,24+ Right,,,212.0,6.0,6.0,0.0,,,,,,,,,,,,,,
214,PT10M00.00S,2026-01-29T01:16:57.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628973,27.677398160315374,19.11764705882353,1610612752,28,22,2026-01-29T01:17:10Z,2060000,False,154.0,208.0,1,left,MISS J. Brunson 25' running pullup 3PT,[1628973],1610612752.0,NYK,running pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,25.88,Missed,,,,,,,,,,,,,,,,,,
215,PT09M58.00S,2026-01-29T01:16:59.9Z,2,REGULAR,rebound,defensive,[],1641711,,,1610612761,28,22,2026-01-29T01:17:10Z,2070000,False,,,0,,G. Dick REBOUND (Off:1 Def:1),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Right Center,,,214.0,2.0,1.0,1.0,,,,,,,,,,,,,,
216,PT09M54.00S,2026-01-29T01:17:05.9Z,2,REGULAR,foul,personal,[],203903,,,1610612761,28,22,2026-01-29T01:17:12Z,2080000,False,,,0,,J. Clarkson personal FOUL (1 PF),"[203903, 1630193]",1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,1830.0,1.0,0.0,Quickley,1630193.0,,,,
218,PT09M54.00S,2026-01-29T01:17:12.6Z,2,REGULAR,substitution,out,[],1630567,,,1610612761,28,22,2026-01-29T01:17:15Z,2100000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT09M54.00S,2026-01-29T01:17:12.6Z,2,REGULAR,substitution,in,[],1642347,,,1610612761,28,22,2026-01-29T01:17:15Z,2110000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT09M48.00S,2026-01-29T01:17:33.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,83.13074901445466,39.705882352941174,1610612761,28,22,2026-01-29T01:17:40Z,2120000,False,-51.0,106.0,1,right,MISS R. Barrett 11' driving floating Shot,[1629628],1610612761.0,TOR,driving floating,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Center,11.79,Missed,,,,,,,,,,,,,,,,,,
221,PT09M46.00S,2026-01-29T01:17:35.8Z,2,REGULAR,rebound,offensive,[],1642867,,,1610612761,28,22,2026-01-29T01:17:35Z,2130000,False,,,0,,C. Murray-Boyles REBOUND (Off:2 Def:1),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,In The Paint (Non-RA),8-16 Center,,,220.0,3.0,1.0,2.0,,,,,,,,,,,,,,
222,PT09M44.00S,2026-01-29T01:17:37.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642347,87.20433639947439,98.52941176470588,1610612761,31,22,2026-01-29T01:17:43Z,2140000,False,243.0,68.0,1,right,J. Shead 25' 3PT  (3 PTS) (C. Murray-Boyles 2 AST),"[1642347, 1642867]",1610612761.0,TOR,,,,Shead,J. Shead,,,,,Right Corner 3,24+ Right,25.19,Made,,,,,3.0,C. Murray-Boyles,1642867.0,2.0,,,,,,,,,,
224,PT09M34.00S,2026-01-29T01:17:49.4Z,2,REGULAR,foul,offensive,[],1628969,,,1610612752,31,22,2026-01-29T01:18:01Z,2160000,False,,,0,,M. Bridges off-the-ball offensive FOUL (2 PF),"[1628969, 1642347]",1610612752.0,NYK,off-the-ball,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,200833.0,2.0,0.0,Shead,1642347.0,,,,
226,PT09M34.00S,2026-01-29T01:17:49.4Z,2,REGULAR,turnover,offensive foul,[],1628969,,,1610612752,31,22,2026-01-29T01:17:49Z,2180000,False,,,0,,M. Bridges offensive foul TURNOVER (1 TO),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,200833.0,,,,,,,,
227,PT09M24.00S,2026-01-29T01:18:17.6Z,2,REGULAR,foul,personal,[],1628384,,,1610612761,31,22,2026-01-29T01:18:48Z,2190000,False,,,0,,O. Anunoby personal FOUL (2 PF),"[1628384, 1629628]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,200833.0,2.0,0.0,Barrett,1629628.0,,,,
229,PT09M15.00S,2026-01-29T01:18:44.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629628,70.90998685939553,74.01960784313727,1610612761,34,22,2026-01-29T01:18:50Z,2210000,False,120.0,221.0,1,right,R. Barrett 25' 3PT  (7 PTS) (I. Quickley 2 AST),"[1629628, 1630193]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,25.14,Made,,,,,7.0,I. Quickley,1630193.0,2.0,,,,,,,,,,
231,PT08M59.00S,2026-01-29T01:19:00.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203903,6.1268068331143235,42.8921568627451,1610612752,34,22,2026-01-29T01:30:56Z,2230000,False,36.0,5.0,1,left,MISS J. Clarkson driving Hook,[203903],1610612752.0,NYK,driving,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,3.59,Missed,,,,,,,,,,,,,,,,,,
232,PT08M56.00S,2026-01-29T01:19:03.0Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612752,34,22,2026-01-29T01:19:03Z,2240000,False,,,0,,K. Towns REBOUND (Off:1 Def:6),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,231.0,7.0,6.0,1.0,,,,,,,,,,,,,,
233,PT08M56.00S,2026-01-29T01:19:02.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626157,5.590000152587891,50.0,1610612752,34,22,2026-01-29T01:19:06Z,2250000,False,0.0,0.0,1,left,MISS K. Towns tip Layup,[1626157],1610612752.0,NYK,tip,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
234,PT08M56.00S,2026-01-29T01:19:02.6Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612752,34,22,2026-01-29T01:19:06Z,2260000,False,,,0,,K. Towns REBOUND (Off:2 Def:6),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,233.0,8.0,6.0,2.0,,,,,,,,,,,,,,
235,PT08M54.00S,2026-01-29T01:19:04.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,5.590000152587891,50.0,1610612752,34,22,2026-01-29T01:19:04Z,2270000,False,0.0,0.0,1,left,MISS K. Towns tip Layup - blocked,"[1626157, 1642867]",1610612752.0,NYK,tip,,,Towns,K. Towns,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,Murray-Boyles,1642867.0
236,PT08M54.00S,2026-01-29T01:19:04.2Z,2,REGULAR,block,,[],1642867,,,1610612752,34,22,2026-01-29T01:19:05Z,2280000,False,,,0,,C. Murray-Boyles BLOCK (1 BLK),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
237,PT08M52.00S,2026-01-29T01:19:06.0Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612761,34,22,2026-01-29T01:19:06Z,2290000,False,,,0,,R. Barrett REBOUND (Off:1 Def:5),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Left,,,235.0,6.0,5.0,1.0,,,,,,,,,,,,,,
238,PT08M50.00S,2026-01-29T01:19:09.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629628,92.72339027595268,47.549019607843135,1610612761,34,22,2026-01-29T01:19:19Z,2300000,False,-12.0,16.0,1,right,MISS R. Barrett running Layup - blocked,"[1629628, 1628973]",1610612761.0,TOR,running,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,2.01,Missed,,,,,,,,,,,,,,,,,Brunson,1628973.0
239,PT08M50.00S,2026-01-29T01:19:09.7Z,2,REGULAR,block,,[],1628973,,,1610612761,34,22,2026-01-29T01:19:12Z,2310000,False,,,0,,J. Brunson BLOCK (1 BLK),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
240,PT08M50.00S,2026-01-29T01:19:09.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,34,22,2026-01-29T01:19:19Z,2320000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Restricted Area,0-8 Center,,,238.0,,,,,,,,,,,,,,,,,
242,PT08M50.00S,2026-01-29T01:19:14.9Z,2,REGULAR,substitution,out,[],1628969,,,1610612761,34,22,2026-01-29T01:19:19Z,2340000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT08M50.00S,2026-01-29T01:19:14.9Z,2,REGULAR,substitution,in,[],1629013,,,1610612761,34,22,2026-01-29T01:19:19Z,2350000,False,,,0,,SUB in: L. Shamet,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT08M45.00S,2026-01-29T01:19:38.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630193,85.3646517739816,45.83333333333333,1610612761,34,22,2026-01-29T01:33:14Z,2360000,False,-21.0,85.0,1,right,MISS I. Quickley 8' driving floating Shot,[1630193],1610612761.0,TOR,driving floating,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,8.76,Missed,,,,,,,,,,,,,,,,,,
245,PT08M43.00S,2026-01-29T01:19:40.4Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,34,22,2026-01-29T01:19:43Z,2370000,False,,,0,,K. Towns REBOUND (Off:2 Def:7),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,,,244.0,9.0,7.0,2.0,,,,,,,,,,,,,,
246,PT08M33.00S,2026-01-29T01:19:51.2Z,2,REGULAR,3pt,Jump Shot,[],203903,5.995400788436268,97.05882352941177,1610612752,34,22,2026-01-29T01:19:55Z,2380000,False,-235.0,4.0,1,left,MISS J. Clarkson 3PT,[203903],1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,Left Corner 3,24+ Left,23.53,Missed,,,,,,,,,,,,,,,,,,
247,PT08M31.00S,2026-01-29T01:19:53.2Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612752,34,22,2026-01-29T01:19:55Z,2390000,False,,,0,,K. Towns REBOUND (Off:3 Def:7),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Left Corner 3,24+ Left,,,246.0,10.0,7.0,3.0,,,,,,,,,,,,,,
248,PT08M28.00S,2026-01-29T01:19:55.0Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1626157,14.536793692509855,55.88235294117647,1610612752,34,22,2026-01-29T01:19:58Z,2400000,False,-29.0,84.0,1,left,MISS K. Towns 8' Hook,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,8.91,Missed,,,,,,,,,,,,,,,,,,
249,PT08M27.00S,2026-01-29T01:19:56.4Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612752,34,22,2026-01-29T01:19:56Z,2410000,False,,,0,,K. Towns REBOUND (Off:4 Def:7),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,,,248.0,11.0,7.0,4.0,,,,,,,,,,,,,,
250,PT08M25.00S,2026-01-29T01:19:58.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,9.806176084099869,41.911764705882355,1610612752,34,22,2026-01-29T01:20:02Z,2420000,False,40.0,40.0,1,left,MISS K. Towns Layup - blocked,"[1626157, 1642867]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,5.66,Missed,,,,,,,,,,,,,,,,,Murray-Boyles,1642867.0
251,PT08M25.00S,2026-01-29T01:19:58.1Z,2,REGULAR,block,,[],1642867,,,1610612752,34,22,2026-01-29T01:20:00Z,2430000,False,,,0,,C. Murray-Boyles BLOCK (2 BLK),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
252,PT08M23.00S,2026-01-29T01:20:00.1Z,2,REGULAR,rebound,defensive,[],1642347,,,1610612761,34,22,2026-01-29T01:20:02Z,2440000,False,,,0,,J. Shead REBOUND (Off:0 Def:2),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,In The Paint (Non-RA),0-8 Center,,,250.0,2.0,2.0,0.0,,,,,,,,,,,,,,
253,PT08M20.00S,2026-01-29T01:20:03.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629628,74.45795006570303,15.686274509803921,1610612761,34,22,2026-01-29T01:20:11Z,2450000,False,-172.0,188.0,1,right,MISS R. Barrett 25' running 3PT,[1629628],1610612761.0,TOR,running,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,25.42,Missed,,,,,,,,,,,,,,,,,,
254,PT08M16.00S,2026-01-29T01:20:07.9Z,2,REGULAR,rebound,defensive,[],1628973,,,1610612752,34,22,2026-01-29T01:20:11Z,2460000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,,,253.0,1.0,1.0,0.0,,,,,,,,,,,,,,
255,PT08M09.00S,2026-01-29T01:20:14.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203903,5.338370565045992,51.225490196078425,1610612752,34,22,2026-01-29T01:20:20Z,2470000,False,-6.0,-2.0,1,left,MISS J. Clarkson driving reverse Layup,[203903],1610612752.0,NYK,driving reverse,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,0.65,Missed,,,,,,,,,,,,,,,,,,
256,PT08M05.00S,2026-01-29T01:20:18.9Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612752,34,22,2026-01-29T01:20:20Z,2480000,False,,,0,,K. Towns REBOUND (Off:5 Def:7),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,255.0,12.0,7.0,5.0,,,,,,,,,,,,,,
