actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
18,PT10M53.00S,2026-01-06T00:43:30.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,15.193823915900131,48.529411764705884,1610612737,4,2,2026-01-06T00:43:34Z,180000,False,7.0,90.0,1,left,D. Daniels 9' driving floating Jump Shot (2 PTS) (Z. Risacher 1 AST),"[1630700, 1642258]",1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,,,9.06,Made,2.0,Z. Risacher,1642258.0,1.0,,,,,,,,,,,,
20,PT10M45.00S,2026-01-06T00:43:40.0Z,1,REGULAR,foul,personal,[],1642258,,,1610612761,4,2,2026-01-06T00:43:51Z,200000,False,,,0,,Z. Risacher personal FOUL (2 PF),"[1642258, 1630567]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Mid-Range,16-24 Right,200832.0,,,,,,,,2.0,0.0,Barnes,1630567.0,,,,,,,,
22,PT10M43.00S,2026-01-06T00:43:59.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,93.9060446780552,50.73529411764706,1610612761,6,2,2026-01-06T00:48:44Z,220000,False,4.0,5.0,1,right,I. Quickley cutting Layup (2 PTS) (S. Barnes 2 AST),"[1630193, 1630567]",1610612761.0,TOR,cutting,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,0.61,Made,2.0,S. Barnes,1630567.0,2.0,,,,,,,,,,,,
24,PT10M31.00S,2026-01-06T00:44:10.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,6.521024967148489,48.28431372549019,1610612737,6,2,2026-01-06T00:44:15Z,240000,False,9.0,9.0,1,left,MISS O. Okongwu cutting Layup - blocked,"[1630168, 1642867]",1610612737.0,ATL,cutting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,1.23,Missed,,,,,,,,,,,,,,,Murray-Boyles,1642867.0
25,PT10M31.00S,2026-01-06T00:44:10.7Z,1,REGULAR,block,,[],1642867,,,1610612737,6,2,2026-01-06T00:44:13Z,250000,False,,,0,,C. Murray-Boyles BLOCK (1 BLK),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
26,PT10M28.00S,2026-01-06T00:44:13.7Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612761,6,2,2026-01-06T00:44:15Z,260000,False,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,24.0,1.0,1.0,0.0,,,,
27,PT10M24.00S,2026-01-06T00:44:18.3Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1627742,76.95466491458606,37.745098039215684,1610612761,6,2,2026-01-06T00:49:42Z,270000,False,-61.0,164.0,1,right,MISS B. Ingram 17' running pullup Shot,[1627742],1610612761.0,TOR,running pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Left Center,,,17.52,Missed,,,,,,,,,,,,,,,,
28,PT10M22.00S,2026-01-06T00:44:20.3Z,1,REGULAR,rebound,defensive,[],1629638,,,1610612737,6,2,2026-01-06T00:44:26Z,280000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:2),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,27.0,2.0,2.0,0.0,,,,
29,PT10M18.00S,2026-01-06T00:44:25.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630552,28.203022339027594,21.813725490196077,1610612737,6,2,2026-01-06T00:50:22Z,290000,False,141.0,213.0,1,left,MISS J. Johnson 25' running 3PT,[1630552],1610612737.0,ATL,running,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,,,25.51,Missed,,,,,,,,,,,,,,,,
30,PT10M14.00S,2026-01-06T00:44:29.0Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612761,6,2,2026-01-06T00:44:32Z,300000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,29.0,1.0,1.0,0.0,,,,
31,PT10M05.00S,2026-01-06T00:44:36.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642867,92.85479632063075,53.431372549019606,1610612761,8,2,2026-01-06T00:44:41Z,310000,False,17.0,15.0,1,right,C. Murray-Boyles Layup (4 PTS) (R. Barrett 1 AST),"[1642867, 1629628]",1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,,,2.26,Made,4.0,R. Barrett,1629628.0,1.0,,,,,,,,,,,,
33,PT09M55.00S,2026-01-06T00:44:47.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629638,14.4053876478318,55.14705882352941,1610612737,8,2,2026-01-06T00:44:53Z,330000,False,-26.0,83.0,1,left,MISS N. Alexander-Walker 8' driving floating Shot,[1629638],1610612737.0,ATL,driving floating,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),8-16 Center,,,8.68,Missed,,,,,,,,,,,,,,,,
34,PT09M52.00S,2026-01-06T00:44:50.2Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612761,8,2,2026-01-06T00:44:50Z,340000,False,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,33.0,1.0,1.0,0.0,,,,
35,PT09M49.00S,2026-01-06T00:44:53.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629628,73.9323258869908,83.57843137254902,1610612761,8,2,2026-01-06T00:45:00Z,350000,False,168.0,193.0,1,right,MISS R. Barrett 25' running 3PT,[1629628],1610612761.0,TOR,running,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,,,25.54,Missed,,,,,,,,,,,,,,,,
36,PT09M46.00S,2026-01-06T00:44:56.6Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,8,2,2026-01-06T00:45:00Z,360000,False,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,35.0,1.0,1.0,0.0,,,,
37,PT09M39.00S,2026-01-06T00:45:04.4Z,1,REGULAR,foul,personal,['2freethrow'],1630567,,,1610612737,8,2,2026-01-06T00:45:12Z,370000,False,,,0,,S. Barnes shooting personal FOUL (1 PF) (Johnson 2 FT),"[1630567, 1630552]",1610612761.0,TOR,shooting,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,200832.0,,,,,,,,1.0,0.0,Johnson,1630552.0,,,,,,,,
39,PT09M39.00S,2026-01-06T00:45:29.5Z,1,REGULAR,freethrow,1 of 2,[],1630552,,,1610612737,8,3,2026-01-06T00:45:29Z,390000,False,,,0,,J. Johnson Free Throw 1 of 2 (1 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
40,PT09M39.00S,2026-01-06T00:45:44.8Z,1,REGULAR,freethrow,2 of 2,[],1630552,,,1610612737,8,4,2026-01-06T00:45:44Z,400000,False,,,0,,J. Johnson Free Throw 2 of 2 (2 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
41,PT09M25.00S,2026-01-06T00:46:01.2Z,1,REGULAR,2pt,Jump Shot,[],1642867,84.44480946123521,88.48039215686273,1610612761,10,4,2026-01-06T00:46:07Z,410000,False,192.0,94.0,1,right,C. Murray-Boyles 21' Jump Shot (6 PTS) (S. Barnes 3 AST),"[1642867, 1630567]",1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Mid-Range,16-24 Right,,,21.4,Made,6.0,S. Barnes,1630567.0,3.0,,,,,,,,,,,,
43,PT09M11.00S,2026-01-06T00:46:13.9Z,1,REGULAR,3pt,Jump Shot,[],1642258,32.013797634691194,70.09803921568627,1610612737,10,4,2026-01-06T00:46:19Z,430000,False,-100.0,248.0,1,left,MISS Z. Risacher 26' 3PT,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Left Center,,,26.8,Missed,,,,,,,,,,,,,,,,
44,PT09M08.00S,2026-01-06T00:46:16.9Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612761,10,4,2026-01-06T00:46:19Z,440000,False,,,0,,B. Ingram REBOUND (Off:0 Def:2),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,43.0,2.0,2.0,0.0,,,,
45,PT08M54.00S,2026-01-06T00:46:31.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630567,94.03745072273325,52.94117647058824,1610612761,12,4,2026-01-06T00:46:36Z,450000,False,15.0,4.0,1,right,S. Barnes cutting DUNK (2 PTS) (C. Murray-Boyles 1 AST),"[1630567, 1642867]",1610612761.0,TOR,cutting,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,1.51,Made,2.0,C. Murray-Boyles,1642867.0,1.0,,,,,,,,,,,,
47,PT08M36.00S,2026-01-06T00:46:48.6Z,1,REGULAR,2pt,Jump Shot,[],1630552,21.23850197109067,48.28431372549019,1610612737,12,4,2026-01-06T00:46:55Z,470000,False,9.0,147.0,1,left,MISS J. Johnson 14' fadeaway Shot,[1630552],1610612737.0,ATL,fadeaway,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Center,,,14.74,Missed,,,,,,,,,,,,,,,,
48,PT08M33.00S,2026-01-06T00:46:51.6Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612761,12,4,2026-01-06T00:46:55Z,480000,False,,,0,,R. Barrett REBOUND (Off:0 Def:2),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,47.0,2.0,2.0,0.0,,,,
49,PT08M30.00S,2026-01-06T00:46:54.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630193,67.36202365308804,70.58823529411765,1610612761,15,4,2026-01-06T00:47:02Z,490000,False,103.0,254.0,1,right,I. Quickley 27' 3PT running (5 PTS) (R. Barrett 2 AST),"[1630193, 1629628]",1610612761.0,TOR,running,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,27.43,Made,5.0,R. Barrett,1629628.0,2.0,,,,,,,,,,,,
51,PT08M29.00S,2026-01-06T00:47:02.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,15,4,2026-01-06T00:47:02Z,510000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT08M15.00S,2026-01-06T00:50:12.4Z,1,REGULAR,3pt,Jump Shot,[],1642258,4.812746386333772,98.2843137254902,1610612737,15,4,2026-01-06T00:50:16Z,520000,False,-241.0,-7.0,1,left,MISS Z. Risacher 24' 3PT,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Left Corner 3,24+ Left,,,24.15,Missed,,,,,,,,,,,,,,,,
53,PT08M11.00S,2026-01-06T00:50:16.4Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612761,15,4,2026-01-06T00:50:16Z,530000,False,,,0,,R. Barrett REBOUND (Off:0 Def:3),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,52.0,3.0,3.0,0.0,,,,
54,PT07M58.00S,2026-01-06T00:50:27.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,94.95729303547962,49.26470588235294,1610612761,15,4,2026-01-06T00:50:32Z,540000,False,-4.0,-5.0,1,right,MISS S. Barnes Hook,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,0.63,Missed,,,,,,,,,,,,,,,,
55,PT07M56.00S,2026-01-06T00:50:29.9Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,15,4,2026-01-06T00:50:29Z,550000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,54.0,1.0,1.0,0.0,,,,
65,PT07M49.00S,2026-01-06T00:50:35.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630168,6.783837056504599,52.94117647058824,1610612737,15,4,2026-01-06T00:53:52Z,565000,False,-15.0,11.0,1,left,MISS O. Okongwu driving DUNK - blocked,"[1630168, 1627742]",1610612737.0,ATL,driving,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,1.85,Missed,,,,,,,,,,,,,,,Ingram,1627742.0
66,PT07M49.00S,2026-01-06T00:50:35.0Z,1,REGULAR,block,,[],1627742,,,1610612737,15,4,2026-01-06T00:53:52Z,572500,False,,,0,,B. Ingram BLOCK (1 BLK),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
67,PT07M49.00S,2026-01-06T00:50:35.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,15,4,2026-01-06T00:59:13Z,576250,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,65.0,,,,,,,
60,PT07M49.00S,2026-01-06T00:50:58.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,15,4,2026-01-06T00:50:58Z,600000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M45.00S,2026-01-06T00:53:51.2Z,1,REGULAR,jumpball,recovered,[],1629638,,,1610612737,15,4,2026-01-06T00:53:51Z,620000,False,,,0,,Jump Ball O. Okongwu vs. S. Barnes: Tip to N. Alexander-Walker,"[1629638, 1630168, 1630567]",1610612737.0,ATL,challenge,N. Alexander-Walker,1629638.0,Alexander-Walker,N. Alexander-Walker,Okongwu,1630168.0,Barnes,1630567.0,,,,,,,,,,,,,,,,,,,,,,
93,PT07M37.00S,2026-01-06T00:54:01.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629638,6.176084099868594,50.268075980392155,1610612737,15,4,2026-01-06T00:55:56Z,680000,False,-1.0,6.0,1,left,MISS N. Alexander-Walker driving Layup,[1629638],1610612737.0,ATL,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,0.57,Missed,,,,,,,,,,,,,,,,
94,PT07M37.00S,2026-01-06T00:54:01.7Z,1,REGULAR,rebound,offensive,[],1630552,,,1610612737,15,4,2026-01-06T00:55:56Z,700000,False,,,0,,J. Johnson REBOUND (Off:1 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,93.0,2.0,1.0,1.0,,,,
97,PT07M37.00S,2026-01-06T00:54:07.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'defensivegoaltending']",1630552,7.440867279894875,53.431372549019606,1610612737,15,6,2026-01-06T00:56:49Z,710000,False,-17.0,17.0,1,left,J. Johnson tip Layup (4 PTS),[1630552],1610612737.0,ATL,tip,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,2.45,Made,4.0,,,,,,,,,,,,,,,
102,PT07M37.00S,2026-01-06T00:54:19.6Z,1,REGULAR,violation,defensive goaltending,[],1642867,,,1610612737,15,6,2026-01-06T01:10:07Z,725000,False,,,0,,C. Murray-Boyles defensive goaltending VIOLATION,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,1627534.0,,,,,,,,,,,,,,,,,,,
76,PT07M22.00S,2026-01-06T00:54:27.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,89.96386333771353,53.18627450980392,1610612761,15,6,2026-01-06T00:56:49Z,730000,False,16.0,42.0,1,right,MISS R. Barrett driving floating Shot,[1629628],1610612761.0,TOR,driving floating,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,4.47,Missed,,,,,,,,,,,,,,,,
77,PT07M20.00S,2026-01-06T00:54:29.1Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,15,6,2026-01-06T00:54:29Z,740000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,76.0,2.0,2.0,0.0,,,,
78,PT07M15.00S,2026-01-06T00:54:34.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630700,5.863994743758213,48.529411764705884,1610612737,15,6,2026-01-06T00:54:43Z,750000,False,7.0,3.0,1,left,MISS D. Daniels running Layup,[1630700],1610612737.0,ATL,running,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,0.78,Missed,,,,,,,,,,,,,,,,
79,PT07M15.00S,2026-01-06T00:54:34.4Z,1,REGULAR,rebound,defensive,[],1642867,,,1610612761,15,6,2026-01-06T00:54:43Z,760000,False,,,0,,C. Murray-Boyles REBOUND (Off:0 Def:1),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,78.0,1.0,1.0,0.0,,,,
80,PT06M58.00S,2026-01-06T00:54:51.3Z,1,REGULAR,3pt,Jump Shot,[],1629628,65.39093298291722,51.9607843137255,1610612761,15,6,2026-01-06T00:54:58Z,770000,False,10.0,273.0,1,right,MISS R. Barrett 27' 3PT,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,,,27.3,Missed,,,,,,,,,,,,,,,,
81,PT06M57.00S,2026-01-06T00:54:52.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,15,6,2026-01-06T00:54:58Z,780000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,80.0,,,,,,,
83,PT06M57.00S,2026-01-06T00:54:59.7Z,1,REGULAR,substitution,out,[],1642258,,,1610612737,15,6,2026-01-06T00:55:02Z,800000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M57.00S,2026-01-06T00:54:59.7Z,1,REGULAR,substitution,in,[],1630249,,,1610612737,15,6,2026-01-06T00:55:02Z,810000,False,,,0,,SUB in: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M57.00S,2026-01-06T00:54:59.7Z,1,REGULAR,substitution,out,[],1630567,,,1610612737,15,6,2026-01-06T00:55:11Z,820000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT06M57.00S,2026-01-06T00:54:59.7Z,1,REGULAR,substitution,in,[],1630572,,,1610612737,15,6,2026-01-06T00:55:11Z,830000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT06M45.00S,2026-01-06T00:55:24.2Z,1,REGULAR,turnover,bad pass,[],1630552,,,1610612737,15,6,2026-01-06T00:57:03Z,840000,False,,,0,,J. Johnson bad pass TURNOVER (2 TO),"[1630552, 1629628]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,2.0,,,,,,,,,,,,,,,Barrett,1629628.0,,
88,PT06M45.00S,2026-01-06T00:55:24.2Z,1,REGULAR,steal,,[],1629628,,,1610612761,15,6,2026-01-06T00:55:27Z,850000,False,,,0,,R. Barrett STEAL (1 STL),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
89,PT06M38.00S,2026-01-06T00:55:31.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630193,94.56307490144546,99.75490196078431,1610612761,18,6,2026-01-06T01:04:26Z,860000,False,249.0,-1.0,1,right,I. Quickley 24' 3PT running (8 PTS) (C. Murray-Boyles 2 AST),"[1630193, 1642867]",1610612761.0,TOR,running,,,Quickley,I. Quickley,,,,,Right Corner 3,24+ Right,,,24.88,Made,8.0,C. Murray-Boyles,1642867.0,2.0,,,,,,,,,,,,
91,PT06M30.00S,2026-01-06T00:55:39.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630168,7.30946123521682,48.28431372549019,1610612737,18,8,2026-01-06T01:01:40Z,880000,False,9.0,16.0,1,left,O. Okongwu cutting DUNK (2 PTS) (V. Krejčí 1 AST),"[1630168, 1630249]",1610612737.0,ATL,cutting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,1.83,Made,2.0,V. Krejčí,1630249.0,1.0,,,,,,,,,,,,
95,PT06M10.00S,2026-01-06T00:55:57.9Z,1,REGULAR,2pt,Jump Shot,[],1627742,88.38699080157687,24.754901960784316,1610612761,20,8,2026-01-06T00:56:06Z,900000,False,-126.0,57.0,1,right,B. Ingram 13' turnaround fadeaway Jump Shot (2 PTS) (S. Mamukelashvili 1 AST),"[1627742, 1630572]",1610612761.0,TOR,turnaround fadeaway,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Left,,,13.84,Made,2.0,S. Mamukelashvili,1630572.0,1.0,,,,,,,,,,,,
