actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
432,PT01M22.00S,2026-01-17T02:17:04.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641711,92.9862023653088,49.50980392156863,1610612761,87,77,2026-01-17T02:17:13Z,4280000,False,-2.0,13.0,1,right,G. Dick running Layup (10 PTS) (A. Lawson 2 AST),"[1641711, 1630639]",1610612761.0,TOR,running,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,1.36,Made,,,,,,,,,,,10.0,A. Lawson,1630639.0,2.0,,,,
434,PT01M08.00S,2026-01-17T02:17:19.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630639,,,1610612746,87,77,2026-01-17T02:17:30Z,4300000,False,,,0,,A. Lawson shooting personal FOUL (2 PF) (Niederhäuser 2 FT),"[1630639, 1642949]",1610612761.0,TOR,shooting,,,Lawson,A. Lawson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,2002.0,,,,,2.0,0.0,Niederhäuser,1642949.0
436,PT01M08.00S,2026-01-17T02:17:53.8Z,3,REGULAR,freethrow,1 of 2,[],1642949,,,1610612746,87,77,2026-01-17T02:17:53Z,4320000,False,,,0,,MISS Y. Niederhäuser Free Throw 1 of 2,[1642949],1610612746.0,LAC,,,,Niederhäuser,Y. Niederhäuser,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
437,PT01M08.00S,2026-01-17T02:17:53.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,87,77,2026-01-17T02:17:53Z,4330000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,436.0,,,,,,,,,,,,,,,,,
438,PT01M08.00S,2026-01-17T02:18:02.7Z,3,REGULAR,substitution,out,[],1630534,,,1610612746,87,77,2026-01-17T02:18:21Z,4340000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT01M08.00S,2026-01-17T02:18:02.7Z,3,REGULAR,substitution,out,[],1641757,,,1610612746,87,77,2026-01-17T02:18:21Z,4350000,False,,,0,,SUB out: J. Miller,[1641757],1610612746.0,LAC,,,,Miller,J. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT01M08.00S,2026-01-17T02:18:02.7Z,3,REGULAR,substitution,in,[],1642867,,,1610612746,87,77,2026-01-17T02:18:21Z,4360000,False,,,0,,SUB in: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT01M08.00S,2026-01-17T02:18:02.7Z,3,REGULAR,substitution,in,[],1631102,,,1610612746,87,77,2026-01-17T02:18:21Z,4370000,False,,,0,,SUB in: T. Washington Jr.,[1631102],1610612746.0,LAC,,,,Washington Jr.,T. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT01M08.00S,2026-01-17T02:18:23.5Z,3,REGULAR,freethrow,2 of 2,[],1642949,,,1610612746,87,78,2026-01-17T02:18:23Z,4380000,False,,,0,,Y. Niederhäuser Free Throw 2 of 2 (5 PTS),[1642949],1610612746.0,LAC,,,,Niederhäuser,Y. Niederhäuser,,,,,,,,Made,,,,,,,,,,,5.0,,,,,,,
443,PT00M58.10S,2026-01-17T02:18:36.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,89.17542706964521,51.225490196078425,1610612761,89,78,2026-01-17T02:21:12Z,4390000,False,6.0,49.0,1,right,S. Barnes driving finger roll Layup (12 PTS),[1630567],1610612761.0,TOR,driving finger roll,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,4.97,Made,,,,,,,,,,,12.0,,,,,,,
444,PT00M38.10S,2026-01-17T02:18:58.5Z,3,REGULAR,3pt,Jump Shot,[],201935,32.013797634691194,37.254901960784316,1610612746,89,78,2026-01-17T02:19:03Z,4400000,False,64.0,248.0,1,left,MISS J. Harden 25' step back 3PT,[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,25.64,Missed,,,,,,,,,,,,,,,,,,
445,PT00M35.70S,2026-01-17T02:19:00.9Z,3,REGULAR,rebound,defensive,[],1641711,,,1610612761,89,78,2026-01-17T02:19:03Z,4410000,False,,,0,,G. Dick REBOUND (Off:1 Def:1),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Center,,,444.0,2.0,1.0,1.0,,,,,,,,,,,,,,
446,PT00M29.50S,2026-01-17T02:19:07.1Z,3,REGULAR,3pt,Jump Shot,[],1641711,62.89421813403416,44.36274509803921,1610612761,89,78,2026-01-17T02:19:11Z,4420000,False,-28.0,296.0,1,right,MISS G. Dick 29' 3PT,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Center,29.76,Missed,,,,,,,,,,,,,,,,,,
447,PT00M27.00S,2026-01-17T02:19:09.6Z,3,REGULAR,rebound,defensive,[],1642949,,,1610612746,89,78,2026-01-17T02:19:11Z,4430000,False,,,0,,Y. Niederhäuser REBOUND (Off:0 Def:2),[1642949],1610612746.0,LAC,,,,Niederhäuser,Y. Niederhäuser,,,,,Above the Break 3,24+ Center,,,446.0,2.0,2.0,0.0,,,,,,,,,,,,,,
448,PT00M05.30S,2026-01-17T02:19:31.3Z,3,REGULAR,3pt,Jump Shot,[],1631102,31.750985545335087,65.19607843137256,1610612746,89,78,2026-01-17T02:19:37Z,4440000,False,-76.0,246.0,1,left,MISS T. Washington Jr. 25' step back 3PT,[1631102],1610612746.0,LAC,step back,,,Washington Jr.,T. Washington Jr.,,,,,Above the Break 3,24+ Center,25.75,Missed,,,,,,,,,,,,,,,,,,
449,PT00M01.60S,2026-01-17T02:19:35.0Z,3,REGULAR,rebound,defensive,[],1641711,,,1610612761,89,78,2026-01-17T02:19:37Z,4450000,False,,,0,,G. Dick REBOUND (Off:1 Def:2),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Center,,,448.0,3.0,2.0,1.0,,,,,,,,,,,,,,
451,PT00M00.00S,2026-01-17T02:20:15.3Z,3,REGULAR,period,end,[],0,,,1610612761,89,78,2026-01-17T02:20:15Z,4470000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT12M00.00S,2026-01-17T02:20:20.0Z,4,REGULAR,substitution,out,['startperiod'],1630572,,,1610612761,89,78,2026-01-17T02:22:15Z,4480000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT12M00.00S,2026-01-17T02:20:20.0Z,4,REGULAR,substitution,out,['startperiod'],201935,,,1610612761,89,78,2026-01-17T02:22:15Z,4490000,False,,,0,,SUB out: J. Harden,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT12M00.00S,2026-01-17T02:20:20.0Z,4,REGULAR,substitution,out,['startperiod'],1642949,,,1610612761,89,78,2026-01-17T02:22:15Z,4500000,False,,,0,,SUB out: Y. Niederhäuser,[1642949],1610612746.0,LAC,,,,Niederhäuser,Y. Niederhäuser,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT12M00.00S,2026-01-17T02:20:20.0Z,4,REGULAR,substitution,in,['startperiod'],1642918,,,1610612761,89,78,2026-01-17T02:22:15Z,4510000,False,,,0,,SUB in: A. Martin,[1642918],1610612761.0,TOR,,,,Martin,A. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT12M00.00S,2026-01-17T02:20:20.0Z,4,REGULAR,substitution,in,['startperiod'],1641757,,,1610612761,89,78,2026-01-17T02:22:15Z,4520000,False,,,0,,SUB in: J. Miller,[1641757],1610612746.0,LAC,,,,Miller,J. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT12M00.00S,2026-01-17T02:20:20.0Z,4,REGULAR,substitution,in,['startperiod'],1627826,,,1610612761,89,78,2026-01-17T02:22:15Z,4530000,False,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT12M00.00S,2026-01-17T02:22:25.7Z,4,REGULAR,period,start,[],0,,,1610612746,89,78,2026-01-17T02:22:25Z,4540000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT11M39.00S,2026-01-17T02:22:46.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642353,6.389618922470433,49.50980392156863,1610612746,89,80,2026-01-17T02:22:51Z,4550000,False,2.0,8.0,1,left,C. Christie driving finger roll Layup (9 PTS) (J. Miller 4 AST),"[1642353, 1641757]",1610612746.0,LAC,driving finger roll,,,Christie,C. Christie,,,,,Restricted Area,0-8 Center,0.8,Made,,,,,,,,,,,9.0,J. Miller,1641757.0,4.0,,,,
461,PT11M25.00S,2026-01-17T02:22:59.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,94.1688567674113,50.98039215686274,1610612761,89,80,2026-01-17T02:23:42Z,4570000,False,5.0,2.0,1,right,MISS S. Barnes driving Layup,[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,0.54,Missed,,,,,,,,,,,,,,,,,,
462,PT11M23.00S,2026-01-17T02:23:01.7Z,4,REGULAR,rebound,defensive,[],1631102,,,1610612746,89,80,2026-01-17T02:23:04Z,4580000,False,,,0,,T. Washington Jr. REBOUND (Off:0 Def:1),[1631102],1610612746.0,LAC,,,,Washington Jr.,T. Washington Jr.,,,,,Restricted Area,0-8 Center,,,461.0,1.0,1.0,0.0,,,,,,,,,,,,,,
463,PT11M12.00S,2026-01-17T02:23:14.0Z,4,REGULAR,foul,personal,['2freethrow'],1630567,,,1610612746,89,80,2026-01-17T02:23:23Z,4590000,False,,,0,,S. Barnes shooting personal FOUL (3 PF) (Christie 2 FT),"[1630567, 1642353]",1610612761.0,TOR,shooting,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1626301.0,,,,,3.0,0.0,Christie,1642353.0
465,PT11M12.00S,2026-01-17T02:23:42.8Z,4,REGULAR,freethrow,1 of 2,[],1642353,,,1610612746,89,81,2026-01-17T02:23:42Z,4610000,False,,,0,,C. Christie Free Throw 1 of 2 (10 PTS),[1642353],1610612746.0,LAC,,,,Christie,C. Christie,,,,,,,,Made,,,,,,,,,,,10.0,,,,,,,
466,PT11M12.00S,2026-01-17T02:23:57.9Z,4,REGULAR,freethrow,2 of 2,[],1642353,,,1610612746,89,82,2026-01-17T02:23:57Z,4620000,False,,,0,,C. Christie Free Throw 2 of 2 (11 PTS),[1642353],1610612746.0,LAC,,,,Christie,C. Christie,,,,,,,,Made,,,,,,,,,,,11.0,,,,,,,
467,PT10M57.00S,2026-01-17T02:24:14.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,82.7365308804205,39.950980392156865,1610612761,89,82,2026-01-17T02:24:21Z,4630000,False,-50.0,110.0,1,right,MISS S. Barnes 12' pullup Shot,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,12.07,Missed,,,,,,,,,,,,,,,,,,
468,PT10M56.00S,2026-01-17T02:24:15.9Z,4,REGULAR,rebound,defensive,[],1641757,,,1610612746,89,82,2026-01-17T02:24:47Z,4640000,False,,,0,,J. Miller REBOUND (Off:0 Def:1),[1641757],1610612746.0,LAC,,,,Miller,J. Miller,,,,,In The Paint (Non-RA),8-16 Center,,,467.0,1.0,1.0,0.0,,,,,,,,,,,,,,
469,PT10M43.00S,2026-01-17T02:24:29.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641757,14.011169513797633,49.26470588235294,1610612746,89,84,2026-01-17T02:24:36Z,4650000,False,4.0,79.0,1,left,J. Miller 7' turnaround fadeaway Jump Shot (16 PTS),[1641757],1610612746.0,LAC,turnaround fadeaway,,,Miller,J. Miller,,,,,In The Paint (Non-RA),0-8 Center,7.93,Made,,,,,,,,,,,16.0,,,,,,,
470,PT10M30.00S,2026-01-17T02:24:41.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642918,82.9993429697766,50.245098039215684,1610612761,89,84,2026-01-17T02:24:46Z,4660000,False,1.0,107.0,1,right,MISS A. Martin 10' pullup Shot,[1642918],1610612761.0,TOR,pullup,,,Martin,A. Martin,,,,,In The Paint (Non-RA),8-16 Center,10.73,Missed,,,,,,,,,,,,,,,,,,
471,PT10M28.00S,2026-01-17T02:24:43.9Z,4,REGULAR,rebound,defensive,[],1627826,,,1610612746,89,84,2026-01-17T02:24:46Z,4670000,False,,,0,,I. Zubac REBOUND (Off:2 Def:6),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,,,470.0,8.0,6.0,2.0,,,,,,,,,,,,,,
472,PT10M17.00S,2026-01-17T02:24:55.2Z,4,REGULAR,3pt,Jump Shot,[],201572,4.28712220762155,96.56862745098039,1610612746,89,87,2026-01-17T02:24:59Z,4680000,False,-233.0,-12.0,1,left,B. Lopez 3PT  (3 PTS) (I. Zubac 1 AST),"[201572, 1627826]",1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Left Corner 3,24+ Left,23.31,Made,,,,,,,,,,,3.0,I. Zubac,1627826.0,1.0,,,,
474,PT10M16.00S,2026-01-17T02:25:00.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,89,87,2026-01-17T02:25:00Z,4700000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT09M51.00S,2026-01-17T02:28:15.1Z,4,REGULAR,turnover,lost ball,[],1630639,,,1610612761,89,87,2026-01-17T02:28:20Z,4710000,False,,,0,,A. Lawson lost ball TURNOVER (2 TO),"[1630639, 1641757]",1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2.0,Miller,1641757.0,,,,,,,,,
476,PT09M51.00S,2026-01-17T02:28:15.1Z,4,REGULAR,steal,,[],1641757,,,1610612746,89,87,2026-01-17T02:28:16Z,4720000,False,,,0,,J. Miller STEAL (4 STL),[1641757],1610612746.0,LAC,,,,Miller,J. Miller,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
477,PT09M47.00S,2026-01-17T02:28:19.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642353,6.915243101182654,53.18627450980392,1610612746,89,89,2026-01-17T02:28:24Z,4730000,False,-16.0,13.0,1,left,C. Christie running Layup (13 PTS) (J. Miller 5 AST),"[1642353, 1641757]",1610612746.0,LAC,running,,,Christie,C. Christie,,,,,Restricted Area,0-8 Center,2.02,Made,,,,,,,,,,,13.0,J. Miller,1641757.0,5.0,,,,
479,PT09M39.00S,2026-01-17T02:28:26.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630639,93.38042049934296,52.94117647058824,1610612761,89,89,2026-01-17T02:31:24Z,4750000,False,15.0,10.0,1,right,MISS A. Lawson driving Layup,[1630639],1610612761.0,TOR,driving,,,Lawson,A. Lawson,,,,,Restricted Area,0-8 Center,1.76,Missed,,,,,,,,,,,,,,,,,,
480,PT09M38.00S,2026-01-17T02:28:27.8Z,4,REGULAR,rebound,offensive,[],1642867,,,1610612761,89,89,2026-01-17T02:31:24Z,4760000,False,,,0,,C. Murray-Boyles REBOUND (Off:3 Def:0),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,,,479.0,3.0,0.0,3.0,,,,,,,,,,,,,,
481,PT09M26.00S,2026-01-17T02:28:40.0Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1630567,90.3580814717477,83.82352941176471,1610612761,91,89,2026-01-17T02:28:44Z,4770000,False,169.0,38.0,1,right,S. Barnes 17' step back Jump Shot (14 PTS) (A. Martin 1 AST),"[1630567, 1642918]",1610612761.0,TOR,step back,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Right,17.33,Made,,,,,,,,,,,14.0,A. Martin,1642918.0,1.0,,,,
482,PT08M59.00S,2026-01-17T02:29:07.6Z,4,REGULAR,3pt,Jump Shot,[],1642353,26.888961892247043,80.14705882352942,1610612746,91,92,2026-01-17T02:29:11Z,4780000,False,-151.0,200.0,1,left,C. Christie 25' 3PT  (16 PTS) (J. Miller 6 AST),"[1642353, 1641757]",1610612746.0,LAC,,,,Christie,C. Christie,,,,,Above the Break 3,24+ Left Center,25.07,Made,,,,,,,,,,,16.0,J. Miller,1641757.0,6.0,,,,
484,PT08M48.00S,2026-01-17T02:29:18.6Z,4,REGULAR,3pt,Jump Shot,[],1641711,66.96780551905388,34.31372549019608,1610612761,94,92,2026-01-17T02:29:22Z,4800000,False,-78.0,258.0,1,right,G. Dick 26' 3PT  (13 PTS) (S. Barnes 6 AST),"[1641711, 1630567]",1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Center,26.96,Made,,,,,,,,,,,13.0,S. Barnes,1630567.0,6.0,,,,
486,PT08M28.00S,2026-01-17T02:29:43.0Z,4,REGULAR,turnover,out-of-bounds,[],201572,,,1610612746,94,92,2026-01-17T02:29:50Z,4820000,False,,,0,,B. Lopez step out-of-bounds TURNOVER (1 TO),[201572],1610612746.0,LAC,step,,,Lopez,B. Lopez,,,,,Left Corner 3,24+ Left,,,,,,,,,1.0,,,1626301.0,,,,,,,,
487,PT08M28.00S,2026-01-17T02:29:47.4Z,4,REGULAR,substitution,out,[],1630639,,,1610612761,94,92,2026-01-17T02:29:54Z,4830000,False,,,0,,SUB out: A. Lawson,[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT08M28.00S,2026-01-17T02:29:47.4Z,4,REGULAR,substitution,in,[],1627742,,,1610612761,94,92,2026-01-17T02:29:54Z,4840000,False,,,0,,SUB in: B. Ingram,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT08M07.00S,2026-01-17T02:30:29.9Z,4,REGULAR,foul,personal,['2freethrow'],201572,,,1610612761,94,92,2026-01-17T02:30:36Z,4850000,False,,,0,,B. Lopez shooting personal FOUL (3 PF) (Barnes 2 FT),"[201572, 1630567]",1610612746.0,LAC,shooting,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1626301.0,,,,,3.0,0.0,Barnes,1630567.0
492,PT08M07.00S,2026-01-17T02:31:10.2Z,4,REGULAR,foul,technical,"['team', '1freethrow']",0,,,1610612761,94,92,2026-01-17T02:31:23Z,4880000,False,,,0,,TEAM foul technical,[],1610612746.0,LAC,delay,,,,,,,,,,,,,,,,,,,,,,1146.0,,,,,,,,
493,PT08M07.00S,2026-01-17T02:31:24.4Z,4,REGULAR,freethrow,1 of 1,[],1627742,,,1610612761,95,92,2026-01-17T02:31:24Z,4890000,False,,,0,,B. Ingram technical Free Throw 1 of 1 (15 PTS),[1627742],1610612761.0,TOR,technical,,,Ingram,B. Ingram,,,,,,,,Made,,,,,,,,,,,15.0,,,,,,,
494,PT08M07.00S,2026-01-17T02:31:34.5Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630567,,,1610612761,96,92,2026-01-17T02:31:34Z,4900000,False,,,0,,S. Barnes Free Throw 1 of 2 (15 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,,,,,,,,,,,15.0,,,,,,,
495,PT08M07.00S,2026-01-17T02:31:49.7Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630567,,,1610612761,97,92,2026-01-17T02:31:49Z,4910000,False,,,0,,S. Barnes Free Throw 2 of 2 (16 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,,,,,,,,,,,16.0,,,,,,,
496,PT07M46.00S,2026-01-17T02:32:12.6Z,4,REGULAR,3pt,Jump Shot,[],1641757,32.933639947437584,39.705882352941174,1610612746,97,92,2026-01-17T02:32:22Z,4920000,False,51.0,257.0,1,left,MISS J. Miller 26' 3PT,[1641757],1610612746.0,LAC,,,,Miller,J. Miller,,,,,Above the Break 3,24+ Center,26.22,Missed,,,,,,,,,,,,,,,,,,
497,PT07M43.00S,2026-01-17T02:32:15.6Z,4,REGULAR,rebound,offensive,[],201572,,,1610612746,97,92,2026-01-17T02:32:22Z,4930000,False,,,0,,B. Lopez REBOUND (Off:1 Def:0),[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Center,,,496.0,1.0,0.0,1.0,,,,,,,,,,,,,,
498,PT07M43.00S,2026-01-17T02:32:19.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201572,6.1268068331143235,56.61764705882353,1610612746,97,92,2026-01-17T02:32:56Z,4940000,False,-33.0,5.0,1,left,MISS B. Lopez Layup - blocked,"[201572, 1627742]",1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,3.35,Missed,,,,,Ingram,1627742.0,,,,,,,,,,,,
499,PT07M43.00S,2026-01-17T02:32:19.3Z,4,REGULAR,block,,[],1627742,,,1610612746,97,92,2026-01-17T02:32:22Z,4950000,False,,,0,,B. Ingram BLOCK (2 BLK),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
505,PT07M43.00S,2026-01-17T02:32:19.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612761,97,92,2026-01-17T02:32:56Z,4955000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Restricted Area,0-8 Center,,,498.0,,,,,,,,,,,,,,,,,
500,PT07M43.00S,2026-01-17T02:32:36.8Z,4,REGULAR,substitution,out,[],1630567,,,1610612761,97,92,2026-01-17T02:32:54Z,4960000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT07M43.00S,2026-01-17T02:32:36.8Z,4,REGULAR,substitution,in,[],1642347,,,1610612761,97,92,2026-01-17T02:32:54Z,4970000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT07M43.00S,2026-01-17T02:32:54.8Z,4,REGULAR,jumpball,recovered,[],1642347,,,1610612761,97,92,2026-01-17T02:40:24Z,4980000,False,,,0,,Jump Ball B. Ingram vs. B. Lopez: Tip to J. Shead,"[1642347, 1627742, 201572]",1610612761.0,TOR,heldball,J. Shead,1642347.0,Shead,J. Shead,Ingram,1627742.0,Lopez,201572.0,,,,,,,,,,,,,,,,,,,,,,
506,PT07M38.00S,2026-01-17T02:32:56.9Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642347,94.30026281208936,51.9607843137255,1610612761,97,92,2026-01-17T02:43:40Z,5010000,False,10.0,1.0,1,right,MISS J. Shead running Layup - blocked,"[1642347, 1631102]",1610612761.0,TOR,running,,,Shead,J. Shead,,,,,Restricted Area,0-8 Center,0.99,Missed,,,,,Washington Jr.,1631102.0,,,,,,,,,,,,
507,PT07M38.00S,2026-01-17T02:32:56.9Z,4,REGULAR,block,,[],1631102,,,1610612761,97,92,2026-01-17T02:32:59Z,5020000,False,,,0,,T. Washington Jr. BLOCK (1 BLK),[1631102],1610612746.0,LAC,,,,Washington Jr.,T. Washington Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
508,PT07M37.00S,2026-01-17T02:32:57.9Z,4,REGULAR,rebound,offensive,[],1641711,,,1610612761,97,92,2026-01-17T02:33:08Z,5030000,False,,,0,,G. Dick REBOUND (Off:2 Def:2),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,,,506.0,4.0,2.0,2.0,,,,,,,,,,,,,,
509,PT07M37.00S,2026-01-17T02:33:03.2Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1641711,94.40999984741211,50.0,1610612761,99,92,2026-01-17T02:44:20Z,5040000,False,0.0,0.0,1,right,G. Dick putback DUNK (15 PTS),[1641711],1610612761.0,TOR,putback,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,,15.0,,,,,,,
510,PT07M37.00S,2026-01-17T02:33:06.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,99,92,2026-01-17T02:33:06Z,5050000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT07M37.00S,2026-01-17T02:33:29.9Z,4,REGULAR,substitution,out,[],1642353,,,1610612746,99,92,2026-01-17T02:35:46Z,5060000,False,,,0,,SUB out: C. Christie,[1642353],1610612746.0,LAC,,,,Christie,C. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT07M37.00S,2026-01-17T02:33:29.9Z,4,REGULAR,substitution,out,[],1631102,,,1610612746,99,92,2026-01-17T02:35:46Z,5070000,False,,,0,,SUB out: T. Washington Jr.,[1631102],1610612746.0,LAC,,,,Washington Jr.,T. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT07M37.00S,2026-01-17T02:33:29.9Z,4,REGULAR,substitution,in,[],1627739,,,1610612746,99,92,2026-01-17T02:35:46Z,5080000,False,,,0,,SUB in: K. Dunn,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT07M37.00S,2026-01-17T02:33:29.9Z,4,REGULAR,substitution,in,[],201935,,,1610612746,99,92,2026-01-17T02:35:46Z,5090000,False,,,0,,SUB in: J. Harden,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT07M19.00S,2026-01-17T02:36:22.3Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'defensivegoaltending']",1627826,7.046649145860711,46.568627450980394,1610612746,99,94,2026-01-17T02:37:15Z,5100000,False,17.0,14.0,1,left,I. Zubac DUNK (12 PTS) (J. Harden 8 AST),"[1627826, 201935]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,2.2,Made,,,,,,,,,,,12.0,J. Harden,201935.0,8.0,,,,
