actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
361,PT09M01.00S,2023-12-24T02:54:29.0Z,3,REGULAR,foul,personal,[],1626172,,,1610612757,64,52,2023-12-24T02:54:40Z,3390000,False,,,0,,K. Looney personal FOUL (1 PF),"[1626172, 1629014]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,202037.0,1.0,0.0,,,,Simons,1629014.0,,
363,PT08M56.00S,2023-12-24T02:54:52.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,94.69448094612353,55.63725490196079,1610612757,64,54,2023-12-24T02:54:58Z,3410000,False,28.0,-3.0,1,right,M. Brogdon driving reverse Layup (13 PTS),[1627763],1610612757.0,POR,driving reverse,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,2.83,Made,13.0,,,,,,,,,,,,,,,,,
364,PT08M42.00S,2023-12-24T02:55:05.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,7.046649145860711,52.94117647058824,1610612744,64,54,2023-12-24T02:55:12Z,3420000,False,-15.0,14.0,1,left,MISS J. Kuminga driving finger roll Layup,[1630228],1610612744.0,GSW,driving finger roll,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,2.01,Missed,,,,,,,,,,,,,,,,,,
365,PT08M38.00S,2023-12-24T02:55:10.8Z,3,REGULAR,rebound,offensive,[],1626172,,,1610612744,64,54,2023-12-24T02:55:10Z,3430000,False,,,0,,K. Looney REBOUND (Off:4 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,,364.0,7.0,3.0,4.0,,,,,,,,,,
368,PT08M35.00S,2023-12-24T02:55:13.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],202691,5.206964520367937,3.6764705882352944,1610612744,67,54,2023-12-24T02:55:18Z,3460000,False,232.0,-4.0,1,left,K. Thompson 3PT  (15 PTS) (K. Looney 3 AST),"[202691, 1626172]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Right Corner 3,24+ Right,23.16,Made,15.0,K. Looney,1626172.0,3.0,,,,,,,,,,,,,,
370,PT08M35.00S,2023-12-24T02:55:20.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,67,54,2023-12-24T02:55:54Z,3480000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT08M23.00S,2023-12-24T02:58:28.7Z,3,REGULAR,2pt,Jump Shot,[],1627763,82.7365308804205,67.40196078431373,1610612757,67,56,2023-12-24T03:11:13Z,3490000,False,87.0,110.0,1,right,M. Brogdon 14' pullup Jump Shot (15 PTS),[1627763],1610612757.0,POR,pullup,,,Brogdon,M. Brogdon,,,,,Mid-Range,8-16 Right,14.01,Made,15.0,,,,,,,,,,,,,,,,,
372,PT08M00.00S,2023-12-24T02:58:51.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],201939,12.959921156373195,48.28431372549019,1610612744,67,56,2023-12-24T02:58:56Z,3500000,False,9.0,69.0,1,left,MISS S. Curry 6' driving Hook,[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,6.98,Missed,,,,,,,,,,,,,,,,,,
373,PT07M58.00S,2023-12-24T02:58:53.5Z,3,REGULAR,rebound,offensive,[],1626172,,,1610612744,67,56,2023-12-24T02:58:56Z,3510000,False,,,0,,K. Looney REBOUND (Off:5 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,372.0,8.0,3.0,5.0,,,,,,,,,,
374,PT07M49.00S,2023-12-24T02:59:02.2Z,3,REGULAR,2pt,Hook,['2ndchance'],202691,7.30946123521682,33.33333333333333,1610612744,69,56,2023-12-24T02:59:08Z,3520000,False,83.0,16.0,1,left,K. Thompson 8' turnaround Hook (17 PTS),[202691],1610612744.0,GSW,turnaround,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Right,8.49,Made,17.0,,,,,,,,,,,,,,,,,
375,PT07M26.00S,2023-12-24T02:59:25.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629028,93.51182654402102,48.529411764705884,1610612757,69,58,2023-12-24T02:59:30Z,3530000,False,-7.0,8.0,1,right,D. Ayton DUNK (13 PTS) (M. Brogdon 8 AST),"[1629028, 1627763]",1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,1.13,Made,13.0,M. Brogdon,1627763.0,8.0,,,,,,,,,,,,,,
377,PT07M07.00S,2023-12-24T02:59:43.4Z,3,REGULAR,3pt,Jump Shot,[],202691,11.251642575558476,3.6764705882352944,1610612744,72,58,2023-12-24T03:12:13Z,3550000,False,232.0,53.0,1,left,K. Thompson 3PT  (20 PTS) (K. Looney 4 AST),"[202691, 1626172]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Right Corner 3,24+ Right,23.77,Made,20.0,K. Looney,1626172.0,4.0,,,,,,,,,,,,,,
378,PT06M44.00S,2023-12-24T03:00:08.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203924,94.1688567674113,43.13725490196079,1610612757,72,60,2023-12-24T03:00:17Z,3560000,False,-34.0,2.0,1,right,J. Grant driving Layup (12 PTS),[203924],1610612757.0,POR,driving,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,3.44,Made,12.0,,,,,,,,,,,,,,,,,
379,PT06M35.00S,2023-12-24T03:00:16.9Z,3,REGULAR,3pt,Jump Shot,[],202691,30.042706964520367,30.88235294117647,1610612744,75,60,2023-12-24T03:00:23Z,3570000,False,96.0,230.0,1,left,K. Thompson 24' 3PT  (23 PTS) (K. Looney 5 AST),"[202691, 1626172]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,24.9,Made,23.0,K. Looney,1626172.0,5.0,,,,,,,,,,,,,,
381,PT06M16.00S,2023-12-24T03:00:34.8Z,3,REGULAR,3pt,Jump Shot,[],1629014,63.9454664914586,53.431372549019606,1610612757,75,63,2023-12-24T03:00:43Z,3590000,False,17.0,286.0,1,right,A. Simons 28' 3PT  (14 PTS) (M. Brogdon 9 AST),"[1629014, 1627763]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,28.69,Made,14.0,M. Brogdon,1627763.0,9.0,,,,,,,,,,,,,,
383,PT05M58.00S,2023-12-24T03:00:52.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201939,4.418528252299605,43.13725490196079,1610612744,77,63,2023-12-24T03:13:08Z,3610000,False,34.0,-11.0,1,left,S. Curry reverse Layup (23 PTS) (K. Looney 6 AST),"[201939, 1626172]",1610612744.0,GSW,reverse,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,3.6,Made,23.0,K. Looney,1626172.0,6.0,,,,,,,,,,,,,,
385,PT05M46.00S,2023-12-24T03:01:05.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,86.94152431011827,49.01960784313725,1610612757,77,63,2023-12-24T03:13:48Z,3630000,False,-5.0,70.0,1,right,MISS A. Simons 7' driving floating Shot,[1629014],1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,In The Paint (Non-RA),0-8 Center,7.04,Missed,,,,,,,,,,,,,,,,,,
386,PT05M42.00S,2023-12-24T03:01:09.1Z,3,REGULAR,rebound,offensive,[],1629028,,,1610612757,77,63,2023-12-24T03:01:16Z,3640000,False,,,0,,D. Ayton REBOUND (Off:1 Def:3),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,385.0,4.0,3.0,1.0,,,,,,,,,,
387,PT05M41.00S,2023-12-24T03:01:10.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629028,91.93495400788436,45.09803921568628,1610612757,77,63,2023-12-24T03:14:06Z,3650000,False,-25.0,23.0,1,right,MISS D. Ayton putback Layup,[1629028],1610612757.0,POR,putback,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,3.38,Missed,,,,,,,,,,,,,,,,,,
388,PT05M39.00S,2023-12-24T03:01:13.2Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,77,63,2023-12-24T03:01:13Z,3660000,False,,,0,,K. Looney REBOUND (Off:5 Def:4),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,,387.0,9.0,4.0,5.0,,,,,,,,,,
389,PT05M34.00S,2023-12-24T03:01:17.4Z,3,REGULAR,3pt,Jump Shot,[],202691,26.231931668856767,79.16666666666666,1610612744,77,63,2023-12-24T03:01:39Z,3670000,False,-146.0,194.0,1,left,MISS K. Thompson 24' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,24.28,Missed,,,,,,,,,,,,,,,,,,
390,PT05M31.00S,2023-12-24T03:01:20.4Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612757,77,63,2023-12-24T03:01:30Z,3680000,False,,,0,,D. Ayton REBOUND (Off:1 Def:4),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Left Center,,,,,,,389.0,5.0,4.0,1.0,,,,,,,,,,
391,PT05M20.00S,2023-12-24T03:01:34.0Z,3,REGULAR,foul,personal,['2freethrow'],201939,,,1610612757,77,63,2023-12-24T03:02:33Z,3690000,False,,,0,,S. Curry shooting personal FOUL (1 PF) (Grant 2 FT),"[201939, 203924]",1610612744.0,GSW,shooting,,,Curry,S. Curry,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,201639.0,1.0,0.0,,,,Grant,203924.0,,
393,PT05M20.00S,2023-12-24T03:02:37.4Z,3,REGULAR,foul,technical,['1freethrow'],201939,,,1610612757,77,63,2023-12-24T03:07:43Z,3710000,False,,,0,,S. Curry flopping technical FOUL (1 Tech),[201939],1610612744.0,GSW,flopping,,,Curry,S. Curry,,,,,,,,,,,,,,,,,1629178.0,1.0,1.0,,,,,,,
394,PT05M20.00S,2023-12-24T03:02:59.9Z,3,REGULAR,freethrow,1 of 1,[],203924,,,1610612757,77,64,2023-12-24T03:02:59Z,3720000,False,,,0,,J. Grant technical Free Throw 1 of 1 (13 PTS),[203924],1610612757.0,POR,technical,,,Grant,J. Grant,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
395,PT05M20.00S,2023-12-24T03:03:04.0Z,3,REGULAR,freethrow,1 of 2,[],203924,,,1610612757,77,65,2023-12-24T03:03:04Z,3730000,False,,,0,,J. Grant Free Throw 1 of 2 (14 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
396,PT05M20.00S,2023-12-24T03:03:30.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,77,65,2023-12-24T03:03:30Z,3740000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT05M20.00S,2023-12-24T03:06:09.9Z,3,REGULAR,substitution,out,[],1626172,,,1610612757,77,65,2023-12-24T03:06:22Z,3750000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT05M20.00S,2023-12-24T03:06:09.9Z,3,REGULAR,substitution,out,[],1641764,,,1610612757,77,65,2023-12-24T03:06:22Z,3760000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT05M20.00S,2023-12-24T03:06:09.9Z,3,REGULAR,substitution,out,[],1629014,,,1610612757,77,65,2023-12-24T03:06:22Z,3770000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT05M20.00S,2023-12-24T03:06:09.9Z,3,REGULAR,substitution,in,[],101108,,,1610612757,77,65,2023-12-24T03:06:22Z,3780000,False,,,0,,SUB in: C. Paul,[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT05M20.00S,2023-12-24T03:06:09.9Z,3,REGULAR,substitution,in,[],1631218,,,1610612757,77,65,2023-12-24T03:06:22Z,3790000,False,,,0,,SUB in: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT05M20.00S,2023-12-24T03:06:09.9Z,3,REGULAR,substitution,in,[],1629680,,,1610612757,77,65,2023-12-24T03:06:22Z,3800000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT05M20.00S,2023-12-24T03:06:27.0Z,3,REGULAR,freethrow,2 of 2,[],203924,,,1610612757,77,66,2023-12-24T03:06:27Z,3810000,False,,,0,,J. Grant Free Throw 2 of 2 (15 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
404,PT05M04.00S,2023-12-24T03:06:43.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201939,12.959921156373195,36.27450980392157,1610612744,79,66,2023-12-24T03:15:40Z,3820000,False,69.0,69.0,1,left,S. Curry 9' driving floating Jump Shot (25 PTS) (C. Paul 6 AST),"[201939, 101108]",1610612744.0,GSW,driving floating,,,Curry,S. Curry,,,,,In The Paint (Non-RA),8-16 Right,9.75,Made,25.0,C. Paul,101108.0,6.0,,,,,,,,,,,,,,
405,PT05M04.00S,2023-12-24T03:06:58.3Z,3,REGULAR,foul,personal,['1freethrow'],203924,,,1610612744,79,66,2023-12-24T03:09:54Z,3830000,False,,,0,,J. Grant away-from-play personal FOUL (1 PF) (Jackson-Davis 1 FT),"[203924, 1631218]",1610612757.0,POR,away-from-play,,,Grant,J. Grant,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,201639.0,1.0,0.0,,,,Jackson-Davis,1631218.0,,
426,PT05M04.00S,2023-12-24T03:07:14.7Z,3,REGULAR,freethrow,1 of 1,[],1631218,,,1610612744,79,66,2023-12-24T03:10:15Z,3855000,False,,,0,,MISS T. Jackson-Davis away-from-play Free Throw 1 of 1,[1631218],1610612744.0,GSW,away-from-play,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
427,PT05M04.00S,2023-12-24T03:07:14.7Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612757,79,66,2023-12-24T03:17:20Z,3857500,False,,,0,,D. Ayton REBOUND (Off:1 Def:5),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,,426.0,6.0,5.0,1.0,,,,,,,,,,
408,PT04M48.00S,2023-12-24T03:07:31.2Z,3,REGULAR,turnover,bad pass,[],1627763,,,1610612757,79,66,2023-12-24T03:07:48Z,3860000,False,,,0,,M. Brogdon bad pass TURNOVER (1 TO),"[1627763, 101108]",1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,1.0,Paul,101108.0,,,,
409,PT04M48.00S,2023-12-24T03:07:31.2Z,3,REGULAR,steal,,[],101108,,,1610612744,79,66,2023-12-24T03:07:36Z,3870000,False,,,0,,C. Paul STEAL (3 STL),[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
410,PT04M41.00S,2023-12-24T03:07:38.2Z,3,REGULAR,turnover,bad pass,[],202691,,,1610612744,79,66,2023-12-24T03:08:03Z,3880000,False,,,0,,K. Thompson bad pass TURNOVER (3 TO),"[202691, 1629028]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,3.0,Ayton,1629028.0,,,,
411,PT04M41.00S,2023-12-24T03:07:38.2Z,3,REGULAR,steal,,[],1629028,,,1610612757,79,66,2023-12-24T03:07:41Z,3890000,False,,,0,,D. Ayton STEAL (3 STL),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
412,PT04M36.00S,2023-12-24T03:07:43.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641739,94.03745072273325,50.0,1610612757,79,68,2023-12-24T03:18:17Z,3900000,False,0.0,4.0,1,right,T. Camara running DUNK (4 PTS) (M. Thybulle 2 AST),"[1641739, 1629680]",1610612757.0,POR,running,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,0.35,Made,4.0,M. Thybulle,1629680.0,2.0,,,,,,,,,,,,,,
414,PT04M14.00S,2023-12-24T03:08:05.7Z,3,REGULAR,2pt,Jump Shot,[],202691,3.235873850197109,12.009803921568627,1610612744,79,68,2023-12-24T03:19:23Z,3920000,False,190.0,-22.0,1,left,MISS K. Thompson 19' fadeaway Shot,[202691],1610612744.0,GSW,fadeaway,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Right,19.13,Missed,,,,,,,,,,,,,,,,,,
415,PT04M14.00S,2023-12-24T03:08:05.7Z,3,REGULAR,rebound,defensive,[],1627763,,,1610612757,79,68,2023-12-24T03:08:54Z,3930000,False,,,0,,M. Brogdon REBOUND (Off:1 Def:2),[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Right,,,,,,,414.0,3.0,2.0,1.0,,,,,,,,,,
416,PT04M00.00S,2023-12-24T03:08:22.7Z,3,REGULAR,foul,personal,['2freethrow'],101108,,,1610612757,79,68,2023-12-24T03:08:42Z,3940000,False,,,0,,C. Paul shooting personal FOUL (1 PF) (Camara 2 FT),"[101108, 1641739]",1610612744.0,GSW,shooting,,,Paul,C. Paul,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201639.0,1.0,0.0,,,,Camara,1641739.0,,
418,PT04M00.00S,2023-12-24T03:08:48.9Z,3,REGULAR,freethrow,1 of 2,[],1641739,,,1610612757,79,69,2023-12-24T03:08:48Z,3960000,False,,,0,,T. Camara Free Throw 1 of 2 (5 PTS),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
419,PT04M00.00S,2023-12-24T03:08:52.3Z,3,REGULAR,substitution,out,[],1629028,,,1610612757,79,69,2023-12-24T03:08:55Z,3970000,False,,,0,,SUB out: D. Ayton,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT04M00.00S,2023-12-24T03:08:52.3Z,3,REGULAR,substitution,in,[],1631133,,,1610612757,79,69,2023-12-24T03:08:55Z,3980000,False,,,0,,SUB in: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT04M00.00S,2023-12-24T03:08:59.0Z,3,REGULAR,substitution,out,[],1630228,,,1610612757,79,69,2023-12-24T03:09:13Z,3990000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT04M00.00S,2023-12-24T03:08:59.0Z,3,REGULAR,substitution,out,[],202691,,,1610612757,79,69,2023-12-24T03:09:13Z,4000000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT04M00.00S,2023-12-24T03:08:59.0Z,3,REGULAR,substitution,in,[],203967,,,1610612757,79,69,2023-12-24T03:09:13Z,4010000,False,,,0,,SUB in: D. Saric,[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT04M00.00S,2023-12-24T03:08:59.0Z,3,REGULAR,substitution,in,[],1630541,,,1610612757,79,69,2023-12-24T03:09:13Z,4020000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT04M00.00S,2023-12-24T03:08:59.0Z,3,REGULAR,substitution,out,[],203924,,,1610612757,79,69,2023-12-24T03:20:11Z,4025000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT04M00.00S,2023-12-24T03:08:59.0Z,3,REGULAR,substitution,in,[],1630703,,,1610612757,79,69,2023-12-24T03:20:11Z,4027500,False,,,0,,SUB in: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT04M00.00S,2023-12-24T03:09:19.0Z,3,REGULAR,freethrow,2 of 2,[],1641739,,,1610612757,79,70,2023-12-24T03:09:19Z,4030000,False,,,0,,T. Camara Free Throw 2 of 2 (6 PTS),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
428,PT03M45.00S,2023-12-24T03:09:36.6Z,3,REGULAR,3pt,Jump Shot,[],201939,33.327858081471746,60.5392156862745,1610612744,79,70,2023-12-24T03:20:33Z,4040000,False,-53.0,261.0,1,left,MISS S. Curry 26' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,26.61,Missed,,,,,,,,,,,,,,,,,,
429,PT03M42.00S,2023-12-24T03:09:39.4Z,3,REGULAR,rebound,defensive,[],1627763,,,1610612757,79,70,2023-12-24T03:09:39Z,4050000,False,,,0,,M. Brogdon REBOUND (Off:1 Def:3),[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,,,,,,,428.0,4.0,3.0,1.0,,,,,,,,,,
430,PT03M37.00S,2023-12-24T03:09:44.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630703,94.1688567674113,46.32352941176471,1610612757,79,72,2023-12-24T03:10:09Z,4060000,False,-18.0,2.0,1,right,S. Henderson running Layup (6 PTS) (M. Brogdon 10 AST),"[1630703, 1627763]",1610612757.0,POR,running,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,1.85,Made,6.0,M. Brogdon,1627763.0,10.0,,,,,,,,,,,,,,
434,PT03M17.00S,2023-12-24T03:10:30.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630541,12.302890932982917,38.970588235294116,1610612744,81,72,2023-12-24T03:21:50Z,4100000,False,55.0,63.0,1,left,M. Moody 8' pullup Jump Shot (6 PTS) (C. Paul 7 AST),"[1630541, 101108]",1610612744.0,GSW,pullup,,,Moody,M. Moody,,,,,In The Paint (Non-RA),8-16 Right,8.38,Made,6.0,C. Paul,101108.0,7.0,,,,,,,,,,,,,,
438,PT03M05.00S,2023-12-24T03:10:51.1Z,3,REGULAR,3pt,Jump Shot,[],1630703,77.31603153745073,91.17647058823529,1610612757,81,75,2023-12-24T03:22:28Z,4115000,False,206.0,161.0,1,right,S. Henderson 26' 3PT step back (9 PTS),[1630703],1610612757.0,POR,step back,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Right Center,26.12,Made,9.0,,,,,,,,,,,,,,,,,
436,PT02M50.00S,2023-12-24T03:10:52.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631218,4.812746386333772,49.50980392156863,1610612744,83,75,2023-12-24T03:24:28Z,4120000,False,2.0,-7.0,1,left,T. Jackson-Davis cutting DUNK (4 PTS) (S. Curry 1 AST),"[1631218, 201939]",1610612744.0,GSW,cutting,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,0.77,Made,4.0,S. Curry,201939.0,1.0,,,,,,,,,,,,,,
439,PT02M29.00S,2023-12-24T03:11:00.8Z,3,REGULAR,2pt,Layup,[],1641739,89.70105124835742,33.33333333333333,1610612757,83,75,2023-12-24T03:23:40Z,4150000,False,-83.0,44.0,1,right,MISS T. Camara 9' Layup,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Mid-Range,8-16 Left,9.43,Missed,,,,,,,,,,,,,,,,,,
440,PT02M21.00S,2023-12-24T03:11:08.8Z,3,REGULAR,rebound,defensive,[],1631218,,,1610612744,83,75,2023-12-24T03:23:40Z,4160000,False,,,0,,T. Jackson-Davis REBOUND (Off:1 Def:2),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Mid-Range,8-16 Left,,,,,,,439.0,3.0,2.0,1.0,,,,,,,,,,
441,PT02M16.00S,2023-12-24T03:11:05.6Z,3,REGULAR,3pt,Jump Shot,[],101108,4.681340341655716,3.6764705882352944,1610612744,83,75,2023-12-24T03:24:36Z,4170000,False,232.0,-8.0,1,left,MISS C. Paul 3PT,[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,Right Corner 3,24+ Right,23.18,Missed,,,,,,,,,,,,,,,,,,
442,PT02M11.00S,2023-12-24T03:11:10.6Z,3,REGULAR,rebound,defensive,[],1631133,,,1610612757,83,75,2023-12-24T03:25:16Z,4180000,False,,,0,,J. Walker REBOUND (Off:1 Def:2),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Right Corner 3,24+ Right,,,,,,,441.0,3.0,2.0,1.0,,,,,,,,,,
443,PT02M02.00S,2023-12-24T03:11:19.6Z,3,REGULAR,turnover,lost ball,[],1627763,,,1610612757,83,75,2023-12-24T03:30:16Z,4190000,False,,,0,,M. Brogdon lost ball TURNOVER (2 TO),"[1627763, 1630541]",1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,2.0,Moody,1630541.0,,,,
444,PT02M02.00S,2023-12-24T03:11:19.6Z,3,REGULAR,steal,,[],1630541,,,1610612744,83,75,2023-12-24T03:11:22Z,4200000,False,,,0,,M. Moody STEAL (1 STL),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
445,PT01M56.00S,2023-12-24T03:11:24.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201939,5.075558475689881,45.588235294117645,1610612744,85,75,2023-12-24T03:25:44Z,4210000,False,22.0,-5.0,1,left,S. Curry running finger roll Layup (27 PTS) (M. Moody 1 AST),"[201939, 1630541]",1610612744.0,GSW,running finger roll,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,2.26,Made,27.0,M. Moody,1630541.0,1.0,,,,,,,,,,,,,,
