actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
63,PT07M32.00S,2023-11-19T01:51:19.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626172,91.67214191852825,56.127450980392155,1610612744,16,12,2023-11-19T02:10:55Z,630000,False,31.0,26.0,1,right,K. Looney running Layup (4 PTS) (C. Paul 1 AST),"[1626172, 101108]",1610612744.0,GSW,running,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,4.0,Made,,,,,,,,,,,,4.0,C. Paul,101108.0,1.0,,,
65,PT07M17.00S,2023-11-19T01:51:31.3Z,1,REGULAR,3pt,Jump Shot,[],1631096,31.35676741130092,63.23529411764706,1610612760,16,12,2023-11-19T01:51:37Z,650000,False,-66.0,242.0,1,left,MISS C. Holmgren 25' 3PT,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Center,25.12,Missed,,,,,,,,,,,,,,,,,,
66,PT07M14.00S,2023-11-19T01:51:34.3Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,16,12,2023-11-19T01:51:37Z,660000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,,,,,65.0,1.0,1.0,0.0,,,,,,,,,,,,
67,PT07M05.00S,2023-11-19T01:51:43.6Z,1,REGULAR,2pt,Jump Shot,[],202691,91.5407358738502,18.627450980392158,1610612744,16,12,2023-11-19T01:51:47Z,670000,False,-157.0,27.0,1,right,MISS K. Thompson 15' pullup Shot,[202691],1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Left,15.92,Missed,,,,,,,,,,,,,,,,,,
68,PT07M02.00S,2023-11-19T01:51:46.6Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,16,12,2023-11-19T01:51:47Z,680000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,,,,,67.0,2.0,2.0,0.0,,,,,,,,,,,,
69,PT06M51.00S,2023-11-19T01:51:57.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631096,9.280551905387648,58.333333333333336,1610612760,16,14,2023-11-19T01:59:08Z,690000,False,-42.0,35.0,1,left,C. Holmgren cutting Layup (9 PTS) (S. Gilgeous-Alexander 2 AST),"[1631096, 1628983]",1610612760.0,OKC,cutting,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,5.42,Made,,,,,,,,,,,,9.0,S. Gilgeous-Alexander,1628983.0,2.0,,,
71,PT06M40.00S,2023-11-19T01:52:08.4Z,1,REGULAR,turnover,bad pass,[],202691,,,1610612744,16,14,2023-11-19T01:52:13Z,710000,False,,,0,,K. Thompson bad pass TURNOVER (1 TO),"[202691, 1630581]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Giddey,1630581.0
72,PT06M40.00S,2023-11-19T01:52:08.4Z,1,REGULAR,steal,,[],1630581,,,1610612760,16,14,2023-11-19T01:53:35Z,720000,False,,,0,,J. Giddey STEAL (1 STL),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
73,PT06M37.00S,2023-11-19T01:52:12.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631114,7.835085413929041,48.529411764705884,1610612760,16,16,2023-11-19T01:52:17Z,730000,False,7.0,21.0,1,left,J. Williams driving DUNK (2 PTS) (J. Giddey 1 AST),"[1631114, 1630581]",1610612760.0,OKC,driving,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,2.24,Made,,,,,,,,,,,,2.0,J. Giddey,1630581.0,1.0,,,
75,PT06M37.00S,2023-11-19T01:52:20.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,16,16,2023-11-19T01:52:20Z,750000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M37.00S,2023-11-19T01:54:37.9Z,1,REGULAR,substitution,out,[],101108,,,1610612744,16,16,2023-11-19T01:55:04Z,760000,False,,,0,,SUB out: C. Paul,[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M37.00S,2023-11-19T01:54:37.9Z,1,REGULAR,substitution,out,[],1626172,,,1610612744,16,16,2023-11-19T01:55:04Z,770000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M37.00S,2023-11-19T01:54:37.9Z,1,REGULAR,substitution,in,[],203967,,,1610612744,16,16,2023-11-19T01:55:04Z,780000,False,,,0,,SUB in: D. Saric,[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M37.00S,2023-11-19T01:54:37.9Z,1,REGULAR,substitution,in,[],1641764,,,1610612744,16,16,2023-11-19T01:55:04Z,790000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M32.00S,2023-11-19T01:55:23.6Z,1,REGULAR,3pt,Jump Shot,[],201939,63.02562417871223,44.6078431372549,1610612744,19,16,2023-11-19T01:55:28Z,800000,False,-27.0,295.0,1,right,S. Curry 29' 3PT pullup (5 PTS) (B. Podziemski 1 AST),"[201939, 1641764]",1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,29.63,Made,,,,,,,,,,,,5.0,B. Podziemski,1641764.0,1.0,,,
82,PT06M14.00S,2023-11-19T01:55:41.4Z,1,REGULAR,2pt,Jump Shot,[],1628983,17.427726675427067,68.38235294117648,1610612760,19,16,2023-11-19T01:55:46Z,820000,False,-92.0,111.0,1,left,MISS S. Gilgeous-Alexander 14' step back Shot,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,14.43,Missed,,,,,,,,,,,,,,,,,,
83,PT06M11.00S,2023-11-19T01:55:44.4Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,19,16,2023-11-19T01:55:46Z,830000,False,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,8-16 Left,,,,,82.0,2.0,2.0,0.0,,,,,,,,,,,,
84,PT06M07.00S,2023-11-19T01:55:48.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201939,89.56964520367937,52.20588235294118,1610612744,19,16,2023-11-19T01:55:53Z,840000,False,11.0,46.0,1,right,MISS S. Curry driving Layup - blocked,"[201939, 1628983]",1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,4.68,Missed,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,,
85,PT06M07.00S,2023-11-19T01:55:48.4Z,1,REGULAR,block,,[],1628983,,,1610612744,19,16,2023-11-19T01:55:50Z,850000,False,,,0,,S. Gilgeous-Alexander BLOCK (1 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
86,PT06M04.00S,2023-11-19T01:55:51.4Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,19,16,2023-11-19T01:55:53Z,860000,False,,,0,,L. Dort REBOUND (Off:0 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,,,84.0,2.0,2.0,0.0,,,,,,,,,,,,
87,PT06M01.00S,2023-11-19T01:55:54.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629652,9.674770039421814,58.57843137254902,1610612760,19,16,2023-11-19T01:56:01Z,870000,False,-43.0,38.0,1,left,MISS L. Dort driving Layup,[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,5.76,Missed,,,,,,,,,,,,,,,,,,
