actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
23,PT09M54.00S,2023-12-29T03:12:37.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,12.746386333771353,47.23115808823529,1610612748,2,4,2023-12-29T03:12:42Z,230000,False,14.0,67.0,1,left,B. Adebayo 6' turnaround fadeaway Jump Shot (4 PTS),[1628389],1610612748.0,MIA,turnaround fadeaway,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,6.87,Made,,,,,,,,,,4.0,,,,,,,,
24,PT09M41.00S,2023-12-29T03:12:50.0Z,1,REGULAR,3pt,Jump Shot,[],202691,71.17279894875165,79.90196078431373,1610612744,5,4,2023-12-29T03:12:54Z,240000,False,150.0,218.0,1,right,K. Thompson 26' 3PT  (3 PTS) (B. Podziemski 1 AST),"[202691, 1641764]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,26.47,Made,,,,,,,,,,3.0,B. Podziemski,1641764.0,1.0,,,,,
26,PT09M29.00S,2023-12-29T03:13:02.4Z,1,REGULAR,2pt,Jump Shot,[],1629639,22.996057818659658,49.28768382352941,1610612748,5,6,2023-12-29T03:13:13Z,260000,False,4.0,164.0,1,left,T. Herro 16' pullup Jump Shot (2 PTS),[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Mid-Range,16-24 Center,16.37,Made,,,,,,,,,,2.0,,,,,,,,
27,PT09M23.00S,2023-12-29T03:13:07.9Z,1,REGULAR,3pt,Jump Shot,[],202691,72.35545335085413,79.90196078431373,1610612744,5,6,2023-12-29T03:14:21Z,270000,False,150.0,207.0,1,right,MISS K. Thompson 25' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,25.57,Missed,,,,,,,,,,,,,,,,,,
28,PT09M23.00S,2023-12-29T03:13:07.9Z,1,REGULAR,rebound,offensive,[],1641764,,,1610612744,5,6,2023-12-29T03:13:14Z,280000,False,,,0,,B. Podziemski REBOUND (Off:1 Def:0),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,,,27.0,1.0,0.0,1.0,,,,,,,,,,,,,,
29,PT09M10.00S,2023-12-29T03:13:21.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630228,78.40013140604468,5.88235294117647,1610612744,5,6,2023-12-29T03:13:26Z,290000,False,-221.0,151.0,1,right,MISS J. Kuminga 26' 3PT,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Left Center,26.7,Missed,,,,,,,,,,,,,,,,,,
30,PT09M05.00S,2023-12-29T03:13:26.3Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,5,6,2023-12-29T03:13:26Z,300000,False,,,0,,T. Herro REBOUND (Off:0 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,,29.0,2.0,2.0,0.0,,,,,,,,,,,,,,
31,PT08M59.00S,2023-12-29T03:13:31.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,5.601182654402102,54.166666666666664,1610612748,5,8,2023-12-29T03:13:34Z,310000,False,-21.0,0.0,1,left,T. Herro driving Layup (4 PTS),[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,2.08,Made,,,,,,,,,,4.0,,,,,,,,
32,PT08M42.00S,2023-12-29T03:13:49.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202691,91.40932982917214,56.127450980392155,1610612744,5,8,2023-12-29T03:13:56Z,320000,False,31.0,28.0,1,right,MISS K. Thompson driving Layup,[202691],1610612744.0,GSW,driving,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,4.17,Missed,,,,,,,,,,,,,,,,,,
33,PT08M40.00S,2023-12-29T03:13:51.0Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,5,8,2023-12-29T03:13:56Z,330000,False,,,0,,K. Looney REBOUND (Off:1 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,32.0,2.0,1.0,1.0,,,,,,,,,,,,,,
34,PT08M40.00S,2023-12-29T03:13:53.0Z,1,REGULAR,foul,personal,['2freethrow'],1628389,,,1610612744,5,8,2023-12-29T03:14:12Z,340000,False,,,0,,B. Adebayo shooting personal FOUL (1 PF) (Looney 2 FT),"[1628389, 1626172]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202058.0,1.0,0.0,Looney,1626172.0
36,PT08M40.00S,2023-12-29T03:14:23.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1626172,,,1610612744,5,8,2023-12-29T03:14:23Z,360000,False,,,0,,MISS K. Looney Free Throw 1 of 2,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
37,PT08M40.00S,2023-12-29T03:14:23.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,5,8,2023-12-29T03:14:23Z,370000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,
38,PT08M40.00S,2023-12-29T03:14:45.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1626172,,,1610612744,6,8,2023-12-29T03:14:45Z,380000,False,,,0,,K. Looney Free Throw 2 of 2 (1 PTS),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
39,PT08M33.00S,2023-12-29T03:14:55.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631170,5.469776609724048,40.931372549019606,1610612748,6,10,2023-12-29T03:14:58Z,390000,False,45.0,-1.0,1,left,J. Jaquez Jr. driving Layup (2 PTS) (T. Herro 2 AST),"[1631170, 1629639]",1610612748.0,MIA,driving,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.53,Made,,,,,,,,,,2.0,T. Herro,1629639.0,2.0,,,,,
41,PT08M17.00S,2023-12-29T03:15:10.3Z,1,REGULAR,3pt,Jump Shot,[],202691,70.25295663600527,83.33333333333334,1610612744,6,10,2023-12-29T03:20:49Z,410000,False,167.0,227.0,1,right,MISS K. Thompson 28' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,28.17,Missed,,,,,,,,,,,,,,,,,,
42,PT08M16.00S,2023-12-29T03:15:11.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612748,6,10,2023-12-29T03:15:18Z,420000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Mid-Range,16-24 Right Center,,,41.0,,,,,,,,,,,,,,,,,
43,PT08M16.00S,2023-12-29T03:15:18.1Z,1,REGULAR,foul,personal,[],1626172,,,1610612748,6,10,2023-12-29T03:16:45Z,430000,False,,,0,,K. Looney loose ball personal FOUL (1 PF),"[1626172, 1628389]",1610612744.0,GSW,loose ball,,,Looney,K. Looney,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1155.0,1.0,0.0,Adebayo,1628389.0
46,PT07M53.00S,2023-12-29T03:16:11.8Z,1,REGULAR,3pt,Jump Shot,[],1629639,30.305519053876477,27.205882352941174,1610612748,6,10,2023-12-29T03:16:20Z,460000,False,114.0,232.0,1,left,MISS T. Herro 25' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,25.89,Missed,,,,,,,,,,,,,,,,,,
47,PT07M51.00S,2023-12-29T03:16:13.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612744,6,10,2023-12-29T03:16:20Z,470000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Right Center,,,46.0,,,,,,,,,,,,,,,,,
48,PT07M42.00S,2023-12-29T03:16:30.1Z,1,REGULAR,3pt,Jump Shot,[],1641764,72.35545335085413,82.84313725490196,1610612744,6,10,2023-12-29T03:16:36Z,480000,False,164.0,207.0,1,right,MISS B. Podziemski 26' 3PT,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,26.45,Missed,,,,,,,,,,,,,,,,,,
49,PT07M38.00S,2023-12-29T03:16:34.1Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,6,10,2023-12-29T03:16:36Z,490000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,48.0,2.0,2.0,0.0,,,,,,,,,,,,,,
50,PT07M30.00S,2023-12-29T03:16:43.9Z,1,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612748,6,10,2023-12-29T03:16:57Z,500000,False,,,0,,K. Looney shooting personal FOUL (2 PF) (Adebayo 2 FT),"[1626172, 1628389]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1630886.0,2.0,0.0,Adebayo,1628389.0
52,PT07M30.00S,2023-12-29T03:17:13.4Z,1,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,6,11,2023-12-29T03:17:13Z,520000,False,,,0,,B. Adebayo Free Throw 1 of 2 (5 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,,,,,,5.0,,,,,,,,
53,PT07M30.00S,2023-12-29T03:17:33.7Z,1,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,6,12,2023-12-29T03:17:33Z,530000,False,,,0,,B. Adebayo Free Throw 2 of 2 (6 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,,,,,,6.0,,,,,,,,
54,PT07M20.00S,2023-12-29T03:17:45.6Z,1,REGULAR,2pt,Jump Shot,[],201939,76.5604467805519,70.34313725490196,1610612744,6,12,2023-12-29T03:17:51Z,540000,False,102.0,168.0,1,right,MISS S. Curry 19' pullup Shot,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Mid-Range,16-24 Right Center,19.62,Missed,,,,,,,,,,,,,,,,,,
55,PT07M14.00S,2023-12-29T03:17:51.6Z,1,REGULAR,rebound,offensive,[],1630228,,,1610612744,6,12,2023-12-29T03:17:51Z,550000,False,,,0,,J. Kuminga REBOUND (Off:1 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Mid-Range,16-24 Right Center,,,54.0,2.0,1.0,1.0,,,,,,,,,,,,,,
56,PT07M14.00S,2023-12-29T03:17:50.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630228,94.40999984741211,50.0,1610612744,6,12,2023-12-29T03:17:50Z,560000,False,0.0,0.0,1,right,MISS J. Kuminga tip Layup,[1630228],1610612744.0,GSW,tip,,,Kuminga,J. Kuminga,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
57,PT07M13.00S,2023-12-29T03:17:51.4Z,1,REGULAR,rebound,defensive,[],1631170,,,1610612748,6,12,2023-12-29T03:17:51Z,570000,False,,,0,,J. Jaquez Jr. REBOUND (Off:0 Def:1),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Mid-Range,8-16 Left,,,56.0,1.0,1.0,0.0,,,,,,,,,,,,,,
58,PT07M06.00S,2023-12-29T03:17:58.2Z,1,REGULAR,3pt,Jump Shot,[],1631170,23.078186596583443,12.254901960784313,1610612748,6,15,2023-12-29T03:18:02Z,580000,False,189.0,164.0,1,left,J. Jaquez Jr. 25' 3PT  (5 PTS) (B. Adebayo 1 AST),"[1631170, 1628389]",1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,24+ Right Center,25.03,Made,,,,,,,,,,5.0,B. Adebayo,1628389.0,1.0,,,,,
60,PT06M49.00S,2023-12-29T03:18:14.9Z,1,REGULAR,3pt,Jump Shot,[],1641764,82.78580814717476,4.189644607843137,1610612744,9,15,2023-12-29T03:18:23Z,600000,False,-229.0,109.0,1,right,B. Podziemski 25' 3PT  (3 PTS) (K. Thompson 2 AST),"[1641764, 202691]",1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Left Center,25.38,Made,,,,,,,,,,3.0,K. Thompson,202691.0,2.0,,,,,
62,PT06M32.00S,2023-12-29T03:18:32.0Z,1,REGULAR,2pt,Jump Shot,[],1629639,22.07621550591327,63.25827205882353,1610612748,9,17,2023-12-29T03:18:38Z,620000,False,-66.0,155.0,1,left,T. Herro 16' pullup Jump Shot (6 PTS) (R. Hampton 1 AST),"[1629639, 1630181]",1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Mid-Range,16-24 Left Center,16.86,Made,,,,,,,,,,6.0,R. Hampton,1630181.0,1.0,,,,,
64,PT06M20.00S,2023-12-29T03:18:44.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,92.72339027595268,49.754901960784316,1610612744,9,17,2023-12-29T03:18:49Z,640000,False,-1.0,16.0,1,right,MISS J. Kuminga driving Layup,[1630228],1610612744.0,GSW,driving,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,1.59,Missed,,,,,,,,,,,,,,,,,,
65,PT06M17.00S,2023-12-29T03:18:47.5Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,9,17,2023-12-29T03:18:49Z,650000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,64.0,3.0,3.0,0.0,,,,,,,,,,,,,,
66,PT06M15.00S,2023-12-29T03:18:49.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629639,30.699737187910642,30.637254901960787,1610612748,9,17,2023-12-29T03:20:10Z,660000,False,97.0,236.0,1,left,MISS T. Herro 25' running pullup 3PT,[1629639],1610612748.0,MIA,running pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,25.52,Missed,,,,,,,,,,,,,,,,,,
67,PT06M09.00S,2023-12-29T03:18:55.8Z,1,REGULAR,rebound,offensive,[],1630181,,,1610612748,9,17,2023-12-29T03:20:10Z,670000,False,,,0,,R. Hampton REBOUND (Off:1 Def:0),[1630181],1610612748.0,MIA,,,,Hampton,R. Hampton,,,,,Above the Break 3,24+ Right Center,,,66.0,1.0,0.0,1.0,,,,,,,,,,,,,,
68,PT05M55.00S,2023-12-29T03:19:09.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631170,13.87976346911958,48.529411764705884,1610612748,9,17,2023-12-29T03:22:09Z,680000,False,7.0,78.0,1,left,MISS J. Jaquez Jr. 7' Jump Shot - blocked,"[1631170, 1626172]",1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.84,Missed,,,,,,,,Looney,1626172.0,,,,,,,,,
69,PT05M55.00S,2023-12-29T03:19:09.8Z,1,REGULAR,block,,[],1626172,,,1610612748,9,17,2023-12-29T03:19:53Z,690000,False,,,0,,K. Looney BLOCK (1 BLK),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
70,PT05M47.00S,2023-12-29T03:19:17.8Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,9,17,2023-12-29T03:22:41Z,700000,False,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,68.0,2.0,2.0,0.0,,,,,,,,,,,,,,
71,PT05M46.00S,2023-12-29T03:19:18.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202691,92.59198423127464,54.65686274509803,1610612744,11,17,2023-12-29T03:19:40Z,710000,False,23.0,17.0,1,right,K. Thompson running Layup (5 PTS) (S. Curry 1 AST),"[202691, 201939]",1610612744.0,GSW,running,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,2.89,Made,,,,,,,,,,5.0,S. Curry,201939.0,1.0,,,,,
73,PT05M36.00S,2023-12-29T03:19:28.5Z,1,REGULAR,3pt,Jump Shot,[],1629639,32.802233902759525,53.18627450980392,1610612748,11,17,2023-12-29T03:19:34Z,730000,False,-16.0,256.0,1,left,MISS T. Herro 25' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,25.63,Missed,,,,,,,,,,,,,,,,,,
74,PT05M33.00S,2023-12-29T03:19:31.5Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612744,11,17,2023-12-29T03:19:34Z,740000,False,,,0,,J. Kuminga REBOUND (Off:1 Def:2),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Center,,,73.0,3.0,2.0,1.0,,,,,,,,,,,,,,
75,PT05M22.00S,2023-12-29T03:19:42.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,92.46057818659659,56.61764705882353,1610612744,13,17,2023-12-29T03:19:48Z,750000,False,33.0,18.0,1,right,K. Looney Layup (3 PTS) (B. Podziemski 2 AST),"[1626172, 1641764]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,3.79,Made,,,,,,,,,,3.0,B. Podziemski,1641764.0,2.0,,,,,
77,PT05M22.00S,2023-12-29T03:19:54.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,13,17,2023-12-29T03:21:00Z,770000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M22.00S,2023-12-29T03:22:13.3Z,1,REGULAR,substitution,out,[],202691,,,1610612748,13,17,2023-12-29T03:22:50Z,780000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M22.00S,2023-12-29T03:22:13.3Z,1,REGULAR,substitution,out,[],1630228,,,1610612748,13,17,2023-12-29T03:22:50Z,790000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M22.00S,2023-12-29T03:22:13.3Z,1,REGULAR,substitution,out,[],1626172,,,1610612748,13,17,2023-12-29T03:22:50Z,800000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M22.00S,2023-12-29T03:22:13.3Z,1,REGULAR,substitution,out,[],1641764,,,1610612748,13,17,2023-12-29T03:22:50Z,810000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
