actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
437,PT05M22.00S,2024-01-11T03:09:56.0Z,3,REGULAR,block,,[],1630529,,,1610612744,75,86,2024-01-11T03:09:58Z,4260000,False,,,0,,H. Jones BLOCK (2 BLK),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
438,PT05M17.00S,2024-01-11T03:10:01.0Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,75,86,2024-01-11T03:10:03Z,4270000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,436.0,4.0,3.0,1.0,,,,,,,,,,,
439,PT05M12.00S,2024-01-11T03:10:05.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203468,7.966491458607096,39.950980392156865,1610612740,75,86,2024-01-11T03:17:08Z,4280000,False,50.0,22.0,1,left,MISS C. McCollum running Layup,[203468],1610612740.0,NOP,running,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,,5.5,Missed,,,,,,,,,,,,,,,
440,PT05M09.00S,2024-01-11T03:10:08.6Z,3,REGULAR,rebound,offensive,[],202685,,,1610612740,75,86,2024-01-11T03:10:20Z,4290000,False,,,0,,J. Valanciunas REBOUND (Off:2 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,439.0,5.0,3.0,2.0,,,,,,,,,,,
441,PT05M08.00S,2024-01-11T03:10:09.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,6.1268068331143235,44.85294117647059,1610612740,75,88,2024-01-11T03:17:46Z,4300000,False,26.0,5.0,1,left,J. Valanciunas putback Layup (11 PTS),[202685],1610612740.0,NOP,putback,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,2.62,Made,,,,,,11.0,,,,,,,,,
442,PT04M59.00S,2024-01-11T03:10:20.3Z,3,REGULAR,foul,offensive,[],1631218,,,1610612744,75,88,2024-01-11T03:10:28Z,4310000,False,,,0,,T. Jackson-Davis offensive FOUL (1 PF),"[1631218, 1630529]",1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,202049.0,,,,,,,1.0,0.0,Jones,1630529.0
444,PT04M59.00S,2024-01-11T03:10:20.3Z,3,REGULAR,turnover,offensive foul,[],1631218,,,1610612744,75,88,2024-01-11T03:10:20Z,4330000,False,,,0,,T. Jackson-Davis offensive foul TURNOVER (1 TO),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Above the Break 3,24+ Left Center,1.0,,,,,,,,,202049.0,,,,,,,,,,
445,PT04M59.00S,2024-01-11T03:10:38.8Z,3,REGULAR,substitution,out,[],1630228,,,1610612740,75,88,2024-01-11T03:10:48Z,4340000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT04M59.00S,2024-01-11T03:10:38.8Z,3,REGULAR,substitution,out,[],1629627,,,1610612740,75,88,2024-01-11T03:10:48Z,4350000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT04M59.00S,2024-01-11T03:10:38.8Z,3,REGULAR,substitution,in,[],203952,,,1610612740,75,88,2024-01-11T03:10:48Z,4360000,False,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT04M59.00S,2024-01-11T03:10:38.8Z,3,REGULAR,substitution,in,[],1630700,,,1610612740,75,88,2024-01-11T03:10:48Z,4370000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT04M39.00S,2024-01-11T03:11:00.3Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203468,5.732588699080158,72.54901960784314,1610612740,75,90,2024-01-11T03:18:54Z,4380000,False,-113.0,1.0,1,left,C. McCollum 11' driving floating Jump Shot (14 PTS),[203468],1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Left,,,,11.27,Made,,,,,,14.0,,,,,,,,,
450,PT04M28.00S,2024-01-11T03:11:11.4Z,3,REGULAR,3pt,Jump Shot,[],202691,90.48948751642575,96.07843137254902,1610612744,78,90,2024-01-11T03:11:16Z,4390000,False,230.0,37.0,1,right,K. Thompson 3PT  (13 PTS) (S. Curry 6 AST),"[202691, 201939]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Right Corner 3,24+ Right,,,,23.33,Made,,,,,,13.0,S. Curry,201939.0,6.0,,,,,,
452,PT04M08.00S,2024-01-11T03:11:30.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202685,5.075558475689881,55.14705882352941,1610612740,78,92,2024-01-11T03:11:40Z,4410000,False,-26.0,-5.0,1,left,J. Valanciunas driving Layup (13 PTS),[202685],1610612740.0,NOP,driving,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,2.61,Made,,,,,,13.0,,,,,,,,,
453,PT03M59.00S,2024-01-11T03:11:39.8Z,3,REGULAR,3pt,Jump Shot,[],201939,90.75229960578186,96.81372549019608,1610612744,78,92,2024-01-11T03:11:45Z,4420000,False,234.0,34.0,1,right,MISS S. Curry 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Right Corner 3,24+ Right,,,,23.66,Missed,,,,,,,,,,,,,,,
454,PT03M55.00S,2024-01-11T03:11:43.8Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,78,92,2024-01-11T03:11:45Z,4430000,False,,,0,,J. Valanciunas REBOUND (Off:2 Def:4),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Right Corner 3,24+ Right,,,,,,453.0,6.0,4.0,2.0,,,,,,,,,,,
455,PT03M43.00S,2024-01-11T03:11:56.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202685,6.521024967148489,41.911764705882355,1610612740,78,94,2024-01-11T03:12:01Z,4440000,False,40.0,9.0,1,left,J. Valanciunas Layup (15 PTS) (C. McCollum 8 AST),"[202685, 203468]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,4.13,Made,,,,,,15.0,C. McCollum,203468.0,8.0,,,,,,
457,PT03M32.00S,2024-01-11T03:12:07.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201939,92.06636005256242,55.14705882352941,1610612744,78,94,2024-01-11T03:12:13Z,4460000,False,26.0,22.0,1,right,MISS S. Curry driving Layup,[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,,3.39,Missed,,,,,,,,,,,,,,,
458,PT03M30.00S,2024-01-11T03:12:09.6Z,3,REGULAR,rebound,defensive,[],1630529,,,1610612740,78,94,2024-01-11T03:12:13Z,4470000,False,,,0,,H. Jones REBOUND (Off:1 Def:4),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,457.0,5.0,4.0,1.0,,,,,,,,,,,
459,PT03M18.00S,2024-01-11T03:12:22.4Z,3,REGULAR,3pt,Jump Shot,[],1630700,7.5722733245729295,3.431372549019608,1610612740,78,94,2024-01-11T03:30:45Z,4480000,False,233.0,19.0,1,left,MISS D. Daniels 3PT,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Right Corner 3,24+ Right,,,,23.35,Missed,,,,,,,,,,,,,,,
460,PT03M16.00S,2024-01-11T03:12:24.4Z,3,REGULAR,rebound,offensive,[],202685,,,1610612740,78,94,2024-01-11T03:30:45Z,4490000,False,,,0,,J. Valanciunas REBOUND (Off:3 Def:4),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Right Corner 3,24+ Right,,,,,,459.0,7.0,4.0,3.0,,,,,,,,,,,
540,PT03M16.00S,2024-01-11T03:12:25.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,6.1268068331143235,44.36274509803921,1610612740,78,94,2024-01-11T03:30:57Z,4495000,False,28.0,5.0,1,left,MISS J. Valanciunas tip Layup,[202685],1610612740.0,NOP,tip,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,2.87,Missed,,,,,,,,,,,,,,,
541,PT03M14.00S,2024-01-11T03:12:27.7Z,3,REGULAR,rebound,offensive,[],202685,,,1610612740,78,94,2024-01-11T03:30:57Z,4497500,False,,,0,,J. Valanciunas REBOUND (Off:4 Def:4),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,540.0,8.0,4.0,4.0,,,,,,,,,,,
461,PT03M12.00S,2024-01-11T03:12:29.0Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202685,5.590000152587891,50.0,1610612740,78,96,2024-01-11T03:31:02Z,4500000,False,0.0,0.0,1,left,J. Valanciunas tip Layup (17 PTS),[202685],1610612740.0,NOP,tip,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,0.0,Made,,,,,,17.0,,,,,,,,,
462,PT03M06.00S,2024-01-11T03:12:37.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,78,96,2024-01-11T03:12:37Z,4510000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT03M06.00S,2024-01-11T03:15:40.4Z,3,REGULAR,substitution,out,[],202691,,,1610612744,78,96,2024-01-11T03:16:00Z,4520000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT03M06.00S,2024-01-11T03:15:40.4Z,3,REGULAR,substitution,out,[],201939,,,1610612744,78,96,2024-01-11T03:16:00Z,4530000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT03M06.00S,2024-01-11T03:15:40.4Z,3,REGULAR,substitution,out,[],1630529,,,1610612744,78,96,2024-01-11T03:16:00Z,4540000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT03M06.00S,2024-01-11T03:15:40.4Z,3,REGULAR,substitution,in,[],202709,,,1610612744,78,96,2024-01-11T03:16:00Z,4550000,False,,,0,,SUB in: C. Joseph,[202709],1610612744.0,GSW,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT03M06.00S,2024-01-11T03:15:40.4Z,3,REGULAR,substitution,in,[],203967,,,1610612744,78,96,2024-01-11T03:16:00Z,4560000,False,,,0,,SUB in: D. Saric,[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT03M06.00S,2024-01-11T03:15:40.4Z,3,REGULAR,substitution,in,[],1641722,,,1610612744,78,96,2024-01-11T03:16:00Z,4570000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT02M58.00S,2024-01-11T03:16:15.3Z,3,REGULAR,turnover,out-of-bounds,[],203952,,,1610612744,78,96,2024-01-11T03:16:26Z,4580000,False,,,0,,A. Wiggins lost ball out-of-bounds TURNOVER (1 TO),[203952],1610612744.0,GSW,lost ball,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,202049.0,,,,,,,,,,
473,PT02M41.00S,2024-01-11T03:16:39.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630530,29.77989487516426,16.911764705882355,1610612740,78,96,2024-01-11T03:16:51Z,4590000,False,165.0,227.0,1,left,MISS T. Murphy III 28' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,,28.12,Missed,,,,,,,,,,,,,,,
474,PT02M38.00S,2024-01-11T03:16:42.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612740,78,96,2024-01-11T03:16:51Z,4600000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,473.0,,,,,,,,,,,,,,
476,PT02M28.00S,2024-01-11T03:17:08.9Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",202685,10.200394218134035,46.07843137254902,1610612740,78,98,2024-01-11T03:17:14Z,4620000,False,20.0,43.0,1,left,J. Valanciunas Hook (19 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,4.76,Made,,,,,,19.0,,,,,,,,,
478,PT02M05.00S,2024-01-11T03:17:32.3Z,3,REGULAR,2pt,Jump Shot,[],203952,74.19513797634691,35.78431372549019,1610612744,78,98,2024-01-11T03:17:41Z,4640000,False,-71.0,190.0,1,right,MISS A. Wiggins 20' pullup Shot,[203952],1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Left Center,,,,20.3,Missed,,,,,,,,,,,,,,,
479,PT02M02.00S,2024-01-11T03:17:35.3Z,3,REGULAR,rebound,defensive,[],203468,,,1610612740,78,98,2024-01-11T03:17:41Z,4650000,False,,,0,,C. McCollum REBOUND (Off:0 Def:3),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Left Center,,,,,,478.0,3.0,3.0,0.0,,,,,,,,,,,
480,PT01M50.00S,2024-01-11T03:17:47.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],202685,4.993429697766097,51.616115196078425,1610612740,78,100,2024-01-11T03:18:02Z,4660000,False,-8.0,-6.0,1,left,J. Valanciunas cutting DUNK (21 PTS) (D. Daniels 1 AST),"[202685, 1630700]",1610612740.0,NOP,cutting,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,0.98,Made,,,,,,21.0,D. Daniels,1630700.0,1.0,,,,,,
482,PT01M32.00S,2024-01-11T03:18:16.9Z,3,REGULAR,foul,personal,[],1630700,,,1610612744,78,100,2024-01-11T03:18:30Z,4680000,False,,,0,,D. Daniels personal FOUL (2 PF),"[1630700, 203967]",1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,202053.0,,,,,,,2.0,0.0,Saric,203967.0
484,PT01M32.00S,2024-01-11T03:18:23.0Z,3,REGULAR,substitution,out,[],203468,,,1610612744,78,100,2024-01-11T03:18:27Z,4700000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT01M32.00S,2024-01-11T03:18:23.0Z,3,REGULAR,substitution,in,[],1629627,,,1610612744,78,100,2024-01-11T03:18:27Z,4710000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT01M26.00S,2024-01-11T03:18:48.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641764,80.50262812089356,47.549019607843135,1610612744,78,100,2024-01-11T03:19:03Z,4720000,False,-12.0,131.0,1,right,MISS B. Podziemski 13' floating Shot,[1641764],1610612744.0,GSW,floating,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),8-16 Center,,,,13.14,Missed,,,,,,,,,,,,,,,
487,PT01M22.00S,2024-01-11T03:18:52.7Z,3,REGULAR,rebound,offensive,[],1641764,,,1610612744,78,100,2024-01-11T03:18:52Z,4730000,False,,,0,,B. Podziemski REBOUND (Off:1 Def:4),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),8-16 Center,,,,,,486.0,5.0,4.0,1.0,,,,,,,,,,,
488,PT01M20.00S,2024-01-11T03:18:55.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],202709,68.28186596583443,21.323529411764707,1610612744,78,100,2024-01-11T03:19:07Z,4740000,False,-143.0,246.0,1,right,MISS C. Joseph 28' 3PT,[202709],1610612744.0,GSW,,,,Joseph,C. Joseph,,,,,Above the Break 3,24+ Left Center,,,,28.45,Missed,,,,,,,,,,,,,,,
489,PT01M14.00S,2024-01-11T03:19:01.2Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,78,100,2024-01-11T03:19:07Z,4750000,False,,,0,,J. Valanciunas REBOUND (Off:4 Def:5),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Left Center,,,,,,488.0,9.0,5.0,4.0,,,,,,,,,,,
490,PT00M57.10S,2024-01-11T03:19:26.2Z,3,REGULAR,turnover,out-of-bounds,[],1629627,,,1610612740,78,100,2024-01-11T03:19:40Z,4760000,False,,,0,,Z. Williamson lost ball out-of-bounds TURNOVER (4 TO),[1629627],1610612740.0,NOP,lost ball,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,4.0,,,,,,,,,202049.0,,,,,,,,,,
491,PT00M43.20S,2024-01-11T03:19:46.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631218,93.77463863337714,47.05882352941176,1610612744,80,100,2024-01-11T03:19:56Z,4770000,False,-15.0,6.0,1,right,T. Jackson-Davis reverse Layup (8 PTS) (D. Saric 2 AST),"[1631218, 203967]",1610612744.0,GSW,reverse,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,,,,1.59,Made,,,,,,8.0,D. Saric,203967.0,2.0,,,,,,
493,PT00M32.50S,2024-01-11T03:19:59.1Z,3,REGULAR,3pt,Jump Shot,[],1630530,33.85348226018397,29.65686274509804,1610612740,80,103,2024-01-11T03:26:24Z,4790000,False,102.0,266.0,1,left,T. Murphy III 28' 3PT pullup (10 PTS),[1630530],1610612740.0,NOP,pullup,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,,28.45,Made,,,,,,10.0,,,,,,,,,
494,PT00M09.60S,2024-01-11T03:20:25.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631218,94.03745072273325,54.166666666666664,1610612744,82,103,2024-01-11T03:20:31Z,4800000,False,21.0,4.0,1,right,T. Jackson-Davis Layup (10 PTS) (D. Saric 3 AST),"[1631218, 203967]",1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,,,,2.11,Made,,,,,,10.0,D. Saric,203967.0,3.0,,,,,,
496,PT00M09.60S,2024-01-11T03:20:27.3Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",202685,,,1610612744,82,103,2024-01-11T03:20:36Z,4820000,False,,,0,,J. Valanciunas shooting personal FOUL (4 PF) (Jackson-Davis 1 FT),"[202685, 1631218]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,,,,,202053.0,,,,,,,4.0,0.0,Jackson-Davis,1631218.0
498,PT00M09.60S,2024-01-11T03:20:38.5Z,3,REGULAR,substitution,out,[],203967,,,1610612744,82,103,2024-01-11T03:21:38Z,4840000,False,,,0,,SUB out: D. Saric,[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT00M09.60S,2024-01-11T03:20:38.5Z,3,REGULAR,substitution,out,[],202685,,,1610612744,82,103,2024-01-11T03:21:38Z,4850000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT00M09.60S,2024-01-11T03:20:38.5Z,3,REGULAR,substitution,in,[],1630228,,,1610612744,82,103,2024-01-11T03:21:38Z,4860000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT00M09.60S,2024-01-11T03:20:38.5Z,3,REGULAR,substitution,in,[],1626204,,,1610612744,82,103,2024-01-11T03:21:38Z,4870000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT00M09.60S,2024-01-11T03:21:00.0Z,3,REGULAR,freethrow,1 of 1,[],1631218,,,1610612744,83,103,2024-01-11T03:21:00Z,4880000,False,,,0,,T. Jackson-Davis Free Throw 1 of 1 (11 PTS),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,Made,,,,,,11.0,,,,,,,,,
503,PT00M04.90S,2024-01-11T03:21:11.5Z,3,REGULAR,foul,personal,[],202709,,,1610612740,83,103,2024-01-11T03:21:38Z,4890000,False,,,0,,C. Joseph personal FOUL (2 PF),"[202709, 1626204]",1610612744.0,GSW,,,,Joseph,C. Joseph,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,202049.0,,,,,,,2.0,0.0,Nance Jr.,1626204.0
505,PT00M01.70S,2024-01-11T03:21:36.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203952,,,1610612740,83,103,2024-01-11T03:21:43Z,4910000,False,,,0,,A. Wiggins personal FOUL (1 PF) (Williamson 2 FT),"[203952, 1629627]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627962.0,,,,,,,1.0,0.0,Williamson,1629627.0
507,PT00M01.70S,2024-01-11T03:22:04.1Z,3,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,83,104,2024-01-11T03:22:04Z,4930000,False,,,0,,Z. Williamson Free Throw 1 of 2 (9 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,Made,,,,,,9.0,,,,,,,,,
508,PT00M01.70S,2024-01-11T03:22:04.9Z,3,REGULAR,substitution,out,[],1641722,,,1610612740,83,104,2024-01-11T03:22:08Z,4940000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT00M01.70S,2024-01-11T03:22:04.9Z,3,REGULAR,substitution,in,[],1630529,,,1610612740,83,104,2024-01-11T03:22:08Z,4950000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT00M01.70S,2024-01-11T03:22:21.3Z,3,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,83,105,2024-01-11T03:22:21Z,4960000,False,,,0,,Z. Williamson Free Throw 2 of 2 (10 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,Made,,,,,,10.0,,,,,,,,,
511,PT00M00.00S,2024-01-11T03:22:30.1Z,3,REGULAR,period,end,[],0,,,1610612744,83,105,2024-01-11T03:22:30Z,4970000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT12M00.00S,2024-01-11T03:22:35.9Z,4,REGULAR,substitution,out,['startperiod'],1630228,,,1610612744,83,105,2024-01-11T03:26:07Z,4990000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT12M00.00S,2024-01-11T03:22:35.9Z,4,REGULAR,substitution,out,['startperiod'],1641764,,,1610612744,83,105,2024-01-11T03:26:07Z,5000000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT12M00.00S,2024-01-11T03:22:35.9Z,4,REGULAR,substitution,out,['startperiod'],1630529,,,1610612744,83,105,2024-01-11T03:26:07Z,5010000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT12M00.00S,2024-01-11T03:22:35.9Z,4,REGULAR,substitution,in,['startperiod'],203967,,,1610612744,83,105,2024-01-11T03:26:07Z,5020000,False,,,0,,SUB in: D. Saric,[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT12M00.00S,2024-01-11T03:22:35.9Z,4,REGULAR,substitution,in,['startperiod'],1630541,,,1610612744,83,105,2024-01-11T03:26:07Z,5030000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT12M00.00S,2024-01-11T03:22:35.9Z,4,REGULAR,substitution,in,['startperiod'],1641722,,,1610612744,83,105,2024-01-11T03:26:07Z,5040000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT12M00.00S,2024-01-11T03:26:03.2Z,4,REGULAR,period,start,[],0,,,1610612744,83,105,2024-01-11T03:26:07Z,5050000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT11M48.00S,2024-01-11T03:26:15.0Z,4,REGULAR,3pt,Jump Shot,[],1630541,67.23061760840999,64.95098039215686,1610612744,83,105,2024-01-11T03:26:25Z,5060000,False,75.0,256.0,1,right,MISS M. Moody 26' 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Center,,,,26.62,Missed,,,,,,,,,,,,,,,
521,PT11M44.00S,2024-01-11T03:26:18.4Z,4,REGULAR,rebound,offensive,[],202709,,,1610612744,83,105,2024-01-11T03:26:18Z,5070000,False,,,0,,C. Joseph REBOUND (Off:2 Def:1),[202709],1610612744.0,GSW,,,,Joseph,C. Joseph,,,,,Above the Break 3,24+ Center,,,,,,520.0,3.0,1.0,2.0,,,,,,,,,,,
522,PT11M40.00S,2024-01-11T03:26:23.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630541,68.15045992115637,68.87254901960785,1610612744,83,105,2024-01-11T03:26:34Z,5080000,False,94.0,247.0,1,right,MISS M. Moody 26' 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,,,,26.43,Missed,,,,,,,,,,,,,,,
