actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
16,PT10M10.00S,2024-04-14T19:43:21.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630209,86.5473061760841,61.51960784313726,1610612762,2,4,2024-04-14T19:45:25Z,160000,False,58.0,74.0,1,right,MISS O. Yurtseven 9' turnaround fadeaway Shot - blocked,"[1630209, 1630228]",1610612762.0,UTA,turnaround fadeaway,,,Yurtseven,O. Yurtseven,,,,,In The Paint (Non-RA),8-16 Right,9.38,Missed,,,,,,,,,,,Kuminga,1630228.0,,,,,,
17,PT10M10.00S,2024-04-14T19:43:21.5Z,1,REGULAR,block,,[],1630228,,,1610612762,2,4,2024-04-14T19:43:24Z,170000,False,,,0,,J. Kuminga BLOCK (1 BLK),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
18,PT10M09.00S,2024-04-14T19:43:22.5Z,1,REGULAR,rebound,offensive,[],1630209,,,1610612762,2,4,2024-04-14T19:45:25Z,180000,False,,,0,,O. Yurtseven REBOUND (Off:1 Def:1),[1630209],1610612762.0,UTA,,,,Yurtseven,O. Yurtseven,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,16.0,2.0,1.0,1.0,,,,,,,,
25,PT10M07.00S,2024-04-14T19:43:24.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630209,88.51839684625493,56.372549019607845,1610612762,2,6,2024-04-14T19:45:51Z,185000,False,32.0,55.0,1,right,O. Yurtseven 6' floating Jump Shot (4 PTS),[1630209],1610612762.0,UTA,floating,,,Yurtseven,O. Yurtseven,,,,,In The Paint (Non-RA),0-8 Center,6.39,Made,4.0,,,,,,,,,,,,,,,,,
19,PT10M07.00S,2024-04-14T19:43:26.6Z,1,REGULAR,foul,personal,['1freethrow'],101108,,,1610612762,2,6,2024-04-14T19:43:53Z,190000,False,,,0,,C. Paul shooting personal FOUL (1 PF) (Yurtseven 1 FT),"[101108, 1630209]",1610612744.0,GSW,shooting,,,Paul,C. Paul,,,,,Mid-Range,16-24 Center,,,,,,,203592.0,,,,,,,,1.0,0.0,Yurtseven,1630209.0,,
21,PT10M07.00S,2024-04-14T19:43:54.1Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1630209,,,1610612762,2,7,2024-04-14T19:43:54Z,210000,False,,,0,,O. Yurtseven Free Throw 1 of 1 (5 PTS),[1630209],1610612762.0,UTA,,,,Yurtseven,O. Yurtseven,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
22,PT09M57.00S,2024-04-14T19:44:07.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631218,11.875821287779246,50.245098039215684,1610612744,4,7,2024-04-14T19:47:50Z,220000,False,-1.0,59.0,1,left,T. Jackson-Davis cutting finger roll Layup (2 PTS) (C. Paul 2 AST),"[1631218, 101108]",1610612744.0,GSW,cutting finger roll,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,5.91,Made,2.0,C. Paul,101108.0,2.0,,,,,,,,,,,,,,
23,PT09M42.00S,2024-04-14T19:44:21.7Z,1,REGULAR,turnover,bad pass,[],1641718,,,1610612762,4,7,2024-04-14T20:05:08Z,230000,False,,,0,,K. George bad pass TURNOVER (1 TO),"[1641718, 203952]",1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,,,,,1.0,,,,,,,,,,,Wiggins,203952.0
24,PT09M42.00S,2024-04-14T19:44:21.7Z,1,REGULAR,steal,,[],203952,,,1610612744,4,7,2024-04-14T19:44:23Z,240000,False,,,0,,A. Wiggins STEAL (1 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
26,PT09M34.00S,2024-04-14T19:44:29.2Z,1,REGULAR,turnover,bad pass,[],203952,,,1610612744,4,7,2024-04-14T19:45:21Z,250000,False,,,0,,A. Wiggins bad pass TURNOVER (1 TO),"[203952, 1629677]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Right,,,,,,,,1.0,,,,,,,,,,,Samanic,1629677.0
27,PT09M34.00S,2024-04-14T19:44:29.2Z,1,REGULAR,steal,,[],1629677,,,1610612762,4,7,2024-04-14T19:44:30Z,260000,False,,,0,,L. Samanic STEAL (1 STL),[1629677],1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
28,PT09M25.00S,2024-04-14T19:44:38.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629677,89.17542706964521,58.08823529411765,1610612762,4,7,2024-04-14T19:50:26Z,270000,False,40.0,49.0,1,right,MISS L. Samanic 6' turnaround bank Shot,[1629677],1610612762.0,UTA,turnaround bank,,,Samanic,L. Samanic,,,,,In The Paint (Non-RA),0-8 Center,6.37,Missed,,,,,,,,,,,,,,,,,,
29,PT09M25.00S,2024-04-14T19:44:38.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,4,7,2024-04-14T19:45:05Z,280000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,28.0,,,,,,,,,,,
31,PT09M17.00S,2024-04-14T19:45:15.8Z,1,REGULAR,turnover,traveling,[],1629677,,,1610612762,4,7,2024-04-14T19:45:31Z,300000,False,,,0,,L. Samanic traveling TURNOVER (1 TO),[1629677],1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201246.0,1.0,,,,,,,,,,,,
32,PT09M09.00S,2024-04-14T19:45:36.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",101108,16.557161629434955,40.119485294117645,1610612744,6,7,2024-04-14T19:45:44Z,310000,False,49.0,103.0,1,left,C. Paul 11' pullup Jump Shot (2 PTS),[101108],1610612744.0,GSW,pullup,,,Paul,C. Paul,,,,,In The Paint (Non-RA),8-16 Center,11.43,Made,2.0,,,,,,,,,,,,,,,,,
33,PT08M52.00S,2024-04-14T19:45:54.7Z,1,REGULAR,3pt,Jump Shot,[],1629677,74.32654402102497,12.009803921568627,1610612762,6,7,2024-04-14T19:45:59Z,320000,False,-190.0,189.0,1,right,MISS L. Samanic 26' 3PT,[1629677],1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,Above the Break 3,24+ Left Center,26.79,Missed,,,,,,,,,,,,,,,,,,
34,PT08M47.00S,2024-04-14T19:45:59.7Z,1,REGULAR,rebound,defensive,[],101108,,,1610612744,6,7,2024-04-14T19:45:59Z,330000,False,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Left Center,,,,,,,,,33.0,1.0,1.0,0.0,,,,,,,,
35,PT08M40.00S,2024-04-14T19:46:06.4Z,1,REGULAR,3pt,Jump Shot,[],203952,13.87976346911958,94.36274509803921,1610612744,9,7,2024-04-14T19:46:11Z,340000,False,-222.0,78.0,1,left,A. Wiggins 3PT  (5 PTS) (C. Paul 3 AST),"[203952, 101108]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,23.51,Made,5.0,C. Paul,101108.0,3.0,,,,,,,,,,,,,,
37,PT08M22.00S,2024-04-14T19:46:23.6Z,1,REGULAR,3pt,Jump Shot,[],1630209,71.96123521681997,22.54901960784314,1610612762,9,7,2024-04-14T19:46:29Z,360000,False,-137.0,211.0,1,right,MISS O. Yurtseven 25' 3PT,[1630209],1610612762.0,UTA,,,,Yurtseven,O. Yurtseven,,,,,Above the Break 3,24+ Left Center,25.18,Missed,,,,,,,,,,,,,,,,,,
38,PT08M19.00S,2024-04-14T19:46:26.6Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,9,7,2024-04-14T19:46:29Z,370000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,
39,PT08M04.00S,2024-04-14T19:46:42.1Z,1,REGULAR,3pt,Jump Shot,[],202691,24.52365308804205,10.784313725490197,1610612744,12,7,2024-04-14T19:46:46Z,380000,False,196.0,178.0,1,left,K. Thompson 26' 3PT  (3 PTS) (J. Kuminga 1 AST),"[202691, 1630228]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,26.48,Made,3.0,J. Kuminga,1630228.0,1.0,,,,,,,,,,,,,,
41,PT07M51.00S,2024-04-14T19:46:59.6Z,1,REGULAR,foul,offensive,[],1629677,,,1610612762,12,7,2024-04-14T19:47:08Z,400000,False,,,0,,L. Samanic charge offensive FOUL (1 PF),"[1629677, 1630228]",1610612762.0,UTA,charge,,,Samanic,L. Samanic,,,,,Mid-Range,16-24 Right Center,,,,,,,203592.0,,,,,,,,1.0,0.0,Kuminga,1630228.0,,
43,PT07M51.00S,2024-04-14T19:46:59.6Z,1,REGULAR,turnover,offensive foul,[],1629677,,,1610612762,12,7,2024-04-14T19:46:59Z,420000,False,,,0,,L. Samanic offensive foul TURNOVER (2 TO),[1629677],1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,Mid-Range,16-24 Right Center,,,,,,,203592.0,2.0,,,,,,,,,,,,
44,PT07M38.00S,2024-04-14T19:47:27.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],101108,24.38608738501971,87.76807598039215,1610612744,12,7,2024-04-14T19:47:42Z,430000,False,-189.0,177.0,1,left,MISS C. Paul 25' 3PT,[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Left Center,25.86,Missed,,,,,,,,,,,,,,,,,,
46,PT07M35.00S,2024-04-14T19:47:30.0Z,1,REGULAR,rebound,defensive,[],1641707,,,1610612762,12,7,2024-04-14T19:47:31Z,440000,False,,,0,,T. Hendricks REBOUND (Off:0 Def:1),[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Above the Break 3,24+ Left Center,,,,,,,,,44.0,1.0,1.0,0.0,,,,,,,,
47,PT07M18.00S,2024-04-14T19:47:49.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629677,92.59198423127464,43.627450980392155,1610612762,12,9,2024-04-14T19:51:47Z,450000,False,-32.0,17.0,1,right,L. Samanic cutting finger roll Layup (2 PTS) (J. Juzang 1 AST),"[1629677, 1630548]",1610612762.0,UTA,cutting finger roll,,,Samanic,L. Samanic,,,,,Restricted Area,0-8 Center,3.62,Made,2.0,J. Juzang,1630548.0,1.0,,,,,,,,,,,,,,
49,PT07M18.00S,2024-04-14T19:47:51.1Z,1,REGULAR,foul,personal,['1freethrow'],1630228,,,1610612762,12,9,2024-04-14T19:47:55Z,470000,False,,,0,,J. Kuminga shooting personal FOUL (1 PF) (Samanic 1 FT),"[1630228, 1629677]",1610612744.0,GSW,shooting,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,,,,,,,201246.0,,,,,,,,1.0,0.0,Samanic,1629677.0,,
51,PT07M18.00S,2024-04-14T19:48:02.0Z,1,REGULAR,substitution,out,[],202691,,,1610612762,12,9,2024-04-14T19:48:10Z,490000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M18.00S,2024-04-14T19:48:02.0Z,1,REGULAR,substitution,in,[],1641764,,,1610612762,12,9,2024-04-14T19:48:10Z,500000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M18.00S,2024-04-14T19:48:26.3Z,1,REGULAR,freethrow,1 of 1,[],1629677,,,1610612762,12,10,2024-04-14T19:48:26Z,510000,False,,,0,,L. Samanic Free Throw 1 of 1 (3 PTS),[1629677],1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
54,PT07M06.00S,2024-04-14T19:48:39.9Z,1,REGULAR,3pt,Jump Shot,[],203952,26.10052562417871,14.705882352941178,1610612744,12,10,2024-04-14T19:48:44Z,520000,False,176.0,193.0,1,left,MISS A. Wiggins 26' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,26.14,Missed,,,,,,,,,,,,,,,,,,
55,PT07M04.00S,2024-04-14T19:48:41.9Z,1,REGULAR,rebound,defensive,[],1630209,,,1610612762,12,10,2024-04-14T19:48:44Z,530000,False,,,0,,O. Yurtseven REBOUND (Off:1 Def:2),[1630209],1610612762.0,UTA,,,,Yurtseven,O. Yurtseven,,,,,Above the Break 3,24+ Right Center,,,,,,,,,54.0,3.0,2.0,1.0,,,,,,,,
57,PT06M55.00S,2024-04-14T19:48:59.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,12,10,2024-04-14T19:48:59Z,550000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M47.00S,2024-04-14T19:50:33.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630548,89.30683311432325,42.15686274509804,1610612762,12,10,2024-04-14T19:54:12Z,555000,False,-39.0,48.0,1,right,MISS J. Juzang 6' fadeaway bank Shot,[1630548],1610612762.0,UTA,fadeaway bank,,,Juzang,J. Juzang,,,,,In The Paint (Non-RA),0-8 Center,6.2,Missed,,,,,,,,,,,,,,,,,,
66,PT06M45.00S,2024-04-14T19:50:35.2Z,1,REGULAR,rebound,offensive,[],1641707,,,1610612762,12,10,2024-04-14T19:54:12Z,557500,False,,,0,,T. Hendricks REBOUND (Off:1 Def:1),[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,65.0,2.0,1.0,1.0,,,,,,,,
58,PT06M45.00S,2024-04-14T19:52:06.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1641707,91.85282522996057,52.21737132352941,1610612762,12,12,2024-04-14T19:54:34Z,560000,False,11.0,24.0,1,right,T. Hendricks tip DUNK (2 PTS),[1641707],1610612762.0,UTA,tip,,,Hendricks,T. Hendricks,,,,,Restricted Area,0-8 Center,2.65,Made,2.0,,,,,,,,,,,,,,,,,
60,PT06M28.00S,2024-04-14T19:52:23.5Z,1,REGULAR,3pt,Jump Shot,[],1641764,5.732588699080158,3.9215686274509802,1610612744,15,12,2024-04-14T19:52:40Z,580000,False,230.0,1.0,1,left,B. Podziemski 3PT  (3 PTS) (J. Kuminga 2 AST),"[1641764, 1630228]",1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Right Corner 3,24+ Right,23.04,Made,3.0,J. Kuminga,1630228.0,2.0,,,,,,,,,,,,,,
62,PT06M10.00S,2024-04-14T19:52:40.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641707,91.14651773981603,40.931372549019606,1610612762,15,14,2024-04-14T19:55:14Z,600000,False,-45.0,31.0,1,right,T. Hendricks driving Layup (4 PTS),[1641707],1610612762.0,UTA,driving,,,Hendricks,T. Hendricks,,,,,In The Paint (Non-RA),0-8 Center,5.47,Made,4.0,,,,,,,,,,,,,,,,,
63,PT05M59.00S,2024-04-14T19:52:51.8Z,1,REGULAR,2pt,Jump Shot,[],1641764,21.895532194480946,48.529411764705884,1610612744,17,14,2024-04-14T19:53:47Z,610000,False,7.0,153.0,1,left,B. Podziemski 15' step back Jump Shot (5 PTS),[1641764],1610612744.0,GSW,step back,,,Podziemski,B. Podziemski,,,,,Mid-Range,8-16 Center,15.35,Made,5.0,,,,,,,,,,,,,,,,,
64,PT05M32.00S,2024-04-14T19:53:19.2Z,1,REGULAR,2pt,Jump Shot,[],1641707,78.53153745072274,49.01960784313725,1610612762,17,16,2024-04-14T19:55:51Z,620000,False,-5.0,149.0,1,right,T. Hendricks 14' pullup Jump Shot (6 PTS),[1641707],1610612762.0,UTA,pullup,,,Hendricks,T. Hendricks,,,,,Mid-Range,8-16 Center,14.94,Made,6.0,,,,,,,,,,,,,,,,,
67,PT05M09.00S,2024-04-14T19:53:42.5Z,1,REGULAR,3pt,Jump Shot,[],101108,32.933639947437584,44.6078431372549,1610612744,17,16,2024-04-14T19:53:52Z,630000,False,27.0,257.0,1,left,MISS C. Paul 25' 3PT,[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Center,25.85,Missed,,,,,,,,,,,,,,,,,,
68,PT05M09.00S,2024-04-14T19:53:42.5Z,1,REGULAR,rebound,defensive,[],1630209,,,1610612762,17,16,2024-04-14T19:53:52Z,640000,False,,,0,,O. Yurtseven REBOUND (Off:1 Def:3),[1630209],1610612762.0,UTA,,,,Yurtseven,O. Yurtseven,,,,,Above the Break 3,24+ Center,,,,,,,,,67.0,4.0,3.0,1.0,,,,,,,,
69,PT04M59.00S,2024-04-14T19:53:52.4Z,1,REGULAR,3pt,Jump Shot,[],1641718,65.78515111695138,54.65686274509803,1610612762,17,19,2024-04-14T19:54:14Z,650000,False,23.0,269.0,1,right,K. George 27' 3PT pullup (5 PTS) (O. Yurtseven 1 AST),"[1641718, 1630209]",1610612762.0,UTA,pullup,,,George,K. George,,,,,Above the Break 3,24+ Center,27.01,Made,5.0,O. Yurtseven,1630209.0,1.0,,,,,,,,,,,,,,
71,PT04M45.00S,2024-04-14T19:54:07.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,19.136005256241788,50.0,1610612744,19,19,2024-04-14T19:54:27Z,670000,False,0.0,127.0,1,left,C. Paul 12' pullup Jump Shot (4 PTS),[101108],1610612744.0,GSW,pullup,,,Paul,C. Paul,,,,,In The Paint (Non-RA),8-16 Center,12.74,Made,4.0,,,,,,,,,,,,,,,,,
72,PT04M29.00S,2024-04-14T19:54:22.4Z,1,REGULAR,3pt,Jump Shot,[],1629677,68.9388961892247,72.05882352941177,1610612762,19,19,2024-04-14T19:54:29Z,680000,False,110.0,239.0,1,right,MISS L. Samanic 26' 3PT,[1629677],1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,Above the Break 3,24+ Right Center,26.37,Missed,,,,,,,,,,,,,,,,,,
73,PT04M27.00S,2024-04-14T19:54:24.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612744,19,19,2024-04-14T19:56:49Z,690000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,72.0,,,,,,,,,,,
74,PT04M27.00S,2024-04-14T19:54:26.1Z,1,REGULAR,substitution,out,[],1630228,,,1610612744,19,19,2024-04-14T19:54:44Z,700000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT04M27.00S,2024-04-14T19:54:26.1Z,1,REGULAR,substitution,out,[],203952,,,1610612744,19,19,2024-04-14T19:54:44Z,710000,False,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M27.00S,2024-04-14T19:54:26.1Z,1,REGULAR,substitution,out,[],1631218,,,1610612744,19,19,2024-04-14T19:54:44Z,720000,False,,,0,,SUB out: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M27.00S,2024-04-14T19:54:26.1Z,1,REGULAR,substitution,out,[],1630548,,,1610612744,19,19,2024-04-14T19:54:44Z,730000,False,,,0,,SUB out: J. Juzang,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M27.00S,2024-04-14T19:54:26.1Z,1,REGULAR,substitution,out,[],1630209,,,1610612744,19,19,2024-04-14T19:54:44Z,740000,False,,,0,,SUB out: O. Yurtseven,[1630209],1610612762.0,UTA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M27.00S,2024-04-14T19:54:26.1Z,1,REGULAR,substitution,in,[],1626172,,,1610612744,19,19,2024-04-14T19:54:44Z,750000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M27.00S,2024-04-14T19:54:26.1Z,1,REGULAR,substitution,in,[],1630611,,,1610612744,19,19,2024-04-14T19:54:44Z,760000,False,,,0,,SUB in: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M27.00S,2024-04-14T19:54:26.1Z,1,REGULAR,substitution,in,[],1630541,,,1610612744,19,19,2024-04-14T19:54:44Z,770000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M27.00S,2024-04-14T19:54:26.1Z,1,REGULAR,substitution,in,[],1641729,,,1610612744,19,19,2024-04-14T19:54:44Z,780000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M27.00S,2024-04-14T19:54:26.1Z,1,REGULAR,substitution,in,[],1630695,,,1610612744,19,19,2024-04-14T19:54:44Z,790000,False,,,0,,SUB in: M. Potter,[1630695],1610612762.0,UTA,,,,Potter,M. Potter,,,,,,,,,,,,,,,,,,,,,,,,,,
