actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
16,PT10M32.00S,2023-12-17T01:42:34.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202691,19.267411300919843,47.549019607843135,1610612744,7,2,2023-12-17T01:42:40Z,160000,False,12.0,129.0,1,left,K. Thompson 12' driving floating Jump Shot (2 PTS) (K. Looney 1 AST),"[202691, 1626172]",1610612744.0,GSW,driving floating,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Center,12.92,Made,2.0,,,,,,K. Looney,1626172.0,1.0,,,,,,,,,
18,PT10M16.00S,2023-12-17T01:42:49.7Z,1,REGULAR,3pt,Jump Shot,[],1630560,71.30420499342969,15.686274509803921,1610612751,7,5,2023-12-17T01:42:55Z,180000,False,-172.0,217.0,1,right,C. Thomas 27' 3PT step back (3 PTS),[1630560],1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Left Center,27.68,Made,3.0,,,,,,,,,,,,,,,,,
19,PT10M01.00S,2023-12-17T01:43:13.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630228,10.5946123521682,42.64705882352941,1610612744,7,5,2023-12-17T01:43:22Z,190000,False,37.0,47.0,1,left,MISS J. Kuminga turnaround Shot - blocked,"[1630228, 1629651]",1610612744.0,GSW,turnaround,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),0-8 Center,5.98,Missed,,,,,,,,,,Claxton,1629651.0,,,,,,,
20,PT10M01.00S,2023-12-17T01:43:13.2Z,1,REGULAR,block,,[],1629651,,,1610612744,7,5,2023-12-17T01:43:15Z,200000,False,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
21,PT09M57.00S,2023-12-17T01:43:17.2Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612751,7,5,2023-12-17T01:43:22Z,210000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,
22,PT09M50.00S,2023-12-17T01:43:24.1Z,1,REGULAR,2pt,Jump Shot,[],1628969,93.38042049934296,88.48039215686273,1610612751,7,5,2023-12-17T01:43:27Z,220000,False,192.0,10.0,1,right,MISS M. Bridges 19' Jump Shot,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Right,19.26,Missed,,,,,,,,,,,,,,,,,,
23,PT09M48.00S,2023-12-17T01:43:26.1Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,7,5,2023-12-17T01:43:27Z,230000,False,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Mid-Range,16-24 Right,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,
24,PT09M37.00S,2023-12-17T01:43:36.6Z,1,REGULAR,2pt,Jump Shot,[],202691,23.603810775295663,56.61764705882353,1610612744,7,5,2023-12-17T01:43:44Z,240000,False,-33.0,169.0,1,left,MISS K. Thompson 17' pullup Shot,[202691],1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Center,17.26,Missed,,,,,,,,,,,,,,,,,,
25,PT09M34.00S,2023-12-17T01:43:39.6Z,1,REGULAR,rebound,offensive,[],1630228,,,1610612744,7,5,2023-12-17T01:43:44Z,250000,False,,,0,,J. Kuminga REBOUND (Off:1 Def:0),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Mid-Range,16-24 Center,,,,,24.0,1.0,0.0,1.0,,,,,,,,,,,,
26,PT09M33.00S,2023-12-17T01:43:41.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626172,9.149145860709593,48.529411764705884,1610612744,7,5,2023-12-17T01:43:47Z,260000,False,7.0,34.0,1,left,MISS K. Looney Layup,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,3.43,Missed,,,,,,,,,,,,,,,,,,
27,PT09M33.00S,2023-12-17T01:43:41.9Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612751,7,5,2023-12-17T01:43:47Z,270000,False,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,
28,PT09M26.00S,2023-12-17T01:43:48.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203915,71.43561103810775,79.65686274509804,1610612751,7,8,2023-12-17T01:44:50Z,280000,False,148.0,216.0,1,right,S. Dinwiddie 26' 3PT running (3 PTS) (C. Johnson 1 AST),"[203915, 1629661]",1610612751.0,BKN,running,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,26.2,Made,3.0,,,,,,C. Johnson,1629661.0,1.0,,,,,,,,,
30,PT09M13.00S,2023-12-17T01:44:01.2Z,1,REGULAR,2pt,Jump Shot,[],201939,12.040078843626807,25.0,1610612744,7,8,2023-12-17T01:44:07Z,300000,False,125.0,61.0,1,left,MISS S. Curry 13' fadeaway bank Shot,[201939],1610612744.0,GSW,fadeaway bank,,,Curry,S. Curry,,,,,Mid-Range,8-16 Right,13.9,Missed,,,,,,,,,,,,,,,,,,
31,PT09M09.00S,2023-12-17T01:44:05.2Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,7,8,2023-12-17T01:44:11Z,310000,False,,,0,,N. Claxton REBOUND (Off:1 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Right,,,,,30.0,2.0,1.0,1.0,,,,,,,,,,,,
32,PT09M00.00S,2023-12-17T01:44:13.7Z,1,REGULAR,2pt,Jump Shot,[],1628969,90.22667542706965,25.98039215686275,1610612751,7,8,2023-12-17T01:44:19Z,320000,False,-120.0,39.0,1,right,MISS M. Bridges 12' driving floating Shot,[1628969],1610612751.0,BKN,driving floating,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Left,12.64,Missed,,,,,,,,,,,,,,,,,,
33,PT08M58.00S,2023-12-17T01:44:15.7Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,7,8,2023-12-17T01:44:24Z,330000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Left,,,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,
34,PT08M53.00S,2023-12-17T01:44:25.2Z,1,REGULAR,foul,personal,['2freethrow'],1629661,,,1610612744,7,8,2023-12-17T01:44:31Z,340000,False,,,0,,C. Johnson shooting personal FOUL (1 PF) (Thompson 2 FT),"[1629661, 202691]",1610612751.0,BKN,shooting,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,204059.0,,,,,,,,,,1.0,0.0,Thompson,202691.0,,,
36,PT08M53.00S,2023-12-17T01:44:53.3Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],202691,,,1610612744,8,8,2023-12-17T01:46:01Z,360000,False,,,0,,K. Thompson Free Throw 1 of 2 (3 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
37,PT08M53.00S,2023-12-17T01:44:53.3Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],202691,,,1610612744,9,8,2023-12-17T01:46:01Z,370000,False,,,0,,K. Thompson Free Throw 2 of 2 (4 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
38,PT08M35.00S,2023-12-17T01:45:42.9Z,1,REGULAR,foul,personal,['2freethrow'],202691,,,1610612751,9,8,2023-12-17T01:45:53Z,380000,False,,,0,,K. Thompson shooting personal FOUL (1 PF) (Thomas 2 FT),"[202691, 1630560]",1610612744.0,GSW,shooting,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Left,,,,1628172.0,,,,,,,,,,1.0,0.0,Thomas,1630560.0,,,
40,PT08M35.00S,2023-12-17T01:46:11.7Z,1,REGULAR,freethrow,1 of 2,[],1630560,,,1610612751,9,9,2023-12-17T01:46:11Z,400000,False,,,0,,C. Thomas Free Throw 1 of 2 (4 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
41,PT08M35.00S,2023-12-17T01:46:27.4Z,1,REGULAR,freethrow,2 of 2,[],1630560,,,1610612751,9,10,2023-12-17T01:46:27Z,410000,False,,,0,,C. Thomas Free Throw 2 of 2 (5 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
42,PT08M23.00S,2023-12-17T01:46:42.2Z,1,REGULAR,3pt,Jump Shot,[],1641764,23.73521681997372,86.76470588235294,1610612744,9,10,2023-12-17T01:46:48Z,420000,False,-184.0,171.0,1,left,MISS B. Podziemski 25' 3PT,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Left Center,25.08,Missed,,,,,,,,,,,,,,,,,,
43,PT08M20.00S,2023-12-17T01:46:45.2Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,9,10,2023-12-17T01:46:48Z,430000,False,,,0,,K. Looney REBOUND (Off:1 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Left Center,,,,,42.0,2.0,1.0,1.0,,,,,,,,,,,,
44,PT08M20.00S,2023-12-17T01:46:48.5Z,1,REGULAR,turnover,out-of-bounds,[],1641764,,,1610612744,9,10,2023-12-17T01:46:54Z,440000,False,,,0,,B. Podziemski step out-of-bounds TURNOVER (1 TO),[1641764],1610612744.0,GSW,step,,,Podziemski,B. Podziemski,,,,,Left Corner 3,24+ Left,,,,1628172.0,,,,,,,,,,,,,,1.0,,
45,PT08M08.00S,2023-12-17T01:47:07.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630560,69.20170827858082,71.81372549019608,1610612751,9,13,2023-12-17T01:47:11Z,450000,False,109.0,237.0,1,right,C. Thomas 26' 3PT pullup (8 PTS) (C. Johnson 2 AST),"[1630560, 1629661]",1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Right Center,26.09,Made,8.0,,,,,,C. Johnson,1629661.0,2.0,,,,,,,,,
47,PT07M51.00S,2023-12-17T01:47:23.2Z,1,REGULAR,2pt,Jump Shot,[],202691,3.630091984231275,72.30392156862744,1610612744,9,13,2023-12-17T01:47:27Z,470000,False,-112.0,-18.0,1,left,MISS K. Thompson 11' fadeaway Shot,[202691],1610612744.0,GSW,fadeaway,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Left,11.3,Missed,,,,,,,,,,,,,,,,,,
48,PT07M48.00S,2023-12-17T01:47:26.2Z,1,REGULAR,rebound,defensive,[],1630560,,,1610612751,9,13,2023-12-17T01:47:27Z,480000,False,,,0,,C. Thomas REBOUND (Off:0 Def:1),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Left,,,,,47.0,1.0,1.0,0.0,,,,,,,,,,,,
49,PT07M44.00S,2023-12-17T01:47:30.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630560,87.20433639947439,42.64705882352941,1610612751,9,15,2023-12-17T01:47:38Z,490000,False,-37.0,68.0,1,right,C. Thomas 7' running Layup (10 PTS),[1630560],1610612751.0,BKN,running,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),0-8 Center,7.71,Made,10.0,,,,,,,,,,,,,,,,,
50,PT07M33.00S,2023-12-17T01:47:41.5Z,1,REGULAR,3pt,Jump Shot,[],201939,30.56833114323259,20.34313725490196,1610612744,12,15,2023-12-17T01:47:45Z,500000,False,148.0,235.0,1,left,S. Curry 27' 3PT  (3 PTS) (J. Kuminga 1 AST),"[201939, 1630228]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,27.77,Made,3.0,,,,,,J. Kuminga,1630228.0,1.0,,,,,,,,,
52,PT07M16.00S,2023-12-17T01:47:57.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629661,81.94809461235218,51.9607843137255,1610612751,12,15,2023-12-17T01:48:06Z,520000,False,10.0,117.0,1,right,MISS C. Johnson 11' pullup Shot - blocked,"[1629661, 201939]",1610612751.0,BKN,pullup,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),8-16 Center,11.76,Missed,,,,,,,,,,Curry,201939.0,,,,,,,
53,PT07M16.00S,2023-12-17T01:47:57.8Z,1,REGULAR,block,,[],201939,,,1610612751,12,15,2023-12-17T01:48:00Z,530000,False,,,0,,S. Curry BLOCK (1 BLK),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
54,PT07M13.00S,2023-12-17T01:48:00.8Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612744,12,15,2023-12-17T01:48:06Z,540000,False,,,0,,J. Kuminga REBOUND (Off:1 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),8-16 Center,,,,,52.0,2.0,1.0,1.0,,,,,,,,,,,,
55,PT06M59.00S,2023-12-17T01:48:15.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641764,7.703679369250986,42.64705882352941,1610612744,14,15,2023-12-17T01:48:20Z,550000,False,37.0,20.0,1,left,B. Podziemski cutting finger roll Layup (5 PTS) (K. Looney 2 AST),"[1641764, 1626172]",1610612744.0,GSW,cutting finger roll,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,4.18,Made,5.0,,,,,,K. Looney,1626172.0,2.0,,,,,,,,,
57,PT06M47.00S,2023-12-17T01:48:29.5Z,1,REGULAR,turnover,traveling,[],1629651,,,1610612751,14,15,2023-12-17T01:48:40Z,570000,False,,,0,,N. Claxton traveling TURNOVER (1 TO),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,,,,1628172.0,,,,,,,,,,,,,,1.0,,
58,PT06M47.00S,2023-12-17T01:48:35.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,14,15,2023-12-17T01:48:35Z,580000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M47.00S,2023-12-17T01:50:18.5Z,1,REGULAR,substitution,out,[],1641764,,,1610612744,14,15,2023-12-17T01:51:10Z,590000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M47.00S,2023-12-17T01:50:18.5Z,1,REGULAR,substitution,in,[],101108,,,1610612744,14,15,2023-12-17T01:51:10Z,600000,False,,,0,,SUB in: C. Paul,[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M30.00S,2023-12-17T01:51:43.3Z,1,REGULAR,foul,personal,['2freethrow'],1628969,,,1610612744,14,15,2023-12-17T01:51:50Z,610000,False,,,0,,M. Bridges shooting personal FOUL (1 PF) (Curry 2 FT),"[1628969, 201939]",1610612751.0,BKN,shooting,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Right,,,,204059.0,,,,,,,,,,1.0,0.0,Curry,201939.0,,,
63,PT06M30.00S,2023-12-17T01:52:11.6Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],201939,,,1610612744,15,15,2023-12-17T01:52:11Z,630000,False,,,0,,S. Curry Free Throw 1 of 2 (4 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
64,PT06M30.00S,2023-12-17T01:52:12.4Z,1,REGULAR,substitution,out,[],1630228,,,1610612744,15,15,2023-12-17T01:52:17Z,640000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M30.00S,2023-12-17T01:52:12.4Z,1,REGULAR,substitution,out,[],1626172,,,1610612744,15,15,2023-12-17T01:52:17Z,650000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M30.00S,2023-12-17T01:52:12.4Z,1,REGULAR,substitution,in,[],203952,,,1610612744,15,15,2023-12-17T01:52:17Z,660000,False,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M30.00S,2023-12-17T01:52:12.4Z,1,REGULAR,substitution,in,[],203967,,,1610612744,15,15,2023-12-17T01:52:17Z,670000,False,,,0,,SUB in: D. Saric,[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M30.00S,2023-12-17T01:52:37.3Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],201939,,,1610612744,16,15,2023-12-17T01:52:37Z,680000,False,,,0,,S. Curry Free Throw 2 of 2 (5 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
69,PT06M17.00S,2023-12-17T01:52:53.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629661,91.40932982917214,54.90196078431373,1610612751,16,17,2023-12-17T01:53:01Z,690000,False,25.0,28.0,1,right,C. Johnson driving Layup (2 PTS),[1629661],1610612751.0,BKN,driving,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,3.74,Made,2.0,,,,,,,,,,,,,,,,,
70,PT06M02.00S,2023-12-17T01:53:07.6Z,1,REGULAR,2pt,Jump Shot,[],201939,22.28975032851511,48.529411764705884,1610612744,16,17,2023-12-17T01:53:16Z,700000,False,7.0,157.0,1,left,MISS S. Curry 15' Jump Shot,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,8-16 Center,15.72,Missed,,,,,,,,,,,,,,,,,,
71,PT05M59.00S,2023-12-17T01:53:10.6Z,1,REGULAR,rebound,offensive,[],203967,,,1610612744,16,17,2023-12-17T01:53:16Z,710000,False,,,0,,D. Saric REBOUND (Off:1 Def:0),[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,Mid-Range,8-16 Center,,,,,70.0,1.0,0.0,1.0,,,,,,,,,,,,
72,PT05M57.00S,2023-12-17T01:53:12.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203952,25.312089356110377,83.57843137254902,1610612744,19,17,2023-12-17T01:53:18Z,720000,False,-168.0,185.0,1,left,A. Wiggins 25' 3PT  (3 PTS) (C. Paul 1 AST),"[203952, 101108]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,25.01,Made,3.0,,,,,,C. Paul,101108.0,1.0,,,,,,,,,
74,PT05M46.00S,2023-12-17T01:53:23.8Z,1,REGULAR,3pt,Jump Shot,[],203915,74.32654402102497,83.57843137254902,1610612751,19,17,2023-12-17T01:53:27Z,740000,False,168.0,189.0,1,right,MISS S. Dinwiddie 25' 3PT,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,25.27,Missed,,,,,,,,,,,,,,,,,,
75,PT05M43.00S,2023-12-17T01:53:26.8Z,1,REGULAR,rebound,defensive,[],203967,,,1610612744,19,17,2023-12-17T01:53:27Z,750000,False,,,0,,D. Saric REBOUND (Off:1 Def:1),[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,Above the Break 3,24+ Right Center,,,,,74.0,2.0,1.0,1.0,,,,,,,,,,,,
76,PT05M37.00S,2023-12-17T01:53:33.3Z,1,REGULAR,turnover,bad pass,[],201939,,,1610612744,19,17,2023-12-17T01:53:40Z,760000,False,,,0,,S. Curry bad pass TURNOVER (1 TO),"[201939, 1628969]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,1.0,Bridges,1628969.0
77,PT05M37.00S,2023-12-17T01:53:33.3Z,1,REGULAR,steal,,[],1628969,,,1610612751,19,17,2023-12-17T02:00:50Z,770000,False,,,0,,M. Bridges STEAL (1 STL),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
78,PT05M32.00S,2023-12-17T01:53:38.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628969,94.43166885676742,5.392156862745098,1610612751,19,17,2023-12-17T01:54:42Z,780000,False,-223.0,0.0,1,right,MISS M. Bridges running 3PT,[1628969],1610612751.0,BKN,running,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,22.3,Missed,,,,,,,,,,,,,,,,,,
79,PT05M28.00S,2023-12-17T01:53:42.2Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,19,17,2023-12-17T01:53:44Z,790000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,,,,,78.0,1.0,1.0,0.0,,,,,,,,,,,,
80,PT05M21.00S,2023-12-17T01:53:49.3Z,1,REGULAR,3pt,Jump Shot,[],203967,31.225361366622867,28.676470588235293,1610612744,22,17,2023-12-17T01:53:54Z,800000,False,107.0,241.0,1,left,D. Saric 26' 3PT  (3 PTS) (C. Paul 2 AST),"[203967, 101108]",1610612744.0,GSW,,,,Saric,D. Saric,,,,,Above the Break 3,24+ Right Center,26.35,Made,3.0,,,,,,C. Paul,101108.0,2.0,,,,,,,,,
