actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
67,PT06M32.00S,2023-12-07T03:22:59.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,6,13,2023-12-07T03:22:59Z,660000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Mid-Range,8-16 Left,,,66.0,,,,,,,,,,,,,,,,,
68,PT06M32.00S,2023-12-07T03:23:00.7Z,1,REGULAR,foul,personal,[],1641871,,,1610612744,6,13,2023-12-07T03:23:04Z,670000,False,,,0,,D. Reath loose ball personal FOUL (1 PF),"[1641871, 1626172]",1610612757.0,POR,loose ball,,,Reath,D. Reath,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,1179.0,1.0,0.0,Looney,1626172.0,,,,,,,,,
70,PT06M32.00S,2023-12-07T03:23:06.0Z,1,REGULAR,substitution,out,[],1629014,,,1610612744,6,13,2023-12-07T03:23:15Z,690000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M32.00S,2023-12-07T03:23:06.0Z,1,REGULAR,substitution,out,[],1641871,,,1610612744,6,13,2023-12-07T03:23:15Z,700000,False,,,0,,SUB out: D. Reath,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M32.00S,2023-12-07T03:23:06.0Z,1,REGULAR,substitution,in,[],1630703,,,1610612744,6,13,2023-12-07T03:23:15Z,710000,False,,,0,,SUB in: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M32.00S,2023-12-07T03:23:06.0Z,1,REGULAR,substitution,in,[],1631133,,,1610612744,6,13,2023-12-07T03:23:15Z,720000,False,,,0,,SUB in: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M27.00S,2023-12-07T03:23:31.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201939,65.25952693823915,30.14705882352941,1610612744,6,13,2023-12-07T03:23:38Z,740000,False,-99.0,274.0,1,right,MISS S. Curry 29' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,29.15,Missed,,,,,,,,,,,,,,,,,,
76,PT06M24.00S,2023-12-07T03:23:34.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612757,6,13,2023-12-07T03:23:38Z,750000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Left Center,,,75.0,,,,,,,,,,,,,,,,,
78,PT06M07.00S,2023-12-07T03:23:58.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641739,7.30946123521682,41.42156862745098,1610612757,6,13,2023-12-07T03:24:04Z,770000,False,43.0,16.0,1,left,MISS T. Camara Layup - blocked,"[1641739, 203110]",1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,4.59,Missed,,,,,,,,,,,,,,,,,Green,203110.0
79,PT06M07.00S,2023-12-07T03:23:58.7Z,1,REGULAR,block,,[],203110,,,1610612757,6,13,2023-12-07T03:24:02Z,780000,False,,,0,,D. Green BLOCK (1 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
80,PT06M03.00S,2023-12-07T03:24:02.7Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,6,13,2023-12-07T03:24:04Z,790000,False,,,0,,K. Looney REBOUND (Off:0 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,78.0,2.0,2.0,0.0,,,,,,,,,,,,,,
81,PT05M59.00S,2023-12-07T03:24:06.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626172,92.32917214191852,60.5392156862745,1610612744,6,13,2023-12-07T03:24:54Z,800000,False,53.0,20.0,1,right,MISS K. Looney running Layup,[1626172],1610612744.0,GSW,running,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,5.62,Missed,,,,,,,,,,,,,,,,,,
82,PT05M57.00S,2023-12-07T03:24:08.4Z,1,REGULAR,rebound,offensive,[],203110,,,1610612744,6,13,2023-12-07T03:24:11Z,810000,False,,,0,,D. Green REBOUND (Off:1 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,81.0,3.0,2.0,1.0,,,,,,,,,,,,,,
83,PT05M57.00S,2023-12-07T03:24:09.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203110,94.40999984741211,50.0,1610612744,8,13,2023-12-07T03:24:09Z,820000,False,0.0,0.0,1,right,D. Green tip Layup (2 PTS),[203110],1610612744.0,GSW,tip,,,Green,D. Green,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,2.0,,,,,,,,
84,PT05M49.00S,2023-12-07T03:24:17.0Z,1,REGULAR,turnover,bad pass,[],1641739,,,1610612757,8,13,2023-12-07T03:24:38Z,830000,False,,,0,,T. Camara bad pass TURNOVER (1 TO),"[1641739, 1630541]",1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,,,,Moody,1630541.0,,
85,PT05M49.00S,2023-12-07T03:24:17.0Z,1,REGULAR,steal,,[],1630541,,,1610612744,8,13,2023-12-07T03:24:19Z,840000,False,,,0,,M. Moody STEAL (1 STL),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
