actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
18,PT10M22.00S,2023-11-25T03:21:54.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,12.302890932982917,56.372549019607845,1610612759,4,0,2023-11-25T03:21:59Z,180000,False,-32.0,63.0,1,left,MISS K. Johnson 7' driving Layup,[1629640],1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,7.07,Missed,,,,,,,,,,,,,,,,,,
19,PT10M15.00S,2023-11-25T03:22:03.7Z,1,REGULAR,rebound,offensive,[],1629640,,,1610612759,4,0,2023-11-25T03:22:03Z,190000,False,,,0,,K. Johnson REBOUND (Off:1 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,18.0,2.0,1.0,1.0,,,,,,,,,,
20,PT10M15.00S,2023-11-25T03:22:03.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629640,5.590000152587891,50.0,1610612759,4,2,2023-11-25T03:22:03Z,200000,False,0.0,0.0,1,left,K. Johnson putback Layup (2 PTS),[1629640],1610612759.0,SAS,putback,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
21,PT10M15.00S,2023-11-25T03:22:04.6Z,1,REGULAR,turnover,bad pass,[],201939,,,1610612744,4,2,2023-11-25T03:23:21Z,210000,False,,,0,,S. Curry bad pass TURNOVER (1 TO),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1.0,,,,,,,,,
22,PT10M04.00S,2023-11-25T03:22:19.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631110,6.652431011826544,43.627450980392155,1610612759,4,2,2023-11-25T03:22:21Z,220000,False,32.0,10.0,1,left,MISS J. Sochan driving Layup,[1631110],1610612759.0,SAS,driving,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,3.34,Missed,,,,,,,,,,,,,,,,,,
23,PT10M01.00S,2023-11-25T03:22:22.6Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,4,2,2023-11-25T03:22:22Z,230000,False,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,
24,PT09M59.00S,2023-11-25T03:22:24.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202691,92.59198423127464,41.911764705882355,1610612744,4,2,2023-11-25T03:22:29Z,240000,False,-40.0,17.0,1,right,MISS K. Thompson Layup,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,4.39,Missed,,,,,,,,,,,,,,,,,,
25,PT09M53.00S,2023-11-25T03:22:30.2Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,4,2,2023-11-25T03:22:30Z,250000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:1),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,
26,PT09M50.00S,2023-11-25T03:22:32.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641705,35.43035479632063,47.30392156862745,1610612759,4,2,2023-11-25T03:32:59Z,260000,False,13.0,281.0,1,left,MISS V. Wembanyama 28' 3PT,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,28.08,Missed,,,,,,,,,,,,,,,,,,
27,PT09M46.00S,2023-11-25T03:22:36.5Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,4,2,2023-11-25T03:32:59Z,270000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,
28,PT09M42.00S,2023-11-25T03:22:40.8Z,1,REGULAR,3pt,Jump Shot,[],202691,94.03745072273325,97.30392156862744,1610612744,4,2,2023-11-25T03:22:46Z,280000,False,237.0,4.0,1,right,MISS K. Thompson 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Right Corner 3,24+ Right,23.65,Missed,,,,,,,,,,,,,,,,,,
29,PT09M36.00S,2023-11-25T03:22:46.7Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,4,2,2023-11-25T03:22:46Z,290000,False,,,0,,K. Johnson REBOUND (Off:1 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Right Corner 3,24+ Right,,,,,,,28.0,3.0,2.0,1.0,,,,,,,,,,
30,PT09M34.00S,2023-11-25T03:22:48.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1641705,5.995400788436268,48.28431372549019,1610612759,4,4,2023-11-25T03:28:40Z,300000,False,9.0,4.0,1,left,V. Wembanyama running DUNK (2 PTS) (K. Johnson 1 AST),"[1641705, 1629640]",1610612759.0,SAS,running,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,0.94,Made,2.0,K. Johnson,1629640.0,1.0,,,,,,,,,,,,,,
32,PT09M22.00S,2023-11-25T03:23:00.2Z,1,REGULAR,3pt,Jump Shot,[],203952,67.09921156373193,45.588235294117645,1610612744,4,4,2023-11-25T03:29:41Z,320000,False,-22.0,257.0,1,right,MISS A. Wiggins 25' pullup 3PT,[203952],1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Center,25.77,Missed,,,,,,,,,,,,,,,,,,
33,PT09M18.00S,2023-11-25T03:23:04.5Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,4,4,2023-11-25T03:23:04Z,330000,False,,,0,,K. Johnson REBOUND (Off:1 Def:3),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,32.0,4.0,3.0,1.0,,,,,,,,,,
34,PT09M17.00S,2023-11-25T03:23:10.3Z,1,REGULAR,foul,personal,[],203952,,,1610612759,4,4,2023-11-25T03:23:14Z,340000,False,,,0,,A. Wiggins personal FOUL (1 PF),"[203952, 1641705]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1146.0,1.0,0.0,Wembanyama,1641705.0,,,,
36,PT09M07.00S,2023-11-25T03:23:37.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631103,19.267411300919843,36.029411764705884,1610612759,4,6,2023-11-25T03:23:41Z,360000,False,70.0,129.0,1,left,M. Branham 14' pullup Jump Shot (2 PTS) (J. Sochan 1 AST),"[1631103, 1631110]",1610612759.0,SAS,pullup,,,Branham,M. Branham,,,,,In The Paint (Non-RA),8-16 Center,14.64,Made,2.0,J. Sochan,1631110.0,1.0,,,,,,,,,,,,,,
38,PT08M55.00S,2023-11-25T03:23:50.3Z,1,REGULAR,turnover,bad pass,[],1626172,,,1610612744,4,6,2023-11-25T03:23:52Z,380000,False,,,0,,K. Looney bad pass TURNOVER (1 TO),"[1626172, 1631103]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1.0,,,,,,Branham,1631103.0,,
39,PT08M55.00S,2023-11-25T03:23:50.3Z,1,REGULAR,steal,,[],1631103,,,1610612759,4,6,2023-11-25T03:23:53Z,390000,False,,,0,,M. Branham STEAL (1 STL),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
40,PT08M49.00S,2023-11-25T03:23:55.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629640,5.469776609724048,43.13725490196079,1610612759,4,8,2023-11-25T03:24:12Z,400000,False,34.0,-1.0,1,left,K. Johnson running Layup (4 PTS) (M. Branham 1 AST),"[1629640, 1631103]",1610612759.0,SAS,running,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,3.43,Made,4.0,M. Branham,1631103.0,1.0,,,,,,,,,,,,,,
42,PT08M31.00S,2023-11-25T03:24:14.3Z,1,REGULAR,3pt,Jump Shot,[],201939,74.19513797634691,87.5,1610612744,4,8,2023-11-25T03:24:16Z,420000,False,188.0,190.0,1,right,MISS S. Curry 26' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,26.7,Missed,,,,,,,,,,,,,,,,,,
43,PT08M29.00S,2023-11-25T03:24:16.7Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,4,8,2023-11-25T03:24:16Z,430000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,,,,,,,42.0,2.0,2.0,0.0,,,,,,,,,,
44,PT08M21.00S,2023-11-25T03:24:25.6Z,1,REGULAR,3pt,Jump Shot,[],1641705,25.098554533508544,88.7484681372549,1610612759,4,11,2023-11-25T03:25:25Z,440000,False,-194.0,183.0,1,left,V. Wembanyama 26' 3PT  (5 PTS) (Z. Collins 1 AST),"[1641705, 1628380]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,26.67,Made,5.0,Z. Collins,1628380.0,1.0,,,,,,,,,,,,,,
46,PT08M20.00S,2023-11-25T03:24:32.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,4,11,2023-11-25T03:24:32Z,460000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT08M06.00S,2023-11-25T03:28:12.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,92.72339027595268,59.31372549019608,1610612744,6,11,2023-11-25T03:28:17Z,470000,False,47.0,16.0,1,right,K. Looney driving Layup (2 PTS) (K. Thompson 3 AST),"[1626172, 202691]",1610612744.0,GSW,driving,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,4.92,Made,2.0,K. Thompson,202691.0,3.0,,,,,,,,,,,,,,
49,PT08M06.00S,2023-11-25T03:28:18.5Z,1,REGULAR,foul,personal,['1freethrow'],1628380,,,1610612744,6,11,2023-11-25T03:28:24Z,490000,False,,,0,,Z. Collins shooting personal FOUL (1 PF) (Looney 1 FT),"[1628380, 1626172]",1610612759.0,SAS,shooting,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1146.0,1.0,0.0,Looney,1626172.0,,,,
51,PT08M06.00S,2023-11-25T03:28:38.8Z,1,REGULAR,freethrow,1 of 1,[],1626172,,,1610612744,7,11,2023-11-25T03:28:38Z,510000,False,,,0,,K. Looney Free Throw 1 of 1 (3 PTS),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
52,PT07M53.00S,2023-11-25T03:28:53.9Z,1,REGULAR,3pt,Jump Shot,[],1629640,8.360709592641262,1.715686274509804,1610612759,7,14,2023-11-25T03:28:56Z,520000,False,241.0,26.0,1,left,K. Johnson 24' 3PT  (7 PTS) (Z. Collins 2 AST),"[1629640, 1628380]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Right Corner 3,24+ Right,24.28,Made,7.0,Z. Collins,1628380.0,2.0,,,,,,,,,,,,,,
54,PT07M40.00S,2023-11-25T03:29:06.8Z,1,REGULAR,2pt,Jump Shot,[],1630541,74.06373193166885,63.48039215686274,1610612744,9,14,2023-11-25T03:29:10Z,540000,False,67.0,191.0,1,right,M. Moody 20' pullup Jump Shot (4 PTS) (K. Looney 1 AST),"[1630541, 1626172]",1610612744.0,GSW,pullup,,,Moody,M. Moody,,,,,Mid-Range,16-24 Right Center,20.28,Made,4.0,K. Looney,1626172.0,1.0,,,,,,,,,,,,,,
56,PT07M30.00S,2023-11-25T03:29:17.9Z,1,REGULAR,3pt,Jump Shot,[],1629640,28.86005256241787,79.65686274509804,1610612759,9,17,2023-11-25T03:29:21Z,560000,False,-148.0,219.0,1,left,K. Johnson 26' 3PT  (10 PTS) (J. Sochan 2 AST),"[1629640, 1631110]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,26.43,Made,10.0,J. Sochan,1631110.0,2.0,,,,,,,,,,,,,,
58,PT07M23.00S,2023-11-25T03:29:26.7Z,1,REGULAR,turnover,out-of-bounds,[],201939,,,1610612744,9,17,2023-11-25T03:29:29Z,580000,False,,,0,,S. Curry bad pass out-of-bounds TURNOVER (2 TO),[201939],1610612744.0,GSW,bad pass,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,2.0,1146.0,,,,,,,,
59,PT07M05.00S,2023-11-25T03:29:51.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1641705,20.844283837056505,23.284313725490197,1610612759,9,19,2023-11-25T03:36:05Z,590000,False,134.0,143.0,1,left,V. Wembanyama 19' Jump Shot (7 PTS) (Z. Collins 3 AST),"[1641705, 1628380]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Right Center,19.6,Made,7.0,Z. Collins,1628380.0,3.0,,,,,,,,,,,,,,
61,PT06M51.00S,2023-11-25T03:30:04.3Z,1,REGULAR,3pt,Jump Shot,[],201939,66.5735873850197,59.80392156862745,1610612744,12,19,2023-11-25T03:30:13Z,610000,False,49.0,262.0,1,right,S. Curry 26' 3PT pullup (3 PTS),[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,26.62,Made,3.0,,,,,,,,,,,,,,,,,
63,PT06M36.00S,2023-11-25T03:30:18.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631110,11.645860709592641,43.627450980392155,1610612759,12,21,2023-11-25T03:30:22Z,630000,False,32.0,57.0,1,left,J. Sochan 6' turnaround Hook (2 PTS) (V. Wembanyama 1 AST),"[1631110, 1641705]",1610612759.0,SAS,turnaround,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,6.53,Made,2.0,V. Wembanyama,1641705.0,1.0,,,,,,,,,,,,,,
65,PT06M18.00S,2023-11-25T03:30:37.1Z,1,REGULAR,3pt,Jump Shot,[],202691,69.46452036793693,80.88235294117648,1610612744,15,21,2023-11-25T03:30:45Z,650000,False,154.0,235.0,1,right,K. Thompson 28' 3PT pullup (3 PTS) (M. Moody 1 AST),"[202691, 1630541]",1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,28.08,Made,3.0,M. Moody,1630541.0,1.0,,,,,,,,,,,,,,
67,PT06M05.00S,2023-11-25T03:30:49.6Z,1,REGULAR,3pt,Jump Shot,[],1631103,31.225361366622867,26.96078431372549,1610612759,15,21,2023-11-25T03:53:33Z,670000,False,115.0,241.0,1,left,MISS M. Branham 26' pullup 3PT,[1631103],1610612759.0,SAS,pullup,,,Branham,M. Branham,,,,,Above the Break 3,24+ Right Center,26.71,Missed,,,,,,,,,,,,,,,,,,
68,PT06M00.00S,2023-11-25T03:30:54.6Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,15,21,2023-11-25T03:53:33Z,680000,False,,,0,,K. Looney REBOUND (Off:0 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Right Center,,,,,,,67.0,2.0,2.0,0.0,,,,,,,,,,
69,PT05M58.00S,2023-11-25T03:30:57.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630541,92.46057818659659,54.90196078431373,1610612744,17,21,2023-11-25T03:38:47Z,690000,False,25.0,18.0,1,right,M. Moody running Layup (6 PTS) (S. Curry 1 AST),"[1630541, 201939]",1610612744.0,GSW,running,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,3.06,Made,6.0,S. Curry,201939.0,1.0,,,,,,,,,,,,,,
71,PT05M48.00S,2023-11-25T03:31:08.4Z,1,REGULAR,foul,personal,['2freethrow'],202691,,,1610612759,17,21,2023-11-25T03:31:14Z,710000,False,,,0,,K. Thompson shooting personal FOUL (1 PF) (Wembanyama 2 FT),"[202691, 1641705]",1610612744.0,GSW,shooting,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,203593.0,1.0,0.0,Wembanyama,1641705.0,,,,
73,PT05M48.00S,2023-11-25T03:31:39.1Z,1,REGULAR,freethrow,1 of 2,[],1641705,,,1610612759,17,22,2023-11-25T03:31:39Z,730000,False,,,0,,V. Wembanyama Free Throw 1 of 2 (8 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
74,PT05M48.00S,2023-11-25T03:31:40.1Z,1,REGULAR,substitution,out,[],1626172,,,1610612759,17,22,2023-11-25T03:31:51Z,740000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M48.00S,2023-11-25T03:31:40.1Z,1,REGULAR,substitution,out,[],1630541,,,1610612759,17,22,2023-11-25T03:31:51Z,750000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M48.00S,2023-11-25T03:31:40.1Z,1,REGULAR,substitution,out,[],1631103,,,1610612759,17,22,2023-11-25T03:31:51Z,760000,False,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M48.00S,2023-11-25T03:31:40.1Z,1,REGULAR,substitution,in,[],101108,,,1610612759,17,22,2023-11-25T03:31:51Z,770000,False,,,0,,SUB in: C. Paul,[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M48.00S,2023-11-25T03:31:40.1Z,1,REGULAR,substitution,in,[],203967,,,1610612759,17,22,2023-11-25T03:31:51Z,780000,False,,,0,,SUB in: D. Saric,[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M48.00S,2023-11-25T03:31:40.1Z,1,REGULAR,substitution,in,[],1630170,,,1610612759,17,22,2023-11-25T03:31:51Z,790000,False,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M48.00S,2023-11-25T03:32:03.0Z,1,REGULAR,freethrow,2 of 2,[],1641705,,,1610612759,17,23,2023-11-25T03:32:03Z,800000,False,,,0,,V. Wembanyama Free Throw 2 of 2 (9 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
81,PT05M40.00S,2023-11-25T03:32:12.7Z,1,REGULAR,3pt,Jump Shot,[],201939,66.04796320630749,43.38235294117647,1610612744,20,23,2023-11-25T03:32:15Z,810000,False,-33.0,267.0,1,right,S. Curry 26' 3PT  (6 PTS) (C. Paul 1 AST),"[201939, 101108]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,26.86,Made,6.0,C. Paul,101108.0,1.0,,,,,,,,,,,,,,
83,PT05M36.00S,2023-11-25T03:32:20.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,20,23,2023-11-25T03:32:20Z,830000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M36.00S,2023-11-25T03:35:09.6Z,1,REGULAR,substitution,out,[],203952,,,1610612759,20,23,2023-11-25T03:35:34Z,840000,False,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M36.00S,2023-11-25T03:35:09.6Z,1,REGULAR,substitution,out,[],1641705,,,1610612759,20,23,2023-11-25T03:35:34Z,850000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M36.00S,2023-11-25T03:35:09.6Z,1,REGULAR,substitution,in,[],1630228,,,1610612759,20,23,2023-11-25T03:35:34Z,860000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M36.00S,2023-11-25T03:35:09.6Z,1,REGULAR,substitution,in,[],1626224,,,1610612759,20,23,2023-11-25T03:35:34Z,870000,False,,,0,,SUB in: C. Osman,[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M19.00S,2023-11-25T03:36:04.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628380,4.812746386333772,52.69607843137255,1610612759,20,23,2023-11-25T03:36:12Z,880000,False,-13.0,-7.0,1,left,MISS Z. Collins reverse Layup,[1628380],1610612759.0,SAS,reverse,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,1.53,Missed,,,,,,,,,,,,,,,,,,
89,PT05M16.00S,2023-11-25T03:36:14.5Z,1,REGULAR,rebound,offensive,[],1628380,,,1610612759,20,23,2023-11-25T03:36:14Z,890000,False,,,0,,Z. Collins REBOUND (Off:1 Def:0),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,88.0,1.0,0.0,1.0,,,,,,,,,,
90,PT05M16.00S,2023-11-25T03:36:15.0Z,1,REGULAR,foul,personal,['2freethrow'],203967,,,1610612759,20,23,2023-11-25T03:36:21Z,900000,False,,,0,,D. Saric shooting personal FOUL (1 PF) (Collins 2 FT),"[203967, 1628380]",1610612744.0,GSW,shooting,,,Saric,D. Saric,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,203593.0,1.0,0.0,Collins,1628380.0,,,,
