actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
18,PT10M43.00S,2024-01-08T01:43:51.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612744,2,7,2024-01-08T01:43:58Z,180000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,17.0,,,,,,,,,
20,PT10M36.00S,2024-01-08T01:44:06.2Z,1,REGULAR,3pt,Jump Shot,[],201939,33.459264126149804,44.6078431372549,1610612744,2,7,2024-01-08T01:44:11Z,200000,False,27.0,262.0,1,left,MISS S. Curry 26' step back 3PT,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,26.34,Missed,,,,,,,,,,,,,,,,,,
21,PT10M32.00S,2024-01-08T01:44:10.2Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612761,2,7,2024-01-08T01:44:11Z,210000,False,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,,,,,,,,,,,20.0,1.0,1.0,0.0,,,,,,
22,PT10M16.00S,2024-01-08T01:44:25.7Z,1,REGULAR,3pt,Jump Shot,[],1627783,63.15703022339028,48.529411764705884,1610612761,2,7,2024-01-08T01:44:29Z,220000,False,-7.0,294.0,1,right,MISS P. Siakam 29' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,29.39,Missed,,,,,,,,,,,,,,,,,,
23,PT10M12.00S,2024-01-08T01:44:29.7Z,1,REGULAR,rebound,defensive,[],1631218,,,1610612744,2,7,2024-01-08T01:44:29Z,230000,False,,,0,,T. Jackson-Davis REBOUND (Off:0 Def:1),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Above the Break 3,24+ Center,,,,,,,,,,,22.0,1.0,1.0,0.0,,,,,,
24,PT09M54.00S,2024-01-08T01:44:47.8Z,1,REGULAR,3pt,Jump Shot,[],1630228,24.26084099868594,88.97058823529412,1610612744,2,7,2024-01-08T01:44:54Z,240000,False,-195.0,176.0,1,left,MISS J. Kuminga 26' 3PT,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Left Center,26.23,Missed,,,,,,,,,,,,,,,,,,
25,PT09M52.00S,2024-01-08T01:44:49.8Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612761,2,7,2024-01-08T01:47:13Z,250000,False,,,0,,I. Quickley REBOUND (Off:0 Def:2),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,24.0,2.0,2.0,0.0,,,,,,
26,PT09M48.00S,2024-01-08T01:44:53.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627783,91.5407358738502,50.245098039215684,1610612761,2,9,2024-01-08T01:45:04Z,260000,False,1.0,27.0,1,right,P. Siakam running DUNK (2 PTS) (I. Quickley 3 AST),"[1627783, 1630193]",1610612761.0,TOR,running,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,2.7,Made,2.0,I. Quickley,1630193.0,3.0,,,,,,,,,,,,,,
28,PT09M48.00S,2024-01-08T01:44:57.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,2,9,2024-01-08T01:44:57Z,280000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT09M38.00S,2024-01-08T01:47:59.9Z,1,REGULAR,turnover,bad pass,[],201939,,,1610612744,2,9,2024-01-08T01:48:03Z,290000,False,,,0,,S. Curry bad pass TURNOVER (1 TO),"[201939, 1630567]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,,,,,,1.0,Barnes,1630567.0,,,,,,,,,,
30,PT09M38.00S,2024-01-08T01:47:59.9Z,1,REGULAR,steal,,[],1630567,,,1610612761,2,9,2024-01-08T01:48:01Z,300000,False,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
31,PT09M32.00S,2024-01-08T01:48:06.4Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629628,88.38699080157687,57.35294117647059,1610612761,2,9,2024-01-08T01:48:48Z,310000,False,37.0,57.0,1,right,MISS R. Barrett 6' driving floating bank Shot,[1629628],1610612761.0,TOR,driving floating bank,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,6.76,Missed,,,,,,,,,,,,,,,,,,
32,PT09M28.00S,2024-01-08T01:48:10.4Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612761,2,9,2024-01-08T01:48:13Z,320000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:0),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,31.0,1.0,0.0,1.0,,,,,,
33,PT09M28.00S,2024-01-08T01:48:09.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627751,94.40999984741211,50.0,1610612761,2,11,2024-01-08T01:48:09Z,330000,False,0.0,0.0,1,right,J. Poeltl tip Layup (4 PTS),[1627751],1610612761.0,TOR,tip,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Left,0.0,Made,4.0,,,,,,,,,,,,,,,,,
34,PT09M08.00S,2024-01-08T01:48:30.1Z,1,REGULAR,2pt,Jump Shot,[],203952,9.937582128777924,67.40196078431373,1610612744,4,11,2024-01-08T01:48:33Z,340000,False,-87.0,41.0,1,left,A. Wiggins 9' pullup Jump Shot (2 PTS),[203952],1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Left,9.61,Made,2.0,,,,,,,,,,,,,,,,,
35,PT08M48.00S,2024-01-08T01:48:49.2Z,1,REGULAR,3pt,Jump Shot,[],1630193,69.72733245729303,73.0392156862745,1610612761,4,14,2024-01-08T01:48:54Z,350000,False,115.0,232.0,1,right,I. Quickley 25' 3PT  (3 PTS) (S. Barnes 1 AST),"[1630193, 1630567]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,25.91,Made,3.0,S. Barnes,1630567.0,1.0,,,,,,,,,,,,,,
37,PT08M36.00S,2024-01-08T01:49:01.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631218,7.30946123521682,44.11764705882353,1610612744,6,14,2024-01-08T01:49:06Z,370000,False,29.0,16.0,1,left,T. Jackson-Davis cutting Layup (2 PTS) (S. Curry 1 AST),"[1631218, 201939]",1610612744.0,GSW,cutting,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,3.36,Made,2.0,S. Curry,201939.0,1.0,,,,,,,,,,,,,,
39,PT08M22.00S,2024-01-08T01:49:16.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,84.57621550591328,49.50980392156863,1610612761,6,16,2024-01-08T01:49:19Z,390000,False,-2.0,92.0,1,right,R. Barrett 9' turnaround Jump Shot (7 PTS),[1629628],1610612761.0,TOR,turnaround,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Center,9.25,Made,7.0,,,,,,,,,,,,,,,,,
40,PT08M14.00S,2024-01-08T01:49:23.4Z,1,REGULAR,2pt,Jump Shot,[],202691,13.222733245729303,15.196078431372548,1610612744,8,16,2024-01-08T01:50:37Z,400000,False,174.0,72.0,1,left,K. Thompson 18' Jump Shot (2 PTS) (S. Curry 2 AST),"[202691, 201939]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Right,18.82,Made,2.0,S. Curry,201939.0,2.0,,,,,,,,,,,,,,
42,PT07M58.00S,2024-01-08T01:49:39.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,84.44480946123521,48.529411764705884,1610612761,8,16,2024-01-08T01:49:44Z,420000,False,-7.0,94.0,1,right,MISS J. Poeltl 9' floating Shot,[1627751],1610612761.0,TOR,floating,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,9.4,Missed,,,,,,,,,,,,,,,,,,
43,PT07M55.00S,2024-01-08T01:49:42.8Z,1,REGULAR,rebound,defensive,[],1631218,,,1610612744,8,16,2024-01-08T01:49:44Z,430000,False,,,0,,T. Jackson-Davis REBOUND (Off:0 Def:2),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,42.0,2.0,2.0,0.0,,,,,,
44,PT07M46.00S,2024-01-08T01:49:51.8Z,1,REGULAR,turnover,bad pass,[],202691,,,1610612744,8,16,2024-01-08T01:49:57Z,440000,False,,,0,,K. Thompson bad pass TURNOVER (1 TO),"[202691, 1629628]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,Barrett,1629628.0,,,,,,,,,,
45,PT07M46.00S,2024-01-08T01:49:51.8Z,1,REGULAR,steal,,[],1629628,,,1610612761,8,16,2024-01-08T01:49:53Z,450000,False,,,0,,R. Barrett STEAL (1 STL),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
46,PT07M41.00S,2024-01-08T01:49:56.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629628,91.27792378449409,56.61764705882353,1610612761,8,18,2024-01-08T01:50:01Z,460000,False,33.0,29.0,1,right,R. Barrett running Layup (9 PTS) (P. Siakam 1 AST),"[1629628, 1627783]",1610612761.0,TOR,running,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,4.43,Made,9.0,P. Siakam,1627783.0,1.0,,,,,,,,,,,,,,
48,PT07M28.00S,2024-01-08T01:50:09.7Z,1,REGULAR,3pt,Jump Shot,[],203952,20.844283837056505,91.42156862745098,1610612744,8,18,2024-01-08T01:50:13Z,480000,False,-207.0,143.0,1,left,MISS A. Wiggins 25' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,25.19,Missed,,,,,,,,,,,,,,,,,,
49,PT07M25.00S,2024-01-08T01:50:12.7Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612761,8,18,2024-01-08T01:50:13Z,490000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,48.0,1.0,1.0,0.0,,,,,,
50,PT07M18.00S,2024-01-08T01:50:19.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627783,83.39356110381078,48.77450980392157,1610612761,8,20,2024-01-08T01:53:14Z,500000,False,-6.0,104.0,1,right,P. Siakam 10' turnaround Hook (4 PTS),[1627783],1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,10.38,Made,4.0,,,,,,,,,,,,,,,,,
51,PT07M01.00S,2024-01-08T01:50:36.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,8.09789750328515,56.127450980392155,1610612744,10,20,2024-01-08T01:53:39Z,510000,False,-31.0,24.0,1,left,J. Kuminga finger roll Layup (4 PTS) (K. Thompson 2 AST),"[1630228, 202691]",1610612744.0,GSW,finger roll,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,3.86,Made,4.0,K. Thompson,202691.0,2.0,,,,,,,,,,,,,,
53,PT06M55.00S,2024-01-08T01:50:43.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,87.59855453350855,49.01960784313725,1610612761,10,22,2024-01-08T01:55:02Z,530000,False,-5.0,64.0,1,right,S. Barnes 6' turnaround Hook (2 PTS) (I. Quickley 4 AST),"[1630567, 1630193]",1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,6.43,Made,2.0,I. Quickley,1630193.0,4.0,,,,,,,,,,,,,,
55,PT06M38.00S,2024-01-08T01:50:59.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202691,19.136005256241788,48.28431372549019,1610612744,12,22,2024-01-08T01:51:03Z,550000,False,9.0,127.0,1,left,K. Thompson 12' floating Jump Shot (4 PTS),[202691],1610612744.0,GSW,floating,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Center,12.77,Made,4.0,,,,,,,,,,,,,,,,,
56,PT06M32.00S,2024-01-08T01:51:07.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,91.40932982917214,43.38235294117647,1610612761,12,24,2024-01-08T01:56:05Z,560000,False,-33.0,28.0,1,right,S. Barnes driving Layup (4 PTS) (I. Quickley 5 AST),"[1630567, 1630193]",1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,4.35,Made,4.0,I. Quickley,1630193.0,5.0,,,,,,,,,,,,,,
58,PT06M31.00S,2024-01-08T01:51:12.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,12,24,2024-01-08T01:51:12Z,580000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M31.00S,2024-01-08T01:53:37.9Z,1,REGULAR,substitution,out,[],203952,,,1610612744,12,24,2024-01-08T01:54:10Z,590000,False,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M31.00S,2024-01-08T01:53:37.9Z,1,REGULAR,substitution,out,[],1630228,,,1610612744,12,24,2024-01-08T01:54:10Z,600000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M31.00S,2024-01-08T01:53:37.9Z,1,REGULAR,substitution,out,[],1631218,,,1610612744,12,24,2024-01-08T01:54:10Z,610000,False,,,0,,SUB out: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M31.00S,2024-01-08T01:53:37.9Z,1,REGULAR,substitution,out,[],1629628,,,1610612744,12,24,2024-01-08T01:54:10Z,620000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M31.00S,2024-01-08T01:53:37.9Z,1,REGULAR,substitution,out,[],1630567,,,1610612744,12,24,2024-01-08T01:54:10Z,630000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M31.00S,2024-01-08T01:53:37.9Z,1,REGULAR,substitution,in,[],1626172,,,1610612744,12,24,2024-01-08T01:54:10Z,640000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M31.00S,2024-01-08T01:53:37.9Z,1,REGULAR,substitution,in,[],1641764,,,1610612744,12,24,2024-01-08T01:54:10Z,650000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M31.00S,2024-01-08T01:53:37.9Z,1,REGULAR,substitution,in,[],1630541,,,1610612744,12,24,2024-01-08T01:54:10Z,660000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M31.00S,2024-01-08T01:53:37.9Z,1,REGULAR,substitution,in,[],203471,,,1610612744,12,24,2024-01-08T01:54:10Z,670000,False,,,0,,SUB in: D. Schroder,[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M31.00S,2024-01-08T01:53:37.9Z,1,REGULAR,substitution,in,[],1629018,,,1610612744,12,24,2024-01-08T01:54:10Z,680000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M21.00S,2024-01-08T01:54:28.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,8.09789750328515,41.66666666666667,1610612744,12,24,2024-01-08T01:56:40Z,690000,False,42.0,24.0,1,left,MISS S. Curry driving reverse Layup,[201939],1610612744.0,GSW,driving reverse,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,4.79,Missed,,,,,,,,,,,,,,,,,,
70,PT06M19.00S,2024-01-08T01:54:30.7Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,12,24,2024-01-08T01:54:51Z,700000,False,,,0,,K. Looney REBOUND (Off:1 Def:0),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,69.0,1.0,0.0,1.0,,,,,,
71,PT06M17.00S,2024-01-08T01:54:31.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626172,5.590000152587891,50.0,1610612744,14,24,2024-01-08T01:54:31Z,710000,False,0.0,0.0,1,left,K. Looney putback Layup (2 PTS),[1626172],1610612744.0,GSW,putback,,,Looney,K. Looney,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
72,PT06M03.00S,2024-01-08T01:54:46.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627783,88.12417871222075,49.754901960784316,1610612761,14,26,2024-01-08T01:57:10Z,720000,False,-1.0,59.0,1,right,P. Siakam Hook (6 PTS) (J. Poeltl 1 AST),"[1627783, 1627751]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,5.91,Made,6.0,J. Poeltl,1627751.0,1.0,,,,,,,,,,,,,,
74,PT05M52.00S,2024-01-08T01:55:02.0Z,1,REGULAR,foul,personal,[],203471,,,1610612744,14,26,2024-01-08T01:55:08Z,740000,False,,,0,,D. Schroder personal FOUL (1 PF),"[203471, 201939]",1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Mid-Range,16-24 Center,,,,,,,1151.0,,,,,,,,1.0,0.0,Curry,201939.0,,
76,PT05M45.00S,2024-01-08T01:55:26.3Z,1,REGULAR,3pt,Jump Shot,[],1630541,25.04927726675427,87.00980392156863,1610612744,14,26,2024-01-08T01:55:31Z,760000,False,-185.0,183.0,1,left,MISS M. Moody 26' 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Left Center,26.02,Missed,,,,,,,,,,,,,,,,,,
77,PT05M42.00S,2024-01-08T01:55:29.3Z,1,REGULAR,rebound,offensive,[],1641764,,,1610612744,14,26,2024-01-08T01:55:31Z,770000,False,,,0,,B. Podziemski REBOUND (Off:1 Def:0),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,76.0,1.0,0.0,1.0,,,,,,
78,PT05M32.00S,2024-01-08T01:55:39.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641764,33.722076215505915,48.77450980392157,1610612744,14,26,2024-01-08T01:55:44Z,780000,False,6.0,264.0,1,left,MISS B. Podziemski 26' 3PT,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Center,26.46,Missed,,,,,,,,,,,,,,,,,,
79,PT05M29.00S,2024-01-08T01:55:42.4Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,14,26,2024-01-08T01:55:44Z,790000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Center,,,,,,,,,,,78.0,2.0,1.0,1.0,,,,,,
80,PT05M16.00S,2024-01-08T01:55:55.9Z,1,REGULAR,2pt,Jump Shot,[],1630193,87.07293035479631,21.07843137254902,1610612761,14,28,2024-01-08T01:55:59Z,800000,False,-145.0,69.0,1,right,I. Quickley 16' pullup Jump Shot (5 PTS) (J. Poeltl 2 AST),"[1630193, 1627751]",1610612761.0,TOR,pullup,,,Quickley,I. Quickley,,,,,Mid-Range,8-16 Left,16.02,Made,5.0,J. Poeltl,1627751.0,2.0,,,,,,,,,,,,,,
82,PT05M06.00S,2024-01-08T01:56:05.8Z,1,REGULAR,3pt,Jump Shot,[],202691,26.888961892247043,13.970588235294118,1610612744,17,28,2024-01-08T01:56:10Z,820000,False,180.0,200.0,1,left,K. Thompson 26' 3PT  (7 PTS) (S. Curry 3 AST),"[202691, 201939]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,26.94,Made,7.0,S. Curry,201939.0,3.0,,,,,,,,,,,,,,
84,PT04M44.00S,2024-01-08T01:56:27.4Z,1,REGULAR,3pt,Jump Shot,[],1627783,94.43166885676742,96.07843137254902,1610612761,17,31,2024-01-08T01:56:32Z,840000,False,230.0,0.0,1,right,P. Siakam 3PT  (9 PTS) (I. Quickley 6 AST),"[1627783, 1630193]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Right Corner 3,24+ Right,23.04,Made,9.0,I. Quickley,1630193.0,6.0,,,,,,,,,,,,,,
