actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
16,PT10M37.00S,2023-11-15T03:12:32.2Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,0,0,2023-11-15T03:12:33Z,160000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT10M21.00S,2023-11-15T03:12:48.5Z,1,REGULAR,3pt,Jump Shot,[],1630162,31.61957950065703,65.44117647058823,1610612750,0,0,2023-11-15T03:13:13Z,170000,False,-77.0,245.0,1,left,MISS A. Edwards 25' step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,25.66,Missed,,,,,,,,,,,,,,,,,,
18,PT10M18.00S,2023-11-15T03:12:51.5Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,0,0,2023-11-15T03:20:20Z,180000,False,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Center,,,17.0,2.0,2.0,0.0,,,,,,,,,,,,,,
40,PT10M17.00S,2023-11-15T03:16:03.0Z,1,REGULAR,foul,technical,[],202691,,,1610612744,0,0,2023-11-15T03:21:22Z,200000,False,,,0,,K. Thompson double technical FOUL (1 Tech),[202691],1610612744.0,GSW,double,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,,,,,,,204059.0,,0.0,1.0,,,,,,,,,,
41,PT10M17.00S,2023-11-15T03:16:03.0Z,1,REGULAR,foul,technical,[],1630183,,,1610612744,0,0,2023-11-15T03:21:22Z,205000,False,,,0,,J. McDaniels double technical FOUL (1 Tech),[1630183],1610612750.0,MIN,double,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Center,,,,,,,,,0.0,1.0,,,,,,,,,,
21,PT10M17.00S,2023-11-15T03:18:02.7Z,1,REGULAR,ejection,other,[],1630183,,,1610612744,0,0,2023-11-15T03:19:04Z,210000,False,,,0,,Ejection J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,204059.0,,,,,,,,,,,,,
22,PT10M17.00S,2023-11-15T03:18:06.8Z,1,REGULAR,ejection,other,[],202691,,,1610612744,0,0,2023-11-15T03:24:08Z,220000,False,,,0,,Ejection K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,204059.0,,,,,,,,,,,,,
23,PT10M17.00S,2023-11-15T03:18:22.7Z,1,REGULAR,foul,personal,['2freethrow'],203110,,,1610612744,0,0,2023-11-15T03:18:39Z,230000,False,,,0,,D. Green flagrant-type-2 personal FOUL (1 PF) (Gobert 2 FT),"[203110, 203497]",1610612744.0,GSW,flagrant-type-2,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,204059.0,,1.0,0.0,Gobert,203497.0,,,,,,,,
25,PT10M17.00S,2023-11-15T03:18:22.7Z,1,REGULAR,turnover,offensive foul,[],203110,,,1610612744,0,0,2023-11-15T03:18:22Z,250000,False,,,0,,D. Green offensive foul TURNOVER (1 TO),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,204059.0,1.0,,,,,,,,,,,,
59,PT10M17.00S,2023-11-15T03:18:46.1Z,1,REGULAR,ejection,other,[],203110,,,1610612750,0,0,2023-11-15T03:23:55Z,255000,False,,,0,,Ejection D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,204059.0,,,,,,,,,,,,,
26,PT10M17.00S,2023-11-15T03:19:09.5Z,1,REGULAR,freethrow,1 of 2,[],203497,,,1610612750,0,1,2023-11-15T03:19:10Z,260000,False,,,0,,R. Gobert flagrant Free Throw 1 of 2 (1 PTS),[203497],1610612750.0,MIN,flagrant,,,Gobert,R. Gobert,,,,,,,,Made,,,,,,,,,,,1.0,,,,,,,
28,PT10M17.00S,2023-11-15T03:19:23.5Z,1,REGULAR,freethrow,2 of 2,[],203497,,,1610612750,0,2,2023-11-15T03:19:23Z,280000,False,,,0,,R. Gobert flagrant Free Throw 2 of 2 (2 PTS),[203497],1610612750.0,MIN,flagrant,,,Gobert,R. Gobert,,,,,,,,Made,,,,,,,,,,,2.0,,,,,,,
30,PT10M17.00S,2023-11-15T03:19:54.4Z,1,REGULAR,substitution,out,[],203110,,,1610612744,0,2,2023-11-15T03:20:04Z,300000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PT10M17.00S,2023-11-15T03:19:54.4Z,1,REGULAR,substitution,out,[],202691,,,1610612744,0,2,2023-11-15T03:20:04Z,310000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT10M17.00S,2023-11-15T03:19:54.4Z,1,REGULAR,substitution,in,[],1626172,,,1610612744,0,2,2023-11-15T03:20:04Z,320000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PT10M17.00S,2023-11-15T03:19:54.4Z,1,REGULAR,substitution,in,[],1641764,,,1610612744,0,2,2023-11-15T03:20:04Z,330000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT10M17.00S,2023-11-15T03:20:07.5Z,1,REGULAR,substitution,out,[],1630183,,,1610612744,0,2,2023-11-15T03:20:15Z,340000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT10M17.00S,2023-11-15T03:20:07.5Z,1,REGULAR,substitution,in,[],1629638,,,1610612744,0,2,2023-11-15T03:20:15Z,350000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT10M04.00S,2023-11-15T03:20:32.9Z,1,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612750,0,2,2023-11-15T03:20:43Z,370000,False,,,0,,K. Looney shooting personal FOUL (1 PF) (Gobert 2 FT),"[1626172, 203497]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,,1628159.0,,1.0,0.0,Gobert,203497.0,,,,,,,,
39,PT10M04.00S,2023-11-15T03:21:05.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203497,,,1610612750,0,3,2023-11-15T03:21:29Z,390000,False,,,0,,R. Gobert Free Throw 1 of 2 (3 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,,,,,,,,,,,3.0,,,,,,,
42,PT10M04.00S,2023-11-15T03:21:05.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203497,,,1610612750,0,3,2023-11-15T03:21:29Z,400000,False,,,0,,MISS R. Gobert Free Throw 2 of 2,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
43,PT10M01.00S,2023-11-15T03:21:08.8Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,0,3,2023-11-15T03:21:29Z,410000,False,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,42.0,1.0,1.0,0.0,,,,,,,,,,,,,,
44,PT09M53.00S,2023-11-15T03:21:34.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203952,89.83245729303549,46.81372549019608,1610612744,0,3,2023-11-15T03:25:02Z,420000,False,-16.0,43.0,1,right,MISS A. Wiggins driving floating Shot,[203952],1610612744.0,GSW,driving floating,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,4.59,Missed,,,,,,,,,,,,,,,,,,
45,PT09M50.00S,2023-11-15T03:21:37.6Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,0,3,2023-11-15T03:21:52Z,430000,False,,,0,,K. Looney REBOUND (Off:1 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,44.0,2.0,1.0,1.0,,,,,,,,,,,,,,
46,PT09M50.00S,2023-11-15T03:21:39.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626172,94.40999984741211,50.0,1610612744,0,3,2023-11-15T03:21:39Z,440000,False,0.0,0.0,1,right,MISS K. Looney tip Layup,[1626172],1610612744.0,GSW,tip,,,Looney,K. Looney,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
47,PT09M50.00S,2023-11-15T03:21:39.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,0,3,2023-11-15T03:21:39Z,450000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Mid-Range,8-16 Left,,,46.0,,,,,,,,,,,,,,,,,
48,PT09M43.00S,2023-11-15T03:21:59.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203967,69.85873850197109,68.62745098039215,1610612744,3,3,2023-11-15T03:22:06Z,460000,False,93.0,231.0,1,right,D. Saric 24' 3PT  (3 PTS) (C. Paul 1 AST),"[203967, 101108]",1610612744.0,GSW,,,,Saric,D. Saric,,,,,Above the Break 3,24+ Right Center,24.89,Made,,,,,,,,,,,3.0,C. Paul,101108.0,1.0,,,,
50,PT09M31.00S,2023-11-15T03:22:13.0Z,1,REGULAR,foul,offensive,[],203497,,,1610612750,3,3,2023-11-15T03:25:44Z,480000,False,,,0,,R. Gobert offensive FOUL (1 PF),"[203497, 203967]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Left Center,,,,,,,1626302.0,,1.0,0.0,Saric,203967.0,,,,,,,,
52,PT09M31.00S,2023-11-15T03:22:13.0Z,1,REGULAR,turnover,offensive foul,[],203497,,,1610612750,3,3,2023-11-15T03:22:13Z,500000,False,,,0,,R. Gobert offensive foul TURNOVER (1 TO),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Left Center,,,,,,,1626302.0,1.0,,,,,,,,,,,,
53,PT09M19.00S,2023-11-15T03:22:42.9Z,1,REGULAR,foul,technical,['1freethrow'],203497,,,1610612744,3,3,2023-11-15T03:23:05Z,510000,False,,,0,,R. Gobert defensive-3-second technical FOUL (1 Tech),[203497],1610612750.0,MIN,defensive-3-second,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1626302.0,,1.0,1.0,,,,,,,,,,
54,PT09M19.00S,2023-11-15T03:23:06.3Z,1,REGULAR,freethrow,1 of 1,[],101108,,,1610612744,4,3,2023-11-15T03:23:06Z,520000,False,,,0,,C. Paul technical Free Throw 1 of 1 (1 PTS),[101108],1610612744.0,GSW,technical,,,Paul,C. Paul,,,,,,,,Made,,,,,,,,,,,1.0,,,,,,,
55,PT09M05.00S,2023-11-15T03:23:34.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],101108,89.48751642575559,88.99356617647058,1610612744,6,3,2023-11-15T03:23:54Z,530000,False,195.0,46.0,1,right,C. Paul 20' step back Jump Shot (3 PTS) (D. Saric 1 AST),"[101108, 203967]",1610612744.0,GSW,step back,,,Paul,C. Paul,,,,,Mid-Range,16-24 Right,20.04,Made,,,,,,,,,,,3.0,D. Saric,203967.0,1.0,,,,
57,PT08M49.00S,2023-11-15T03:23:50.2Z,1,REGULAR,turnover,lost ball,[],1630162,,,1610612750,6,3,2023-11-15T03:23:57Z,550000,False,,,0,,A. Edwards lost ball TURNOVER (1 TO),"[1630162, 203952]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right Center,,,,,,,,1.0,,,,,,,,,Wiggins,203952.0,,
58,PT08M49.00S,2023-11-15T03:23:50.2Z,1,REGULAR,steal,,[],203952,,,1610612744,6,3,2023-11-15T03:23:52Z,560000,False,,,0,,A. Wiggins STEAL (1 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
60,PT08M33.00S,2023-11-15T03:24:06.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641764,88.78120893561103,50.98039215686274,1610612744,8,3,2023-11-15T03:29:42Z,570000,False,5.0,53.0,1,right,B. Podziemski floating Jump Shot (2 PTS) (C. Paul 2 AST),"[1641764, 101108]",1610612744.0,GSW,floating,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),0-8 Center,5.32,Made,,,,,,,,,,,2.0,C. Paul,101108.0,2.0,,,,
62,PT08M16.00S,2023-11-15T03:24:23.0Z,1,REGULAR,turnover,bad pass,[],1626157,,,1610612750,8,3,2023-11-15T03:24:27Z,590000,False,,,0,,K. Towns bad pass TURNOVER (1 TO),"[1626157, 203952]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,,1.0,,,,,,,,,Wiggins,203952.0,,
63,PT08M16.00S,2023-11-15T03:24:23.0Z,1,REGULAR,steal,,[],203952,,,1610612744,8,3,2023-11-15T03:24:25Z,600000,False,,,0,,A. Wiggins STEAL (2 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
64,PT08M08.00S,2023-11-15T03:24:31.1Z,1,REGULAR,turnover,lost ball,[],101108,,,1610612744,8,3,2023-11-15T03:24:35Z,610000,False,,,0,,C. Paul lost ball TURNOVER (1 TO),"[101108, 1630162]",1610612744.0,GSW,,,,Paul,C. Paul,,,,,Mid-Range,8-16 Left,,,,,,,,1.0,,,,,,,,,Edwards,1630162.0,,
65,PT08M08.00S,2023-11-15T03:24:31.1Z,1,REGULAR,steal,,[],1630162,,,1610612750,8,3,2023-11-15T03:24:33Z,620000,False,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
66,PT08M03.00S,2023-11-15T03:24:36.9Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630162,8.09789750328515,43.38235294117647,1610612750,8,5,2023-11-15T03:30:44Z,630000,False,33.0,24.0,1,left,A. Edwards running pullup Jump Shot (2 PTS),[1630162],1610612750.0,MIN,running pullup,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,4.07,Made,,,,,,,,,,,2.0,,,,,,,
67,PT07M47.00S,2023-11-15T03:24:51.8Z,1,REGULAR,3pt,Jump Shot,[],203967,82.7365308804205,94.11764705882352,1610612744,8,5,2023-11-15T03:24:56Z,640000,False,221.0,110.0,1,right,MISS D. Saric 24' 3PT,[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,Above the Break 3,24+ Right Center,24.64,Missed,,,,,,,,,,,,,,,,,,
68,PT07M44.00S,2023-11-15T03:24:54.8Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,8,5,2023-11-15T03:24:56Z,650000,False,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,67.0,2.0,2.0,0.0,,,,,,,,,,,,,,
69,PT07M34.00S,2023-11-15T03:25:05.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,5.469776609724048,56.127450980392155,1610612750,8,5,2023-11-15T03:31:12Z,660000,False,-31.0,-1.0,1,left,MISS M. Conley driving floating Shot,[201144],1610612750.0,MIN,driving floating,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,3.06,Missed,,,,,,,,,,,,,,,,,,
70,PT07M31.00S,2023-11-15T03:25:08.1Z,1,REGULAR,rebound,defensive,[],101108,,,1610612744,8,5,2023-11-15T03:25:09Z,670000,False,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,Restricted Area,0-8 Center,,,69.0,1.0,1.0,0.0,,,,,,,,,,,,,,
71,PT07M25.00S,2023-11-15T03:25:15.0Z,1,REGULAR,3pt,Jump Shot,[],203952,67.36202365308804,64.70588235294117,1610612744,8,5,2023-11-15T03:25:20Z,680000,False,74.0,254.0,1,right,MISS A. Wiggins 26' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Center,26.47,Missed,,,,,,,,,,,,,,,,,,
72,PT07M21.00S,2023-11-15T03:25:18.4Z,1,REGULAR,rebound,offensive,[],1641764,,,1610612744,8,5,2023-11-15T03:25:18Z,690000,False,,,0,,B. Podziemski REBOUND (Off:1 Def:0),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Center,,,71.0,1.0,0.0,1.0,,,,,,,,,,,,,,
73,PT07M18.00S,2023-11-15T03:25:21.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203967,69.72733245729303,24.019607843137255,1610612744,8,5,2023-11-15T03:25:26Z,700000,False,-130.0,232.0,1,right,MISS D. Saric 26' 3PT,[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,Above the Break 3,24+ Left Center,26.6,Missed,,,,,,,,,,,,,,,,,,
74,PT07M15.00S,2023-11-15T03:25:24.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,8,5,2023-11-15T03:25:26Z,710000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Left Center,,,73.0,,,,,,,,,,,,,,,,,
75,PT07M02.00S,2023-11-15T03:25:58.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203967,86.67871222076215,48.77450980392157,1610612744,8,5,2023-11-15T03:28:59Z,720000,False,-6.0,73.0,1,right,MISS D. Saric 7' turnaround Shot - blocked,"[203967, 1629638]",1610612744.0,GSW,turnaround,,,Saric,D. Saric,,,,,In The Paint (Non-RA),0-8 Center,7.3,Missed,,,,,,,,,,,,,,,,,Alexander-Walker,1629638.0
76,PT07M02.00S,2023-11-15T03:25:58.7Z,1,REGULAR,block,,[],1629638,,,1610612744,8,5,2023-11-15T03:26:02Z,730000,False,,,0,,N. Alexander-Walker BLOCK (1 BLK),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
77,PT07M01.00S,2023-11-15T03:25:59.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,8,5,2023-11-15T03:28:59Z,740000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,75.0,,,,,,,,,,,,,,,,,
78,PT07M01.00S,2023-11-15T03:26:04.0Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612744,8,5,2023-11-15T03:26:17Z,750000,False,,,0,,GSW shot clock Team TURNOVER,[],1610612744.0,GSW,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,204059.0,,,,,,,,,,,,,
79,PT06M48.00S,2023-11-15T03:26:27.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630162,10.200394218134035,44.85294117647059,1610612750,8,5,2023-11-15T03:32:56Z,760000,False,26.0,43.0,1,left,MISS A. Edwards driving floating Shot,[1630162],1610612750.0,MIN,driving floating,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,5.04,Missed,,,,,,,,,,,,,,,,,,
80,PT06M46.00S,2023-11-15T03:26:29.2Z,1,REGULAR,rebound,defensive,[],203967,,,1610612744,8,5,2023-11-15T03:26:39Z,770000,False,,,0,,D. Saric REBOUND (Off:0 Def:2),[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,In The Paint (Non-RA),0-8 Center,,,79.0,2.0,2.0,0.0,,,,,,,,,,,,,,
81,PT06M36.00S,2023-11-15T03:26:39.4Z,1,REGULAR,3pt,Jump Shot,[],1641764,69.46452036793693,68.62745098039215,1610612744,8,5,2023-11-15T03:26:45Z,780000,False,93.0,235.0,1,right,MISS B. Podziemski 25' 3PT,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,25.23,Missed,,,,,,,,,,,,,,,,,,
82,PT06M32.00S,2023-11-15T03:26:43.1Z,1,REGULAR,rebound,offensive,[],203952,,,1610612744,8,5,2023-11-15T03:26:43Z,790000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:0),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,,,81.0,1.0,0.0,1.0,,,,,,,,,,,,,,
83,PT06M32.00S,2023-11-15T03:26:44.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],101108,91.80354796320631,33.088235294117645,1610612744,8,5,2023-11-15T03:26:52Z,800000,False,-85.0,25.0,1,right,MISS C. Paul 8' Jump Shot,[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,Mid-Range,8-16 Left,8.81,Missed,,,,,,,,,,,,,,,,,,
84,PT06M29.00S,2023-11-15T03:26:47.7Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,8,5,2023-11-15T03:51:18Z,810000,False,,,0,,R. Gobert REBOUND (Off:0 Def:3),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Left,,,83.0,3.0,3.0,0.0,,,,,,,,,,,,,,
208,PT06M29.00S,2023-11-15T03:26:47.7Z,1,REGULAR,turnover,lost ball,[],203497,,,1610612750,8,5,2023-11-15T03:51:38Z,815000,False,,,0,,R. Gobert lost ball TURNOVER (2 TO),"[203497, 203952]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2.0,,,,,,,,,Wiggins,203952.0,,
209,PT06M29.00S,2023-11-15T03:26:47.7Z,1,REGULAR,steal,,[],203952,,,1610612744,8,5,2023-11-15T03:51:38Z,817500,False,,,0,,A. Wiggins STEAL (3 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
