actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
16,PT10M43.00S,2024-04-03T02:08:09.2Z,1,REGULAR,turnover,lost ball,[],1631218,,,1610612744,0,3,2024-04-03T02:08:12Z,160000,False,,,0,,T. Jackson-Davis lost ball TURNOVER (1 TO),"[1631218, 202681]",1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,Irving,202681.0,,,,,,
17,PT10M43.00S,2024-04-03T02:08:09.2Z,1,REGULAR,steal,,[],202681,,,1610612742,0,3,2024-04-03T02:08:11Z,170000,False,,,0,,K. Irving STEAL (1 STL),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
18,PT10M38.00S,2024-04-03T02:08:14.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202681,28.991458607095925,77.94117647058823,1610612742,0,6,2024-04-03T02:08:19Z,180000,False,-140.0,220.0,1,left,K. Irving 26' 3PT pullup (3 PTS),[202681],1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,26.06,Made,,,,,,,3.0,,,,,,,,,,,
19,PT10M11.00S,2024-04-03T02:08:43.0Z,1,REGULAR,turnover,out-of-bounds,[],202691,,,1610612744,0,6,2024-04-03T02:08:47Z,190000,False,,,0,,K. Thompson bad pass out-of-bounds TURNOVER (1 TO),[202691],1610612744.0,GSW,bad pass,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2005.0,1.0,,,,,,,,,,,,
20,PT09M52.00S,2024-04-03T02:09:35.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629029,24.392247043363994,87.25490196078431,1610612742,0,9,2024-04-03T02:09:40Z,200000,False,-186.0,177.0,1,left,L. Doncic 25' 3PT pullup (3 PTS),[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,25.68,Made,,,,,,,3.0,,,,,,,,,,,
22,PT09M31.00S,2024-04-03T02:10:13.3Z,1,REGULAR,3pt,Jump Shot,[],202691,74.72076215505913,12.254901960784313,1610612744,3,9,2024-04-03T02:10:16Z,220000,False,-189.0,185.0,1,right,K. Thompson 26' 3PT  (3 PTS) (S. Curry 1 AST),"[202691, 201939]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,26.43,Made,,,,,,,3.0,S. Curry,201939.0,1.0,,,,,,,,
24,PT09M15.00S,2024-04-03T02:10:28.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629655,11.383048620236531,39.705882352941174,1610612742,3,9,2024-04-03T02:10:33Z,240000,False,51.0,55.0,1,left,MISS D. Gafford 7' Hook,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,7.5,Missed,,,,,,,,,,,,,,,,,,
25,PT09M12.00S,2024-04-03T02:10:31.1Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,3,9,2024-04-03T02:10:31Z,250000,False,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,
26,PT09M01.00S,2024-04-03T02:10:42.1Z,1,REGULAR,3pt,Jump Shot,[],201939,70.12155059132719,8.333333333333332,1610612744,3,9,2024-04-03T02:10:47Z,260000,False,-208.0,228.0,1,right,MISS S. Curry 30' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,30.91,Missed,,,,,,,,,,,,,,,,,,
27,PT08M58.00S,2024-04-03T02:10:45.1Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612742,3,9,2024-04-03T02:10:47Z,270000,False,,,0,,D. Gafford REBOUND (Off:0 Def:1),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Left Center,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,,
28,PT08M51.00S,2024-04-03T02:10:52.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629023,6.176084099868594,37.0327818627451,1610612742,3,9,2024-04-03T02:11:21Z,280000,False,65.0,6.0,1,left,MISS P. Washington 6' turnaround Hook,[1629023],1610612742.0,DAL,turnaround,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,6.5,Missed,,,,,,,,,,,,,,,,,,
29,PT08M49.00S,2024-04-03T02:10:54.4Z,1,REGULAR,rebound,defensive,[],1631218,,,1610612744,3,9,2024-04-03T02:10:59Z,290000,False,,,0,,T. Jackson-Davis REBOUND (Off:0 Def:1),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Mid-Range,8-16 Right,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,
30,PT08M42.00S,2024-04-03T02:11:01.5Z,1,REGULAR,turnover,bad pass,[],203952,,,1610612744,3,9,2024-04-03T02:11:06Z,300000,False,,,0,,A. Wiggins bad pass TURNOVER (1 TO),"[203952, 202681]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,,,,,,,,1.0,,,,,Irving,202681.0,,,,,,
31,PT08M42.00S,2024-04-03T02:11:01.5Z,1,REGULAR,steal,,[],202681,,,1610612742,3,9,2024-04-03T02:11:03Z,310000,False,,,0,,K. Irving STEAL (2 STL),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
32,PT08M41.00S,2024-04-03T02:11:06.0Z,1,REGULAR,turnover,lost ball,[],202681,,,1610612742,3,9,2024-04-03T02:11:27Z,320000,False,,,0,,K. Irving lost ball TURNOVER (1 TO),"[202681, 203952]",1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,,,,,,,,1.0,,,,,Wiggins,203952.0,,,,,,
33,PT08M41.00S,2024-04-03T02:11:06.0Z,1,REGULAR,steal,,[],203952,,,1610612744,3,9,2024-04-03T02:11:29Z,330000,False,,,0,,A. Wiggins STEAL (1 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
34,PT08M37.00S,2024-04-03T02:11:31.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631218,92.06636005256242,49.50980392156863,1610612744,5,9,2024-04-03T02:11:41Z,340000,False,-2.0,22.0,1,right,T. Jackson-Davis DUNK (2 PTS) (K. Thompson 1 AST),"[1631218, 202691]",1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,2.22,Made,,,,,,,2.0,K. Thompson,202691.0,1.0,,,,,,,,
36,PT08M25.00S,2024-04-03T02:11:41.7Z,1,REGULAR,2pt,Jump Shot,[],1629029,6.915243101182654,71.81372549019608,1610612742,5,9,2024-04-03T02:11:48Z,360000,False,-109.0,13.0,1,left,MISS L. Doncic 10' fadeaway Shot,[1629029],1610612742.0,DAL,fadeaway,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Left,10.98,Missed,,,,,,,,,,,,,,,,,,
37,PT08M23.00S,2024-04-03T02:11:44.4Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612742,5,9,2024-04-03T02:11:44Z,370000,False,,,0,,D. Gafford REBOUND (Off:1 Def:1),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Mid-Range,8-16 Left,,,36.0,2.0,1.0,1.0,,,,,,,,,,,,,,
38,PT08M15.00S,2024-04-03T02:11:56.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629023,11.645860709592641,35.049019607843135,1610612742,5,11,2024-04-03T02:12:01Z,380000,False,75.0,57.0,1,left,P. Washington 9' driving Layup (5 PTS),[1629023],1610612742.0,DAL,driving,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Right,9.4,Made,,,,,,,5.0,,,,,,,,,,,
40,PT08M15.00S,2024-04-03T02:12:00.3Z,1,REGULAR,foul,personal,['1freethrow'],201939,,,1610612742,5,11,2024-04-03T02:12:07Z,400000,False,,,0,,S. Curry shooting personal FOUL (1 PF) (Washington 1 FT),"[201939, 1629023]",1610612744.0,GSW,shooting,,,Curry,S. Curry,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,2005.0,,,,,,,,1.0,0.0,Washington,1629023.0,,
42,PT08M15.00S,2024-04-03T02:12:22.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,5,11,2024-04-03T02:12:22Z,420000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M15.00S,2024-04-03T02:15:59.7Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1629023,,,1610612742,5,11,2024-04-03T02:16:02Z,440000,False,,,0,,MISS P. Washington Free Throw 1 of 1,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
46,PT08M12.00S,2024-04-03T02:16:02.7Z,1,REGULAR,rebound,defensive,[],1631218,,,1610612744,5,11,2024-04-03T02:16:02Z,450000,False,,,0,,T. Jackson-Davis REBOUND (Off:0 Def:2),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,45.0,2.0,2.0,0.0,,,,,,,,,,,,,,
47,PT08M02.00S,2024-04-03T02:16:10.2Z,1,REGULAR,2pt,Jump Shot,[],203952,85.10183968462549,20.588235294117645,1610612744,5,11,2024-04-03T02:16:15Z,460000,False,-147.0,88.0,1,right,MISS A. Wiggins 17' turnaround Shot,[203952],1610612744.0,GSW,turnaround,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Left,17.12,Missed,,,,,,,,,,,,,,,,,,
48,PT08M01.00S,2024-04-03T02:16:11.2Z,1,REGULAR,rebound,offensive,[],203110,,,1610612744,5,11,2024-04-03T02:19:23Z,470000,False,,,0,,D. Green REBOUND (Off:1 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,16-24 Left,,,47.0,2.0,1.0,1.0,,,,,,,,,,,,,,
49,PT08M01.00S,2024-04-03T02:16:14.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203110,94.40999984741211,50.0,1610612744,5,11,2024-04-03T02:19:34Z,480000,False,0.0,0.0,1,right,MISS D. Green tip Layup,[203110],1610612744.0,GSW,tip,,,Green,D. Green,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
50,PT08M00.00S,2024-04-03T02:16:15.2Z,1,REGULAR,rebound,defensive,[],1627884,,,1610612742,5,11,2024-04-03T02:19:34Z,490000,False,,,0,,D. Jones Jr. REBOUND (Off:0 Def:2),[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,49.0,2.0,2.0,0.0,,,,,,,,,,,,,,
51,PT07M48.00S,2024-04-03T02:16:23.4Z,1,REGULAR,2pt,Jump Shot,[],1629029,12.565703022339028,69.11764705882352,1610612742,5,11,2024-04-03T02:16:36Z,500000,False,-96.0,66.0,1,left,MISS L. Doncic 11' fadeaway Shot,[1629029],1610612742.0,DAL,fadeaway,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Left,11.59,Missed,,,,,,,,,,,,,,,,,,
52,PT07M45.00S,2024-04-03T02:16:27.3Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612742,5,11,2024-04-03T02:16:27Z,510000,False,,,0,,D. Gafford REBOUND (Off:2 Def:1),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Mid-Range,8-16 Left,,,51.0,3.0,1.0,2.0,,,,,,,,,,,,,,
53,PT07M44.00S,2024-04-03T02:16:28.7Z,1,REGULAR,turnover,bad pass,[],1629023,,,1610612742,5,11,2024-04-03T02:21:54Z,520000,False,,,0,,P. Washington bad pass TURNOVER (1 TO),"[1629023, 203110]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Mid-Range,8-16 Right,,,,,,,,1.0,,,,,Green,203110.0,,,,,,
54,PT07M44.00S,2024-04-03T02:16:28.7Z,1,REGULAR,steal,,[],203110,,,1610612744,5,11,2024-04-03T02:16:30Z,530000,False,,,0,,D. Green STEAL (1 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
55,PT07M35.00S,2024-04-03T02:16:37.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203110,69.59592641261499,24.019607843137255,1610612744,5,11,2024-04-03T02:16:46Z,540000,False,-130.0,233.0,1,right,MISS D. Green 26' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,26.7,Missed,,,,,,,,,,,,,,,,,,
56,PT07M31.00S,2024-04-03T02:16:40.7Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,5,11,2024-04-03T02:16:40Z,550000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,,,55.0,1.0,1.0,0.0,,,,,,,,,,,,,,
57,PT07M27.00S,2024-04-03T02:16:44.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629023,27.54599211563732,13.970588235294118,1610612742,5,11,2024-04-03T03:22:08Z,560000,False,180.0,206.0,1,left,MISS P. Washington 27' running pullup 3PT,[1629023],1610612742.0,DAL,running pullup,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,27.39,Missed,,,,,,,,,,,,,,,,,,
58,PT07M27.00S,2024-04-03T02:16:44.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612744,5,11,2024-04-03T02:16:49Z,570000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Right Center,,,57.0,,,,,,,,,,,,,,,,,
60,PT07M13.00S,2024-04-03T02:17:14.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203110,89.30683311432325,46.81372549019608,1610612744,7,11,2024-04-03T02:17:18Z,590000,False,-16.0,48.0,1,right,D. Green cutting finger roll Layup (2 PTS) (S. Curry 2 AST),"[203110, 201939]",1610612744.0,GSW,cutting finger roll,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,5.06,Made,,,,,,,2.0,S. Curry,201939.0,2.0,,,,,,,,
62,PT07M13.00S,2024-04-03T02:17:16.5Z,1,REGULAR,foul,personal,['1freethrow'],202681,,,1610612744,7,11,2024-04-03T02:17:24Z,610000,False,,,0,,K. Irving shooting personal FOUL (1 PF) (Green 1 FT),"[202681, 203110]",1610612742.0,DAL,shooting,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2005.0,,,,,,,,1.0,0.0,Green,203110.0,,
64,PT07M13.00S,2024-04-03T02:17:38.8Z,1,REGULAR,freethrow,1 of 1,[],203110,,,1610612744,8,11,2024-04-03T02:17:38Z,630000,False,,,0,,D. Green Free Throw 1 of 1 (3 PTS),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
65,PT07M02.00S,2024-04-03T02:17:51.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629655,10.068988173455978,45.34313725490196,1610612742,8,11,2024-04-03T02:17:59Z,640000,False,23.0,42.0,1,left,MISS D. Gafford Hook,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,4.81,Missed,,,,,,,,,,,,,,,,,,
66,PT06M59.00S,2024-04-03T02:17:54.6Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,8,11,2024-04-03T02:19:31Z,650000,False,,,0,,D. Green REBOUND (Off:1 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,65.0,3.0,2.0,1.0,,,,,,,,,,,,,,
67,PT06M50.00S,2024-04-03T02:18:03.1Z,1,REGULAR,3pt,Jump Shot,[],201939,78.26872536136662,6.372549019607843,1610612744,11,11,2024-04-03T02:18:08Z,660000,False,-218.0,152.0,1,right,S. Curry 26' 3PT  (3 PTS) (A. Wiggins 1 AST),"[201939, 203952]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,26.57,Made,,,,,,,3.0,A. Wiggins,203952.0,1.0,,,,,,,,
69,PT06M30.00S,2024-04-03T02:18:23.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,16.245072273324574,45.34313725490196,1610612742,11,13,2024-04-03T02:27:17Z,680000,False,23.0,100.0,1,left,P. Washington 10' pullup Jump Shot (7 PTS) (K. Irving 1 AST),"[1629023, 202681]",1610612742.0,DAL,pullup,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,10.29,Made,,,,,,,7.0,K. Irving,202681.0,1.0,,,,,,,,
71,PT06M30.00S,2024-04-03T02:18:27.3Z,1,REGULAR,foul,personal,['1freethrow'],202691,,,1610612742,11,13,2024-04-03T02:18:42Z,700000,False,,,0,,K. Thompson shooting personal FOUL (1 PF) (Washington 1 FT),"[202691, 1629023]",1610612744.0,GSW,shooting,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,101284.0,,,,,,,,1.0,0.0,Washington,1629023.0,,
73,PT06M30.00S,2024-04-03T02:18:44.3Z,1,REGULAR,substitution,out,[],1627884,,,1610612742,11,13,2024-04-03T02:19:23Z,720000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M30.00S,2024-04-03T02:18:44.3Z,1,REGULAR,substitution,in,[],203957,,,1610612742,11,13,2024-04-03T02:19:23Z,730000,False,,,0,,SUB in: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M30.00S,2024-04-03T02:19:02.8Z,1,REGULAR,freethrow,1 of 1,[],1629023,,,1610612742,11,14,2024-04-03T02:19:02Z,740000,False,,,0,,P. Washington Free Throw 1 of 1 (8 PTS),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
76,PT06M16.00S,2024-04-03T02:19:19.6Z,1,REGULAR,3pt,Jump Shot,[],203952,77.87450722733246,7.352941176470589,1610612744,14,14,2024-04-03T02:19:25Z,750000,False,-213.0,155.0,1,right,A. Wiggins 26' 3PT  (3 PTS) (D. Green 1 AST),"[203952, 203110]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,26.39,Made,,,,,,,3.0,D. Green,203110.0,1.0,,,,,,,,
78,PT06M03.00S,2024-04-03T02:19:35.3Z,1,REGULAR,turnover,out-of-bounds,[],202681,,,1610612742,14,14,2024-04-03T02:19:47Z,770000,False,,,0,,K. Irving step out-of-bounds TURNOVER (2 TO),[202681],1610612742.0,DAL,step,,,Irving,K. Irving,,,,,Mid-Range,8-16 Left,,,,,,,1626302.0,2.0,,,,,,,,,,,,
79,PT06M03.00S,2024-04-03T02:19:45.2Z,1,REGULAR,substitution,out,[],202691,,,1610612744,14,14,2024-04-03T02:19:50Z,780000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M03.00S,2024-04-03T02:19:45.2Z,1,REGULAR,substitution,out,[],202681,,,1610612744,14,14,2024-04-03T02:19:50Z,790000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M03.00S,2024-04-03T02:19:45.2Z,1,REGULAR,substitution,in,[],1641764,,,1610612744,14,14,2024-04-03T02:19:50Z,800000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M03.00S,2024-04-03T02:19:45.2Z,1,REGULAR,substitution,in,[],203501,,,1610612744,14,14,2024-04-03T02:19:50Z,810000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M57.00S,2024-04-03T02:19:57.0Z,1,REGULAR,turnover,bad pass,[],203110,,,1610612744,14,14,2024-04-03T02:20:01Z,820000,False,,,0,,D. Green bad pass TURNOVER (1 TO),"[203110, 1629023]",1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,Washington,1629023.0,,,,,,
84,PT05M57.00S,2024-04-03T02:19:57.0Z,1,REGULAR,steal,,[],1629023,,,1610612742,14,14,2024-04-03T02:19:59Z,830000,False,,,0,,P. Washington STEAL (1 STL),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
85,PT05M50.00S,2024-04-03T02:20:03.5Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629655,8.492115637319317,45.09803921568628,1610612742,14,16,2024-04-03T02:29:05Z,840000,False,25.0,27.0,1,left,D. Gafford running alley-oop DUNK (2 PTS) (T. Hardaway Jr. 1 AST),"[1629655, 203501]",1610612742.0,DAL,running alley-oop,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,3.67,Made,,,,,,,2.0,T. Hardaway Jr.,203501.0,1.0,,,,,,,,
