actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
24,PT10M31.00S,2024-01-31T03:11:27.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,92.9862023653088,44.85294117647059,1610612744,6,4,2024-01-31T03:11:35Z,240000,False,-26.0,13.0,1,right,S. Curry reverse Layup (4 PTS),[201939],1610612744.0,GSW,reverse,,,,,,Restricted Area,0-8 Center,,,,Curry,S. Curry,,,2.9,Made,,,,,4.0,,,,,,,,,
25,PT10M23.00S,2024-01-31T03:11:37.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201976,10.33180026281209,38.48039215686275,1610612755,6,4,2024-01-31T03:13:54Z,250000,False,58.0,45.0,1,left,MISS P. Beverley 7' driving Hook - blocked,"[201976, 201939]",1610612755.0,PHI,driving,,,,,,In The Paint (Non-RA),0-8 Center,,,,Beverley,P. Beverley,,,7.28,Missed,,,,,,,,,Curry,201939.0,,,,
26,PT10M23.00S,2024-01-31T03:11:37.9Z,1,REGULAR,block,,[],201939,,,1610612755,6,4,2024-01-31T03:11:41Z,260000,False,,,0,,S. Curry BLOCK (1 BLK),[201939],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,
27,PT10M22.00S,2024-01-31T03:11:38.9Z,1,REGULAR,rebound,offensive,[],202699,,,1610612755,6,4,2024-01-31T03:13:54Z,270000,False,,,0,,T. Harris REBOUND (Off:3 Def:0),[202699],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Harris,T. Harris,,,,,25.0,3.0,0.0,3.0,,,,,,,,,,
28,PT10M18.00S,2024-01-31T03:11:42.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202699,9.937582128777924,43.627450980392155,1610612755,6,4,2024-01-31T03:11:50Z,280000,False,32.0,41.0,1,left,MISS T. Harris Layup,[202699],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Harris,T. Harris,,,5.19,Missed,,,,,,,,,,,,,,
29,PT10M18.00S,2024-01-31T03:11:47.5Z,1,REGULAR,rebound,offensive,[],201976,,,1610612755,6,4,2024-01-31T03:11:47Z,290000,False,,,0,,P. Beverley REBOUND (Off:1 Def:0),[201976],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Beverley,P. Beverley,,,,,28.0,1.0,0.0,1.0,,,,,,,,,,
30,PT10M18.00S,2024-01-31T03:11:48.0Z,1,REGULAR,foul,personal,[],203110,,,1610612755,6,4,2024-01-31T03:11:53Z,300000,False,,,0,,D. Green personal FOUL (2 PF),"[203110, 201976]",1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,1146.0,2.0,0.0,Green,D. Green,Beverley,201976.0,,,,,,,,,,,,,,,,
32,PT10M18.00S,2024-01-31T03:11:54.1Z,1,REGULAR,substitution,out,[],203110,,,1610612755,6,4,2024-01-31T03:11:57Z,320000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,,,,,,,,,Green,D. Green,,,,,,,,,,,,,,,,,,
33,PT10M18.00S,2024-01-31T03:11:54.1Z,1,REGULAR,substitution,in,[],1626172,,,1610612755,6,4,2024-01-31T03:11:57Z,330000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,,,,,,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,
34,PT10M07.00S,2024-01-31T03:12:24.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626162,8.09789750328515,59.55882352941176,1610612755,6,4,2024-01-31T03:14:56Z,340000,False,-48.0,24.0,1,left,MISS K. Oubre Jr. driving Layup,[1626162],1610612755.0,PHI,driving,,,,,,In The Paint (Non-RA),0-8 Center,,,,Oubre Jr.,K. Oubre Jr.,,,5.33,Missed,,,,,,,,,,,,,,
35,PT10M06.00S,2024-01-31T03:12:25.7Z,1,REGULAR,rebound,offensive,[],1626162,,,1610612755,6,4,2024-01-31T03:12:34Z,350000,False,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:0),[1626162],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Oubre Jr.,K. Oubre Jr.,,,,,34.0,1.0,0.0,1.0,,,,,,,,,,
36,PT10M06.00S,2024-01-31T03:12:27.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626162,8.886333771353483,55.88235294117647,1610612755,6,4,2024-01-31T03:15:32Z,360000,False,-29.0,31.0,1,left,MISS K. Oubre Jr. putback Layup - blocked,"[1626162, 1626172]",1610612755.0,PHI,putback,,,,,,Restricted Area,0-8 Center,,,,Oubre Jr.,K. Oubre Jr.,,,4.27,Missed,,,,,,,,,Looney,1626172.0,,,,
37,PT10M06.00S,2024-01-31T03:12:27.5Z,1,REGULAR,block,,[],1626172,,,1610612755,6,4,2024-01-31T03:12:29Z,370000,False,,,0,,K. Looney BLOCK (1 BLK),[1626172],1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,
38,PT10M03.00S,2024-01-31T03:12:30.5Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,6,4,2024-01-31T03:12:38Z,380000,False,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,,,,Looney,K. Looney,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,
40,PT09M52.00S,2024-01-31T03:12:59.7Z,1,REGULAR,turnover,bad pass,[],201939,,,1610612744,6,4,2024-01-31T03:13:04Z,400000,False,,,0,,S. Curry bad pass TURNOVER (1 TO),"[201939, 202699]",1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,,,,Curry,S. Curry,,,,,,,,,,,,,,,1.0,Harris,202699.0,
41,PT09M52.00S,2024-01-31T03:12:59.7Z,1,REGULAR,steal,,[],202699,,,1610612755,6,4,2024-01-31T03:13:01Z,410000,False,,,0,,T. Harris STEAL (1 STL),[202699],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,
42,PT09M45.00S,2024-01-31T03:13:12.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,6,4,2024-01-31T03:13:12Z,420000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT09M38.00S,2024-01-31T03:16:55.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627863,25.18068331143233,10.784313725490197,1610612755,6,4,2024-01-31T03:17:01Z,430000,False,196.0,184.0,1,left,MISS D. House Jr. 26' 3PT,[1627863],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,,,House Jr.,D. House Jr.,,,26.9,Missed,,,,,,,,,,,,,,
44,PT09M34.00S,2024-01-31T03:16:59.4Z,1,REGULAR,rebound,offensive,[],203954,,,1610612755,6,4,2024-01-31T03:17:01Z,440000,False,,,0,,J. Embiid REBOUND (Off:1 Def:0),[203954],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,,,Embiid,J. Embiid,,,,,43.0,1.0,0.0,1.0,,,,,,,,,,
45,PT09M33.00S,2024-01-31T03:16:59.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203954,30.831143232588698,27.941176470588236,1610612755,6,4,2024-01-31T03:17:04Z,450000,False,110.0,237.0,1,left,MISS J. Embiid 26' 3PT,[203954],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,,,Embiid,J. Embiid,,,26.17,Missed,,,,,,,,,,,,,,
46,PT09M30.00S,2024-01-31T03:17:02.8Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,6,4,2024-01-31T03:17:04Z,460000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:1),[1641764],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,,,,Podziemski,B. Podziemski,,,,,45.0,1.0,1.0,0.0,,,,,,,,,,
47,PT09M24.00S,2024-01-31T03:17:08.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630228,90.75229960578186,48.77450980392157,1610612744,8,4,2024-01-31T03:18:21Z,470000,False,-6.0,34.0,1,right,J. Kuminga running finger roll Layup (2 PTS),[1630228],1610612744.0,GSW,running finger roll,,,,,,Restricted Area,0-8 Center,,,,Kuminga,J. Kuminga,,,3.49,Made,,,,,2.0,,,,,,,,,
49,PT09M15.00S,2024-01-31T03:17:17.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201976,13.222733245729303,38.72549019607843,1610612755,8,6,2024-01-31T03:18:46Z,490000,False,56.0,72.0,1,left,P. Beverley 9' floating Jump Shot (4 PTS),[201976],1610612755.0,PHI,floating,,,,,,In The Paint (Non-RA),8-16 Right,,,,Beverley,P. Beverley,,,9.13,Made,,,,,4.0,,,,,,,,,
50,PT08M57.00S,2024-01-31T03:17:35.4Z,1,REGULAR,2pt,Jump Shot,[],203952,91.40932982917214,77.94117647058823,1610612744,10,6,2024-01-31T03:17:40Z,500000,False,140.0,28.0,1,right,A. Wiggins 14' step back Jump Shot (4 PTS),[203952],1610612744.0,GSW,step back,,,,,,Mid-Range,8-16 Right,,,,Wiggins,A. Wiggins,,,14.25,Made,,,,,4.0,,,,,,,,,
51,PT08M36.00S,2024-01-31T03:17:56.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202699,14.536793692509855,38.970588235294116,1610612755,10,8,2024-01-31T03:19:24Z,510000,False,55.0,84.0,1,left,T. Harris 10' turnaround Hook (4 PTS),[202699],1610612755.0,PHI,turnaround,,,,,,In The Paint (Non-RA),8-16 Right,,,,Harris,T. Harris,,,10.05,Made,,,,,4.0,,,,,,,,,
52,PT08M25.00S,2024-01-31T03:18:08.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630228,81.94809461235218,41.42156862745098,1610612744,10,8,2024-01-31T03:18:12Z,520000,False,-43.0,117.0,1,right,MISS J. Kuminga 12' fadeaway Shot,[1630228],1610612744.0,GSW,fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,,,,Kuminga,J. Kuminga,,,12.48,Missed,,,,,,,,,,,,,,
53,PT08M22.00S,2024-01-31T03:18:11.1Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,10,8,2024-01-31T03:18:12Z,530000,False,,,0,,T. Harris REBOUND (Off:3 Def:1),[202699],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Harris,T. Harris,,,,,52.0,4.0,1.0,3.0,,,,,,,,,,
54,PT08M11.00S,2024-01-31T03:18:21.5Z,1,REGULAR,2pt,Jump Shot,[],202699,25.57490144546649,39.950980392156865,1610612755,10,8,2024-01-31T03:19:53Z,540000,False,50.0,188.0,1,left,MISS T. Harris 19' pullup Shot,[202699],1610612755.0,PHI,pullup,,,,,,Mid-Range,16-24 Center,,,,Harris,T. Harris,,,19.45,Missed,,,,,,,,,,,,,,
55,PT08M09.00S,2024-01-31T03:18:23.5Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,10,8,2024-01-31T03:18:26Z,550000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:2),[203952],1610612744.0,GSW,,,,,,,Mid-Range,16-24 Center,,,,Wiggins,A. Wiggins,,,,,54.0,2.0,2.0,0.0,,,,,,,,,,
56,PT07M55.00S,2024-01-31T03:18:37.9Z,1,REGULAR,turnover,bad pass,[],203952,,,1610612744,10,8,2024-01-31T03:18:42Z,560000,False,,,0,,A. Wiggins bad pass TURNOVER (1 TO),"[203952, 202699]",1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,1.0,Harris,202699.0,
57,PT07M55.00S,2024-01-31T03:18:37.9Z,1,REGULAR,steal,,[],202699,,,1610612755,10,8,2024-01-31T03:19:01Z,570000,False,,,0,,T. Harris STEAL (2 STL),[202699],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,
58,PT07M49.00S,2024-01-31T03:18:43.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626162,12.565703022339028,42.8921568627451,1610612755,10,8,2024-01-31T03:21:45Z,580000,False,36.0,66.0,1,left,MISS K. Oubre Jr. 7' floating Shot,[1626162],1610612755.0,PHI,floating,,,,,,In The Paint (Non-RA),0-8 Center,,,,Oubre Jr.,K. Oubre Jr.,,,7.46,Missed,,,,,,,,,,,,,,
59,PT07M48.00S,2024-01-31T03:18:44.6Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,10,8,2024-01-31T03:18:50Z,590000,False,,,0,,K. Looney REBOUND (Off:0 Def:2),[1626172],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Looney,K. Looney,,,,,58.0,2.0,2.0,0.0,,,,,,,,,,
60,PT07M45.00S,2024-01-31T03:18:48.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201939,64.99671484888306,58.57843137254902,1610612744,13,8,2024-01-31T03:22:12Z,600000,False,43.0,277.0,1,right,S. Curry 27' 3PT running (7 PTS),[201939],1610612744.0,GSW,running,,,,,,Above the Break 3,24+ Center,,,,Curry,S. Curry,,,27.98,Made,,,,,7.0,,,,,,,,,
61,PT07M23.00S,2024-01-31T03:19:17.1Z,1,REGULAR,foul,technical,['1freethrow'],1641764,,,1610612755,13,8,2024-01-31T03:19:24Z,610000,False,,,0,,B. Podziemski defensive-3-second technical FOUL (1 Tech),[1641764],1610612744.0,GSW,defensive-3-second,,,,,,In The Paint (Non-RA),8-16 Center,202035.0,0.0,1.0,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,
62,PT07M23.00S,2024-01-31T03:19:38.2Z,1,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,13,9,2024-01-31T03:19:38Z,620000,False,,,0,,J. Embiid technical Free Throw 1 of 1 (1 PTS),[203954],1610612755.0,PHI,technical,,,,,,,,,,,Embiid,J. Embiid,,,,Made,,,,,1.0,,,,,,,,,
63,PT07M23.00S,2024-01-31T03:19:41.6Z,1,REGULAR,substitution,out,[],202699,,,1610612755,13,9,2024-01-31T03:19:44Z,630000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,,,,,,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,
64,PT07M23.00S,2024-01-31T03:19:41.6Z,1,REGULAR,substitution,in,[],1630231,,,1610612755,13,9,2024-01-31T03:19:44Z,640000,False,,,0,,SUB in: K. Martin,[1630231],1610612755.0,PHI,,,,,,,,,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,
65,PT07M12.00S,2024-01-31T03:20:04.4Z,1,REGULAR,2pt,Jump Shot,[],203954,21.632720105124836,53.18627450980392,1610612755,13,9,2024-01-31T03:20:08Z,650000,False,-16.0,151.0,1,left,MISS J. Embiid 15' Jump Shot,[203954],1610612755.0,PHI,,,,,,,Mid-Range,8-16 Center,,,,Embiid,J. Embiid,,,15.16,Missed,,,,,,,,,,,,,,
66,PT07M09.00S,2024-01-31T03:20:07.4Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,13,9,2024-01-31T03:20:08Z,660000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:3),[203952],1610612744.0,GSW,,,,,,,Mid-Range,8-16 Center,,,,Wiggins,A. Wiggins,,,,,65.0,3.0,3.0,0.0,,,,,,,,,,
67,PT07M03.00S,2024-01-31T03:20:13.4Z,1,REGULAR,3pt,Jump Shot,[],1630228,74.06373193166885,14.460784313725492,1610612744,13,9,2024-01-31T03:20:20Z,670000,False,-178.0,191.0,1,right,MISS J. Kuminga 26' 3PT,[1630228],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,,,,Kuminga,J. Kuminga,,,26.11,Missed,,,,,,,,,,,,,,
68,PT07M01.00S,2024-01-31T03:20:15.4Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612755,13,9,2024-01-31T03:20:37Z,680000,False,,,0,,K. Martin REBOUND (Off:0 Def:1),[1630231],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Left Center,,,,Martin,K. Martin,,,,,67.0,1.0,1.0,0.0,,,,,,,,,,
69,PT06M50.00S,2024-01-31T03:20:26.1Z,1,REGULAR,3pt,Jump Shot,[],1626162,32.802233902759525,32.84313725490196,1610612755,13,9,2024-01-31T03:20:30Z,690000,False,86.0,256.0,1,left,MISS K. Oubre Jr. 26' 3PT,[1626162],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,,,Oubre Jr.,K. Oubre Jr.,,,26.98,Missed,,,,,,,,,,,,,,
70,PT06M48.00S,2024-01-31T03:20:28.1Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,13,9,2024-01-31T03:20:30Z,700000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,,,,Curry,S. Curry,,,,,69.0,1.0,1.0,0.0,,,,,,,,,,
71,PT06M45.00S,2024-01-31T03:20:31.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203952,90.3580814717477,48.77450980392157,1610612744,15,9,2024-01-31T03:20:36Z,710000,False,-6.0,38.0,1,right,A. Wiggins running DUNK (6 PTS) (S. Curry 1 AST),"[203952, 201939]",1610612744.0,GSW,running,,,,,,Restricted Area,0-8 Center,,,,Wiggins,A. Wiggins,,,3.86,Made,,,,,6.0,S. Curry,201939.0,1.0,,,,,,
73,PT06M37.00S,2024-01-31T03:20:44.0Z,1,REGULAR,foul,personal,[],1641764,,,1610612755,15,9,2024-01-31T03:20:50Z,730000,False,,,0,,B. Podziemski personal FOUL (1 PF),"[1641764, 1627863]",1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,203593.0,1.0,1.0,Podziemski,B. Podziemski,House Jr.,1627863.0,,,,,,,,,,,,,,,,
75,PT06M28.00S,2024-01-31T03:21:10.1Z,1,REGULAR,2pt,Jump Shot,[],203954,8.754927726675426,71.56862745098039,1610612755,15,9,2024-01-31T03:21:15Z,750000,False,-108.0,30.0,1,left,MISS J. Embiid 11' Jump Shot,[203954],1610612755.0,PHI,,,,,,,Mid-Range,8-16 Left,,,,Embiid,J. Embiid,,,11.18,Missed,,,,,,,,,,,,,,
76,PT06M24.00S,2024-01-31T03:21:14.1Z,1,REGULAR,rebound,offensive,[],1626162,,,1610612755,15,9,2024-01-31T03:21:15Z,760000,False,,,0,,K. Oubre Jr. REBOUND (Off:2 Def:0),[1626162],1610612755.0,PHI,,,,,,,Mid-Range,8-16 Left,,,,Oubre Jr.,K. Oubre Jr.,,,,,75.0,2.0,0.0,2.0,,,,,,,,,,
77,PT06M24.00S,2024-01-31T03:21:14.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626162,5.590000152587891,50.0,1610612755,15,11,2024-01-31T03:21:14Z,770000,False,0.0,0.0,1,left,K. Oubre Jr. putback Layup (2 PTS),[1626162],1610612755.0,PHI,putback,,,,,,Mid-Range,8-16 Left,,,,Oubre Jr.,K. Oubre Jr.,,,0.0,Made,,,,,2.0,,,,,,,,,
78,PT06M10.00S,2024-01-31T03:21:28.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,92.32917214191852,58.57843137254902,1610612744,17,11,2024-01-31T03:21:32Z,780000,False,43.0,20.0,1,right,J. Kuminga driving Layup (4 PTS) (S. Curry 2 AST),"[1630228, 201939]",1610612744.0,GSW,driving,,,,,,In The Paint (Non-RA),0-8 Center,,,,Kuminga,J. Kuminga,,,4.72,Made,,,,,4.0,S. Curry,201939.0,2.0,,,,,,
80,PT05M52.00S,2024-01-31T03:21:45.3Z,1,REGULAR,3pt,Jump Shot,[],1630231,9.280551905387648,3.1862745098039214,1610612755,17,11,2024-01-31T03:21:49Z,800000,False,234.0,35.0,1,left,MISS K. Martin 3PT,[1630231],1610612755.0,PHI,,,,,,,Right Corner 3,24+ Right,,,,Martin,K. Martin,,,23.67,Missed,,,,,,,,,,,,,,
