actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
39,PT08M48.00S,2024-01-16T00:15:33.2Z,1,REGULAR,turnover,bad pass,[],1628378,,,1610612739,8,4,2024-01-16T00:15:39Z,390000,False,,,0,,D. Mitchell bad pass TURNOVER (1 TO),"[1628378, 1627936]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,Mid-Range,16-24 Right,,,,1.0,,,,,,,,Caruso,1627936.0,,,,,,
40,PT08M48.00S,2024-01-16T00:15:33.2Z,1,REGULAR,steal,,[],1627936,,,1610612741,8,4,2024-01-16T00:37:18Z,400000,False,,,0,,A. Caruso STEAL (1 STL),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,
41,PT08M43.00S,2024-01-16T00:15:38.4Z,1,REGULAR,turnover,lost ball,[],203897,,,1610612741,8,4,2024-01-16T00:15:43Z,410000,False,,,0,,Z. LaVine lost ball TURNOVER (2 TO),"[203897, 1629731]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,In The Paint (Non-RA),8-16 Left,,,,2.0,,,,,,,,Wade,1629731.0,,,,,,
42,PT08M43.00S,2024-01-16T00:15:38.4Z,1,REGULAR,steal,,[],1629731,,,1610612739,8,4,2024-01-16T00:15:40Z,420000,False,,,0,,D. Wade STEAL (2 STL),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,
43,PT08M38.00S,2024-01-16T00:15:45.5Z,1,REGULAR,foul,personal,['2freethrow'],201942,,,1610612739,8,4,2024-01-16T00:15:55Z,430000,False,,,0,,D. DeRozan shooting personal FOUL (1 PF) (Mitchell 2 FT),"[201942, 1628378]",1610612741.0,CHI,shooting,,,DeRozan,D. DeRozan,,,,,1629422.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,Mitchell,1628378.0,,
45,PT08M38.00S,2024-01-16T00:16:15.0Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628378,,,1610612739,9,4,2024-01-16T00:26:20Z,450000,False,,,0,,D. Mitchell Free Throw 1 of 2 (7 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,Made,,,,,,7.0,,,,,,,,,,,
46,PT08M38.00S,2024-01-16T00:16:15.0Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1628378,,,1610612739,10,4,2024-01-16T00:26:20Z,460000,False,,,0,,D. Mitchell Free Throw 2 of 2 (8 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,Made,,,,,,8.0,,,,,,,,,,,
47,PT08M21.00S,2024-01-16T00:16:53.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,91.93495400788436,36.27450980392157,1610612741,10,6,2024-01-16T00:26:59Z,470000,False,-69.0,23.0,1,right,N. Vucevic 7' floating Jump Shot (4 PTS) (A. Caruso 1 AST),"[202696, 1627936]",1610612741.0,CHI,floating,,,Vucevic,N. Vucevic,,,,,,In The Paint (Non-RA),0-8 Center,7.24,Made,,,,,,4.0,A. Caruso,1627936.0,1.0,,,,,,,,
49,PT08M05.00S,2024-01-16T00:17:09.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,6.521024967148489,51.470588235294116,1610612739,12,6,2024-01-16T00:17:13Z,490000,False,-7.0,9.0,1,left,D. Mitchell driving Layup (10 PTS) (D. Wade 1 AST),"[1628378, 1629731]",1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,,Restricted Area,0-8 Center,1.15,Made,,,,,,10.0,D. Wade,1629731.0,1.0,,,,,,,,
51,PT07M53.00S,2024-01-16T00:17:20.4Z,1,REGULAR,3pt,Jump Shot,[],1629632,70.77858081471747,11.029411764705882,1610612741,12,6,2024-01-16T00:17:24Z,510000,False,-195.0,222.0,1,right,MISS C. White 29' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,Above the Break 3,24+ Left Center,29.56,Missed,,,,,,,,,,,,,,,,,
52,PT07M50.00S,2024-01-16T00:17:23.4Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,12,6,2024-01-16T00:17:24Z,520000,False,,,0,,D. Wade REBOUND (Off:0 Def:1),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,Above the Break 3,24+ Left Center,,,51.0,,1.0,1.0,0.0,,,,,,,,,,,,
53,PT07M44.00S,2024-01-16T00:17:30.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629731,26.10052562417871,83.08823529411765,1610612739,15,6,2024-01-16T00:28:05Z,530000,False,-165.0,193.0,1,left,D. Wade 25' 3PT running (3 PTS) (I. Okoro 1 AST),"[1629731, 1630171]",1610612739.0,CLE,running,,,Wade,D. Wade,,,,,,Above the Break 3,24+ Left Center,25.4,Made,,,,,,3.0,I. Okoro,1630171.0,1.0,,,,,,,,
55,PT07M21.00S,2024-01-16T00:17:52.9Z,1,REGULAR,3pt,Jump Shot,[],1627936,70.38436268068331,75.98039215686273,1610612741,15,6,2024-01-16T00:17:58Z,550000,False,130.0,226.0,1,right,MISS A. Caruso 26' step back 3PT,[1627936],1610612741.0,CHI,step back,,,Caruso,A. Caruso,,,,,,Above the Break 3,24+ Right Center,26.06,Missed,,,,,,,,,,,,,,,,,
56,PT07M18.00S,2024-01-16T00:17:55.9Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612739,15,6,2024-01-16T00:17:58Z,560000,False,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,Above the Break 3,24+ Right Center,,,55.0,,1.0,1.0,0.0,,,,,,,,,,,,
57,PT07M13.00S,2024-01-16T00:18:00.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628378,37.66425755584757,70.09803921568627,1610612739,15,6,2024-01-16T00:28:39Z,570000,False,-100.0,302.0,1,left,MISS D. Mitchell 31' running pullup 3PT,[1628378],1610612739.0,CLE,running pullup,,,Mitchell,D. Mitchell,,,,,,Above the Break 3,24+ Left Center,31.78,Missed,,,,,,,,,,,,,,,,,
58,PT07M11.00S,2024-01-16T00:18:02.8Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,15,6,2024-01-16T00:18:05Z,580000,False,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,Above the Break 3,24+ Left Center,,,57.0,,1.0,1.0,0.0,,,,,,,,,,,,
59,PT07M06.00S,2024-01-16T00:18:08.8Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],203897,92.06636005256242,15.441176470588236,1610612741,15,8,2024-01-16T00:18:16Z,590000,False,-173.0,22.0,1,right,Z. LaVine 17' step back Jump Shot (4 PTS) (C. White 1 AST),"[203897, 1629632]",1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,,Mid-Range,16-24 Left,17.42,Made,,,,,,4.0,C. White,1629632.0,1.0,,,,,,,,
61,PT06M45.00S,2024-01-16T00:18:28.4Z,1,REGULAR,3pt,Jump Shot,[],1630171,29.77989487516426,71.81372549019608,1610612739,15,8,2024-01-16T00:29:12Z,610000,False,-109.0,227.0,1,left,MISS I. Okoro 25' pullup 3PT,[1630171],1610612739.0,CLE,pullup,,,Okoro,I. Okoro,,,,,,Above the Break 3,24+ Left Center,25.22,Missed,,,,,,,,,,,,,,,,,
62,PT06M42.00S,2024-01-16T00:18:31.4Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,15,8,2024-01-16T00:18:32Z,620000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,Above the Break 3,24+ Left Center,,,61.0,,1.0,1.0,0.0,,,,,,,,,,,,
63,PT06M31.00S,2024-01-16T00:18:42.2Z,1,REGULAR,3pt,Jump Shot,[],1629632,66.44218134034165,31.61764705882353,1610612741,15,11,2024-01-16T00:18:46Z,630000,False,-92.0,263.0,1,right,C. White 27' 3PT  (3 PTS) (A. Caruso 2 AST),"[1629632, 1627936]",1610612741.0,CHI,,,,White,C. White,,,,,,Above the Break 3,24+ Left Center,27.85,Made,,,,,,3.0,A. Caruso,1627936.0,2.0,,,,,,,,
65,PT06M30.00S,2024-01-16T00:18:50.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,15,11,2024-01-16T00:18:50Z,650000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M30.00S,2024-01-16T00:18:52.1Z,1,REGULAR,substitution,out,[],1629731,,,1610612739,15,11,2024-01-16T00:21:34Z,660000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M30.00S,2024-01-16T00:18:52.1Z,1,REGULAR,substitution,out,[],1629622,,,1610612739,15,11,2024-01-16T00:21:34Z,670000,False,,,0,,SUB out: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M30.00S,2024-01-16T00:18:52.1Z,1,REGULAR,substitution,out,[],1627936,,,1610612739,15,11,2024-01-16T00:21:34Z,680000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M30.00S,2024-01-16T00:18:52.1Z,1,REGULAR,substitution,in,[],1627777,,,1610612739,15,11,2024-01-16T00:21:34Z,690000,False,,,0,,SUB in: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M30.00S,2024-01-16T00:18:52.1Z,1,REGULAR,substitution,in,[],1627747,,,1610612739,15,11,2024-01-16T00:21:34Z,700000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M30.00S,2024-01-16T00:18:52.1Z,1,REGULAR,substitution,in,[],1630245,,,1610612739,15,11,2024-01-16T00:21:34Z,710000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M13.00S,2024-01-16T00:22:02.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,8.886333771353483,50.0,1610612739,17,11,2024-01-16T00:22:18Z,720000,False,0.0,31.0,1,left,J. Allen cutting Layup (4 PTS) (D. Mitchell 2 AST),"[1628386, 1628378]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,,Restricted Area,0-8 Center,3.1,Made,,,,,,4.0,D. Mitchell,1628378.0,2.0,,,,,,,,
74,PT05M58.00S,2024-01-16T00:22:17.0Z,1,REGULAR,3pt,Jump Shot,[],202696,64.33968462549278,32.59803921568628,1610612741,17,11,2024-01-16T00:22:23Z,740000,False,-87.0,283.0,1,right,MISS N. Vucevic 29' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,Above the Break 3,24+ Center,29.58,Missed,,,,,,,,,,,,,,,,,
75,PT05M54.00S,2024-01-16T00:22:21.0Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,17,11,2024-01-16T00:22:23Z,750000,False,,,0,,J. Allen REBOUND (Off:1 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,Above the Break 3,24+ Center,,,74.0,,4.0,3.0,1.0,,,,,,,,,,,,
76,PT05M47.00S,2024-01-16T00:22:29.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,6.258212877792378,52.20588235294118,1610612739,19,11,2024-01-16T00:22:34Z,760000,False,-11.0,6.0,1,left,J. Allen alley-oop DUNK (6 PTS) (C. LeVert 1 AST),"[1628386, 1627747]",1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,,Restricted Area,0-8 Center,1.27,Made,,,,,,6.0,C. LeVert,1627747.0,1.0,,,,,,,,
78,PT05M20.00S,2024-01-16T00:23:04.9Z,1,REGULAR,2pt,Jump Shot,[],202696,92.9862023653088,71.56862745098039,1610612741,19,13,2024-01-16T00:23:11Z,780000,False,108.0,13.0,1,right,N. Vucevic 10' turnaround fadeaway Jump Shot (6 PTS) (A. Dosunmu 1 AST),"[202696, 1630245]",1610612741.0,CHI,turnaround fadeaway,,,Vucevic,N. Vucevic,,,,,,Mid-Range,8-16 Right,10.86,Made,,,,,,6.0,A. Dosunmu,1630245.0,1.0,,,,,,,,
79,PT05M03.00S,2024-01-16T00:23:21.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,14.536793692509855,50.98039215686274,1610612739,19,13,2024-01-16T00:23:26Z,790000,False,-5.0,84.0,1,left,MISS C. LeVert 8' driving floating Shot,[1627747],1610612739.0,CLE,driving floating,,,LeVert,C. LeVert,,,,,,In The Paint (Non-RA),8-16 Center,8.42,Missed,,,,,,,,,,,,,,,,,
80,PT05M00.00S,2024-01-16T00:23:24.6Z,1,REGULAR,rebound,offensive,[],1628378,,,1610612739,19,13,2024-01-16T00:23:26Z,800000,False,,,0,,D. Mitchell REBOUND (Off:1 Def:0),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,In The Paint (Non-RA),8-16 Center,,,79.0,,1.0,0.0,1.0,,,,,,,,,,,,
81,PT04M54.00S,2024-01-16T00:23:30.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628378,4.681340341655716,96.81372549019608,1610612739,19,13,2024-01-16T00:23:36Z,810000,False,-234.0,-8.0,1,left,MISS D. Mitchell 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,Left Corner 3,24+ Left,23.43,Missed,,,,,,,,,,,,,,,,,
82,PT04M51.00S,2024-01-16T00:23:33.0Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,19,13,2024-01-16T00:23:36Z,820000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,Left Corner 3,24+ Left,,,81.0,,2.0,2.0,0.0,,,,,,,,,,,,
83,PT04M48.00S,2024-01-16T00:23:35.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629632,93.64323258869908,52.20588235294118,1610612741,19,13,2024-01-16T00:23:41Z,830000,False,11.0,7.0,1,right,MISS C. White running Layup,[1629632],1610612741.0,CHI,running,,,White,C. White,,,,,,Restricted Area,0-8 Center,1.32,Missed,,,,,,,,,,,,,,,,,
84,PT04M46.00S,2024-01-16T00:23:37.7Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,19,13,2024-01-16T00:23:41Z,840000,False,,,0,,D. Mitchell REBOUND (Off:1 Def:1),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,Restricted Area,0-8 Center,,,83.0,,2.0,1.0,1.0,,,,,,,,,,,,
85,PT04M42.00S,2024-01-16T00:23:42.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630171,6.783837056504599,49.754901960784316,1610612739,21,13,2024-01-16T01:11:22Z,850000,False,1.0,11.0,1,left,I. Okoro running Layup (2 PTS) (D. Mitchell 3 AST),"[1630171, 1628378]",1610612739.0,CLE,running,,,Okoro,I. Okoro,,,,,,Restricted Area,0-8 Center,1.14,Made,,,,,,2.0,D. Mitchell,1628378.0,3.0,,,,,,,,
