actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
22,PT09M57.00S,2023-10-31T23:38:21.2Z,1,REGULAR,3pt,Jump Shot,[],1629656,4.812746386333772,96.81372549019608,1610612752,4,4,2023-10-31T23:38:25Z,220000,False,-234.0,-7.0,1,left,MISS Q. Grimes 3PT,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Left Corner 3,24+ Left,23.42,Missed,,,,,,,,,,,,,,,,,,
23,PT09M54.00S,2023-10-31T23:38:24.2Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612739,4,4,2023-10-31T23:38:25Z,230000,False,,,0,,I. Okoro REBOUND (Off:0 Def:2),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Left Corner 3,24+ Left,,,,22.0,2.0,2.0,0.0,,,,,,,,,,,,,
24,PT09M45.00S,2023-10-31T23:38:33.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,91.93495400788436,63.725490196078425,1610612739,4,4,2023-10-31T23:38:41Z,240000,False,69.0,23.0,1,right,MISS E. Mobley 7' turnaround Shot,[1630596],1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,7.24,Missed,,,,,,,,,,,,,,,,,,
25,PT09M42.00S,2023-10-31T23:38:35.7Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,4,4,2023-10-31T23:38:35Z,250000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,
26,PT09M36.00S,2023-10-31T23:38:41.7Z,1,REGULAR,3pt,Jump Shot,[],1629628,23.99802890932983,12.745098039215685,1610612752,4,4,2023-10-31T23:40:51Z,260000,False,186.0,173.0,1,left,MISS R. Barrett 25' step back 3PT,[1629628],1610612752.0,NYK,step back,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,25.43,Missed,,,,,,,,,,,,,,,,,,
27,PT09M31.00S,2023-10-31T23:38:47.2Z,1,REGULAR,rebound,offensive,[],203944,,,1610612752,4,4,2023-10-31T23:38:47Z,270000,False,,,0,,J. Randle REBOUND (Off:1 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,,26.0,2.0,1.0,1.0,,,,,,,,,,,,,
28,PT09M29.00S,2023-10-31T23:38:53.8Z,1,REGULAR,foul,personal,[],1629731,,,1610612752,4,4,2023-10-31T23:39:05Z,280000,False,,,0,,D. Wade personal FOUL (1 PF),"[1629731, 203944]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1626302.0,1.0,0.0,Randle,203944.0,,,,,
31,PT09M18.00S,2023-10-31T23:39:30.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628973,19.530223390275953,62.00980392156863,1610612752,4,6,2023-10-31T23:39:35Z,310000,False,-60.0,131.0,1,left,J. Brunson 14' pullup Jump Shot (4 PTS),[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,14.42,Made,4.0,,,,,,,,,,,,,,,,,
33,PT08M57.00S,2023-10-31T23:40:07.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629622,81.15965834428384,46.07843137254902,1610612739,6,6,2023-10-31T23:40:13Z,330000,False,-20.0,125.0,1,right,M. Strus 12' driving floating Jump Shot (2 PTS),[1629622],1610612739.0,CLE,driving floating,,,Strus,M. Strus,,,,,In The Paint (Non-RA),8-16 Center,12.61,Made,2.0,,,,,,,,,,,,,,,,,
34,PT08M41.00S,2023-10-31T23:40:23.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,10.726018396846255,52.69607843137255,1610612752,6,8,2023-10-31T23:40:27Z,340000,False,-13.0,48.0,1,left,R. Barrett driving floating Jump Shot (2 PTS),[1629628],1610612752.0,NYK,driving floating,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,5.02,Made,2.0,,,,,,,,,,,,,,,,,
35,PT08M25.00S,2023-10-31T23:40:45.0Z,1,REGULAR,foul,personal,[],1629656,,,1610612739,6,8,2023-10-31T23:40:51Z,350000,False,,,0,,Q. Grimes personal FOUL (1 PF),"[1629656, 1630596]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,1662.0,1.0,0.0,Mobley,1630596.0,,,,,
37,PT08M21.00S,2023-10-31T23:41:04.8Z,1,REGULAR,3pt,Jump Shot,[],1629622,72.48685939553219,84.55882352941177,1610612739,6,8,2023-10-31T23:41:09Z,370000,False,173.0,206.0,1,right,MISS M. Strus 26' 3PT,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,26.9,Missed,,,,,,,,,,,,,,,,,,
38,PT08M19.00S,2023-10-31T23:41:07.4Z,1,REGULAR,rebound,offensive,[],1629731,,,1610612739,6,8,2023-10-31T23:41:07Z,380000,False,,,0,,D. Wade REBOUND (Off:1 Def:0),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Right Center,,,,37.0,1.0,0.0,1.0,,,,,,,,,,,,,
39,PT08M13.00S,2023-10-31T23:41:12.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630171,94.03745072273325,2.696078431372549,1610612739,6,8,2023-10-31T23:41:23Z,390000,False,-237.0,4.0,1,right,MISS I. Okoro 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Left Corner 3,24+ Left,23.65,Missed,,,,,,,,,,,,,,,,,,
40,PT08M10.00S,2023-10-31T23:41:15.4Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,6,8,2023-10-31T23:41:15Z,400000,False,,,0,,E. Mobley REBOUND (Off:2 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Left Corner 3,24+ Left,,,,39.0,3.0,1.0,2.0,,,,,,,,,,,,,
41,PT08M08.00S,2023-10-31T23:41:17.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630596,93.38042049934296,50.73529411764706,1610612739,6,8,2023-10-31T23:41:26Z,410000,False,4.0,10.0,1,right,MISS E. Mobley Layup,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,1.04,Missed,,,,,,,,,,,,,,,,,,
42,PT08M04.00S,2023-10-31T23:41:21.6Z,1,REGULAR,rebound,offensive,[],1630171,,,1610612739,6,8,2023-10-31T23:41:26Z,420000,False,,,0,,I. Okoro REBOUND (Off:1 Def:2),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,41.0,3.0,2.0,1.0,,,,,,,,,,,,,
43,PT08M04.00S,2023-10-31T23:41:21.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630171,94.40999984741211,50.0,1610612739,6,8,2023-10-31T23:41:21Z,430000,False,0.0,0.0,1,right,MISS I. Okoro tip Layup,[1630171],1610612739.0,CLE,tip,,,Okoro,I. Okoro,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
44,PT08M02.00S,2023-10-31T23:41:22.7Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,6,8,2023-10-31T23:41:22Z,440000,False,,,0,,M. Robinson REBOUND (Off:0 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Mid-Range,8-16 Left,,,,43.0,1.0,1.0,0.0,,,,,,,,,,,,,
45,PT07M51.00S,2023-10-31T23:41:34.5Z,1,REGULAR,3pt,Jump Shot,[],1629628,30.56833114323259,65.93137254901961,1610612752,6,11,2023-10-31T23:41:38Z,450000,False,-80.0,235.0,1,left,R. Barrett 24' 3PT  (5 PTS) (J. Randle 1 AST),"[1629628, 203944]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,24.8,Made,5.0,,,,,,,,,,,,,J. Randle,203944.0,1.0,,
47,PT07M29.00S,2023-10-31T23:41:57.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,92.19776609724047,51.470588235294116,1610612739,8,11,2023-10-31T23:42:08Z,470000,False,7.0,21.0,1,right,I. Okoro driving Layup (2 PTS) (E. Mobley 1 AST),"[1630171, 1630596]",1610612739.0,CLE,driving,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,2.21,Made,2.0,,,,,,,,,,,,,E. Mobley,1630596.0,1.0,,
48,PT07M17.00S,2023-10-31T23:42:09.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,6.652431011826544,50.49019607843137,1610612752,8,13,2023-10-31T23:42:16Z,480000,False,-2.0,10.0,1,left,J. Brunson driving Layup (6 PTS),[1628973],1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,1.03,Made,6.0,,,,,,,,,,,,,,,,,
49,PT07M04.00S,2023-10-31T23:42:21.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,83.78777923784494,47.794117647058826,1610612739,8,13,2023-10-31T23:42:26Z,490000,False,-11.0,100.0,1,right,MISS E. Mobley 10' Jump Shot,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Center,10.05,Missed,,,,,,,,,,,,,,,,,,
50,PT07M01.00S,2023-10-31T23:42:24.8Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,8,13,2023-10-31T23:42:26Z,500000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,,,,49.0,1.0,1.0,0.0,,,,,,,,,,,,,
51,PT06M57.00S,2023-10-31T23:42:28.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628973,27.151773981603156,79.16666666666666,1610612752,8,16,2023-10-31T23:45:00Z,510000,False,-146.0,203.0,1,left,J. Brunson 24' 3PT running pullup (9 PTS),[1628973],1610612752.0,NYK,running pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,24.97,Made,9.0,,,,,,,,,,,,,,,,,
52,PT06M43.00S,2023-10-31T23:42:43.4Z,1,REGULAR,2pt,Jump Shot,[],1628378,79.84559789750328,32.84313725490196,1610612739,8,16,2023-10-31T23:42:52Z,520000,False,-86.0,137.0,1,right,MISS D. Mitchell 16' pullup Shot,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left Center,16.16,Missed,,,,,,,,,,,,,,,,,,
53,PT06M36.00S,2023-10-31T23:42:50.4Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612752,8,16,2023-10-31T23:42:52Z,530000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:1),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Mid-Range,16-24 Left Center,,,,52.0,1.0,1.0,0.0,,,,,,,,,,,,,
54,PT06M25.00S,2023-10-31T23:43:00.5Z,1,REGULAR,3pt,Jump Shot,[],203944,34.773324572930356,45.83333333333333,1610612752,8,16,2023-10-31T23:43:06Z,540000,False,21.0,274.0,1,left,MISS J. Randle 27' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,27.52,Missed,,,,,,,,,,,,,,,,,,
55,PT06M21.00S,2023-10-31T23:43:04.5Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,8,16,2023-10-31T23:43:06Z,550000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,,
56,PT06M15.00S,2023-10-31T23:43:10.3Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630171,90.62089356110381,52.20588235294118,1610612739,8,16,2023-10-31T23:46:52Z,560000,False,11.0,36.0,1,right,MISS I. Okoro driving floating Shot,[1630171],1610612739.0,CLE,driving floating,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,3.74,Missed,,,,,,,,,,,,,,,,,,
57,PT06M13.00S,2023-10-31T23:43:12.3Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,8,16,2023-10-31T23:43:15Z,570000,False,,,0,,M. Robinson REBOUND (Off:0 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,56.0,2.0,2.0,0.0,,,,,,,,,,,,,
58,PT06M05.00S,2023-10-31T23:43:20.6Z,1,REGULAR,2pt,Jump Shot,[],1628973,6.783837056504599,28.186274509803923,1610612752,8,16,2023-10-31T23:43:26Z,580000,False,109.0,11.0,1,left,MISS J. Brunson 10' fadeaway Shot,[1628973],1610612752.0,NYK,fadeaway,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Right,10.97,Missed,,,,,,,,,,,,,,,,,,
59,PT06M03.00S,2023-10-31T23:43:22.6Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612739,8,16,2023-10-31T23:43:26Z,590000,False,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Mid-Range,8-16 Right,,,,58.0,1.0,1.0,0.0,,,,,,,,,,,,,
60,PT05M53.00S,2023-10-31T23:43:33.4Z,1,REGULAR,3pt,Jump Shot,[],1630171,93.77463863337714,2.450980392156863,1610612739,11,16,2023-10-31T23:43:37Z,600000,False,-238.0,6.0,1,right,I. Okoro 3PT  (5 PTS) (E. Mobley 2 AST),"[1630171, 1630596]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Left Corner 3,24+ Left,23.78,Made,5.0,,,,,,,,,,,,,E. Mobley,1630596.0,2.0,,
62,PT05M45.00S,2023-10-31T23:43:45.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,11,16,2023-10-31T23:43:45Z,620000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT05M45.00S,2023-10-31T23:43:49.3Z,1,REGULAR,substitution,out,[],1629731,,,1610612752,11,16,2023-10-31T23:46:51Z,630000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT05M45.00S,2023-10-31T23:43:49.3Z,1,REGULAR,substitution,out,[],1629622,,,1610612752,11,16,2023-10-31T23:46:51Z,640000,False,,,0,,SUB out: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT05M45.00S,2023-10-31T23:43:49.3Z,1,REGULAR,substitution,out,[],1629628,,,1610612752,11,16,2023-10-31T23:46:51Z,650000,False,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M45.00S,2023-10-31T23:43:49.3Z,1,REGULAR,substitution,in,[],1641734,,,1610612752,11,16,2023-10-31T23:46:51Z,660000,False,,,0,,SUB in: E. Bates,[1641734],1610612739.0,CLE,,,,Bates,E. Bates,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M45.00S,2023-10-31T23:43:49.3Z,1,REGULAR,substitution,in,[],1627777,,,1610612752,11,16,2023-10-31T23:46:51Z,670000,False,,,0,,SUB in: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M45.00S,2023-10-31T23:43:49.3Z,1,REGULAR,substitution,in,[],1628404,,,1610612752,11,16,2023-10-31T23:46:51Z,680000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M33.00S,2023-10-31T23:47:20.7Z,1,REGULAR,turnover,out-of-bounds,[],1628973,,,1610612752,11,16,2023-10-31T23:47:29Z,690000,False,,,0,,J. Brunson bad pass out-of-bounds TURNOVER (1 TO),[1628973],1610612752.0,NYK,bad pass,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Right Center,,,,,,,,1.0,,,1626302.0,,,,,,,,,
70,PT05M19.00S,2023-10-31T23:47:38.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628378,72.61826544021025,17.401960784313726,1610612739,11,16,2023-10-31T23:47:45Z,700000,False,-163.0,205.0,1,right,MISS D. Mitchell 26' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,26.18,Missed,,,,,,,,,,,,,,,,,,
71,PT05M14.00S,2023-10-31T23:47:43.4Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,11,16,2023-10-31T23:47:45Z,710000,False,,,0,,J. Randle REBOUND (Off:1 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,,70.0,3.0,2.0,1.0,,,,,,,,,,,,,
72,PT05M03.00S,2023-10-31T23:47:53.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628404,16.90210249671485,44.6078431372549,1610612752,11,16,2023-10-31T23:47:58Z,720000,False,27.0,106.0,1,left,MISS J. Hart 10' fadeaway Shot,[1628404],1610612752.0,NYK,fadeaway,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Center,10.98,Missed,,,,,,,,,,,,,,,,,,
73,PT05M00.00S,2023-10-31T23:47:56.0Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,11,16,2023-10-31T23:47:58Z,730000,False,,,0,,E. Mobley REBOUND (Off:2 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Center,,,,72.0,4.0,2.0,2.0,,,,,,,,,,,,,
74,PT04M56.00S,2023-10-31T23:47:59.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627777,74.85216819973719,13.480392156862745,1610612739,14,16,2023-10-31T23:49:14Z,740000,False,-183.0,184.0,1,right,G. Niang 25' 3PT running (3 PTS) (E. Mobley 3 AST),"[1627777, 1630596]",1610612739.0,CLE,running,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,25.92,Made,3.0,,,,,,,,,,,,,E. Mobley,1630596.0,3.0,,
76,PT04M40.00S,2023-10-31T23:48:16.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,14.931011826544022,50.98039215686274,1610612752,14,16,2023-10-31T23:48:25Z,760000,False,-5.0,88.0,1,left,MISS J. Brunson 8' fadeaway Shot,[1628973],1610612752.0,NYK,fadeaway,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,8.8,Missed,,,,,,,,,,,,,,,,,,
77,PT04M35.00S,2023-10-31T23:48:21.2Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,14,16,2023-10-31T23:48:25Z,770000,False,,,0,,M. Robinson REBOUND (Off:1 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),8-16 Center,,,,76.0,3.0,2.0,1.0,,,,,,,,,,,,,
78,PT04M35.00S,2023-10-31T23:48:21.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629011,5.590000152587891,50.0,1610612752,14,18,2023-10-31T23:48:21Z,780000,False,0.0,0.0,1,left,M. Robinson tip Layup (2 PTS),[1629011],1610612752.0,NYK,tip,,,Robinson,M. Robinson,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
