actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
15,PT10M45.00S,2024-02-13T00:12:16.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,85.89027595269383,39.705882352941174,1610612739,2,2,2024-02-13T00:12:52Z,150000,False,-51.0,80.0,1,right,D. Garland 9' driving floating Jump Shot (2 PTS),[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Left,9.52,Made,,,2.0,,,,,,,,,,,,,,,
16,PT10M29.00S,2024-02-13T00:12:29.0Z,1,REGULAR,turnover,lost ball,[],1630178,,,1610612755,2,2,2024-02-13T00:12:33Z,160000,False,,,0,,T. Maxey lost ball TURNOVER (1 TO),"[1630178, 1629636]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Right,,,,,,,,,1.0,Garland,1629636.0,,,,,,,,,
17,PT10M29.00S,2024-02-13T00:12:29.0Z,1,REGULAR,steal,,[],1629636,,,1610612739,2,2,2024-02-13T00:12:31Z,170000,False,,,0,,D. Garland STEAL (1 STL),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
18,PT10M24.00S,2024-02-13T00:12:33.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630596,92.19776609724047,54.65686274509803,1610612739,2,2,2024-02-13T00:12:38Z,180000,False,23.0,21.0,1,right,MISS E. Mobley running Layup,[1630596],1610612739.0,CLE,running,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,3.12,Missed,,,,,,,,,,,,,,,,,,
19,PT10M23.00S,2024-02-13T00:12:34.5Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612755,2,2,2024-02-13T00:12:38Z,190000,False,,,0,,K. Martin REBOUND (Off:0 Def:2),[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,Restricted Area,0-8 Center,,,18.0,,,2.0,2.0,0.0,,,,,,,,,,,,
20,PT10M23.00S,2024-02-13T00:12:40.3Z,1,REGULAR,turnover,out-of-bounds,[],1630231,,,1610612755,2,2,2024-02-13T00:12:47Z,200000,False,,,0,,K. Martin step out-of-bounds TURNOVER (1 TO),[1630231],1610612755.0,PHI,step,,,Martin,K. Martin,,,,,In The Paint (Non-RA),8-16 Right,,,,201245.0,,,,,1.0,,,,,,,,,,,
21,PT10M13.00S,2024-02-13T00:13:07.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630596,92.85479632063075,50.0,1610612739,2,2,2024-02-13T00:14:06Z,210000,False,0.0,15.0,1,right,MISS E. Mobley Layup - blocked,"[1630596, 1626162]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,1.47,Missed,,,,,,,,,,Oubre Jr.,1626162.0,,,,,,,
113,PT10M13.00S,2024-02-13T00:13:07.5Z,1,REGULAR,block,,[],1626162,,,1610612739,2,2,2024-02-13T00:28:35Z,215000,False,,,0,,K. Oubre Jr. BLOCK (1 BLK),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
22,PT10M11.00S,2024-02-13T00:13:09.5Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,2,2,2024-02-13T00:13:11Z,220000,False,,,0,,E. Mobley REBOUND (Off:1 Def:0),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,21.0,,,1.0,0.0,1.0,,,,,,,,,,,,
23,PT10M09.00S,2024-02-13T00:13:10.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630596,94.43166885676742,50.49019607843137,1610612739,4,2,2024-02-13T00:13:16Z,230000,False,2.0,0.0,1,right,E. Mobley putback Layup (2 PTS),[1630596],1610612739.0,CLE,putback,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,0.25,Made,,,2.0,,,,,,,,,,,,,,,
24,PT09M52.00S,2024-02-13T00:13:27.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,7.440867279894875,51.71568627450981,1610612755,4,4,2024-02-13T00:14:40Z,240000,False,-9.0,17.0,1,left,B. Hield driving finger roll Layup (2 PTS),[1627741],1610612755.0,PHI,driving finger roll,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,1.94,Made,,,2.0,,,,,,,,,,,,,,,
25,PT09M45.00S,2024-02-13T00:13:38.7Z,1,REGULAR,foul,personal,[],1630231,,,1610612739,4,4,2024-02-13T00:13:53Z,250000,False,,,0,,K. Martin personal FOUL (1 PF),"[1630231, 1628378]",1610612755.0,PHI,,,,Martin,K. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,201245.0,,,,,,,,,,1.0,0.0,Mitchell,1628378.0,,,
27,PT09M40.00S,2024-02-13T00:13:59.4Z,1,REGULAR,turnover,bad pass,[],1628386,,,1610612739,4,4,2024-02-13T00:14:04Z,270000,False,,,0,,J. Allen bad pass TURNOVER (1 TO),"[1628386, 1626162]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Left,,,,,,,,,1.0,Oubre Jr.,1626162.0,,,,,,,,,
28,PT09M40.00S,2024-02-13T00:13:59.4Z,1,REGULAR,steal,,[],1626162,,,1610612755,4,4,2024-02-13T00:14:01Z,280000,False,,,0,,K. Oubre Jr. STEAL (1 STL),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
30,PT09M33.00S,2024-02-13T00:14:20.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630194,6.915243101182654,97.30392156862744,1610612755,4,4,2024-02-13T00:14:24Z,300000,False,-237.0,13.0,1,left,MISS P. Reed 3PT,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Left Corner 3,24+ Left,23.68,Missed,,,,,,,,,,,,,,,,,,
31,PT09M30.00S,2024-02-13T00:14:23.3Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,4,4,2024-02-13T00:14:24Z,310000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Left Corner 3,24+ Left,,,30.0,,,1.0,1.0,0.0,,,,,,,,,,,,
32,PT09M25.00S,2024-02-13T00:14:27.5Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fastbreak']",1628386,92.9862023653088,59.55882352941176,1610612739,4,4,2024-02-13T00:14:33Z,320000,False,48.0,13.0,1,right,MISS J. Allen Hook,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,4.96,Missed,,,,,,,,,,,,,,,,,,
33,PT09M22.00S,2024-02-13T00:14:30.5Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612755,4,4,2024-02-13T00:14:33Z,330000,False,,,0,,K. Martin REBOUND (Off:0 Def:3),[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,32.0,,,3.0,3.0,0.0,,,,,,,,,,,,
34,PT09M15.00S,2024-02-13T00:14:37.5Z,1,REGULAR,turnover,bad pass,[],1630178,,,1610612755,4,4,2024-02-13T00:14:41Z,340000,False,,,0,,T. Maxey bad pass TURNOVER (2 TO),"[1630178, 1630596]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2.0,Mobley,1630596.0,,,,,,,,,
35,PT09M15.00S,2024-02-13T00:14:37.5Z,1,REGULAR,steal,,[],1630596,,,1610612739,4,4,2024-02-13T00:14:39Z,350000,False,,,0,,E. Mobley STEAL (1 STL),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
36,PT09M11.00S,2024-02-13T00:14:42.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629622,93.9060446780552,50.73529411764706,1610612739,6,4,2024-02-13T00:14:48Z,360000,False,4.0,5.0,1,right,M. Strus running Layup (2 PTS) (D. Mitchell 1 AST),"[1629622, 1628378]",1610612739.0,CLE,running,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,0.61,Made,,,2.0,,,,,,,,,,,,,D. Mitchell,1628378.0,1.0
38,PT09M08.00S,2024-02-13T00:14:48.1Z,1,REGULAR,foul,personal,[],1629622,,,1610612755,6,4,2024-02-13T00:14:58Z,380000,False,,,0,,M. Strus personal FOUL (1 PF),"[1629622, 1627741]",1610612739.0,CLE,,,,Strus,M. Strus,,,,,Mid-Range,16-24 Right,,,,1628954.0,,,,,,,,,,1.0,0.0,Hield,1627741.0,,,
40,PT08M58.00S,2024-02-13T00:15:17.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,8.360709592641262,49.50980392156863,1610612755,6,6,2024-02-13T00:16:23Z,400000,False,2.0,26.0,1,left,K. Oubre Jr. driving floating Jump Shot (2 PTS),[1626162],1610612755.0,PHI,driving floating,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,2.62,Made,,,2.0,,,,,,,,,,,,,,,
41,PT08M47.00S,2024-02-13T00:15:29.2Z,1,REGULAR,foul,personal,['2freethrow'],1630178,,,1610612739,6,6,2024-02-13T00:15:40Z,410000,False,,,0,,T. Maxey shooting personal FOUL (1 PF) (Mitchell 2 FT),"[1630178, 1628378]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Left Center,,,,202007.0,,,,,,,,,,1.0,0.0,Mitchell,1628378.0,,,
43,PT08M47.00S,2024-02-13T00:15:55.2Z,1,REGULAR,freethrow,1 of 2,[],1628378,,,1610612739,7,6,2024-02-13T00:15:55Z,430000,False,,,0,,D. Mitchell Free Throw 1 of 2 (1 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,,,1.0,,,,,,,,,,,,,,,
44,PT08M47.00S,2024-02-13T00:16:15.4Z,1,REGULAR,freethrow,2 of 2,[],1628378,,,1610612739,8,6,2024-02-13T00:16:15Z,440000,False,,,0,,D. Mitchell Free Throw 2 of 2 (2 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,,,2.0,,,,,,,,,,,,,,,
45,PT08M33.00S,2024-02-13T00:16:31.9Z,1,REGULAR,turnover,bad pass,[],1630178,,,1610612755,8,6,2024-02-13T00:16:37Z,450000,False,,,0,,T. Maxey bad pass TURNOVER (3 TO),"[1630178, 1628378]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Right,,,,,,,,,3.0,Mitchell,1628378.0,,,,,,,,,
46,PT08M33.00S,2024-02-13T00:16:31.9Z,1,REGULAR,steal,,[],1628378,,,1610612739,8,6,2024-02-13T00:16:34Z,460000,False,,,0,,D. Mitchell STEAL (1 STL),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
47,PT08M18.00S,2024-02-13T00:16:45.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630596,94.1688567674113,51.225490196078425,1610612739,10,6,2024-02-13T00:17:09Z,470000,False,6.0,2.0,1,right,E. Mobley cutting Layup (4 PTS) (D. Garland 1 AST),"[1630596, 1629636]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,0.65,Made,,,4.0,,,,,,,,,,,,,D. Garland,1629636.0,1.0
49,PT08M05.00S,2024-02-13T00:16:59.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630194,6.258212877792378,52.450980392156865,1610612755,10,8,2024-02-13T00:17:05Z,490000,False,-12.0,6.0,1,left,P. Reed DUNK (4 PTS) (T. Maxey 1 AST),"[1630194, 1630178]",1610612755.0,PHI,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,1.38,Made,,,4.0,,,,,,,,,,,,,T. Maxey,1630178.0,1.0
51,PT07M55.00S,2024-02-13T00:17:09.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,92.9862023653088,50.49019607843137,1610612739,12,8,2024-02-13T00:17:48Z,510000,False,2.0,13.0,1,right,J. Allen DUNK (2 PTS) (D. Mitchell 2 AST),"[1628386, 1628378]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1.36,Made,,,2.0,,,,,,,,,,,,,D. Mitchell,1628378.0,2.0
53,PT07M45.00S,2024-02-13T00:17:18.8Z,1,REGULAR,3pt,Jump Shot,[],1627741,4.5499342969776615,97.54901960784314,1610612755,12,8,2024-02-13T00:17:24Z,530000,False,-238.0,-10.0,1,left,MISS B. Hield step back 3PT,[1627741],1610612755.0,PHI,step back,,,Hield,B. Hield,,,,,Left Corner 3,24+ Left,23.79,Missed,,,,,,,,,,,,,,,,,,
54,PT07M43.00S,2024-02-13T00:17:20.8Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,12,8,2024-02-13T00:17:24Z,540000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Left Corner 3,24+ Left,,,53.0,,,2.0,2.0,0.0,,,,,,,,,,,,
57,PT07M27.00S,2024-02-13T00:18:10.6Z,1,REGULAR,turnover,bad pass,[],1628378,,,1610612739,12,8,2024-02-13T00:18:15Z,570000,False,,,0,,D. Mitchell bad pass TURNOVER (1 TO),"[1628378, 1630194]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,Reed,1630194.0,,,,,,,,,
58,PT07M27.00S,2024-02-13T00:18:10.6Z,1,REGULAR,steal,,[],1630194,,,1610612755,12,8,2024-02-13T00:19:58Z,580000,False,,,0,,P. Reed STEAL (1 STL),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
59,PT07M23.00S,2024-02-13T00:18:15.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630231,6.915243101182654,50.73529411764706,1610612755,12,10,2024-02-13T00:20:22Z,590000,False,-4.0,13.0,1,left,K. Martin running DUNK (2 PTS) (T. Maxey 2 AST),"[1630231, 1630178]",1610612755.0,PHI,running,,,Martin,K. Martin,,,,,Restricted Area,0-8 Center,1.3,Made,,,2.0,,,,,,,,,,,,,T. Maxey,1630178.0,2.0
61,PT06M59.00S,2024-02-13T00:18:38.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,89.04402102496715,54.65686274509803,1610612739,14,10,2024-02-13T00:18:44Z,610000,False,23.0,50.0,1,right,J. Allen Hook (4 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,5.56,Made,,,4.0,,,,,,,,,,,,,,,
62,PT06M44.00S,2024-02-13T00:18:55.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630194,7.178055190538765,52.450980392156865,1610612755,14,12,2024-02-13T00:19:01Z,620000,False,-12.0,15.0,1,left,P. Reed cutting Layup (6 PTS) (B. Hield 1 AST),"[1630194, 1627741]",1610612755.0,PHI,cutting,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,1.94,Made,,,6.0,,,,,,,,,,,,,B. Hield,1627741.0,1.0
64,PT06M44.00S,2024-02-13T00:19:01.6Z,1,REGULAR,foul,personal,['1freethrow'],1630596,,,1610612755,14,12,2024-02-13T00:19:17Z,640000,False,,,0,,E. Mobley shooting personal FOUL (1 PF) (Reed 1 FT),"[1630596, 1630194]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,201245.0,,,,,,,,,,1.0,0.0,Reed,1630194.0,,,
66,PT06M44.00S,2024-02-13T00:19:16.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,14,12,2024-02-13T00:19:58Z,660000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M44.00S,2024-02-13T00:19:18.6Z,1,REGULAR,substitution,out,[],1629636,,,1610612755,14,12,2024-02-13T00:21:52Z,670000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M44.00S,2024-02-13T00:19:18.6Z,1,REGULAR,substitution,out,[],1630596,,,1610612755,14,12,2024-02-13T00:21:52Z,680000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M44.00S,2024-02-13T00:19:18.6Z,1,REGULAR,substitution,out,[],1630231,,,1610612755,14,12,2024-02-13T00:21:52Z,690000,False,,,0,,SUB out: K. Martin,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M44.00S,2024-02-13T00:19:18.6Z,1,REGULAR,substitution,in,[],1630171,,,1610612755,14,12,2024-02-13T00:21:52Z,700000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M44.00S,2024-02-13T00:19:18.6Z,1,REGULAR,substitution,in,[],1627747,,,1610612755,14,12,2024-02-13T00:21:52Z,710000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M44.00S,2024-02-13T00:19:18.6Z,1,REGULAR,substitution,in,[],1626166,,,1610612755,14,12,2024-02-13T00:21:52Z,720000,False,,,0,,SUB in: C. Payne,[1626166],1610612755.0,PHI,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M44.00S,2024-02-13T00:22:13.2Z,1,REGULAR,freethrow,1 of 1,[],1630194,,,1610612755,14,13,2024-02-13T00:22:13Z,730000,False,,,0,,P. Reed Free Throw 1 of 1 (7 PTS),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,Made,,,7.0,,,,,,,,,,,,,,,
74,PT06M27.00S,2024-02-13T00:22:34.1Z,1,REGULAR,2pt,Jump Shot,[],1628378,84.31340341655716,89.2156862745098,1610612739,16,13,2024-02-13T00:22:57Z,740000,False,196.0,95.0,1,right,D. Mitchell 21' Jump Shot (4 PTS) (J. Allen 1 AST),"[1628378, 1628386]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right,21.79,Made,,,4.0,,,,,,,,,,,,,J. Allen,1628386.0,1.0
76,PT06M09.00S,2024-02-13T00:22:52.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,8.360709592641262,50.0,1610612755,16,15,2024-02-13T00:23:35Z,760000,False,0.0,26.0,1,left,K. Oubre Jr. driving Layup (4 PTS),[1626162],1610612755.0,PHI,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,2.61,Made,,,4.0,,,,,,,,,,,,,,,
78,PT05M52.00S,2024-02-13T00:23:09.0Z,1,REGULAR,3pt,Jump Shot,[],1629622,94.95729303547962,3.431372549019608,1610612739,19,15,2024-02-13T00:23:15Z,780000,False,-233.0,-5.0,1,right,M. Strus 3PT  (5 PTS) (C. LeVert 1 AST),"[1629622, 1627747]",1610612739.0,CLE,,,,Strus,M. Strus,,,,,Left Corner 3,24+ Left,23.29,Made,,,5.0,,,,,,,,,,,,,C. LeVert,1627747.0,1.0
80,PT05M33.00S,2024-02-13T00:23:28.5Z,1,REGULAR,3pt,Jump Shot,[],1626162,8.754927726675426,2.2058823529411766,1610612755,19,18,2024-02-13T00:23:35Z,800000,False,239.0,30.0,1,left,K. Oubre Jr. 24' 3PT  (7 PTS) (T. Maxey 3 AST),"[1626162, 1630178]",1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Right Corner 3,24+ Right,24.09,Made,,,7.0,,,,,,,,,,,,,T. Maxey,1630178.0,3.0
82,PT05M23.00S,2024-02-13T00:23:38.9Z,1,REGULAR,3pt,Jump Shot,[],1628378,62.76281208935611,13.480392156862745,1610612739,22,18,2024-02-13T00:23:44Z,820000,False,-183.0,298.0,1,right,D. Mitchell 34' 3PT  (7 PTS) (C. LeVert 2 AST),"[1628378, 1627747]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,34.91,Made,,,7.0,,,,,,,,,,,,,C. LeVert,1627747.0,2.0
84,PT05M01.00S,2024-02-13T00:24:00.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,7.440867279894875,49.754901960784316,1610612755,22,18,2024-02-13T00:24:47Z,840000,False,1.0,17.0,1,left,MISS C. Payne driving reverse Layup,[1626166],1610612755.0,PHI,driving reverse,,,Payne,C. Payne,,,,,Restricted Area,0-8 Center,1.74,Missed,,,,,,,,,,,,,,,,,,
85,PT04M57.00S,2024-02-13T00:24:04.3Z,1,REGULAR,rebound,defensive,[],1627747,,,1610612739,22,18,2024-02-13T00:24:06Z,850000,False,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,84.0,,,1.0,1.0,0.0,,,,,,,,,,,,
86,PT04M42.00S,2024-02-13T00:24:18.8Z,1,REGULAR,3pt,Jump Shot,[],1628378,73.9323258869908,11.76470588235294,1610612739,22,18,2024-02-13T00:24:24Z,860000,False,-191.0,193.0,1,right,MISS D. Mitchell 27' step back 3PT,[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,27.13,Missed,,,,,,,,,,,,,,,,,,
87,PT04M39.00S,2024-02-13T00:24:21.8Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,22,18,2024-02-13T00:24:24Z,870000,False,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,86.0,,,1.0,1.0,0.0,,,,,,,,,,,,
