actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
176,PT10M09.00S,2024-02-13T00:38:48.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,7.046649145860711,53.431372549019606,1610612755,33,42,2024-02-13T01:10:56Z,1750000,False,-17.0,14.0,1,left,T. Maxey driving finger roll Layup (8 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,2.2,Made,,,8.0,,,,,,,,,,,,,,,
177,PT10M09.00S,2024-02-13T00:38:57.3Z,2,REGULAR,foul,personal,['1freethrow'],1627777,,,1610612755,33,42,2024-02-13T00:39:06Z,1760000,False,,,0,,G. Niang shooting personal FOUL (1 PF) (Maxey 1 FT),"[1627777, 1630178]",1610612739.0,CLE,shooting,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,,201245.0,,,,,,,,,,1.0,0.0,Maxey,1630178.0,,,
180,PT10M09.00S,2024-02-13T00:39:16.3Z,2,REGULAR,freethrow,1 of 1,[],1630178,,,1610612755,33,42,2024-02-13T00:39:19Z,1780000,False,,,0,,MISS T. Maxey Free Throw 1 of 1,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
181,PT10M06.00S,2024-02-13T00:39:19.3Z,2,REGULAR,rebound,defensive,[],1627777,,,1610612739,33,42,2024-02-13T00:39:19Z,1790000,False,,,0,,G. Niang REBOUND (Off:1 Def:1),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,180.0,,,2.0,1.0,1.0,,,,,,,,,,,,
182,PT09M52.00S,2024-02-13T00:39:31.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,93.38042049934296,49.754901960784316,1610612739,35,42,2024-02-13T00:39:36Z,1800000,False,-1.0,10.0,1,right,C. LeVert driving Layup (2 PTS) (D. Garland 2 AST),"[1627747, 1629636]",1610612739.0,CLE,driving,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,0.98,Made,,,2.0,,,,,,,,,,,,,D. Garland,1629636.0,2.0
183,PT09M40.00S,2024-02-13T00:39:43.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,7.5722733245729295,50.73529411764706,1610612755,35,42,2024-02-13T00:39:53Z,1810000,False,-4.0,19.0,1,left,MISS C. Payne driving floating Shot,[1626166],1610612755.0,PHI,driving floating,,,Payne,C. Payne,,,,,Restricted Area,0-8 Center,1.91,Missed,,,,,,,,,,,,,,,,,,
184,PT09M32.00S,2024-02-13T00:39:51.2Z,2,REGULAR,rebound,offensive,[],1626162,,,1610612755,35,42,2024-02-13T00:39:51Z,1820000,False,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:0),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,183.0,,,1.0,0.0,1.0,,,,,,,,,,,,
185,PT09M32.00S,2024-02-13T00:39:51.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1626162,5.590000152587891,50.0,1610612755,35,44,2024-02-13T00:39:51Z,1830000,False,0.0,0.0,1,left,K. Oubre Jr. tip DUNK (9 PTS),[1626162],1610612755.0,PHI,tip,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Left,0.0,Made,,,9.0,,,,,,,,,,,,,,,
186,PT09M26.00S,2024-02-13T00:39:57.6Z,2,REGULAR,3pt,Jump Shot,[],1630596,76.95466491458606,10.049019607843137,1610612739,38,44,2024-02-13T00:40:03Z,1840000,False,-200.0,164.0,1,right,E. Mobley 25' 3PT  (9 PTS) (D. Garland 3 AST),"[1630596, 1629636]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Left Center,25.86,Made,,,9.0,,,,,,,,,,,,,D. Garland,1629636.0,3.0
188,PT09M07.00S,2024-02-13T00:40:16.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641741,16.770696452036795,47.30392156862745,1610612755,38,44,2024-02-13T00:40:23Z,1860000,False,13.0,105.0,1,left,MISS R. Council IV 10' turnaround fadeaway Shot,[1641741],1610612755.0,PHI,turnaround fadeaway,,,Council IV,R. Council IV,,,,,In The Paint (Non-RA),8-16 Center,10.6,Missed,,,,,,,,,,,,,,,,,,
189,PT09M05.00S,2024-02-13T00:40:18.8Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,38,44,2024-02-13T00:40:23Z,1870000,False,,,0,,E. Mobley REBOUND (Off:2 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Center,,,188.0,,,5.0,3.0,2.0,,,,,,,,,,,,
190,PT08M57.00S,2024-02-13T00:40:27.6Z,2,REGULAR,2pt,Jump Shot,[],1629636,79.58278580814718,46.568627450980394,1610612739,40,44,2024-02-13T00:40:44Z,1880000,False,-17.0,139.0,1,right,D. Garland 14' pullup Jump Shot (6 PTS),[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Mid-Range,8-16 Center,14.05,Made,,,6.0,,,,,,,,,,,,,,,
191,PT08M37.00S,2024-02-13T00:40:46.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,13.354139290407357,60.29411764705882,1610612755,40,44,2024-02-13T00:40:52Z,1890000,False,-51.0,73.0,1,left,MISS T. Maxey 8' driving floating Shot - blocked,"[1630178, 1630596]",1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Left,8.93,Missed,,,,,,,,,,Mobley,1630596.0,,,,,,,
192,PT08M37.00S,2024-02-13T00:40:46.6Z,2,REGULAR,block,,[],1630596,,,1610612755,40,44,2024-02-13T00:40:49Z,1900000,False,,,0,,E. Mobley BLOCK (1 BLK),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
193,PT08M33.00S,2024-02-13T00:40:50.6Z,2,REGULAR,rebound,defensive,[],1627777,,,1610612739,40,44,2024-02-13T00:40:52Z,1910000,False,,,0,,G. Niang REBOUND (Off:1 Def:2),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,In The Paint (Non-RA),8-16 Left,,,191.0,,,3.0,2.0,1.0,,,,,,,,,,,,
194,PT08M30.00S,2024-02-13T00:40:53.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627747,77.7431011826544,7.352941176470589,1610612739,40,44,2024-02-13T00:43:33Z,1920000,False,-213.0,157.0,1,right,MISS C. LeVert 26' running 3PT,[1627747],1610612739.0,CLE,running,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,26.46,Missed,,,,,,,,,,,,,,,,,,
195,PT08M27.00S,2024-02-13T00:40:56.5Z,2,REGULAR,rebound,defensive,[],1630194,,,1610612755,40,44,2024-02-13T00:40:58Z,1930000,False,,,0,,P. Reed REBOUND (Off:0 Def:3),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Left Center,,,194.0,,,3.0,3.0,0.0,,,,,,,,,,,,
196,PT08M14.00S,2024-02-13T00:41:09.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641741,14.011169513797633,35.53921568627451,1610612755,40,46,2024-02-13T00:41:15Z,1940000,False,72.0,79.0,1,left,R. Council IV 10' driving floating Jump Shot (3 PTS),[1641741],1610612755.0,PHI,driving floating,,,Council IV,R. Council IV,,,,,In The Paint (Non-RA),8-16 Right,10.72,Made,,,3.0,,,,,,,,,,,,,,,
197,PT07M56.00S,2024-02-13T00:41:28.1Z,2,REGULAR,3pt,Jump Shot,[],1629636,76.95466491458606,89.70588235294117,1610612739,43,46,2024-02-13T00:44:26Z,1950000,False,199.0,164.0,1,right,D. Garland 25' 3PT pullup (9 PTS),[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Above the Break 3,24+ Right Center,25.75,Made,,,9.0,,,,,,,,,,,,,,,
198,PT07M41.00S,2024-02-13T00:41:42.8Z,2,REGULAR,3pt,Jump Shot,[],1626162,30.17411300919842,73.0392156862745,1610612755,43,46,2024-02-13T00:41:48Z,1960000,False,-115.0,231.0,1,left,MISS K. Oubre Jr. 25' 3PT,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,25.82,Missed,,,,,,,,,,,,,,,,,,
199,PT07M38.00S,2024-02-13T00:41:45.8Z,2,REGULAR,rebound,offensive,[],1630194,,,1610612755,43,46,2024-02-13T00:41:48Z,1970000,False,,,0,,P. Reed REBOUND (Off:1 Def:3),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Left Center,,,198.0,,,4.0,3.0,1.0,,,,,,,,,,,,
200,PT07M35.00S,2024-02-13T00:41:49.8Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630194,10.463206307490145,52.450980392156865,1610612755,43,48,2024-02-13T00:42:01Z,1980000,False,-12.0,46.0,1,left,P. Reed turnaround bank Hook (9 PTS),[1630194],1610612755.0,PHI,turnaround bank,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,4.75,Made,,,9.0,,,,,,,,,,,,,,,
201,PT07M17.00S,2024-02-13T00:42:07.3Z,2,REGULAR,2pt,Jump Shot,[],1629636,92.85479632063075,26.96078431372549,1610612739,43,48,2024-02-13T00:42:12Z,1990000,False,-115.0,15.0,1,right,MISS D. Garland 11' fadeaway Shot,[1629636],1610612739.0,CLE,fadeaway,,,Garland,D. Garland,,,,,Mid-Range,8-16 Left,11.61,Missed,,,,,,,,,,,,,,,,,,
202,PT07M14.00S,2024-02-13T00:42:10.3Z,2,REGULAR,rebound,defensive,[],1641741,,,1610612755,43,48,2024-02-13T00:42:12Z,2000000,False,,,0,,R. Council IV REBOUND (Off:0 Def:3),[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,Mid-Range,8-16 Left,,,201.0,,,3.0,3.0,0.0,,,,,,,,,,,,
203,PT07M10.00S,2024-02-13T00:42:16.6Z,2,REGULAR,foul,personal,['2freethrow'],1627747,,,1610612755,43,48,2024-02-13T00:42:25Z,2010000,False,,,0,,C. LeVert shooting personal FOUL (2 PF) (Payne 2 FT),"[1627747, 1626166]",1610612739.0,CLE,shooting,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,1628954.0,,,,,,,,,,2.0,0.0,Payne,1626166.0,,,
206,PT07M10.00S,2024-02-13T00:42:46.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,43,48,2024-02-13T00:47:22Z,2030000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M10.00S,2024-02-13T00:43:15.1Z,2,REGULAR,substitution,out,[],1627747,,,1610612755,43,48,2024-02-13T00:45:43Z,2060000,False,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M10.00S,2024-02-13T00:43:15.1Z,2,REGULAR,substitution,out,[],1630596,,,1610612755,43,48,2024-02-13T00:45:43Z,2070000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M10.00S,2024-02-13T00:43:15.1Z,2,REGULAR,substitution,out,[],1629636,,,1610612755,43,48,2024-02-13T00:45:43Z,2080000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M10.00S,2024-02-13T00:43:15.1Z,2,REGULAR,substitution,out,[],1626162,,,1610612755,43,48,2024-02-13T00:45:43Z,2090000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M10.00S,2024-02-13T00:43:15.1Z,2,REGULAR,substitution,out,[],1641741,,,1610612755,43,48,2024-02-13T00:45:43Z,2100000,False,,,0,,SUB out: R. Council IV,[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M10.00S,2024-02-13T00:43:15.1Z,2,REGULAR,substitution,out,[],1630194,,,1610612755,43,48,2024-02-13T00:45:43Z,2110000,False,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M10.00S,2024-02-13T00:43:15.1Z,2,REGULAR,substitution,in,[],1630171,,,1610612755,43,48,2024-02-13T00:45:43Z,2120000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M10.00S,2024-02-13T00:43:15.1Z,2,REGULAR,substitution,in,[],1628386,,,1610612755,43,48,2024-02-13T00:45:43Z,2130000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M10.00S,2024-02-13T00:43:15.1Z,2,REGULAR,substitution,in,[],1628378,,,1610612755,43,48,2024-02-13T00:45:43Z,2140000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M10.00S,2024-02-13T00:43:15.1Z,2,REGULAR,substitution,in,[],1630231,,,1610612755,43,48,2024-02-13T00:45:43Z,2150000,False,,,0,,SUB in: K. Martin,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M10.00S,2024-02-13T00:43:15.1Z,2,REGULAR,substitution,in,[],1628964,,,1610612755,43,48,2024-02-13T00:45:43Z,2160000,False,,,0,,SUB in: M. Bamba,[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M10.00S,2024-02-13T00:43:15.1Z,2,REGULAR,substitution,in,[],1631173,,,1610612755,43,48,2024-02-13T00:45:43Z,2170000,False,,,0,,SUB in: T. Smith,[1631173],1610612755.0,PHI,,,,Smith,T. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M10.00S,2024-02-13T00:46:10.3Z,2,REGULAR,freethrow,1 of 2,[],1626166,,,1610612755,43,49,2024-02-13T00:46:10Z,2180000,False,,,0,,C. Payne Free Throw 1 of 2 (6 PTS),[1626166],1610612755.0,PHI,,,,Payne,C. Payne,,,,,,,,Made,,,6.0,,,,,,,,,,,,,,,
222,PT07M10.00S,2024-02-13T00:46:27.6Z,2,REGULAR,freethrow,2 of 2,[],1626166,,,1610612755,43,50,2024-02-13T00:46:27Z,2190000,False,,,0,,C. Payne Free Throw 2 of 2 (7 PTS),[1626166],1610612755.0,PHI,,,,Payne,C. Payne,,,,,,,,Made,,,7.0,,,,,,,,,,,,,,,
223,PT06M57.00S,2024-02-13T00:46:42.4Z,2,REGULAR,3pt,Jump Shot,[],1628378,69.46452036793693,62.99019607843137,1610612739,46,50,2024-02-13T00:46:50Z,2200000,False,65.0,235.0,1,right,D. Mitchell 24' 3PT  (12 PTS) (J. Allen 2 AST),"[1628378, 1628386]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,24.33,Made,,,12.0,,,,,,,,,,,,,J. Allen,1628386.0,2.0
225,PT06M30.00S,2024-02-13T00:47:09.1Z,2,REGULAR,3pt,Jump Shot,[],1626166,24.78646517739816,86.76470588235294,1610612755,46,50,2024-02-13T00:47:21Z,2220000,False,-184.0,180.0,1,left,MISS C. Payne 25' pullup 3PT,[1626166],1610612755.0,PHI,pullup,,,Payne,C. Payne,,,,,Above the Break 3,24+ Left Center,25.76,Missed,,,,,,,,,,,,,,,,,,
226,PT06M28.00S,2024-02-13T00:47:12.0Z,2,REGULAR,rebound,defensive,[],1630241,,,1610612739,46,50,2024-02-13T00:47:12Z,2230000,False,,,0,,S. Merrill REBOUND (Off:0 Def:1),[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Left Center,,,225.0,,,1.0,1.0,0.0,,,,,,,,,,,,
227,PT06M25.00S,2024-02-13T00:47:16.8Z,2,REGULAR,turnover,out-of-bounds,[],1628378,,,1610612739,46,50,2024-02-13T00:47:32Z,2240000,False,,,0,,D. Mitchell bad pass out-of-bounds TURNOVER (2 TO),[1628378],1610612739.0,CLE,bad pass,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,1628954.0,,,,,2.0,,,,,,,,,,,
228,PT06M25.00S,2024-02-13T00:47:24.4Z,2,REGULAR,substitution,out,[],1627777,,,1610612755,46,50,2024-02-13T00:47:27Z,2250000,False,,,0,,SUB out: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M25.00S,2024-02-13T00:47:24.4Z,2,REGULAR,substitution,in,[],1629622,,,1610612755,46,50,2024-02-13T00:47:27Z,2260000,False,,,0,,SUB in: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M09.00S,2024-02-13T00:47:47.3Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630178,17.559132720105126,22.794117647058822,1610612755,46,50,2024-02-13T00:48:01Z,2270000,False,136.0,113.0,1,left,MISS T. Maxey 17' turnaround fadeaway Shot,[1630178],1610612755.0,PHI,turnaround fadeaway,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Right Center,17.66,Missed,,,,,,,,,,,,,,,,,,
231,PT06M04.00S,2024-02-13T00:47:52.3Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,46,50,2024-02-13T00:48:01Z,2280000,False,,,0,,J. Allen REBOUND (Off:0 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,16-24 Right Center,,,230.0,,,3.0,3.0,0.0,,,,,,,,,,,,
232,PT05M58.00S,2024-02-13T00:47:58.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,93.24901445466492,55.392156862745104,1610612739,46,50,2024-02-13T00:48:07Z,2290000,False,27.0,11.0,1,right,MISS J. Allen alley-oop DUNK,[1628386],1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,2.92,Missed,,,,,,,,,,,,,,,,,,
233,PT05M58.00S,2024-02-13T00:47:58.6Z,2,REGULAR,rebound,defensive,[],1630178,,,1610612755,46,50,2024-02-13T00:48:07Z,2300000,False,,,0,,T. Maxey REBOUND (Off:0 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,232.0,,,2.0,2.0,0.0,,,,,,,,,,,,
234,PT05M50.00S,2024-02-13T00:48:06.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630231,5.338370565045992,51.470588235294116,1610612755,46,52,2024-02-13T00:49:13Z,2310000,False,-7.0,-2.0,1,left,K. Martin running reverse Layup (4 PTS) (C. Payne 4 AST),"[1630231, 1626166]",1610612755.0,PHI,running reverse,,,Martin,K. Martin,,,,,Restricted Area,0-8 Center,0.77,Made,,,4.0,,,,,,,,,,,,,C. Payne,1626166.0,4.0
236,PT05M31.00S,2024-02-13T00:48:27.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,88.91261498028909,53.431372549019606,1610612739,48,52,2024-02-13T00:49:44Z,2330000,False,17.0,52.0,1,right,J. Allen Hook (8 PTS) (D. Mitchell 3 AST),"[1628386, 1628378]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,5.45,Made,,,8.0,,,,,,,,,,,,,D. Mitchell,1628378.0,3.0
238,PT05M15.00S,2024-02-13T00:48:40.8Z,2,REGULAR,3pt,Jump Shot,[],1631173,14.011169513797633,4.166666666666666,1610612755,48,52,2024-02-13T00:48:45Z,2350000,False,229.0,79.0,1,left,MISS T. Smith 24' 3PT,[1631173],1610612755.0,PHI,,,,Smith,T. Smith,,,,,Right Corner 3,24+ Right,24.25,Missed,,,,,,,,,,,,,,,,,,
239,PT05M13.00S,2024-02-13T00:48:42.8Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,48,52,2024-02-13T00:48:45Z,2360000,False,,,0,,J. Allen REBOUND (Off:0 Def:4),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Right Corner 3,24+ Right,,,238.0,,,4.0,4.0,0.0,,,,,,,,,,,,
240,PT05M06.00S,2024-02-13T00:48:51.1Z,2,REGULAR,3pt,Jump Shot,[],1630171,77.61169513797634,7.107843137254902,1610612739,48,52,2024-02-13T00:48:55Z,2370000,False,-214.0,158.0,1,right,MISS I. Okoro 26' 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Left Center,26.64,Missed,,,,,,,,,,,,,,,,,,
241,PT05M02.00S,2024-02-13T00:48:55.1Z,2,REGULAR,rebound,defensive,[],1628964,,,1610612755,48,52,2024-02-13T00:48:55Z,2380000,False,,,0,,M. Bamba REBOUND (Off:1 Def:2),[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,Above the Break 3,24+ Left Center,,,240.0,,,3.0,2.0,1.0,,,,,,,,,,,,
242,PT04M53.00S,2024-02-13T00:49:03.4Z,2,REGULAR,3pt,Jump Shot,[],1628964,32.013797634691194,52.20588235294118,1610612755,48,55,2024-02-13T00:49:07Z,2390000,False,-11.0,248.0,1,left,M. Bamba 24' 3PT  (5 PTS) (T. Maxey 6 AST),"[1628964, 1630178]",1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,Above the Break 3,24+ Center,24.86,Made,,,5.0,,,,,,,,,,,,,T. Maxey,1630178.0,6.0
244,PT04M36.00S,2024-02-13T00:49:22.7Z,2,REGULAR,turnover,out-of-bounds,[],1628378,,,1610612739,48,55,2024-02-13T00:49:31Z,2410000,False,,,0,,D. Mitchell bad pass out-of-bounds TURNOVER (3 TO),[1628378],1610612739.0,CLE,bad pass,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Left,,,,202007.0,,,,,3.0,,,,,,,,,,,
245,PT04M36.00S,2024-02-13T00:49:27.3Z,2,REGULAR,substitution,out,[],1626166,,,1610612755,48,55,2024-02-13T00:49:33Z,2420000,False,,,0,,SUB out: C. Payne,[1626166],1610612755.0,PHI,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT04M36.00S,2024-02-13T00:49:27.3Z,2,REGULAR,substitution,in,[],1627741,,,1610612755,48,55,2024-02-13T00:49:33Z,2430000,False,,,0,,SUB in: B. Hield,[1627741],1610612755.0,PHI,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT04M22.00S,2024-02-13T00:49:52.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631173,7.046649145860711,3.431372549019608,1610612755,48,55,2024-02-13T00:49:56Z,2440000,False,233.0,14.0,1,left,MISS T. Smith 3PT,[1631173],1610612755.0,PHI,,,,Smith,T. Smith,,,,,Right Corner 3,24+ Right,23.32,Missed,,,,,,,,,,,,,,,,,,
248,PT04M19.00S,2024-02-13T00:49:55.2Z,2,REGULAR,rebound,offensive,[],1630231,,,1610612755,48,55,2024-02-13T00:49:56Z,2450000,False,,,0,,K. Martin REBOUND (Off:1 Def:3),[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,Right Corner 3,24+ Right,,,247.0,,,4.0,3.0,1.0,,,,,,,,,,,,
249,PT04M17.00S,2024-02-13T00:49:57.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630231,9.149145860709593,40.931372549019606,1610612755,48,57,2024-02-13T00:50:06Z,2460000,False,45.0,34.0,1,left,K. Martin putback Layup (6 PTS),[1630231],1610612755.0,PHI,putback,,,Martin,K. Martin,,,,,In The Paint (Non-RA),0-8 Center,5.63,Made,,,6.0,,,,,,,,,,,,,,,
250,PT04M05.00S,2024-02-13T00:50:12.6Z,2,REGULAR,foul,personal,[],1631173,,,1610612739,48,57,2024-02-13T00:50:24Z,2470000,False,,,0,,T. Smith personal FOUL (1 PF),"[1631173, 1630241]",1610612755.0,PHI,,,,Smith,T. Smith,,,,,Above the Break 3,24+ Left Center,,,,202007.0,,,,,,,,,,1.0,0.0,Merrill,1630241.0,,,
252,PT04M05.00S,2024-02-13T00:50:24.2Z,2,REGULAR,substitution,out,[],1628964,,,1610612739,48,57,2024-02-13T00:50:36Z,2490000,False,,,0,,SUB out: M. Bamba,[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT04M05.00S,2024-02-13T00:50:24.2Z,2,REGULAR,substitution,out,[],1631173,,,1610612739,48,57,2024-02-13T00:50:36Z,2500000,False,,,0,,SUB out: T. Smith,[1631173],1610612755.0,PHI,,,,Smith,T. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT04M05.00S,2024-02-13T00:50:24.2Z,2,REGULAR,substitution,in,[],1630194,,,1610612739,48,57,2024-02-13T00:50:36Z,2510000,False,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT04M05.00S,2024-02-13T00:50:24.2Z,2,REGULAR,substitution,in,[],1626162,,,1610612739,48,57,2024-02-13T00:50:36Z,2520000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT03M53.00S,2024-02-13T00:50:50.7Z,2,REGULAR,3pt,Jump Shot,[],1630171,91.27792378449409,97.54901960784314,1610612739,51,57,2024-02-13T00:50:55Z,2530000,False,238.0,29.0,1,right,I. Okoro 3PT  (6 PTS) (M. Strus 1 AST),"[1630171, 1629622]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Right Corner 3,24+ Right,23.95,Made,,,6.0,,,,,,,,,,,,,M. Strus,1629622.0,1.0
258,PT03M32.00S,2024-02-13T00:51:11.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,11.908672798948752,42.15686274509804,1610612755,51,59,2024-02-13T00:51:22Z,2550000,False,39.0,59.0,1,left,T. Maxey 7' driving floating Jump Shot (10 PTS) (B. Hield 3 AST),"[1630178, 1627741]",1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,7.12,Made,,,10.0,,,,,,,,,,,,,B. Hield,1627741.0,3.0
