actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
17,PT10M39.00S,2023-10-28T23:42:45.1Z,1,REGULAR,2pt,Jump Shot,[],1630169,77.61169513797634,76.9607843137255,1610612754,4,3,2023-10-28T23:42:51Z,170000,False,135.0,158.0,1,right,MISS T. Haliburton 20' fadeaway Shot,[1630169],1610612754.0,IND,fadeaway,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Right Center,,,,,,20.77,Missed,,,,,,,,,,,,,
18,PT10M35.00S,2023-10-28T23:42:48.5Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,4,3,2023-10-28T23:42:48Z,180000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,16-24 Right Center,,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,
19,PT10M30.00S,2023-10-28T23:42:58.0Z,1,REGULAR,violation,kicked ball,[],1628971,,,1610612739,4,3,2023-10-28T23:43:04Z,190000,False,,,0,,B. Brown kicked ball VIOLATION,[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,,,203591.0,,,,,,,,,,,,,,,,,,,
20,PT10M22.00S,2023-10-28T23:43:19.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629622,9.017739816031538,50.73529411764706,1610612739,4,3,2023-10-28T23:43:26Z,200000,False,-4.0,32.0,1,left,MISS M. Strus driving floating Shot,[1629622],1610612739.0,CLE,driving floating,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,,,,3.25,Missed,,,,,,,,,,,,,
21,PT10M18.00S,2023-10-28T23:43:23.9Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,4,3,2023-10-28T23:43:23Z,210000,False,,,0,,E. Mobley REBOUND (Off:1 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,20.0,2.0,1.0,1.0,,,,,,,,,
22,PT10M18.00S,2023-10-28T23:43:23.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630596,5.590000152587891,50.0,1610612739,6,3,2023-10-28T23:43:23Z,220000,False,0.0,0.0,1,left,E. Mobley tip DUNK (2 PTS),[1630596],1610612739.0,CLE,tip,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Left,,,,,,0.0,Made,,,,,2.0,,,,,,,,
23,PT10M12.00S,2023-10-28T23:43:29.6Z,1,REGULAR,3pt,Jump Shot,[],1631097,75.90341655716163,12.009803921568627,1610612754,6,3,2023-10-28T23:43:35Z,230000,False,-190.0,174.0,1,right,MISS B. Mathurin 25' pullup 3PT,[1631097],1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,,,,,,25.76,Missed,,,,,,,,,,,,,
24,PT10M09.00S,2023-10-28T23:43:32.6Z,1,REGULAR,rebound,defensive,[],1627747,,,1610612739,6,3,2023-10-28T23:43:35Z,240000,False,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,
25,PT10M02.00S,2023-10-28T23:43:40.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,7.30946123521682,50.98039215686274,1610612739,6,3,2023-10-28T23:43:44Z,250000,False,-5.0,16.0,1,left,MISS C. LeVert driving Layup,[1627747],1610612739.0,CLE,driving,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,,,1.69,Missed,,,,,,,,,,,,,
26,PT10M01.00S,2023-10-28T23:43:41.4Z,1,REGULAR,rebound,offensive,[],1627747,,,1610612739,6,3,2023-10-28T23:46:08Z,260000,False,,,0,,C. LeVert REBOUND (Off:1 Def:1),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,,,,,25.0,2.0,1.0,1.0,,,,,,,,,
27,PT10M01.00S,2023-10-28T23:43:43.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627747,5.590000152587891,50.0,1610612739,6,3,2023-10-28T23:46:18Z,270000,False,0.0,0.0,1,left,MISS C. LeVert tip Layup,[1627747],1610612739.0,CLE,tip,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,,,0.0,Missed,,,,,,,,,,,,,
28,PT10M01.00S,2023-10-28T23:43:43.8Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,6,3,2023-10-28T23:46:18Z,280000,False,,,0,,E. Mobley REBOUND (Off:2 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,27.0,3.0,1.0,2.0,,,,,,,,,
29,PT10M00.00S,2023-10-28T23:43:48.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630596,5.590000152587891,50.0,1610612739,8,3,2023-10-28T23:46:29Z,290000,False,0.0,0.0,1,left,E. Mobley putback Layup (4 PTS),[1630596],1610612739.0,CLE,putback,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,0.0,Made,,,,,4.0,,,,,,,,
30,PT09M39.00S,2023-10-28T23:44:02.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,95.22010512483574,52.450980392156865,1610612754,8,3,2023-10-28T23:44:07Z,300000,False,12.0,-8.0,1,right,MISS B. Mathurin driving Layup,[1631097],1610612754.0,IND,driving,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,1.45,Missed,,,,,,,,,,,,,
31,PT09M37.00S,2023-10-28T23:44:04.4Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,8,3,2023-10-28T23:44:07Z,310000,False,,,0,,E. Mobley REBOUND (Off:2 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,30.0,4.0,2.0,2.0,,,,,,,,,
32,PT09M34.00S,2023-10-28T23:44:08.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630171,7.835085413929041,48.77450980392157,1610612739,10,3,2023-10-28T23:44:15Z,320000,False,6.0,21.0,1,left,I. Okoro running Layup (2 PTS) (C. LeVert 1 AST),"[1630171, 1627747]",1610612739.0,CLE,running,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,2.2,Made,,,,,2.0,C. LeVert,1627747.0,1.0,,,,,
34,PT09M34.00S,2023-10-28T23:44:16.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,10,3,2023-10-28T23:44:16Z,340000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT09M21.00S,2023-10-28T23:47:12.4Z,1,REGULAR,3pt,Jump Shot,[],1630167,94.43166885676742,3.1862745098039214,1610612754,10,3,2023-10-28T23:47:16Z,350000,False,-234.0,0.0,1,right,MISS O. Toppin 3PT,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Left Corner 3,24+ Left,,,,,,23.41,Missed,,,,,,,,,,,,,
36,PT09M19.00S,2023-10-28T23:47:14.4Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612739,10,3,2023-10-28T23:47:16Z,360000,False,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Left Corner 3,24+ Left,,,,,,,,35.0,1.0,1.0,0.0,,,,,,,,,
37,PT09M11.00S,2023-10-28T23:47:23.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,7.440867279894875,48.77450980392157,1610612739,12,3,2023-10-28T23:47:28Z,370000,False,6.0,17.0,1,left,C. LeVert driving finger roll Layup (6 PTS),[1627747],1610612739.0,CLE,driving finger roll,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,,,1.84,Made,,,,,6.0,,,,,,,,
38,PT08M54.00S,2023-10-28T23:47:39.2Z,1,REGULAR,2pt,Jump Shot,[],1628971,81.8166885676741,73.77450980392157,1610612754,12,3,2023-10-28T23:47:42Z,380000,False,119.0,118.0,1,right,MISS B. Brown 16' pullup Shot,[1628971],1610612754.0,IND,pullup,,,Brown,B. Brown,,,,,Mid-Range,16-24 Right Center,,,,,,16.78,Missed,,,,,,,,,,,,,
39,PT08M52.00S,2023-10-28T23:47:41.6Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612739,12,3,2023-10-28T23:47:41Z,390000,False,,,0,,M. Strus REBOUND (Off:0 Def:2),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Mid-Range,16-24 Right Center,,,,,,,,38.0,2.0,2.0,0.0,,,,,,,,,
40,PT08M39.00S,2023-10-28T23:47:55.1Z,1,REGULAR,3pt,Jump Shot,[],1627747,32.802233902759525,54.166666666666664,1610612739,15,3,2023-10-28T23:47:58Z,400000,False,-21.0,256.0,1,left,C. LeVert 25' 3PT  (9 PTS) (E. Mobley 1 AST),"[1627747, 1630596]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Center,,,,,,25.66,Made,,,,,9.0,E. Mobley,1630596.0,1.0,,,,,
42,PT08M23.00S,2023-10-28T23:48:14.3Z,1,REGULAR,foul,personal,['2freethrow'],1629731,,,1610612754,15,3,2023-10-28T23:48:24Z,420000,False,,,0,,D. Wade shooting personal FOUL (1 PF) (Turner 2 FT),"[1629731, 1626167]",1610612739.0,CLE,shooting,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,1193.0,1.0,0.0,Turner,1626167.0,,,,,,,,,,,,,,,
44,PT08M23.00S,2023-10-28T23:48:35.8Z,1,REGULAR,freethrow,1 of 2,[],1626167,,,1610612754,15,4,2023-10-28T23:48:35Z,440000,False,,,0,,M. Turner Free Throw 1 of 2 (1 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,Made,,,,,1.0,,,,,,,,
45,PT08M23.00S,2023-10-28T23:48:51.4Z,1,REGULAR,freethrow,2 of 2,[],1626167,,,1610612754,15,5,2023-10-28T23:48:51Z,450000,False,,,0,,M. Turner Free Throw 2 of 2 (2 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,Made,,,,,2.0,,,,,,,,
46,PT08M06.00S,2023-10-28T23:49:10.8Z,1,REGULAR,3pt,Jump Shot,[],1629622,27.94021024967148,74.75490196078431,1610612739,15,5,2023-10-28T23:49:15Z,460000,False,-124.0,210.0,1,left,MISS M. Strus 24' 3PT,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,,,,,,24.39,Missed,,,,,,,,,,,,,
47,PT08M03.00S,2023-10-28T23:49:13.8Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,15,5,2023-10-28T23:49:15Z,470000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,,,,,,,,46.0,1.0,1.0,0.0,,,,,,,,,
48,PT07M58.00S,2023-10-28T23:49:17.9Z,1,REGULAR,3pt,Jump Shot,[],1626167,67.36202365308804,64.4607843137255,1610612754,15,5,2023-10-28T23:49:25Z,480000,False,72.0,254.0,1,right,MISS M. Turner 26' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,,,,26.44,Missed,,,,,,,,,,,,,
49,PT07M55.00S,2023-10-28T23:49:20.9Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612739,15,5,2023-10-28T23:49:25Z,490000,False,,,0,,I. Okoro REBOUND (Off:1 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Center,,,,,,,,48.0,2.0,1.0,1.0,,,,,,,,,
50,PT07M45.00S,2023-10-28T23:49:30.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,7.178055190538765,50.98039215686274,1610612739,15,5,2023-10-28T23:49:37Z,500000,False,-5.0,15.0,1,left,MISS E. Mobley alley-oop Layup,[1630596],1610612739.0,CLE,alley-oop,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,1.58,Missed,,,,,,,,,,,,,
51,PT07M41.00S,2023-10-28T23:49:34.5Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,15,5,2023-10-28T23:49:37Z,510000,False,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,50.0,2.0,2.0,0.0,,,,,,,,,
52,PT07M36.00S,2023-10-28T23:49:39.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,93.24901445466492,52.94117647058824,1610612754,15,5,2023-10-28T23:49:44Z,520000,False,15.0,11.0,1,right,MISS T. Haliburton driving Layup,[1630169],1610612754.0,IND,driving,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,,,1.84,Missed,,,,,,,,,,,,,
53,PT07M34.00S,2023-10-28T23:49:41.6Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612739,15,5,2023-10-28T23:49:41Z,530000,False,,,0,,M. Strus REBOUND (Off:0 Def:3),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,,,,,,52.0,3.0,3.0,0.0,,,,,,,,,
54,PT07M25.00S,2023-10-28T23:49:51.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,7.5722733245729295,50.245098039215684,1610612739,17,5,2023-10-28T23:49:56Z,540000,False,-1.0,19.0,1,left,C. LeVert driving Layup (11 PTS),[1627747],1610612739.0,CLE,driving,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,,,1.87,Made,,,,,11.0,,,,,,,,
55,PT07M15.00S,2023-10-28T23:50:04.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,92.9862023653088,62.254901960784316,1610612754,17,7,2023-10-28T23:50:11Z,550000,False,61.0,13.0,1,right,M. Turner 6' driving Layup (4 PTS) (T. Haliburton 1 AST),"[1626167, 1630169]",1610612754.0,IND,driving,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.27,Made,,,,,4.0,T. Haliburton,1630169.0,1.0,,,,,
57,PT07M15.00S,2023-10-28T23:50:10.7Z,1,REGULAR,foul,personal,['1freethrow'],1630171,,,1610612754,17,7,2023-10-28T23:50:25Z,570000,False,,,0,,I. Okoro shooting personal FOUL (1 PF) (Turner 1 FT),"[1630171, 1626167]",1610612739.0,CLE,shooting,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),0-8 Center,1628953.0,1.0,0.0,Turner,1626167.0,,,,,,,,,,,,,,,
59,PT07M15.00S,2023-10-28T23:50:30.7Z,1,REGULAR,freethrow,1 of 1,[],1626167,,,1610612754,17,8,2023-10-28T23:50:30Z,590000,False,,,0,,M. Turner Free Throw 1 of 1 (5 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,Made,,,,,5.0,,,,,,,,
60,PT06M58.00S,2023-10-28T23:50:49.9Z,1,REGULAR,3pt,Jump Shot,[],1629731,9.149145860709593,97.05882352941177,1610612739,17,8,2023-10-28T23:50:54Z,600000,False,-235.0,34.0,1,left,MISS D. Wade 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Left Corner 3,24+ Left,,,,,,23.77,Missed,,,,,,,,,,,,,
61,PT06M56.00S,2023-10-28T23:50:51.9Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612754,17,8,2023-10-28T23:50:54Z,610000,False,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,Left Corner 3,24+ Left,,,,,,,,60.0,1.0,1.0,0.0,,,,,,,,,
62,PT06M52.00S,2023-10-28T23:50:56.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630169,71.04139290407359,78.43137254901961,1610612754,17,8,2023-10-28T23:52:44Z,620000,False,142.0,220.0,1,right,MISS T. Haliburton 26' running pullup 3PT,[1630169],1610612754.0,IND,running pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,,,,,,26.17,Missed,,,,,,,,,,,,,
63,PT06M49.00S,2023-10-28T23:50:59.0Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612739,17,8,2023-10-28T23:52:44Z,630000,False,,,0,,M. Strus REBOUND (Off:0 Def:4),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,,,,,,,,62.0,4.0,4.0,0.0,,,,,,,,,
64,PT06M41.00S,2023-10-28T23:51:07.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,18.084756898817346,34.55882352941176,1610612739,17,8,2023-10-28T23:51:13Z,640000,False,77.0,117.0,1,left,MISS E. Mobley 14' turnaround Shot,[1630596],1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Right,,,,,,14.06,Missed,,,,,,,,,,,,,
65,PT06M38.00S,2023-10-28T23:51:10.7Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,17,8,2023-10-28T23:51:13Z,650000,False,,,0,,M. Turner REBOUND (Off:0 Def:3),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,64.0,3.0,3.0,0.0,,,,,,,,,
66,PT06M26.00S,2023-10-28T23:51:23.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,88.12417871222075,59.80392156862745,1610612754,17,8,2023-10-28T23:51:29Z,660000,False,49.0,59.0,1,right,MISS M. Turner 7' driving Layup - blocked,"[1626167, 1630596]",1610612754.0,IND,driving,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.68,Missed,,,,,,,,,Mobley,1630596.0,,,
67,PT06M26.00S,2023-10-28T23:51:23.1Z,1,REGULAR,block,,[],1630596,,,1610612754,17,8,2023-10-28T23:51:26Z,670000,False,,,0,,E. Mobley BLOCK (1 BLK),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
68,PT06M26.00S,2023-10-28T23:51:23.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612739,17,8,2023-10-28T23:51:29Z,680000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,66.0,,,,,,,,,,,,
70,PT06M26.00S,2023-10-28T23:51:30.9Z,1,REGULAR,substitution,out,[],1631097,,,1610612739,17,8,2023-10-28T23:51:41Z,700000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M26.00S,2023-10-28T23:51:30.9Z,1,REGULAR,substitution,out,[],1630167,,,1610612739,17,8,2023-10-28T23:51:41Z,710000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M26.00S,2023-10-28T23:51:30.9Z,1,REGULAR,substitution,out,[],1628971,,,1610612739,17,8,2023-10-28T23:51:41Z,720000,False,,,0,,SUB out: B. Brown,[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M26.00S,2023-10-28T23:51:30.9Z,1,REGULAR,substitution,in,[],1629614,,,1610612739,17,8,2023-10-28T23:51:41Z,730000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M26.00S,2023-10-28T23:51:30.9Z,1,REGULAR,substitution,in,[],1627741,,,1610612739,17,8,2023-10-28T23:51:41Z,740000,False,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M26.00S,2023-10-28T23:51:30.9Z,1,REGULAR,substitution,in,[],1630174,,,1610612739,17,8,2023-10-28T23:51:41Z,750000,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M11.00S,2023-10-28T23:51:55.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629622,8.623521681997373,61.274509803921575,1610612739,17,8,2023-10-28T23:52:01Z,760000,False,-56.0,29.0,1,left,MISS M. Strus 6' driving floating Shot,[1629622],1610612739.0,CLE,driving floating,,,Strus,M. Strus,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.32,Missed,,,,,,,,,,,,,
77,PT06M09.00S,2023-10-28T23:51:57.9Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,17,8,2023-10-28T23:52:01Z,770000,False,,,0,,T. Haliburton REBOUND (Off:1 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,76.0,2.0,1.0,1.0,,,,,,,,,
78,PT06M08.00S,2023-10-28T23:52:02.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'defensivegoaltending']",1629614,94.1688567674113,50.73529411764706,1610612754,17,10,2023-10-28T23:52:16Z,780000,False,4.0,2.0,1,right,A. Nembhard running Layup (2 PTS) (T. Haliburton 2 AST),"[1629614, 1630169]",1610612754.0,IND,running,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,0.44,Made,,,,,2.0,T. Haliburton,1630169.0,2.0,,,,,
80,PT06M08.00S,2023-10-28T23:52:06.6Z,1,REGULAR,violation,defensive goaltending,[],1630171,,,1610612754,17,10,2023-10-28T23:52:16Z,800000,False,,,0,,I. Okoro defensive goaltending VIOLATION,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,203591.0,,,,,,,,,,,,,,,,,,,
