actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
17,PT10M41.00S,2024-03-10T23:12:30.9Z,1,REGULAR,2pt,Jump Shot,[],1628969,16.90210249671485,24.509803921568626,1610612751,2,2,2024-03-10T23:16:58Z,170000,False,127.0,106.0,1,left,MISS M. Bridges 16' turnaround fadeaway Shot,[1628969],1610612751.0,BKN,turnaround fadeaway,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Right Center,,,,16.61,Missed,,,,,,,,,,,,,,,
18,PT10M39.00S,2024-03-10T23:12:32.9Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,2,2,2024-03-10T23:16:58Z,180000,False,,,0,,N. Claxton REBOUND (Off:1 Def:0),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,17.0,1.0,0.0,1.0,,,,
19,PT10M34.00S,2024-03-10T23:12:35.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627827,19.267411300919843,5.637254901960785,1610612751,2,5,2024-03-10T23:12:40Z,190000,False,222.0,129.0,1,left,D. Finney-Smith 25' 3PT  (3 PTS) (N. Claxton 1 AST),"[1627827, 1629651]",1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Right Center,,,,25.64,Made,3.0,N. Claxton,1629651.0,1.0,,,,,,,,,,,
21,PT10M16.00S,2024-03-10T23:12:53.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627777,86.67871222076215,49.26470588235294,1610612739,2,5,2024-03-10T23:12:59Z,210000,False,-4.0,73.0,1,right,MISS G. Niang 7' turnaround Shot,[1627777],1610612739.0,CLE,turnaround,,,Niang,G. Niang,,,,,In The Paint (Non-RA),0-8 Center,,,,7.28,Missed,,,,,,,,,,,,,,,
22,PT10M16.00S,2024-03-10T23:12:53.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,2,5,2024-03-10T23:22:06Z,220000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,21.0,,,,,,,
23,PT10M15.00S,2024-03-10T23:12:57.7Z,1,REGULAR,foul,personal,[],1628386,,,1610612751,2,5,2024-03-10T23:13:18Z,230000,False,,,0,,J. Allen loose ball personal FOUL (1 PF),"[1628386, 1629651]",1610612739.0,CLE,loose ball,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,2005.0,,,,,,,1.0,0.0,Claxton,1629651.0
25,PT10M00.00S,2024-03-10T23:13:25.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,8.229303547963205,50.0,1610612751,2,7,2024-03-10T23:13:30Z,250000,False,0.0,25.0,1,left,N. Claxton alley-oop DUNK (2 PTS) (C. Thomas 2 AST),"[1629651, 1630560]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,2.49,Made,2.0,C. Thomas,1630560.0,2.0,,,,,,,,,,,
27,PT09M50.00S,2024-03-10T23:13:34.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,93.51182654402102,50.73529411764706,1610612739,4,7,2024-03-10T23:13:41Z,270000,False,4.0,8.0,1,right,D. Garland driving finger roll Layup (2 PTS),[1629636],1610612739.0,CLE,driving finger roll,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,,,,0.93,Made,2.0,,,,,,,,,,,,,,
28,PT09M29.00S,2024-03-10T23:13:55.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203471,7.440867279894875,52.69607843137255,1610612751,4,7,2024-03-10T23:14:02Z,280000,False,-13.0,17.0,1,left,MISS D. Schroder driving Layup,[203471],1610612751.0,BKN,driving,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,,,,2.2,Missed,,,,,,,,,,,,,,,
29,PT09M27.00S,2024-03-10T23:13:57.3Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612739,4,7,2024-03-10T23:14:02Z,290000,False,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,28.0,1.0,1.0,0.0,,,,
30,PT09M24.00S,2024-03-10T23:14:02.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630171,93.77463863337714,50.73529411764706,1610612739,4,7,2024-03-10T23:14:11Z,300000,False,4.0,6.0,1,right,MISS I. Okoro running Layup - blocked,"[1630171, 1627827]",1610612739.0,CLE,running,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,0.7,Missed,,,,,,Finney-Smith,1627827.0,,,,,,,,
31,PT09M24.00S,2024-03-10T23:14:02.8Z,1,REGULAR,block,,[],1627827,,,1610612739,4,7,2024-03-10T23:31:13Z,310000,False,,,0,,D. Finney-Smith BLOCK (1 BLK),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
32,PT09M24.00S,2024-03-10T23:14:02.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,4,7,2024-03-10T23:14:11Z,320000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,30.0,,,,,,,
34,PT09M19.00S,2024-03-10T23:14:31.6Z,1,REGULAR,turnover,bad pass,[],1629636,,,1610612739,4,7,2024-03-10T23:14:38Z,340000,False,,,0,,D. Garland bad pass TURNOVER (3 TO),"[1629636, 1629651]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Mid-Range,8-16 Left,3.0,Claxton,1629651.0,,,,,,,,,,,,,,,,,
35,PT09M19.00S,2024-03-10T23:14:31.6Z,1,REGULAR,steal,,[],1629651,,,1610612751,4,7,2024-03-10T23:14:38Z,350000,False,,,0,,N. Claxton STEAL (1 STL),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
36,PT09M15.00S,2024-03-10T23:14:39.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628969,7.966491458607096,51.9607843137255,1610612751,4,7,2024-03-10T23:27:48Z,360000,False,-10.0,22.0,1,left,MISS M. Bridges driving reverse Layup,[1628969],1610612751.0,BKN,driving reverse,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,2.44,Missed,,,,,,,,,,,,,,,
37,PT09M14.00S,2024-03-10T23:14:40.8Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612739,4,7,2024-03-10T23:27:48Z,370000,False,,,0,,I. Okoro REBOUND (Off:0 Def:2),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,36.0,2.0,2.0,0.0,,,,
38,PT09M06.00S,2024-03-10T23:14:43.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630171,93.9060446780552,50.49019607843137,1610612739,6,7,2024-03-10T23:14:51Z,380000,False,2.0,5.0,1,right,I. Okoro running finger roll Layup (2 PTS) (D. Garland 1 AST),"[1630171, 1629636]",1610612739.0,CLE,running finger roll,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,0.54,Made,2.0,D. Garland,1629636.0,1.0,,,,,,,,,,,
40,PT08M42.00S,2024-03-10T23:15:09.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628969,7.5722733245729295,50.49019607843137,1610612751,6,9,2024-03-10T23:15:20Z,400000,False,-2.0,19.0,1,left,M. Bridges cutting DUNK (4 PTS) (D. Finney-Smith 1 AST),"[1628969, 1627827]",1610612751.0,BKN,cutting,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,1.89,Made,4.0,D. Finney-Smith,1627827.0,1.0,,,,,,,,,,,
42,PT08M42.00S,2024-03-10T23:15:50.6Z,1,REGULAR,foul,personal,['1freethrow'],1627777,,,1610612751,6,9,2024-03-10T23:25:10Z,420000,False,,,0,,G. Niang loose ball personal FOUL (1 PF) (Claxton 1 FT),"[1627777, 1629651]",1610612739.0,CLE,loose ball,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,,,,,,,,2004.0,,,,,,,1.0,0.0,Claxton,1629651.0
71,PT08M42.00S,2024-03-10T23:17:40.6Z,1,REGULAR,freethrow,1 of 1,[],1629651,,,1610612751,6,10,2024-03-10T23:25:00Z,455000,False,,,0,,N. Claxton Free Throw 1 of 1 (3 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
46,PT08M42.00S,2024-03-10T23:18:39.9Z,1,REGULAR,foul,technical,[],1627777,,,1610612739,6,10,2024-03-10T23:25:00Z,460000,False,,,0,,G. Niang double technical FOUL (1 Tech),[1627777],1610612739.0,CLE,double,,,Niang,G. Niang,,,,,,,,,,,,,,,,2004.0,,,,,,,1.0,1.0,,
47,PT08M42.00S,2024-03-10T23:18:39.9Z,1,REGULAR,foul,technical,[],1629651,,,1610612739,6,10,2024-03-10T23:25:00Z,470000,False,,,0,,N. Claxton double technical FOUL (1 Tech),[1629651],1610612751.0,BKN,double,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,2004.0,,,,,,,0.0,1.0,,
48,PT08M24.00S,2024-03-10T23:20:14.7Z,1,REGULAR,foul,personal,[],1630560,,,1610612739,6,10,2024-03-10T23:25:36Z,480000,False,,,0,,C. Thomas personal FOUL (1 PF),"[1630560, 1630171]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,202037.0,,,,,,,1.0,0.0,Okoro,1630171.0
51,PT08M21.00S,2024-03-10T23:20:35.0Z,1,REGULAR,foul,personal,[],1627827,,,1610612739,6,10,2024-03-10T23:20:40Z,510000,False,,,0,,D. Finney-Smith personal FOUL (1 PF),"[1627827, 1628386]",1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Mid-Range,8-16 Center,,,,,,,,,,202037.0,,,,,,,1.0,0.0,Allen,1628386.0
53,PT08M06.00S,2024-03-10T23:21:05.9Z,1,REGULAR,3pt,Jump Shot,[],1629636,77.7431011826544,6.61764705882353,1610612739,6,10,2024-03-10T23:25:36Z,530000,False,-217.0,157.0,1,right,MISS D. Garland 26' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,,,,26.76,Missed,,,,,,,,,,,,,,,
54,PT08M02.00S,2024-03-10T23:21:08.9Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,6,10,2024-03-10T23:21:08Z,540000,False,,,0,,N. Claxton REBOUND (Off:1 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,53.0,2.0,1.0,1.0,,,,
55,PT07M45.00S,2024-03-10T23:21:28.1Z,1,REGULAR,turnover,out-of-bounds,[],203471,,,1610612751,6,10,2024-03-10T23:21:41Z,550000,False,,,0,,D. Schroder lost ball out-of-bounds TURNOVER (1 TO),[203471],1610612751.0,BKN,lost ball,,,Schroder,D. Schroder,,,,,Mid-Range,8-16 Right,1.0,,,,,,,,,202037.0,,,,,,,,,,
56,PT07M26.00S,2024-03-10T23:21:53.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1627777,93.24901445466492,66.91176470588235,1610612739,6,10,2024-03-10T23:22:22Z,560000,False,85.0,11.0,1,right,MISS G. Niang 8' driving floating Shot,[1627777],1610612739.0,CLE,driving floating,,,Niang,G. Niang,,,,,Mid-Range,8-16 Right,,,,8.53,Missed,,,,,,,,,,,,,,,
57,PT07M23.00S,2024-03-10T23:21:56.6Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612751,6,10,2024-03-10T23:21:56Z,570000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,56.0,1.0,1.0,0.0,,,,
58,PT07M21.00S,2024-03-10T23:22:03.3Z,1,REGULAR,foul,personal,['2freethrow'],1629636,,,1610612751,6,10,2024-03-10T23:22:09Z,580000,False,,,0,,D. Garland shooting personal FOUL (1 PF) (Bridges 2 FT),"[1629636, 1628969]",1610612739.0,CLE,shooting,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,,,,,,,,,,202037.0,,,,,,,1.0,0.0,Bridges,1628969.0
60,PT07M21.00S,2024-03-10T23:22:33.7Z,1,REGULAR,freethrow,1 of 2,[],1628969,,,1610612751,6,11,2024-03-10T23:22:33Z,600000,False,,,0,,M. Bridges Free Throw 1 of 2 (5 PTS),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
61,PT07M21.00S,2024-03-10T23:22:47.0Z,1,REGULAR,freethrow,2 of 2,[],1628969,,,1610612751,6,12,2024-03-10T23:22:47Z,610000,False,,,0,,M. Bridges Free Throw 2 of 2 (6 PTS),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
62,PT07M04.00S,2024-03-10T23:23:05.4Z,1,REGULAR,3pt,Jump Shot,[],1629636,81.8166885676741,92.15686274509804,1610612739,9,12,2024-03-10T23:23:10Z,620000,False,211.0,118.0,1,right,D. Garland 24' 3PT  (5 PTS) (J. Allen 2 AST),"[1629636, 1628386]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Right Center,,,,24.18,Made,5.0,J. Allen,1628386.0,2.0,,,,,,,,,,,
64,PT06M51.00S,2024-03-10T23:23:18.9Z,1,REGULAR,3pt,Jump Shot,[],1627827,18.347568988173457,4.411764705882353,1610612751,9,12,2024-03-10T23:23:23Z,640000,False,228.0,120.0,1,left,MISS D. Finney-Smith 25' 3PT,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Right Center,,,,25.76,Missed,,,,,,,,,,,,,,,
65,PT06M49.00S,2024-03-10T23:23:20.9Z,1,REGULAR,rebound,defensive,[],1627747,,,1610612739,9,12,2024-03-10T23:23:23Z,650000,False,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,64.0,1.0,1.0,0.0,,,,
66,PT06M41.00S,2024-03-10T23:23:28.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,94.95729303547962,50.49019607843137,1610612739,9,12,2024-03-10T23:23:34Z,660000,False,2.0,-5.0,1,right,MISS J. Allen bank Hook,[1628386],1610612739.0,CLE,bank,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,0.57,Missed,,,,,,,,,,,,,,,
67,PT06M41.00S,2024-03-10T23:23:28.3Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,9,12,2024-03-10T23:23:34Z,670000,False,,,0,,J. Allen REBOUND (Off:1 Def:0),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,66.0,1.0,0.0,1.0,,,,
68,PT06M41.00S,2024-03-10T23:23:34.0Z,1,REGULAR,foul,personal,['2freethrow'],1629651,,,1610612739,9,12,2024-03-10T23:23:44Z,680000,False,,,0,,N. Claxton shooting personal FOUL (1 PF) (Allen 2 FT),"[1629651, 1628386]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,202037.0,,,,,,,1.0,1.0,Allen,1628386.0
70,PT06M41.00S,2024-03-10T23:23:48.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,9,12,2024-03-10T23:23:48Z,700000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M41.00S,2024-03-10T23:25:55.8Z,1,REGULAR,substitution,out,[],1628969,,,1610612739,9,12,2024-03-10T23:26:13Z,710000,False,,,0,,SUB out: M. Bridges,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M41.00S,2024-03-10T23:25:55.8Z,1,REGULAR,substitution,out,[],1629651,,,1610612739,9,12,2024-03-10T23:26:13Z,720000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M41.00S,2024-03-10T23:25:55.8Z,1,REGULAR,substitution,in,[],1630549,,,1610612739,9,12,2024-03-10T23:26:13Z,730000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M41.00S,2024-03-10T23:25:55.8Z,1,REGULAR,substitution,in,[],1629022,,,1610612739,9,12,2024-03-10T23:26:13Z,740000,False,,,0,,SUB in: L. Walker IV,[1629022],1610612751.0,BKN,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M41.00S,2024-03-10T23:26:38.8Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628386,,,1610612739,10,12,2024-03-10T23:26:38Z,750000,False,,,0,,J. Allen Free Throw 1 of 2 (1 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
77,PT06M41.00S,2024-03-10T23:26:51.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628386,,,1610612739,11,12,2024-03-10T23:26:51Z,760000,False,,,0,,J. Allen Free Throw 2 of 2 (2 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
78,PT06M26.00S,2024-03-10T23:27:08.9Z,1,REGULAR,2pt,Jump Shot,[],1630560,6.389618922470433,15.441176470588236,1610612751,11,14,2024-03-10T23:27:14Z,770000,False,173.0,8.0,1,left,C. Thomas 17' pullup Jump Shot (2 PTS) (D. Sharpe 1 AST),"[1630560, 1630549]",1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,Mid-Range,16-24 Right,,,,17.3,Made,2.0,D. Sharpe,1630549.0,1.0,,,,,,,,,,,
80,PT06M06.00S,2024-03-10T23:27:28.3Z,1,REGULAR,3pt,Jump Shot,[],1629636,67.7562417871222,24.754901960784316,1610612739,14,14,2024-03-10T23:27:33Z,790000,False,-126.0,251.0,1,right,D. Garland 28' 3PT  (8 PTS) (G. Niang 1 AST),"[1629636, 1627777]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,,,,28.06,Made,8.0,G. Niang,1627777.0,1.0,,,,,,,,,,,
82,PT05M56.00S,2024-03-10T23:27:41.7Z,1,REGULAR,foul,personal,['2freethrow'],1630171,,,1610612751,14,14,2024-03-10T23:28:02Z,810000,False,,,0,,I. Okoro shooting personal FOUL (1 PF) (Thomas 2 FT),"[1630171, 1630560]",1610612739.0,CLE,shooting,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202037.0,,,,,,,1.0,0.0,Thomas,1630560.0
84,PT05M56.00S,2024-03-10T23:28:07.3Z,1,REGULAR,freethrow,1 of 2,[],1630560,,,1610612751,14,14,2024-03-10T23:28:07Z,830000,False,,,0,,MISS C. Thomas Free Throw 1 of 2,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
85,PT05M56.00S,2024-03-10T23:28:07.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,14,14,2024-03-10T23:28:07Z,840000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,84.0,,,,,,,
86,PT05M56.00S,2024-03-10T23:28:08.3Z,1,REGULAR,substitution,out,[],1627747,,,1610612751,14,14,2024-03-10T23:28:21Z,850000,False,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M56.00S,2024-03-10T23:28:08.3Z,1,REGULAR,substitution,out,[],1628386,,,1610612751,14,14,2024-03-10T23:28:21Z,860000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M56.00S,2024-03-10T23:28:08.3Z,1,REGULAR,substitution,in,[],1627745,,,1610612751,14,14,2024-03-10T23:28:21Z,870000,False,,,0,,SUB in: D. Jones,[1627745],1610612739.0,CLE,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M56.00S,2024-03-10T23:28:08.3Z,1,REGULAR,substitution,in,[],1630241,,,1610612751,14,14,2024-03-10T23:28:21Z,880000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M56.00S,2024-03-10T23:28:26.8Z,1,REGULAR,freethrow,2 of 2,[],1630560,,,1610612751,14,15,2024-03-10T23:28:26Z,890000,False,,,0,,C. Thomas Free Throw 2 of 2 (3 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
91,PT05M36.00S,2024-03-10T23:28:48.2Z,1,REGULAR,3pt,Jump Shot,[],1629636,77.4802890932983,9.558823529411764,1610612739,14,15,2024-03-10T23:28:54Z,900000,False,-202.0,159.0,1,right,MISS D. Garland 25' step back 3PT,[1629636],1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,,,,25.74,Missed,,,,,,,,,,,,,,,
