actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
25,PT09M47.00S,2024-01-11T19:14:21.1Z,1,REGULAR,rebound,defensive,[],203915,,,1610612751,6,2,2024-01-11T19:14:21Z,250000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Center,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,
26,PT09M40.00S,2024-01-11T19:14:27.9Z,1,REGULAR,3pt,Jump Shot,[],203915,67.09921156373193,55.14705882352941,1610612751,6,2,2024-01-11T20:38:44Z,260000,False,26.0,257.0,1,right,MISS S. Dinwiddie 25' 3PT,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Center,25.81,Missed,,,,,,,,,,,,,,,,,,
27,PT09M36.00S,2024-01-11T19:14:31.9Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,6,2,2024-01-11T19:14:32Z,270000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,,,26.0,2.0,2.0,0.0,,,,,,,,,,,,,,
28,PT09M32.00S,2024-01-11T19:14:36.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628378,4.944152431011826,50.0,1610612739,6,2,2024-01-11T19:20:27Z,280000,False,0.0,-6.0,1,left,MISS D. Mitchell running Layup - blocked,"[1628378, 1627827]",1610612739.0,CLE,running,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,0.6,Missed,,,,,,,,,,,,,,,,,Finney-Smith,1627827.0
29,PT09M32.00S,2024-01-11T19:14:36.1Z,1,REGULAR,block,,[],1627827,,,1610612739,6,2,2024-01-11T19:20:09Z,290000,False,,,0,,D. Finney-Smith BLOCK (1 BLK),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
30,PT09M28.00S,2024-01-11T19:14:40.1Z,1,REGULAR,rebound,defensive,[],203915,,,1610612751,6,2,2024-01-11T19:20:09Z,300000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:2),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,,,28.0,2.0,2.0,0.0,,,,,,,,,,,,,,
31,PT09M23.00S,2024-01-11T19:14:44.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,93.38042049934296,46.568627450980394,1610612751,6,4,2024-01-11T19:18:46Z,310000,False,-17.0,10.0,1,right,S. Dinwiddie driving floating Jump Shot (2 PTS),[203915],1610612751.0,BKN,driving floating,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,1.97,Made,,,,,2.0,,,,,,,,,,,,,
32,PT08M59.00S,2024-01-11T19:15:08.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630171,6.783837056504599,34.80392156862745,1610612739,8,4,2024-01-11T19:15:12Z,320000,False,76.0,11.0,1,left,I. Okoro 7' driving floating bank Jump Shot (2 PTS) (J. Allen 1 AST),"[1630171, 1628386]",1610612739.0,CLE,driving floating bank,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),0-8 Center,7.68,Made,,,,,2.0,,,,,,,,,J. Allen,1628386.0,1.0,,
34,PT08M32.00S,2024-01-11T19:15:36.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628969,93.38042049934296,50.245098039215684,1610612751,8,4,2024-01-11T19:15:43Z,340000,False,1.0,10.0,1,right,MISS M. Bridges driving DUNK - blocked,"[1628969, 1628386]",1610612751.0,BKN,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,0.98,Missed,,,,,,,,,,,,,,,,,Allen,1628386.0
55,PT08M32.00S,2024-01-11T19:15:36.4Z,1,REGULAR,block,,[],1628386,,,1610612751,8,4,2024-01-11T19:20:39Z,345000,False,,,0,,J. Allen BLOCK (1 BLK),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
35,PT08M27.00S,2024-01-11T19:15:41.4Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,8,4,2024-01-11T19:15:43Z,350000,False,,,0,,D. Wade REBOUND (Off:0 Def:1),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,,
36,PT08M23.00S,2024-01-11T19:15:44.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629622,27.808804204993432,15.686274509803921,1610612739,8,4,2024-01-11T19:21:23Z,360000,False,172.0,209.0,1,left,MISS M. Strus 27' running pullup 3PT,[1629622],1610612739.0,CLE,running pullup,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,27.03,Missed,,,,,,,,,,,,,,,,,,
37,PT08M20.00S,2024-01-11T19:15:48.0Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,8,4,2024-01-11T19:15:48Z,370000,False,,,0,,N. Claxton REBOUND (Off:0 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Right Center,,,36.0,2.0,2.0,0.0,,,,,,,,,,,,,,
38,PT08M14.00S,2024-01-11T19:15:54.1Z,1,REGULAR,3pt,Jump Shot,[],1628969,74.72076215505913,10.294117647058822,1610612751,8,4,2024-01-11T19:15:57Z,380000,False,-199.0,185.0,1,right,MISS M. Bridges 27' 3PT,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,27.14,Missed,,,,,,,,,,,,,,,,,,
39,PT08M10.00S,2024-01-11T19:15:57.3Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,8,4,2024-01-11T19:15:57Z,390000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:3),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,38.0,3.0,3.0,0.0,,,,,,,,,,,,,,
40,PT08M02.00S,2024-01-11T19:16:06.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630171,9.411957950065702,96.81372549019608,1610612739,8,4,2024-01-11T19:23:14Z,400000,False,-234.0,36.0,1,left,MISS I. Okoro running 3PT,[1630171],1610612739.0,CLE,running,,,Okoro,I. Okoro,,,,,Left Corner 3,24+ Left,23.69,Missed,,,,,,,,,,,,,,,,,,
41,PT08M01.00S,2024-01-11T19:16:07.4Z,1,REGULAR,rebound,offensive,[],1628378,,,1610612739,8,4,2024-01-11T20:55:42Z,410000,False,,,0,,D. Mitchell REBOUND (Off:1 Def:3),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Left Corner 3,24+ Left,,,40.0,4.0,3.0,1.0,,,,,,,,,,,,,,
42,PT08M01.00S,2024-01-11T19:16:13.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628378,5.590000152587891,50.0,1610612739,10,4,2024-01-11T20:55:50Z,420000,False,0.0,0.0,1,left,D. Mitchell putback Layup (8 PTS),[1628378],1610612739.0,CLE,putback,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,8.0,,,,,,,,,,,,,
43,PT07M32.00S,2024-01-11T19:16:35.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,93.51182654402102,42.64705882352941,1610612751,10,4,2024-01-11T19:16:41Z,430000,False,-37.0,8.0,1,right,MISS N. Claxton turnaround Hook,[1629651],1610612751.0,BKN,turnaround,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,3.78,Missed,,,,,,,,,,,,,,,,,,
44,PT07M28.00S,2024-01-11T19:16:39.2Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,10,4,2024-01-11T19:16:39Z,440000,False,,,0,,J. Allen REBOUND (Off:0 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,43.0,2.0,2.0,0.0,,,,,,,,,,,,,,
45,PT07M18.00S,2024-01-11T19:16:51.0Z,1,REGULAR,2pt,Jump Shot,[],1628386,19.793035479632064,33.088235294117645,1610612739,10,4,2024-01-11T19:16:55Z,450000,False,85.0,134.0,1,left,MISS J. Allen 15' turnaround Shot,[1628386],1610612739.0,CLE,turnaround,,,Allen,J. Allen,,,,,Mid-Range,8-16 Right,15.81,Missed,,,,,,,,,,,,,,,,,,
46,PT07M13.00S,2024-01-11T19:16:54.2Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,10,4,2024-01-11T19:16:54Z,460000,False,,,0,,N. Claxton REBOUND (Off:0 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Right,,,45.0,3.0,3.0,0.0,,,,,,,,,,,,,,
47,PT06M58.00S,2024-01-11T19:17:09.4Z,1,REGULAR,3pt,Jump Shot,[],1629661,74.45795006570303,11.519607843137255,1610612751,10,4,2024-01-11T19:17:14Z,470000,False,-192.0,188.0,1,right,MISS C. Johnson 26' 3PT,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Left Center,26.87,Missed,,,,,,,,,,,,,,,,,,
48,PT06M54.00S,2024-01-11T19:17:13.4Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,10,4,2024-01-11T19:17:14Z,480000,False,,,0,,D. Mitchell REBOUND (Off:1 Def:4),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,47.0,5.0,4.0,1.0,,,,,,,,,,,,,,
49,PT06M50.00S,2024-01-11T19:17:20.4Z,1,REGULAR,turnover,out-of-bounds,[],1628378,,,1610612739,10,4,2024-01-11T19:17:27Z,490000,False,,,0,,D. Mitchell bad pass out-of-bounds TURNOVER (1 TO),[1628378],1610612739.0,CLE,bad pass,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Right,,,,,,,,1.0,,,200833.0,,,,,,,,,
50,PT06M50.00S,2024-01-11T19:17:27.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,10,4,2024-01-11T19:17:27Z,500000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT06M50.00S,2024-01-11T19:17:56.7Z,1,REGULAR,substitution,out,[],1629622,,,1610612751,10,4,2024-01-11T19:20:23Z,510000,False,,,0,,SUB out: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M50.00S,2024-01-11T19:17:56.7Z,1,REGULAR,substitution,out,[],1629651,,,1610612751,10,4,2024-01-11T19:20:23Z,520000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M50.00S,2024-01-11T19:17:56.7Z,1,REGULAR,substitution,in,[],1627747,,,1610612751,10,4,2024-01-11T19:20:23Z,530000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M50.00S,2024-01-11T19:17:56.7Z,1,REGULAR,substitution,in,[],1626220,,,1610612751,10,4,2024-01-11T19:20:23Z,540000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M41.00S,2024-01-11T19:20:44.9Z,1,REGULAR,foul,personal,[],1627747,,,1610612751,10,4,2024-01-11T19:20:53Z,550000,False,,,0,,C. LeVert personal FOUL (1 PF),"[1627747, 1626220]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1830.0,1.0,0.0,O'Neale,1626220.0,,,,,
58,PT06M25.00S,2024-01-11T19:21:18.7Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612751,10,4,2024-01-11T19:21:24Z,570000,False,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,Mid-Range,16-24 Left,,,,,,,,,,,200833.0,,,,,,,,,
59,PT06M10.00S,2024-01-11T19:21:51.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628378,10.200394218134035,76.47058823529412,1610612739,12,4,2024-01-11T19:25:20Z,580000,False,-132.0,43.0,1,left,D. Mitchell 13' step back Jump Shot (10 PTS) (D. Wade 1 AST),"[1628378, 1629731]",1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Left,13.93,Made,,,,,10.0,,,,,,,,,D. Wade,1629731.0,1.0,,
61,PT05M49.00S,2024-01-11T19:22:13.0Z,1,REGULAR,turnover,lost ball,[],1628969,,,1610612751,12,4,2024-01-11T19:22:17Z,600000,False,,,0,,M. Bridges lost ball TURNOVER (2 TO),"[1628969, 1628378]",1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Left,,,,,,,,2.0,Mitchell,1628378.0,,,,,,,,,,
62,PT05M49.00S,2024-01-11T19:22:13.0Z,1,REGULAR,steal,,[],1628378,,,1610612739,12,4,2024-01-11T19:22:16Z,610000,False,,,0,,D. Mitchell STEAL (2 STL),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
63,PT05M46.00S,2024-01-11T19:22:19.2Z,1,REGULAR,foul,personal,['2freethrow'],1629661,,,1610612739,12,4,2024-01-11T19:31:19Z,620000,False,,,0,,C. Johnson shooting personal FOUL (1 PF) (LeVert 2 FT),"[1629661, 1627747]",1610612751.0,BKN,shooting,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,200833.0,1.0,0.0,LeVert,1627747.0,,,,,
65,PT05M46.00S,2024-01-11T19:22:45.1Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627747,,,1610612739,12,4,2024-01-11T19:22:45Z,640000,False,,,0,,MISS C. LeVert Free Throw 1 of 2,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
66,PT05M46.00S,2024-01-11T19:22:45.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,12,4,2024-01-11T19:22:45Z,650000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,
67,PT05M46.00S,2024-01-11T19:22:46.1Z,1,REGULAR,substitution,out,[],203915,,,1610612739,12,4,2024-01-11T19:23:11Z,660000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M46.00S,2024-01-11T19:22:46.1Z,1,REGULAR,substitution,out,[],1627827,,,1610612739,12,4,2024-01-11T19:23:11Z,670000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M46.00S,2024-01-11T19:22:46.1Z,1,REGULAR,substitution,in,[],1628372,,,1610612739,12,4,2024-01-11T19:23:11Z,680000,False,,,0,,SUB in: D. Smith Jr.,[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M46.00S,2024-01-11T19:22:46.1Z,1,REGULAR,substitution,in,[],1629651,,,1610612739,12,4,2024-01-11T19:23:11Z,690000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M46.00S,2024-01-11T19:23:13.8Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627747,,,1610612739,13,4,2024-01-11T19:23:13Z,700000,False,,,0,,C. LeVert Free Throw 2 of 2 (1 PTS),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
72,PT05M28.00S,2024-01-11T19:23:34.7Z,1,REGULAR,3pt,Jump Shot,[],1626220,75.24638633377135,87.25490196078431,1610612751,13,4,2024-01-11T19:30:27Z,710000,False,186.0,180.0,1,right,MISS R. O'Neale 25' 3PT,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,25.92,Missed,,,,,,,,,,,,,,,,,,
73,PT05M25.00S,2024-01-11T19:23:37.9Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,13,4,2024-01-11T19:23:37Z,720000,False,,,0,,J. Allen REBOUND (Off:0 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Right Center,,,72.0,3.0,3.0,0.0,,,,,,,,,,,,,,
74,PT05M08.00S,2024-01-11T19:23:54.5Z,1,REGULAR,3pt,Jump Shot,[],1628378,30.436925098554536,70.34313725490196,1610612739,13,4,2024-01-11T19:31:45Z,730000,False,-102.0,234.0,1,left,MISS D. Mitchell 25' pullup 3PT,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,25.48,Missed,,,,,,,,,,,,,,,,,,
75,PT05M08.00S,2024-01-11T19:23:54.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,13,4,2024-01-11T19:30:29Z,740000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Left Center,,,74.0,,,,,,,,,,,,,,,,,
77,PT04M45.00S,2024-01-11T19:24:27.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,88.91261498028909,40.44117647058824,1610612751,13,4,2024-01-11T19:32:08Z,760000,False,-48.0,52.0,1,right,MISS M. Bridges 7' fadeaway Shot - blocked,"[1628969, 1628386]",1610612751.0,BKN,fadeaway,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,7.04,Missed,,,,,,,,,,,,,,,,,Allen,1628386.0
78,PT04M45.00S,2024-01-11T19:24:27.1Z,1,REGULAR,block,,[],1628386,,,1610612751,13,4,2024-01-11T19:24:30Z,770000,False,,,0,,J. Allen BLOCK (2 BLK),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
