actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
16,PT10M51.00S,2023-02-24T03:11:46.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629642,70.77858081471747,73.0392156862745,1610612757,0,3,2023-02-24T03:11:57Z,160000,False,115.0,222.0,1,right,N. Little 25' 3PT running pullup (3 PTS) (R. Arcidiacono 1 AST),"[1629642, 1627853]",1610612757.0,POR,running pullup,,,Little,N. Little,,,,,Above the Break 3,24+ Right Center,25.03,Made,,,,,,,,3.0,R. Arcidiacono,1627853.0,1.0,,,,,,,
18,PT10M34.00S,2023-02-24T03:12:02.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627734,9.806176084099869,57.84313725490197,1610612758,0,3,2023-02-24T03:12:11Z,180000,False,-39.0,40.0,1,left,MISS D. Sabonis turnaround Shot,[1627734],1610612758.0,SAC,turnaround,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,5.58,Missed,,,,,,,,,,,,,,,,,,
19,PT10M32.00S,2023-02-24T03:12:04.8Z,1,REGULAR,rebound,defensive,[],1627853,,,1610612757,0,3,2023-02-24T03:12:11Z,190000,False,,,0,,R. Arcidiacono REBOUND (Off:0 Def:2),[1627853],1610612757.0,POR,,,,Arcidiacono,R. Arcidiacono,,,,,In The Paint (Non-RA),0-8 Center,,,18.0,,,,2.0,2.0,0.0,,,,,,,,,,,
21,PT10M20.00S,2023-02-24T03:12:21.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629629,91.14651773981603,64.70588235294117,1610612757,0,5,2023-02-24T03:14:38Z,210000,False,74.0,31.0,1,right,C. Reddish 7' driving Layup (2 PTS) (D. Eubanks 1 AST),"[1629629, 1629234]",1610612757.0,POR,driving,,,Reddish,C. Reddish,,,,,In The Paint (Non-RA),0-8 Center,7.97,Made,,,,,,,,2.0,D. Eubanks,1629234.0,1.0,,,,,,,
22,PT10M06.00S,2023-02-24T03:12:31.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,6.652431011826544,51.9607843137255,1610612758,2,5,2023-02-24T03:12:36Z,220000,False,-10.0,10.0,1,left,D. Sabonis cutting Layup (2 PTS) (D. Fox 1 AST),"[1627734, 1628368]",1610612758.0,SAC,cutting,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,1.4,Made,,,,,,,,2.0,D. Fox,1628368.0,1.0,,,,,,,
25,PT09M48.00S,2023-02-24T03:13:03.8Z,1,REGULAR,turnover,bad pass,[],1629629,,,1610612757,2,5,2023-02-24T03:13:09Z,250000,False,,,0,,C. Reddish bad pass TURNOVER (1 TO),"[1629629, 1627734]",1610612757.0,POR,,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Center,,,,1.0,Sabonis,1627734.0,,,,,,,,,,,,,,
26,PT09M48.00S,2023-02-24T03:13:03.8Z,1,REGULAR,steal,,[],1627734,,,1610612758,2,5,2023-02-24T03:13:07Z,260000,False,,,0,,D. Sabonis STEAL (1 STL),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
27,PT09M46.00S,2023-02-24T03:13:09.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628989,24.78646517739816,15.441176470588236,1610612758,2,5,2023-02-24T03:16:09Z,270000,False,173.0,180.0,1,left,MISS K. Huerter 24' 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,24.99,Missed,,,,,,,,,,,,,,,,,,
28,PT09M44.00S,2023-02-24T03:13:11.6Z,1,REGULAR,rebound,defensive,[],1629234,,,1610612757,2,5,2023-02-24T03:16:09Z,280000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:1),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Above the Break 3,24+ Right Center,,,27.0,,,,1.0,1.0,0.0,,,,,,,,,,,
29,PT09M29.00S,2023-02-24T03:13:22.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627853,85.62746386333771,52.450980392156865,1610612757,2,5,2023-02-24T03:13:28Z,290000,False,12.0,83.0,1,right,MISS R. Arcidiacono 8' floating Shot,[1627853],1610612757.0,POR,floating,,,Arcidiacono,R. Arcidiacono,,,,,In The Paint (Non-RA),8-16 Center,8.35,Missed,,,,,,,,,,,,,,,,,,
30,PT09M27.00S,2023-02-24T03:13:24.4Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,2,5,2023-02-24T03:13:28Z,300000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,29.0,,,,2.0,2.0,0.0,,,,,,,,,,,
31,PT09M20.00S,2023-02-24T03:13:31.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,8.623521681997373,55.14705882352941,1610612758,2,5,2023-02-24T03:16:49Z,310000,False,-26.0,29.0,1,left,MISS D. Fox driving Layup,[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,3.85,Missed,,,,,,,,,,,,,,,,,,
32,PT09M16.00S,2023-02-24T03:13:35.3Z,1,REGULAR,rebound,defensive,[],1629642,,,1610612757,2,5,2023-02-24T03:13:39Z,320000,False,,,0,,N. Little REBOUND (Off:0 Def:1),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,Restricted Area,0-8 Center,,,31.0,,,,1.0,1.0,0.0,,,,,,,,,,,
33,PT09M06.00S,2023-02-24T03:13:48.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629642,93.38042049934296,55.63725490196079,1610612757,2,7,2023-02-24T03:13:54Z,330000,False,28.0,10.0,1,right,N. Little driving Layup (5 PTS) (R. Arcidiacono 2 AST),"[1629642, 1627853]",1610612757.0,POR,driving,,,Little,N. Little,,,,,Restricted Area,0-8 Center,2.98,Made,,,,,,,,5.0,R. Arcidiacono,1627853.0,2.0,,,,,,,
34,PT09M06.00S,2023-02-24T03:13:52.0Z,1,REGULAR,foul,personal,['1freethrow'],1628368,,,1610612757,2,7,2023-02-24T03:14:11Z,340000,False,,,0,,D. Fox shooting personal FOUL (1 PF) (Little 1 FT),"[1628368, 1629642]",1610612758.0,SAC,shooting,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2534.0,1.0,0.0,Little,1629642.0,,
36,PT09M06.00S,2023-02-24T03:14:12.2Z,1,REGULAR,freethrow,1 of 1,[],1629642,,,1610612757,2,8,2023-02-24T03:14:12Z,360000,False,,,0,,N. Little Free Throw 1 of 1 (6 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,Made,,,,,,,,6.0,,,,,,,,,,
37,PT09M00.00S,2023-02-24T03:14:18.6Z,1,REGULAR,3pt,Jump Shot,[],203084,8.492115637319317,4.411764705882353,1610612758,2,8,2023-02-24T03:14:31Z,370000,False,228.0,27.0,1,left,MISS H. Barnes 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,22.95,Missed,,,,,,,,,,,,,,,,,,
38,PT08M56.00S,2023-02-24T03:14:22.6Z,1,REGULAR,rebound,defensive,[],1629642,,,1610612757,2,8,2023-02-24T03:14:26Z,380000,False,,,0,,N. Little REBOUND (Off:0 Def:2),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,Right Corner 3,24+ Right,,,37.0,,,,2.0,2.0,0.0,,,,,,,,,,,
39,PT08M46.00S,2023-02-24T03:14:32.5Z,1,REGULAR,3pt,Jump Shot,[],1629629,79.31997371879106,8.823529411764707,1610612757,2,11,2023-02-24T03:14:38Z,390000,False,-206.0,142.0,1,right,C. Reddish 25' 3PT  (5 PTS) (D. Eubanks 2 AST),"[1629629, 1629234]",1610612757.0,POR,,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Left Center,25.01,Made,,,,,,,,5.0,D. Eubanks,1629234.0,2.0,,,,,,,
42,PT08M29.00S,2023-02-24T03:14:49.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,5.995400788436268,53.431372549019606,1610612758,4,11,2023-02-24T03:14:55Z,410000,False,-17.0,4.0,1,left,K. Huerter cutting Layup (2 PTS) (D. Sabonis 1 AST),"[1628989, 1627734]",1610612758.0,SAC,cutting,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,,,,2.0,D. Sabonis,1627734.0,1.0,,,,,,,
44,PT08M03.00S,2023-02-24T03:15:14.7Z,1,REGULAR,3pt,Jump Shot,[],1629642,72.35545335085413,18.38235294117647,1610612757,4,14,2023-02-24T03:19:07Z,430000,False,-158.0,207.0,1,right,N. Little 26' 3PT step back (9 PTS),[1629642],1610612757.0,POR,step back,,,Little,N. Little,,,,,Above the Break 3,24+ Left Center,26.08,Made,,,,,,,,9.0,,,,,,,,,,
45,PT07M54.00S,2023-02-24T03:15:24.1Z,1,REGULAR,3pt,Jump Shot,[],1628368,27.020367936925098,78.18627450980392,1610612758,4,14,2023-02-24T03:15:31Z,440000,False,-141.0,201.0,1,left,MISS D. Fox 24' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,24.59,Missed,,,,,,,,,,,,,,,,,,
46,PT07M50.00S,2023-02-24T03:15:28.1Z,1,REGULAR,rebound,defensive,[],1627853,,,1610612757,4,14,2023-02-24T03:15:31Z,450000,False,,,0,,R. Arcidiacono REBOUND (Off:0 Def:3),[1627853],1610612757.0,POR,,,,Arcidiacono,R. Arcidiacono,,,,,Above the Break 3,24+ Left Center,,,45.0,,,,3.0,3.0,0.0,,,,,,,,,,,
47,PT07M46.00S,2023-02-24T03:15:33.1Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1629642,76.03482260183968,49.01960784313725,1610612757,4,14,2023-02-24T03:15:45Z,460000,False,-5.0,173.0,1,right,MISS N. Little 17' running pullup Shot,[1629642],1610612757.0,POR,running pullup,,,Little,N. Little,,,,,Mid-Range,16-24 Center,17.29,Missed,,,,,,,,,,,,,,,,,,
48,PT07M42.00S,2023-02-24T03:15:36.5Z,1,REGULAR,rebound,offensive,[],1629234,,,1610612757,4,14,2023-02-24T03:15:36Z,470000,False,,,0,,D. Eubanks REBOUND (Off:1 Def:1),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Mid-Range,16-24 Center,,,47.0,,,,2.0,1.0,1.0,,,,,,,,,,,
49,PT07M32.00S,2023-02-24T03:15:46.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629680,89.17542706964521,3.6764705882352944,1610612757,4,17,2023-02-24T03:15:53Z,480000,False,-232.0,49.0,1,right,M. Thybulle 3PT  (3 PTS) (C. Reddish 1 AST),"[1629680, 1629629]",1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Left Corner 3,24+ Left,23.68,Made,,,,,,,,3.0,C. Reddish,1629629.0,1.0,,,,,,,
51,PT07M22.00S,2023-02-24T03:15:56.9Z,1,REGULAR,turnover,lost ball,[],1627734,,,1610612758,4,17,2023-02-24T03:16:00Z,500000,False,,,0,,D. Sabonis lost ball TURNOVER (1 TO),"[1627734, 1629629]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Left,,,,1.0,Reddish,1629629.0,,,,,,,,,,,,,,
52,PT07M22.00S,2023-02-24T03:15:56.9Z,1,REGULAR,steal,,[],1629629,,,1610612757,4,17,2023-02-24T03:15:58Z,510000,False,,,0,,C. Reddish STEAL (1 STL),[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
53,PT07M17.00S,2023-02-24T03:16:01.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629629,93.11760840998686,53.431372549019606,1610612757,4,19,2023-02-24T03:21:37Z,520000,False,17.0,12.0,1,right,C. Reddish running Layup (7 PTS) (N. Little 1 AST),"[1629629, 1629642]",1610612757.0,POR,running,,,Reddish,C. Reddish,,,,,Restricted Area,0-8 Center,2.11,Made,,,,,,,,7.0,N. Little,1629642.0,1.0,,,,,,,
54,PT07M17.00S,2023-02-24T03:16:58.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,4,19,2023-02-24T03:16:58Z,530000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M17.00S,2023-02-24T03:18:27.7Z,1,REGULAR,substitution,out,[],203084,,,1610612758,4,19,2023-02-24T03:19:00Z,540000,False,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M17.00S,2023-02-24T03:18:27.7Z,1,REGULAR,substitution,out,[],1628368,,,1610612758,4,19,2023-02-24T03:19:00Z,550000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M17.00S,2023-02-24T03:18:27.7Z,1,REGULAR,substitution,out,[],1629234,,,1610612758,4,19,2023-02-24T03:19:00Z,560000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M17.00S,2023-02-24T03:18:27.7Z,1,REGULAR,substitution,out,[],1629629,,,1610612758,4,19,2023-02-24T03:19:00Z,570000,False,,,0,,SUB out: C. Reddish,[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M17.00S,2023-02-24T03:18:27.7Z,1,REGULAR,substitution,in,[],1629056,,,1610612758,4,19,2023-02-24T03:19:00Z,580000,False,,,0,,SUB in: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M17.00S,2023-02-24T03:18:27.7Z,1,REGULAR,substitution,in,[],1630558,,,1610612758,4,19,2023-02-24T03:19:00Z,590000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M17.00S,2023-02-24T03:18:27.7Z,1,REGULAR,substitution,in,[],1630570,,,1610612758,4,19,2023-02-24T03:19:00Z,600000,False,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M17.00S,2023-02-24T03:18:27.7Z,1,REGULAR,substitution,in,[],1631101,,,1610612758,4,19,2023-02-24T03:19:00Z,610000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M57.00S,2023-02-24T03:19:23.5Z,1,REGULAR,turnover,traveling,[],1629056,,,1610612758,4,19,2023-02-24T03:19:32Z,620000,False,,,0,,T. Davis traveling TURNOVER (1 TO),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,Above the Break 3,24+ Left Center,,,,1.0,,,,,,,,,,203054.0,,,,,,
65,PT06M39.00S,2023-02-24T03:19:51.8Z,1,REGULAR,turnover,bad pass,[],1630570,,,1610612757,4,19,2023-02-24T03:19:56Z,630000,False,,,0,,T. Watford bad pass TURNOVER (1 TO),"[1630570, 1627734]",1610612757.0,POR,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Center,,,,1.0,Sabonis,1627734.0,,,,,,,,,,,,,,
66,PT06M39.00S,2023-02-24T03:19:51.8Z,1,REGULAR,steal,,[],1627734,,,1610612758,4,19,2023-02-24T03:21:25Z,640000,False,,,0,,D. Sabonis STEAL (2 STL),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
67,PT06M36.00S,2023-02-24T03:19:56.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629056,5.995400788436268,51.470588235294116,1610612758,6,19,2023-02-24T03:20:01Z,650000,False,-7.0,4.0,1,left,T. Davis running Layup (2 PTS) (D. Sabonis 2 AST),"[1629056, 1627734]",1610612758.0,SAC,running,,,Davis,T. Davis,,,,,Restricted Area,0-8 Center,0.84,Made,,,,,,,,2.0,D. Sabonis,1627734.0,2.0,,,,,,,
68,PT06M36.00S,2023-02-24T03:20:02.9Z,1,REGULAR,foul,personal,['1freethrow'],1630570,,,1610612758,6,19,2023-02-24T03:20:12Z,660000,False,,,0,,T. Watford shooting personal FOUL (1 PF) (Davis 1 FT),"[1630570, 1629056]",1610612757.0,POR,shooting,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2534.0,1.0,0.0,Davis,1629056.0,,
70,PT06M36.00S,2023-02-24T03:20:21.3Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1629056,,,1610612758,6,19,2023-02-24T03:20:27Z,680000,False,,,0,,MISS T. Davis Free Throw 1 of 1,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
71,PT06M32.00S,2023-02-24T03:20:25.3Z,1,REGULAR,rebound,defensive,[],1630570,,,1610612757,6,19,2023-02-24T03:20:27Z,690000,False,,,0,,T. Watford REBOUND (Off:0 Def:1),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,70.0,,,,1.0,1.0,0.0,,,,,,,,,,,
72,PT06M26.00S,2023-02-24T03:20:29.9Z,1,REGULAR,3pt,Jump Shot,[],1631101,74.85216819973719,83.08823529411765,1610612757,6,22,2023-02-24T03:20:35Z,700000,False,165.0,184.0,1,right,S. Sharpe 24' 3PT  (3 PTS) (T. Watford 1 AST),"[1631101, 1630570]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,24.73,Made,,,,,,,,3.0,T. Watford,1630570.0,1.0,,,,,,,
74,PT06M11.00S,2023-02-24T03:20:49.2Z,1,REGULAR,foul,offensive,[],1629056,,,1610612758,6,22,2023-02-24T03:21:04Z,720000,False,,,0,,T. Davis charge offensive FOUL (1 PF),"[1629056, 1627853]",1610612758.0,SAC,charge,,,Davis,T. Davis,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,203054.0,1.0,0.0,Arcidiacono,1627853.0,,
76,PT06M11.00S,2023-02-24T03:20:49.2Z,1,REGULAR,turnover,offensive foul,[],1629056,,,1610612758,6,22,2023-02-24T03:21:04Z,740000,False,,,0,,T. Davis offensive foul TURNOVER (2 TO),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,Mid-Range,8-16 Right,,,,2.0,,,,,,,,,,202027.0,,,,,,
77,PT06M00.00S,2023-02-24T03:21:17.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631101,85.62746386333771,96.07843137254902,1610612757,6,22,2023-02-24T03:21:29Z,750000,False,230.0,83.0,1,right,MISS S. Sharpe 24' 3PT,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Right Corner 3,24+ Right,24.48,Missed,,,,,,,,,,,,,,,,,,
78,PT05M56.00S,2023-02-24T03:21:20.1Z,1,REGULAR,rebound,offensive,[],1631101,,,1610612757,6,22,2023-02-24T03:21:20Z,760000,False,,,0,,S. Sharpe REBOUND (Off:1 Def:0),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Right Corner 3,24+ Right,,,77.0,,,,1.0,0.0,1.0,,,,,,,,,,,
79,PT05M53.00S,2023-02-24T03:21:23.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630570,83.78777923784494,44.85294117647059,1610612757,6,22,2023-02-24T03:21:32Z,770000,False,-26.0,100.0,1,right,MISS T. Watford 10' floating Shot,[1630570],1610612757.0,POR,floating,,,Watford,T. Watford,,,,,In The Paint (Non-RA),8-16 Center,10.32,Missed,,,,,,,,,,,,,,,,,,
80,PT05M49.00S,2023-02-24T03:21:27.4Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,6,22,2023-02-24T03:21:32Z,780000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,79.0,,,,3.0,3.0,0.0,,,,,,,,,,,
81,PT05M41.00S,2023-02-24T03:21:35.2Z,1,REGULAR,3pt,Jump Shot,[],1630558,9.017739816031538,3.6764705882352944,1610612758,9,22,2023-02-24T03:21:41Z,790000,False,232.0,32.0,1,left,D. Mitchell 3PT  (3 PTS) (T. Davis 1 AST),"[1630558, 1629056]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Right Corner 3,24+ Right,23.38,Made,,,,,,,,3.0,T. Davis,1629056.0,1.0,,,,,,,
84,PT05M25.00S,2023-02-24T03:21:51.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631101,92.19776609724047,49.26470588235294,1610612757,9,24,2023-02-24T03:21:56Z,810000,False,-4.0,21.0,1,right,S. Sharpe driving Layup (5 PTS) (T. Watford 2 AST),"[1631101, 1630570]",1610612757.0,POR,driving,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,2.11,Made,,,,,,,,5.0,T. Watford,1630570.0,2.0,,,,,,,
86,PT05M12.00S,2023-02-24T03:22:03.3Z,1,REGULAR,3pt,Jump Shot,[],1628989,25.837713534822605,81.37254901960785,1610612758,9,24,2023-02-24T03:22:08Z,830000,False,-157.0,190.0,1,left,MISS K. Huerter 24' 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,24.67,Missed,,,,,,,,,,,,,,,,,,
87,PT05M10.00S,2023-02-24T03:22:05.3Z,1,REGULAR,rebound,defensive,[],1631101,,,1610612757,9,24,2023-02-24T03:22:08Z,840000,False,,,0,,S. Sharpe REBOUND (Off:1 Def:1),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,,,86.0,,,,2.0,1.0,1.0,,,,,,,,,,,
