actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
28,PT10M24.00S,2022-12-29T03:13:09.6Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612758,0,6,2022-12-29T03:13:11Z,280000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:0),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,Right Corner 3,24+ Right,,,,,,,,,,27.0,,,,,,,1.0,0.0,1.0
29,PT10M24.00S,2022-12-29T03:13:13.7Z,1,REGULAR,foul,personal,['2freethrow'],203999,,,1610612758,0,6,2022-12-29T03:13:26Z,290000,False,,,0,,N. Jokic shooting personal FOUL (1 PF) (Barnes 2 FT),"[203999, 203084]",1610612743.0,DEN,shooting,,,Jokic,N. Jokic,,,,,1627964.0,Restricted Area,0-8 Center,,,,1.0,0.0,Barnes,203084.0,,,,,,,,,,,,
31,PT10M24.00S,2022-12-29T03:13:37.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203084,,,1610612758,0,6,2022-12-29T03:13:37Z,310000,False,,,0,,MISS H. Barnes Free Throw 1 of 2,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
32,PT10M24.00S,2022-12-29T03:13:37.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,0,6,2022-12-29T03:13:37Z,320000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,
33,PT10M24.00S,2022-12-29T03:13:51.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203084,,,1610612758,1,6,2022-12-29T03:13:51Z,330000,False,,,0,,H. Barnes Free Throw 2 of 2 (1 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,
34,PT10M11.00S,2022-12-29T03:14:09.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630192,93.38042049934296,50.98039215686274,1610612743,1,8,2022-12-29T03:14:14Z,340000,False,5.0,10.0,1,right,Z. Nnaji cutting DUNK (2 PTS) (B. Hyland 1 AST),"[1630192, 1630538]",1610612743.0,DEN,cutting,,,Nnaji,Z. Nnaji,,,,,,Restricted Area,0-8 Center,1.09,Made,2.0,,,,,,,,,,,B. Hyland,1630538.0,1.0,,,
36,PT10M00.00S,2022-12-29T03:14:25.3Z,1,REGULAR,foul,personal,[],203484,,,1610612758,1,8,2022-12-29T03:16:16Z,360000,False,,,0,,K. Caldwell-Pope personal FOUL (1 PF),"[203484, 1627734]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,1627964.0,Restricted Area,0-8 Center,,,,1.0,0.0,Sabonis,1627734.0,,,,,,,,,,,,
38,PT09M50.00S,2022-12-29T03:14:45.3Z,1,REGULAR,3pt,Jump Shot,[],1628368,23.209592641261498,11.27450980392157,1610612758,1,8,2022-12-29T03:14:51Z,380000,False,194.0,166.0,1,left,MISS D. Fox 25' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Above the Break 3,24+ Right Center,25.48,Missed,,,,,,,,,,,,,,,,,
39,PT09M46.00S,2022-12-29T03:14:49.3Z,1,REGULAR,rebound,offensive,[],1631099,,,1610612758,1,8,2022-12-29T03:14:51Z,390000,False,,,0,,K. Murray REBOUND (Off:1 Def:0),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,38.0,,,,,,,1.0,0.0,1.0
40,PT09M44.00S,2022-12-29T03:14:51.0Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1631099,4.812746386333772,76.22549019607843,1610612758,1,8,2022-12-29T03:14:57Z,400000,False,-131.0,-7.0,1,left,MISS K. Murray 13' step back Shot,[1631099],1610612758.0,SAC,step back,,,Murray,K. Murray,,,,,,Mid-Range,8-16 Left,13.13,Missed,,,,,,,,,,,,,,,,,
41,PT09M41.00S,2022-12-29T03:14:54.0Z,1,REGULAR,rebound,defensive,[],203484,,,1610612743,1,8,2022-12-29T03:14:57Z,410000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,Mid-Range,8-16 Left,,,,,,,,,,40.0,,,,,,,1.0,1.0,0.0
42,PT09M31.00S,2022-12-29T03:15:04.1Z,1,REGULAR,3pt,Jump Shot,[],1630192,91.5407358738502,96.32352941176471,1610612743,1,8,2022-12-29T03:15:09Z,420000,False,232.0,27.0,1,right,MISS Z. Nnaji 3PT,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,Right Corner 3,24+ Right,23.32,Missed,,,,,,,,,,,,,,,,,
43,PT09M27.00S,2022-12-29T03:15:08.1Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612758,1,8,2022-12-29T03:15:09Z,430000,False,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,Right Corner 3,24+ Right,,,,,,,,,,42.0,,,,,,,1.0,1.0,0.0
44,PT09M20.00S,2022-12-29T03:15:17.9Z,1,REGULAR,turnover,out-of-bounds,[],203084,,,1610612758,1,8,2022-12-29T03:15:24Z,440000,False,,,0,,H. Barnes bad pass out-of-bounds TURNOVER (1 TO),[203084],1610612758.0,SAC,bad pass,,,Barnes,H. Barnes,,,,,204059.0,Mid-Range,24+ Left,,,,,,,,,,,1.0,,,,,,,,
45,PT09M02.00S,2022-12-29T03:15:43.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203999,85.75886990801577,60.049019607843135,1610612743,1,10,2022-12-29T03:15:47Z,450000,False,50.0,81.0,1,right,N. Jokic 9' turnaround Hook (6 PTS),[203999],1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,,In The Paint (Non-RA),8-16 Right,9.56,Made,6.0,,,,,,,,,,,,,,,,
46,PT08M51.00S,2022-12-29T03:15:56.7Z,1,REGULAR,foul,personal,['2freethrow'],1630192,,,1610612758,1,10,2022-12-29T03:16:04Z,460000,False,,,0,,Z. Nnaji shooting personal FOUL (1 PF) (Barnes 2 FT),"[1630192, 203084]",1610612743.0,DEN,shooting,,,Nnaji,Z. Nnaji,,,,,204059.0,Restricted Area,0-8 Center,,,,1.0,0.0,Barnes,203084.0,,,,,,,,,,,,
48,PT08M51.00S,2022-12-29T03:16:17.3Z,1,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,2,10,2022-12-29T03:16:17Z,480000,False,,,0,,H. Barnes Free Throw 1 of 2 (2 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,
49,PT08M51.00S,2022-12-29T03:16:32.6Z,1,REGULAR,freethrow,2 of 2,[],203084,,,1610612758,3,10,2022-12-29T03:16:32Z,490000,False,,,0,,H. Barnes Free Throw 2 of 2 (3 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,
50,PT08M40.00S,2022-12-29T03:16:46.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629008,90.88370565045992,45.588235294117645,1610612743,3,12,2022-12-29T03:16:51Z,500000,False,-22.0,33.0,1,right,M. Porter Jr. Hook (2 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,Restricted Area,0-8 Center,3.99,Made,2.0,,,,,,,,,,,,,,,,
51,PT08M39.00S,2022-12-29T03:16:52.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,3,12,2022-12-29T03:16:52Z,510000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT08M30.00S,2022-12-29T03:19:51.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631099,6.258212877792378,49.50980392156863,1610612758,5,12,2022-12-29T03:20:02Z,520000,False,2.0,6.0,1,left,K. Murray cutting DUNK (2 PTS) (D. Fox 1 AST),"[1631099, 1628368]",1610612758.0,SAC,cutting,,,Murray,K. Murray,,,,,,Restricted Area,0-8 Center,0.68,Made,2.0,,,,,,,,,,,D. Fox,1628368.0,1.0,,,
54,PT08M22.00S,2022-12-29T03:19:59.7Z,1,REGULAR,3pt,Jump Shot,[],203484,69.07030223390277,30.88235294117647,1610612743,5,15,2022-12-29T03:20:04Z,540000,False,-96.0,238.0,1,right,K. Caldwell-Pope 25' 3PT  (3 PTS) (N. Jokic 1 AST),"[203484, 203999]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,Above the Break 3,24+ Left Center,25.67,Made,3.0,,,,,,,,,,,N. Jokic,203999.0,1.0,,,
56,PT08M12.00S,2022-12-29T03:20:11.9Z,1,REGULAR,foul,offensive,[],1627734,,,1610612758,5,15,2022-12-29T03:21:35Z,560000,False,,,0,,D. Sabonis offensive FOUL (1 PF),"[1627734, 203484]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,204059.0,Mid-Range,8-16 Left,,,,1.0,0.0,Caldwell-Pope,203484.0,,,,,,,,,,,,
58,PT08M12.00S,2022-12-29T03:20:11.9Z,1,REGULAR,turnover,offensive foul,[],1627734,,,1610612758,5,15,2022-12-29T03:21:35Z,580000,False,,,0,,D. Sabonis offensive foul TURNOVER (1 TO),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,204059.0,Mid-Range,8-16 Left,,,,,,,,,,,1.0,,,,,,,,
59,PT08M00.00S,2022-12-29T03:20:35.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203999,93.38042049934296,46.568627450980394,1610612743,5,17,2022-12-29T03:20:40Z,590000,False,-17.0,10.0,1,right,N. Jokic cutting Layup (8 PTS) (K. Caldwell-Pope 2 AST),"[203999, 203484]",1610612743.0,DEN,cutting,,,Jokic,N. Jokic,,,,,,Restricted Area,0-8 Center,1.97,Made,8.0,,,,,,,,,,,K. Caldwell-Pope,203484.0,2.0,,,
61,PT07M42.00S,2022-12-29T03:20:52.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,5.995400788436268,55.88235294117647,1610612758,5,17,2022-12-29T03:38:27Z,610000,False,-29.0,4.0,1,left,MISS D. Fox driving finger roll Layup,[1628368],1610612758.0,SAC,driving finger roll,,,Fox,D. Fox,,,,,,Restricted Area,0-8 Center,2.97,Missed,,,,,,,,,,,,,,,,,
62,PT07M40.00S,2022-12-29T03:20:54.3Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,5,17,2022-12-29T03:20:57Z,620000,False,,,0,,N. Jokic REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Restricted Area,0-8 Center,,,,,,,,,,61.0,,,,,,,2.0,2.0,0.0
63,PT07M37.00S,2022-12-29T03:20:57.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203484,74.98357424441524,14.705882352941178,1610612743,5,17,2022-12-29T03:21:07Z,630000,False,-176.0,183.0,1,right,MISS K. Caldwell-Pope 25' running 3PT,[203484],1610612743.0,DEN,running,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,Above the Break 3,24+ Left Center,25.4,Missed,,,,,,,,,,,,,,,,,
64,PT07M33.00S,2022-12-29T03:21:01.3Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,5,17,2022-12-29T03:21:07Z,640000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,63.0,,,,,,,2.0,1.0,1.0
65,PT07M24.00S,2022-12-29T03:21:11.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627734,11.251642575558476,35.78431372549019,1610612758,7,17,2022-12-29T03:21:15Z,650000,False,71.0,53.0,1,left,D. Sabonis 8' Jump Shot (2 PTS) (D. Fox 2 AST),"[1627734, 1628368]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,In The Paint (Non-RA),8-16 Right,8.89,Made,2.0,,,,,,,,,,,D. Fox,1628368.0,2.0,,,
67,PT07M17.00S,2022-12-29T03:21:21.7Z,1,REGULAR,turnover,out-of-bounds,[],203999,,,1610612743,7,17,2022-12-29T03:21:31Z,670000,False,,,0,,N. Jokic lost ball out-of-bounds TURNOVER (1 TO),[203999],1610612743.0,DEN,lost ball,,,Jokic,N. Jokic,,,,,1627964.0,Above the Break 3,24+ Right Center,,,,,,,,,,,1.0,,,,,,,,
68,PT07M07.00S,2022-12-29T03:21:33.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1627734,19.136005256241788,68.87254901960785,1610612758,9,17,2022-12-29T03:21:38Z,680000,False,-94.0,127.0,1,left,D. Sabonis 15' Jump Shot (4 PTS) (D. Fox 3 AST),"[1627734, 1628368]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,Mid-Range,8-16 Left,15.86,Made,4.0,,,,,,,,,,,D. Fox,1628368.0,3.0,,,
70,PT06M52.00S,2022-12-29T03:21:49.0Z,1,REGULAR,3pt,Jump Shot,[],1629008,67.62483574244416,36.029411764705884,1610612743,9,20,2022-12-29T03:21:53Z,700000,False,-70.0,252.0,1,right,M. Porter Jr. 26' 3PT  (5 PTS) (N. Jokic 2 AST),"[1629008, 203999]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,Above the Break 3,24+ Center,26.13,Made,5.0,,,,,,,,,,,N. Jokic,203999.0,2.0,,,
72,PT06M38.00S,2022-12-29T03:22:02.8Z,1,REGULAR,3pt,Jump Shot,[],1631099,8.754927726675426,95.58823529411765,1610612758,9,20,2022-12-29T03:22:12Z,720000,False,-228.0,30.0,1,left,MISS K. Murray 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,Left Corner 3,24+ Left,22.98,Missed,,,,,,,,,,,,,,,,,
73,PT06M34.00S,2022-12-29T03:22:06.8Z,1,REGULAR,rebound,defensive,[],203484,,,1610612743,9,20,2022-12-29T03:22:12Z,730000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:2),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,Left Corner 3,24+ Left,,,,,,,,,,72.0,,,,,,,2.0,2.0,0.0
74,PT06M22.00S,2022-12-29T03:22:22.6Z,1,REGULAR,foul,personal,[],1628989,,,1610612743,9,20,2022-12-29T03:22:32Z,740000,False,,,0,,K. Huerter personal FOUL (1 PF),"[1628989, 203999]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,1627964.0,In The Paint (Non-RA),8-16 Center,,,,1.0,0.0,Jokic,203999.0,,,,,,,,,,,,
76,PT06M10.00S,2022-12-29T03:22:50.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630192,92.85479632063075,46.568627450980394,1610612743,9,22,2022-12-29T03:22:55Z,760000,False,-17.0,15.0,1,right,Z. Nnaji cutting DUNK (4 PTS) (N. Jokic 3 AST),"[1630192, 203999]",1610612743.0,DEN,cutting,,,Nnaji,Z. Nnaji,,,,,,Restricted Area,0-8 Center,2.26,Made,4.0,,,,,,,,,,,N. Jokic,203999.0,3.0,,,
78,PT06M04.00S,2022-12-29T03:23:01.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203999,,,1610612758,9,22,2022-12-29T03:23:09Z,780000,False,,,0,,N. Jokic personal FOUL (2 PF) (Sabonis 2 FT),"[203999, 1627734]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,1151.0,Restricted Area,0-8 Center,,,,2.0,0.0,Sabonis,1627734.0,,,,,,,,,,,,
80,PT06M04.00S,2022-12-29T03:23:28.6Z,1,REGULAR,freethrow,1 of 2,[],1627734,,,1610612758,10,22,2022-12-29T03:23:28Z,800000,False,,,0,,D. Sabonis Free Throw 1 of 2 (5 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,
81,PT06M04.00S,2022-12-29T03:23:29.4Z,1,REGULAR,substitution,out,[],1628368,,,1610612758,10,22,2022-12-29T03:23:40Z,810000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M04.00S,2022-12-29T03:23:29.4Z,1,REGULAR,substitution,out,[],1629008,,,1610612758,10,22,2022-12-29T03:23:40Z,820000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M04.00S,2022-12-29T03:23:29.4Z,1,REGULAR,substitution,in,[],1630558,,,1610612758,10,22,2022-12-29T03:23:40Z,830000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M04.00S,2022-12-29T03:23:29.4Z,1,REGULAR,substitution,in,[],1631128,,,1610612758,10,22,2022-12-29T03:23:40Z,840000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M04.00S,2022-12-29T03:23:52.2Z,1,REGULAR,freethrow,2 of 2,[],1627734,,,1610612758,11,22,2022-12-29T03:23:52Z,850000,False,,,0,,D. Sabonis Free Throw 2 of 2 (6 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,
86,PT05M45.00S,2022-12-29T03:24:13.8Z,1,REGULAR,3pt,Jump Shot,[],1630538,73.80091984231275,80.63725490196079,1610612743,11,22,2022-12-29T03:24:19Z,860000,False,153.0,194.0,1,right,MISS B. Hyland 24' 3PT,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,Above the Break 3,24+ Right Center,24.7,Missed,,,,,,,,,,,,,,,,,
87,PT05M40.00S,2022-12-29T03:24:18.8Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,11,22,2022-12-29T03:24:19Z,870000,False,,,0,,K. Murray REBOUND (Off:1 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,86.0,,,,,,,2.0,1.0,1.0
88,PT05M36.00S,2022-12-29T03:24:22.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628989,26.363337713534822,14.705882352941178,1610612758,14,22,2022-12-29T03:24:31Z,880000,False,176.0,195.0,1,left,K. Huerter 26' 3PT step back (3 PTS) (D. Sabonis 1 AST),"[1628989, 1627734]",1610612758.0,SAC,step back,,,Huerter,K. Huerter,,,,,,Above the Break 3,24+ Right Center,26.32,Made,3.0,,,,,,,,,,,D. Sabonis,1627734.0,1.0,,,
