actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
37,PT09M04.00S,2022-10-20T02:16:40.9Z,1,REGULAR,rebound,offensive,[],203081,,,1610612757,11,4,2022-10-20T02:16:40Z,360000,,,0,,D. Lillard REBOUND (Off:1 Def:0),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,36.0,1.0,0.0,1.0,,,,,
38,PT09M02.00S,2022-10-20T02:16:43.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629014,87.59855453350855,3.9215686274509802,1610612757,11,7,2022-10-20T02:16:50Z,370000,-230.0,64.0,1,right,A. Simons 3PT  (3 PTS) (D. Lillard 1 AST),"[1629014, 203081]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Left Corner 3,24+ Left,23.92,Made,3.0,D. Lillard,203081.0,1.0,,,,,,,,,,,,,,
40,PT08M53.00S,2022-10-20T02:16:53.0Z,1,REGULAR,turnover,lost ball,[],1628368,,,1610612758,11,7,2022-10-20T02:16:58Z,390000,,,0,,D. Fox lost ball TURNOVER (1 TO),"[1628368, 203081]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,1.0,Lillard,203081.0,,
41,PT08M53.00S,2022-10-20T02:16:53.0Z,1,REGULAR,steal,,[],203081,,,1610612757,11,7,2022-10-20T02:16:55Z,400000,,,0,,D. Lillard STEAL (1 STL),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
42,PT08M49.00S,2022-10-20T02:16:57.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629014,94.03745072273325,48.529411764705884,1610612757,11,9,2022-10-20T02:17:09Z,410000,-7.0,4.0,1,right,A. Simons running DUNK (5 PTS) (D. Lillard 2 AST),"[1629014, 203081]",1610612757.0,POR,running,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,0.82,Made,5.0,D. Lillard,203081.0,2.0,,,,,,,,,,,,,,
44,PT08M24.00S,2022-10-20T02:17:21.4Z,1,REGULAR,3pt,Jump Shot,[],1628368,31.35676741130092,63.23529411764706,1610612758,11,9,2022-10-20T02:23:57Z,430000,-66.0,242.0,1,left,MISS D. Fox 25' step back 3PT,[1628368],1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,25.12,Missed,,,,,,,,,,,,,,,,,,
45,PT08M21.00S,2022-10-20T02:17:24.4Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612757,11,9,2022-10-20T02:17:27Z,440000,,,0,,J. Hart REBOUND (Off:0 Def:3),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,44.0,3.0,3.0,0.0,,,,,
46,PT08M14.00S,2022-10-20T02:17:33.4Z,1,REGULAR,foul,personal,[],1627734,,,1610612757,11,9,2022-10-20T02:17:48Z,450000,,,0,,D. Sabonis personal FOUL (1 PF),"[1627734, 203994]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Left Center,,,,,,,1627961.0,1.0,0.0,Nurkic,203994.0,,,,,,,,,
49,PT08M05.00S,2022-10-20T02:18:03.3Z,1,REGULAR,2pt,Jump Shot,[],203924,74.06373193166885,52.20588235294118,1610612757,11,9,2022-10-20T02:18:11Z,470000,11.0,191.0,1,right,MISS J. Grant 19' pullup Shot,[203924],1610612757.0,POR,pullup,,,Grant,J. Grant,,,,,Mid-Range,16-24 Center,19.16,Missed,,,,,,,,,,,,,,,,,,
50,PT08M02.00S,2022-10-20T02:18:06.3Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,11,9,2022-10-20T02:18:11Z,480000,,,0,,D. Fox REBOUND (Off:0 Def:2),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,49.0,2.0,2.0,0.0,,,,,
51,PT07M55.00S,2022-10-20T02:18:14.4Z,1,REGULAR,turnover,lost ball,[],1628368,,,1610612758,11,9,2022-10-20T02:18:19Z,490000,,,0,,D. Fox lost ball TURNOVER (2 TO),"[1628368, 1629014]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,2.0,Simons,1629014.0,,
52,PT07M55.00S,2022-10-20T02:18:14.4Z,1,REGULAR,steal,,[],1629014,,,1610612757,11,9,2022-10-20T02:18:16Z,500000,,,0,,A. Simons STEAL (1 STL),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
53,PT07M52.00S,2022-10-20T02:18:18.8Z,1,REGULAR,foul,personal,['2freethrow'],1628368,,,1610612757,11,9,2022-10-20T02:18:35Z,510000,,,0,,D. Fox shooting personal FOUL (1 PF) (Grant 2 FT),"[1628368, 203924]",1610612758.0,SAC,shooting,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,,,,2004.0,1.0,0.0,Grant,203924.0,,,,,,,,,
55,PT07M52.00S,2022-10-20T02:18:45.9Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203924,,,1610612757,11,10,2022-10-20T02:18:45Z,530000,,,0,,J. Grant Free Throw 1 of 2 (3 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
56,PT07M52.00S,2022-10-20T02:18:54.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,11,10,2022-10-20T02:18:54Z,540000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M52.00S,2022-10-20T02:22:04.5Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",203924,,,1610612757,11,11,2022-10-20T02:22:04Z,550000,,,0,,J. Grant Free Throw 2 of 2 (4 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
59,PT07M35.00S,2022-10-20T02:22:22.6Z,1,REGULAR,turnover,bad pass,[],1628989,,,1610612758,11,11,2022-10-20T02:22:31Z,560000,,,0,,K. Huerter bad pass TURNOVER (1 TO),"[1628989, 203924]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,1.0,Grant,203924.0,,
60,PT07M35.00S,2022-10-20T02:22:22.6Z,1,REGULAR,steal,,[],203924,,,1610612757,11,11,2022-10-20T02:22:25Z,570000,,,0,,J. Grant STEAL (1 STL),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
61,PT07M27.00S,2022-10-20T02:22:30.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203081,91.93495400788436,44.11764705882353,1610612757,11,11,2022-10-20T02:25:59Z,580000,-29.0,23.0,1,right,MISS D. Lillard driving Layup,[203081],1610612757.0,POR,driving,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,3.75,Missed,,,,,,,,,,,,,,,,,,
62,PT07M24.00S,2022-10-20T02:22:33.1Z,1,REGULAR,rebound,offensive,[],203994,,,1610612757,11,11,2022-10-20T02:22:43Z,590000,,,0,,J. Nurkic REBOUND (Off:1 Def:0),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,61.0,1.0,0.0,1.0,,,,,
63,PT07M24.00S,2022-10-20T02:22:33.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203994,94.40999984741211,50.0,1610612757,11,13,2022-10-20T02:22:33Z,600000,0.0,0.0,1,right,J. Nurkic tip Layup (2 PTS),[203994],1610612757.0,POR,tip,,,Nurkic,J. Nurkic,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
64,PT07M11.00S,2022-10-20T02:22:46.7Z,1,REGULAR,turnover,bad pass,[],1628368,,,1610612758,11,13,2022-10-20T02:22:54Z,610000,,,0,,D. Fox bad pass TURNOVER (3 TO),"[1628368, 203081]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,3.0,Lillard,203081.0,,
65,PT07M11.00S,2022-10-20T02:22:46.7Z,1,REGULAR,steal,,[],203081,,,1610612757,11,13,2022-10-20T02:22:51Z,620000,,,0,,D. Lillard STEAL (2 STL),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
66,PT07M05.00S,2022-10-20T02:22:51.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203081,92.72339027595268,48.77450980392157,1610612757,11,15,2022-10-20T02:26:36Z,630000,-6.0,16.0,1,right,D. Lillard running Layup (2 PTS),[203081],1610612757.0,POR,running,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,1.7,Made,2.0,,,,,,,,,,,,,,,,,
67,PT06M44.00S,2022-10-20T02:23:13.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,14.14257555847569,57.35294117647059,1610612758,11,15,2022-10-20T02:23:23Z,640000,-37.0,80.0,1,left,MISS D. Fox 8' pullup Shot,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,8.84,Missed,,,,,,,,,,,,,,,,,,
68,PT06M43.00S,2022-10-20T02:23:14.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,11,15,2022-10-20T02:23:23Z,650000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,67.0,,,,,,,,
70,PT06M32.00S,2022-10-20T02:23:38.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628368,18.478975032851512,47.549019607843135,1610612758,13,15,2022-10-20T02:23:45Z,670000,12.0,121.0,1,left,D. Fox 12' pullup Jump Shot (8 PTS) (D. Sabonis 2 AST),"[1628368, 1627734]",1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,12.18,Made,8.0,D. Sabonis,1627734.0,2.0,,,,,,,,,,,,,,
71,PT06M09.00S,2022-10-20T02:24:01.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203994,87.59855453350855,48.529411764705884,1610612757,13,17,2022-10-20T02:24:06Z,680000,-7.0,64.0,1,right,J. Nurkic 6' Hook (4 PTS) (D. Lillard 3 AST),"[203994, 203081]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,6.45,Made,4.0,D. Lillard,203081.0,3.0,,,,,,,,,,,,,,
73,PT05M58.00S,2022-10-20T02:24:13.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,5.206964520367937,52.69607843137255,1610612758,15,17,2022-10-20T02:24:21Z,700000,-13.0,-4.0,1,left,D. Sabonis driving Layup (2 PTS),[1627734],1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,1.4,Made,2.0,,,,,,,,,,,,,,,,,
74,PT05M48.00S,2022-10-20T02:24:23.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203994,93.11760840998686,52.450980392156865,1610612757,15,19,2022-10-20T02:24:29Z,710000,12.0,12.0,1,right,J. Nurkic driving Layup (6 PTS) (J. Hart 1 AST),"[203994, 1628404]",1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,1.73,Made,6.0,J. Hart,1628404.0,1.0,,,,,,,,,,,,,,
75,PT05M27.00S,2022-10-20T02:24:47.2Z,1,REGULAR,foul,personal,['2freethrow'],203924,,,1610612758,15,19,2022-10-20T02:24:56Z,720000,,,0,,J. Grant shooting personal FOUL (1 PF) (Fox 2 FT),"[203924, 1628368]",1610612757.0,POR,shooting,,,Grant,J. Grant,,,,,Mid-Range,8-16 Left,,,,,,,1627961.0,1.0,0.0,Fox,1628368.0,,,,,,,,,
77,PT05M27.00S,2022-10-20T02:25:10.3Z,1,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,16,19,2022-10-20T02:25:10Z,740000,,,0,,D. Fox Free Throw 1 of 2 (9 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
78,PT05M27.00S,2022-10-20T02:25:11.1Z,1,REGULAR,substitution,out,[],203084,,,1610612758,16,19,2022-10-20T02:25:22Z,750000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M27.00S,2022-10-20T02:25:11.1Z,1,REGULAR,substitution,out,[],1628989,,,1610612758,16,19,2022-10-20T02:25:22Z,760000,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M27.00S,2022-10-20T02:25:11.1Z,1,REGULAR,substitution,out,[],1629014,,,1610612758,16,19,2022-10-20T02:25:22Z,770000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M27.00S,2022-10-20T02:25:11.1Z,1,REGULAR,substitution,in,[],1628370,,,1610612758,16,19,2022-10-20T02:25:22Z,780000,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M27.00S,2022-10-20T02:25:11.1Z,1,REGULAR,substitution,in,[],1629056,,,1610612758,16,19,2022-10-20T02:25:22Z,790000,,,0,,SUB in: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M27.00S,2022-10-20T02:25:11.1Z,1,REGULAR,substitution,in,[],1626159,,,1610612758,16,19,2022-10-20T02:25:22Z,800000,,,0,,SUB in: J. Winslow,[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M27.00S,2022-10-20T02:25:32.1Z,1,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,17,19,2022-10-20T02:25:32Z,810000,,,0,,D. Fox Free Throw 2 of 2 (10 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
85,PT05M09.00S,2022-10-20T02:25:54.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629644,,,1610612757,17,19,2022-10-20T02:26:10Z,820000,,,0,,K. Okpala personal FOUL (2 PF) (Lillard 2 FT),"[1629644, 203081]",1610612758.0,SAC,,,,Okpala,K. Okpala,,,,,Mid-Range,16-24 Center,,,,,,,203593.0,2.0,0.0,Lillard,203081.0,,,,,,,,,
87,PT05M09.00S,2022-10-20T02:26:26.4Z,1,REGULAR,freethrow,1 of 2,[],203081,,,1610612757,17,20,2022-10-20T02:26:26Z,840000,,,0,,D. Lillard Free Throw 1 of 2 (3 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
88,PT05M09.00S,2022-10-20T02:26:29.2Z,1,REGULAR,substitution,out,[],203994,,,1610612757,17,20,2022-10-20T02:26:35Z,850000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M09.00S,2022-10-20T02:26:29.2Z,1,REGULAR,substitution,in,[],1629234,,,1610612757,17,20,2022-10-20T02:26:35Z,860000,,,0,,SUB in: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M09.00S,2022-10-20T02:26:46.8Z,1,REGULAR,freethrow,2 of 2,[],203081,,,1610612757,17,21,2022-10-20T02:26:46Z,870000,,,0,,D. Lillard Free Throw 2 of 2 (4 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
