actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
360,PT10M45.00S,2023-03-05T04:24:27.6Z,3,REGULAR,3pt,Jump Shot,[],1628989,71.69842312746385,22.058823529411764,1610612758,70,76,2023-03-05T04:33:19Z,3390000,False,-140.0,214.0,1,right,K. Huerter 25' 3PT step back (13 PTS),[1628989],1610612758.0,SAC,step back,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,,,25.51,Made,,,,,13.0,,,,,,,,,,,
361,PT10M27.00S,2023-03-05T04:24:47.1Z,3,REGULAR,turnover,out-of-bounds,[],1630162,,,1610612750,70,76,2023-03-05T04:25:17Z,3400000,False,,,0,,A. Edwards bad pass out-of-bounds TURNOVER (2 TO),[1630162],1610612750.0,MIN,bad pass,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,2882.0,2.0,,,,,,,,,,,,,,,,,,
362,PT10M27.00S,2023-03-05T04:24:52.4Z,3,REGULAR,substitution,out,[],1629638,,,1610612758,70,76,2023-03-05T04:25:01Z,3410000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT10M27.00S,2023-03-05T04:24:52.4Z,3,REGULAR,substitution,in,[],201144,,,1610612758,70,76,2023-03-05T04:25:01Z,3420000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT10M06.00S,2023-03-05T04:25:27.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628368,81.94809461235218,37.745098039215684,1610612758,70,76,2023-03-05T04:34:29Z,3430000,False,-61.0,117.0,1,right,MISS D. Fox 13' fadeaway Shot,[1628368],1610612758.0,SAC,fadeaway,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,,,13.23,Missed,,,,,,,,,,,,,,,,
366,PT10M03.00S,2023-03-05T04:25:30.1Z,3,REGULAR,rebound,defensive,[],203497,,,1610612750,70,76,2023-03-05T04:25:37Z,3440000,False,,,0,,R. Gobert REBOUND (Off:2 Def:5),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,,,365.0,7.0,5.0,2.0,,,,,,,,,,,,
367,PT09M57.00S,2023-03-05T04:25:35.6Z,3,REGULAR,3pt,Jump Shot,[],1630183,31.882391590013142,46.81372549019608,1610612750,70,79,2023-03-05T04:25:42Z,3450000,False,16.0,247.0,1,left,J. McDaniels 24' 3PT  (10 PTS) (A. Edwards 7 AST),"[1630183, 1630162]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Center,,,24.77,Made,,,,,10.0,A. Edwards,1630162.0,7.0,,,,,,,,
369,PT09M41.00S,2023-03-05T04:25:54.0Z,3,REGULAR,foul,personal,[],1630162,,,1610612758,70,79,2023-03-05T04:26:07Z,3470000,False,,,0,,A. Edwards personal FOUL (2 PF),"[1630162, 203084]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right Center,202007.0,,,,,,,,,,,,,,,,2.0,0.0,Barnes,203084.0
371,PT09M34.00S,2023-03-05T04:26:17.6Z,3,REGULAR,2pt,Jump Shot,[],1628989,83.919185282523,72.30392156862744,1610612758,72,79,2023-03-05T04:26:23Z,3490000,False,112.0,99.0,1,right,K. Huerter 14' pullup Jump Shot (15 PTS) (K. Murray 1 AST),"[1628989, 1631099]",1610612758.0,SAC,pullup,,,Huerter,K. Huerter,,,,,Mid-Range,8-16 Right,,,14.89,Made,,,,,15.0,K. Murray,1631099.0,1.0,,,,,,,,
373,PT09M12.00S,2023-03-05T04:26:39.3Z,3,REGULAR,3pt,Jump Shot,[],1630183,6.783837056504599,3.1862745098039214,1610612750,72,82,2023-03-05T04:26:43Z,3510000,False,234.0,11.0,1,left,J. McDaniels 3PT  (13 PTS) (K. Anderson 5 AST),"[1630183, 203937]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Right Corner 3,24+ Right,,,23.44,Made,,,,,13.0,K. Anderson,203937.0,5.0,,,,,,,,
375,PT08M54.00S,2023-03-05T04:26:58.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,93.11760840998686,44.6078431372549,1610612758,74,82,2023-03-05T04:27:06Z,3530000,False,-27.0,12.0,1,right,K. Huerter driving Layup (17 PTS) (D. Sabonis 3 AST),"[1628989, 1627734]",1610612758.0,SAC,driving,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,2.96,Made,,,,,17.0,D. Sabonis,1627734.0,3.0,,,,,,,,
376,PT08M36.00S,2023-03-05T04:27:17.6Z,3,REGULAR,foul,personal,['2freethrow'],1627734,,,1610612750,74,82,2023-03-05T04:27:26Z,3540000,False,,,0,,D. Sabonis shooting personal FOUL (3 PF) (Edwards 2 FT),"[1627734, 1630162]",1610612758.0,SAC,shooting,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,202007.0,,,,,,,,,,,,,,,,3.0,0.0,Edwards,1630162.0
378,PT08M36.00S,2023-03-05T04:27:36.2Z,3,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,74,83,2023-03-05T04:27:36Z,3560000,False,,,0,,A. Edwards Free Throw 1 of 2 (13 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,Made,,,,,13.0,,,,,,,,,,,
379,PT08M36.00S,2023-03-05T04:27:47.8Z,3,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,74,84,2023-03-05T04:27:47Z,3570000,False,,,0,,A. Edwards Free Throw 2 of 2 (14 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,Made,,,,,14.0,,,,,,,,,,,
381,PT08M18.00S,2023-03-05T04:28:08.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,90.75229960578186,40.19607843137255,1610612758,74,84,2023-03-05T04:28:12Z,3580000,False,-49.0,34.0,1,right,MISS D. Sabonis Hook,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,5.99,Missed,,,,,,,,,,,,,,,,
382,PT08M16.00S,2023-03-05T04:28:10.0Z,3,REGULAR,rebound,defensive,[],1630183,,,1610612750,74,84,2023-03-05T04:28:12Z,3590000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:3),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,381.0,3.0,3.0,0.0,,,,,,,,,,,,
383,PT08M08.00S,2023-03-05T04:28:18.5Z,3,REGULAR,2pt,Jump Shot,[],1630162,4.155716162943495,84.80392156862744,1610612750,74,86,2023-03-05T04:37:21Z,3600000,False,-174.0,-13.0,1,left,A. Edwards 17' pullup Jump Shot (16 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Left,,,17.45,Made,,,,,16.0,,,,,,,,,,,
384,PT07M58.00S,2023-03-05T04:28:28.6Z,3,REGULAR,3pt,Jump Shot,[],203084,89.56964520367937,95.58823529411765,1610612758,74,86,2023-03-05T04:28:35Z,3610000,False,228.0,46.0,1,right,MISS H. Barnes 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,,,23.24,Missed,,,,,,,,,,,,,,,,
385,PT07M55.00S,2023-03-05T04:28:32.4Z,3,REGULAR,rebound,offensive,[],1631099,,,1610612758,74,86,2023-03-05T04:28:32Z,3620000,False,,,0,,K. Murray REBOUND (Off:2 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Right Corner 3,24+ Right,,,,,384.0,3.0,1.0,2.0,,,,,,,,,,,,
386,PT07M52.00S,2023-03-05T04:28:34.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628989,69.85873850197109,70.83333333333334,1610612758,77,86,2023-03-05T04:28:38Z,3630000,False,104.0,231.0,1,right,K. Huerter 25' 3PT  (20 PTS) (K. Murray 2 AST),"[1628989, 1631099]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,,,25.32,Made,,,,,20.0,K. Murray,1631099.0,2.0,,,,,,,,
388,PT07M27.00S,2023-03-05T04:28:59.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203937,6.652431011826544,53.92156862745098,1610612750,77,88,2023-03-05T04:29:04Z,3650000,False,-20.0,10.0,1,left,K. Anderson driving reverse Layup (14 PTS),[203937],1610612750.0,MIN,driving reverse,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,2.2,Made,,,,,14.0,,,,,,,,,,,
389,PT07M17.00S,2023-03-05T04:29:09.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,93.69250985545335,54.021139705882355,1610612758,77,88,2023-03-05T04:39:09Z,3660000,False,20.0,7.0,1,right,MISS D. Fox driving reverse Layup - blocked,"[1628368, 203497]",1610612758.0,SAC,driving reverse,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,2.12,Missed,,,,,,,,,,,Gobert,203497.0,,,,
390,PT07M17.00S,2023-03-05T04:29:09.3Z,3,REGULAR,block,,[],203497,,,1610612758,77,88,2023-03-05T04:29:12Z,3670000,False,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
391,PT07M14.00S,2023-03-05T04:29:12.3Z,3,REGULAR,rebound,defensive,[],1630162,,,1610612750,77,88,2023-03-05T04:29:14Z,3680000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,389.0,1.0,1.0,0.0,,,,,,,,,,,,
392,PT07M12.00S,2023-03-05T04:29:15.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630162,31.225361366622867,31.127450980392158,1610612750,77,91,2023-03-05T04:39:46Z,3690000,False,94.0,241.0,1,left,A. Edwards 25' 3PT running pullup (19 PTS),[1630162],1610612750.0,MIN,running pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,25.88,Made,,,,,19.0,,,,,,,,,,,
393,PT07M12.00S,2023-03-05T04:29:21.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,77,91,2023-03-05T04:29:21Z,3700000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT07M12.00S,2023-03-05T04:31:31.3Z,3,REGULAR,substitution,out,[],1631099,,,1610612758,77,91,2023-03-05T04:31:56Z,3710000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT07M12.00S,2023-03-05T04:31:31.3Z,3,REGULAR,substitution,in,[],1628408,,,1610612758,77,91,2023-03-05T04:31:56Z,3720000,False,,,0,,SUB in: P. Dozier,[1628408],1610612758.0,SAC,,,,Dozier,P. Dozier,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT07M01.00S,2023-03-05T04:32:20.6Z,3,REGULAR,3pt,Jump Shot,[],1628408,77.7431011826544,9.068627450980392,1610612758,77,91,2023-03-05T04:32:26Z,3730000,False,-205.0,157.0,1,right,MISS P. Dozier 25' 3PT,[1628408],1610612758.0,SAC,,,,Dozier,P. Dozier,,,,,Above the Break 3,24+ Left Center,,,25.78,Missed,,,,,,,,,,,,,,,,
397,PT06M56.00S,2023-03-05T04:32:25.6Z,3,REGULAR,rebound,defensive,[],203497,,,1610612750,77,91,2023-03-05T04:32:26Z,3740000,False,,,0,,R. Gobert REBOUND (Off:2 Def:6),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,,,396.0,8.0,6.0,2.0,,,,,,,,,,,,
398,PT06M39.00S,2023-03-05T04:32:41.9Z,3,REGULAR,3pt,Jump Shot,[],1630183,18.610381077529567,93.38235294117648,1610612750,77,91,2023-03-05T04:32:49Z,3750000,False,-217.0,122.0,1,left,MISS J. McDaniels 24' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,24.91,Missed,,,,,,,,,,,,,,,,
399,PT06M36.00S,2023-03-05T04:32:44.9Z,3,REGULAR,rebound,defensive,[],1628368,,,1610612758,77,91,2023-03-05T04:32:49Z,3760000,False,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,,,,,398.0,1.0,1.0,0.0,,,,,,,,,,,,
400,PT06M33.00S,2023-03-05T04:32:48.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628989,94.03745072273325,51.71568627450981,1610612758,79,91,2023-03-05T04:32:53Z,3770000,False,9.0,4.0,1,right,K. Huerter running Layup (22 PTS) (D. Fox 4 AST),"[1628989, 1628368]",1610612758.0,SAC,running,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,0.93,Made,,,,,22.0,D. Fox,1628368.0,4.0,,,,,,,,
402,PT06M22.00S,2023-03-05T04:33:03.5Z,3,REGULAR,foul,personal,['2freethrow'],1628408,,,1610612750,79,91,2023-03-05T04:33:17Z,3790000,False,,,0,,P. Dozier shooting personal FOUL (1 PF) (Anderson 2 FT),"[1628408, 203937]",1610612758.0,SAC,shooting,,,Dozier,P. Dozier,,,,,In The Paint (Non-RA),0-8 Center,202007.0,,,,,,,,,,,,,,,,1.0,0.0,Anderson,203937.0
404,PT06M22.00S,2023-03-05T04:33:34.5Z,3,REGULAR,freethrow,1 of 2,[],203937,,,1610612750,79,92,2023-03-05T04:33:59Z,3810000,False,,,0,,K. Anderson Free Throw 1 of 2 (15 PTS),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,Made,,,,,15.0,,,,,,,,,,,
405,PT06M22.00S,2023-03-05T04:33:34.5Z,3,REGULAR,freethrow,2 of 2,[],203937,,,1610612750,79,92,2023-03-05T04:33:59Z,3820000,False,,,0,,MISS K. Anderson Free Throw 2 of 2,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
406,PT06M18.00S,2023-03-05T04:33:38.5Z,3,REGULAR,rebound,defensive,[],1628408,,,1610612758,79,92,2023-03-05T04:33:59Z,3830000,False,,,0,,P. Dozier REBOUND (Off:0 Def:1),[1628408],1610612758.0,SAC,,,,Dozier,P. Dozier,,,,,,,,,,,405.0,1.0,1.0,0.0,,,,,,,,,,,,
407,PT06M11.00S,2023-03-05T04:34:05.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,81.553876478318,41.66666666666667,1610612758,79,92,2023-03-05T04:34:16Z,3840000,False,-42.0,121.0,1,right,MISS D. Fox 12' turnaround fadeaway Shot,[1628368],1610612758.0,SAC,turnaround fadeaway,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,,,12.79,Missed,,,,,,,,,,,,,,,,
408,PT06M06.00S,2023-03-05T04:34:10.3Z,3,REGULAR,rebound,defensive,[],203937,,,1610612750,79,92,2023-03-05T04:34:16Z,3850000,False,,,0,,K. Anderson REBOUND (Off:0 Def:5),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,,,,,407.0,5.0,5.0,0.0,,,,,,,,,,,,
409,PT06M01.00S,2023-03-05T04:34:14.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630183,6.1268068331143235,50.0,1610612750,79,94,2023-03-05T04:43:16Z,3860000,False,0.0,5.0,1,left,J. McDaniels DUNK (15 PTS) (K. Anderson 6 AST),"[1630183, 203937]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,0.51,Made,,,,,15.0,K. Anderson,203937.0,6.0,,,,,,,,
411,PT05M50.00S,2023-03-05T04:34:26.1Z,3,REGULAR,2pt,Jump Shot,[],1628408,88.12417871222075,66.17647058823529,1610612758,79,94,2023-03-05T04:34:31Z,3880000,False,81.0,59.0,1,right,MISS P. Dozier 10' fadeaway Shot,[1628408],1610612758.0,SAC,fadeaway,,,Dozier,P. Dozier,,,,,Mid-Range,8-16 Right,,,10.02,Missed,,,,,,,,,,,,,,,,
412,PT05M46.00S,2023-03-05T04:34:28.7Z,3,REGULAR,rebound,defensive,[],203937,,,1610612750,79,94,2023-03-05T04:34:28Z,3890000,False,,,0,,K. Anderson REBOUND (Off:0 Def:6),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Mid-Range,8-16 Right,,,,,411.0,6.0,6.0,0.0,,,,,,,,,,,,
413,PT05M40.00S,2023-03-05T04:34:36.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,12.302890932982917,50.245098039215684,1610612750,79,94,2023-03-05T04:44:50Z,3900000,False,-1.0,63.0,1,left,MISS A. Edwards 6' driving floating Shot,[1630162],1610612750.0,MIN,driving floating,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,6.31,Missed,,,,,,,,,,,,,,,,
414,PT05M39.00S,2023-03-05T04:34:37.5Z,3,REGULAR,rebound,offensive,[],203497,,,1610612750,79,94,2023-03-05T04:44:50Z,3910000,False,,,0,,R. Gobert REBOUND (Off:3 Def:6),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,413.0,9.0,6.0,3.0,,,,,,,,,,,,
415,PT05M39.00S,2023-03-05T04:34:41.4Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",203497,5.590000152587891,50.0,1610612750,79,96,2023-03-05T04:44:58Z,3920000,False,0.0,0.0,1,left,R. Gobert tip DUNK (7 PTS),[203497],1610612750.0,MIN,tip,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,0.0,Made,,,,,7.0,,,,,,,,,,,
416,PT05M21.00S,2023-03-05T04:34:54.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627734,80.50262812089356,47.549019607843135,1610612758,81,96,2023-03-05T04:34:59Z,3930000,False,-12.0,131.0,1,right,D. Sabonis 13' Jump Shot (19 PTS) (K. Huerter 1 AST),"[1627734, 1628989]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,13.14,Made,,,,,19.0,K. Huerter,1628989.0,1.0,,,,,,,,
418,PT05M03.00S,2023-03-05T04:35:13.9Z,3,REGULAR,foul,personal,['2freethrow'],1627734,,,1610612750,81,96,2023-03-05T04:35:46Z,3950000,False,,,0,,D. Sabonis shooting personal FOUL (4 PF) (Edwards 2 FT),"[1627734, 1630162]",1610612758.0,SAC,shooting,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,1627963.0,,,,,,,,,,,,,,,,4.0,0.0,Edwards,1630162.0
420,PT05M03.00S,2023-03-05T04:35:54.3Z,3,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,81,96,2023-03-05T04:35:54Z,3970000,False,,,0,,MISS A. Edwards Free Throw 1 of 2,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
421,PT05M03.00S,2023-03-05T04:35:54.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,81,96,2023-03-05T04:35:54Z,3980000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,420.0,,,,,,,,,,,,,,,
422,PT05M03.00S,2023-03-05T04:35:57.0Z,3,REGULAR,substitution,out,[],1627734,,,1610612750,81,96,2023-03-05T04:36:06Z,3990000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT05M03.00S,2023-03-05T04:35:57.0Z,3,REGULAR,substitution,out,[],203937,,,1610612750,81,96,2023-03-05T04:36:06Z,4000000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT05M03.00S,2023-03-05T04:35:57.0Z,3,REGULAR,substitution,out,[],201144,,,1610612750,81,96,2023-03-05T04:36:06Z,4010000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT05M03.00S,2023-03-05T04:35:57.0Z,3,REGULAR,substitution,in,[],1626168,,,1610612750,81,96,2023-03-05T04:36:06Z,4020000,False,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT05M03.00S,2023-03-05T04:35:57.0Z,3,REGULAR,substitution,in,[],1629638,,,1610612750,81,96,2023-03-05T04:36:06Z,4030000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT05M03.00S,2023-03-05T04:35:57.0Z,3,REGULAR,substitution,in,[],1627752,,,1610612750,81,96,2023-03-05T04:36:06Z,4040000,False,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT05M03.00S,2023-03-05T04:36:12.9Z,3,REGULAR,substitution,out,[],203497,,,1610612750,81,96,2023-03-05T04:36:16Z,4050000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT05M03.00S,2023-03-05T04:36:12.9Z,3,REGULAR,substitution,in,[],1629675,,,1610612750,81,96,2023-03-05T04:36:16Z,4060000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT05M03.00S,2023-03-05T04:36:25.0Z,3,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,81,97,2023-03-05T04:36:25Z,4070000,False,,,0,,A. Edwards Free Throw 2 of 2 (20 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,Made,,,,,20.0,,,,,,,,,,,
431,PT04M45.00S,2023-03-05T04:36:43.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628368,92.9862023653088,43.38235294117647,1610612758,81,97,2023-03-05T04:46:35Z,4080000,False,-33.0,13.0,1,right,MISS D. Fox driving bank Hook,[1628368],1610612758.0,SAC,driving bank,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,3.57,Missed,,,,,,,,,,,,,,,,
432,PT04M45.00S,2023-03-05T04:36:43.6Z,3,REGULAR,rebound,offensive,[],1626168,,,1610612758,81,97,2023-03-05T04:46:35Z,4090000,False,,,0,,T. Lyles REBOUND (Off:2 Def:3),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Restricted Area,0-8 Center,,,,,431.0,5.0,3.0,2.0,,,,,,,,,,,,
433,PT04M45.00S,2023-03-05T04:36:46.1Z,3,REGULAR,foul,personal,['2freethrow'],1629638,,,1610612758,81,97,2023-03-05T04:37:04Z,4100000,False,,,0,,N. Alexander-Walker shooting personal FOUL (3 PF) (Lyles 2 FT),"[1629638, 1626168]",1610612750.0,MIN,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,2882.0,,,,,,,,,,,,,,,,3.0,0.0,Lyles,1626168.0
435,PT04M45.00S,2023-03-05T04:37:17.1Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1626168,,,1610612758,81,97,2023-03-05T04:37:17Z,4120000,False,,,0,,MISS T. Lyles Free Throw 1 of 2,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
436,PT04M45.00S,2023-03-05T04:37:17.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,81,97,2023-03-05T04:37:17Z,4130000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,435.0,,,,,,,,,,,,,,,
437,PT04M45.00S,2023-03-05T04:37:18.0Z,3,REGULAR,substitution,out,[],1628408,,,1610612758,81,97,2023-03-05T04:37:24Z,4140000,False,,,0,,SUB out: P. Dozier,[1628408],1610612758.0,SAC,,,,Dozier,P. Dozier,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT04M45.00S,2023-03-05T04:37:18.0Z,3,REGULAR,substitution,in,[],1628370,,,1610612758,81,97,2023-03-05T04:37:24Z,4150000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT04M45.00S,2023-03-05T04:37:39.6Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1626168,,,1610612758,82,97,2023-03-05T04:37:39Z,4160000,False,,,0,,T. Lyles Free Throw 2 of 2 (5 PTS),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,Made,,,,,5.0,,,,,,,,,,,
440,PT04M29.00S,2023-03-05T04:38:00.4Z,3,REGULAR,turnover,lost ball,[],1627752,,,1610612750,82,97,2023-03-05T04:38:04Z,4170000,False,,,0,,T. Prince lost ball TURNOVER (3 TO),"[1627752, 1628989]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,In The Paint (Non-RA),8-16 Center,,3.0,,,,,,,,,,,Huerter,1628989.0,,,,,,
441,PT04M29.00S,2023-03-05T04:38:00.4Z,3,REGULAR,steal,,[],1628989,,,1610612758,82,97,2023-03-05T04:51:55Z,4180000,False,,,0,,K. Huerter STEAL (1 STL),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
442,PT04M25.00S,2023-03-05T04:38:07.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203084,90.3580814717477,49.754901960784316,1610612758,84,97,2023-03-05T04:38:12Z,4190000,False,-1.0,38.0,1,right,H. Barnes running Layup (17 PTS) (D. Fox 5 AST),"[203084, 1628368]",1610612758.0,SAC,running,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,3.81,Made,,,,,17.0,D. Fox,1628368.0,5.0,,,,,,,,
