actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
27,PT09M55.00S,2022-11-10T03:14:13.3Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,6,3,2022-11-10T03:14:16Z,270000,False,,,0,,H. Barnes REBOUND (Off:0 Def:2),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Left Center,,,26.0,2.0,2.0,0.0,,,,,,,,,,,,,,
28,PT09M41.00S,2022-11-10T03:14:28.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,6.521024967148489,55.88235294117647,1610612758,8,3,2022-11-10T03:14:40Z,280000,False,-29.0,9.0,1,left,D. Sabonis Layup (4 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,3.07,Made,,,,,,,,,,4.0,,,,,,,,
29,PT09M28.00S,2022-11-10T03:14:39.3Z,1,REGULAR,2pt,Jump Shot,[],1630596,82.86793692509855,71.56862745098039,1610612739,8,3,2022-11-10T03:17:08Z,290000,False,108.0,109.0,1,right,MISS E. Mobley 15' Jump Shot,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Right,15.29,Missed,,,,,,,,,,,,,,,,,,
30,PT09M28.00S,2022-11-10T03:14:39.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,8,3,2022-11-10T03:17:08Z,300000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Mid-Range,8-16 Right,,,29.0,,,,,,,,,,,,,,,,,
31,PT09M28.00S,2022-11-10T03:14:48.2Z,1,REGULAR,foul,personal,[],1627734,,,1610612739,8,3,2022-11-10T03:15:13Z,310000,False,,,0,,D. Sabonis loose ball personal FOUL (1 PF),"[1627734, 1628386]",1610612758.0,SAC,loose ball,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,202049.0,1.0,0.0,Allen,1628386.0,,,,,,,,,
33,PT09M18.00S,2022-11-10T03:15:19.8Z,1,REGULAR,turnover,lost ball,[],1630596,,,1610612739,8,3,2022-11-10T03:15:24Z,330000,False,,,0,,E. Mobley lost ball TURNOVER (1 TO),"[1630596, 203084]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Barnes,203084.0,,,,,
34,PT09M18.00S,2022-11-10T03:15:19.8Z,1,REGULAR,steal,,[],203084,,,1610612758,8,3,2022-11-10T03:15:22Z,340000,False,,,0,,H. Barnes STEAL (1 STL),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
35,PT09M05.00S,2022-11-10T03:15:33.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631099,4.944152431011826,49.26470588235294,1610612758,10,3,2022-11-10T03:15:37Z,350000,False,4.0,-6.0,1,left,K. Murray cutting DUNK (2 PTS) (D. Sabonis 1 AST),"[1631099, 1627734]",1610612758.0,SAC,cutting,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,0.7,Made,,,,,,,,,,2.0,,,,,,D. Sabonis,1627734.0,1.0
37,PT08M46.00S,2022-11-10T03:15:53.6Z,1,REGULAR,foul,personal,['2freethrow'],1627734,,,1610612739,10,3,2022-11-10T03:16:08Z,370000,False,,,0,,D. Sabonis shooting personal FOUL (2 PF) (Garland 2 FT),"[1627734, 1629636]",1610612758.0,SAC,shooting,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,1151.0,2.0,0.0,Garland,1629636.0,,,,,,,,,
39,PT08M46.00S,2022-11-10T03:16:16.4Z,1,REGULAR,freethrow,1 of 2,[],1629636,,,1610612739,10,4,2022-11-10T03:16:16Z,390000,False,,,0,,D. Garland Free Throw 1 of 2 (1 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
40,PT08M46.00S,2022-11-10T03:16:30.7Z,1,REGULAR,freethrow,2 of 2,[],1629636,,,1610612739,10,5,2022-11-10T03:16:30Z,400000,False,,,0,,D. Garland Free Throw 2 of 2 (2 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
41,PT08M37.00S,2022-11-10T03:16:43.8Z,1,REGULAR,foul,personal,['2freethrow'],1628386,,,1610612758,10,5,2022-11-10T03:17:03Z,410000,False,,,0,,J. Allen shooting personal FOUL (2 PF) (Fox 2 FT),"[1628386, 1628368]",1610612739.0,CLE,shooting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,1151.0,2.0,0.0,Fox,1628368.0,,,,,,,,,
43,PT08M37.00S,2022-11-10T03:17:08.9Z,1,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,11,5,2022-11-10T03:17:08Z,430000,False,,,0,,D. Fox Free Throw 1 of 2 (3 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
44,PT08M37.00S,2022-11-10T03:17:24.6Z,1,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,12,5,2022-11-10T03:17:24Z,440000,False,,,0,,D. Fox Free Throw 2 of 2 (4 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
45,PT08M25.00S,2022-11-10T03:17:37.0Z,1,REGULAR,2pt,Jump Shot,[],1628378,75.1149802890933,58.57843137254902,1610612739,12,7,2022-11-10T03:17:41Z,450000,False,43.0,181.0,1,right,D. Mitchell 18' pullup Jump Shot (5 PTS) (D. Garland 1 AST),"[1628378, 1629636]",1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Center,18.64,Made,,,,,,,,,,5.0,,,,,,D. Garland,1629636.0,1.0
47,PT08M01.00S,2022-11-10T03:18:00.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,6.1268068331143235,57.84313725490197,1610612758,14,7,2022-11-10T03:18:04Z,470000,False,-39.0,5.0,1,left,D. Sabonis Hook (6 PTS) (H. Barnes 1 AST),"[1627734, 203084]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,3.95,Made,,,,,,,,,,6.0,,,,,,H. Barnes,203084.0,1.0
49,PT07M51.00S,2022-11-10T03:18:11.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,92.59198423127464,46.07843137254902,1610612739,14,9,2022-11-10T03:20:09Z,490000,False,-20.0,17.0,1,right,E. Mobley cutting Layup (2 PTS) (C. LeVert 1 AST),"[1630596, 1627747]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,2.6,Made,,,,,,,,,,2.0,,,,,,C. LeVert,1627747.0,1.0
51,PT07M37.00S,2022-11-10T03:18:25.2Z,1,REGULAR,3pt,Jump Shot,[],1628989,31.750985545335087,39.950980392156865,1610612758,14,9,2022-11-10T03:18:31Z,510000,False,50.0,246.0,1,left,MISS K. Huerter 25' pullup 3PT,[1628989],1610612758.0,SAC,pullup,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,25.11,Missed,,,,,,,,,,,,,,,,,,
52,PT07M33.00S,2022-11-10T03:18:29.2Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,14,9,2022-11-10T03:18:31Z,520000,False,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Center,,,51.0,1.0,1.0,0.0,,,,,,,,,,,,,,
53,PT07M31.00S,2022-11-10T03:18:35.2Z,1,REGULAR,turnover,discontinued dribble,[],1627747,,,1610612739,14,9,2022-11-10T03:21:29Z,530000,False,,,0,,C. LeVert discontinued dribble TURNOVER (1 TO),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,,,,,,,
54,PT07M18.00S,2022-11-10T03:18:54.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628989,12.302890932982917,2.2058823529411766,1610612758,14,9,2022-11-10T03:18:58Z,540000,False,239.0,63.0,1,left,MISS K. Huerter 24' 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Right Corner 3,24+ Right,24.72,Missed,,,,,,,,,,,,,,,,,,
55,PT07M16.00S,2022-11-10T03:18:56.5Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,14,9,2022-11-10T03:18:58Z,550000,False,,,0,,J. Allen REBOUND (Off:0 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Right Corner 3,24+ Right,,,54.0,2.0,2.0,0.0,,,,,,,,,,,,,,
56,PT07M10.00S,2022-11-10T03:19:02.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628386,81.02825229960578,61.029411764705884,1610612739,14,9,2022-11-10T03:19:06Z,560000,False,55.0,126.0,1,right,MISS J. Allen 13' Jump Shot,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Center,13.73,Missed,,,,,,,,,,,,,,,,,,
57,PT07M08.00S,2022-11-10T03:19:04.6Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,14,9,2022-11-10T03:19:06Z,570000,False,,,0,,H. Barnes REBOUND (Off:0 Def:3),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,56.0,3.0,3.0,0.0,,,,,,,,,,,,,,
58,PT07M01.00S,2022-11-10T03:19:11.2Z,1,REGULAR,3pt,Jump Shot,[],203084,32.14520367936925,55.14705882352941,1610612758,14,9,2022-11-10T03:21:21Z,580000,False,-26.0,250.0,1,left,MISS H. Barnes 25' pullup 3PT,[203084],1610612758.0,SAC,pullup,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Center,25.1,Missed,,,,,,,,,,,,,,,,,,
59,PT06M58.00S,2022-11-10T03:19:14.2Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,14,9,2022-11-10T03:19:16Z,590000,False,,,0,,J. Allen REBOUND (Off:0 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Center,,,58.0,3.0,3.0,0.0,,,,,,,,,,,,,,
60,PT06M52.00S,2022-11-10T03:19:19.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,93.24901445466492,53.67647058823529,1610612739,14,9,2022-11-10T03:19:23Z,600000,False,18.0,11.0,1,right,MISS C. LeVert Layup,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,2.14,Missed,,,,,,,,,,,,,,,,,,
61,PT06M51.00S,2022-11-10T03:19:21.6Z,1,REGULAR,rebound,offensive,[],1627747,,,1610612739,14,9,2022-11-10T03:19:21Z,610000,False,,,0,,C. LeVert REBOUND (Off:1 Def:1),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,60.0,2.0,1.0,1.0,,,,,,,,,,,,,,
62,PT06M47.00S,2022-11-10T03:19:25.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628378,83.13074901445466,4.901960784313726,1610612739,14,9,2022-11-10T03:19:29Z,620000,False,-225.0,106.0,1,right,MISS D. Mitchell 24' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,24.92,Missed,,,,,,,,,,,,,,,,,,
63,PT06M44.00S,2022-11-10T03:19:28.1Z,1,REGULAR,rebound,offensive,[],1628378,,,1610612739,14,9,2022-11-10T03:19:29Z,630000,False,,,0,,D. Mitchell REBOUND (Off:1 Def:0),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,62.0,1.0,0.0,1.0,,,,,,,,,,,,,,
64,PT06M42.00S,2022-11-10T03:19:29.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629636,72.22404730617609,78.92156862745098,1610612739,14,9,2022-11-10T03:19:36Z,640000,False,145.0,209.0,1,right,MISS D. Garland 25' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Right Center,25.38,Missed,,,,,,,,,,,,,,,,,,
65,PT06M39.00S,2022-11-10T03:19:32.8Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,14,9,2022-11-10T03:19:36Z,650000,False,,,0,,H. Barnes REBOUND (Off:0 Def:4),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,,,64.0,4.0,4.0,0.0,,,,,,,,,,,,,,
66,PT06M26.00S,2022-11-10T03:19:46.0Z,1,REGULAR,3pt,Jump Shot,[],1627734,32.53942181340342,48.03921568627451,1610612758,14,9,2022-11-10T03:19:51Z,660000,False,10.0,253.0,1,left,MISS D. Sabonis 25' 3PT,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Center,25.36,Missed,,,,,,,,,,,,,,,,,,
67,PT06M22.00S,2022-11-10T03:19:50.0Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,14,9,2022-11-10T03:19:51Z,670000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Center,,,66.0,1.0,1.0,0.0,,,,,,,,,,,,,,
68,PT06M10.00S,2022-11-10T03:20:02.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,88.78120893561103,39.950980392156865,1610612739,14,9,2022-11-10T03:20:11Z,680000,False,-50.0,53.0,1,right,MISS E. Mobley 7' Hook,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,7.3,Missed,,,,,,,,,,,,,,,,,,
69,PT06M09.00S,2022-11-10T03:20:03.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612758,14,9,2022-11-10T03:20:11Z,690000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,68.0,,,,,,,,,,,,,,,,,
71,PT06M09.00S,2022-11-10T03:20:11.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,14,9,2022-11-10T03:20:11Z,710000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M09.00S,2022-11-10T03:22:38.1Z,1,REGULAR,substitution,out,[],1631099,,,1610612758,14,9,2022-11-10T03:23:05Z,720000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M09.00S,2022-11-10T03:22:38.1Z,1,REGULAR,substitution,out,[],1628368,,,1610612758,14,9,2022-11-10T03:23:05Z,730000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M09.00S,2022-11-10T03:22:38.1Z,1,REGULAR,substitution,out,[],1628386,,,1610612758,14,9,2022-11-10T03:23:05Z,740000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M09.00S,2022-11-10T03:22:38.1Z,1,REGULAR,substitution,out,[],1629636,,,1610612758,14,9,2022-11-10T03:23:05Z,750000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M09.00S,2022-11-10T03:22:38.1Z,1,REGULAR,substitution,in,[],1630558,,,1610612758,14,9,2022-11-10T03:23:05Z,760000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M09.00S,2022-11-10T03:22:38.1Z,1,REGULAR,substitution,in,[],1626168,,,1610612758,14,9,2022-11-10T03:23:05Z,770000,False,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M09.00S,2022-11-10T03:22:38.1Z,1,REGULAR,substitution,in,[],1626224,,,1610612758,14,9,2022-11-10T03:23:05Z,780000,False,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M09.00S,2022-11-10T03:22:38.1Z,1,REGULAR,substitution,in,[],201577,,,1610612758,14,9,2022-11-10T03:23:05Z,790000,False,,,0,,SUB in: R. Lopez,[201577],1610612739.0,CLE,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M46.00S,2022-11-10T03:23:25.4Z,1,REGULAR,3pt,Jump Shot,[],1626168,3.3672798948751645,95.58823529411765,1610612758,14,9,2022-11-10T03:23:31Z,800000,False,-228.0,-21.0,1,left,MISS T. Lyles 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Left Corner 3,24+ Left,22.88,Missed,,,,,,,,,,,,,,,,,,
81,PT05M42.00S,2022-11-10T03:23:29.4Z,1,REGULAR,rebound,defensive,[],1627747,,,1610612739,14,9,2022-11-10T03:24:08Z,810000,False,,,0,,C. LeVert REBOUND (Off:1 Def:2),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Left Corner 3,24+ Left,,,80.0,3.0,2.0,1.0,,,,,,,,,,,,,,
82,PT05M34.00S,2022-11-10T03:23:36.9Z,1,REGULAR,3pt,Jump Shot,[],1628378,67.7562417871222,39.705882352941174,1610612739,14,12,2022-11-10T03:23:41Z,820000,False,-51.0,251.0,1,right,D. Mitchell 25' 3PT pullup (8 PTS),[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,25.58,Made,,,,,,,,,,8.0,,,,,,,,
