actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
18,PT11M05.00S,2022-12-20T03:12:32.3Z,1,REGULAR,foul,personal,[],203486,,,1610612758,4,2,2022-12-20T03:12:41Z,180000,False,,,0,,M. Plumlee personal FOUL (2 PF),"[203486, 1627734]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Mid-Range,8-16 Left,1627963.0,2.0,0.0,Sabonis,1627734.0,,,,,,,,,,,,,,,
20,PT10M50.00S,2022-12-20T03:13:00.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,8.360709592641262,62.745098039215684,1610612758,6,2,2022-12-20T03:13:04Z,200000,False,-64.0,26.0,1,left,D. Sabonis 6' turnaround Hook (3 PTS),[1627734],1610612758.0,SAC,turnaround,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,3.0,6.88,,,,,,,,,,,
21,PT10M37.00S,2022-12-20T03:13:13.1Z,1,REGULAR,2pt,Jump Shot,[],1630163,81.42247043363994,18.627450980392158,1610612766,6,2,2022-12-20T03:13:18Z,210000,False,-157.0,122.0,1,right,MISS L. Ball 19' pullup Shot,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Mid-Range,16-24 Left Center,,,,,,Missed,,,19.88,,,,,,,,,,,
22,PT10M34.00S,2022-12-20T03:13:16.1Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,6,2,2022-12-20T03:13:18Z,220000,False,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,16-24 Left Center,,,,,,,21.0,,,,,,1.0,1.0,0.0,,,,,
23,PT10M27.00S,2022-12-20T03:13:23.4Z,1,REGULAR,3pt,Jump Shot,[],1628989,30.305519053876477,70.09803921568627,1610612758,9,2,2022-12-20T03:14:12Z,230000,False,-100.0,232.0,1,left,K. Huerter 25' 3PT pullup (3 PTS) (D. Sabonis 1 AST),"[1628989, 1627734]",1610612758.0,SAC,pullup,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,3.0,25.32,D. Sabonis,1627734.0,1.0,,,,,,,,
25,PT10M10.00S,2022-12-20T03:13:39.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,82.21090670170827,51.9607843137255,1610612766,9,2,2022-12-20T03:13:45Z,250000,False,10.0,115.0,1,right,MISS K. Oubre Jr. 11' turnaround Shot,[1626162],1610612766.0,CHA,turnaround,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,11.51,,,,,,,,,,,
26,PT10M07.00S,2022-12-20T03:13:42.9Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,9,2,2022-12-20T03:13:45Z,260000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,25.0,,,,,,1.0,1.0,0.0,,,,,
27,PT10M01.00S,2022-12-20T03:13:49.5Z,1,REGULAR,turnover,lost ball,[],1628368,,,1610612758,9,2,2022-12-20T03:13:54Z,270000,False,,,0,,D. Fox lost ball TURNOVER (1 TO),"[1628368, 1626162]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,1.0,Oubre Jr.,1626162.0,,
28,PT10M01.00S,2022-12-20T03:13:49.5Z,1,REGULAR,steal,,[],1626162,,,1610612766,9,2,2022-12-20T03:13:51Z,280000,False,,,0,,K. Oubre Jr. STEAL (1 STL),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
29,PT09M57.00S,2022-12-20T03:13:53.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626162,93.64323258869908,52.94117647058824,1610612766,9,4,2022-12-20T03:14:00Z,290000,False,15.0,7.0,1,right,K. Oubre Jr. running Layup (2 PTS) (L. Ball 2 AST),"[1626162, 1630163]",1610612766.0,CHA,running,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,1.64,L. Ball,1630163.0,2.0,,,,,,,,
31,PT09M35.00S,2022-12-20T03:14:14.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631099,6.258212877792378,51.71568627450981,1610612758,11,4,2022-12-20T03:14:19Z,310000,False,-9.0,6.0,1,left,K. Murray Layup (2 PTS) (D. Sabonis 2 AST),"[1631099, 1627734]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,1.07,D. Sabonis,1627734.0,2.0,,,,,,,,
33,PT09M25.00S,2022-12-20T03:14:25.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202330,92.06636005256242,49.01960784313725,1610612766,11,6,2022-12-20T03:16:13Z,330000,False,-5.0,22.0,1,right,G. Hayward cutting finger roll Layup (2 PTS) (L. Ball 3 AST),"[202330, 1630163]",1610612766.0,CHA,cutting finger roll,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,2.26,L. Ball,1630163.0,3.0,,,,,,,,
35,PT09M25.00S,2022-12-20T03:14:32.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,11,6,2022-12-20T03:14:32Z,350000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT09M15.00S,2022-12-20T03:17:34.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631099,6.783837056504599,52.94117647058824,1610612758,11,6,2022-12-20T03:18:03Z,360000,False,-15.0,11.0,1,left,MISS K. Murray Layup - blocked,"[1631099, 203486]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.85,,,,,,,,,,Plumlee,203486.0
37,PT09M15.00S,2022-12-20T03:17:34.8Z,1,REGULAR,block,,[],203486,,,1610612758,11,6,2022-12-20T03:17:37Z,370000,False,,,0,,M. Plumlee BLOCK (1 BLK),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
38,PT09M12.00S,2022-12-20T03:17:37.8Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,11,6,2022-12-20T03:17:39Z,380000,False,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,,,,,,,36.0,,,,,,1.0,1.0,0.0,,,,,
39,PT09M01.00S,2022-12-20T03:17:49.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626162,92.32917214191852,50.0,1610612766,11,8,2022-12-20T03:17:54Z,390000,False,0.0,20.0,1,right,K. Oubre Jr. driving DUNK (4 PTS) (L. Ball 4 AST),"[1626162, 1630163]",1610612766.0,CHA,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,Made,,4.0,1.96,L. Ball,1630163.0,4.0,,,,,,,,
41,PT08M45.00S,2022-12-20T03:18:04.2Z,1,REGULAR,3pt,Jump Shot,[],1631099,4.681340341655716,96.07843137254902,1610612758,14,8,2022-12-20T03:18:08Z,410000,False,-230.0,-8.0,1,left,K. Murray 3PT  (5 PTS) (D. Sabonis 3 AST),"[1631099, 1627734]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,,,,,,Made,,5.0,23.06,D. Sabonis,1627734.0,3.0,,,,,,,,
43,PT08M32.00S,2022-12-20T03:18:17.0Z,1,REGULAR,3pt,Jump Shot,[],1626162,84.05059132720105,95.83333333333334,1610612766,14,11,2022-12-20T03:18:21Z,430000,False,229.0,97.0,1,right,K. Oubre Jr. 24' 3PT  (7 PTS) (L. Ball 5 AST),"[1626162, 1630163]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,7.0,24.9,L. Ball,1630163.0,5.0,,,,,,,,
45,PT08M24.00S,2022-12-20T03:18:28.2Z,1,REGULAR,foul,personal,[],1626162,,,1610612758,14,11,2022-12-20T03:18:34Z,450000,False,,,0,,K. Oubre Jr. personal FOUL (1 PF),"[1626162, 1628368]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Left Center,1628951.0,1.0,0.0,Fox,1628368.0,,,,,,,,,,,,,,,
47,PT08M15.00S,2022-12-20T03:18:50.6Z,1,REGULAR,3pt,Jump Shot,[],1628368,5.338370565045992,95.58823529411765,1610612758,14,11,2022-12-20T03:18:56Z,470000,False,-228.0,-2.0,1,left,MISS D. Fox 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,22.79,,,,,,,,,,,
48,PT08M13.00S,2022-12-20T03:18:52.7Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612758,14,11,2022-12-20T03:18:52Z,480000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Left Corner 3,24+ Left,,,,,,,47.0,,,,,,2.0,1.0,1.0,,,,,
49,PT08M10.00S,2022-12-20T03:18:55.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631099,31.09395532194481,36.76470588235294,1610612758,14,11,2022-12-20T03:18:58Z,490000,False,66.0,240.0,1,left,MISS K. Murray 24' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,24.88,,,,,,,,,,,
50,PT08M08.00S,2022-12-20T03:18:57.1Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612766,14,11,2022-12-20T03:18:58Z,500000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,,,,,,,49.0,,,,,,1.0,1.0,0.0,,,,,
51,PT08M03.00S,2022-12-20T03:19:02.5Z,1,REGULAR,2pt,Jump Shot,[],1626162,83.65637319316689,79.65686274509804,1610612766,14,11,2022-12-20T03:19:55Z,510000,False,148.0,101.0,1,right,MISS K. Oubre Jr. 17' pullup Shot,[1626162],1610612766.0,CHA,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Right,,,,,,Missed,,,17.95,,,,,,,,,,,
52,PT08M00.00S,2022-12-20T03:19:05.5Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,14,11,2022-12-20T03:19:09Z,520000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Right,,,,,,,51.0,,,,,,3.0,2.0,1.0,,,,,
53,PT07M54.00S,2022-12-20T03:19:11.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631099,5.995400788436268,57.107843137254896,1610612758,14,11,2022-12-20T03:20:51Z,530000,False,-36.0,4.0,1,left,MISS K. Murray running Layup - blocked,"[1631099, 1629023]",1610612758.0,SAC,running,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.57,,,,,,,,,,Washington,1629023.0
54,PT07M54.00S,2022-12-20T03:19:11.2Z,1,REGULAR,block,,[],1629023,,,1610612758,14,11,2022-12-20T03:19:13Z,540000,False,,,0,,P. Washington BLOCK (1 BLK),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
55,PT07M51.00S,2022-12-20T03:19:14.2Z,1,REGULAR,rebound,offensive,[],1628368,,,1610612758,14,11,2022-12-20T03:19:20Z,550000,False,,,0,,D. Fox REBOUND (Off:1 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,,,,53.0,,,,,,2.0,1.0,1.0,,,,,
56,PT07M51.00S,2022-12-20T03:19:15.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628368,8.360709592641262,55.392156862745104,1610612758,16,11,2022-12-20T03:21:24Z,560000,False,-27.0,26.0,1,left,D. Fox driving finger roll Layup (5 PTS),[1628368],1610612758.0,SAC,driving finger roll,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,,,Made,,5.0,3.76,,,,,,,,,,,
57,PT07M43.00S,2022-12-20T03:19:23.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,90.09526938239159,47.05882352941176,1610612766,16,11,2022-12-20T03:22:16Z,570000,False,-15.0,41.0,1,right,MISS P. Washington Layup,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,4.32,,,,,,,,,,,
58,PT07M41.00S,2022-12-20T03:19:25.1Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,16,11,2022-12-20T03:24:43Z,580000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,57.0,,,,,,4.0,3.0,1.0,,,,,
60,PT07M34.00S,2022-12-20T03:19:46.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627734,6.521024967148489,51.470588235294116,1610612758,18,11,2022-12-20T03:19:51Z,600000,False,-7.0,9.0,1,left,D. Sabonis DUNK (5 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,Made,,5.0,1.15,,,,,,,,,,,
62,PT07M34.00S,2022-12-20T03:19:53.5Z,1,REGULAR,foul,personal,['1freethrow'],1630163,,,1610612758,18,11,2022-12-20T03:20:23Z,620000,False,,,0,,L. Ball shooting personal FOUL (1 PF) (Sabonis 1 FT),"[1630163, 1627734]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,2004.0,1.0,0.0,Sabonis,1627734.0,,,,,,,,,,,,,,,
64,PT07M34.00S,2022-12-20T03:20:11.3Z,1,REGULAR,substitution,out,[],203486,,,1610612758,18,11,2022-12-20T03:20:16Z,640000,False,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M34.00S,2022-12-20T03:20:11.3Z,1,REGULAR,substitution,in,[],1630208,,,1610612758,18,11,2022-12-20T03:20:16Z,650000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M34.00S,2022-12-20T03:20:32.6Z,1,REGULAR,freethrow,1 of 1,[],1627734,,,1610612758,18,11,2022-12-20T03:20:45Z,660000,False,,,0,,MISS D. Sabonis Free Throw 1 of 1,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
67,PT07M30.00S,2022-12-20T03:20:36.6Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,18,11,2022-12-20T03:20:45Z,670000,False,,,0,,N. Richards REBOUND (Off:0 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,66.0,,,,,,1.0,1.0,0.0,,,,,
68,PT07M19.00S,2022-12-20T03:20:46.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,93.64323258869908,41.66666666666667,1610612766,18,11,2022-12-20T03:20:50Z,680000,False,-42.0,7.0,1,right,MISS N. Richards Layup,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,4.23,,,,,,,,,,,
69,PT07M16.00S,2022-12-20T03:20:49.3Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,18,11,2022-12-20T03:20:50Z,690000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:4),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,68.0,,,,,,5.0,4.0,1.0,,,,,
70,PT07M11.00S,2022-12-20T03:20:53.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628989,5.995400788436268,4.6568627450980395,1610612758,18,11,2022-12-20T03:21:09Z,700000,False,227.0,4.0,1,left,MISS K. Huerter running 3PT,[1628989],1610612758.0,SAC,running,,,Huerter,K. Huerter,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,22.67,,,,,,,,,,,
71,PT07M08.00S,2022-12-20T03:20:56.9Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,18,11,2022-12-20T03:20:59Z,710000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Right Corner 3,24+ Right,,,,,,,70.0,,,,,,1.0,1.0,0.0,,,,,
72,PT07M04.00S,2022-12-20T03:21:03.6Z,1,REGULAR,foul,personal,[],1628989,,,1610612766,18,11,2022-12-20T03:21:12Z,720000,False,,,0,,K. Huerter personal FOUL (1 PF),"[1628989, 1630163]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Mid-Range,16-24 Right Center,1628951.0,1.0,0.0,Ball,1630163.0,,,,,,,,,,,,,,,
74,PT07M01.00S,2022-12-20T03:21:20.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202330,92.85479632063075,53.92156862745098,1610612766,18,13,2022-12-20T03:21:25Z,740000,False,20.0,15.0,1,right,G. Hayward cutting Layup (4 PTS) (L. Ball 6 AST),"[202330, 1630163]",1610612766.0,CHA,cutting,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,,,,,,Made,,4.0,2.45,L. Ball,1630163.0,6.0,,,,,,,,
76,PT06M51.00S,2022-12-20T03:21:32.1Z,1,REGULAR,turnover,out-of-bounds,[],203084,,,1610612758,18,13,2022-12-20T03:21:51Z,760000,False,,,0,,H. Barnes bad pass out-of-bounds TURNOVER (1 TO),[203084],1610612758.0,SAC,bad pass,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,2004.0,,,,,,,,,,,,,,,1.0,,,,
77,PT06M37.00S,2022-12-20T03:21:53.6Z,1,REGULAR,turnover,bad pass,[],1626162,,,1610612766,18,13,2022-12-20T03:21:58Z,770000,False,,,0,,K. Oubre Jr. bad pass TURNOVER (1 TO),"[1626162, 203084]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1.0,Barnes,203084.0,,
78,PT06M37.00S,2022-12-20T03:21:53.6Z,1,REGULAR,steal,,[],203084,,,1610612758,18,13,2022-12-20T03:21:55Z,780000,False,,,0,,H. Barnes STEAL (1 STL),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
79,PT06M32.00S,2022-12-20T03:21:59.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627734,6.1268068331143235,53.18627450980392,1610612758,18,13,2022-12-20T03:22:05Z,790000,False,-16.0,5.0,1,left,MISS D. Sabonis running Layup,[1627734],1610612758.0,SAC,running,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.67,,,,,,,,,,,
80,PT06M30.00S,2022-12-20T03:22:00.8Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612758,18,13,2022-12-20T03:22:00Z,800000,False,,,0,,D. Sabonis REBOUND (Off:2 Def:4),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,79.0,,,,,,6.0,4.0,2.0,,,,,
81,PT06M28.00S,2022-12-20T03:22:02.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627734,6.652431011826544,51.71568627450981,1610612758,18,13,2022-12-20T03:28:19Z,810000,False,-9.0,10.0,1,left,MISS D. Sabonis putback Layup,[1627734],1610612758.0,SAC,putback,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.32,,,,,,,,,,,
82,PT06M27.00S,2022-12-20T03:22:03.5Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,18,13,2022-12-20T03:22:07Z,820000,False,,,0,,G. Hayward REBOUND (Off:0 Def:2),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,,,,,,,81.0,,,,,,2.0,2.0,0.0,,,,,
83,PT06M24.00S,2022-12-20T03:22:07.9Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",202330,80.3712220762155,62.5,1610612766,18,15,2022-12-20T03:29:00Z,830000,False,62.0,132.0,1,right,G. Hayward 14' running pullup Jump Shot (6 PTS),[202330],1610612766.0,CHA,running pullup,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,6.0,14.6,,,,,,,,,,,
84,PT06M09.00S,2022-12-20T03:22:21.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,17.0335085413929,38.970588235294116,1610612758,18,15,2022-12-20T03:22:30Z,840000,False,55.0,108.0,1,left,MISS D. Fox 12' Jump Shot,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,12.09,,,,,,,,,,,
85,PT06M07.00S,2022-12-20T03:22:23.3Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612758,18,15,2022-12-20T03:33:33Z,850000,False,,,0,,D. Sabonis REBOUND (Off:3 Def:4),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,84.0,,,,,,7.0,4.0,3.0,,,,,
