actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
18,PT10M34.00S,2022-10-28T02:12:32.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631099,90.75229960578186,51.225490196078425,1610612758,4,4,2022-10-28T02:12:42Z,180000,6.0,34.0,1,right,K. Murray driving finger roll Layup (2 PTS) (D. Sabonis 1 AST),"[1631099, 1627734]",1610612758.0,SAC,driving finger roll,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,3.49,Made,2.0,D. Sabonis,1627734.0,1.0,,,,,,,,,,,,,,
20,PT10M19.00S,2022-10-28T02:12:47.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,8.754927726675426,46.81372549019608,1610612763,4,4,2022-10-28T02:12:55Z,200000,16.0,30.0,1,left,MISS D. Brooks driving Layup,[1628415],1610612763.0,MEM,driving,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,3.38,Missed,,,,,,,,,,,,,,,,,,
21,PT10M16.00S,2022-10-28T02:12:50.3Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,4,4,2022-10-28T02:12:55Z,210000,,,0,,S. Adams REBOUND (Off:1 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,,,,,,,20.0,2.0,1.0,1.0,,,,,,,,,,
22,PT10M15.00S,2022-10-28T02:12:51.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203500,6.521024967148489,45.09803921568628,1610612763,4,4,2022-10-28T02:13:01Z,220000,25.0,9.0,1,left,MISS S. Adams bank Shot,[203500],1610612763.0,MEM,bank,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,2.6,Missed,,,,,,,,,,,,,,,,,,
23,PT10M14.00S,2022-10-28T02:12:52.2Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,4,4,2022-10-28T02:13:01Z,230000,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,
24,PT10M08.00S,2022-10-28T02:12:57.9Z,1,REGULAR,3pt,Jump Shot,[],203084,72.35545335085413,79.90196078431373,1610612758,7,4,2022-10-28T02:13:04Z,240000,150.0,207.0,1,right,H. Barnes 25' 3PT  (3 PTS) (D. Sabonis 2 AST),"[203084, 1627734]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,25.57,Made,3.0,D. Sabonis,1627734.0,2.0,,,,,,,,,,,,,,
26,PT09M42.00S,2022-10-28T02:13:24.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,6.389618922470433,40.19607843137255,1610612763,7,6,2022-10-28T02:13:39Z,260000,49.0,8.0,1,left,J. Morant driving floating bank Jump Shot (4 PTS),[1629630],1610612763.0,MEM,driving floating bank,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,4.96,Made,4.0,,,,,,,,,,,,,,,,,
27,PT09M27.00S,2022-10-28T02:13:39.4Z,1,REGULAR,3pt,Jump Shot,[],1628368,71.96123521681997,20.588235294117645,1610612758,7,6,2022-10-28T02:13:45Z,270000,-147.0,211.0,1,right,MISS D. Fox 25' pullup 3PT,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,25.73,Missed,,,,,,,,,,,,,,,,,,
28,PT09M25.00S,2022-10-28T02:13:41.4Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,7,6,2022-10-28T02:13:45Z,280000,,,0,,S. Adams REBOUND (Off:1 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Above the Break 3,24+ Left Center,,,,,,,27.0,3.0,2.0,1.0,,,,,,,,,,
29,PT09M16.00S,2022-10-28T02:13:51.1Z,1,REGULAR,2pt,Jump Shot,[],1629630,21.895532194480946,60.5392156862745,1610612763,7,6,2022-10-28T02:13:58Z,290000,-53.0,153.0,1,left,MISS J. Morant 16' step back Shot,[1629630],1610612763.0,MEM,step back,,,Morant,J. Morant,,,,,Mid-Range,16-24 Left Center,16.21,Missed,,,,,,,,,,,,,,,,,,
30,PT09M12.00S,2022-10-28T02:13:55.1Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,7,6,2022-10-28T02:13:58Z,300000,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,16-24 Left Center,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,
31,PT09M11.00S,2022-10-28T02:13:57.1Z,1,REGULAR,foul,personal,['2freethrow'],1629630,,,1610612758,7,6,2022-10-28T02:14:23Z,310000,,,0,,J. Morant shooting personal FOUL (1 PF) (Sabonis 2 FT),"[1629630, 1627734]",1610612763.0,MEM,shooting,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2530.0,1.0,0.0,Sabonis,1627734.0,,,,,
33,PT09M11.00S,2022-10-28T02:14:33.8Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1627734,,,1610612758,8,6,2022-10-28T02:14:33Z,330000,,,0,,D. Sabonis Free Throw 1 of 2 (3 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
34,PT09M11.00S,2022-10-28T02:14:54.2Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1627734,,,1610612758,9,6,2022-10-28T02:14:54Z,340000,,,0,,D. Sabonis Free Throw 2 of 2 (4 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
35,PT08M53.00S,2022-10-28T02:15:13.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,5.995400788436268,46.81372549019608,1610612763,9,8,2022-10-28T02:16:34Z,350000,16.0,4.0,1,left,J. Morant driving finger roll Layup (6 PTS),[1629630],1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,1.64,Made,6.0,,,,,,,,,,,,,,,,,
36,PT08M27.00S,2022-10-28T02:15:39.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,93.24901445466492,37.254901960784316,1610612758,11,8,2022-10-28T02:15:50Z,360000,-64.0,11.0,1,right,H. Barnes 6' driving floating Jump Shot (5 PTS),[203084],1610612758.0,SAC,driving floating,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,6.46,Made,5.0,,,,,,,,,,,,,,,,,
37,PT08M10.00S,2022-10-28T02:15:56.9Z,1,REGULAR,turnover,lost ball,[],1628415,,,1610612763,11,8,2022-10-28T02:16:01Z,370000,,,0,,D. Brooks lost ball TURNOVER (1 TO),"[1628415, 203084]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,1.0,Barnes,203084.0,,
38,PT08M10.00S,2022-10-28T02:15:56.9Z,1,REGULAR,steal,,[],203084,,,1610612758,11,8,2022-10-28T02:15:58Z,380000,,,0,,H. Barnes STEAL (1 STL),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
39,PT08M05.00S,2022-10-28T02:16:01.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628368,79.45137976346912,9.068627450980392,1610612758,11,8,2022-10-28T02:16:09Z,390000,-205.0,141.0,1,right,MISS D. Fox 24' running 3PT,[1628368],1610612758.0,SAC,running,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,24.84,Missed,,,,,,,,,,,,,,,,,,
40,PT08M02.00S,2022-10-28T02:16:04.7Z,1,REGULAR,rebound,offensive,[],1631099,,,1610612758,11,8,2022-10-28T02:16:04Z,400000,,,0,,K. Murray REBOUND (Off:1 Def:0),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,39.0,1.0,0.0,1.0,,,,,,,,,,
41,PT07M52.00S,2022-10-28T02:16:14.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628989,69.72733245729303,71.07843137254902,1610612758,14,8,2022-10-28T02:18:05Z,410000,105.0,232.0,1,right,K. Huerter 25' 3PT step back (3 PTS) (D. Sabonis 3 AST),"[1628989, 1627734]",1610612758.0,SAC,step back,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,25.49,Made,3.0,D. Sabonis,1627734.0,3.0,,,,,,,,,,,,,,
43,PT07M27.00S,2022-10-28T02:16:38.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,6.521024967148489,56.127450980392155,1610612763,14,8,2022-10-28T02:16:45Z,430000,-31.0,9.0,1,left,MISS J. Morant driving Layup,[1629630],1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,3.18,Missed,,,,,,,,,,,,,,,,,,
44,PT07M26.00S,2022-10-28T02:16:41.1Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612758,14,8,2022-10-28T02:16:41Z,440000,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,,,,,43.0,1.0,1.0,0.0,,,,,,,,,,
45,PT07M22.00S,2022-10-28T02:16:45.5Z,1,REGULAR,turnover,lost ball,[],1627734,,,1610612758,14,8,2022-10-28T02:21:13Z,450000,,,0,,D. Sabonis lost ball TURNOVER (1 TO),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,,,,
46,PT07M08.00S,2022-10-28T02:17:08.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630217,25.04927726675427,42.64705882352941,1610612763,14,8,2022-10-28T02:17:15Z,460000,37.0,183.0,1,left,MISS D. Bane 18' pullup Shot,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Mid-Range,16-24 Center,18.67,Missed,,,,,,,,,,,,,,,,,,
47,PT07M06.00S,2022-10-28T02:17:10.0Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,14,8,2022-10-28T02:17:15Z,470000,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Center,,,,,,,46.0,2.0,2.0,0.0,,,,,,,,,,
48,PT06M58.00S,2022-10-28T02:17:17.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,92.19776609724047,50.0,1610612758,16,8,2022-10-28T02:17:25Z,480000,0.0,21.0,1,right,K. Huerter driving Layup (5 PTS) (D. Sabonis 4 AST),"[1628989, 1627734]",1610612758.0,SAC,driving,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,2.08,Made,5.0,D. Sabonis,1627734.0,4.0,,,,,,,,,,,,,,
50,PT06M57.00S,2022-10-28T02:17:23.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,16,8,2022-10-28T02:17:23Z,500000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT06M57.00S,2022-10-28T02:19:54.4Z,1,REGULAR,substitution,out,[],1631099,,,1610612763,16,8,2022-10-28T02:20:15Z,510000,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M57.00S,2022-10-28T02:19:54.4Z,1,REGULAR,substitution,out,[],1630583,,,1610612763,16,8,2022-10-28T02:20:15Z,520000,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M57.00S,2022-10-28T02:19:54.4Z,1,REGULAR,substitution,in,[],1629002,,,1610612763,16,8,2022-10-28T02:20:15Z,530000,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M57.00S,2022-10-28T02:19:54.4Z,1,REGULAR,substitution,in,[],1631223,,,1610612763,16,8,2022-10-28T02:20:15Z,540000,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M35.00S,2022-10-28T02:20:55.9Z,1,REGULAR,3pt,Jump Shot,[],1628415,31.750985545335087,25.0,1610612763,16,8,2022-10-28T02:21:04Z,560000,125.0,246.0,1,left,MISS D. Brooks 27' pullup 3PT,[1628415],1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,27.59,Missed,,,,,,,,,,,,,,,,,,
57,PT06M32.00S,2022-10-28T02:20:58.9Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,16,8,2022-10-28T02:21:04Z,570000,,,0,,D. Fox REBOUND (Off:0 Def:2),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,,,,,56.0,2.0,2.0,0.0,,,,,,,,,,
58,PT06M14.00S,2022-10-28T02:21:16.8Z,1,REGULAR,3pt,Jump Shot,[],1629002,75.24638633377135,85.04901960784314,1610612758,16,8,2022-10-28T02:21:22Z,580000,175.0,180.0,1,right,MISS C. Metu 25' 3PT,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,Above the Break 3,24+ Right Center,25.13,Missed,,,,,,,,,,,,,,,,,,
59,PT06M11.00S,2022-10-28T02:21:19.8Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,16,8,2022-10-28T02:21:22Z,590000,,,0,,J. Morant REBOUND (Off:0 Def:1),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Right Center,,,,,,,58.0,1.0,1.0,0.0,,,,,,,,,,
60,PT06M07.00S,2022-10-28T02:21:27.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,7.440867279894875,54.90196078431373,1610612763,16,8,2022-10-28T02:21:40Z,600000,-25.0,17.0,1,left,MISS D. Bane running Layup - blocked,"[1630217, 1628368]",1610612763.0,MEM,running,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,3.01,Missed,,,,,,,,,,,,,,,,,Fox,1628368.0
61,PT06M07.00S,2022-10-28T02:21:27.5Z,1,REGULAR,block,,[],1628368,,,1610612763,16,8,2022-10-28T02:23:55Z,610000,,,0,,D. Fox BLOCK (1 BLK),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
62,PT06M07.00S,2022-10-28T02:21:27.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,16,8,2022-10-28T02:21:40Z,620000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,60.0,,,,,,,,,,,,,
64,PT06M05.00S,2022-10-28T02:21:43.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630217,8.623521681997373,95.34313725490196,1610612763,16,11,2022-10-28T02:21:53Z,640000,-227.0,29.0,1,left,D. Bane 3PT  (3 PTS) (J. Morant 2 AST),"[1630217, 1629630]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Left Corner 3,24+ Left,22.85,Made,3.0,J. Morant,1629630.0,2.0,,,,,,,,,,,,,,
66,PT05M51.00S,2022-10-28T02:22:00.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,92.46057818659659,45.83333333333333,1610612758,18,11,2022-10-28T02:22:05Z,660000,-21.0,18.0,1,right,D. Fox driving Layup (2 PTS) (H. Barnes 2 AST),"[1628368, 203084]",1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,2.78,Made,2.0,H. Barnes,203084.0,2.0,,,,,,,,,,,,,,
68,PT05M51.00S,2022-10-28T02:22:03.4Z,1,REGULAR,foul,personal,['1freethrow'],1628415,,,1610612758,18,11,2022-10-28T02:22:28Z,680000,,,0,,D. Brooks shooting personal FOUL (1 PF) (Fox 1 FT),"[1628415, 1628368]",1610612763.0,MEM,shooting,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2005.0,1.0,0.0,Fox,1628368.0,,,,,
70,PT05M51.00S,2022-10-28T02:22:15.5Z,1,REGULAR,substitution,out,[],1630217,,,1610612758,18,11,2022-10-28T02:22:22Z,700000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M51.00S,2022-10-28T02:22:15.5Z,1,REGULAR,substitution,out,[],1628415,,,1610612758,18,11,2022-10-28T02:22:22Z,710000,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M51.00S,2022-10-28T02:22:15.5Z,1,REGULAR,substitution,in,[],1631222,,,1610612758,18,11,2022-10-28T02:22:22Z,720000,,,0,,SUB in: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M51.00S,2022-10-28T02:22:15.5Z,1,REGULAR,substitution,in,[],1626145,,,1610612758,18,11,2022-10-28T02:22:22Z,730000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M51.00S,2022-10-28T02:22:31.6Z,1,REGULAR,freethrow,1 of 1,[],1628368,,,1610612758,19,11,2022-10-28T02:22:31Z,740000,,,0,,D. Fox Free Throw 1 of 1 (3 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
75,PT05M34.00S,2022-10-28T02:22:50.0Z,1,REGULAR,2pt,Jump Shot,[],1631223,11.12023653088042,33.82352941176471,1610612763,19,13,2022-10-28T02:22:58Z,750000,81.0,52.0,1,left,D. Roddy 9' pullup bank Jump Shot (2 PTS) (S. Adams 1 AST),"[1631223, 203500]",1610612763.0,MEM,pullup bank,,,Roddy,D. Roddy,,,,,Mid-Range,8-16 Right,9.62,Made,2.0,S. Adams,203500.0,1.0,,,,,,,,,,,,,,
77,PT05M27.00S,2022-10-28T02:22:57.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,93.51182654402102,44.85294117647059,1610612758,21,13,2022-10-28T02:23:03Z,770000,-26.0,8.0,1,right,D. Fox driving Layup (5 PTS),[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,2.71,Made,5.0,,,,,,,,,,,,,,,,,
78,PT05M08.00S,2022-10-28T02:23:16.5Z,1,REGULAR,3pt,Jump Shot,[],1631223,32.013797634691194,74.01960784313727,1610612763,21,13,2022-10-28T02:23:31Z,780000,-120.0,248.0,1,left,MISS D. Roddy 27' 3PT,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Left Center,27.59,Missed,,,,,,,,,,,,,,,,,,
79,PT05M05.00S,2022-10-28T02:23:19.5Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612758,21,13,2022-10-28T02:23:31Z,790000,,,0,,K. Huerter REBOUND (Off:0 Def:2),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,,,,,,,78.0,2.0,2.0,0.0,,,,,,,,,,
80,PT04M58.00S,2022-10-28T02:23:26.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,92.72339027595268,46.81372549019608,1610612758,23,13,2022-10-28T02:23:35Z,800000,-16.0,16.0,1,right,D. Sabonis running Layup (6 PTS) (K. Huerter 1 AST),"[1627734, 1628989]",1610612758.0,SAC,running,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,2.25,Made,6.0,K. Huerter,1628989.0,1.0,,,,,,,,,,,,,,
82,PT04M48.00S,2022-10-28T02:23:36.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,8.09789750328515,48.77450980392157,1610612763,23,13,2022-10-28T02:23:42Z,820000,6.0,24.0,1,left,MISS J. Morant driving Layup,[1629630],1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,2.44,Missed,,,,,,,,,,,,,,,,,,
83,PT04M46.00S,2022-10-28T02:23:38.4Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,23,13,2022-10-28T02:23:42Z,830000,,,0,,H. Barnes REBOUND (Off:0 Def:2),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,82.0,2.0,2.0,0.0,,,,,,,,,,
84,PT04M28.00S,2022-10-28T02:23:57.2Z,1,REGULAR,3pt,Jump Shot,[],1629002,81.94809461235218,4.166666666666666,1610612758,23,13,2022-10-28T02:24:03Z,840000,-229.0,117.0,1,right,MISS C. Metu 25' 3PT,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,Above the Break 3,24+ Left Center,25.74,Missed,,,,,,,,,,,,,,,,,,
85,PT04M24.00S,2022-10-28T02:24:01.2Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,23,13,2022-10-28T02:24:03Z,850000,,,0,,J. Morant REBOUND (Off:0 Def:2),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Left Center,,,,,,,84.0,2.0,2.0,0.0,,,,,,,,,,
86,PT04M11.00S,2022-10-28T02:24:15.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,14.011169513797633,49.754901960784316,1610612763,23,15,2022-10-28T02:24:24Z,860000,1.0,79.0,1,left,T. Jones 7' driving floating Jump Shot (2 PTS),[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,7.92,Made,2.0,,,,,,,,,,,,,,,,,
