actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
428,PT04M11.00S,2023-04-08T03:39:14.1Z,3,REGULAR,rebound,defensive,[],1629002,,,1610612758,59,75,2023-04-08T03:39:17Z,4200000,False,,,0,,C. Metu REBOUND (Off:1 Def:6),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,Mid-Range,16-24 Right Center,,,427.0,7.0,6.0,1.0,,,,,,,,,,,,,
429,PT04M04.00S,2023-04-08T03:39:20.8Z,3,REGULAR,3pt,Jump Shot,[],1630558,28.728646517739815,72.30392156862744,1610612758,59,75,2023-04-08T03:39:30Z,4210000,False,-112.0,218.0,1,left,MISS D. Mitchell 24' 3PT,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,Above the Break 3,24+ Left Center,24.44,Missed,,,,,,,,,,,,,,,,,
430,PT04M02.00S,2023-04-08T03:39:22.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612758,59,75,2023-04-08T03:42:23Z,4220000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,Above the Break 3,24+ Left Center,,,429.0,,,,,,,,,,,,,,,,
431,PT04M02.00S,2023-04-08T03:39:31.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201939,,,1610612758,59,75,2023-04-08T03:39:43Z,4230000,False,,,0,,S. Curry loose ball personal FOUL (1 PF) (Barnes 2 FT),"[201939, 203084]",1610612744.0,GSW,loose ball,,,Curry,S. Curry,,,,,201639.0,Mid-Range,8-16 Left,,,,,,,,,,,,,,1.0,0.0,Barnes,203084.0,,
433,PT04M02.00S,2023-04-08T03:40:08.0Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],203084,,,1610612758,59,75,2023-04-08T03:40:08Z,4250000,False,,,0,,MISS H. Barnes Free Throw 1 of 2,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
434,PT04M02.00S,2023-04-08T03:40:08.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,59,75,2023-04-08T03:40:08Z,4260000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,433.0,,,,,,,,,,,,,,,,
435,PT04M02.00S,2023-04-08T03:40:09.1Z,3,REGULAR,substitution,out,[],1630558,,,1610612758,59,75,2023-04-08T03:40:34Z,4270000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT04M02.00S,2023-04-08T03:40:09.1Z,3,REGULAR,substitution,out,[],203110,,,1610612758,59,75,2023-04-08T03:40:34Z,4280000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT04M02.00S,2023-04-08T03:40:09.1Z,3,REGULAR,substitution,out,[],201939,,,1610612758,59,75,2023-04-08T03:40:34Z,4290000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT04M02.00S,2023-04-08T03:40:09.1Z,3,REGULAR,substitution,in,[],1628408,,,1610612758,59,75,2023-04-08T03:40:34Z,4300000,False,,,0,,SUB in: P. Dozier,[1628408],1610612758.0,SAC,,,,Dozier,P. Dozier,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT04M02.00S,2023-04-08T03:40:09.1Z,3,REGULAR,substitution,in,[],202691,,,1610612758,59,75,2023-04-08T03:40:34Z,4310000,False,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT04M02.00S,2023-04-08T03:40:09.1Z,3,REGULAR,substitution,in,[],1626172,,,1610612758,59,75,2023-04-08T03:40:34Z,4320000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT04M02.00S,2023-04-08T03:40:35.0Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],203084,,,1610612758,60,75,2023-04-08T03:40:35Z,4330000,False,,,0,,H. Barnes Free Throw 2 of 2 (11 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,Made,,,,,,11.0,,,,,,,,,,,
442,PT03M48.00S,2023-04-08T03:40:50.9Z,3,REGULAR,foul,offensive,['inpenalty'],1627780,,,1610612744,60,75,2023-04-08T03:41:08Z,4340000,False,,,0,,G. Payton II offensive FOUL (2 PF),"[1627780, 1630556]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,202053.0,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,2.0,0.0,Edwards,1630556.0,,
444,PT03M48.00S,2023-04-08T03:40:50.9Z,3,REGULAR,turnover,offensive foul,[],1627780,,,1610612744,60,75,2023-04-08T03:40:50Z,4360000,False,,,0,,G. Payton II offensive foul TURNOVER (3 TO),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,202053.0,Above the Break 3,24+ Right Center,,,,,,,3.0,,,,,,,,,,,,
445,PT03M48.00S,2023-04-08T03:41:01.5Z,3,REGULAR,substitution,out,[],203084,,,1610612758,60,75,2023-04-08T03:41:04Z,4370000,False,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT03M48.00S,2023-04-08T03:41:01.5Z,3,REGULAR,substitution,in,[],1626168,,,1610612758,60,75,2023-04-08T03:41:04Z,4380000,False,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT03M35.00S,2023-04-08T03:41:17.9Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1631099,11.12023653088042,72.79411764705883,1610612758,60,75,2023-04-08T03:51:06Z,4390000,False,-114.0,52.0,1,left,MISS K. Murray 12' driving floating Shot,[1631099],1610612758.0,SAC,driving floating,,,Murray,K. Murray,,,,,,Mid-Range,8-16 Left,12.53,Missed,,,,,,,,,,,,,,,,,
448,PT03M35.00S,2023-04-08T03:41:17.9Z,3,REGULAR,rebound,offensive,[],1631099,,,1610612758,60,75,2023-04-08T03:41:31Z,4400000,False,,,0,,K. Murray REBOUND (Off:2 Def:2),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,Mid-Range,8-16 Left,,,447.0,4.0,2.0,2.0,,,,,,,,,,,,,
449,PT03M35.00S,2023-04-08T03:41:27.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631099,6.783837056504599,53.67647058823529,1610612758,62,75,2023-04-08T03:51:26Z,4410000,False,-18.0,11.0,1,left,K. Murray tip Layup (9 PTS),[1631099],1610612758.0,SAC,tip,,,Murray,K. Murray,,,,,,Restricted Area,0-8 Center,2.16,Made,,,,,,9.0,,,,,,,,,,,
450,PT03M35.00S,2023-04-08T03:41:31.9Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627780,,,1610612744,62,75,2023-04-08T03:41:58Z,4420000,False,,,0,,G. Payton II loose ball personal FOUL (3 PF) (Metu 1 FT),"[1627780, 1629002]",1610612744.0,GSW,loose ball,,,Payton II,G. Payton II,,,,,202053.0,,,,,,,,,,,,,,,,3.0,0.0,Metu,1629002.0,,
453,PT03M35.00S,2023-04-08T03:41:52.3Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1629002,,,1610612758,63,75,2023-04-08T03:51:53Z,4450000,False,,,0,,C. Metu Free Throw 1 of 1 (7 PTS),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,Made,,,,,,7.0,,,,,,,,,,,
454,PT03M20.00S,2023-04-08T03:42:13.6Z,3,REGULAR,foul,offensive,['inpenalty'],1626172,,,1610612744,63,75,2023-04-08T03:42:44Z,4460000,False,,,0,,K. Looney offensive FOUL (2 PF),"[1626172, 1628408]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,201639.0,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,2.0,0.0,Dozier,1628408.0,,
456,PT03M20.00S,2023-04-08T03:42:13.6Z,3,REGULAR,turnover,offensive foul,[],1626172,,,1610612744,63,75,2023-04-08T03:42:13Z,4480000,False,,,0,,K. Looney offensive foul TURNOVER (1 TO),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,201639.0,Mid-Range,16-24 Left Center,,,,,,,1.0,,,,,,,,,,,,
457,PT03M03.00S,2023-04-08T03:42:42.4Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629002,11.777266754270697,43.13725490196079,1610612758,65,75,2023-04-08T03:53:01Z,4490000,False,34.0,58.0,1,left,C. Metu 6' driving Hook (9 PTS),[1629002],1610612758.0,SAC,driving,,,Metu,C. Metu,,,,,,In The Paint (Non-RA),0-8 Center,6.76,Made,,,,,,9.0,,,,,,,,,,,
458,PT02M47.00S,2023-04-08T03:43:00.4Z,3,REGULAR,turnover,out-of-bounds,[],1629673,,,1610612744,65,75,2023-04-08T03:43:10Z,4500000,False,,,0,,J. Poole lost ball out-of-bounds TURNOVER (2 TO),[1629673],1610612744.0,GSW,lost ball,,,Poole,J. Poole,,,,,202053.0,Mid-Range,8-16 Left,,,,,,,2.0,,,,,,,,,,,,
459,PT02M40.00S,2023-04-08T03:43:16.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629673,,,1610612758,65,75,2023-04-08T03:43:26Z,4510000,False,,,0,,J. Poole personal FOUL (2 PF) (Edwards 2 FT),"[1629673, 1630556]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,201639.0,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,2.0,0.0,Edwards,1630556.0,,
461,PT02M40.00S,2023-04-08T03:43:43.8Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1630556,,,1610612758,65,75,2023-04-08T03:43:43Z,4530000,False,,,0,,MISS K. Edwards Free Throw 1 of 2,[1630556],1610612758.0,SAC,,,,Edwards,K. Edwards,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
462,PT02M40.00S,2023-04-08T03:43:43.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,65,75,2023-04-08T03:43:43Z,4540000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,461.0,,,,,,,,,,,,,,,,
463,PT02M40.00S,2023-04-08T03:43:59.0Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1630556,,,1610612758,66,75,2023-04-08T03:43:59Z,4550000,False,,,0,,K. Edwards Free Throw 2 of 2 (3 PTS),[1630556],1610612758.0,SAC,,,,Edwards,K. Edwards,,,,,,,,,Made,,,,,,3.0,,,,,,,,,,,
467,PT02M24.00S,2023-04-08T03:44:23.3Z,3,REGULAR,foul,personal,['2freethrow'],1628408,,,1610612744,66,75,2023-04-08T03:44:50Z,4560000,False,,,0,,P. Dozier shooting personal FOUL (1 PF) (Kuminga 2 FT),"[1628408, 1630228]",1610612758.0,SAC,shooting,,,Dozier,P. Dozier,,,,,202053.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,Kuminga,1630228.0,,
470,PT02M24.00S,2023-04-08T03:47:03.3Z,3,REGULAR,substitution,out,[],1627780,,,1610612744,66,75,2023-04-08T03:47:32Z,4590000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT02M24.00S,2023-04-08T03:47:03.3Z,3,REGULAR,substitution,in,[],1628978,,,1610612744,66,75,2023-04-08T03:47:32Z,4600000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT02M24.00S,2023-04-08T03:47:35.4Z,3,REGULAR,freethrow,1 of 2,[],1630228,,,1610612744,66,76,2023-04-08T03:47:53Z,4610000,False,,,0,,J. Kuminga Free Throw 1 of 2 (11 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,Made,,,,,,11.0,,,,,,,,,,,
473,PT02M24.00S,2023-04-08T03:47:35.4Z,3,REGULAR,freethrow,2 of 2,[],1630228,,,1610612744,66,76,2023-04-08T03:47:53Z,4620000,False,,,0,,MISS J. Kuminga Free Throw 2 of 2,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
474,PT02M21.00S,2023-04-08T03:47:38.4Z,3,REGULAR,rebound,defensive,[],1628408,,,1610612758,66,76,2023-04-08T03:47:53Z,4630000,False,,,0,,P. Dozier REBOUND (Off:0 Def:1),[1628408],1610612758.0,SAC,,,,Dozier,P. Dozier,,,,,,,,,,473.0,1.0,1.0,0.0,,,,,,,,,,,,,
475,PT02M02.00S,2023-04-08T03:48:12.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629002,6.258212877792378,43.872549019607845,1610612758,68,76,2023-04-08T03:48:17Z,4640000,False,31.0,6.0,1,left,C. Metu driving Layup (11 PTS),[1629002],1610612758.0,SAC,driving,,,Metu,C. Metu,,,,,,Restricted Area,0-8 Center,3.12,Made,,,,,,11.0,,,,,,,,,,,
476,PT01M43.00S,2023-04-08T03:48:33.0Z,3,REGULAR,foul,personal,['2freethrow'],1626168,,,1610612744,68,76,2023-04-08T03:49:02Z,4650000,False,,,0,,T. Lyles shooting personal FOUL (1 PF) (Poole 2 FT),"[1626168, 1629673]",1610612758.0,SAC,shooting,,,Lyles,T. Lyles,,,,,101283.0,Mid-Range,8-16 Right,,,,,,,,,,,,,,1.0,0.0,Poole,1629673.0,,
478,PT01M43.00S,2023-04-08T03:49:03.2Z,3,REGULAR,freethrow,1 of 2,[],1629673,,,1610612744,68,77,2023-04-08T03:49:03Z,4670000,False,,,0,,J. Poole Free Throw 1 of 2 (3 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,Made,,,,,,3.0,,,,,,,,,,,
479,PT01M43.00S,2023-04-08T03:49:23.1Z,3,REGULAR,freethrow,2 of 2,[],1629673,,,1610612744,68,78,2023-04-08T03:49:23Z,4680000,False,,,0,,J. Poole Free Throw 2 of 2 (4 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,Made,,,,,,4.0,,,,,,,,,,,
480,PT01M33.00S,2023-04-08T03:49:35.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629002,6.258212877792378,51.225490196078425,1610612758,70,78,2023-04-08T03:49:39Z,4690000,False,-6.0,6.0,1,left,C. Metu alley-oop DUNK (13 PTS) (P. Dozier 2 AST),"[1629002, 1628408]",1610612758.0,SAC,alley-oop,,,Metu,C. Metu,,,,,,Restricted Area,0-8 Center,0.88,Made,,,,,,13.0,P. Dozier,1628408.0,2.0,,,,,,,,
482,PT01M26.00S,2023-04-08T03:49:44.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628408,,,1610612744,70,78,2023-04-08T03:49:52Z,4710000,False,,,0,,P. Dozier shooting personal FOUL (2 PF) (Poole 2 FT),"[1628408, 1629673]",1610612758.0,SAC,shooting,,,Dozier,P. Dozier,,,,,201639.0,Mid-Range,8-16 Left,,,,,,,,,,,,,,2.0,0.0,Poole,1629673.0,,
484,PT01M26.00S,2023-04-08T03:50:21.3Z,3,REGULAR,freethrow,1 of 2,[],1629673,,,1610612744,70,79,2023-04-08T03:50:21Z,4730000,False,,,0,,J. Poole Free Throw 1 of 2 (5 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,Made,,,,,,5.0,,,,,,,,,,,
485,PT01M26.00S,2023-04-08T03:50:39.0Z,3,REGULAR,freethrow,2 of 2,[],1629673,,,1610612744,70,80,2023-04-08T03:50:39Z,4740000,False,,,0,,J. Poole Free Throw 2 of 2 (6 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,Made,,,,,,6.0,,,,,,,,,,,
486,PT01M07.00S,2023-04-08T03:51:05.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626172,,,1610612758,70,80,2023-04-08T03:51:19Z,4750000,False,,,0,,K. Looney shooting personal FOUL (3 PF) (Metu 2 FT),"[1626172, 1629002]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,202053.0,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,3.0,0.0,Metu,1629002.0,,
488,PT01M07.00S,2023-04-08T03:51:29.1Z,3,REGULAR,freethrow,1 of 2,[],1629002,,,1610612758,70,80,2023-04-08T03:51:29Z,4770000,False,,,0,,MISS C. Metu Free Throw 1 of 2,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
489,PT01M07.00S,2023-04-08T03:51:29.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,70,80,2023-04-08T03:51:29Z,4780000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,488.0,,,,,,,,,,,,,,,,
490,PT01M07.00S,2023-04-08T03:51:34.3Z,3,REGULAR,substitution,out,[],1626172,,,1610612758,70,80,2023-04-08T03:51:42Z,4790000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT01M07.00S,2023-04-08T03:51:34.3Z,3,REGULAR,substitution,in,[],203110,,,1610612758,70,80,2023-04-08T03:51:42Z,4800000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT01M07.00S,2023-04-08T03:51:29.1Z,3,REGULAR,freethrow,2 of 2,[],1629002,,,1610612758,70,80,2023-04-08T03:51:56Z,4810000,False,,,0,,MISS C. Metu Free Throw 2 of 2,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
493,PT01M04.00S,2023-04-08T03:51:32.1Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,70,80,2023-04-08T03:51:56Z,4820000,False,,,0,,D. Green REBOUND (Off:0 Def:4),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,492.0,4.0,4.0,0.0,,,,,,,,,,,,,
494,PT00M55.20S,2023-04-08T03:52:03.5Z,3,REGULAR,3pt,Jump Shot,[],202691,76.2976346911958,87.74509803921569,1610612744,70,83,2023-04-08T03:52:09Z,4830000,False,189.0,170.0,1,right,K. Thompson 25' 3PT  (18 PTS) (J. Poole 3 AST),"[202691, 1629673]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,Above the Break 3,24+ Right Center,25.42,Made,,,,,,18.0,J. Poole,1629673.0,3.0,,,,,,,,
496,PT00M44.10S,2023-04-08T03:52:17.6Z,3,REGULAR,3pt,Jump Shot,[],1628408,27.808804204993432,76.9607843137255,1610612758,70,83,2023-04-08T03:52:27Z,4850000,False,-135.0,209.0,1,left,MISS P. Dozier 24' 3PT,[1628408],1610612758.0,SAC,,,,Dozier,P. Dozier,,,,,,Above the Break 3,24+ Left Center,24.86,Missed,,,,,,,,,,,,,,,,,
497,PT00M40.50S,2023-04-08T03:52:21.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612744,70,83,2023-04-08T03:52:27Z,4860000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,Above the Break 3,24+ Left Center,,,496.0,,,,,,,,,,,,,,,,
499,PT00M31.70S,2023-04-08T03:52:44.9Z,3,REGULAR,3pt,Jump Shot,[],1628978,75.3777923784494,87.25490196078431,1610612744,70,86,2023-04-08T03:52:50Z,4880000,False,186.0,179.0,1,right,D. DiVincenzo 25' 3PT  (12 PTS) (J. Poole 4 AST),"[1628978, 1629673]",1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,Above the Break 3,24+ Right Center,25.83,Made,,,,,,12.0,J. Poole,1629673.0,4.0,,,,,,,,
501,PT00M14.60S,2023-04-08T03:53:07.3Z,3,REGULAR,3pt,Jump Shot,[],1626168,18.74178712220762,93.62745098039215,1610612758,73,86,2023-04-08T03:53:14Z,4900000,False,-218.0,124.0,1,left,T. Lyles 25' 3PT  (11 PTS) (P. Dozier 3 AST),"[1626168, 1628408]",1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,Above the Break 3,24+ Left Center,25.07,Made,,,,,,11.0,P. Dozier,1628408.0,3.0,,,,,,,,
503,PT00M00.60S,2023-04-08T03:53:25.8Z,3,REGULAR,3pt,Jump Shot,[],1629673,72.22404730617609,77.69607843137256,1610612744,73,86,2023-04-08T04:00:42Z,4920000,False,138.0,209.0,1,right,MISS J. Poole 25' step back 3PT,[1629673],1610612744.0,GSW,step back,,,Poole,J. Poole,,,,,,Above the Break 3,24+ Right Center,25.04,Missed,,,,,,,,,,,,,,,,,
504,PT00M00.60S,2023-04-08T03:53:25.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612744,73,86,2023-04-08T03:53:32Z,4930000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,Above the Break 3,24+ Right Center,,,503.0,,,,,,,,,,,,,,,,
505,PT00M00.00S,2023-04-08T03:53:30.7Z,3,REGULAR,period,end,[],0,,,1610612744,73,86,2023-04-08T03:53:30Z,4940000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT12M00.00S,2023-04-08T03:55:58.7Z,4,REGULAR,substitution,out,['startperiod'],1630556,,,1610612744,73,86,2023-04-08T03:56:15Z,4950000,False,,,0,,SUB out: K. Edwards,[1630556],1610612758.0,SAC,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT12M00.00S,2023-04-08T03:55:58.7Z,4,REGULAR,substitution,out,['startperiod'],202691,,,1610612744,73,86,2023-04-08T03:56:15Z,4960000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT12M00.00S,2023-04-08T03:55:58.7Z,4,REGULAR,substitution,in,['startperiod'],1629056,,,1610612744,73,86,2023-04-08T03:56:15Z,4970000,False,,,0,,SUB in: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2023-04-08T03:55:58.7Z,4,REGULAR,substitution,in,['startperiod'],201939,,,1610612744,73,86,2023-04-08T03:56:15Z,4980000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2023-04-08T03:56:26.9Z,4,REGULAR,period,start,[],0,,,1610612744,73,86,2023-04-08T03:56:26Z,4990000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT11M47.00S,2023-04-08T03:56:52.8Z,4,REGULAR,foul,personal,['2freethrow'],1626168,,,1610612744,73,86,2023-04-08T03:57:08Z,5010000,False,,,0,,T. Lyles shooting personal FOUL (2 PF) (Kuminga 2 FT),"[1626168, 1630228]",1610612758.0,SAC,shooting,,,Lyles,T. Lyles,,,,,201639.0,Mid-Range,8-16 Left,,,,,,,,,,,,,,2.0,0.0,Kuminga,1630228.0,,
514,PT11M47.00S,2023-04-08T03:57:16.4Z,4,REGULAR,freethrow,1 of 2,[],1630228,,,1610612744,73,87,2023-04-08T03:57:16Z,5030000,False,,,0,,J. Kuminga Free Throw 1 of 2 (12 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,Made,,,,,,12.0,,,,,,,,,,,
515,PT11M47.00S,2023-04-08T03:57:27.6Z,4,REGULAR,freethrow,2 of 2,[],1630228,,,1610612744,73,88,2023-04-08T03:57:27Z,5040000,False,,,0,,J. Kuminga Free Throw 2 of 2 (13 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,Made,,,,,,13.0,,,,,,,,,,,
516,PT11M41.00S,2023-04-08T03:57:45.1Z,4,REGULAR,foul,personal,[],1629673,,,1610612758,73,88,2023-04-08T03:57:52Z,5050000,False,,,0,,J. Poole personal FOUL (3 PF),"[1629673, 1628408]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,202053.0,Above the Break 3,24+ Center,,,,,,,,,,,,,,3.0,0.0,Dozier,1628408.0,,
518,PT11M32.00S,2023-04-08T03:58:09.6Z,4,REGULAR,foul,personal,['2freethrow'],203110,,,1610612758,73,88,2023-04-08T03:58:25Z,5070000,False,,,0,,D. Green shooting personal FOUL (4 PF) (Metu 2 FT),"[203110, 1629002]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,101283.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,4.0,0.0,Metu,1629002.0,,
520,PT11M32.00S,2023-04-08T03:58:30.9Z,4,REGULAR,freethrow,1 of 2,[],1629002,,,1610612758,73,88,2023-04-08T03:58:30Z,5090000,False,,,0,,MISS C. Metu Free Throw 1 of 2,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
521,PT11M32.00S,2023-04-08T03:58:30.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,73,88,2023-04-08T03:58:30Z,5100000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,,
522,PT11M32.00S,2023-04-08T03:58:30.9Z,4,REGULAR,freethrow,2 of 2,[],1629002,,,1610612758,73,88,2023-04-08T03:58:49Z,5110000,False,,,0,,MISS C. Metu Free Throw 2 of 2,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
523,PT11M29.00S,2023-04-08T03:58:33.9Z,4,REGULAR,rebound,defensive,[],1628978,,,1610612744,73,88,2023-04-08T03:58:49Z,5120000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:4),[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,522.0,4.0,4.0,0.0,,,,,,,,,,,,,
524,PT11M18.00S,2023-04-08T03:58:58.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,92.19776609724047,43.872549019607845,1610612744,73,88,2023-04-08T03:59:07Z,5130000,False,-31.0,21.0,1,right,MISS J. Poole driving Layup,[1629673],1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,,Restricted Area,0-8 Center,3.7,Missed,,,,,,,,,,,,,,,,,
