actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
63,PT06M52.00S,2023-01-12T03:17:49.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,13,16,2023-01-12T03:17:49Z,620000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M52.00S,2023-01-12T03:18:22.6Z,1,REGULAR,substitution,out,[],1628368,,,1610612758,13,16,2023-01-12T03:20:26Z,630000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M52.00S,2023-01-12T03:18:22.6Z,1,REGULAR,substitution,in,[],1630558,,,1610612758,13,16,2023-01-12T03:20:26Z,640000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M52.00S,2023-01-12T03:20:36.4Z,1,REGULAR,freethrow,1 of 2,[],1627734,,,1610612758,14,16,2023-01-12T03:20:57Z,650000,False,,,0,,D. Sabonis Free Throw 1 of 2 (1 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,
68,PT06M52.00S,2023-01-12T03:20:36.4Z,1,REGULAR,freethrow,2 of 2,[],1627734,,,1610612758,14,16,2023-01-12T03:20:57Z,660000,False,,,0,,MISS D. Sabonis Free Throw 2 of 2,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
69,PT06M49.00S,2023-01-12T03:20:39.4Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,14,16,2023-01-12T03:20:57Z,670000,False,,,0,,A. Sengun REBOUND (Off:1 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,68.0,3.0,2.0,1.0,,,,,,,,,,,,
70,PT06M34.00S,2023-01-12T03:21:11.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,92.72339027595268,42.8921568627451,1610612745,14,16,2023-01-12T03:21:25Z,680000,False,-36.0,16.0,1,right,MISS J. Green Layup - blocked,"[1630224, 1629056]",1610612745.0,HOU,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,3.89,Missed,,,,,,,,,,,,,,,Davis,1629056.0
72,PT06M34.00S,2023-01-12T03:21:11.6Z,1,REGULAR,block,,[],1629056,,,1610612745,14,16,2023-01-12T03:21:25Z,685000,False,,,0,,T. Davis BLOCK (1 BLK),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
71,PT06M34.00S,2023-01-12T03:21:11.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612758,14,16,2023-01-12T03:21:25Z,690000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Restricted Area,0-8 Center,,,,,70.0,,,,,,,,,,,,,,,
73,PT06M16.00S,2023-01-12T03:21:39.1Z,1,REGULAR,foul,personal,[],1630224,,,1610612758,14,16,2023-01-12T03:22:09Z,700000,False,,,0,,J. Green personal FOUL (1 PF),"[1630224, 1629056]",1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,1830.0,,,,,,,,,,,,1.0,0.0,Davis,1629056.0,,,,
75,PT06M01.00S,2023-01-12T03:22:28.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,12.959921156373195,38.970588235294116,1610612758,16,16,2023-01-12T03:22:32Z,720000,False,55.0,69.0,1,left,D. Sabonis 8' turnaround Hook (3 PTS),[1627734],1610612758.0,SAC,turnaround,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Right,,,8.85,Made,,,,,3.0,,,,,,,,,,,
76,PT05M36.00S,2023-01-12T03:22:53.2Z,1,REGULAR,2pt,Jump Shot,[],1631095,81.68528252299606,67.40196078431373,1610612745,16,16,2023-01-12T03:22:59Z,730000,False,87.0,120.0,1,right,MISS J. Smith Jr. 14' fadeaway Shot,[1631095],1610612745.0,HOU,fadeaway,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Right,,,14.8,Missed,,,,,,,,,,,,,,,,
77,PT05M34.00S,2023-01-12T03:22:55.5Z,1,REGULAR,rebound,defensive,[],1629056,,,1610612758,16,16,2023-01-12T03:22:55Z,740000,False,,,0,,T. Davis REBOUND (Off:0 Def:1),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,Mid-Range,8-16 Right,,,,,76.0,1.0,1.0,0.0,,,,,,,,,,,,
78,PT05M27.00S,2023-01-12T03:23:02.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,9.149145860709593,49.01960784313725,1610612758,16,16,2023-01-12T03:34:28Z,750000,False,5.0,34.0,1,left,MISS D. Sabonis turnaround Hook,[1627734],1610612758.0,SAC,turnaround,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,3.39,Missed,,,,,,,,,,,,,,,,
79,PT05M25.00S,2023-01-12T03:23:04.3Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,16,16,2023-01-12T03:23:09Z,760000,False,,,0,,A. Sengun REBOUND (Off:1 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,78.0,4.0,3.0,1.0,,,,,,,,,,,,
82,PT05M22.00S,2023-01-12T03:23:08.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630224,68.54467805519053,20.588235294117645,1610612745,16,16,2023-01-12T03:23:17Z,770000,False,-147.0,243.0,1,right,MISS J. Green 28' running 3PT,[1630224],1610612745.0,HOU,running,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,28.42,Missed,,,,,,,,,,,,,,,,
83,PT05M17.00S,2023-01-12T03:23:12.4Z,1,REGULAR,rebound,offensive,[],1631095,,,1610612745,16,16,2023-01-12T03:23:12Z,780000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:0),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,,,82.0,1.0,0.0,1.0,,,,,,,,,,,,
