actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
17,PT10M59.00S,2022-10-23T02:12:23.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627826,6.389618922470433,47.05882352941176,1610612746,3,0,2022-10-23T02:12:37Z,170000,15.0,8.0,1,left,MISS I. Zubac Layup,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,1.65,Missed,,,,,,,,,,,,,,,,,,
18,PT10M56.00S,2022-10-23T02:12:26.9Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,3,0,2022-10-23T02:12:37Z,180000,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,17.0,2.0,2.0,0.0,,,,,,,,,,
19,PT10M50.00S,2022-10-23T02:12:32.4Z,1,REGULAR,turnover,bad pass,[],203084,,,1610612758,3,0,2022-10-23T02:12:42Z,190000,,,0,,H. Barnes bad pass TURNOVER (1 TO),"[203084, 202694]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1.0,Morris Sr.,202694.0,,,,,
20,PT10M50.00S,2022-10-23T02:12:32.4Z,1,REGULAR,steal,,[],202694,,,1610612746,3,0,2022-10-23T02:12:42Z,200000,,,0,,M. Morris Sr. STEAL (1 STL),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
21,PT10M43.00S,2022-10-23T02:12:40.0Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",202331,16.376478318002626,93.87254901960785,1610612746,3,0,2022-10-23T02:14:23Z,210000,-219.0,101.0,1,left,MISS P. George 24' running 3PT,[202331],1610612746.0,LAC,running,,,George,P. George,,,,,Above the Break 3,24+ Left Center,24.17,Missed,,,,,,,,,,,,,,,,,,
22,PT10M43.00S,2022-10-23T02:12:40.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612758,3,0,2022-10-23T02:12:46Z,220000,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,21.0,,,,,,,,,,,,,
24,PT10M35.00S,2022-10-23T02:12:55.1Z,1,REGULAR,3pt,Jump Shot,[],1628368,73.01248357424441,17.892156862745097,1610612758,6,0,2022-10-23T02:13:01Z,240000,-161.0,201.0,1,right,D. Fox 25' 3PT  (3 PTS) (K. Okpala 1 AST),"[1628368, 1629644]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,25.74,Made,3.0,K. Okpala,1629644.0,1.0,,,,,,,,,,,,,,
26,PT10M18.00S,2022-10-23T02:13:12.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,15.193823915900131,48.77450980392157,1610612746,6,2,2022-10-23T02:15:16Z,260000,6.0,90.0,1,left,P. George 9' step back Jump Shot (2 PTS),[202331],1610612746.0,LAC,step back,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Center,9.05,Made,2.0,,,,,,,,,,,,,,,,,
27,PT10M04.00S,2022-10-23T02:13:26.7Z,1,REGULAR,3pt,Jump Shot,[],1628989,67.62483574244416,42.64705882352941,1610612758,6,2,2022-10-23T02:15:55Z,270000,-37.0,252.0,1,right,MISS K. Huerter 25' 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,25.45,Missed,,,,,,,,,,,,,,,,,,
28,PT10M00.00S,2022-10-23T02:13:30.7Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,6,2,2022-10-23T02:13:34Z,280000,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Center,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,
29,PT09M54.00S,2022-10-23T02:13:36.5Z,1,REGULAR,2pt,Jump Shot,[],202694,19.004599211563733,26.225490196078432,1610612746,6,4,2022-10-23T02:13:42Z,290000,119.0,126.0,1,left,M. Morris Sr. 17' pullup Jump Shot (2 PTS),[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,16-24 Right Center,17.33,Made,2.0,,,,,,,,,,,,,,,,,
30,PT09M42.00S,2022-10-23T02:13:48.5Z,1,REGULAR,2pt,Jump Shot,[],1627734,78.9257555847569,30.88235294117647,1610612758,8,4,2022-10-23T02:13:54Z,300000,-96.0,146.0,1,right,D. Sabonis 17' Jump Shot (2 PTS) (K. Huerter 1 AST),"[1627734, 1628989]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Left Center,17.42,Made,2.0,K. Huerter,1628989.0,1.0,,,,,,,,,,,,,,
32,PT09M24.00S,2022-10-23T02:14:07.4Z,1,REGULAR,turnover,bad pass,[],1626181,,,1610612746,8,4,2022-10-23T02:14:12Z,320000,,,0,,N. Powell bad pass TURNOVER (1 TO),"[1626181, 203084]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Barnes,203084.0,,,,,
33,PT09M24.00S,2022-10-23T02:14:07.4Z,1,REGULAR,steal,,[],203084,,,1610612758,8,4,2022-10-23T02:14:09Z,330000,,,0,,H. Barnes STEAL (1 STL),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
34,PT09M17.00S,2022-10-23T02:14:13.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203084,93.77463863337714,57.107843137254896,1610612758,8,4,2022-10-23T02:16:56Z,340000,36.0,6.0,1,right,MISS H. Barnes running Layup,[203084],1610612758.0,SAC,running,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,3.6,Missed,,,,,,,,,,,,,,,,,,
35,PT09M15.00S,2022-10-23T02:14:15.0Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,8,4,2022-10-23T02:14:21Z,350000,,,0,,P. George REBOUND (Off:0 Def:2),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,,34.0,2.0,2.0,0.0,,,,,,,,,,
36,PT09M08.00S,2022-10-23T02:14:22.2Z,1,REGULAR,2pt,Jump Shot,[],202331,10.85742444152431,73.52941176470588,1610612746,8,4,2022-10-23T02:14:31Z,360000,-118.0,50.0,1,left,MISS P. George 12' turnaround fadeaway Shot,[202331],1610612746.0,LAC,turnaround fadeaway,,,George,P. George,,,,,Mid-Range,8-16 Left,12.76,Missed,,,,,,,,,,,,,,,,,,
37,PT09M05.00S,2022-10-23T02:14:25.2Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,8,4,2022-10-23T02:14:31Z,370000,,,0,,D. Sabonis REBOUND (Off:0 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Left,,,,,,,36.0,3.0,3.0,0.0,,,,,,,,,,
38,PT08M59.00S,2022-10-23T02:14:31.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627734,90.22667542706965,40.68627450980392,1610612758,10,4,2022-10-23T02:18:44Z,380000,-47.0,39.0,1,right,D. Sabonis 6' running Layup (4 PTS),[1627734],1610612758.0,SAC,running,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,6.1,Made,4.0,,,,,,,,,,,,,,,,,
40,PT08M49.00S,2022-10-23T02:14:48.2Z,1,REGULAR,turnover,out-of-bounds,[],202704,,,1610612746,10,4,2022-10-23T02:14:58Z,400000,,,0,,R. Jackson lost ball out-of-bounds TURNOVER (1 TO),[202704],1610612746.0,LAC,lost ball,,,Jackson,R. Jackson,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,1.0,,,1627526.0,,,,
41,PT08M40.00S,2022-10-23T02:15:12.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628368,69.20170827858082,66.91176470588235,1610612758,10,4,2022-10-23T02:15:18Z,410000,85.0,237.0,1,right,MISS D. Fox 25' pullup 3PT,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,25.16,Missed,,,,,,,,,,,,,,,,,,
42,PT08M38.00S,2022-10-23T02:15:14.2Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,10,4,2022-10-23T02:15:18Z,420000,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Right Center,,,,,,,41.0,1.0,1.0,0.0,,,,,,,,,,
43,PT08M30.00S,2022-10-23T02:15:22.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202694,18.873193166885677,55.14705882352941,1610612746,10,4,2022-10-23T02:15:31Z,430000,-26.0,125.0,1,left,MISS M. Morris Sr. 12' turnaround fadeaway Shot,[202694],1610612746.0,LAC,turnaround fadeaway,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),8-16 Center,12.75,Missed,,,,,,,,,,,,,,,,,,
44,PT08M26.00S,2022-10-23T02:15:26.7Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,10,4,2022-10-23T02:15:31Z,440000,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,43.0,1.0,1.0,0.0,,,,,,,,,,
45,PT08M21.00S,2022-10-23T02:15:31.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628368,91.01511169513797,60.29411764705882,1610612758,10,4,2022-10-23T02:15:39Z,450000,51.0,32.0,1,right,MISS D. Fox 6' running Layup,[1628368],1610612758.0,SAC,running,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,6.06,Missed,,,,,,,,,,,,,,,,,,
46,PT08M17.00S,2022-10-23T02:15:34.7Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612758,10,4,2022-10-23T02:15:34Z,460000,,,0,,D. Sabonis REBOUND (Off:1 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,45.0,4.0,3.0,1.0,,,,,,,,,,
47,PT08M17.00S,2022-10-23T02:15:34.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,94.40999984741211,50.0,1610612758,10,4,2022-10-23T02:15:34Z,470000,0.0,0.0,1,right,MISS D. Sabonis tip Layup,[1627734],1610612758.0,SAC,tip,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
48,PT08M17.00S,2022-10-23T02:15:35.3Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612746,10,4,2022-10-23T02:15:35Z,480000,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Mid-Range,8-16 Left,,,,,,,47.0,1.0,1.0,0.0,,,,,,,,,,
49,PT08M14.00S,2022-10-23T02:15:38.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626181,6.389618922470433,53.92156862745098,1610612746,10,4,2022-10-23T02:15:47Z,490000,-20.0,8.0,1,left,MISS N. Powell running Layup,[1626181],1610612746.0,LAC,running,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,2.1,Missed,,,,,,,,,,,,,,,,,,
50,PT08M13.00S,2022-10-23T02:15:39.7Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,10,4,2022-10-23T02:15:47Z,500000,,,0,,I. Zubac REBOUND (Off:1 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,49.0,2.0,1.0,1.0,,,,,,,,,,
51,PT08M11.00S,2022-10-23T02:15:40.7Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1627826,7.046649145860711,51.225490196078425,1610612746,10,6,2022-10-23T02:15:49Z,510000,-6.0,14.0,1,left,I. Zubac Hook (2 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,1.5,Made,2.0,,,,,,,,,,,,,,,,,
52,PT07M59.00S,2022-10-23T02:15:54.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628368,92.9862023653088,50.0,1610612758,12,6,2022-10-23T02:15:59Z,520000,0.0,13.0,1,right,D. Fox driving DUNK (5 PTS),[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,1.34,Made,5.0,,,,,,,,,,,,,,,,,
53,PT07M40.00S,2022-10-23T02:16:12.4Z,1,REGULAR,3pt,Jump Shot,[],202704,28.991458607095925,24.264705882352942,1610612746,12,9,2022-10-23T02:20:34Z,530000,129.0,220.0,1,left,R. Jackson 25' 3PT  (3 PTS) (P. George 1 AST),"[202704, 202331]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Right Center,25.49,Made,3.0,P. George,202331.0,1.0,,,,,,,,,,,,,,
55,PT07M28.00S,2022-10-23T02:16:30.9Z,1,REGULAR,foul,personal,[],202694,,,1610612758,12,9,2022-10-23T02:16:48Z,550000,,,0,,M. Morris Sr. personal FOUL (1 PF),"[202694, 1627734]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,1627526.0,1.0,0.0,Sabonis,1627734.0
57,PT07M28.00S,2022-10-23T02:16:42.8Z,1,REGULAR,substitution,out,[],203084,,,1610612758,12,9,2022-10-23T02:16:47Z,570000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M28.00S,2022-10-23T02:16:42.8Z,1,REGULAR,substitution,in,[],1631099,,,1610612758,12,9,2022-10-23T02:16:47Z,580000,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M22.00S,2022-10-23T02:16:57.9Z,1,REGULAR,foul,personal,['2freethrow'],1627826,,,1610612758,12,9,2022-10-23T02:17:12Z,590000,,,0,,I. Zubac shooting personal FOUL (1 PF) (Sabonis 2 FT),"[1627826, 1627734]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,204058.0,1.0,0.0,Sabonis,1627734.0
61,PT07M22.00S,2022-10-23T02:17:34.1Z,1,REGULAR,freethrow,1 of 2,[],1627734,,,1610612758,12,9,2022-10-23T02:17:34Z,610000,,,0,,MISS D. Sabonis Free Throw 1 of 2,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
62,PT07M22.00S,2022-10-23T02:17:34.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,12,9,2022-10-23T02:17:34Z,620000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,61.0,,,,,,,,,,,,,
63,PT07M22.00S,2022-10-23T02:17:56.7Z,1,REGULAR,freethrow,2 of 2,[],1627734,,,1610612758,13,9,2022-10-23T02:17:56Z,630000,,,0,,D. Sabonis Free Throw 2 of 2 (5 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
64,PT07M11.00S,2022-10-23T02:18:11.1Z,1,REGULAR,turnover,out-of-bounds,[],1627826,,,1610612746,13,9,2022-10-23T02:18:19Z,640000,,,0,,I. Zubac bad pass out-of-bounds TURNOVER (1 TO),[1627826],1610612746.0,LAC,bad pass,,,Zubac,I. Zubac,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,1.0,,,204058.0,,,,
65,PT07M05.00S,2022-10-23T02:18:19.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628989,82.21090670170827,4.6568627450980395,1610612758,13,9,2022-10-23T02:18:24Z,650000,-227.0,115.0,1,right,MISS K. Huerter 25' 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,25.41,Missed,,,,,,,,,,,,,,,,,,
66,PT07M02.00S,2022-10-23T02:18:22.6Z,1,REGULAR,rebound,defensive,[],202694,,,1610612746,13,9,2022-10-23T02:18:24Z,660000,,,0,,M. Morris Sr. REBOUND (Off:0 Def:2),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Left Center,,,,,,,65.0,2.0,2.0,0.0,,,,,,,,,,
67,PT06M41.00S,2022-10-23T02:18:44.1Z,1,REGULAR,3pt,Jump Shot,[],202704,6.521024967148489,95.83333333333334,1610612746,13,12,2022-10-23T02:18:49Z,670000,-229.0,9.0,1,left,R. Jackson 3PT  (6 PTS) (M. Morris Sr. 1 AST),"[202704, 202694]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Left Corner 3,24+ Left,22.94,Made,6.0,M. Morris Sr.,202694.0,1.0,,,,,,,,,,,,,,
69,PT06M29.00S,2022-10-23T02:18:55.5Z,1,REGULAR,2pt,Jump Shot,[],1627734,78.79434954007884,65.93137254901961,1610612758,13,12,2022-10-23T02:19:02Z,690000,80.0,147.0,1,right,MISS D. Sabonis 16' Jump Shot,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Right Center,16.7,Missed,,,,,,,,,,,,,,,,,,
70,PT06M25.00S,2022-10-23T02:18:59.5Z,1,REGULAR,rebound,defensive,[],202694,,,1610612746,13,12,2022-10-23T02:28:41Z,700000,,,0,,M. Morris Sr. REBOUND (Off:0 Def:3),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,16-24 Right Center,,,,,,,69.0,3.0,3.0,0.0,,,,,,,,,,
71,PT06M17.00S,2022-10-23T02:19:07.7Z,1,REGULAR,turnover,bad pass,[],1626181,,,1610612746,13,12,2022-10-23T02:19:12Z,710000,,,0,,N. Powell bad pass TURNOVER (2 TO),"[1626181, 1627734]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2.0,Sabonis,1627734.0,,,,,
72,PT06M17.00S,2022-10-23T02:19:07.7Z,1,REGULAR,steal,,[],1627734,,,1610612758,13,12,2022-10-23T02:19:09Z,720000,,,0,,D. Sabonis STEAL (1 STL),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
73,PT06M11.00S,2022-10-23T02:19:13.6Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629644,92.06636005256242,96.56862745098039,1610612758,16,12,2022-10-23T02:24:04Z,730000,233.0,22.0,1,right,K. Okpala 3PT running (3 PTS) (D. Fox 1 AST),"[1629644, 1628368]",1610612758.0,SAC,running,,,Okpala,K. Okpala,,,,,Right Corner 3,24+ Right,23.38,Made,3.0,D. Fox,1628368.0,1.0,,,,,,,,,,,,,,
75,PT06M10.00S,2022-10-23T02:19:23.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,16,12,2022-10-23T02:19:23Z,750000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M10.00S,2022-10-23T02:21:46.6Z,1,REGULAR,substitution,out,[],1627734,,,1610612746,16,12,2022-10-23T02:22:18Z,760000,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M10.00S,2022-10-23T02:21:46.6Z,1,REGULAR,substitution,out,[],202704,,,1610612746,16,12,2022-10-23T02:22:18Z,770000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M10.00S,2022-10-23T02:21:46.6Z,1,REGULAR,substitution,in,[],1626158,,,1610612746,16,12,2022-10-23T02:22:18Z,780000,,,0,,SUB in: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M10.00S,2022-10-23T02:21:46.6Z,1,REGULAR,substitution,in,[],1628379,,,1610612746,16,12,2022-10-23T02:22:18Z,790000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M56.00S,2022-10-23T02:22:35.1Z,1,REGULAR,2pt,Jump Shot,[],202331,14.011169513797633,21.813725490196077,1610612746,16,14,2022-10-23T02:22:41Z,800000,141.0,79.0,1,left,P. George 16' pullup Jump Shot (4 PTS),[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Mid-Range,16-24 Right,16.16,Made,4.0,,,,,,,,,,,,,,,,,
81,PT05M40.00S,2022-10-23T02:22:52.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,87.46714848883047,48.03921568627451,1610612758,18,14,2022-10-23T02:22:59Z,810000,-10.0,65.0,1,right,D. Fox 6' floating Jump Shot (7 PTS),[1628368],1610612758.0,SAC,floating,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,6.6,Made,7.0,,,,,,,,,,,,,,,,,
82,PT05M29.00S,2022-10-23T02:23:08.9Z,1,REGULAR,foul,personal,[],1629644,,,1610612746,18,14,2022-10-23T02:23:15Z,820000,,,0,,K. Okpala personal FOUL (1 PF),"[1629644, 202331]",1610612758.0,SAC,,,,Okpala,K. Okpala,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,101284.0,1.0,0.0,George,202331.0
