actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
621,PT06M15.00S,2022-10-30T00:17:04.0Z,4,REGULAR,foul,personal,['1freethrow'],203084,,,1610612748,101,99,2022-10-30T00:17:15Z,6090000,,,0,,H. Barnes shooting personal FOUL (5 PF) (Butler 1 FT),"[203084, 202710]",1610612758.0,SAC,shooting,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,202007.0,,,,,,,,,,5.0,0.0,Butler,202710.0,,,
623,PT06M15.00S,2022-10-30T00:17:24.6Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],202710,,,1610612748,101,100,2022-10-30T00:17:24Z,6110000,,,0,,J. Butler Free Throw 1 of 1 (13 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,13.0,,,,,,,,,,,,,,,
625,PT06M06.00S,2022-10-30T00:17:37.4Z,4,REGULAR,3pt,Jump Shot,[],1631099,88.78120893561103,3.1862745098039214,1610612758,104,100,2022-10-30T00:17:44Z,6120000,-234.0,53.0,1,right,K. Murray 24' 3PT  (20 PTS) (H. Barnes 5 AST),"[1631099, 203084]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,24.0,Made,,,20.0,H. Barnes,203084.0,5.0,,,,,,,,,,,,
628,PT05M52.00S,2022-10-30T00:18:10.4Z,4,REGULAR,foul,personal,['2freethrow'],1627734,,,1610612748,104,100,2022-10-30T00:18:24Z,6150000,,,0,,D. Sabonis shooting personal FOUL (6 PF) (Adebayo 2 FT),"[1627734, 1628389]",1610612758.0,SAC,shooting,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,202007.0,,,,,,,,,,6.0,0.0,Adebayo,1628389.0,,,
630,PT05M52.00S,2022-10-30T00:18:41.9Z,4,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,104,101,2022-10-30T00:18:41Z,6170000,,,0,,B. Adebayo Free Throw 1 of 2 (17 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,17.0,,,,,,,,,,,,,,,
631,PT05M52.00S,2022-10-30T00:19:03.1Z,4,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,104,102,2022-10-30T00:19:03Z,6180000,,,0,,B. Adebayo Free Throw 2 of 2 (18 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,18.0,,,,,,,,,,,,,,,
638,PT05M52.00S,2022-10-30T00:19:18.3Z,4,REGULAR,substitution,out,[],1627734,,,1610612758,104,102,2022-10-30T00:20:44Z,6185000,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT05M52.00S,2022-10-30T00:19:18.3Z,4,REGULAR,substitution,in,[],1626158,,,1610612758,104,102,2022-10-30T00:20:44Z,6187500,,,0,,SUB in: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT05M38.00S,2022-10-30T00:19:25.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628389,,,1610612758,104,102,2022-10-30T00:19:36Z,6190000,,,0,,B. Adebayo shooting personal FOUL (3 PF) (Murray 2 FT),"[1628389, 1631099]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,2882.0,,,,,,,,,,3.0,0.0,Murray,1631099.0,,,
634,PT05M38.00S,2022-10-30T00:19:50.4Z,4,REGULAR,freethrow,1 of 2,[],1631099,,,1610612758,105,102,2022-10-30T00:19:50Z,6210000,,,0,,K. Murray Free Throw 1 of 2 (21 PTS),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,Made,,,21.0,,,,,,,,,,,,,,,
635,PT05M38.00S,2022-10-30T00:19:52.9Z,4,REGULAR,substitution,out,[],1628389,,,1610612758,105,102,2022-10-30T00:20:03Z,6220000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT05M38.00S,2022-10-30T00:19:52.9Z,4,REGULAR,substitution,in,[],1628997,,,1610612758,105,102,2022-10-30T00:20:03Z,6230000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT05M38.00S,2022-10-30T00:20:18.2Z,4,REGULAR,freethrow,2 of 2,[],1631099,,,1610612758,106,102,2022-10-30T00:20:18Z,6240000,,,0,,K. Murray Free Throw 2 of 2 (22 PTS),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,Made,,,22.0,,,,,,,,,,,,,,,
640,PT05M23.00S,2022-10-30T00:20:34.9Z,4,REGULAR,2pt,Jump Shot,[],1629639,22.552562417871222,73.0392156862745,1610612748,106,102,2022-10-30T00:20:48Z,6270000,-115.0,159.0,1,left,MISS T. Herro 19' Jump Shot - blocked,"[1629639, 1628368]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,16-24 Left Center,19.68,Missed,,,,,,,,,,Fox,1628368.0,,,,,,,
641,PT05M23.00S,2022-10-30T00:20:34.9Z,4,REGULAR,block,,[],1628368,,,1610612748,106,102,2022-10-30T00:20:37Z,6280000,,,0,,D. Fox BLOCK (2 BLK),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
642,PT05M20.00S,2022-10-30T00:20:37.9Z,4,REGULAR,rebound,offensive,[],1629639,,,1610612748,106,102,2022-10-30T00:20:48Z,6290000,,,0,,T. Herro REBOUND (Off:1 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,16-24 Left Center,,,640.0,,,,,,3.0,2.0,1.0,,,,,,,,,
643,PT05M20.00S,2022-10-30T00:20:45.1Z,4,REGULAR,foul,offensive,['inpenalty'],1629639,,,1610612748,106,102,2022-10-30T00:20:58Z,6300000,,,0,,T. Herro offensive FOUL (1 PF),"[1629639, 1628368]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,16-24 Left,,,,2882.0,,,,,,,,,,1.0,0.0,Fox,1628368.0,,,
645,PT05M20.00S,2022-10-30T00:20:45.1Z,4,REGULAR,turnover,offensive foul,[],1629639,,,1610612748,106,102,2022-10-30T00:20:45Z,6320000,,,0,,T. Herro offensive foul TURNOVER (3 TO),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,16-24 Left,,,,2882.0,,,,,,,,,,,,,,3.0,,
646,PT04M59.00S,2022-10-30T00:21:14.0Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],203084,79.58278580814718,62.745098039215684,1610612758,108,102,2022-10-30T00:21:20Z,6330000,64.0,139.0,1,right,H. Barnes 15' pullup Jump Shot (11 PTS) (K. Huerter 7 AST),"[203084, 1628989]",1610612758.0,SAC,pullup,,,Barnes,H. Barnes,,,,,Mid-Range,8-16 Center,15.33,Made,,,11.0,K. Huerter,1628989.0,7.0,,,,,,,,,,,,
647,PT04M35.00S,2022-10-30T00:21:39.2Z,4,REGULAR,2pt,Jump Shot,[],1629639,3.892904073587385,89.4607843137255,1610612748,108,102,2022-10-30T00:45:58Z,6340000,-197.0,-16.0,1,left,MISS T. Herro 19' step back Shot,[1629639],1610612748.0,MIA,step back,,,Herro,T. Herro,,,,,Mid-Range,16-24 Left,19.79,Missed,,,,,,,,,,,,,,,,,,
648,PT04M33.00S,2022-10-30T00:21:41.2Z,4,REGULAR,rebound,defensive,[],203084,,,1610612758,108,102,2022-10-30T00:21:50Z,6350000,,,0,,H. Barnes REBOUND (Off:1 Def:3),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Mid-Range,16-24 Left,,,647.0,,,,,,4.0,3.0,1.0,,,,,,,,,
649,PT04M12.00S,2022-10-30T00:22:02.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626158,92.9862023653088,53.18627450980392,1610612758,110,102,2022-10-30T00:22:08Z,6360000,16.0,13.0,1,right,R. Holmes Layup (4 PTS) (H. Barnes 6 AST),"[1626158, 203084]",1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,Restricted Area,0-8 Center,2.08,Made,,,4.0,H. Barnes,203084.0,6.0,,,,,,,,,,,,
651,PT04M12.00S,2022-10-30T00:22:12.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,110,102,2022-10-30T00:22:12Z,6380000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,PT04M12.00S,2022-10-30T00:23:09.3Z,4,REGULAR,substitution,out,[],1628997,,,1610612748,110,102,2022-10-30T00:36:45Z,6405000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
704,PT04M12.00S,2022-10-30T00:23:09.3Z,4,REGULAR,substitution,in,[],1628389,,,1610612748,110,102,2022-10-30T00:36:45Z,6417500,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT03M53.00S,2022-10-30T00:24:06.6Z,4,REGULAR,3pt,Jump Shot,[],1629639,35.69316688567674,45.83333333333333,1610612748,110,102,2022-10-30T00:24:12Z,6430000,21.0,283.0,1,left,MISS T. Herro 28' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,28.38,Missed,,,,,,,,,,,,,,,,,,
657,PT03M50.00S,2022-10-30T00:24:09.6Z,4,REGULAR,rebound,offensive,[],1629622,,,1610612748,110,102,2022-10-30T00:24:12Z,6440000,,,0,,M. Strus REBOUND (Off:2 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Center,,,656.0,,,,,,3.0,1.0,2.0,,,,,,,,,
658,PT03M47.00S,2022-10-30T00:24:11.9Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629639,6.783837056504599,49.01960784313725,1610612748,110,104,2022-10-30T00:24:17Z,6450000,5.0,11.0,1,left,T. Herro driving DUNK (34 PTS) (M. Strus 1 AST),"[1629639, 1629622]",1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,1.23,Made,,,34.0,M. Strus,1629622.0,1.0,,,,,,,,,,,,
660,PT03M27.00S,2022-10-30T00:24:32.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,87.86136662286465,49.754901960784316,1610612758,112,104,2022-10-30T00:24:41Z,6470000,-1.0,62.0,1,right,D. Fox 6' floating Jump Shot (17 PTS),[1628368],1610612758.0,SAC,floating,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,6.16,Made,,,17.0,,,,,,,,,,,,,,,
661,PT03M17.00S,2022-10-30T00:24:42.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,6.389618922470433,49.50980392156863,1610612748,112,106,2022-10-30T00:47:25Z,6480000,2.0,8.0,1,left,B. Adebayo cutting finger roll Layup (20 PTS) (K. Lowry 4 AST),"[1628389, 200768]",1610612748.0,MIA,cutting finger roll,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,0.8,Made,,,20.0,K. Lowry,200768.0,4.0,,,,,,,,,,,,
663,PT02M53.00S,2022-10-30T00:25:48.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,87.99277266754271,47.549019607843135,1610612758,114,106,2022-10-30T00:25:52Z,6500000,-12.0,60.0,1,right,K. Huerter 6' turnaround Jump Shot (23 PTS) (D. Fox 5 AST),"[1628989, 1628368]",1610612758.0,SAC,turnaround,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,6.16,Made,,,23.0,D. Fox,1628368.0,5.0,,,,,,,,,,,,
665,PT02M43.00S,2022-10-30T00:25:58.0Z,4,REGULAR,3pt,Jump Shot,[],200768,31.09395532194481,75.0,1610612748,114,106,2022-10-30T00:26:10Z,6520000,-125.0,240.0,1,left,MISS K. Lowry 27' pullup 3PT,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,27.04,Missed,,,,,,,,,,,,,,,,,,
666,PT02M39.00S,2022-10-30T00:26:02.0Z,4,REGULAR,rebound,defensive,[],1628368,,,1610612758,114,106,2022-10-30T00:26:10Z,6530000,,,0,,D. Fox REBOUND (Off:1 Def:10),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,,,665.0,,,,,,11.0,10.0,1.0,,,,,,,,,
667,PT02M30.00S,2022-10-30T00:26:11.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,88.51839684625493,43.627450980392155,1610612758,114,106,2022-10-30T00:26:28Z,6540000,-32.0,55.0,1,right,MISS D. Fox 6' floating Shot,[1628368],1610612758.0,SAC,floating,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,6.39,Missed,,,,,,,,,,,,,,,,,,
668,PT02M29.00S,2022-10-30T00:26:20.7Z,4,REGULAR,rebound,offensive,[],1628368,,,1610612758,114,106,2022-10-30T00:26:20Z,6550000,,,0,,D. Fox REBOUND (Off:2 Def:10),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,667.0,,,,,,12.0,10.0,2.0,,,,,,,,,
669,PT02M29.00S,2022-10-30T00:26:23.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612758,114,106,2022-10-30T00:26:23Z,6560000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT02M28.00S,2022-10-30T00:27:55.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628389,,,1610612758,114,106,2022-10-30T00:28:09Z,6570000,,,0,,B. Adebayo personal FOUL (4 PF) (Huerter 2 FT),"[1628389, 1628989]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,,,,2882.0,,,,,,,,,,4.0,0.0,Huerter,1628989.0,,,
672,PT02M28.00S,2022-10-30T00:28:17.1Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1628989,,,1610612758,115,106,2022-10-30T00:28:17Z,6590000,,,0,,K. Huerter Free Throw 1 of 2 (24 PTS),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,Made,,,24.0,,,,,,,,,,,,,,,
673,PT02M28.00S,2022-10-30T00:28:34.1Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1628989,,,1610612758,116,106,2022-10-30T00:28:34Z,6600000,,,0,,K. Huerter Free Throw 2 of 2 (25 PTS),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,Made,,,25.0,,,,,,,,,,,,,,,
674,PT02M17.00S,2022-10-30T00:28:55.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,6.1268068331143235,53.92156862745098,1610612748,116,108,2022-10-30T00:29:00Z,6610000,-20.0,5.0,1,left,B. Adebayo driving Layup (22 PTS),[1628389],1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,2.03,Made,,,22.0,,,,,,,,,,,,,,,
675,PT01M56.00S,2022-10-30T00:29:15.3Z,4,REGULAR,3pt,Jump Shot,[],1628368,67.09921156373193,42.15686274509804,1610612758,116,108,2022-10-30T00:50:58Z,6620000,-39.0,257.0,1,right,MISS D. Fox 25' step back 3PT,[1628368],1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,25.98,Missed,,,,,,,,,,,,,,,,,,
676,PT01M53.00S,2022-10-30T00:29:18.3Z,4,REGULAR,rebound,defensive,[],200768,,,1610612748,116,108,2022-10-30T00:29:21Z,6630000,,,0,,K. Lowry REBOUND (Off:0 Def:4),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Center,,,675.0,,,,,,4.0,4.0,0.0,,,,,,,,,
677,PT01M48.00S,2022-10-30T00:29:27.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628368,,,1610612748,116,108,2022-10-30T00:29:39Z,6640000,,,0,,D. Fox personal FOUL (4 PF) (Lowry 2 FT),"[1628368, 200768]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,,,,202007.0,,,,,,,,,,4.0,0.0,Lowry,200768.0,,,
679,PT01M48.00S,2022-10-30T00:30:13.1Z,4,REGULAR,freethrow,1 of 2,[],200768,,,1610612748,116,109,2022-10-30T00:30:13Z,6660000,,,0,,K. Lowry Free Throw 1 of 2 (14 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,Made,,,14.0,,,,,,,,,,,,,,,
680,PT01M48.00S,2022-10-30T00:30:35.7Z,4,REGULAR,freethrow,2 of 2,[],200768,,,1610612748,116,110,2022-10-30T00:30:35Z,6670000,,,0,,K. Lowry Free Throw 2 of 2 (15 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,Made,,,15.0,,,,,,,,,,,,,,,
681,PT01M26.00S,2022-10-30T00:31:02.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200768,,,1610612758,116,110,2022-10-30T00:31:34Z,6680000,,,0,,K. Lowry shooting personal FOUL (4 PF) (Holmes 2 FT),"[200768, 1626158]",1610612748.0,MIA,shooting,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),0-8 Center,,,,2882.0,,,,,,,,,,4.0,0.0,Holmes,1626158.0,,,
685,PT01M26.00S,2022-10-30T00:31:35.0Z,4,REGULAR,freethrow,1 of 2,[],1626158,,,1610612758,117,110,2022-10-30T00:33:17Z,6720000,,,0,,R. Holmes Free Throw 1 of 2 (5 PTS),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,Made,,,5.0,,,,,,,,,,,,,,,
686,PT01M26.00S,2022-10-30T00:31:35.0Z,4,REGULAR,freethrow,2 of 2,[],1626158,,,1610612758,117,110,2022-10-30T00:33:17Z,6730000,,,0,,MISS R. Holmes Free Throw 2 of 2,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
695,PT01M26.00S,2022-10-30T00:31:35.0Z,4,REGULAR,rebound,defensive,[],1629622,,,1610612748,117,110,2022-10-30T00:33:17Z,6735000,,,0,,M. Strus REBOUND (Off:2 Def:2),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,686.0,,,,,,4.0,2.0,2.0,,,,,,,,,
687,PT01M13.00S,2022-10-30T00:31:57.6Z,4,REGULAR,3pt,Jump Shot,[],1629622,37.79566360052563,35.53921568627451,1610612748,117,110,2022-10-30T00:33:22Z,6740000,72.0,303.0,1,left,MISS M. Strus 31' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Center,31.13,Missed,,,,,,,,,,,,,,,,,,
688,PT01M11.00S,2022-10-30T00:32:00.2Z,4,REGULAR,rebound,defensive,[],1628368,,,1610612758,117,110,2022-10-30T00:32:00Z,6750000,,,0,,D. Fox REBOUND (Off:2 Def:11),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,,,687.0,,,,,,13.0,11.0,2.0,,,,,,,,,
689,PT01M03.00S,2022-10-30T00:32:17.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,91.40932982917214,42.64705882352941,1610612758,117,110,2022-10-30T00:33:27Z,6760000,-37.0,28.0,1,right,MISS D. Fox Layup - blocked,"[1628368, 1628389]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,4.64,Missed,,,,,,,,,,Adebayo,1628389.0,,,,,,,
690,PT01M03.00S,2022-10-30T00:32:17.6Z,4,REGULAR,block,,[],1628389,,,1610612758,117,110,2022-10-30T00:53:40Z,6770000,,,0,,B. Adebayo BLOCK (2 BLK),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
691,PT01M03.00S,2022-10-30T00:32:17.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612748,117,110,2022-10-30T00:37:37Z,6780000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,689.0,,,,,,,,,,,,,,,,,
696,PT00M57.90S,2022-10-30T00:35:10.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628368,,,1610612748,117,110,2022-10-30T00:37:37Z,6820000,,,0,,D. Fox personal FOUL (5 PF) (Adebayo 2 FT),"[1628368, 1628389]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,,,,2882.0,,,,,,,,,,5.0,0.0,Adebayo,1628389.0,,,
699,PT00M57.90S,2022-10-30T00:35:43.1Z,4,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,117,111,2022-10-30T00:36:15Z,6850000,,,0,,B. Adebayo Free Throw 1 of 2 (23 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,23.0,,,,,,,,,,,,,,,
700,PT00M57.90S,2022-10-30T00:35:43.1Z,4,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,117,111,2022-10-30T00:36:15Z,6860000,,,0,,MISS B. Adebayo Free Throw 2 of 2,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
701,PT00M56.10S,2022-10-30T00:35:44.9Z,4,REGULAR,rebound,offensive,[],200768,,,1610612748,117,111,2022-10-30T00:36:15Z,6870000,,,0,,K. Lowry REBOUND (Off:1 Def:4),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,700.0,,,,,,5.0,4.0,1.0,,,,,,,,,
702,PT00M56.10S,2022-10-30T00:36:16.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,117,111,2022-10-30T00:36:16Z,6880000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,PT00M56.10S,2022-10-30T00:37:22.2Z,4,REGULAR,substitution,out,[],1626158,,,1610612748,117,111,2022-10-30T00:37:43Z,6890000,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
706,PT00M56.10S,2022-10-30T00:37:22.2Z,4,REGULAR,substitution,in,[],1626168,,,1610612748,117,111,2022-10-30T00:37:43Z,6900000,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
707,PT00M54.10S,2022-10-30T00:37:49.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629622,6.521024967148489,46.32352941176471,1610612748,117,113,2022-10-30T00:39:15Z,6910000,18.0,9.0,1,left,M. Strus Layup (11 PTS) (K. Lowry 5 AST),"[1629622, 200768]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,2.04,Made,,,11.0,K. Lowry,200768.0,5.0,,,,,,,,,,,,
709,PT00M34.70S,2022-10-30T00:38:11.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,85.62746386333771,39.705882352941174,1610612758,117,113,2022-10-30T00:54:18Z,6930000,-51.0,83.0,1,right,MISS D. Fox 9' turnaround fadeaway Shot,[1628368],1610612758.0,SAC,turnaround fadeaway,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,9.73,Missed,,,,,,,,,,,,,,,,,,
710,PT00M32.30S,2022-10-30T00:38:14.1Z,4,REGULAR,rebound,defensive,[],1629622,,,1610612748,117,113,2022-10-30T00:38:17Z,6940000,,,0,,M. Strus REBOUND (Off:2 Def:3),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,In The Paint (Non-RA),8-16 Center,,,709.0,,,,,,5.0,3.0,2.0,,,,,,,,,
711,PT00M26.00S,2022-10-30T00:38:20.4Z,4,REGULAR,3pt,Jump Shot,[],1629622,32.14520367936925,63.48039215686274,1610612748,117,113,2022-10-30T00:38:28Z,6950000,-67.0,250.0,1,left,MISS M. Strus 25' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Center,25.86,Missed,,,,,,,,,,,,,,,,,,
712,PT00M21.30S,2022-10-30T00:38:25.1Z,4,REGULAR,rebound,defensive,[],1628989,,,1610612758,117,113,2022-10-30T00:38:28Z,6960000,,,0,,K. Huerter REBOUND (Off:0 Def:3),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,,,711.0,,,,,,3.0,3.0,0.0,,,,,,,,,
713,PT00M14.20S,2022-10-30T00:38:33.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628389,,,1610612758,117,113,2022-10-30T00:38:46Z,6970000,,,0,,B. Adebayo take personal FOUL (5 PF) (Huerter 2 FT),"[1628389, 1628989]",1610612748.0,MIA,take,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,,2882.0,,,,,,,,,,5.0,0.0,Huerter,1628989.0,,,
715,PT00M14.20S,2022-10-30T00:39:01.6Z,4,REGULAR,freethrow,1 of 2,[],1628989,,,1610612758,118,113,2022-10-30T00:39:01Z,6990000,,,0,,K. Huerter Free Throw 1 of 2 (26 PTS),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,Made,,,26.0,,,,,,,,,,,,,,,
716,PT00M14.20S,2022-10-30T00:39:18.9Z,4,REGULAR,freethrow,2 of 2,[],1628989,,,1610612758,119,113,2022-10-30T00:39:18Z,7000000,,,0,,K. Huerter Free Throw 2 of 2 (27 PTS),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,Made,,,27.0,,,,,,,,,,,,,,,
717,PT00M14.20S,2022-10-30T00:39:22.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,119,113,2022-10-30T00:39:22Z,7010000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,PT00M08.80S,2022-10-30T00:41:06.4Z,4,REGULAR,3pt,Jump Shot,[],1629639,10.200394218134035,3.1862745098039214,1610612748,119,113,2022-10-30T00:55:10Z,7020000,234.0,43.0,1,left,MISS T. Herro fadeaway 3PT,[1629639],1610612748.0,MIA,fadeaway,,,Herro,T. Herro,,,,,Right Corner 3,24+ Right,23.81,Missed,,,,,,,,,,,,,,,,,,
