actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
275,PT03M15.00S,2022-02-09T02:30:43.4Z,2,REGULAR,foul,personal,['2freethrow'],203939,,,1610612765,57,46,2022-02-09T02:30:54Z,2730000,,,0,,D. Powell shooting personal FOUL (1 PF) (Grant 2 FT),"[203939, 203924]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,101283.0,1.0,0.0,Grant,203924.0,,,,,,,,,,,,,,,,
277,PT03M15.00S,2022-02-09T02:31:08.6Z,2,REGULAR,freethrow,1 of 2,[],203924,,,1610612765,57,47,2022-02-09T02:31:08Z,2750000,,,0,,J. Grant Free Throw 1 of 2 (9 PTS),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,Made,,9.0,,,,,,,,,,,,,
278,PT03M15.00S,2022-02-09T02:31:08.6Z,2,REGULAR,freethrow,2 of 2,[],203924,,,1610612765,57,47,2022-02-09T02:31:26Z,2760000,,,0,,MISS J. Grant Free Throw 2 of 2,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,Missed,,,,,,,,,,,,,,,
279,PT03M13.00S,2022-02-09T02:31:10.6Z,2,REGULAR,rebound,defensive,[],1628467,,,1610612742,57,47,2022-02-09T02:31:26Z,2770000,,,0,,M. Kleber REBOUND (Off:0 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,278.0,,,,,1.0,1.0,0.0,,,,,,,
280,PT02M56.00S,2022-02-09T02:31:42.7Z,2,REGULAR,3pt,Jump Shot,[],203493,91.14651773981603,97.30392156862744,1610612742,57,47,2022-02-09T02:31:46Z,2780000,237.0,31.0,1,right,MISS R. Bullock 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,Missed,,,,,,,,,23.85,,,,,,
281,PT02M53.00S,2022-02-09T02:31:45.7Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,57,47,2022-02-09T02:31:46Z,2790000,,,0,,I. Stewart REBOUND (Off:1 Def:5),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,280.0,,,,,6.0,5.0,1.0,,,,,,,
282,PT02M36.00S,2022-02-09T02:32:02.3Z,2,REGULAR,3pt,Jump Shot,[],1628977,6.389618922470433,95.83333333333334,1610612765,57,47,2022-02-09T02:32:08Z,2800000,-229.0,8.0,1,left,MISS H. Diallo 3PT,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,Missed,,,,,,,,,22.93,,,,,,
283,PT02M31.00S,2022-02-09T02:32:07.3Z,2,REGULAR,rebound,defensive,[],1627827,,,1610612742,57,47,2022-02-09T02:32:08Z,2810000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:6),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,282.0,,,,,6.0,6.0,0.0,,,,,,,
284,PT02M24.00S,2022-02-09T02:32:16.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627827,93.51182654402102,49.754901960784316,1610612742,59,47,2022-02-09T02:32:20Z,2820000,-1.0,8.0,1,right,D. Finney-Smith driving finger roll Layup (5 PTS),[1627827],1610612742.0,DAL,driving finger roll,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,Made,,5.0,,,,,,,0.86,,,,,,
285,PT02M24.00S,2022-02-09T02:32:21.0Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630191,,,1610612742,59,47,2022-02-09T02:32:35Z,2830000,,,0,,I. Stewart shooting personal FOUL (2 PF) (Finney-Smith 1 FT),"[1630191, 1627827]",1610612765.0,DET,shooting,,,Stewart,I. Stewart,,,,,1627962.0,2.0,0.0,Finney-Smith,1627827.0,,,,,,,,,,,,,,,,
287,PT02M24.00S,2022-02-09T02:32:31.6Z,2,REGULAR,substitution,out,[],203939,,,1610612742,59,47,2022-02-09T02:32:33Z,2850000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT02M24.00S,2022-02-09T02:32:31.6Z,2,REGULAR,substitution,in,[],1628973,,,1610612742,59,47,2022-02-09T02:32:33Z,2860000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT02M24.00S,2022-02-09T02:32:48.1Z,2,REGULAR,freethrow,1 of 1,[],1627827,,,1610612742,60,47,2022-02-09T02:32:48Z,2870000,,,0,,D. Finney-Smith Free Throw 1 of 1 (6 PTS),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,Made,,6.0,,,,,,,,,,,,,
290,PT02M06.00S,2022-02-09T02:33:09.3Z,2,REGULAR,3pt,Jump Shot,[],1630180,18.610381077529567,4.901960784313726,1610612765,60,47,2022-02-09T02:33:14Z,2880000,225.0,122.0,1,left,MISS S. Bey 25' 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,Missed,,,,,,,,,25.66,,,,,,
291,PT02M03.00S,2022-02-09T02:33:12.3Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,60,47,2022-02-09T02:33:14Z,2890000,,,0,,L. Doncic REBOUND (Off:0 Def:5),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,290.0,,,,,5.0,5.0,0.0,,,,,,,
292,PT01M55.00S,2022-02-09T02:33:20.1Z,2,REGULAR,3pt,Jump Shot,[],1629029,82.07950065703022,93.62745098039215,1610612742,60,47,2022-02-09T02:33:24Z,2900000,218.0,116.0,1,right,MISS L. Doncic 24' bank 3PT,[1629029],1610612742.0,DAL,bank,,,Doncic,L. Doncic,,,,,,,,,,Missed,,,,,,,,,24.7,,,,,,
293,PT01M52.00S,2022-02-09T02:33:23.1Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,60,47,2022-02-09T02:33:24Z,2910000,,,0,,I. Stewart REBOUND (Off:1 Def:6),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,292.0,,,,,7.0,6.0,1.0,,,,,,,
294,PT01M42.00S,2022-02-09T02:33:33.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628977,7.440867279894875,40.19607843137255,1610612765,60,49,2022-02-09T02:33:37Z,2920000,49.0,17.0,1,left,H. Diallo driving floating bank Jump Shot (12 PTS) (S. Bey 5 AST),"[1628977, 1630180]",1610612765.0,DET,driving floating bank,,,Diallo,H. Diallo,,,,,,,,,,Made,,12.0,,,,,,,5.2,S. Bey,1630180.0,5.0,,,
296,PT01M27.00S,2022-02-09T02:33:48.1Z,2,REGULAR,3pt,Jump Shot,[],203493,74.32654402102497,82.1078431372549,1610612742,63,49,2022-02-09T02:33:51Z,2940000,161.0,189.0,1,right,R. Bullock 24' 3PT  (6 PTS) (L. Doncic 7 AST),"[203493, 1629029]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,Made,,6.0,,,,,,,24.78,L. Doncic,1629029.0,7.0,,,
298,PT01M13.00S,2022-02-09T02:34:02.1Z,2,REGULAR,3pt,Jump Shot,[],203924,15.982260183968464,5.392156862745098,1610612765,63,49,2022-02-09T02:34:06Z,2960000,223.0,98.0,1,left,MISS J. Grant 24' 3PT,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,Missed,,,,,,,,,24.35,,,,,,
299,PT01M10.00S,2022-02-09T02:34:05.1Z,2,REGULAR,rebound,defensive,[],1628973,,,1610612742,63,49,2022-02-09T02:34:06Z,2970000,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,298.0,,,,,1.0,1.0,0.0,,,,,,,
300,PT01M01.00S,2022-02-09T02:34:17.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630180,,,1610612742,63,49,2022-02-09T02:34:27Z,2980000,,,0,,S. Bey shooting personal FOUL (1 PF) (Doncic 2 FT),"[1630180, 1629029]",1610612765.0,DET,shooting,,,Bey,S. Bey,,,,,1626301.0,1.0,0.0,Doncic,1629029.0,,,,,,,,,,,,,,,,
302,PT01M01.00S,2022-02-09T02:34:41.5Z,2,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,64,49,2022-02-09T02:34:41Z,3000000,,,0,,L. Doncic Free Throw 1 of 2 (19 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,Made,,19.0,,,,,,,,,,,,,
303,PT01M01.00S,2022-02-09T02:35:00.4Z,2,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,65,49,2022-02-09T02:35:00Z,3010000,,,0,,L. Doncic Free Throw 2 of 2 (20 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,Made,,20.0,,,,,,,,,,,,,
304,PT00M46.30S,2022-02-09T02:35:18.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630191,10.200394218134035,59.31372549019608,1610612765,65,49,2022-02-09T02:35:22Z,3020000,-47.0,43.0,1,left,MISS I. Stewart 6' turnaround Hook,[1630191],1610612765.0,DET,turnaround,,,Stewart,I. Stewart,,,,,,,,,,Missed,,,,,,,,,6.37,,,,,,
305,PT00M44.00S,2022-02-09T02:35:20.6Z,2,REGULAR,rebound,defensive,[],1628467,,,1610612742,65,49,2022-02-09T02:35:20Z,3030000,,,0,,M. Kleber REBOUND (Off:0 Def:2),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,304.0,,,,,2.0,2.0,0.0,,,,,,,
306,PT00M32.50S,2022-02-09T02:35:32.3Z,2,REGULAR,3pt,Jump Shot,[],1628973,73.9323258869908,16.911764705882355,1610612742,65,49,2022-02-09T02:35:36Z,3040000,-165.0,193.0,1,right,MISS J. Brunson 25' 3PT,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,Missed,,,,,,,,,25.38,,,,,,
307,PT00M28.80S,2022-02-09T02:35:36.0Z,2,REGULAR,rebound,defensive,[],1628977,,,1610612765,65,49,2022-02-09T02:35:36Z,3050000,,,0,,H. Diallo REBOUND (Off:1 Def:1),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,306.0,,,,,2.0,1.0,1.0,,,,,,,
308,PT00M13.50S,2022-02-09T02:35:51.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630180,11.514454664914586,64.2156862745098,1610612765,65,49,2022-02-09T02:35:55Z,3060000,-71.0,56.0,1,left,MISS S. Bey 9' fadeaway Shot,[1630180],1610612765.0,DET,fadeaway,,,Bey,S. Bey,,,,,,,,,,Missed,,,,,,,,,9.03,,,,,,
309,PT00M11.40S,2022-02-09T02:35:55.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,65,49,2022-02-09T02:35:55Z,3070000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,308.0,,,,,,,,,,,,,,
310,PT00M11.40S,2022-02-09T02:35:57.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,65,49,2022-02-09T02:35:57Z,3080000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT00M07.30S,2022-02-09T02:36:14.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,9.674770039421814,53.431372549019606,1610612765,65,51,2022-02-09T02:36:18Z,3090000,-17.0,38.0,1,left,I. Stewart driving finger roll Layup (6 PTS) (S. Bey 6 AST),"[1630191, 1630180]",1610612765.0,DET,driving finger roll,,,Stewart,I. Stewart,,,,,,,,,,Made,,6.0,,,,,,,4.21,S. Bey,1630180.0,6.0,,,
313,PT00M02.30S,2022-02-09T02:36:28.1Z,2,REGULAR,turnover,out-of-bounds,[],1629029,,,1610612742,65,51,2022-02-09T02:36:33Z,3110000,,,0,,L. Doncic lost ball out-of-bounds TURNOVER (3 TO),[1629029],1610612742.0,DAL,lost ball,,,Doncic,L. Doncic,,,,,1626301.0,,,,,,,,3.0,,,,,,,,,,,,
314,PT00M02.30S,2022-02-09T02:36:34.4Z,2,REGULAR,substitution,out,[],1628977,,,1610612765,65,51,2022-02-09T02:36:45Z,3120000,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT00M02.30S,2022-02-09T02:36:34.4Z,2,REGULAR,substitution,in,[],1628402,,,1610612765,65,51,2022-02-09T02:36:45Z,3130000,,,0,,SUB in: F. Jackson,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT00M00.00S,2022-02-09T02:36:54.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203924,37.53285151116951,48.529411764705884,1610612765,65,51,2022-02-09T02:37:01Z,3140000,7.0,300.0,1,left,MISS J. Grant 30' 3PT,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,Missed,,,,,,,,,30.04,,,,,,
317,PT00M00.00S,2022-02-09T02:36:57.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,65,51,2022-02-09T02:36:57Z,3150000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,316.0,,,,,,,,,,,,,,
318,PT00M00.00S,2022-02-09T02:37:02.4Z,2,REGULAR,period,end,[],0,,,1610612765,65,51,2022-02-09T02:37:02Z,3160000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2022-02-09T02:51:40.7Z,3,REGULAR,substitution,out,['startperiod'],1628467,,,1610612765,65,51,2022-02-09T02:52:16Z,3170000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2022-02-09T02:51:40.7Z,3,REGULAR,substitution,out,['startperiod'],1628402,,,1610612765,65,51,2022-02-09T02:52:16Z,3180000,,,0,,SUB out: F. Jackson,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2022-02-09T02:51:40.7Z,3,REGULAR,substitution,in,['startperiod'],203939,,,1610612765,65,51,2022-02-09T02:52:16Z,3190000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2022-02-09T02:51:40.7Z,3,REGULAR,substitution,in,['startperiod'],1628977,,,1610612765,65,51,2022-02-09T02:52:16Z,3200000,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2022-02-09T02:52:17.5Z,3,REGULAR,period,start,[],0,,,1610612765,65,51,2022-02-09T02:52:17Z,3210000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT11M51.00S,2022-02-09T02:52:28.8Z,3,REGULAR,foul,personal,['2freethrow'],203939,,,1610612765,65,51,2022-02-09T02:52:35Z,3220000,,,0,,D. Powell shooting personal FOUL (2 PF) (Grant 2 FT),"[203939, 203924]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,1627962.0,2.0,0.0,Grant,203924.0,,,,,,,,,,,,,,,,
326,PT11M51.00S,2022-02-09T02:53:03.1Z,3,REGULAR,freethrow,1 of 2,[],203924,,,1610612765,65,51,2022-02-09T02:53:03Z,3240000,,,0,,MISS J. Grant Free Throw 1 of 2,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,Missed,,,,,,,,,,,,,,,
327,PT11M51.00S,2022-02-09T02:53:03.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,65,51,2022-02-09T02:53:03Z,3250000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,326.0,,,,,,,,,,,,,,
328,PT11M51.00S,2022-02-09T02:53:23.3Z,3,REGULAR,freethrow,2 of 2,[],203924,,,1610612765,65,52,2022-02-09T02:53:23Z,3260000,,,0,,J. Grant Free Throw 2 of 2 (10 PTS),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,Made,,10.0,,,,,,,,,,,,,
329,PT11M37.00S,2022-02-09T02:53:42.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,65,52,2022-02-09T02:53:42Z,3270000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT11M30.00S,2022-02-09T02:54:00.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,6.57030223390276,36.51577818627451,1610612742,67,52,2022-02-09T02:54:09Z,3280000,67.0,9.0,1,left,J. Brunson 6' floating Jump Shot (17 PTS),[1628973],1610612742.0,DAL,floating,,,Brunson,J. Brunson,,,,,,,,,,Made,,17.0,,,,,,,6.8,,,,,,
331,PT11M16.00S,2022-02-09T02:54:14.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628977,92.85479632063075,59.31372549019608,1610612765,67,52,2022-02-09T02:54:18Z,3290000,47.0,15.0,1,right,MISS H. Diallo driving floating bank Shot,[1628977],1610612765.0,DET,driving floating bank,,,Diallo,H. Diallo,,,,,,,,,,Missed,,,,,,,,,4.89,,,,,,
332,PT11M13.00S,2022-02-09T02:54:17.6Z,3,REGULAR,rebound,offensive,[],1630191,,,1610612765,67,52,2022-02-09T02:54:18Z,3300000,,,0,,I. Stewart REBOUND (Off:2 Def:6),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,331.0,,,,,8.0,6.0,2.0,,,,,,,
333,PT11M13.00S,2022-02-09T02:54:17.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,94.40999984741211,50.0,1610612765,67,54,2022-02-09T02:54:17Z,3310000,0.0,0.0,1,right,I. Stewart tip Layup (8 PTS),[1630191],1610612765.0,DET,tip,,,Stewart,I. Stewart,,,,,,,,,,Made,,8.0,,,,,,,0.0,,,,,,
334,PT10M49.00S,2022-02-09T02:54:42.0Z,3,REGULAR,2pt,Jump Shot,[],1628973,12.089356110381077,69.63082107843137,1610612742,69,54,2022-02-09T02:55:10Z,3320000,-98.0,61.0,1,left,J. Brunson 11' driving floating bank Jump Shot (19 PTS) (L. Doncic 8 AST),"[1628973, 1629029]",1610612742.0,DAL,driving floating bank,,,Brunson,J. Brunson,,,,,,,,,,Made,,19.0,,,,,,,11.57,L. Doncic,1629029.0,8.0,,,
336,PT10M37.00S,2022-02-09T02:54:54.1Z,3,REGULAR,2pt,Jump Shot,[],203924,76.95466491458606,52.69607843137255,1610612765,69,56,2022-02-09T02:55:12Z,3340000,13.0,164.0,1,right,J. Grant 16' pullup Jump Shot (12 PTS) (C. Joseph 1 AST),"[203924, 202709]",1610612765.0,DET,pullup,,,Grant,J. Grant,,,,,,,,,,Made,,12.0,,,,,,,16.47,C. Joseph,202709.0,1.0,,,
338,PT10M23.00S,2022-02-09T02:55:07.3Z,3,REGULAR,2pt,Jump Shot,[],1629029,12.828515111695138,30.14705882352941,1610612742,69,56,2022-02-09T02:55:37Z,3360000,99.0,68.0,1,left,MISS L. Doncic 12' driving floating bank Shot,[1629029],1610612742.0,DAL,driving floating bank,,,Doncic,L. Doncic,,,,,,,,,,Missed,,,,,,,,,12.04,,,,,,
339,PT10M23.00S,2022-02-09T02:55:07.3Z,3,REGULAR,rebound,defensive,[],1628977,,,1610612765,69,56,2022-02-09T02:55:16Z,3370000,,,0,,H. Diallo REBOUND (Off:1 Def:2),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,338.0,,,,,3.0,2.0,1.0,,,,,,,
340,PT10M15.00S,2022-02-09T02:55:21.1Z,3,REGULAR,foul,personal,['2freethrow'],1629029,,,1610612765,69,56,2022-02-09T02:55:26Z,3380000,,,0,,L. Doncic shooting personal FOUL (1 PF) (Diallo 2 FT),"[1629029, 1628977]",1610612742.0,DAL,shooting,,,Doncic,L. Doncic,,,,,101283.0,1.0,1.0,Diallo,1628977.0,,,,,,,,,,,,,,,,
342,PT10M15.00S,2022-02-09T02:55:44.8Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1628977,,,1610612765,69,57,2022-02-09T02:55:44Z,3400000,,,0,,H. Diallo Free Throw 1 of 2 (13 PTS),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,Made,,13.0,,,,,,,,,,,,,
343,PT10M15.00S,2022-02-09T02:56:03.0Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1628977,,,1610612765,69,58,2022-02-09T02:56:03Z,3410000,,,0,,H. Diallo Free Throw 2 of 2 (14 PTS),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,Made,,14.0,,,,,,,,,,,,,
344,PT09M59.00S,2022-02-09T02:56:21.1Z,3,REGULAR,3pt,Jump Shot,[],1629029,32.40801576872536,50.0,1610612742,72,58,2022-02-09T02:56:26Z,3420000,0.0,252.0,1,left,L. Doncic 25' 3PT step back (23 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,,,,,,Made,,23.0,,,,,,,25.21,,,,,,
345,PT09M56.00S,2022-02-09T02:56:32.3Z,3,REGULAR,stoppage,other,[],0,,,1610612765,72,58,2022-02-09T02:56:32Z,3430000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT09M46.00S,2022-02-09T02:56:42.2Z,3,REGULAR,2pt,Jump Shot,[],203924,82.86793692509855,19.11764705882353,1610612765,72,58,2022-02-09T02:56:47Z,3440000,-154.0,109.0,1,right,MISS J. Grant 18' Jump Shot,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,Missed,,,,,,,,,18.87,,,,,,
347,PT09M42.00S,2022-02-09T02:56:45.1Z,3,REGULAR,rebound,defensive,[],203493,,,1610612742,72,58,2022-02-09T02:56:45Z,3450000,,,0,,R. Bullock REBOUND (Off:0 Def:2),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,346.0,,,,,2.0,2.0,0.0,,,,,,,
348,PT09M24.00S,2022-02-09T02:57:05.5Z,3,REGULAR,foul,personal,['2freethrow'],203924,,,1610612742,72,58,2022-02-09T02:57:13Z,3460000,,,0,,J. Grant shooting personal FOUL (2 PF) (Doncic 2 FT),"[203924, 1629029]",1610612765.0,DET,shooting,,,Grant,J. Grant,,,,,1626301.0,2.0,0.0,Doncic,1629029.0,,,,,,,,,,,,,,,,
350,PT09M24.00S,2022-02-09T02:57:47.4Z,3,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,73,58,2022-02-09T02:57:47Z,3480000,,,0,,L. Doncic Free Throw 1 of 2 (24 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,Made,,24.0,,,,,,,,,,,,,
351,PT09M24.00S,2022-02-09T02:58:10.9Z,3,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,74,58,2022-02-09T02:58:10Z,3490000,,,0,,L. Doncic Free Throw 2 of 2 (25 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,Made,,25.0,,,,,,,,,,,,,
352,PT09M13.00S,2022-02-09T02:58:22.8Z,3,REGULAR,3pt,Jump Shot,[],1628977,93.24901445466492,4.166666666666666,1610612765,74,58,2022-02-09T02:58:28Z,3500000,-229.0,11.0,1,right,MISS H. Diallo 3PT,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,Missed,,,,,,,,,22.95,,,,,,
353,PT09M08.00S,2022-02-09T02:58:27.8Z,3,REGULAR,rebound,defensive,[],203493,,,1610612742,74,58,2022-02-09T02:58:28Z,3510000,,,0,,R. Bullock REBOUND (Off:0 Def:3),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,352.0,,,,,3.0,3.0,0.0,,,,,,,
354,PT08M58.00S,2022-02-09T02:58:39.0Z,3,REGULAR,turnover,out-of-bounds,[],1629029,,,1610612742,74,58,2022-02-09T02:58:44Z,3520000,,,0,,L. Doncic lost ball out-of-bounds TURNOVER (4 TO),[1629029],1610612742.0,DAL,lost ball,,,Doncic,L. Doncic,,,,,101283.0,,,,,,,,4.0,,,,,,,,,,,,
355,PT08M39.00S,2022-02-09T02:59:05.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202709,92.50985545335085,46.036305147058826,1610612765,74,58,2022-02-09T02:59:11Z,3530000,-20.0,18.0,1,right,MISS C. Joseph driving Layup,[202709],1610612765.0,DET,driving,,,Joseph,C. Joseph,,,,,,,,,,Missed,,,,,,,,,2.67,,,,,,
356,PT08M37.00S,2022-02-09T02:59:07.2Z,3,REGULAR,rebound,offensive,[],1630191,,,1610612765,74,58,2022-02-09T02:59:11Z,3540000,,,0,,I. Stewart REBOUND (Off:3 Def:6),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,355.0,,,,,9.0,6.0,3.0,,,,,,,
357,PT08M37.00S,2022-02-09T02:59:08.0Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1630191,94.40999984741211,50.0,1610612765,74,60,2022-02-09T02:59:14Z,3550000,0.0,0.0,1,right,I. Stewart tip Layup (10 PTS),[1630191],1610612765.0,DET,tip,,,Stewart,I. Stewart,,,,,,,,,,Made,,10.0,,,,,,,0.0,,,,,,
358,PT08M24.00S,2022-02-09T02:59:24.7Z,3,REGULAR,turnover,traveling,[],1627827,,,1610612742,74,60,2022-02-09T02:59:29Z,3560000,,,0,,D. Finney-Smith traveling TURNOVER (2 TO),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,1626301.0,,,,,,,,2.0,,,,,,,,,,,,
359,PT08M09.00S,2022-02-09T02:59:44.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630180,74.58935611038108,16.911764705882355,1610612765,74,60,2022-02-09T02:59:48Z,3570000,-165.0,186.0,1,right,MISS S. Bey 24' 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,Missed,,,,,,,,,24.92,,,,,,
360,PT08M07.00S,2022-02-09T02:59:46.4Z,3,REGULAR,rebound,offensive,[],1630191,,,1610612765,74,60,2022-02-09T02:59:48Z,3580000,,,0,,I. Stewart REBOUND (Off:4 Def:6),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,359.0,,,,,10.0,6.0,4.0,,,,,,,
