actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
22,PT10M03.00S,2022-03-22T01:00:43.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,9.017739816031538,50.245098039215684,1610612750,5,7,2022-03-22T01:00:46Z,220000,-1.0,32.0,1,left,MISS K. Towns driving Layup - blocked,"[1626157, 203939]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,3.23,Missed,,,,,,,,,,,,Powell,203939.0,,,,,,
23,PT10M03.00S,2022-03-22T01:00:43.0Z,1,REGULAR,block,,[],203939,,,1610612750,5,7,2022-03-22T01:00:45Z,230000,,,0,,D. Powell BLOCK (1 BLK),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
24,PT10M01.00S,2022-03-22T01:00:45.0Z,1,REGULAR,rebound,defensive,[],203939,,,1610612742,5,7,2022-03-22T01:00:46Z,240000,,,0,,D. Powell REBOUND (Off:0 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,
25,PT09M55.00S,2022-03-22T01:00:51.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203493,93.11760840998686,3.6764705882352944,1610612742,8,7,2022-03-22T01:00:57Z,250000,-232.0,12.0,1,right,R. Bullock 3PT  (6 PTS) (L. Doncic 3 AST),"[203493, 1629029]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,23.19,Made,6.0,L. Doncic,1629029.0,3.0,,,,,,,,,,,,,,,
27,PT09M36.00S,2022-03-22T01:01:10.1Z,1,REGULAR,2pt,Jump Shot,[],1630162,25.706307490144546,42.40196078431372,1610612750,8,7,2022-03-22T01:01:14Z,270000,38.0,189.0,1,left,MISS A. Edwards 19' step back Shot,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,19.29,Missed,,,,,,,,,,,,,,,,,,,
28,PT09M34.00S,2022-03-22T01:01:12.1Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612742,8,7,2022-03-22T01:01:14Z,280000,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,
29,PT09M24.00S,2022-03-22T01:01:21.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203939,92.9862023653088,49.01960784313725,1610612742,10,7,2022-03-22T01:01:29Z,290000,-5.0,13.0,1,right,D. Powell reverse Layup (4 PTS) (D. Finney-Smith 1 AST),"[203939, 1627827]",1610612742.0,DAL,reverse,,,Powell,D. Powell,,,,,1.43,Made,4.0,D. Finney-Smith,1627827.0,1.0,,,,,,,,,,,,,,,
31,PT09M07.00S,2022-03-22T01:01:38.9Z,1,REGULAR,2pt,Jump Shot,[],1630162,9.85545335085414,68.16023284313727,1610612750,10,7,2022-03-22T01:01:47Z,310000,-91.0,40.0,1,left,MISS A. Edwards 9' Jump Shot,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,9.93,Missed,,,,,,,,,,,,,,,,,,,
32,PT09M05.00S,2022-03-22T01:01:40.9Z,1,REGULAR,rebound,defensive,[],203939,,,1610612742,10,7,2022-03-22T01:01:47Z,320000,,,0,,D. Powell REBOUND (Off:0 Def:2),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,31.0,2.0,2.0,0.0,,,,,,,,
33,PT08M59.00S,2022-03-22T01:01:47.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203939,93.24901445466492,48.77450980392157,1610612742,12,7,2022-03-22T01:01:54Z,330000,-6.0,11.0,1,right,D. Powell cutting finger roll Layup (6 PTS) (D. Finney-Smith 2 AST),"[203939, 1627827]",1610612742.0,DAL,cutting finger roll,,,Powell,D. Powell,,,,,1.26,Made,6.0,D. Finney-Smith,1627827.0,2.0,,,,,,,,,,,,,,,
35,PT08M36.00S,2022-03-22T01:02:10.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,12.828515111695138,45.83333333333333,1610612750,12,7,2022-03-22T01:02:14Z,350000,21.0,68.0,1,left,MISS K. Towns 7' floating Shot,[1626157],1610612750.0,MIN,floating,,,Towns,K. Towns,,,,,7.12,Missed,,,,,,,,,,,,,,,,,,,
36,PT08M34.00S,2022-03-22T01:02:12.0Z,1,REGULAR,rebound,defensive,[],203493,,,1610612742,12,7,2022-03-22T01:02:14Z,360000,,,0,,R. Bullock REBOUND (Off:0 Def:1),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,35.0,1.0,1.0,0.0,,,,,,,,
37,PT08M23.00S,2022-03-22T01:02:22.4Z,1,REGULAR,2pt,Jump Shot,[],1629029,81.68528252299606,32.84313725490196,1610612742,12,7,2022-03-22T01:02:26Z,370000,-86.0,120.0,1,right,MISS L. Doncic 14' step back Shot,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,14.73,Missed,,,,,,,,,,,,,,,,,,,
38,PT08M21.00S,2022-03-22T01:02:24.4Z,1,REGULAR,rebound,defensive,[],201976,,,1610612750,12,7,2022-03-22T01:02:26Z,380000,,,0,,P. Beverley REBOUND (Off:0 Def:1),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,
39,PT08M18.00S,2022-03-22T01:02:30.8Z,1,REGULAR,foul,personal,['2freethrow'],203939,,,1610612750,12,7,2022-03-22T01:02:46Z,390000,,,0,,D. Powell shooting personal FOUL (1 PF) (Edwards 2 FT),"[203939, 1630162]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,1626300.0,1.0,0.0,Edwards,1630162.0,
41,PT08M18.00S,2022-03-22T01:02:52.5Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630162,,,1610612750,12,8,2022-03-22T01:02:52Z,410000,,,0,,A. Edwards Free Throw 1 of 2 (1 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
42,PT08M18.00S,2022-03-22T01:03:08.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630162,,,1610612750,12,9,2022-03-22T01:03:08Z,420000,,,0,,A. Edwards Free Throw 2 of 2 (2 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
43,PT08M05.00S,2022-03-22T01:03:22.6Z,1,REGULAR,3pt,Jump Shot,[],203493,71.96123521681997,20.833333333333336,1610612742,12,9,2022-03-22T01:03:27Z,430000,-146.0,211.0,1,right,MISS R. Bullock 25' 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,25.66,Missed,,,,,,,,,,,,,,,,,,,
44,PT08M01.00S,2022-03-22T01:03:26.6Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,12,9,2022-03-22T01:06:13Z,440000,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,43.0,1.0,1.0,0.0,,,,,,,,
45,PT07M50.00S,2022-03-22T01:03:37.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,5.601182654402102,57.107843137254896,1610612750,12,11,2022-03-22T01:08:22Z,450000,-36.0,0.0,1,left,K. Towns Layup (2 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,3.55,Made,2.0,,,,,,,,,,,,,,,,,,
46,PT07M40.00S,2022-03-22T01:03:49.6Z,1,REGULAR,foul,personal,[],1629020,,,1610612742,12,11,2022-03-22T01:03:56Z,460000,,,0,,J. Vanderbilt personal FOUL (1 PF),"[1629020, 1629029]",1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,2882.0,1.0,0.0,Doncic,1629029.0,
48,PT07M29.00S,2022-03-22T01:04:15.3Z,1,REGULAR,turnover,out-of-bounds,[],1629029,,,1610612742,12,11,2022-03-22T01:04:25Z,480000,,,0,,L. Doncic bad pass out-of-bounds TURNOVER (2 TO),[1629029],1610612742.0,DAL,bad pass,,,Doncic,L. Doncic,,,,,,,,,,,2.0,,,,,,,,,2882.0,,,,,
49,PT07M24.00S,2022-03-22T01:04:40.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626157,23.603810775295663,86.51960784313727,1610612750,12,11,2022-03-22T01:04:46Z,490000,-183.0,169.0,1,left,MISS K. Towns 24' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,24.91,Missed,,,,,,,,,,,,,,,,,,,
50,PT07M22.00S,2022-03-22T01:04:42.2Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,12,11,2022-03-22T01:04:46Z,500000,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,49.0,1.0,1.0,0.0,,,,,,,,
51,PT07M09.00S,2022-03-22T01:04:55.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,92.32917214191852,41.17647058823529,1610612742,12,11,2022-03-22T01:04:59Z,510000,-44.0,20.0,1,right,MISS J. Brunson driving floating Shot - blocked,"[1628973, 1626157]",1610612742.0,DAL,driving floating,,,Brunson,J. Brunson,,,,,4.83,Missed,,,,,,,,,,,,Towns,1626157.0,,,,,,
52,PT07M09.00S,2022-03-22T01:04:55.3Z,1,REGULAR,block,,[],1626157,,,1610612742,12,11,2022-03-22T01:04:57Z,520000,,,0,,K. Towns BLOCK (1 BLK),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M06.00S,2022-03-22T01:04:58.3Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,12,11,2022-03-22T01:04:59Z,530000,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,51.0,2.0,2.0,0.0,,,,,,,,
54,PT07M02.00S,2022-03-22T01:05:02.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626156,26.231931668856767,80.14705882352942,1610612750,12,14,2022-03-22T01:05:08Z,540000,-151.0,194.0,1,left,D. Russell 24' 3PT step back (8 PTS) (A. Edwards 1 AST),"[1626156, 1630162]",1610612750.0,MIN,step back,,,Russell,D. Russell,,,,,24.57,Made,8.0,A. Edwards,1630162.0,1.0,,,,,,,,,,,,,,,
56,PT06M47.00S,2022-03-22T01:05:20.5Z,1,REGULAR,foul,personal,['2freethrow'],1629020,,,1610612742,12,14,2022-03-22T01:05:27Z,560000,,,0,,J. Vanderbilt shooting personal FOUL (2 PF) (Doncic 2 FT),"[1629020, 1629029]",1610612750.0,MIN,shooting,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,2002.0,2.0,0.0,Doncic,1629029.0,
58,PT06M47.00S,2022-03-22T01:05:30.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,12,14,2022-03-22T01:05:30Z,580000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M47.00S,2022-03-22T01:08:36.2Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,12,14,2022-03-22T01:08:56Z,590000,,,0,,MISS L. Doncic Free Throw 1 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Missed,,,,,,,,,,,,,,,,,,,
60,PT06M47.00S,2022-03-22T01:08:36.2Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612742,12,14,2022-03-22T01:08:56Z,600000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,59.0,,,,,,,,,,,
61,PT06M47.00S,2022-03-22T01:08:36.2Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,12,14,2022-03-22T01:08:56Z,610000,,,0,,MISS L. Doncic Free Throw 2 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Missed,,,,,,,,,,,,,,,,,,,
62,PT06M44.00S,2022-03-22T01:08:39.2Z,1,REGULAR,rebound,defensive,[],1626156,,,1610612750,12,14,2022-03-22T01:08:56Z,620000,,,0,,D. Russell REBOUND (Off:0 Def:1),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,61.0,1.0,1.0,0.0,,,,,,,,
63,PT06M34.00S,2022-03-22T01:09:05.7Z,1,REGULAR,3pt,Jump Shot,[],1626156,30.831143232588698,71.56862745098039,1610612750,12,14,2022-03-22T01:09:10Z,630000,-108.0,237.0,1,left,MISS D. Russell 26' fadeaway 3PT,[1626156],1610612750.0,MIN,fadeaway,,,Russell,D. Russell,,,,,26.06,Missed,,,,,,,,,,,,,,,,,,,
64,PT06M32.00S,2022-03-22T01:09:07.7Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612742,12,14,2022-03-22T01:09:10Z,640000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:2),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,63.0,2.0,2.0,0.0,,,,,,,,
65,PT06M27.00S,2022-03-22T01:09:12.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203493,94.1688567674113,95.83333333333334,1610612742,12,14,2022-03-22T01:09:16Z,650000,229.0,2.0,1,right,MISS R. Bullock 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,22.92,Missed,,,,,,,,,,,,,,,,,,,
66,PT06M24.00S,2022-03-22T01:09:15.1Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,12,14,2022-03-22T01:09:16Z,660000,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,65.0,2.0,2.0,0.0,,,,,,,,
67,PT06M07.00S,2022-03-22T01:09:33.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629020,11.12023653088042,51.225490196078425,1610612750,12,14,2022-03-22T01:09:36Z,670000,-6.0,52.0,1,left,MISS J. Vanderbilt turnaround Hook,[1629020],1610612750.0,MIN,turnaround,,,Vanderbilt,J. Vanderbilt,,,,,5.24,Missed,,,,,,,,,,,,,,,,,,,
68,PT06M07.00S,2022-03-22T01:09:33.1Z,1,REGULAR,rebound,defensive,[],203493,,,1610612742,12,14,2022-03-22T01:09:36Z,680000,,,0,,R. Bullock REBOUND (Off:0 Def:2),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,67.0,2.0,2.0,0.0,,,,,,,,
69,PT06M07.00S,2022-03-22T01:09:40.4Z,1,REGULAR,stoppage,court clean up,[],0,,,1610612742,12,14,2022-03-22T01:09:40Z,690000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M49.00S,2022-03-22T01:10:26.2Z,1,REGULAR,3pt,Jump Shot,[],1628973,68.80749014454665,34.80392156862745,1610612742,15,14,2022-03-22T01:10:30Z,700000,-76.0,241.0,1,right,J. Brunson 25' 3PT  (3 PTS) (L. Doncic 4 AST),"[1628973, 1629029]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,25.24,Made,3.0,L. Doncic,1629029.0,4.0,,,,,,,,,,,,,,,
72,PT05M33.00S,2022-03-22T01:10:41.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,7.178055190538765,37.254901960784316,1610612750,15,16,2022-03-22T01:10:46Z,720000,64.0,15.0,1,left,K. Towns 6' driving floating Jump Shot (4 PTS) (P. Beverley 2 AST),"[1626157, 201976]",1610612750.0,MIN,driving floating,,,Towns,K. Towns,,,,,6.54,Made,4.0,P. Beverley,201976.0,2.0,,,,,,,,,,,,,,,
74,PT05M19.00S,2022-03-22T01:10:54.6Z,1,REGULAR,3pt,Jump Shot,[],1627827,94.03745072273325,3.9215686274509802,1610612742,15,16,2022-03-22T01:10:58Z,740000,-230.0,4.0,1,right,MISS D. Finney-Smith 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,23.04,Missed,,,,,,,,,,,,,,,,,,,
75,PT05M17.00S,2022-03-22T01:10:56.6Z,1,REGULAR,rebound,defensive,[],1626156,,,1610612750,15,16,2022-03-22T01:10:58Z,750000,,,0,,D. Russell REBOUND (Off:0 Def:2),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,74.0,2.0,2.0,0.0,,,,,,,,
76,PT05M14.00S,2022-03-22T01:11:01.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629020,5.732588699080158,51.470588235294116,1610612750,15,18,2022-03-22T01:11:05Z,760000,-7.0,1.0,1,left,J. Vanderbilt running DUNK (2 PTS) (D. Russell 1 AST),"[1629020, 1626156]",1610612750.0,MIN,running,,,Vanderbilt,J. Vanderbilt,,,,,0.75,Made,2.0,D. Russell,1626156.0,1.0,,,,,,,,,,,,,,,
79,PT05M03.00S,2022-03-22T01:11:12.7Z,1,REGULAR,foul,personal,['2freethrow'],1629020,,,1610612742,15,18,2022-03-22T01:11:31Z,790000,,,0,,J. Vanderbilt shooting personal FOUL (3 PF) (Brunson 2 FT),"[1629020, 1628973]",1610612750.0,MIN,shooting,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,2002.0,3.0,0.0,Brunson,1628973.0,
81,PT05M03.00S,2022-03-22T01:11:54.6Z,1,REGULAR,freethrow,1 of 2,[],1628973,,,1610612742,16,18,2022-03-22T01:11:54Z,810000,,,0,,J. Brunson Free Throw 1 of 2 (4 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
82,PT05M03.00S,2022-03-22T01:11:55.2Z,1,REGULAR,substitution,out,[],203493,,,1610612742,16,18,2022-03-22T01:12:07Z,820000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M03.00S,2022-03-22T01:11:55.2Z,1,REGULAR,substitution,out,[],1629020,,,1610612742,16,18,2022-03-22T01:12:07Z,830000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M03.00S,2022-03-22T01:11:55.2Z,1,REGULAR,substitution,in,[],1628467,,,1610612742,16,18,2022-03-22T01:12:07Z,840000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M03.00S,2022-03-22T01:11:55.2Z,1,REGULAR,substitution,in,[],1627736,,,1610612742,16,18,2022-03-22T01:12:07Z,850000,,,0,,SUB in: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M03.00S,2022-03-22T01:12:16.9Z,1,REGULAR,freethrow,2 of 2,[],1628973,,,1610612742,17,18,2022-03-22T01:12:16Z,860000,,,0,,J. Brunson Free Throw 2 of 2 (5 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
87,PT04M51.00S,2022-03-22T01:12:33.2Z,1,REGULAR,turnover,out-of-bounds,[],1627736,,,1610612750,17,18,2022-03-22T01:12:39Z,870000,,,0,,M. Beasley step out-of-bounds TURNOVER (1 TO),[1627736],1610612750.0,MIN,step,,,Beasley,M. Beasley,,,,,,,,,,,1.0,,,,,,,,,1626300.0,,,,,
88,PT04M30.00S,2022-03-22T01:12:59.5Z,1,REGULAR,turnover,bad pass,[],1629029,,,1610612742,17,18,2022-03-22T01:13:02Z,880000,,,0,,L. Doncic bad pass TURNOVER (3 TO),"[1629029, 1627736]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,3.0,Beasley,1627736.0,,,,,,,,,,,,
89,PT04M30.00S,2022-03-22T01:12:59.5Z,1,REGULAR,steal,,[],1627736,,,1610612750,17,18,2022-03-22T01:13:01Z,890000,,,0,,M. Beasley STEAL (1 STL),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M13.00S,2022-03-22T01:13:16.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626156,6.258212877792378,53.18627450980392,1610612750,17,20,2022-03-22T01:14:22Z,900000,-16.0,6.0,1,left,D. Russell driving Layup (10 PTS),[1626156],1610612750.0,MIN,driving,,,Russell,D. Russell,,,,,1.71,Made,10.0,,,,,,,,,,,,,,,,,,
