actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
267,PT03M24.00S,2022-03-24T01:24:31.8Z,2,REGULAR,freethrow,1 of 2,[],1628973,,,1610612742,45,45,2022-03-24T01:24:31Z,2670000,,,0,,J. Brunson Free Throw 1 of 2 (9 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
268,PT03M24.00S,2022-03-24T01:24:33.6Z,2,REGULAR,substitution,out,[],1630182,,,1610612742,45,45,2022-03-24T01:24:46Z,2680000,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT03M24.00S,2022-03-24T01:24:33.6Z,2,REGULAR,substitution,out,[],1630231,,,1610612742,45,45,2022-03-24T01:24:46Z,2690000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT03M24.00S,2022-03-24T01:24:33.6Z,2,REGULAR,substitution,out,[],1630578,,,1610612742,45,45,2022-03-24T01:24:46Z,2700000,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M24.00S,2022-03-24T01:24:33.6Z,2,REGULAR,substitution,in,[],203915,,,1610612742,45,45,2022-03-24T01:24:46Z,2710000,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT03M24.00S,2022-03-24T01:24:33.6Z,2,REGULAR,substitution,in,[],1626174,,,1610612742,45,45,2022-03-24T01:24:46Z,2720000,,,0,,SUB in: C. Wood,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M24.00S,2022-03-24T01:24:33.6Z,2,REGULAR,substitution,in,[],1630256,,,1610612742,45,45,2022-03-24T01:24:46Z,2730000,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M24.00S,2022-03-24T01:24:57.4Z,2,REGULAR,freethrow,2 of 2,[],1628973,,,1610612742,46,45,2022-03-24T01:24:57Z,2740000,,,0,,J. Brunson Free Throw 2 of 2 (10 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
275,PT03M08.00S,2022-03-24T01:25:16.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,8.229303547963205,40.68627450980392,1610612745,46,47,2022-03-24T01:25:20Z,2750000,47.0,25.0,1,left,K. Porter Jr. driving Layup (4 PTS),[1629645],1610612745.0,HOU,driving,,,Porter Jr.,K. Porter Jr.,,,,,5.28,Made,4.0,,,,,,,,,,,,,,,,,,
276,PT02M55.00S,2022-03-24T01:25:34.4Z,2,REGULAR,foul,offensive,['inpenalty'],1628467,,,1610612742,46,47,2022-03-24T01:25:47Z,2760000,,,0,,M. Kleber off-the-ball offensive FOUL (2 PF),"[1628467, 1626174]",1610612742.0,DAL,off-the-ball,,,Kleber,M. Kleber,,,,,,,,,,,202007.0,,,,,,,,2.0,0.0,Wood,1626174.0,,,
278,PT02M55.00S,2022-03-24T01:25:34.4Z,2,REGULAR,turnover,offensive foul,[],1628467,,,1610612742,46,47,2022-03-24T01:25:34Z,2780000,,,0,,M. Kleber offensive foul TURNOVER (2 TO),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,202007.0,2.0,,,,,,,,,,,,,
279,PT02M55.00S,2022-03-24T01:25:57.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,46,47,2022-03-24T01:25:57Z,2790000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT02M39.00S,2022-03-24T01:28:47.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626174,14.14257555847569,42.40196078431372,1610612745,46,49,2022-03-24T01:28:51Z,2800000,38.0,80.0,1,left,C. Wood 8' driving floating Jump Shot (2 PTS),[1626174],1610612745.0,HOU,driving floating,,,Wood,C. Wood,,,,,8.89,Made,2.0,,,,,,,,,,,,,,,,,,
284,PT02M14.00S,2022-03-24T01:29:12.4Z,2,REGULAR,3pt,Jump Shot,[],203915,66.96780551905388,48.03921568627451,1610612742,46,49,2022-03-24T01:29:17Z,2810000,-10.0,258.0,1,right,MISS S. Dinwiddie 25' step back 3PT,[203915],1610612742.0,DAL,step back,,,Dinwiddie,S. Dinwiddie,,,,,25.82,Missed,,,,,,,,,,,,,,,,,,,
285,PT02M10.00S,2022-03-24T01:29:16.4Z,2,REGULAR,rebound,defensive,[],1630224,,,1610612745,46,49,2022-03-24T01:29:17Z,2820000,,,0,,J. Green REBOUND (Off:0 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,284.0,2.0,2.0,0.0,,,,,,,
286,PT02M03.00S,2022-03-24T01:29:29.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,5.732588699080158,47.549019607843135,1610612745,46,51,2022-03-24T01:29:34Z,2830000,12.0,1.0,1,left,C. Wood driving Layup (4 PTS),[1626174],1610612745.0,HOU,driving,,,Wood,C. Wood,,,,,1.24,Made,4.0,,,,,,,,,,,,,,,,,,
288,PT02M03.00S,2022-03-24T01:29:32.4Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628973,,,1610612745,46,51,2022-03-24T01:29:47Z,2850000,,,0,,J. Brunson shooting personal FOUL (2 PF) (Wood 1 FT),"[1628973, 1626174]",1610612742.0,DAL,shooting,,,Brunson,J. Brunson,,,,,,,,,,,202027.0,,,,,,,,2.0,0.0,Wood,1626174.0,,,
290,PT02M03.00S,2022-03-24T01:29:39.5Z,2,REGULAR,substitution,out,[],1628425,,,1610612745,46,51,2022-03-24T01:30:01Z,2870000,,,0,,SUB out: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT02M03.00S,2022-03-24T01:29:39.5Z,2,REGULAR,substitution,in,[],203493,,,1610612745,46,51,2022-03-24T01:30:01Z,2880000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT02M03.00S,2022-03-24T01:30:00.4Z,2,REGULAR,freethrow,1 of 1,[],1626174,,,1610612745,46,51,2022-03-24T01:30:01Z,2890000,,,0,,MISS C. Wood Free Throw 1 of 1,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Missed,,,,,,,,,,,,,,,,,,,
293,PT02M01.00S,2022-03-24T01:30:02.4Z,2,REGULAR,rebound,defensive,[],203493,,,1610612742,46,51,2022-03-24T01:30:01Z,2900000,,,0,,R. Bullock REBOUND (Off:0 Def:4),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,292.0,4.0,4.0,0.0,,,,,,,
294,PT01M50.00S,2022-03-24T01:30:11.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,93.69250985545335,61.29748774509803,1610612742,48,51,2022-03-24T01:30:20Z,2910000,56.0,7.0,1,right,J. Brunson fadeaway Jump Shot (12 PTS),[1628973],1610612742.0,DAL,fadeaway,,,Brunson,J. Brunson,,,,,5.69,Made,12.0,,,,,,,,,,,,,,,,,,
295,PT01M36.00S,2022-03-24T01:30:26.4Z,2,REGULAR,turnover,bad pass,[],1630256,,,1610612745,48,51,2022-03-24T01:30:30Z,2920000,,,0,,J. Tate bad pass TURNOVER (1 TO),"[1630256, 1627827]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,1.0,Finney-Smith,1627827.0,,,,,,,,,,,
296,PT01M36.00S,2022-03-24T01:30:26.4Z,2,REGULAR,steal,,[],1627827,,,1610612742,48,51,2022-03-24T01:30:28Z,2930000,,,0,,D. Finney-Smith STEAL (1 STL),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT01M25.00S,2022-03-24T01:30:37.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628973,90.27595269382391,63.50337009803921,1610612742,48,51,2022-03-24T01:36:47Z,2940000,68.0,39.0,1,right,MISS J. Brunson 7' turnaround Shot,[1628973],1610612742.0,DAL,turnaround,,,Brunson,J. Brunson,,,,,7.79,Missed,,,,,,,,,,,,,,,,,,,
298,PT01M20.00S,2022-03-24T01:30:42.4Z,2,REGULAR,rebound,offensive,[],1628467,,,1610612742,48,51,2022-03-24T01:30:45Z,2950000,,,0,,M. Kleber REBOUND (Off:1 Def:3),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,297.0,4.0,3.0,1.0,,,,,,,
299,PT01M20.00S,2022-03-24T01:30:42.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628467,93.24901445466492,50.245098039215684,1610612742,50,51,2022-03-24T01:37:15Z,2960000,1.0,11.0,1,right,M. Kleber putback Layup (2 PTS),[1628467],1610612742.0,DAL,putback,,,Kleber,M. Kleber,,,,,1.11,Made,2.0,,,,,,,,,,,,,,,,,,
300,PT01M04.00S,2022-03-24T01:30:57.6Z,2,REGULAR,turnover,bad pass,[],1630224,,,1610612745,50,51,2022-03-24T01:31:00Z,2970000,,,0,,J. Green bad pass TURNOVER (1 TO),"[1630224, 203493]",1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,1.0,Bullock,203493.0,,,,,,,,,,,
301,PT01M04.00S,2022-03-24T01:30:57.6Z,2,REGULAR,steal,,[],203493,,,1610612742,50,51,2022-03-24T01:30:59Z,2980000,,,0,,R. Bullock STEAL (2 STL),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT01M00.00S,2022-03-24T01:31:01.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203493,94.43166885676742,54.166666666666664,1610612742,50,51,2022-03-24T01:31:06Z,2990000,21.0,0.0,1,right,MISS R. Bullock running Layup - blocked,"[203493, 1629645]",1610612742.0,DAL,running,,,Bullock,R. Bullock,,,,,2.08,Missed,,,,,,,,,,,,,,,,,,Porter Jr.,1629645.0
303,PT01M00.00S,2022-03-24T01:31:01.9Z,2,REGULAR,block,,[],1629645,,,1610612742,50,51,2022-03-24T01:31:04Z,3000000,,,0,,K. Porter Jr. BLOCK (1 BLK),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT00M58.50S,2022-03-24T01:31:03.4Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612745,50,51,2022-03-24T01:31:06Z,3010000,,,0,,C. Wood REBOUND (Off:0 Def:5),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,302.0,5.0,5.0,0.0,,,,,,,
305,PT00M56.00S,2022-03-24T01:31:09.5Z,2,REGULAR,turnover,traveling,[],1630256,,,1610612745,50,51,2022-03-24T01:31:14Z,3020000,,,0,,J. Tate traveling TURNOVER (2 TO),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,202027.0,2.0,,,,,,,,,,,,,
306,PT00M43.30S,2022-03-24T01:31:39.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628973,73.66951379763469,56.86274509803921,1610612742,50,51,2022-03-24T01:31:42Z,3030000,34.0,195.0,1,right,MISS J. Brunson 19' pullup Shot,[1628973],1610612742.0,DAL,pullup,,,Brunson,J. Brunson,,,,,19.8,Missed,,,,,,,,,,,,,,,,,,,
307,PT00M40.90S,2022-03-24T01:31:41.6Z,2,REGULAR,rebound,defensive,[],1630224,,,1610612745,50,51,2022-03-24T01:31:42Z,3040000,,,0,,J. Green REBOUND (Off:0 Def:3),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,306.0,3.0,3.0,0.0,,,,,,,
308,PT00M33.10S,2022-03-24T01:31:50.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629645,6.1268068331143235,51.470588235294116,1610612745,50,53,2022-03-24T01:31:53Z,3050000,-7.0,5.0,1,left,K. Porter Jr. cutting DUNK (6 PTS) (J. Green 1 AST),"[1629645, 1630224]",1610612745.0,HOU,cutting,,,Porter Jr.,K. Porter Jr.,,,,,0.9,Made,6.0,J. Green,1630224.0,1.0,,,,,,,,,,,,,,,
310,PT00M13.10S,2022-03-24T01:32:13.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628467,84.31340341655716,44.36274509803921,1610612742,52,53,2022-03-24T01:38:39Z,3070000,-28.0,95.0,1,right,M. Kleber 9' turnaround fadeaway Jump Shot (4 PTS) (S. Dinwiddie 4 AST),"[1628467, 203915]",1610612742.0,DAL,turnaround fadeaway,,,Kleber,M. Kleber,,,,,9.91,Made,4.0,S. Dinwiddie,203915.0,4.0,,,,,,,,,,,,,,,
312,PT00M00.00S,2022-03-24T01:32:30.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,12.302890932982917,56.61764705882353,1610612745,52,53,2022-03-24T01:32:34Z,3090000,-33.0,63.0,1,left,MISS K. Porter Jr. 7' fadeaway Shot,[1629645],1610612745.0,HOU,fadeaway,,,Porter Jr.,K. Porter Jr.,,,,,7.13,Missed,,,,,,,,,,,,,,,,,,,
313,PT00M00.00S,2022-03-24T01:32:32.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,52,53,2022-03-24T01:32:32Z,3100000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,312.0,,,,,,,,,,
314,PT00M00.00S,2022-03-24T01:32:34.4Z,2,REGULAR,period,end,[],0,,,1610612745,52,53,2022-03-24T01:32:34Z,3110000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2022-03-24T01:47:13.9Z,3,REGULAR,substitution,out,['startperiod'],1628467,,,1610612745,52,53,2022-03-24T01:47:51Z,3120000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2022-03-24T01:47:13.9Z,3,REGULAR,substitution,in,['startperiod'],203939,,,1610612745,52,53,2022-03-24T01:47:51Z,3130000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2022-03-24T01:48:09.0Z,3,REGULAR,period,start,[],0,,,1610612742,52,53,2022-03-24T01:48:09Z,3140000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT11M49.00S,2022-03-24T01:48:19.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203939,5.863994743758213,49.50980392156863,1610612742,54,53,2022-03-24T01:48:23Z,3150000,2.0,3.0,1,left,D. Powell alley-oop DUNK (11 PTS) (S. Dinwiddie 5 AST),"[203939, 203915]",1610612742.0,DAL,alley-oop,,,Powell,D. Powell,,,,,0.36,Made,11.0,S. Dinwiddie,203915.0,5.0,,,,,,,,,,,,,,,
320,PT11M32.00S,2022-03-24T01:48:35.1Z,3,REGULAR,3pt,Jump Shot,[],1626174,68.41327201051249,26.715686274509803,1610612745,54,53,2022-03-24T01:48:40Z,3170000,-116.0,244.0,1,right,MISS C. Wood 27' 3PT,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,27.07,Missed,,,,,,,,,,,,,,,,,,,
321,PT11M28.00S,2022-03-24T01:48:39.1Z,3,REGULAR,rebound,defensive,[],1628973,,,1610612742,54,53,2022-03-24T01:48:40Z,3180000,,,0,,J. Brunson REBOUND (Off:0 Def:3),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,320.0,3.0,3.0,0.0,,,,,,,
322,PT11M22.00S,2022-03-24T01:48:46.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,6.652431011826544,54.166666666666664,1610612742,56,53,2022-03-24T01:48:50Z,3190000,-21.0,10.0,1,left,J. Brunson driving Layup (14 PTS),[1628973],1610612742.0,DAL,driving,,,Brunson,J. Brunson,,,,,2.31,Made,14.0,,,,,,,,,,,,,,,,,,
323,PT11M09.00S,2022-03-24T01:48:59.3Z,3,REGULAR,3pt,Jump Shot,[],1630224,67.36202365308804,57.59803921568627,1610612745,56,53,2022-03-24T01:49:04Z,3200000,38.0,254.0,1,right,MISS J. Green 25' step back 3PT,[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,25.71,Missed,,,,,,,,,,,,,,,,,,,
324,PT11M07.00S,2022-03-24T01:49:01.3Z,3,REGULAR,rebound,defensive,[],203915,,,1610612742,56,53,2022-03-24T01:49:04Z,3210000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:2),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,323.0,2.0,2.0,0.0,,,,,,,
325,PT10M57.00S,2022-03-24T01:49:11.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627827,7.703679369250986,45.83333333333333,1610612742,56,53,2022-03-24T01:49:15Z,3220000,21.0,20.0,1,left,MISS D. Finney-Smith driving bank Shot,[1627827],1610612742.0,DAL,driving bank,,,Finney-Smith,D. Finney-Smith,,,,,2.88,Missed,,,,,,,,,,,,,,,,,,,
326,PT10M54.00S,2022-03-24T01:49:14.2Z,3,REGULAR,rebound,offensive,[],1627827,,,1610612742,56,53,2022-03-24T01:49:24Z,3230000,,,0,,D. Finney-Smith REBOUND (Off:1 Def:0),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,325.0,1.0,0.0,1.0,,,,,,,
327,PT10M52.00S,2022-03-24T01:49:15.1Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627827,5.590000152587891,50.0,1610612742,58,53,2022-03-24T01:49:20Z,3240000,0.0,0.0,1,left,D. Finney-Smith tip Layup (4 PTS),[1627827],1610612742.0,DAL,tip,,,Finney-Smith,D. Finney-Smith,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,,,
328,PT10M41.00S,2022-03-24T01:49:26.3Z,3,REGULAR,3pt,Jump Shot,[],1626174,77.21747700394218,88.23529411764706,1610612745,58,56,2022-03-24T01:49:30Z,3250000,191.0,162.0,1,right,C. Wood 25' 3PT  (7 PTS) (E. Gordon 2 AST),"[1626174, 201569]",1610612745.0,HOU,,,,Wood,C. Wood,,,,,25.04,Made,7.0,E. Gordon,201569.0,2.0,,,,,,,,,,,,,,,
330,PT10M18.00S,2022-03-24T01:49:50.9Z,3,REGULAR,3pt,Jump Shot,[],1627827,28.86005256241787,72.79411764705883,1610612742,58,56,2022-03-24T01:49:54Z,3270000,-114.0,219.0,1,left,MISS D. Finney-Smith 24' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,24.67,Missed,,,,,,,,,,,,,,,,,,,
331,PT10M14.00S,2022-03-24T01:49:54.9Z,3,REGULAR,rebound,defensive,[],1626174,,,1610612745,58,56,2022-03-24T01:49:54Z,3280000,,,0,,C. Wood REBOUND (Off:0 Def:6),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,330.0,6.0,6.0,0.0,,,,,,,
332,PT10M07.00S,2022-03-24T01:50:03.1Z,3,REGULAR,foul,personal,['2freethrow'],203939,,,1610612745,58,56,2022-03-24T01:50:10Z,3290000,,,0,,D. Powell shooting personal FOUL (1 PF) (Wood 2 FT),"[203939, 1626174]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,,,,,,,1627524.0,,,,,,,,1.0,0.0,Wood,1626174.0,,,
334,PT10M07.00S,2022-03-24T01:50:28.5Z,3,REGULAR,freethrow,1 of 2,[],1626174,,,1610612745,58,56,2022-03-24T01:50:28Z,3310000,,,0,,MISS C. Wood Free Throw 1 of 2,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Missed,,,,,,,,,,,,,,,,,,,
335,PT10M07.00S,2022-03-24T01:50:28.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,58,56,2022-03-24T01:50:28Z,3320000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,334.0,,,,,,,,,,
336,PT10M07.00S,2022-03-24T01:50:47.4Z,3,REGULAR,freethrow,2 of 2,[],1626174,,,1610612745,58,57,2022-03-24T01:50:47Z,3330000,,,0,,C. Wood Free Throw 2 of 2 (8 PTS),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
337,PT09M52.00S,2022-03-24T01:51:04.2Z,3,REGULAR,3pt,Jump Shot,[],1627827,32.276609724047304,44.11764705882353,1610612742,58,57,2022-03-24T01:51:08Z,3340000,29.0,251.0,1,left,MISS D. Finney-Smith 25' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,25.26,Missed,,,,,,,,,,,,,,,,,,,
338,PT09M48.00S,2022-03-24T01:51:08.2Z,3,REGULAR,rebound,defensive,[],1630224,,,1610612745,58,57,2022-03-24T01:51:08Z,3350000,,,0,,J. Green REBOUND (Off:0 Def:4),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,337.0,4.0,4.0,0.0,,,,,,,
339,PT09M37.00S,2022-03-24T01:51:18.5Z,3,REGULAR,3pt,Jump Shot,[],201569,76.2976346911958,86.51960784313727,1610612745,58,57,2022-03-24T01:51:22Z,3360000,183.0,170.0,1,right,MISS E. Gordon 24' 3PT,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,24.97,Missed,,,,,,,,,,,,,,,,,,,
340,PT09M35.00S,2022-03-24T01:51:20.5Z,3,REGULAR,rebound,defensive,[],1627827,,,1610612742,58,57,2022-03-24T01:51:22Z,3370000,,,0,,D. Finney-Smith REBOUND (Off:1 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,339.0,2.0,1.0,1.0,,,,,,,
341,PT09M13.00S,2022-03-24T01:51:43.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,15.982260183968464,45.09803921568628,1610612742,60,57,2022-03-24T01:51:48Z,3380000,25.0,98.0,1,left,J. Brunson 10' driving floating Jump Shot (16 PTS),[1628973],1610612742.0,DAL,driving floating,,,Brunson,J. Brunson,,,,,10.07,Made,16.0,,,,,,,,,,,,,,,,,,
342,PT09M13.00S,2022-03-24T01:51:50.8Z,3,REGULAR,foul,personal,['1freethrow'],1630256,,,1610612742,60,57,2022-03-24T01:51:57Z,3390000,,,0,,J. Tate shooting personal FOUL (1 PF) (Brunson 1 FT),"[1630256, 1628973]",1610612745.0,HOU,shooting,,,Tate,J. Tate,,,,,,,,,,,1627524.0,,,,,,,,1.0,0.0,Brunson,1628973.0,,,
344,PT09M13.00S,2022-03-24T01:52:23.8Z,3,REGULAR,freethrow,1 of 1,[],1628973,,,1610612742,60,57,2022-03-24T01:52:26Z,3410000,,,0,,MISS J. Brunson Free Throw 1 of 1,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
345,PT09M10.00S,2022-03-24T01:52:26.8Z,3,REGULAR,rebound,defensive,[],1626174,,,1610612745,60,57,2022-03-24T01:52:26Z,3420000,,,0,,C. Wood REBOUND (Off:0 Def:7),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,344.0,7.0,7.0,0.0,,,,,,,
346,PT09M01.00S,2022-03-24T01:52:34.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630256,91.40932982917214,45.34313725490196,1610612745,60,57,2022-03-24T01:52:38Z,3430000,-23.0,28.0,1,right,MISS J. Tate turnaround Shot - blocked,"[1630256, 203915]",1610612745.0,HOU,turnaround,,,Tate,J. Tate,,,,,3.67,Missed,,,,,,,,,,,,,,,,,,Dinwiddie,203915.0
347,PT09M01.00S,2022-03-24T01:52:34.5Z,3,REGULAR,block,,[],203915,,,1610612745,60,57,2022-03-24T01:52:36Z,3440000,,,0,,S. Dinwiddie BLOCK (1 BLK),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT08M58.00S,2022-03-24T01:52:37.5Z,3,REGULAR,rebound,offensive,[],1630256,,,1610612745,60,57,2022-03-24T01:52:38Z,3450000,,,0,,J. Tate REBOUND (Off:2 Def:0),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,346.0,2.0,0.0,2.0,,,,,,,
349,PT08M57.00S,2022-03-24T01:52:39.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630256,92.77266754270697,48.387714460784316,1610612745,60,59,2022-03-24T01:54:42Z,3460000,-8.0,15.0,1,right,J. Tate putback DUNK (11 PTS),[1630256],1610612745.0,HOU,putback,,,Tate,J. Tate,,,,,1.74,Made,11.0,,,,,,,,,,,,,,,,,,
350,PT08M45.00S,2022-03-24T01:52:53.2Z,3,REGULAR,foul,personal,['2freethrow'],1629645,,,1610612742,60,59,2022-03-24T01:53:03Z,3470000,,,0,,K. Porter Jr. shooting personal FOUL (3 PF) (Brunson 2 FT),"[1629645, 1628973]",1610612745.0,HOU,shooting,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,202027.0,,,,,,,,3.0,0.0,Brunson,1628973.0,,,
352,PT08M45.00S,2022-03-24T01:53:20.5Z,3,REGULAR,freethrow,1 of 2,[],1628973,,,1610612742,61,59,2022-03-24T01:53:20Z,3490000,,,0,,J. Brunson Free Throw 1 of 2 (17 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
353,PT08M45.00S,2022-03-24T01:53:40.2Z,3,REGULAR,freethrow,2 of 2,[],1628973,,,1610612742,62,59,2022-03-24T01:53:40Z,3500000,,,0,,J. Brunson Free Throw 2 of 2 (18 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,Made,18.0,,,,,,,,,,,,,,,,,,
