actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
27,PT09M46.00S,2022-01-24T00:42:40.9Z,1,REGULAR,2pt,Jump Shot,[],1629029,10.200394218134035,31.127450980392158,1610612742,4,2,2022-01-24T00:42:45Z,270000,94.0,43.0,1,left,L. Doncic 10' driving floating bank Jump Shot (4 PTS),[1629029],1610612742.0,DAL,driving floating bank,,,Doncic,L. Doncic,,,,,10.39,Made,,,,,4.0,,,,,,,,,,,,,,
28,PT09M30.00S,2022-01-24T00:42:58.6Z,1,REGULAR,turnover,out-of-bounds,[],1628991,,,1610612763,4,2,2022-01-24T00:43:05Z,280000,,,0,,J. Jackson Jr. bad pass out-of-bounds TURNOVER (1 TO),[1628991],1610612763.0,MEM,bad pass,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,1193.0,1.0,,,,,,,,,
29,PT09M23.00S,2022-01-24T00:43:08.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628973,8.409986859395532,59.74264705882353,1610612742,4,2,2022-01-24T00:43:15Z,290000,-49.0,27.0,1,left,MISS J. Brunson driving floating Shot,[1628973],1610612742.0,DAL,driving floating,,,Brunson,J. Brunson,,,,,5.55,Missed,,,,,,,,,,,,,,,,,,,
30,PT09M21.00S,2022-01-24T00:43:10.1Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,4,2,2022-01-24T00:43:15Z,300000,,,0,,S. Adams REBOUND (Off:0 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,29.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
31,PT09M15.00S,2022-01-24T00:43:17.1Z,1,REGULAR,3pt,Jump Shot,[],1630533,94.82588699080158,3.431372549019608,1610612763,4,2,2022-01-24T00:43:24Z,310000,-233.0,-4.0,1,right,MISS Z. Williams 3PT,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,23.28,Missed,,,,,,,,,,,,,,,,,,,
32,PT09M11.00S,2022-01-24T00:43:21.1Z,1,REGULAR,rebound,defensive,[],204001,,,1610612742,4,2,2022-01-24T00:43:24Z,320000,,,0,,K. Porzingis REBOUND (Off:0 Def:1),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
33,PT09M11.00S,2022-01-24T00:43:23.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,4,2,2022-01-24T00:43:23Z,330000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT09M03.00S,2022-01-24T00:43:44.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,9.280551905387648,60.049019607843135,1610612742,4,2,2022-01-24T00:43:49Z,340000,-50.0,35.0,1,left,MISS L. Doncic 6' pullup Shot,[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,6.1,Missed,,,,,,,,,,,,,,,,,,,
35,PT09M00.00S,2022-01-24T00:43:47.0Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,4,2,2022-01-24T00:43:49Z,350000,,,0,,J. Konchar REBOUND (Off:2 Def:2),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,34.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
36,PT08M45.00S,2022-01-24T00:44:02.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,86.28449408672799,49.01960784313725,1610612763,4,2,2022-01-24T00:44:08Z,360000,-5.0,76.0,1,right,MISS J. Morant 7' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,7.66,Missed,,,,,,,,,,,,,,,,,,,
37,PT08M42.00S,2022-01-24T00:44:05.1Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,4,2,2022-01-24T00:44:08Z,370000,,,0,,L. Doncic REBOUND (Off:0 Def:2),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,36.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
38,PT08M35.00S,2022-01-24T00:44:13.5Z,1,REGULAR,foul,personal,['2freethrow'],1629723,,,1610612742,4,2,2022-01-24T00:44:22Z,380000,,,0,,J. Konchar shooting personal FOUL (1 PF) (Kleber 2 FT),"[1629723, 1628467]",1610612763.0,MEM,shooting,,,Konchar,J. Konchar,,,,,,,,,,,,,,,1146.0,,1.0,0.0,Kleber,1628467.0,,,,,
40,PT08M35.00S,2022-01-24T00:44:34.7Z,1,REGULAR,freethrow,1 of 2,[],1628467,,,1610612742,5,2,2022-01-24T00:44:34Z,400000,,,0,,M. Kleber Free Throw 1 of 2 (1 PTS),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
41,PT08M35.00S,2022-01-24T00:44:47.9Z,1,REGULAR,freethrow,2 of 2,[],1628467,,,1610612742,5,2,2022-01-24T00:44:47Z,410000,,,0,,MISS M. Kleber Free Throw 2 of 2,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,Missed,,,,,,,,,,,,,,,,,,,
42,PT08M32.00S,2022-01-24T00:44:49.5Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,5,2,2022-01-24T00:44:49Z,420000,,,0,,S. Adams REBOUND (Off:0 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,41.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
43,PT08M21.00S,2022-01-24T00:45:00.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,91.14651773981603,58.57843137254902,1610612763,5,2,2022-01-24T00:45:08Z,430000,43.0,31.0,1,right,MISS J. Jackson Jr. turnaround Shot - blocked,"[1628991, 1628467]",1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,5.28,Missed,,,,,,,,,,,,,,,Kleber,1628467.0,,,
44,PT08M21.00S,2022-01-24T00:45:00.7Z,1,REGULAR,block,,[],1628467,,,1610612763,5,2,2022-01-24T00:45:03Z,440000,,,0,,M. Kleber BLOCK (1 BLK),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M20.00S,2022-01-24T00:45:01.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,5,2,2022-01-24T00:45:08Z,450000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,,
46,PT08M20.00S,2022-01-24T00:45:06.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,5,2,2022-01-24T00:45:06Z,460000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT08M16.00S,2022-01-24T00:45:21.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628991,89.17542706964521,40.68627450980392,1610612763,5,4,2022-01-24T00:49:11Z,470000,-47.0,49.0,1,right,J. Jackson Jr. 6' driving Layup (2 PTS),[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,6.78,Made,,,,,2.0,,,,,,,,,,,,,,
48,PT07M55.00S,2022-01-24T00:45:41.5Z,1,REGULAR,3pt,Jump Shot,[],1627827,7.835085413929041,3.431372549019608,1610612742,8,4,2022-01-24T00:45:48Z,480000,233.0,21.0,1,left,D. Finney-Smith 3PT  (3 PTS) (M. Kleber 1 AST),"[1627827, 1628467]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,23.38,Made,,,,,3.0,M. Kleber,1628467.0,1.0,,,,,,,,,,,
50,PT07M43.00S,2022-01-24T00:45:52.7Z,1,REGULAR,3pt,Jump Shot,[],1630533,77.34888304862024,10.53921568627451,1610612763,8,4,2022-01-24T00:45:59Z,500000,-197.0,160.0,1,right,MISS Z. Williams 25' 3PT,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,25.43,Missed,,,,,,,,,,,,,,,,,,,
51,PT07M39.00S,2022-01-24T00:45:57.1Z,1,REGULAR,rebound,offensive,[],1629723,,,1610612763,8,4,2022-01-24T00:45:57Z,510000,,,0,,J. Konchar REBOUND (Off:3 Def:2),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,50.0,5.0,2.0,3.0,,,,,,,,,,,,,,,
52,PT07M28.00S,2022-01-24T00:46:08.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629723,80.02628120893561,53.821997549019606,1610612763,8,4,2022-01-24T00:46:15Z,520000,19.0,135.0,1,right,MISS J. Konchar 13' pullup Shot,[1629723],1610612763.0,MEM,pullup,,,Konchar,J. Konchar,,,,,13.66,Missed,,,,,,,,,,,,,,,,,,,
53,PT07M25.00S,2022-01-24T00:46:11.0Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,8,4,2022-01-24T00:46:15Z,530000,,,0,,L. Doncic REBOUND (Off:0 Def:3),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,52.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
54,PT07M17.00S,2022-01-24T00:46:21.4Z,1,REGULAR,foul,personal,[],1630533,,,1610612742,8,4,2022-01-24T00:46:24Z,540000,,,0,,Z. Williams personal FOUL (1 PF),"[1630533, 1629029]",1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,1146.0,,1.0,0.0,Doncic,1629029.0,,,,,
56,PT07M05.00S,2022-01-24T00:46:49.0Z,1,REGULAR,3pt,Jump Shot,[],1627827,5.075558475689881,95.83333333333334,1610612742,11,4,2022-01-24T00:46:54Z,560000,-229.0,-5.0,1,left,D. Finney-Smith 3PT  (6 PTS) (L. Doncic 1 AST),"[1627827, 1629029]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,22.93,Made,,,,,6.0,L. Doncic,1629029.0,1.0,,,,,,,,,,,
58,PT07M02.00S,2022-01-24T00:46:56.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,11,4,2022-01-24T00:46:56Z,580000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M55.00S,2022-01-24T00:50:03.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,88.91261498028909,50.0,1610612763,11,6,2022-01-24T00:50:25Z,590000,0.0,52.0,1,right,J. Morant driving floating bank Jump Shot (4 PTS) (J. Konchar 1 AST),"[1629630, 1629723]",1610612763.0,MEM,driving floating bank,,,Morant,J. Morant,,,,,5.17,Made,,,,,4.0,J. Konchar,1629723.0,1.0,,,,,,,,,,,
61,PT06M55.00S,2022-01-24T00:50:06.2Z,1,REGULAR,foul,personal,['1freethrow'],1627827,,,1610612763,11,6,2022-01-24T00:50:14Z,610000,,,0,,D. Finney-Smith shooting personal FOUL (1 PF) (Morant 1 FT),"[1627827, 1629630]",1610612742.0,DAL,shooting,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,1193.0,,1.0,0.0,Morant,1629630.0,,,,,
63,PT06M55.00S,2022-01-24T00:50:15.4Z,1,REGULAR,substitution,out,[],1629723,,,1610612763,11,6,2022-01-24T00:51:01Z,630000,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M55.00S,2022-01-24T00:50:15.4Z,1,REGULAR,substitution,in,[],1629001,,,1610612763,11,6,2022-01-24T00:51:01Z,640000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M55.00S,2022-01-24T00:50:31.7Z,1,REGULAR,freethrow,1 of 1,[],1629630,,,1610612763,11,7,2022-01-24T00:50:31Z,650000,,,0,,J. Morant Free Throw 1 of 1 (5 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
66,PT06M43.00S,2022-01-24T00:50:47.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204001,6.521024967148489,46.568627450980394,1610612742,13,7,2022-01-24T00:50:53Z,660000,17.0,9.0,1,left,K. Porzingis cutting Layup (2 PTS) (D. Finney-Smith 1 AST),"[204001, 1627827]",1610612742.0,DAL,cutting,,,Porzingis,K. Porzingis,,,,,1.93,Made,,,,,2.0,D. Finney-Smith,1627827.0,1.0,,,,,,,,,,,
68,PT06M31.00S,2022-01-24T00:50:58.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203500,90.48948751642575,53.18627450980392,1610612763,13,7,2022-01-24T00:51:05Z,680000,16.0,37.0,1,right,MISS S. Adams driving Layup - blocked,"[203500, 204001]",1610612763.0,MEM,driving,,,Adams,S. Adams,,,,,4.02,Missed,,,,,,,,,,,,,,,Porzingis,204001.0,,,
69,PT06M31.00S,2022-01-24T00:50:58.5Z,1,REGULAR,block,,[],204001,,,1610612763,13,7,2022-01-24T00:51:00Z,690000,,,0,,K. Porzingis BLOCK (1 BLK),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M29.00S,2022-01-24T00:51:00.5Z,1,REGULAR,rebound,defensive,[],204001,,,1610612742,13,7,2022-01-24T00:51:05Z,700000,,,0,,K. Porzingis REBOUND (Off:0 Def:2),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,68.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
71,PT06M21.00S,2022-01-24T00:51:08.8Z,1,REGULAR,3pt,Jump Shot,[],204001,32.40801576872536,53.92156862745098,1610612742,13,7,2022-01-24T00:51:13Z,710000,-20.0,252.0,1,left,MISS K. Porzingis 25' 3PT,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,25.29,Missed,,,,,,,,,,,,,,,,,,,
72,PT06M18.00S,2022-01-24T00:51:11.8Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612763,13,7,2022-01-24T00:51:13Z,720000,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,71.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
73,PT06M02.00S,2022-01-24T00:51:27.3Z,1,REGULAR,2pt,Jump Shot,[],1629001,73.27529566360053,27.941176470588236,1610612763,13,7,2022-01-24T00:51:50Z,730000,-110.0,199.0,1,right,MISS D. Melton 22' Jump Shot,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,22.73,Missed,,,,,,,,,,,,,,,,,,,
76,PT06M02.00S,2022-01-24T00:51:27.3Z,1,REGULAR,rebound,defensive,[],204001,,,1610612742,13,7,2022-01-24T00:51:50Z,735000,,,0,,K. Porzingis REBOUND (Off:0 Def:3),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,73.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
74,PT05M48.00S,2022-01-24T00:51:41.8Z,1,REGULAR,3pt,Jump Shot,[],1629029,26.49474375821288,84.55882352941177,1610612742,13,7,2022-01-24T00:51:52Z,740000,-173.0,197.0,1,left,MISS L. Doncic 26' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,26.17,Missed,,,,,,,,,,,,,,,,,,,
75,PT05M46.00S,2022-01-24T00:51:43.9Z,1,REGULAR,rebound,offensive,[],204001,,,1610612742,13,7,2022-01-24T00:51:43Z,750000,,,0,,K. Porzingis REBOUND (Off:1 Def:3),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,74.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
77,PT05M42.00S,2022-01-24T00:51:50.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,13,7,2022-01-24T00:51:50Z,760000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M42.00S,2022-01-24T00:51:51.4Z,1,REGULAR,substitution,out,[],204001,,,1610612742,13,7,2022-01-24T00:51:58Z,770000,,,0,,SUB out: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M42.00S,2022-01-24T00:51:51.4Z,1,REGULAR,substitution,out,[],1628467,,,1610612742,13,7,2022-01-24T00:51:58Z,780000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M42.00S,2022-01-24T00:51:51.4Z,1,REGULAR,substitution,out,[],1628991,,,1610612742,13,7,2022-01-24T00:51:58Z,790000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M42.00S,2022-01-24T00:51:51.4Z,1,REGULAR,substitution,in,[],203939,,,1610612742,13,7,2022-01-24T00:51:58Z,800000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M42.00S,2022-01-24T00:51:51.4Z,1,REGULAR,substitution,in,[],203501,,,1610612742,13,7,2022-01-24T00:51:58Z,810000,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M42.00S,2022-01-24T00:51:51.4Z,1,REGULAR,substitution,in,[],1630583,,,1610612742,13,7,2022-01-24T00:51:58Z,820000,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M39.00S,2022-01-24T00:52:09.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627827,6.1268068331143235,53.67647058823529,1610612742,13,7,2022-01-24T00:52:16Z,830000,-18.0,5.0,1,left,MISS D. Finney-Smith Layup - blocked,"[1627827, 1630583]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,1.91,Missed,,,,,,,,,,,,,,,Aldama,1630583.0,,,
85,PT05M39.00S,2022-01-24T00:52:09.7Z,1,REGULAR,block,,[],1630583,,,1610612742,13,7,2022-01-24T00:52:12Z,840000,,,0,,S. Aldama BLOCK (1 BLK),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,
