actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
442,PT03M53.00S,2021-10-31T21:06:06.9Z,3,REGULAR,substitution,in,[],1628373,,,1610612758,68,65,2021-10-31T21:06:19Z,4370000,,,0,,SUB in: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT03M53.00S,2021-10-31T21:06:25.5Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628368,,,1610612758,68,66,2021-10-31T21:06:25Z,4380000,,,0,,D. Fox Free Throw 2 of 2 (12 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
444,PT03M46.00S,2021-10-31T21:06:36.2Z,3,REGULAR,foul,personal,[],1630558,,,1610612742,68,66,2021-10-31T21:07:07Z,4390000,,,0,,D. Mitchell personal FOUL (4 PF),"[1630558, 1628973]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,2003.0,,,,,,,,,,,4.0,0.0,Brunson,1628973.0,,,,,,
446,PT03M36.00S,2021-10-31T21:07:06.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628373,19.004599211563733,42.40196078431372,1610612742,70,66,2021-10-31T21:07:15Z,4410000,38.0,126.0,1,left,F. Ntilikina 13' driving floating bank Jump Shot (7 PTS),[1628373],1610612742.0,DAL,driving floating bank,,,Ntilikina,F. Ntilikina,,,,,,13.17,Made,7.0,,,,,,,,,,,,,,,,,
447,PT03M29.00S,2021-10-31T21:07:15.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,93.64323258869908,46.32352941176471,1610612758,70,68,2021-10-31T21:07:42Z,4420000,-18.0,7.0,1,right,D. Fox driving Layup (14 PTS),[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,,1.98,Made,14.0,,,,,,,,,,,,,,,,,
448,PT03M29.00S,2021-10-31T21:07:18.3Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629650,,,1610612758,70,68,2021-10-31T21:07:28Z,4430000,,,0,,M. Brown shooting personal FOUL (2 PF) (Fox 1 FT),"[1629650, 1628368]",1610612742.0,DAL,shooting,,,Brown,M. Brown,,,,,2002.0,,,,,,,,,,,2.0,0.0,Fox,1628368.0,,,,,,
450,PT03M29.00S,2021-10-31T21:07:41.0Z,3,REGULAR,freethrow,1 of 1,[],1628368,,,1610612758,70,68,2021-10-31T21:07:45Z,4450000,,,0,,MISS D. Fox Free Throw 1 of 1,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,Missed,,,,,,,,,,,,,,,,,,
451,PT03M26.00S,2021-10-31T21:07:44.0Z,3,REGULAR,rebound,defensive,[],1629650,,,1610612742,70,68,2021-10-31T21:07:45Z,4460000,,,0,,M. Brown REBOUND (Off:0 Def:1),[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,450.0,1.0,1.0,0.0,,,,,,,,,,,,,
452,PT03M06.00S,2021-10-31T21:08:02.2Z,3,REGULAR,3pt,Jump Shot,[],203501,32.40801576872536,46.568627450980394,1610612742,70,68,2021-10-31T21:08:15Z,4470000,17.0,252.0,1,left,MISS T. Hardaway Jr. 25' pullup 3PT,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,25.27,Missed,,,,,,,,,,,,,,,,,,
453,PT03M02.00S,2021-10-31T21:08:06.2Z,3,REGULAR,rebound,defensive,[],203084,,,1610612758,70,68,2021-10-31T21:08:15Z,4480000,,,0,,H. Barnes REBOUND (Off:1 Def:5),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,452.0,6.0,5.0,1.0,,,,,,,,,,,,,
454,PT02M55.00S,2021-10-31T21:08:14.3Z,3,REGULAR,turnover,bad pass,[],203084,,,1610612758,70,68,2021-10-31T21:08:19Z,4490000,,,0,,H. Barnes bad pass TURNOVER (1 TO),"[203084, 1628973]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,1.0,Brunson,1628973.0,,,
455,PT02M55.00S,2021-10-31T21:08:14.3Z,3,REGULAR,steal,,[],1628973,,,1610612742,70,68,2021-10-31T21:09:47Z,4500000,,,0,,J. Brunson STEAL (1 STL),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT02M54.00S,2021-10-31T21:08:19.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628973,8.623521681997373,45.34313725490196,1610612742,70,68,2021-10-31T21:11:52Z,4510000,23.0,29.0,1,left,MISS J. Brunson driving Layup - blocked,"[1628973, 1630558]",1610612742.0,DAL,driving,,,Brunson,J. Brunson,,,,,,3.69,Missed,,,,,,,,,,,,,,,,Mitchell,1630558.0,
457,PT02M54.00S,2021-10-31T21:08:19.1Z,3,REGULAR,block,,[],1630558,,,1610612742,70,68,2021-10-31T21:08:22Z,4520000,,,0,,D. Mitchell BLOCK (1 BLK),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT02M52.00S,2021-10-31T21:08:21.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612742,70,68,2021-10-31T21:11:52Z,4525000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,456.0,,,,,,,,,,,,,,,,
458,PT02M52.00S,2021-10-31T21:09:33.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,70,68,2021-10-31T21:09:33Z,4530000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT02M52.00S,2021-10-31T21:09:34.6Z,3,REGULAR,substitution,out,[],1629650,,,1610612742,70,68,2021-10-31T21:11:22Z,4540000,,,0,,SUB out: M. Brown,[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT02M52.00S,2021-10-31T21:09:34.6Z,3,REGULAR,substitution,out,[],203501,,,1610612742,70,68,2021-10-31T21:11:22Z,4550000,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT02M52.00S,2021-10-31T21:09:34.6Z,3,REGULAR,substitution,out,[],203084,,,1610612742,70,68,2021-10-31T21:11:22Z,4560000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT02M52.00S,2021-10-31T21:09:34.6Z,3,REGULAR,substitution,in,[],203493,,,1610612742,70,68,2021-10-31T21:11:22Z,4570000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT02M52.00S,2021-10-31T21:09:34.6Z,3,REGULAR,substitution,in,[],1626161,,,1610612742,70,68,2021-10-31T21:11:22Z,4580000,,,0,,SUB in: W. Cauley-Stein,[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT02M52.00S,2021-10-31T21:09:34.6Z,3,REGULAR,substitution,in,[],1629056,,,1610612742,70,68,2021-10-31T21:11:22Z,4590000,,,0,,SUB in: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT02M49.00S,2021-10-31T21:11:34.1Z,3,REGULAR,jumpball,recovered,[],1628373,,,1610612742,70,68,2021-10-31T21:11:34Z,4600000,,,0,,Jump Ball J. Brunson vs. D. Mitchell: Tip to F. Ntilikina,"[1628373, 1628973, 1630558]",1610612742.0,DAL,heldball,F. Ntilikina,1628373.0,Ntilikina,F. Ntilikina,Brunson,1628973.0,Mitchell,1630558.0,,,,,,,,,,,,,,,,,,,,,
469,PT02M31.00S,2021-10-31T21:11:52.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628973,7.5722733245729295,56.86274509803921,1610612742,70,68,2021-10-31T21:12:00Z,4630000,-34.0,19.0,1,left,MISS J. Brunson Layup,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,3.91,Missed,,,,,,,,,,,,,,,,,,
470,PT02M26.00S,2021-10-31T21:11:57.6Z,3,REGULAR,rebound,offensive,[],1626161,,,1610612742,70,68,2021-10-31T21:12:00Z,4640000,,,0,,W. Cauley-Stein REBOUND (Off:3 Def:1),[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,469.0,4.0,1.0,3.0,,,,,,,,,,,,,
471,PT02M26.00S,2021-10-31T21:11:56.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626161,5.590000152587891,50.0,1610612742,72,68,2021-10-31T21:11:56Z,4650000,0.0,0.0,1,left,W. Cauley-Stein tip Layup (2 PTS),[1626161],1610612742.0,DAL,tip,,,Cauley-Stein,W. Cauley-Stein,,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,
472,PT02M21.00S,2021-10-31T21:12:02.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,75.90341655716163,87.5,1610612758,72,68,2021-10-31T21:12:58Z,4660000,188.0,174.0,1,right,MISS B. Hield 25' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,25.58,Missed,,,,,,,,,,,,,,,,,,
473,PT02M21.00S,2021-10-31T21:12:02.3Z,3,REGULAR,rebound,offensive,[],202684,,,1610612758,72,68,2021-10-31T21:12:40Z,4670000,,,0,,T. Thompson REBOUND (Off:2 Def:2),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,472.0,4.0,2.0,2.0,,,,,,,,,,,,,
474,PT02M16.00S,2021-10-31T21:12:07.3Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202684,94.40999984741211,50.0,1610612758,72,70,2021-10-31T21:12:35Z,4680000,0.0,0.0,1,right,T. Thompson tip Layup (12 PTS),[202684],1610612758.0,SAC,tip,,,Thompson,T. Thompson,,,,,,0.0,Made,12.0,,,,,,,,,,,,,,,,,
475,PT02M04.00S,2021-10-31T21:12:19.2Z,3,REGULAR,3pt,Jump Shot,[],1628373,21.632720105124836,88.72549019607843,1610612742,75,70,2021-10-31T21:12:29Z,4690000,-194.0,151.0,1,left,F. Ntilikina 24' 3PT  (10 PTS) (R. Bullock 2 AST),"[1628373, 203493]",1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,24.54,Made,10.0,,,,,R. Bullock,203493.0,2.0,,,,,,,,,,
477,PT01M50.00S,2021-10-31T21:12:33.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630558,84.05059132720105,51.9607843137255,1610612758,75,72,2021-10-31T21:16:32Z,4710000,10.0,97.0,1,right,D. Mitchell 9' driving floating Jump Shot (6 PTS),[1630558],1610612758.0,SAC,driving floating,,,Mitchell,D. Mitchell,,,,,,9.79,Made,6.0,,,,,,,,,,,,,,,,,
478,PT01M37.00S,2021-10-31T21:12:45.9Z,3,REGULAR,3pt,Jump Shot,[],1628425,30.962549277266753,30.392156862745097,1610612742,75,72,2021-10-31T21:12:51Z,4720000,98.0,239.0,1,left,MISS S. Brown 25' 3PT,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,25.78,Missed,,,,,,,,,,,,,,,,,,
479,PT01M34.00S,2021-10-31T21:12:48.9Z,3,REGULAR,rebound,defensive,[],1628368,,,1610612758,75,72,2021-10-31T21:12:51Z,4730000,,,0,,D. Fox REBOUND (Off:1 Def:5),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,478.0,6.0,5.0,1.0,,,,,,,,,,,,,
480,PT01M26.00S,2021-10-31T21:12:56.8Z,3,REGULAR,turnover,offensive goaltending,[],1629056,,,1610612758,75,72,2021-10-31T21:13:16Z,4740000,,,0,,T. Davis offensive goaltending TURNOVER (1 TO),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,1628159.0,,,,,,,,,,,,,,,1.0,,,,,
481,PT01M13.00S,2021-10-31T21:13:27.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628973,10.726018396846255,59.55882352941176,1610612742,77,72,2021-10-31T21:13:32Z,4750000,-48.0,48.0,1,left,J. Brunson 6' pullup Jump Shot (6 PTS),[1628973],1610612742.0,DAL,pullup,,,Brunson,J. Brunson,,,,,,6.8,Made,6.0,,,,,,,,,,,,,,,,,
482,PT00M58.30S,2021-10-31T21:13:42.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629056,90.3580814717477,41.911764705882355,1610612758,77,72,2021-10-31T21:13:47Z,4760000,-40.0,38.0,1,right,MISS T. Davis driving floating Shot,[1629056],1610612758.0,SAC,driving floating,,,Davis,T. Davis,,,,,,5.55,Missed,,,,,,,,,,,,,,,,,,
483,PT00M55.80S,2021-10-31T21:13:45.3Z,3,REGULAR,rebound,defensive,[],1626161,,,1610612742,77,72,2021-10-31T21:16:04Z,4770000,,,0,,W. Cauley-Stein REBOUND (Off:3 Def:2),[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,482.0,5.0,2.0,3.0,,,,,,,,,,,,,
484,PT00M53.60S,2021-10-31T21:13:48.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203493,5.732588699080158,47.549019607843135,1610612742,79,72,2021-10-31T21:13:54Z,4780000,12.0,1.0,1,left,R. Bullock running Layup (4 PTS) (F. Ntilikina 2 AST),"[203493, 1628373]",1610612742.0,DAL,running,,,Bullock,R. Bullock,,,,,,1.24,Made,4.0,,,,,F. Ntilikina,1628373.0,2.0,,,,,,,,,,
486,PT00M47.70S,2021-10-31T21:13:56.5Z,3,REGULAR,2pt,Jump Shot,[],1628368,76.95466491458606,30.88235294117647,1610612758,79,72,2021-10-31T21:14:04Z,4800000,-96.0,164.0,1,right,MISS D. Fox 18' pullup Shot,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,,18.99,Missed,,,,,,,,,,,,,,,,,,
487,PT00M44.00S,2021-10-31T21:14:00.2Z,3,REGULAR,rebound,defensive,[],1628373,,,1610612742,79,72,2021-10-31T21:14:04Z,4810000,,,0,,F. Ntilikina REBOUND (Off:0 Def:2),[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,486.0,2.0,2.0,0.0,,,,,,,,,,,,,
488,PT00M38.50S,2021-10-31T21:14:05.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203493,6.258212877792378,95.83333333333334,1610612742,82,72,2021-10-31T21:14:12Z,4820000,-229.0,6.0,1,left,R. Bullock 3PT  (7 PTS) (S. Brown 1 AST),"[203493, 1628425]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,22.93,Made,7.0,,,,,S. Brown,1628425.0,1.0,,,,,,,,,,
490,PT00M21.70S,2021-10-31T21:14:31.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,83.39356110381078,47.794117647058826,1610612758,82,72,2021-10-31T21:14:36Z,4840000,-11.0,104.0,1,right,MISS D. Fox 10' driving floating Shot,[1628368],1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,,10.42,Missed,,,,,,,,,,,,,,,,,,
491,PT00M18.40S,2021-10-31T21:14:35.0Z,3,REGULAR,rebound,defensive,[],203493,,,1610612742,82,72,2021-10-31T21:14:35Z,4850000,,,0,,R. Bullock REBOUND (Off:0 Def:2),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,490.0,2.0,2.0,0.0,,,,,,,,,,,,,
492,PT00M00.20S,2021-10-31T21:14:54.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,11.251642575558476,61.51960784313726,1610612742,82,72,2021-10-31T21:15:02Z,4860000,-58.0,53.0,1,left,MISS J. Brunson 7' driving floating Shot,[1628973],1610612742.0,DAL,driving floating,,,Brunson,J. Brunson,,,,,,7.85,Missed,,,,,,,,,,,,,,,,,,
493,PT00M00.10S,2021-10-31T21:14:55.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612742,82,72,2021-10-31T21:15:02Z,4870000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,492.0,,,,,,,,,,,,,,,,
494,PT00M00.00S,2021-10-31T21:14:57.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,82,72,2021-10-31T21:14:57Z,4880000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT00M00.00S,2021-10-31T21:15:02.0Z,3,REGULAR,period,end,[],0,,,1610612742,82,72,2021-10-31T21:15:02Z,4890000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT12M00.00S,2021-10-31T21:15:06.6Z,4,REGULAR,substitution,out,['startperiod'],1628368,,,1610612742,82,72,2021-10-31T21:17:43Z,4900000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT12M00.00S,2021-10-31T21:15:06.6Z,4,REGULAR,substitution,out,['startperiod'],202684,,,1610612742,82,72,2021-10-31T21:17:43Z,4910000,,,0,,SUB out: T. Thompson,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT12M00.00S,2021-10-31T21:15:06.6Z,4,REGULAR,substitution,out,['startperiod'],1629056,,,1610612742,82,72,2021-10-31T21:17:43Z,4920000,,,0,,SUB out: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT12M00.00S,2021-10-31T21:15:06.6Z,4,REGULAR,substitution,in,['startperiod'],203084,,,1610612742,82,72,2021-10-31T21:17:43Z,4930000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT12M00.00S,2021-10-31T21:15:06.6Z,4,REGULAR,substitution,in,['startperiod'],1630169,,,1610612742,82,72,2021-10-31T21:17:43Z,4940000,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT12M00.00S,2021-10-31T21:15:06.6Z,4,REGULAR,substitution,in,['startperiod'],1626158,,,1610612742,82,72,2021-10-31T21:17:43Z,4950000,,,0,,SUB in: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT12M00.00S,2021-10-31T21:17:43.1Z,4,REGULAR,period,start,[],0,,,1610612742,82,72,2021-10-31T21:17:43Z,4960000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT11M44.00S,2021-10-31T21:17:58.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628373,6.389618922470433,57.59803921568627,1610612742,82,72,2021-10-31T21:18:03Z,4970000,-38.0,8.0,1,left,MISS F. Ntilikina driving Layup,[1628373],1610612742.0,DAL,driving,,,Ntilikina,F. Ntilikina,,,,,,3.88,Missed,,,,,,,,,,,,,,,,,,
504,PT11M41.00S,2021-10-31T21:18:01.5Z,4,REGULAR,rebound,defensive,[],1626158,,,1610612758,82,72,2021-10-31T21:18:03Z,4980000,,,0,,R. Holmes REBOUND (Off:3 Def:6),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,503.0,9.0,6.0,3.0,,,,,,,,,,,,,
505,PT11M24.00S,2021-10-31T21:18:17.3Z,4,REGULAR,3pt,Jump Shot,[],1630558,69.99014454664915,73.2843137254902,1610612758,82,72,2021-10-31T21:18:22Z,4990000,116.0,230.0,1,right,MISS D. Mitchell 25' 3PT,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,25.74,Missed,,,,,,,,,,,,,,,,,,
506,PT11M21.00S,2021-10-31T21:18:20.3Z,4,REGULAR,rebound,offensive,[],203084,,,1610612758,82,72,2021-10-31T21:18:22Z,5000000,,,0,,H. Barnes REBOUND (Off:2 Def:5),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,505.0,7.0,5.0,2.0,,,,,,,,,,,,,
507,PT11M21.00S,2021-10-31T21:18:21.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203084,94.40999984741211,50.0,1610612758,82,74,2021-10-31T21:18:21Z,5010000,0.0,0.0,1,right,H. Barnes tip Layup (15 PTS),[203084],1610612758.0,SAC,tip,,,Barnes,H. Barnes,,,,,,0.0,Made,15.0,,,,,,,,,,,,,,,,,
508,PT11M03.00S,2021-10-31T21:18:42.0Z,4,REGULAR,foul,personal,['2freethrow'],1626158,,,1610612742,82,74,2021-10-31T21:19:09Z,5020000,,,0,,R. Holmes shooting personal FOUL (3 PF) (Ntilikina 2 FT),"[1626158, 1628373]",1610612758.0,SAC,shooting,,,Holmes,R. Holmes,,,,,2002.0,,,,,,,,,,,3.0,0.0,Ntilikina,1628373.0,,,,,,
510,PT11M03.00S,2021-10-31T21:19:17.8Z,4,REGULAR,freethrow,1 of 2,[],1628373,,,1610612742,83,74,2021-10-31T21:19:17Z,5040000,,,0,,F. Ntilikina Free Throw 1 of 2 (11 PTS),[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
511,PT11M03.00S,2021-10-31T21:19:37.2Z,4,REGULAR,freethrow,2 of 2,[],1628373,,,1610612742,84,74,2021-10-31T21:19:37Z,5050000,,,0,,F. Ntilikina Free Throw 2 of 2 (12 PTS),[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
512,PT10M51.00S,2021-10-31T21:19:53.2Z,4,REGULAR,foul,personal,[],203493,,,1610612758,84,74,2021-10-31T21:20:31Z,5060000,,,0,,R. Bullock personal FOUL (3 PF),"[203493, 1627741]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,2003.0,,,,,,,,,,,3.0,0.0,Hield,1627741.0,,,,,,
514,PT10M38.00S,2021-10-31T21:20:27.6Z,4,REGULAR,3pt,Jump Shot,[],203084,73.9323258869908,16.176470588235293,1610612758,84,74,2021-10-31T21:20:34Z,5080000,-169.0,193.0,1,right,MISS H. Barnes 25' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,25.62,Missed,,,,,,,,,,,,,,,,,,
515,PT10M34.00S,2021-10-31T21:20:31.2Z,4,REGULAR,rebound,defensive,[],1626161,,,1610612742,84,74,2021-10-31T21:20:31Z,5090000,,,0,,W. Cauley-Stein REBOUND (Off:3 Def:3),[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,514.0,6.0,3.0,3.0,,,,,,,,,,,,,
516,PT10M26.00S,2021-10-31T21:20:39.1Z,4,REGULAR,3pt,Jump Shot,[],1628425,6.258212877792378,96.07843137254902,1610612742,84,74,2021-10-31T21:20:43Z,5100000,-230.0,6.0,1,left,MISS S. Brown 3PT,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,23.05,Missed,,,,,,,,,,,,,,,,,,
517,PT10M23.00S,2021-10-31T21:20:42.1Z,4,REGULAR,rebound,defensive,[],1627741,,,1610612758,84,74,2021-10-31T21:20:43Z,5110000,,,0,,B. Hield REBOUND (Off:0 Def:5),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,516.0,5.0,5.0,0.0,,,,,,,,,,,,,
518,PT10M18.00S,2021-10-31T21:20:55.2Z,4,REGULAR,foul,personal,[],1628425,,,1610612758,84,74,2021-10-31T21:21:26Z,5120000,,,0,,S. Brown personal FOUL (3 PF),"[1628425, 1630169]",1610612742.0,DAL,,,,Brown,S. Brown,,,,,1628159.0,,,,,,,,,,,3.0,0.0,Haliburton,1630169.0,,,,,,
520,PT10M18.00S,2021-10-31T21:21:04.4Z,4,REGULAR,substitution,out,[],1628973,,,1610612758,84,74,2021-10-31T21:21:16Z,5140000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT10M18.00S,2021-10-31T21:21:04.4Z,4,REGULAR,substitution,in,[],1629029,,,1610612758,84,74,2021-10-31T21:21:16Z,5150000,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT10M10.00S,2021-10-31T21:21:25.4Z,4,REGULAR,3pt,Jump Shot,[],1627741,94.1688567674113,3.9215686274509802,1610612758,84,77,2021-10-31T21:21:30Z,5160000,-230.0,2.0,1,right,B. Hield 3PT  (3 PTS) (T. Haliburton 4 AST),"[1627741, 1630169]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,,23.04,Made,3.0,,,,,T. Haliburton,1630169.0,4.0,,,,,,,,,,
524,PT09M52.00S,2021-10-31T21:21:43.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626161,6.1268068331143235,57.84313725490197,1610612742,86,77,2021-10-31T21:21:48Z,5180000,-39.0,5.0,1,left,W. Cauley-Stein alley-oop Layup (4 PTS) (L. Doncic 8 AST),"[1626161, 1629029]",1610612742.0,DAL,alley-oop,,,Cauley-Stein,W. Cauley-Stein,,,,,,3.95,Made,4.0,,,,,L. Doncic,1629029.0,8.0,,,,,,,,,,
526,PT09M41.00S,2021-10-31T21:21:55.4Z,4,REGULAR,2pt,Jump Shot,[],1626158,78.79434954007884,45.09803921568628,1610612758,86,77,2021-10-31T21:22:21Z,5200000,-25.0,147.0,1,right,MISS R. Holmes 14' floating Shot,[1626158],1610612758.0,SAC,floating,,,Holmes,R. Holmes,,,,,,14.88,Missed,,,,,,,,,,,,,,,,,,
527,PT09M39.00S,2021-10-31T21:21:57.4Z,4,REGULAR,rebound,defensive,[],1629029,,,1610612742,86,77,2021-10-31T21:22:00Z,5210000,,,0,,L. Doncic REBOUND (Off:0 Def:7),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,526.0,7.0,7.0,0.0,,,,,,,,,,,,,
528,PT09M26.00S,2021-10-31T21:22:10.3Z,4,REGULAR,3pt,Jump Shot,[],1629029,26.10052562417871,12.990196078431374,1610612742,86,77,2021-10-31T21:22:18Z,5220000,185.0,193.0,1,left,MISS L. Doncic 26' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,26.72,Missed,,,,,,,,,,,,,,,,,,
