actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
18,PT10M10.00S,2022-01-04T01:42:39.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,9.411957950065702,43.627450980392155,1610612743,3,2,2022-01-04T01:43:31Z,180000,32.0,36.0,1,left,MISS N. Jokic cutting Layup - blocked,"[203999, 1628467]",1610612743.0,DEN,cutting,,,Jokic,N. Jokic,,,,,4.81,Missed,,,,,,,,,,,,,,,Kleber,1628467.0,,,
19,PT10M10.00S,2022-01-04T01:42:39.1Z,1,REGULAR,block,,[],1628467,,,1610612743,3,2,2022-01-04T01:42:41Z,190000,,,0,,M. Kleber BLOCK (1 BLK),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
20,PT10M08.00S,2022-01-04T01:42:41.1Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,3,2,2022-01-04T01:42:44Z,200000,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
21,PT10M05.00S,2022-01-04T01:42:44.3Z,1,REGULAR,turnover,bad pass,[],1629029,,,1610612742,3,2,2022-01-04T01:42:49Z,210000,,,0,,L. Doncic bad pass TURNOVER (1 TO),"[1629029, 203932]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,1.0,,,,,,,Gordon,203932.0,
22,PT10M05.00S,2022-01-04T01:42:44.3Z,1,REGULAR,steal,,[],203932,,,1610612743,3,2,2022-01-04T01:42:46Z,220000,,,0,,A. Gordon STEAL (1 STL),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
23,PT10M00.00S,2022-01-04T01:42:50.0Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203115,28.597240473061763,13.480392156862745,1610612743,3,2,2022-01-04T01:44:28Z,230000,183.0,216.0,1,left,MISS W. Barton 28' 3PT,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,28.31,Missed,,,,,,,,,,,,,,,,,,,
24,PT09M56.00S,2022-01-04T01:42:54.0Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612742,3,2,2022-01-04T01:42:55Z,240000,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
25,PT09M48.00S,2022-01-04T01:43:04.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,3,2,2022-01-04T01:43:04Z,250000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PT09M41.00S,2022-01-04T01:43:23.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,82.9993429697766,46.07843137254902,1610612742,5,2,2022-01-04T01:43:30Z,260000,-20.0,107.0,1,right,L. Doncic 10' driving floating Jump Shot (2 PTS),[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,10.91,Made,,,,,,,,,,,2.0,,,,,,,,
27,PT09M26.00S,2022-01-04T01:43:38.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,6.258212877792378,49.50980392156863,1610612743,5,4,2022-01-04T01:43:44Z,270000,2.0,6.0,1,left,A. Gordon cutting DUNK (2 PTS) (N. Jokic 1 AST),"[203932, 203999]",1610612743.0,DEN,cutting,,,Gordon,A. Gordon,,,,,0.68,Made,,,,,,,,,,,2.0,N. Jokic,203999.0,1.0,,,,,
29,PT09M15.00S,2022-01-04T01:43:51.8Z,1,REGULAR,foul,personal,[],203115,,,1610612742,5,4,2022-01-04T01:44:06Z,290000,,,0,,W. Barton personal FOUL (1 PF),"[203115, 1628467]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,2530.0,1.0,0.0,Kleber,1628467.0,,,,,,,,,,
31,PT09M00.00S,2022-01-04T01:44:20.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203939,93.38042049934296,49.754901960784316,1610612742,7,4,2022-01-04T01:44:23Z,310000,-1.0,10.0,1,right,D. Powell alley-oop DUNK (2 PTS) (L. Doncic 2 AST),"[203939, 1629029]",1610612742.0,DAL,alley-oop,,,Powell,D. Powell,,,,,0.98,Made,,,,,,,,,,,2.0,L. Doncic,1629029.0,2.0,,,,,
33,PT08M44.00S,2022-01-04T01:44:35.8Z,1,REGULAR,2pt,Jump Shot,[],203115,20.844283837056505,43.627450980392155,1610612743,7,4,2022-01-04T01:44:59Z,330000,32.0,143.0,1,left,MISS W. Barton 14' pullup Shot,[203115],1610612743.0,DEN,pullup,,,Barton,W. Barton,,,,,14.69,Missed,,,,,,,,,,,,,,,,,,,
34,PT08M39.00S,2022-01-04T01:44:40.8Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612742,7,4,2022-01-04T01:44:59Z,340000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
35,PT08M23.00S,2022-01-04T01:44:57.3Z,1,REGULAR,3pt,Jump Shot,[],1628973,94.82588699080158,3.1862745098039214,1610612742,7,4,2022-01-04T01:45:01Z,350000,-234.0,-4.0,1,right,MISS J. Brunson 3PT,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,23.41,Missed,,,,,,,,,,,,,,,,,,,
36,PT08M20.00S,2022-01-04T01:45:00.3Z,1,REGULAR,rebound,defensive,[],1630267,,,1610612743,7,4,2022-01-04T01:45:01Z,360000,,,0,,F. Campazzo REBOUND (Off:0 Def:2),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,35.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
37,PT08M16.00S,2022-01-04T01:45:06.8Z,1,REGULAR,foul,personal,['2freethrow'],1627827,,,1610612743,7,4,2022-01-04T01:45:14Z,370000,,,0,,D. Finney-Smith shooting personal FOUL (1 PF) (Campazzo 2 FT),"[1627827, 1630267]",1610612742.0,DAL,shooting,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,1627541.0,1.0,0.0,Campazzo,1630267.0,,,,,,,,,,
39,PT08M16.00S,2022-01-04T01:45:27.0Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630267,,,1610612743,7,4,2022-01-04T01:45:42Z,390000,,,0,,MISS F. Campazzo Free Throw 1 of 2,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
40,PT08M16.00S,2022-01-04T01:45:27.0Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612743,7,4,2022-01-04T01:45:42Z,400000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,
41,PT08M16.00S,2022-01-04T01:45:27.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630267,,,1610612743,7,4,2022-01-04T01:45:42Z,410000,,,0,,MISS F. Campazzo Free Throw 2 of 2,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
42,PT08M14.00S,2022-01-04T01:45:29.0Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,7,4,2022-01-04T01:45:42Z,420000,,,0,,M. Kleber REBOUND (Off:0 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,41.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
43,PT07M57.00S,2022-01-04T01:45:59.0Z,1,REGULAR,foul,personal,['2freethrow'],203085,,,1610612742,7,4,2022-01-04T01:46:06Z,430000,,,0,,A. Rivers shooting personal FOUL (2 PF) (Doncic 2 FT),"[203085, 1629029]",1610612743.0,DEN,shooting,,,Rivers,A. Rivers,,,,,,,,,,,1627541.0,2.0,0.0,Doncic,1629029.0,,,,,,,,,,
46,PT07M57.00S,2022-01-04T01:46:32.7Z,1,REGULAR,substitution,out,[],203085,,,1610612742,7,4,2022-01-04T01:46:41Z,460000,,,0,,SUB out: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M57.00S,2022-01-04T01:46:32.7Z,1,REGULAR,substitution,in,[],1628432,,,1610612742,7,4,2022-01-04T01:46:41Z,470000,,,0,,SUB in: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT07M57.00S,2022-01-04T01:46:33.9Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,8,4,2022-01-04T01:56:11Z,472500,,,0,,L. Doncic Free Throw 1 of 2 (3 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,,,,,,,,,,,3.0,,,,,,,,
48,PT07M57.00S,2022-01-04T01:46:33.9Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,8,4,2022-01-04T01:56:11Z,473750,,,0,,MISS L. Doncic Free Throw 2 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Missed,,,,,,,,,,,,,,,,,,,
49,PT07M55.00S,2022-01-04T01:46:35.9Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,8,4,2022-01-04T01:56:11Z,474375,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,48.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
50,PT07M47.00S,2022-01-04T01:47:04.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203115,6.652431011826544,48.28431372549019,1610612743,8,4,2022-01-04T01:48:19Z,475000,9.0,10.0,1,left,MISS W. Barton Layup - blocked,"[203115, 1627827]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,1.32,Missed,,,,,,,,,,,,,,,Finney-Smith,1627827.0,,,
51,PT07M47.00S,2022-01-04T01:47:04.0Z,1,REGULAR,block,,[],1627827,,,1610612743,8,4,2022-01-04T01:47:07Z,477500,,,0,,D. Finney-Smith BLOCK (1 BLK),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M46.00S,2022-01-04T01:47:05.0Z,1,REGULAR,rebound,offensive,[],203932,,,1610612743,8,4,2022-01-04T01:48:19Z,478750,,,0,,A. Gordon REBOUND (Off:1 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,50.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
55,PT07M46.00S,2022-01-04T01:47:07.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203932,5.995400788436268,53.92156862745098,1610612743,8,6,2022-01-04T01:57:09Z,479375,-20.0,4.0,1,left,A. Gordon tip Layup (4 PTS),[203932],1610612743.0,DEN,tip,,,Gordon,A. Gordon,,,,,2.0,Made,,,,,,,,,,,4.0,,,,,,,,
53,PT07M44.00S,2022-01-04T01:47:11.1Z,1,REGULAR,foul,technical,['1freethrow'],203085,,,1610612742,8,6,2022-01-04T01:53:57Z,530000,,,0,,A. Rivers technical FOUL (1 Tech),[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,1627541.0,2.0,1.0,,,,,,,,,,,,
54,PT07M44.00S,2022-01-04T01:47:41.3Z,1,REGULAR,freethrow,1 of 1,[],1628973,,,1610612742,9,6,2022-01-04T01:53:57Z,540000,,,0,,J. Brunson technical Free Throw 1 of 1 (4 PTS),[1628973],1610612742.0,DAL,technical,,,Brunson,J. Brunson,,,,,,Made,,,,,,,,,,,4.0,,,,,,,,
56,PT07M30.00S,2022-01-04T01:48:02.9Z,1,REGULAR,3pt,Jump Shot,[],1629029,73.01248357424441,12.5,1610612742,9,6,2022-01-04T01:48:09Z,550000,-188.0,201.0,1,right,MISS L. Doncic 27' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,27.5,Missed,,,,,,,,,,,,,,,,,,,
57,PT07M28.00S,2022-01-04T01:48:04.9Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,9,6,2022-01-04T01:48:09Z,560000,,,0,,A. Gordon REBOUND (Off:1 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,56.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
58,PT07M18.00S,2022-01-04T01:48:15.6Z,1,REGULAR,2pt,Jump Shot,[],203932,9.806176084099869,73.2843137254902,1610612743,9,8,2022-01-04T01:48:27Z,570000,-116.0,40.0,1,left,A. Gordon 12' turnaround fadeaway Jump Shot (6 PTS) (N. Jokic 2 AST),"[203932, 203999]",1610612743.0,DEN,turnaround fadeaway,,,Gordon,A. Gordon,,,,,12.3,Made,,,,,,,,,,,6.0,N. Jokic,203999.0,2.0,,,,,
60,PT07M05.00S,2022-01-04T01:48:30.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,88.38699080157687,45.83333333333333,1610612742,9,8,2022-01-04T01:49:04Z,590000,-21.0,57.0,1,right,MISS J. Brunson 6' Jump Shot - blocked,"[1628973, 1630267]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,6.04,Missed,,,,,,,,,,,,,,,Campazzo,1630267.0,,,
61,PT07M05.00S,2022-01-04T01:48:30.7Z,1,REGULAR,block,,[],1630267,,,1610612742,9,8,2022-01-04T01:48:32Z,600000,,,0,,F. Campazzo BLOCK (1 BLK),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M03.00S,2022-01-04T01:48:32.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,9,8,2022-01-04T01:49:04Z,610000,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,
63,PT07M03.00S,2022-01-04T01:48:36.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,9,8,2022-01-04T01:48:36Z,620000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M42.00S,2022-01-04T01:48:59.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,14.14257555847569,43.38235294117647,1610612743,9,10,2022-01-04T01:49:05Z,630000,33.0,80.0,1,left,N. Jokic 8' turnaround Hook (4 PTS) (W. Barton 2 AST),"[203999, 203115]",1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,8.69,Made,,,,,,,,,,,4.0,W. Barton,203115.0,2.0,,,,,
66,PT06M24.00S,2022-01-04T01:49:16.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,94.1688567674113,50.98039215686274,1610612742,11,10,2022-01-04T01:49:20Z,650000,5.0,2.0,1,right,L. Doncic driving Layup (5 PTS),[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,0.54,Made,,,,,,,,,,,5.0,,,,,,,,
67,PT06M17.00S,2022-01-04T01:49:23.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,9.017739816031538,46.07843137254902,1610612743,11,10,2022-01-04T01:58:39Z,660000,20.0,32.0,1,left,MISS N. Jokic Layup - blocked,"[203999, 1628467]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,3.78,Missed,,,,,,,,,,,,,,,Kleber,1628467.0,,,
68,PT06M17.00S,2022-01-04T01:49:23.2Z,1,REGULAR,block,,[],1628467,,,1610612743,11,10,2022-01-04T01:49:25Z,670000,,,0,,M. Kleber BLOCK (2 BLK),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M14.00S,2022-01-04T01:49:26.2Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612742,11,10,2022-01-04T01:49:29Z,680000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:2),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,67.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
70,PT06M08.00S,2022-01-04T01:49:33.2Z,1,REGULAR,3pt,Jump Shot,[],1628467,67.88764783180025,56.372549019607845,1610612742,11,10,2022-01-04T01:49:41Z,690000,32.0,249.0,1,right,MISS M. Kleber 25' 3PT,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,25.14,Missed,,,,,,,,,,,,,,,,,,,
71,PT06M04.00S,2022-01-04T01:49:37.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,11,10,2022-01-04T01:49:41Z,700000,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,
72,PT06M04.00S,2022-01-04T01:49:40.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,11,10,2022-01-04T01:49:40Z,710000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M04.00S,2022-01-04T01:49:43.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,11,10,2022-01-04T01:49:43Z,720000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M04.00S,2022-01-04T01:49:54.5Z,1,REGULAR,substitution,out,[],1630267,,,1610612743,11,10,2022-01-04T01:52:36Z,730000,,,0,,SUB out: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M04.00S,2022-01-04T01:49:54.5Z,1,REGULAR,substitution,in,[],1630538,,,1610612743,11,10,2022-01-04T01:52:36Z,740000,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M50.00S,2022-01-04T01:52:51.5Z,1,REGULAR,foul,offensive,[],203115,,,1610612743,11,10,2022-01-04T01:53:20Z,750000,,,0,,W. Barton charge offensive FOUL (2 PF),"[203115, 1628973]",1610612743.0,DEN,charge,,,Barton,W. Barton,,,,,,,,,,,2530.0,2.0,0.0,Brunson,1628973.0,,,,,,,,,,
78,PT05M50.00S,2022-01-04T01:52:51.5Z,1,REGULAR,turnover,offensive foul,[],203115,,,1610612743,11,10,2022-01-04T01:52:51Z,770000,,,0,,W. Barton offensive foul TURNOVER (1 TO),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,2530.0,,,,,1.0,,,,,,,,,
79,PT05M41.00S,2022-01-04T01:53:19.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'defensivegoaltending']",1628973,94.03745072273325,47.549019607843135,1610612742,13,10,2022-01-04T01:53:29Z,780000,-12.0,4.0,1,right,J. Brunson driving finger roll Layup (6 PTS),[1628973],1610612742.0,DAL,driving finger roll,,,Brunson,J. Brunson,,,,,1.28,Made,,,,,,,,,,,6.0,,,,,,,,
80,PT05M41.00S,2022-01-04T01:53:21.8Z,1,REGULAR,violation,defensive goaltending,[],1628432,,,1610612742,13,10,2022-01-04T01:53:29Z,790000,,,0,,D. Reed defensive goaltending VIOLATION,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,1627541.0,,,,,,,,,,,,,,
81,PT05M34.00S,2022-01-04T01:53:30.8Z,1,REGULAR,turnover,bad pass,[],203999,,,1610612743,13,10,2022-01-04T01:53:35Z,800000,,,0,,N. Jokic bad pass TURNOVER (1 TO),"[203999, 1628467]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,1.0,,,,,,,Kleber,1628467.0,
82,PT05M34.00S,2022-01-04T01:53:30.8Z,1,REGULAR,steal,,[],1628467,,,1610612742,13,10,2022-01-04T01:53:32Z,810000,,,0,,M. Kleber STEAL (1 STL),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M28.00S,2022-01-04T01:53:37.9Z,1,REGULAR,violation,kicked ball,[],203932,,,1610612742,13,10,2022-01-04T01:54:06Z,820000,,,0,,A. Gordon kicked ball VIOLATION,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,1629175.0,,,,,,,,,,,,,,
84,PT05M28.00S,2022-01-04T01:53:42.2Z,1,REGULAR,substitution,out,[],203115,,,1610612742,13,10,2022-01-04T01:54:00Z,830000,,,0,,SUB out: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M28.00S,2022-01-04T01:53:42.2Z,1,REGULAR,substitution,in,[],1628427,,,1610612742,13,10,2022-01-04T01:54:00Z,840000,,,0,,SUB in: V. Cancar,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M10.00S,2022-01-04T01:54:17.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627827,92.9862023653088,51.71568627450981,1610612742,15,10,2022-01-04T01:54:20Z,850000,9.0,13.0,1,right,D. Finney-Smith cutting Layup (2 PTS) (J. Brunson 1 AST),"[1627827, 1628973]",1610612742.0,DAL,cutting,,,Finney-Smith,D. Finney-Smith,,,,,1.59,Made,,,,,,,,,,,2.0,J. Brunson,1628973.0,1.0,,,,,
88,PT04M55.00S,2022-01-04T01:54:31.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203932,12.302890932982917,49.754901960784316,1610612743,15,12,2022-01-04T02:00:45Z,870000,1.0,63.0,1,left,A. Gordon 6' fadeaway Jump Shot (8 PTS),[203932],1610612743.0,DEN,fadeaway,,,Gordon,A. Gordon,,,,,6.31,Made,,,,,,,,,,,8.0,,,,,,,,
89,PT04M43.00S,2022-01-04T01:54:43.9Z,1,REGULAR,3pt,Jump Shot,[],1627827,93.77463863337714,3.431372549019608,1610612742,18,12,2022-01-04T01:54:50Z,880000,-233.0,6.0,1,right,D. Finney-Smith 3PT  (5 PTS) (L. Doncic 3 AST),"[1627827, 1629029]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,23.29,Made,,,,,,,,,,,5.0,L. Doncic,1629029.0,3.0,,,,,
