actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
34,PT08M23.00S,2021-12-24T01:44:40.9Z,1,REGULAR,rebound,offensive,[],203939,,,1610612742,5,11,2021-12-24T01:44:44Z,340000,,,0,,D. Powell REBOUND (Off:1 Def:0),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,33.0,1.0,0.0,1.0,,,,,,,,,,,
35,PT08M21.00S,2021-12-24T01:44:43.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627827,5.732588699080158,49.50980392156863,1610612742,7,11,2021-12-24T01:44:48Z,350000,2.0,1.0,1,left,D. Finney-Smith alley-oop Layup (5 PTS) (F. Ntilikina 1 AST),"[1627827, 1628373]",1610612742.0,DAL,alley-oop,,,Finney-Smith,D. Finney-Smith,,,,,0.29,Made,5.0,F. Ntilikina,1628373.0,1.0,,,,,,,,,,,,,,,
37,PT08M10.00S,2021-12-24T01:44:55.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203114,92.85479632063075,47.549019607843135,1610612749,7,13,2021-12-24T01:45:02Z,370000,-12.0,15.0,1,right,K. Middleton reverse Layup (7 PTS) (J. Holiday 1 AST),"[203114, 201950]",1610612749.0,MIL,reverse,,,Middleton,K. Middleton,,,,,1.92,Made,7.0,J. Holiday,201950.0,1.0,,,,,,,,,,,,,,,
39,PT07M48.00S,2021-12-24T01:45:16.9Z,1,REGULAR,3pt,Jump Shot,[],203939,22.815374507227332,85.7843137254902,1610612742,10,13,2021-12-24T01:45:21Z,390000,-179.0,162.0,1,left,D. Powell 24' 3PT  (5 PTS) (D. Finney-Smith 2 AST),"[203939, 1627827]",1610612742.0,DAL,,,,Powell,D. Powell,,,,,24.13,Made,5.0,D. Finney-Smith,1627827.0,2.0,,,,,,,,,,,,,,,
41,PT07M46.00S,2021-12-24T01:45:22.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,10,13,2021-12-24T01:45:22Z,410000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT07M46.00S,2021-12-24T01:48:01.1Z,1,REGULAR,substitution,out,[],1629670,,,1610612749,10,13,2021-12-24T01:48:21Z,420000,,,0,,SUB out: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT07M46.00S,2021-12-24T01:48:01.1Z,1,REGULAR,substitution,in,[],1628960,,,1610612749,10,13,2021-12-24T01:48:21Z,430000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT07M27.00S,2021-12-24T01:48:40.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,86.81011826544021,49.01960784313725,1610612749,10,13,2021-12-24T01:48:45Z,440000,-5.0,71.0,1,right,MISS J. Holiday 7' driving floating Shot,[201950],1610612749.0,MIL,driving floating,,,Holiday,J. Holiday,,,,,7.17,Missed,,,,,,,,,,,,,,,,,,,
45,PT07M26.00S,2021-12-24T01:48:41.3Z,1,REGULAR,rebound,offensive,[],201950,,,1610612749,10,13,2021-12-24T01:48:45Z,450000,,,0,,J. Holiday REBOUND (Off:1 Def:0),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,44.0,1.0,0.0,1.0,,,,,,,,,,,
46,PT07M23.00S,2021-12-24T01:48:44.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201950,92.46057818659659,40.44117647058824,1610612749,10,15,2021-12-24T01:49:26Z,460000,-48.0,18.0,1,right,J. Holiday putback Layup (2 PTS),[201950],1610612749.0,MIL,putback,,,Holiday,J. Holiday,,,,,5.12,Made,2.0,,,,,,,,,,,,,,,,,,
47,PT07M06.00S,2021-12-24T01:49:00.5Z,1,REGULAR,3pt,Jump Shot,[],1628973,29.911300919842315,31.127450980392158,1610612742,13,15,2021-12-24T01:49:04Z,470000,94.0,229.0,1,left,J. Brunson 24' 3PT pullup (3 PTS),[1628973],1610612742.0,DAL,pullup,,,Brunson,J. Brunson,,,,,24.74,Made,3.0,,,,,,,,,,,,,,,,,,
48,PT06M54.00S,2021-12-24T01:49:16.7Z,1,REGULAR,foul,offensive,[],202326,,,1610612749,13,15,2021-12-24T01:49:47Z,480000,,,0,,D. Cousins charge offensive FOUL (1 PF),"[202326, 1628373]",1610612749.0,MIL,charge,,,Cousins,D. Cousins,,,,,,,,,,,,,,,1627963.0,1.0,0.0,Ntilikina,1628373.0,,,,,,
50,PT06M54.00S,2021-12-24T01:49:16.7Z,1,REGULAR,turnover,offensive foul,[],202326,,,1610612749,13,15,2021-12-24T01:49:16Z,500000,,,0,,D. Cousins offensive foul TURNOVER (1 TO),[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,1627963.0,,,,,1.0,,,,,
51,PT06M54.00S,2021-12-24T01:49:23.0Z,1,REGULAR,substitution,out,[],1627827,,,1610612742,13,15,2021-12-24T01:49:51Z,510000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M54.00S,2021-12-24T01:49:23.0Z,1,REGULAR,substitution,out,[],203114,,,1610612742,13,15,2021-12-24T01:49:51Z,520000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M54.00S,2021-12-24T01:49:23.0Z,1,REGULAR,substitution,out,[],1626192,,,1610612742,13,15,2021-12-24T01:49:51Z,530000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M54.00S,2021-12-24T01:49:23.0Z,1,REGULAR,substitution,in,[],1629033,,,1610612742,13,15,2021-12-24T01:49:51Z,540000,,,0,,SUB in: T. Pinson,[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M54.00S,2021-12-24T01:49:23.0Z,1,REGULAR,substitution,in,[],1629670,,,1610612742,13,15,2021-12-24T01:49:51Z,550000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M54.00S,2021-12-24T01:49:23.0Z,1,REGULAR,substitution,in,[],203918,,,1610612742,13,15,2021-12-24T01:49:51Z,560000,,,0,,SUB in: R. Hood,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M43.00S,2021-12-24T01:50:02.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629033,4.944152431011826,95.34313725490196,1610612742,16,15,2021-12-24T01:50:06Z,570000,-227.0,-6.0,1,left,T. Pinson 3PT  (3 PTS) (J. Brunson 2 AST),"[1629033, 1628973]",1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,22.68,Made,3.0,J. Brunson,1628973.0,2.0,,,,,,,,,,,,,,,
59,PT06M21.00S,2021-12-24T01:50:24.2Z,1,REGULAR,3pt,Jump Shot,[],1628960,94.43166885676742,96.32352941176471,1610612749,16,15,2021-12-24T01:50:28Z,590000,232.0,0.0,1,right,MISS G. Allen 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,23.16,Missed,,,,,,,,,,,,,,,,,,,
60,PT06M18.00S,2021-12-24T01:50:27.2Z,1,REGULAR,rebound,defensive,[],1628425,,,1610612742,16,15,2021-12-24T01:50:28Z,600000,,,0,,S. Brown REBOUND (Off:1 Def:2),[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,59.0,3.0,2.0,1.0,,,,,,,,,,,
61,PT06M14.00S,2021-12-24T01:50:32.9Z,1,REGULAR,foul,personal,[],203918,,,1610612742,16,15,2021-12-24T01:50:47Z,610000,,,0,,R. Hood personal FOUL (1 PF),"[203918, 203939]",1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,101284.0,1.0,0.0,Powell,203939.0,,,,,,
63,PT06M14.00S,2021-12-24T01:50:42.3Z,1,REGULAR,substitution,out,[],202326,,,1610612742,16,15,2021-12-24T01:51:11Z,630000,,,0,,SUB out: D. Cousins,[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M14.00S,2021-12-24T01:50:42.3Z,1,REGULAR,substitution,in,[],1628400,,,1610612742,16,15,2021-12-24T01:51:11Z,640000,,,0,,SUB in: S. Ojeleye,[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT05M59.00S,2021-12-24T01:51:27.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628425,10.068988173455978,40.44117647058824,1610612742,16,15,2021-12-24T01:51:38Z,650000,48.0,42.0,1,left,MISS S. Brown 6' driving floating Shot - blocked,"[1628425, 1628960]",1610612742.0,DAL,driving floating,,,Brown,S. Brown,,,,,6.37,Missed,,,,,,,,,,,,,,,Allen,1628960.0,,,
66,PT05M59.00S,2021-12-24T01:51:27.9Z,1,REGULAR,block,,[],1628960,,,1610612742,16,15,2021-12-24T01:51:32Z,660000,,,0,,G. Allen BLOCK (1 BLK),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M58.00S,2021-12-24T01:51:28.9Z,1,REGULAR,rebound,offensive,[],1628425,,,1610612742,16,15,2021-12-24T01:52:30Z,670000,,,0,,S. Brown REBOUND (Off:2 Def:2),[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,65.0,4.0,2.0,2.0,,,,,,,,,,,
68,PT05M53.00S,2021-12-24T01:51:34.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628425,6.258212877792378,48.77450980392157,1610612742,16,15,2021-12-24T01:52:01Z,680000,6.0,6.0,1,left,MISS S. Brown putback Layup - blocked,"[1628425, 1628960]",1610612742.0,DAL,putback,,,Brown,S. Brown,,,,,0.88,Missed,,,,,,,,,,,,,,,Allen,1628960.0,,,
69,PT05M53.00S,2021-12-24T01:51:34.7Z,1,REGULAR,block,,[],1628960,,,1610612742,16,15,2021-12-24T01:51:36Z,690000,,,0,,G. Allen BLOCK (2 BLK),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M50.00S,2021-12-24T01:51:37.7Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612749,16,15,2021-12-24T01:52:01Z,700000,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,68.0,1.0,1.0,0.0,,,,,,,,,,,
71,PT05M45.00S,2021-12-24T01:51:44.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,16,15,2021-12-24T01:51:44Z,710000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M43.00S,2021-12-24T01:51:58.9Z,1,REGULAR,3pt,Jump Shot,[],203918,94.03745072273325,95.83333333333334,1610612749,16,15,2021-12-24T01:52:15Z,720000,229.0,4.0,1,right,MISS R. Hood 3PT,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,22.92,Missed,,,,,,,,,,,,,,,,,,,
73,PT05M43.00S,2021-12-24T01:51:58.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,16,15,2021-12-24T01:52:15Z,730000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,
74,PT05M43.00S,2021-12-24T01:52:04.4Z,1,REGULAR,foul,personal,[],1628400,,,1610612742,16,15,2021-12-24T01:52:08Z,740000,,,0,,S. Ojeleye loose ball personal FOUL (1 PF),"[1628400, 1628373]",1610612749.0,MIL,loose ball,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,101284.0,1.0,0.0,Ntilikina,1628373.0,,,,,,
76,PT05M32.00S,2021-12-24T01:52:30.4Z,1,REGULAR,turnover,bad pass,[],1628373,,,1610612742,16,15,2021-12-24T01:52:34Z,760000,,,0,,F. Ntilikina bad pass TURNOVER (1 TO),"[1628373, 1629670]",1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,1.0,,,Nwora,1629670.0,
77,PT05M32.00S,2021-12-24T01:52:30.4Z,1,REGULAR,steal,,[],1629670,,,1610612749,16,15,2021-12-24T01:52:32Z,770000,,,0,,J. Nwora STEAL (1 STL),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M29.00S,2021-12-24T01:52:36.9Z,1,REGULAR,foul,offensive,[],201950,,,1610612749,16,15,2021-12-24T01:52:43Z,780000,,,0,,J. Holiday charge offensive FOUL (1 PF),"[201950, 1628373]",1610612749.0,MIL,charge,,,Holiday,J. Holiday,,,,,,,,,,,,,,,101284.0,1.0,0.0,Ntilikina,1628373.0,,,,,,
80,PT05M29.00S,2021-12-24T01:52:36.9Z,1,REGULAR,turnover,offensive foul,[],201950,,,1610612749,16,15,2021-12-24T01:52:36Z,800000,,,0,,J. Holiday offensive foul TURNOVER (1 TO),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,101284.0,,,,,1.0,,,,,
81,PT05M29.00S,2021-12-24T01:52:44.9Z,1,REGULAR,substitution,out,[],203939,,,1610612742,16,15,2021-12-24T01:52:59Z,810000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M29.00S,2021-12-24T01:52:44.9Z,1,REGULAR,substitution,in,[],1629650,,,1610612742,16,15,2021-12-24T01:52:59Z,820000,,,0,,SUB in: M. Brown,[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M18.00S,2021-12-24T01:53:10.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628425,5.732588699080158,96.07843137254902,1610612742,16,15,2021-12-24T01:53:14Z,830000,-230.0,1.0,1,left,MISS S. Brown 3PT,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,23.04,Missed,,,,,,,,,,,,,,,,,,,
84,PT05M14.00S,2021-12-24T01:53:14.7Z,1,REGULAR,rebound,defensive,[],1629670,,,1610612749,16,15,2021-12-24T01:53:14Z,840000,,,0,,J. Nwora REBOUND (Off:0 Def:2),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,83.0,2.0,2.0,0.0,,,,,,,,,,,
85,PT05M05.00S,2021-12-24T01:53:23.1Z,1,REGULAR,turnover,backcourt,[],201950,,,1610612749,16,15,2021-12-24T01:53:29Z,850000,,,0,,J. Holiday backcourt TURNOVER (2 TO),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,1626300.0,,,,,2.0,,,,,
86,PT05M05.00S,2021-12-24T01:53:31.0Z,1,REGULAR,substitution,out,[],1628425,,,1610612742,16,15,2021-12-24T01:53:36Z,860000,,,0,,SUB out: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M05.00S,2021-12-24T01:53:31.0Z,1,REGULAR,substitution,in,[],202688,,,1610612742,16,15,2021-12-24T01:53:36Z,870000,,,0,,SUB in: B. Knight,[202688],1610612742.0,DAL,,,,Knight,B. Knight,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M52.00S,2021-12-24T01:53:59.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628973,31.35676741130092,52.94117647058824,1610612742,16,15,2021-12-24T01:54:03Z,880000,-15.0,242.0,1,left,MISS J. Brunson 24' pullup 3PT,[1628973],1610612742.0,DAL,pullup,,,Brunson,J. Brunson,,,,,24.27,Missed,,,,,,,,,,,,,,,,,,,
89,PT04M49.00S,2021-12-24T01:54:02.4Z,1,REGULAR,rebound,defensive,[],201950,,,1610612749,16,15,2021-12-24T01:54:03Z,890000,,,0,,J. Holiday REBOUND (Off:1 Def:1),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,88.0,2.0,1.0,1.0,,,,,,,,,,,
90,PT04M39.00S,2021-12-24T01:54:16.6Z,1,REGULAR,foul,personal,[],1629033,,,1610612749,16,15,2021-12-24T01:54:23Z,900000,,,0,,T. Pinson personal FOUL (1 PF),"[1629033, 1629670]",1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,,,,,,1627963.0,1.0,0.0,Nwora,1629670.0,,,,,,
92,PT04M29.00S,2021-12-24T01:54:39.5Z,1,REGULAR,2pt,Jump Shot,[],201950,80.1084099868594,31.372549019607842,1610612749,16,15,2021-12-24T01:54:44Z,920000,-93.0,134.0,1,right,MISS J. Holiday 16' pullup Shot,[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,16.36,Missed,,,,,,,,,,,,,,,,,,,
