actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
264,PT04M35.00S,2021-12-14T02:27:58.1Z,2,REGULAR,substitution,in,[],1628467,,,1610612742,56,31,2021-12-14T02:28:09Z,2630000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M23.00S,2021-12-14T02:28:24.3Z,2,REGULAR,2pt,Jump Shot,[],204001,90.48948751642575,71.07843137254902,1610612742,56,31,2021-12-14T02:28:31Z,2640000,105.0,37.0,1,right,MISS K. Porzingis 11' turnaround bank Shot,[204001],1610612742.0,DAL,turnaround bank,,,Porzingis,K. Porzingis,,,,,11.17,Missed,,,,,,,,,,,,,,,,,,,
266,PT04M21.00S,2021-12-14T02:28:26.3Z,2,REGULAR,rebound,offensive,[],1628467,,,1610612742,56,31,2021-12-14T02:28:43Z,2650000,,,0,,M. Kleber REBOUND (Off:1 Def:2),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,265.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
267,PT04M21.00S,2021-12-14T02:28:30.0Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612742,56,31,2021-12-14T02:28:39Z,2660000,,,0,,DAL shot clock Team TURNOVER,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,1628159.0,,,,,
268,PT04M05.00S,2021-12-14T02:29:00.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628973,,,1610612766,56,31,2021-12-14T02:29:09Z,2670000,,,0,,J. Brunson shooting personal FOUL (2 PF) (Hayward 2 FT),"[1628973, 202330]",1610612742.0,DAL,shooting,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,1628159.0,2.0,0.0,Hayward,202330.0,
270,PT04M05.00S,2021-12-14T02:29:26.9Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],202330,,,1610612766,56,32,2021-12-14T02:29:26Z,2690000,,,0,,G. Hayward Free Throw 1 of 2 (2 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,Made,,,,,,,,,,2.0,,,,,,,,,
271,PT04M05.00S,2021-12-14T02:29:42.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],202330,,,1610612766,56,33,2021-12-14T02:29:42Z,2700000,,,0,,G. Hayward Free Throw 2 of 2 (3 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,Made,,,,,,,,,,3.0,,,,,,,,,
272,PT03M45.00S,2021-12-14T02:30:06.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627827,87.46714848883047,47.549019607843135,1610612742,58,33,2021-12-14T02:30:40Z,2710000,-12.0,65.0,1,right,D. Finney-Smith 6' driving floating Jump Shot (2 PTS) (J. Brunson 5 AST),"[1627827, 1628973]",1610612742.0,DAL,driving floating,,,Finney-Smith,D. Finney-Smith,,,,,6.64,Made,,,,,,,,,,2.0,J. Brunson,1628973.0,5.0,,,,,,
274,PT03M31.00S,2021-12-14T02:30:20.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630547,10.463206307490145,38.48039215686275,1610612766,58,33,2021-12-14T02:30:27Z,2730000,58.0,46.0,1,left,MISS J. Bouknight 7' driving floating bank Shot,[1630547],1610612766.0,CHA,driving floating bank,,,Bouknight,J. Bouknight,,,,,7.37,Missed,,,,,,,,,,,,,,,,,,,
275,PT03M30.00S,2021-12-14T02:30:21.7Z,2,REGULAR,rebound,offensive,[],1630547,,,1610612766,58,33,2021-12-14T02:30:27Z,2740000,,,0,,J. Bouknight REBOUND (Off:3 Def:1),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,274.0,4.0,1.0,3.0,,,,,,,,,,,,,,,
276,PT03M30.00S,2021-12-14T02:30:24.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630547,5.590000152587891,50.0,1610612766,58,33,2021-12-14T02:30:45Z,2750000,0.0,0.0,1,left,MISS J. Bouknight tip Layup,[1630547],1610612766.0,CHA,tip,,,Bouknight,J. Bouknight,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
277,PT03M30.00S,2021-12-14T02:30:24.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,58,33,2021-12-14T02:30:45Z,2760000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,276.0,,,,,,,,,,,,,,,,,,
278,PT03M30.00S,2021-12-14T02:30:33.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628467,,,1610612766,58,33,2021-12-14T02:30:49Z,2770000,,,0,,M. Kleber loose ball personal FOUL (1 PF) (Bouknight 2 FT),"[1628467, 1630547]",1610612742.0,DAL,loose ball,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,203591.0,1.0,0.0,Bouknight,1630547.0,
280,PT03M30.00S,2021-12-14T02:30:54.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630547,,,1610612766,58,34,2021-12-14T02:30:54Z,2790000,,,0,,J. Bouknight Free Throw 1 of 2 (7 PTS),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,Made,,,,,,,,,,7.0,,,,,,,,,
281,PT03M30.00S,2021-12-14T02:31:08.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630547,,,1610612766,58,35,2021-12-14T02:31:08Z,2800000,,,0,,J. Bouknight Free Throw 2 of 2 (8 PTS),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,Made,,,,,,,,,,8.0,,,,,,,,,
282,PT03M12.00S,2021-12-14T02:31:30.4Z,2,REGULAR,3pt,Jump Shot,[],1627827,67.36202365308804,62.745098039215684,1610612742,58,35,2021-12-14T02:31:40Z,2810000,64.0,254.0,1,right,MISS D. Finney-Smith 26' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,26.22,Missed,,,,,,,,,,,,,,,,,,,
283,PT03M11.00S,2021-12-14T02:31:31.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,58,35,2021-12-14T02:31:40Z,2820000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,282.0,,,,,,,,,,,,,,,,,,
284,PT03M11.00S,2021-12-14T02:31:37.7Z,2,REGULAR,foul,personal,[],1628998,,,1610612742,58,35,2021-12-14T02:31:59Z,2830000,,,0,,C. Martin loose ball personal FOUL (1 PF),"[1628998, 204001]",1610612766.0,CHA,loose ball,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,203591.0,1.0,0.0,Porzingis,204001.0,
286,PT03M11.00S,2021-12-14T02:31:51.0Z,2,REGULAR,substitution,out,[],1628998,,,1610612742,58,35,2021-12-14T02:32:01Z,2850000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M11.00S,2021-12-14T02:31:51.0Z,2,REGULAR,substitution,in,[],1626179,,,1610612742,58,35,2021-12-14T02:32:01Z,2860000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M11.00S,2021-12-14T02:31:51.0Z,2,REGULAR,substitution,out,[],1630547,,,1610612742,58,35,2021-12-14T02:32:13Z,2870000,,,0,,SUB out: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M11.00S,2021-12-14T02:31:51.0Z,2,REGULAR,substitution,in,[],1628970,,,1610612742,58,35,2021-12-14T02:32:13Z,2880000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT03M08.00S,2021-12-14T02:32:19.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629023,,,1610612742,58,35,2021-12-14T02:32:30Z,2890000,,,0,,P. Washington shooting personal FOUL (4 PF) (Porzingis 2 FT),"[1629023, 204001]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,2003.0,4.0,0.0,Porzingis,204001.0,
292,PT03M08.00S,2021-12-14T02:32:47.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],204001,,,1610612742,59,35,2021-12-14T02:32:47Z,2910000,,,0,,K. Porzingis Free Throw 1 of 2 (19 PTS),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,Made,,,,,,,,,,19.0,,,,,,,,,
293,PT03M08.00S,2021-12-14T02:32:49.8Z,2,REGULAR,substitution,out,[],1629023,,,1610612742,59,35,2021-12-14T02:33:01Z,2920000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT03M08.00S,2021-12-14T02:32:49.8Z,2,REGULAR,substitution,in,[],1628998,,,1610612742,59,35,2021-12-14T02:33:01Z,2930000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT03M08.00S,2021-12-14T02:33:09.1Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],204001,,,1610612742,60,35,2021-12-14T02:33:09Z,2940000,,,0,,K. Porzingis Free Throw 2 of 2 (20 PTS),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,Made,,,,,,,,,,20.0,,,,,,,,,
296,PT02M52.00S,2021-12-14T02:33:25.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,14.011169513797633,60.78431372549019,1610612766,60,37,2021-12-14T02:34:30Z,2950000,-54.0,79.0,1,left,T. Rozier 9' fadeaway Jump Shot (5 PTS) (G. Hayward 5 AST),"[1626179, 202330]",1610612766.0,CHA,fadeaway,,,Rozier,T. Rozier,,,,,9.58,Made,,,,,,,,,,5.0,G. Hayward,202330.0,5.0,,,,,,
298,PT02M36.00S,2021-12-14T02:33:42.4Z,2,REGULAR,turnover,bad pass,[],1628467,,,1610612742,60,37,2021-12-14T02:33:48Z,2970000,,,0,,M. Kleber bad pass TURNOVER (1 TO),"[1628467, 1626162]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,1.0,Oubre Jr.,1626162.0,,,,,,,,,,
299,PT02M36.00S,2021-12-14T02:33:42.4Z,2,REGULAR,steal,,[],1626162,,,1610612766,60,37,2021-12-14T02:37:14Z,2980000,,,0,,K. Oubre Jr. STEAL (1 STL),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT02M32.00S,2021-12-14T02:33:46.5Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",202330,25.04927726675427,83.08823529411765,1610612766,60,40,2021-12-14T02:36:48Z,2990000,-165.0,183.0,1,left,G. Hayward 24' 3PT running pullup (6 PTS) (K. Oubre Jr. 1 AST),"[202330, 1626162]",1610612766.0,CHA,running pullup,,,Hayward,G. Hayward,,,,,24.67,Made,,,,,,,,,,6.0,K. Oubre Jr.,1626162.0,1.0,,,,,,
302,PT02M12.00S,2021-12-14T02:34:05.7Z,2,REGULAR,3pt,Jump Shot,[],1628467,80.23981603153744,92.64705882352942,1610612742,63,40,2021-12-14T02:34:11Z,3010000,213.0,133.0,1,right,M. Kleber 25' 3PT  (3 PTS) (J. Brunson 6 AST),"[1628467, 1628973]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,25.14,Made,,,,,,,,,,3.0,J. Brunson,1628973.0,6.0,,,,,,
304,PT01M45.00S,2021-12-14T02:34:32.9Z,2,REGULAR,3pt,Jump Shot,[],1628970,20.844283837056505,92.15686274509804,1610612766,63,40,2021-12-14T02:34:37Z,3030000,-211.0,143.0,1,left,MISS M. Bridges 25' pullup 3PT,[1628970],1610612766.0,CHA,pullup,,,Bridges,M. Bridges,,,,,25.5,Missed,,,,,,,,,,,,,,,,,,,
305,PT01M43.00S,2021-12-14T02:34:35.1Z,2,REGULAR,rebound,defensive,[],204001,,,1610612742,63,40,2021-12-14T02:34:35Z,3040000,,,0,,K. Porzingis REBOUND (Off:2 Def:6),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,304.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
306,PT01M33.00S,2021-12-14T02:34:45.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,92.59198423127464,56.86274509803921,1610612742,63,40,2021-12-14T02:34:51Z,3050000,34.0,17.0,1,right,MISS K. Porzingis driving floating Shot,[204001],1610612742.0,DAL,driving floating,,,Porzingis,K. Porzingis,,,,,3.83,Missed,,,,,,,,,,,,,,,,,,,
307,PT01M32.00S,2021-12-14T02:34:46.6Z,2,REGULAR,rebound,offensive,[],204001,,,1610612742,63,40,2021-12-14T02:34:51Z,3060000,,,0,,K. Porzingis REBOUND (Off:3 Def:6),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,306.0,9.0,6.0,3.0,,,,,,,,,,,,,,,
308,PT01M32.00S,2021-12-14T02:34:49.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",204001,94.40999984741211,50.0,1610612742,65,40,2021-12-14T02:34:49Z,3070000,0.0,0.0,1,right,K. Porzingis tip Layup (22 PTS),[204001],1610612742.0,DAL,tip,,,Porzingis,K. Porzingis,,,,,0.0,Made,,,,,,,,,,22.0,,,,,,,,,
309,PT01M32.00S,2021-12-14T02:34:52.2Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612766,65,40,2021-12-14T02:34:59Z,3080000,,,0,,TEAM delay-of-game VIOLATION,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,1628159.0,,,,,
310,PT01M19.00S,2021-12-14T02:35:12.0Z,2,REGULAR,3pt,Jump Shot,[],1628998,5.338370565045992,95.83333333333334,1610612766,65,40,2021-12-14T02:35:16Z,3090000,-229.0,-2.0,1,left,MISS C. Martin 3PT,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,22.92,Missed,,,,,,,,,,,,,,,,,,,
311,PT01M16.00S,2021-12-14T02:35:15.0Z,2,REGULAR,rebound,defensive,[],204001,,,1610612742,65,40,2021-12-14T02:35:16Z,3100000,,,0,,K. Porzingis REBOUND (Off:3 Def:7),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,310.0,10.0,7.0,3.0,,,,,,,,,,,,,,,
312,PT00M59.80S,2021-12-14T02:35:31.5Z,2,REGULAR,3pt,Jump Shot,[],203493,93.11760840998686,96.56862745098039,1610612742,65,40,2021-12-14T02:35:35Z,3110000,233.0,12.0,1,right,MISS R. Bullock 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,23.31,Missed,,,,,,,,,,,,,,,,,,,
313,PT00M57.90S,2021-12-14T02:35:33.4Z,2,REGULAR,rebound,offensive,[],204001,,,1610612742,65,40,2021-12-14T02:35:35Z,3120000,,,0,,K. Porzingis REBOUND (Off:4 Def:7),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,312.0,11.0,7.0,4.0,,,,,,,,,,,,,,,
314,PT00M48.00S,2021-12-14T02:35:43.8Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1628973,89.70105124835742,30.14705882352941,1610612742,67,40,2021-12-14T02:35:47Z,3130000,-99.0,44.0,1,right,J. Brunson 10' turnaround fadeaway Jump Shot (9 PTS),[1628973],1610612742.0,DAL,turnaround fadeaway,,,Brunson,J. Brunson,,,,,10.87,Made,,,,,,,,,,9.0,,,,,,,,,
315,PT00M41.10S,2021-12-14T02:35:53.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,6.652431011826544,53.18627450980392,1610612766,67,40,2021-12-14T02:39:17Z,3140000,-16.0,10.0,1,left,MISS T. Rozier driving Layup,[1626179],1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,1.88,Missed,,,,,,,,,,,,,,,,,,,
316,PT00M39.30S,2021-12-14T02:35:54.9Z,2,REGULAR,rebound,defensive,[],204001,,,1610612742,67,40,2021-12-14T02:35:59Z,3150000,,,0,,K. Porzingis REBOUND (Off:4 Def:8),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,315.0,12.0,8.0,4.0,,,,,,,,,,,,,,,
317,PT00M35.00S,2021-12-14T02:35:59.2Z,2,REGULAR,3pt,Jump Shot,[],203493,70.38436268068331,17.15686274509804,1610612742,70,40,2021-12-14T02:36:05Z,3160000,-164.0,226.0,1,right,R. Bullock 27' 3PT  (6 PTS) (J. Brunson 7 AST),"[203493, 1628973]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,27.93,Made,,,,,,,,,,6.0,J. Brunson,1628973.0,7.0,,,,,,
319,PT00M16.90S,2021-12-14T02:36:26.5Z,2,REGULAR,3pt,Jump Shot,[],202330,27.151773981603156,20.588235294117645,1610612766,70,43,2021-12-14T02:36:32Z,3180000,147.0,203.0,1,left,G. Hayward 25' 3PT pullup bank (9 PTS) (T. Rozier 1 AST),"[202330, 1626179]",1610612766.0,CHA,pullup bank,,,Hayward,G. Hayward,,,,,25.05,Made,,,,,,,,,,9.0,T. Rozier,1626179.0,1.0,,,,,,
321,PT00M01.60S,2021-12-14T02:36:50.6Z,2,REGULAR,3pt,Jump Shot,[],204001,67.88764783180025,26.96078431372549,1610612742,70,43,2021-12-14T02:36:55Z,3200000,-115.0,249.0,1,right,MISS K. Porzingis 27' pullup 3PT,[204001],1610612742.0,DAL,pullup,,,Porzingis,K. Porzingis,,,,,27.47,Missed,,,,,,,,,,,,,,,,,,,
322,PT00M00.60S,2021-12-14T02:36:51.6Z,2,REGULAR,rebound,defensive,[],1626162,,,1610612766,70,43,2021-12-14T02:37:03Z,3210000,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:2),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,321.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
323,PT00M00.00S,2021-12-14T02:36:55.3Z,2,REGULAR,period,end,[],0,,,1610612766,70,43,2021-12-14T02:36:55Z,3220000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2021-12-14T02:51:24.0Z,3,REGULAR,substitution,out,['startperiod'],1628467,,,1610612766,70,43,2021-12-14T02:52:10Z,3230000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2021-12-14T02:51:24.0Z,3,REGULAR,substitution,out,['startperiod'],1628998,,,1610612766,70,43,2021-12-14T02:52:10Z,3240000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2021-12-14T02:51:24.0Z,3,REGULAR,substitution,in,['startperiod'],203939,,,1610612766,70,43,2021-12-14T02:52:10Z,3250000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2021-12-14T02:51:24.0Z,3,REGULAR,substitution,in,['startperiod'],1629023,,,1610612766,70,43,2021-12-14T02:52:10Z,3260000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2021-12-14T02:52:03.3Z,3,REGULAR,period,start,[],0,,,1610612742,70,43,2021-12-14T02:52:11Z,3270000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT11M44.00S,2021-12-14T02:52:18.9Z,3,REGULAR,3pt,Jump Shot,[],203493,31.488173455978973,58.82352941176471,1610612742,70,43,2021-12-14T02:52:36Z,3280000,-44.0,243.0,1,left,MISS R. Bullock 24' 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,24.75,Missed,,,,,,,,,,,,,,,,,,,
330,PT11M40.00S,2021-12-14T02:52:22.9Z,3,REGULAR,rebound,offensive,[],1627827,,,1610612742,70,43,2021-12-14T02:52:36Z,3290000,,,0,,D. Finney-Smith REBOUND (Off:1 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,329.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
331,PT11M31.00S,2021-12-14T02:52:31.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],204001,32.14520367936925,63.23529411764706,1610612742,70,43,2021-12-14T02:52:39Z,3300000,-66.0,250.0,1,left,MISS K. Porzingis 25' 3PT,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,25.83,Missed,,,,,,,,,,,,,,,,,,,
332,PT11M29.00S,2021-12-14T02:52:33.3Z,3,REGULAR,rebound,offensive,[],203939,,,1610612742,70,43,2021-12-14T02:52:39Z,3310000,,,0,,D. Powell REBOUND (Off:1 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,331.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
333,PT11M27.00S,2021-12-14T02:52:36.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627827,27.020367936925098,19.852941176470587,1610612742,70,43,2021-12-14T02:52:42Z,3320000,151.0,201.0,1,left,MISS D. Finney-Smith 25' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,25.16,Missed,,,,,,,,,,,,,,,,,,,
334,PT11M27.00S,2021-12-14T02:52:36.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612742,70,43,2021-12-14T02:52:42Z,3330000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,333.0,,,,,,,,,,,,,,,,,,
335,PT11M24.00S,2021-12-14T02:52:42.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,70,43,2021-12-14T02:52:42Z,3340000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT11M12.00S,2021-12-14T02:53:07.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],204001,31.750985545335087,40.19607843137255,1610612742,70,43,2021-12-14T02:53:14Z,3350000,49.0,246.0,1,left,MISS K. Porzingis 25' 3PT,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,25.08,Missed,,,,,,,,,,,,,,,,,,,
337,PT11M09.00S,2021-12-14T02:53:10.4Z,3,REGULAR,rebound,defensive,[],1628970,,,1610612766,70,43,2021-12-14T02:53:14Z,3360000,,,0,,M. Bridges REBOUND (Off:2 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,336.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
338,PT10M50.00S,2021-12-14T02:53:28.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,94.1688567674113,49.50980392156863,1610612766,70,45,2021-12-14T02:53:37Z,3370000,-2.0,2.0,1,right,M. Bridges driving Layup (4 PTS),[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,0.34,Made,,,,,,,,,,4.0,,,,,,,,,
339,PT10M40.00S,2021-12-14T02:53:43.1Z,3,REGULAR,foul,offensive,[],203939,,,1610612742,70,45,2021-12-14T02:54:12Z,3380000,,,0,,D. Powell off-the-ball offensive FOUL (1 PF),"[203939, 1626162]",1610612742.0,DAL,off-the-ball,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,2003.0,1.0,0.0,Oubre Jr.,1626162.0,
341,PT10M40.00S,2021-12-14T02:53:43.1Z,3,REGULAR,turnover,offensive foul,[],203939,,,1610612742,70,45,2021-12-14T02:53:43Z,3400000,,,0,,D. Powell offensive foul TURNOVER (1 TO),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,1.0,,,,,,,2003.0,,,,,
342,PT10M25.00S,2021-12-14T02:54:08.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626162,68.28186596583443,20.588235294117645,1610612766,70,48,2021-12-14T02:54:16Z,3410000,-147.0,246.0,1,right,K. Oubre Jr. 28' 3PT  (14 PTS) (T. Rozier 2 AST),"[1626162, 1626179]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,28.64,Made,,,,,,,,,,14.0,T. Rozier,1626179.0,2.0,,,,,,
344,PT10M02.00S,2021-12-14T02:54:33.9Z,3,REGULAR,foul,personal,['2freethrow'],1628970,,,1610612742,70,48,2021-12-14T02:54:41Z,3430000,,,0,,M. Bridges shooting personal FOUL (2 PF) (Porzingis 2 FT),"[1628970, 204001]",1610612766.0,CHA,shooting,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,203591.0,2.0,0.0,Porzingis,204001.0,
346,PT10M02.00S,2021-12-14T02:55:01.2Z,3,REGULAR,freethrow,1 of 2,[],204001,,,1610612742,70,48,2021-12-14T02:55:01Z,3450000,,,0,,MISS K. Porzingis Free Throw 1 of 2,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,Missed,,,,,,,,,,,,,,,,,,,
347,PT10M02.00S,2021-12-14T02:55:01.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,70,48,2021-12-14T02:55:01Z,3460000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,346.0,,,,,,,,,,,,,,,,,,
348,PT10M02.00S,2021-12-14T02:55:04.2Z,3,REGULAR,substitution,out,[],203939,,,1610612742,70,48,2021-12-14T02:55:07Z,3470000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT10M02.00S,2021-12-14T02:55:04.2Z,3,REGULAR,substitution,in,[],1628467,,,1610612742,70,48,2021-12-14T02:55:07Z,3480000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT10M02.00S,2021-12-14T02:55:21.8Z,3,REGULAR,freethrow,2 of 2,[],204001,,,1610612742,71,48,2021-12-14T02:55:21Z,3490000,,,0,,K. Porzingis Free Throw 2 of 2 (23 PTS),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,Made,,,,,,,,,,23.0,,,,,,,,,
351,PT09M44.00S,2021-12-14T02:55:40.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629023,90.3580814717477,62.745098039215684,1610612766,71,48,2021-12-14T02:56:05Z,3500000,64.0,38.0,1,right,MISS P. Washington 7' Hook - blocked,"[1629023, 204001]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,7.42,Missed,,,,,Porzingis,204001.0,,,,,,,,,,,,,
