actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
19,PT10M30.00S,2022-02-11T01:42:35.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203493,,,1610612742,5,0,2022-02-11T01:42:35Z,190000,,,0,,R. Bullock Free Throw 2 of 2 (2 PTS),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
20,PT10M17.00S,2022-02-11T01:42:52.7Z,1,REGULAR,3pt,Jump Shot,[],202694,69.33311432325887,33.088235294117645,1610612746,5,3,2022-02-11T01:42:58Z,200000,-85.0,236.0,1,right,M. Morris Sr. 25' 3PT  (3 PTS) (I. Zubac 1 AST),"[202694, 1627826]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,25.05,Made,3.0,,,,,,,,,,I. Zubac,1627826.0,1.0,,,
22,PT10M03.00S,2022-02-11T01:43:10.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,5,3,2022-02-11T01:43:10Z,220000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,PT09M58.00S,2022-02-11T01:43:26.4Z,1,REGULAR,foul,personal,['2freethrow'],1627826,,,1610612742,5,3,2022-02-11T01:43:34Z,230000,,,0,,I. Zubac shooting personal FOUL (1 PF) (Powell 2 FT),"[1627826, 203939]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,,,,,,,,,,,202058.0,1.0,0.0,Powell,203939.0,,,,,,
25,PT09M58.00S,2022-02-11T01:43:55.1Z,1,REGULAR,freethrow,1 of 2,[],203939,,,1610612742,6,3,2022-02-11T01:43:55Z,250000,,,0,,D. Powell Free Throw 1 of 2 (1 PTS),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
26,PT09M58.00S,2022-02-11T01:44:13.5Z,1,REGULAR,freethrow,2 of 2,[],203939,,,1610612742,7,3,2022-02-11T01:44:13Z,260000,,,0,,D. Powell Free Throw 2 of 2 (2 PTS),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
27,PT09M45.00S,2022-02-11T01:44:27.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,92.19776609724047,49.754901960784316,1610612746,7,5,2022-02-11T01:44:35Z,270000,-1.0,21.0,1,right,I. Zubac Layup (2 PTS) (N. Powell 1 AST),"[1627826, 1626181]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,2.08,Made,2.0,,,,,,,,,,N. Powell,1626181.0,1.0,,,
29,PT09M31.00S,2022-02-11T01:44:40.4Z,1,REGULAR,3pt,Jump Shot,[],1629029,31.225361366622867,26.715686274509803,1610612742,10,5,2022-02-11T01:44:46Z,290000,116.0,241.0,1,left,L. Doncic 26' 3PT  (6 PTS) (J. Brunson 1 AST),"[1629029, 1628973]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,26.76,Made,6.0,,,,,,,,,,J. Brunson,1628973.0,1.0,,,
31,PT09M17.00S,2022-02-11T01:44:55.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,80.42049934296978,65.70925245098039,1610612746,10,7,2022-02-11T01:45:32Z,310000,79.0,132.0,1,right,R. Jackson 15' driving floating Jump Shot (2 PTS),[202704],1610612746.0,LAC,driving floating,,,Jackson,R. Jackson,,,,,,,,15.31,Made,2.0,,,,,,,,,,,,,,,
32,PT09M03.00S,2022-02-11T01:45:14.0Z,1,REGULAR,foul,personal,[],1626181,,,1610612742,10,7,2022-02-11T01:45:18Z,320000,,,0,,N. Powell personal FOUL (1 PF),"[1626181, 1628973]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,1628159.0,1.0,0.0,Brunson,1628973.0,,,,,,
34,PT08M49.00S,2022-02-11T01:45:39.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,13.87976346911958,40.44117647058824,1610612742,12,7,2022-02-11T01:45:47Z,340000,48.0,78.0,1,left,L. Doncic 9' driving floating Jump Shot (8 PTS),[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,,,,9.15,Made,8.0,,,,,,,,,,,,,,,
35,PT08M38.00S,2022-02-11T01:45:52.6Z,1,REGULAR,turnover,out-of-bounds,[],202694,,,1610612746,12,7,2022-02-11T01:46:00Z,350000,,,0,,M. Morris Sr. bad pass out-of-bounds TURNOVER (1 TO),[202694],1610612746.0,LAC,bad pass,,,Morris Sr.,M. Morris Sr.,,,,,1.0,,,,,,,,,,1628159.0,,,,,,,,,,
36,PT08M18.00S,2022-02-11T01:46:20.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629029,31.09395532194481,29.901960784313726,1610612742,12,7,2022-02-11T01:46:26Z,360000,100.0,240.0,1,left,MISS L. Doncic 26' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,,,,26.0,Missed,,,,,,,,,,,,,,,,
37,PT08M14.00S,2022-02-11T01:46:24.1Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,12,7,2022-02-11T01:46:26Z,370000,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,,
38,PT08M09.00S,2022-02-11T01:46:32.5Z,1,REGULAR,foul,personal,[],203493,,,1610612746,12,7,2022-02-11T01:47:03Z,380000,,,0,,R. Bullock personal FOUL (1 PF),"[203493, 1626181]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,1628159.0,1.0,0.0,Powell,1626181.0,,,,,,
40,PT08M00.00S,2022-02-11T01:47:01.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,92.19776609724047,50.245098039215684,1610612746,12,9,2022-02-11T01:47:06Z,400000,1.0,21.0,1,right,I. Zubac cutting Layup (4 PTS) (N. Powell 2 AST),"[1627826, 1626181]",1610612746.0,LAC,cutting,,,Zubac,I. Zubac,,,,,,,,2.08,Made,4.0,,,,,,,,,,N. Powell,1626181.0,2.0,,,
42,PT08M00.00S,2022-02-11T01:47:03.1Z,1,REGULAR,foul,personal,['1freethrow'],1629029,,,1610612746,12,9,2022-02-11T01:47:12Z,420000,,,0,,L. Doncic shooting personal FOUL (1 PF) (Zubac 1 FT),"[1629029, 1627826]",1610612742.0,DAL,shooting,,,Doncic,L. Doncic,,,,,,,,,,,,,,,202058.0,1.0,0.0,Zubac,1627826.0,,,,,,
44,PT08M00.00S,2022-02-11T01:47:29.0Z,1,REGULAR,freethrow,1 of 1,[],1627826,,,1610612746,12,9,2022-02-11T01:51:46Z,440000,,,0,,MISS I. Zubac Free Throw 1 of 1,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,Missed,,,,,,,,,,,,,,,,
45,PT07M57.00S,2022-02-11T01:47:32.0Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,12,9,2022-02-11T01:58:39Z,450000,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,44.0,1.0,1.0,0.0,,,,,,,,,,,
46,PT07M45.00S,2022-02-11T01:47:43.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,14.799605781865965,40.19607843137255,1610612742,12,9,2022-02-11T01:47:52Z,460000,49.0,87.0,1,left,MISS J. Brunson 9' driving floating Shot,[1628973],1610612742.0,DAL,driving floating,,,Brunson,J. Brunson,,,,,,,,9.95,Missed,,,,,,,,,,,,,,,,
47,PT07M42.00S,2022-02-11T01:47:46.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612746,12,9,2022-02-11T01:47:52Z,470000,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,
48,PT07M42.00S,2022-02-11T01:47:49.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,12,9,2022-02-11T01:47:49Z,480000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M34.00S,2022-02-11T01:48:04.0Z,1,REGULAR,3pt,Jump Shot,[],202694,68.41327201051249,64.4607843137255,1610612746,12,12,2022-02-11T01:49:28Z,490000,72.0,244.0,1,right,M. Morris Sr. 25' 3PT  (6 PTS) (R. Jackson 1 AST),"[202694, 202704]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,25.49,Made,6.0,,,,,,,,,,R. Jackson,202704.0,1.0,,,
51,PT07M10.00S,2022-02-11T01:48:27.4Z,1,REGULAR,turnover,lost ball,[],1629029,,,1610612742,12,12,2022-02-11T01:48:32Z,510000,,,0,,L. Doncic lost ball TURNOVER (1 TO),"[1629029, 202694]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,1.0,Morris Sr.,202694.0,,,,,,,,,,,,,,,,,,
52,PT07M10.00S,2022-02-11T01:48:27.4Z,1,REGULAR,steal,,[],202694,,,1610612746,12,12,2022-02-11T01:49:16Z,520000,,,0,,M. Morris Sr. STEAL (1 STL),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M04.00S,2022-02-11T01:48:37.2Z,1,REGULAR,foul,personal,[],203939,,,1610612746,12,12,2022-02-11T01:49:07Z,530000,,,0,,D. Powell personal FOUL (1 PF),"[203939, 1626181]",1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,203177.0,1.0,0.0,Powell,1626181.0,,,,,,
55,PT06M59.00S,2022-02-11T01:49:16.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202704,71.96123521681997,46.07843137254902,1610612746,12,12,2022-02-11T01:50:17Z,550000,-20.0,211.0,1,right,MISS R. Jackson 21' pullup Shot,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,,,,21.2,Missed,,,,,,,,,,,,,,,,
56,PT06M56.00S,2022-02-11T01:49:19.9Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,12,12,2022-02-11T01:49:22Z,560000,,,0,,L. Doncic REBOUND (Off:0 Def:2),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,55.0,2.0,2.0,0.0,,,,,,,,,,,
57,PT06M51.00S,2022-02-11T01:49:29.1Z,1,REGULAR,foul,personal,[],202694,,,1610612742,12,12,2022-02-11T01:49:41Z,570000,,,0,,M. Morris Sr. personal FOUL (2 PF),"[202694, 1627827]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,202058.0,2.0,0.0,Finney-Smith,1627827.0,,,,,,
59,PT06M51.00S,2022-02-11T01:49:42.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,12,12,2022-02-11T01:49:42Z,590000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M43.00S,2022-02-11T01:52:47.0Z,1,REGULAR,3pt,Jump Shot,[],1629029,21.369908015768726,89.70588235294117,1610612742,15,12,2022-02-11T01:54:01Z,600000,-199.0,148.0,1,left,L. Doncic 24' 3PT step back (11 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,,,,24.78,Made,11.0,,,,,,,,,,,,,,,
61,PT06M27.00S,2022-02-11T01:53:02.5Z,1,REGULAR,2pt,Jump Shot,[],1626181,91.67214191852825,70.58823529411765,1610612746,15,12,2022-02-11T01:53:11Z,610000,103.0,26.0,1,right,MISS N. Powell 10' turnaround fadeaway Shot,[1626181],1610612746.0,LAC,turnaround fadeaway,,,Powell,N. Powell,,,,,,,,10.61,Missed,,,,,,,,,,,,,,,,
62,PT06M25.00S,2022-02-11T01:53:04.5Z,1,REGULAR,rebound,defensive,[],203939,,,1610612742,15,12,2022-02-11T01:53:11Z,620000,,,0,,D. Powell REBOUND (Off:0 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,61.0,1.0,1.0,0.0,,,,,,,,,,,
63,PT06M05.00S,2022-02-11T01:53:25.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,8.09789750328515,42.15686274509804,1610612742,17,12,2022-02-11T01:55:06Z,630000,39.0,24.0,1,left,L. Doncic cutting Layup (13 PTS) (D. Finney-Smith 1 AST),"[1629029, 1627827]",1610612742.0,DAL,cutting,,,Doncic,L. Doncic,,,,,,,,4.58,Made,13.0,,,,,,,,,,D. Finney-Smith,1627827.0,1.0,,,
65,PT05M54.00S,2022-02-11T01:53:38.9Z,1,REGULAR,foul,personal,[],1627827,,,1610612746,17,12,2022-02-11T01:54:05Z,650000,,,0,,D. Finney-Smith personal FOUL (1 PF),"[1627827, 1626181]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,1628159.0,1.0,0.0,Powell,1626181.0,,,,,,
67,PT05M48.00S,2022-02-11T01:54:04.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202694,84.97043363994744,64.4607843137255,1610612746,17,14,2022-02-11T01:54:09Z,670000,72.0,89.0,1,right,M. Morris Sr. 11' turnaround fadeaway Jump Shot (8 PTS),[202694],1610612746.0,LAC,turnaround fadeaway,,,Morris Sr.,M. Morris Sr.,,,,,,,,11.45,Made,8.0,,,,,,,,,,,,,,,
68,PT05M29.00S,2022-02-11T01:54:23.2Z,1,REGULAR,3pt,Jump Shot,[],1629029,29.38567674113009,74.01960784313727,1610612742,20,14,2022-02-11T01:54:28Z,680000,-120.0,224.0,1,left,L. Doncic 25' 3PT step back (16 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,,,,25.39,Made,16.0,,,,,,,,,,,,,,,
69,PT05M16.00S,2022-02-11T01:54:36.0Z,1,REGULAR,3pt,Jump Shot,[],1626181,92.9862023653088,3.6764705882352944,1610612746,20,14,2022-02-11T01:54:43Z,690000,-232.0,13.0,1,right,MISS N. Powell 3PT,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,23.2,Missed,,,,,,,,,,,,,,,,
70,PT05M14.00S,2022-02-11T01:54:39.0Z,1,REGULAR,rebound,offensive,[],1626181,,,1610612746,20,14,2022-02-11T01:54:39Z,700000,,,0,,N. Powell REBOUND (Off:1 Def:0),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,69.0,1.0,0.0,1.0,,,,,,,,,,,
71,PT05M11.00S,2022-02-11T01:54:40.8Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1627826,90.48948751642575,49.50980392156863,1610612746,20,14,2022-02-11T01:54:48Z,710000,-2.0,37.0,1,right,MISS I. Zubac Hook,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,3.7,Missed,,,,,,,,,,,,,,,,
72,PT05M11.00S,2022-02-11T01:54:40.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,20,14,2022-02-11T01:54:48Z,720000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,
73,PT05M10.00S,2022-02-11T01:54:45.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,20,14,2022-02-11T01:54:45Z,730000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M10.00S,2022-02-11T01:54:46.9Z,1,REGULAR,substitution,out,[],203939,,,1610612746,20,14,2022-02-11T01:55:03Z,740000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M10.00S,2022-02-11T01:54:46.9Z,1,REGULAR,substitution,in,[],1628467,,,1610612746,20,14,2022-02-11T01:55:03Z,750000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M00.00S,2022-02-11T01:55:13.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202694,76.42904073587385,31.862745098039213,1610612746,20,14,2022-02-11T01:56:39Z,760000,-91.0,169.0,1,right,MISS M. Morris Sr. 19' pullup Shot,[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,,,,19.19,Missed,,,,,,,,,,,,,,,,
77,PT04M58.00S,2022-02-11T01:55:15.3Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612742,20,14,2022-02-11T01:55:17Z,770000,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,76.0,1.0,1.0,0.0,,,,,,,,,,,
78,PT04M43.00S,2022-02-11T01:55:31.1Z,1,REGULAR,3pt,Jump Shot,[],1629029,32.670827858081466,22.30392156862745,1610612742,23,14,2022-02-11T01:55:39Z,780000,138.0,255.0,1,left,L. Doncic 28' 3PT step back (19 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,,,,28.98,Made,19.0,,,,,,,,,,,,,,,
79,PT04M41.00S,2022-02-11T01:55:47.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,23,14,2022-02-11T01:55:47Z,790000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M26.00S,2022-02-11T01:58:48.1Z,1,REGULAR,2pt,Jump Shot,[],202704,88.78120893561103,80.14705882352942,1610612746,23,16,2022-02-11T01:58:57Z,800000,151.0,53.0,1,right,R. Jackson 15' pullup Jump Shot (4 PTS),[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,,,,15.97,Made,4.0,,,,,,,,,,,,,,,
81,PT04M13.00S,2022-02-11T01:59:04.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626181,,,1610612742,23,16,2022-02-11T01:59:21Z,810000,,,0,,N. Powell personal FOUL (2 PF) (Doncic 2 FT),"[1626181, 1629029]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,202058.0,2.0,0.0,Doncic,1629029.0,,,,,,
83,PT04M13.00S,2022-02-11T01:59:27.3Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,23,16,2022-02-11T01:59:27Z,830000,,,0,,MISS L. Doncic Free Throw 1 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,Missed,,,,,,,,,,,,,,,,
84,PT04M13.00S,2022-02-11T01:59:27.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,23,16,2022-02-11T01:59:27Z,840000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,83.0,,,,,,,,,,,,,,
85,PT04M13.00S,2022-02-11T01:59:29.1Z,1,REGULAR,substitution,out,[],203493,,,1610612742,23,16,2022-02-11T01:59:48Z,850000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M13.00S,2022-02-11T01:59:29.1Z,1,REGULAR,substitution,out,[],202694,,,1610612742,23,16,2022-02-11T01:59:48Z,860000,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M13.00S,2022-02-11T01:59:29.1Z,1,REGULAR,substitution,out,[],1626181,,,1610612742,23,16,2022-02-11T01:59:48Z,870000,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M13.00S,2022-02-11T01:59:29.1Z,1,REGULAR,substitution,in,[],1630182,,,1610612742,23,16,2022-02-11T01:59:48Z,880000,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M13.00S,2022-02-11T01:59:29.1Z,1,REGULAR,substitution,in,[],1629611,,,1610612742,23,16,2022-02-11T01:59:48Z,890000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M13.00S,2022-02-11T01:59:29.1Z,1,REGULAR,substitution,in,[],1628379,,,1610612742,23,16,2022-02-11T01:59:48Z,900000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M13.00S,2022-02-11T01:59:52.8Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,24,16,2022-02-11T01:59:52Z,910000,,,0,,L. Doncic Free Throw 2 of 2 (20 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,Made,20.0,,,,,,,,,,,,,,,
92,PT03M56.00S,2022-02-11T02:00:10.2Z,1,REGULAR,2pt,Jump Shot,[],1629611,93.9060446780552,74.01960784313727,1610612746,24,16,2022-02-11T02:00:18Z,920000,120.0,5.0,1,right,MISS T. Mann 12' fadeaway Shot,[1629611],1610612746.0,LAC,fadeaway,,,Mann,T. Mann,,,,,,,,12.02,Missed,,,,,,,,,,,,,,,,
