actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
66,PT07M27.00S,2022-01-18T01:47:22.7Z,1,REGULAR,rebound,offensive,[],1627827,,,1610612742,14,9,2022-01-18T01:47:22Z,630000,,,0,,D. Finney-Smith REBOUND (Off:1 Def:0),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,65.0,,,,,1.0,0.0,1.0,,,,,,,,
67,PT07M23.00S,2022-01-18T01:47:26.6Z,1,REGULAR,turnover,bad pass,[],1627827,,,1610612742,14,9,2022-01-18T01:47:29Z,640000,,,0,,D. Finney-Smith bad pass TURNOVER (1 TO),"[1627827, 1630526]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,1.0,Robinson-Earl,1630526.0,,,,,
68,PT07M23.00S,2022-01-18T01:47:26.6Z,1,REGULAR,steal,,[],1630526,,,1610612760,14,9,2022-01-18T01:47:29Z,650000,,,0,,J. Robinson-Earl STEAL (1 STL),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,
69,PT07M17.00S,2022-01-18T01:47:32.2Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630581,20.318659658344284,90.68627450980392,1610612760,14,9,2022-01-18T01:47:38Z,660000,-203.0,138.0,1,left,MISS J. Giddey 24' 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,24.61,Missed,,,,,,,,,,,,,,,,,,
70,PT07M14.00S,2022-01-18T01:47:35.2Z,1,REGULAR,rebound,defensive,[],204001,,,1610612742,14,9,2022-01-18T01:47:38Z,670000,,,0,,K. Porzingis REBOUND (Off:0 Def:2),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,69.0,,,,,2.0,2.0,0.0,,,,,,,,
71,PT07M02.00S,2022-01-18T01:47:48.7Z,1,REGULAR,foul,personal,['2freethrow'],1629652,,,1610612742,14,9,2022-01-18T01:47:59Z,680000,,,0,,L. Dort shooting personal FOUL (1 PF) (Doncic 2 FT),"[1629652, 1629029]",1610612760.0,OKC,shooting,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,1627529.0,1.0,0.0,Doncic,1629029.0
73,PT07M02.00S,2022-01-18T01:48:17.1Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,15,9,2022-01-18T01:48:17Z,700000,,,0,,L. Doncic Free Throw 1 of 2 (5 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,,,,5.0,,,,,,,,,,,,,,
74,PT07M02.00S,2022-01-18T01:48:17.9Z,1,REGULAR,substitution,out,[],204001,,,1610612742,15,9,2022-01-18T01:48:26Z,710000,,,0,,SUB out: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,
75,PT07M02.00S,2022-01-18T01:48:17.9Z,1,REGULAR,substitution,in,[],203939,,,1610612742,15,9,2022-01-18T01:48:26Z,720000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,
76,PT07M02.00S,2022-01-18T01:48:41.1Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,16,9,2022-01-18T01:48:41Z,730000,,,0,,L. Doncic Free Throw 2 of 2 (6 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,,,,6.0,,,,,,,,,,,,,,
77,PT06M50.00S,2022-01-18T01:48:54.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,13.87976346911958,54.65686274509803,1610612760,16,9,2022-01-18T01:50:10Z,740000,-23.0,78.0,1,left,MISS L. Dort 8' driving Layup,[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,8.14,Missed,,,,,,,,,,,,,,,,,,
78,PT06M47.00S,2022-01-18T01:48:57.3Z,1,REGULAR,rebound,defensive,[],203939,,,1610612742,16,9,2022-01-18T01:48:57Z,750000,,,0,,D. Powell REBOUND (Off:0 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,77.0,,,,,1.0,1.0,0.0,,,,,,,,
79,PT06M43.00S,2022-01-18T01:49:01.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628973,73.14388961892247,82.84313725490196,1610612742,16,9,2022-01-18T01:49:05Z,760000,164.0,200.0,1,right,MISS J. Brunson 25' 3PT,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,25.87,Missed,,,,,,,,,,,,,,,,,,
80,PT06M38.00S,2022-01-18T01:49:06.2Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612760,16,9,2022-01-18T01:49:06Z,770000,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:1),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,79.0,,,,,1.0,1.0,0.0,,,,,,,,
81,PT06M30.00S,2022-01-18T01:49:13.4Z,1,REGULAR,3pt,Jump Shot,[],1629652,17.69053876478318,93.87254901960785,1610612760,16,12,2022-01-18T01:49:17Z,780000,-219.0,114.0,1,left,L. Dort 24' 3PT  (6 PTS) (J. Giddey 2 AST),"[1629652, 1630581]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,24.72,Made,,,,6.0,J. Giddey,1630581.0,2.0,,,,,,,,,,,
83,PT06M14.00S,2022-01-18T01:49:29.4Z,1,REGULAR,3pt,Jump Shot,[],1629029,63.15703022339028,39.705882352941174,1610612742,16,12,2022-01-18T01:49:33Z,800000,-51.0,294.0,1,right,MISS L. Doncic 29' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,29.83,Missed,,,,,,,,,,,,,,,,,,
84,PT06M10.00S,2022-01-18T01:49:34.2Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,16,12,2022-01-18T01:49:34Z,810000,,,0,,J. Giddey REBOUND (Off:1 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,83.0,,,,,2.0,1.0,1.0,,,,,,,,
85,PT06M06.00S,2022-01-18T01:49:38.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630581,18.610381077529567,54.90196078431373,1610612760,16,14,2022-01-18T01:59:01Z,820000,-25.0,122.0,1,left,J. Giddey 12' running Jump Shot (2 PTS),[1630581],1610612760.0,OKC,running,,,Giddey,J. Giddey,,,,,12.48,Made,,,,2.0,,,,,,,,,,,,,,
