actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
15,PT11M06.00S,2022-01-06T00:46:24.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203952,6.521024967148489,48.529411764705884,1610612744,0,2,2022-01-06T00:46:29Z,150000,7.0,9.0,1,left,A. Wiggins cutting Layup (2 PTS) (G. Payton II 1 AST),"[203952, 1627780]",1610612744.0,GSW,cutting,,,Wiggins,A. Wiggins,,,,,,,,1.15,Made,,,,,2.0,G. Payton II,1627780.0,1.0,,,,,,,
17,PT10M49.00S,2022-01-06T00:46:40.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,85.49605781865965,58.333333333333336,1610612742,2,2,2022-01-06T00:46:44Z,170000,42.0,84.0,1,right,J. Brunson 9' driving floating Jump Shot (2 PTS) (M. Kleber 1 AST),"[1628973, 1628467]",1610612742.0,DAL,driving floating,,,Brunson,J. Brunson,,,,,,,,9.36,Made,,,,,2.0,M. Kleber,1628467.0,1.0,,,,,,,
19,PT10M30.00S,2022-01-06T00:47:00.0Z,1,REGULAR,3pt,Jump Shot,[],201939,7.5722733245729295,95.58823529411765,1610612744,2,2,2022-01-06T00:47:03Z,190000,-228.0,19.0,1,left,MISS S. Curry 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,22.87,Missed,,,,,,,,,,,,,,,
20,PT10M27.00S,2022-01-06T00:47:03.0Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,2,2,2022-01-06T00:47:03Z,200000,,,0,,L. Doncic REBOUND (Off:0 Def:2),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,19.0,2.0,2.0,0.0,,,,,,,,,,,
21,PT10M21.00S,2022-01-06T00:47:08.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,83.919185282523,37.254901960784316,1610612742,4,2,2022-01-06T00:47:15Z,210000,-64.0,99.0,1,right,L. Doncic 11' driving floating Jump Shot (2 PTS),[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,,,,11.75,Made,,,,,2.0,,,,,,,,,,
22,PT10M10.00S,2022-01-06T00:47:22.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,4,2,2022-01-06T00:47:22Z,220000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,PT10M09.00S,2022-01-06T00:47:41.3Z,1,REGULAR,turnover,out-of-bounds,[],203110,,,1610612744,4,2,2022-01-06T00:47:48Z,230000,,,0,,D. Green bad pass out-of-bounds TURNOVER (1 TO),[203110],1610612744.0,GSW,bad pass,,,Green,D. Green,,,,,1.0,,,,,,,,,,,,,1830.0,,,,,,
24,PT09M52.00S,2022-01-06T00:48:02.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203939,92.46057818659659,50.245098039215684,1610612742,4,2,2022-01-06T00:48:09Z,240000,1.0,18.0,1,right,MISS D. Powell Layup - blocked,"[203939, 1626172]",1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,1.84,Missed,,,,,,,,,,Looney,1626172.0,,,,
25,PT09M52.00S,2022-01-06T00:48:02.2Z,1,REGULAR,block,,[],1626172,,,1610612742,4,2,2022-01-06T00:48:04Z,250000,,,0,,K. Looney BLOCK (1 BLK),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,
26,PT09M50.00S,2022-01-06T00:48:04.2Z,1,REGULAR,rebound,offensive,[],203939,,,1610612742,4,2,2022-01-06T00:48:09Z,260000,,,0,,D. Powell REBOUND (Off:1 Def:0),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,24.0,1.0,0.0,1.0,,,,,,,,,,,
27,PT09M46.00S,2022-01-06T00:48:09.0Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1628467,85.23324572930355,29.166666666666668,1610612742,4,2,2022-01-06T00:48:12Z,270000,-104.0,86.0,1,right,MISS M. Kleber 13' turnaround fadeaway Shot - blocked,"[1628467, 203110]",1610612742.0,DAL,turnaround fadeaway,,,Kleber,M. Kleber,,,,,,,,13.53,Missed,,,,,,,,,,Green,203110.0,,,,
28,PT09M46.00S,2022-01-06T00:48:09.0Z,1,REGULAR,block,,[],203110,,,1610612742,4,2,2022-01-06T00:48:11Z,280000,,,0,,D. Green BLOCK (1 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
29,PT09M42.00S,2022-01-06T00:48:13.0Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,4,2,2022-01-06T00:48:12Z,290000,,,0,,K. Looney REBOUND (Off:0 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,27.0,2.0,2.0,0.0,,,,,,,,,,,
30,PT09M40.00S,2022-01-06T00:48:16.5Z,1,REGULAR,turnover,out-of-bounds,[],201939,,,1610612744,4,2,2022-01-06T00:48:23Z,300000,,,0,,S. Curry bad pass out-of-bounds TURNOVER (1 TO),[201939],1610612744.0,GSW,bad pass,,,Curry,S. Curry,,,,,1.0,,,,,,,,,,,,,201245.0,,,,,,
31,PT09M31.00S,2022-01-06T00:48:29.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629029,70.64717477003943,23.774509803921568,1610612742,4,2,2022-01-06T00:51:14Z,310000,-131.0,223.0,1,right,MISS L. Doncic 25' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,,,,25.9,Missed,,,,,,,,,,,,,,,
32,PT09M28.00S,2022-01-06T00:48:32.1Z,1,REGULAR,rebound,offensive,[],1628467,,,1610612742,4,2,2022-01-06T00:48:32Z,320000,,,0,,M. Kleber REBOUND (Off:1 Def:0),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,31.0,1.0,0.0,1.0,,,,,,,,,,,
33,PT09M20.00S,2022-01-06T00:48:40.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628973,82.7365308804205,43.872549019607845,1610612742,4,2,2022-01-06T00:51:44Z,330000,-31.0,110.0,1,right,MISS J. Brunson 11' driving floating Shot,[1628973],1610612742.0,DAL,driving floating,,,Brunson,J. Brunson,,,,,,,,11.4,Missed,,,,,,,,,,,,,,,
34,PT09M16.00S,2022-01-06T00:48:44.2Z,1,REGULAR,rebound,offensive,[],203939,,,1610612742,4,2,2022-01-06T00:48:46Z,340000,,,0,,D. Powell REBOUND (Off:2 Def:0),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,33.0,2.0,0.0,2.0,,,,,,,,,,,
35,PT09M16.00S,2022-01-06T00:48:44.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203939,94.40999984741211,50.0,1610612742,6,2,2022-01-06T00:48:44Z,350000,0.0,0.0,1,right,D. Powell tip Layup (2 PTS),[203939],1610612742.0,DAL,tip,,,Powell,D. Powell,,,,,,,,0.0,Made,,,,,2.0,,,,,,,,,,
36,PT09M10.00S,2022-01-06T00:48:51.0Z,1,REGULAR,2pt,Jump Shot,[],203952,7.440867279894875,26.225490196078432,1610612744,6,2,2022-01-06T00:52:16Z,360000,119.0,17.0,1,left,MISS A. Wiggins 12' step back Shot,[203952],1610612744.0,GSW,step back,,,Wiggins,A. Wiggins,,,,,,,,12.02,Missed,,,,,,,,,,,,,,,
37,PT09M07.00S,2022-01-06T00:48:54.0Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,6,2,2022-01-06T00:48:56Z,370000,,,0,,L. Doncic REBOUND (Off:0 Def:3),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,36.0,3.0,3.0,0.0,,,,,,,,,,,
38,PT08M58.00S,2022-01-06T00:49:02.9Z,1,REGULAR,foul,personal,['2freethrow'],203110,,,1610612742,6,2,2022-01-06T00:49:12Z,380000,,,0,,D. Green shooting personal FOUL (1 PF) (Brunson 2 FT),"[203110, 1628973]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,,,,,,,,,,,,,,1628171.0,,,1.0,0.0,Brunson,1628973.0
40,PT08M58.00S,2022-01-06T00:49:33.0Z,1,REGULAR,freethrow,1 of 2,[],1628973,,,1610612742,7,2,2022-01-06T00:49:53Z,400000,,,0,,J. Brunson Free Throw 1 of 2 (3 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,Made,,,,,3.0,,,,,,,,,,
41,PT08M58.00S,2022-01-06T00:49:33.0Z,1,REGULAR,freethrow,2 of 2,[],1628973,,,1610612742,7,2,2022-01-06T00:49:53Z,410000,,,0,,MISS J. Brunson Free Throw 2 of 2,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,Missed,,,,,,,,,,,,,,,
42,PT08M56.00S,2022-01-06T00:49:35.0Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,7,2,2022-01-06T00:49:53Z,420000,,,0,,K. Looney REBOUND (Off:0 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,41.0,3.0,3.0,0.0,,,,,,,,,,,
43,PT08M45.00S,2022-01-06T00:50:01.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626172,7.046649145860711,50.0,1610612744,7,4,2022-01-06T00:50:09Z,430000,0.0,14.0,1,left,K. Looney cutting DUNK (2 PTS) (G. Payton II 2 AST),"[1626172, 1627780]",1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,,,,1.37,Made,,,,,2.0,G. Payton II,1627780.0,2.0,,,,,,,
45,PT08M29.00S,2022-01-06T00:50:18.0Z,1,REGULAR,3pt,Jump Shot,[],1628467,79.58278580814718,91.17647058823529,1610612742,7,4,2022-01-06T00:50:22Z,450000,206.0,139.0,1,right,MISS M. Kleber 24' 3PT,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,24.87,Missed,,,,,,,,,,,,,,,
46,PT08M27.00S,2022-01-06T00:50:20.0Z,1,REGULAR,rebound,defensive,[],1627780,,,1610612744,7,4,2022-01-06T00:50:22Z,460000,,,0,,G. Payton II REBOUND (Off:0 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,45.0,1.0,1.0,0.0,,,,,,,,,,,
47,PT08M21.00S,2022-01-06T00:50:26.8Z,1,REGULAR,turnover,bad pass,[],1627780,,,1610612744,7,4,2022-01-06T00:50:30Z,470000,,,0,,G. Payton II bad pass TURNOVER (1 TO),"[1627780, 1629029]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,1.0,Doncic,1629029.0,,,,,,,,,,,,,,,,,
48,PT08M21.00S,2022-01-06T00:50:26.8Z,1,REGULAR,steal,,[],1629029,,,1610612742,7,4,2022-01-06T00:50:28Z,480000,,,0,,L. Doncic STEAL (1 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,
49,PT08M03.00S,2022-01-06T00:50:47.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629029,88.51839684625493,43.872549019607845,1610612742,9,4,2022-01-06T00:50:51Z,490000,-31.0,55.0,1,right,L. Doncic 6' driving floating bank Jump Shot (4 PTS),[1629029],1610612742.0,DAL,driving floating bank,,,Doncic,L. Doncic,,,,,,,,6.33,Made,,,,,4.0,,,,,,,,,,
50,PT08M03.00S,2022-01-06T00:50:50.8Z,1,REGULAR,foul,personal,['1freethrow'],1626172,,,1610612742,9,4,2022-01-06T00:50:59Z,500000,,,0,,K. Looney shooting personal FOUL (1 PF) (Doncic 1 FT),"[1626172, 1629029]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,1830.0,,,1.0,0.0,Doncic,1629029.0
52,PT08M03.00S,2022-01-06T00:51:17.9Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1629029,,,1610612742,10,4,2022-01-06T00:51:17Z,520000,,,0,,L. Doncic Free Throw 1 of 1 (5 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,Made,,,,,5.0,,,,,,,,,,
53,PT07M54.00S,2022-01-06T00:51:31.1Z,1,REGULAR,foul,personal,['2freethrow'],1629029,,,1610612744,10,4,2022-01-06T00:51:39Z,530000,,,0,,L. Doncic shooting personal FOUL (1 PF) (Curry 2 FT),"[1629029, 201939]",1610612742.0,DAL,shooting,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,1830.0,,,1.0,0.0,Curry,201939.0
55,PT07M54.00S,2022-01-06T00:51:53.1Z,1,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,10,5,2022-01-06T00:51:53Z,550000,,,0,,S. Curry Free Throw 1 of 2 (1 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,Made,,,,,1.0,,,,,,,,,,
56,PT07M54.00S,2022-01-06T00:52:09.5Z,1,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,10,6,2022-01-06T00:52:09Z,560000,,,0,,S. Curry Free Throw 2 of 2 (2 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,Made,,,,,2.0,,,,,,,,,,
57,PT07M34.00S,2022-01-06T00:52:31.5Z,1,REGULAR,3pt,Jump Shot,[],1627827,92.59198423127464,96.81372549019608,1610612742,10,6,2022-01-06T00:52:38Z,570000,234.0,17.0,1,right,MISS D. Finney-Smith 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,23.47,Missed,,,,,,,,,,,,,,,
58,PT07M31.00S,2022-01-06T00:52:34.5Z,1,REGULAR,rebound,offensive,[],203939,,,1610612742,10,6,2022-01-06T00:52:38Z,580000,,,0,,D. Powell REBOUND (Off:3 Def:0),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,57.0,3.0,0.0,3.0,,,,,,,,,,,
59,PT07M18.00S,2022-01-06T00:52:47.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627827,68.9388961892247,30.14705882352941,1610612742,10,6,2022-01-06T00:52:52Z,590000,-99.0,239.0,1,right,MISS D. Finney-Smith 25' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,25.93,Missed,,,,,,,,,,,,,,,
60,PT07M15.00S,2022-01-06T00:52:50.5Z,1,REGULAR,rebound,defensive,[],1627780,,,1610612744,10,6,2022-01-06T00:52:52Z,600000,,,0,,G. Payton II REBOUND (Off:0 Def:2),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,59.0,2.0,2.0,0.0,,,,,,,,,,,
61,PT07M07.00S,2022-01-06T00:53:01.3Z,1,REGULAR,turnover,out-of-bounds,[],1626172,,,1610612744,10,6,2022-01-06T00:53:08Z,610000,,,0,,K. Looney bad pass out-of-bounds TURNOVER (1 TO),[1626172],1610612744.0,GSW,bad pass,,,Looney,K. Looney,,,,,1.0,,,,,,,,,,,,,201245.0,,,,,,
62,PT06M55.00S,2022-01-06T00:53:18.1Z,1,REGULAR,turnover,bad pass,[],1629029,,,1610612742,10,6,2022-01-06T00:53:21Z,620000,,,0,,L. Doncic bad pass TURNOVER (2 TO),"[1629029, 203110]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,2.0,Green,203110.0,,,,,,,,,,,,,,,,,
63,PT06M55.00S,2022-01-06T00:53:18.1Z,1,REGULAR,steal,,[],203110,,,1610612744,10,6,2022-01-06T00:53:19Z,630000,,,0,,D. Green STEAL (1 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M47.00S,2022-01-06T00:53:26.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201939,21.23850197109067,92.15686274509804,1610612744,10,6,2022-01-06T00:53:30Z,640000,-211.0,147.0,1,left,MISS S. Curry 25' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,25.71,Missed,,,,,,,,,,,,,,,
65,PT06M43.00S,2022-01-06T00:53:30.2Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612742,10,6,2022-01-06T00:53:30Z,650000,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,64.0,1.0,1.0,0.0,,,,,,,,,,,
66,PT06M33.00S,2022-01-06T00:53:39.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,90.3580814717477,61.274509803921575,1610612742,10,6,2022-01-06T00:53:44Z,660000,56.0,38.0,1,right,MISS J. Brunson 6' driving floating Shot,[1628973],1610612742.0,DAL,driving floating,,,Brunson,J. Brunson,,,,,,,,6.81,Missed,,,,,,,,,,,,,,,
67,PT06M31.00S,2022-01-06T00:53:41.8Z,1,REGULAR,rebound,defensive,[],1627780,,,1610612744,10,6,2022-01-06T00:53:44Z,670000,,,0,,G. Payton II REBOUND (Off:0 Def:3),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,66.0,3.0,3.0,0.0,,,,,,,,,,,
68,PT06M23.00S,2022-01-06T00:53:50.2Z,1,REGULAR,3pt,Jump Shot,[],203110,7.966491458607096,96.32352941176471,1610612744,10,6,2022-01-06T00:53:55Z,680000,-232.0,22.0,1,left,MISS D. Green 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,23.27,Missed,,,,,,,,,,,,,,,
69,PT06M20.00S,2022-01-06T00:53:53.2Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,10,6,2022-01-06T00:53:55Z,690000,,,0,,M. Kleber REBOUND (Off:1 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,68.0,2.0,1.0,1.0,,,,,,,,,,,
70,PT06M12.00S,2022-01-06T00:54:00.6Z,1,REGULAR,3pt,Jump Shot,[],1627827,91.27792378449409,95.83333333333334,1610612742,10,6,2022-01-06T00:54:05Z,700000,229.0,29.0,1,right,MISS D. Finney-Smith 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,23.11,Missed,,,,,,,,,,,,,,,
71,PT06M09.00S,2022-01-06T00:54:03.6Z,1,REGULAR,rebound,defensive,[],1627780,,,1610612744,10,6,2022-01-06T00:54:05Z,710000,,,0,,G. Payton II REBOUND (Off:0 Def:4),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,70.0,4.0,4.0,0.0,,,,,,,,,,,
72,PT05M58.00S,2022-01-06T00:54:15.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,6.783837056504599,47.549019607843135,1610612744,10,8,2022-01-06T00:56:53Z,720000,12.0,11.0,1,left,K. Looney driving Layup (4 PTS),[1626172],1610612744.0,GSW,driving,,,Looney,K. Looney,,,,,,,,1.67,Made,,,,,4.0,,,,,,,,,,
74,PT05M43.00S,2022-01-06T00:54:31.9Z,1,REGULAR,foul,personal,['2freethrow'],1627780,,,1610612742,10,8,2022-01-06T00:57:59Z,740000,,,0,,G. Payton II shooting personal FOUL (1 PF) (Doncic 2 FT),"[1627780, 1629029]",1610612744.0,GSW,shooting,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,1628171.0,,,1.0,0.0,Doncic,1629029.0
76,PT05M43.00S,2022-01-06T00:54:43.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,10,8,2022-01-06T00:54:43Z,760000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M43.00S,2022-01-06T00:54:45.4Z,1,REGULAR,substitution,out,[],1628467,,,1610612742,10,8,2022-01-06T00:57:54Z,770000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M43.00S,2022-01-06T00:54:45.4Z,1,REGULAR,substitution,out,[],203939,,,1610612742,10,8,2022-01-06T00:57:54Z,780000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M43.00S,2022-01-06T00:54:45.4Z,1,REGULAR,substitution,out,[],1627780,,,1610612742,10,8,2022-01-06T00:57:54Z,790000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M43.00S,2022-01-06T00:54:45.4Z,1,REGULAR,substitution,in,[],1627737,,,1610612742,10,8,2022-01-06T00:57:54Z,800000,,,0,,SUB in: M. Chriss,[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M43.00S,2022-01-06T00:54:45.4Z,1,REGULAR,substitution,in,[],203493,,,1610612742,10,8,2022-01-06T00:57:54Z,810000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M43.00S,2022-01-06T00:54:45.4Z,1,REGULAR,substitution,in,[],1629673,,,1610612742,10,8,2022-01-06T00:57:54Z,820000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M43.00S,2022-01-06T00:58:02.1Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612742,10,8,2022-01-06T00:58:07Z,830000,,,0,,TEAM delay-of-game VIOLATION,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,1830.0,,,,,,
84,PT05M43.00S,2022-01-06T00:58:22.9Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,11,8,2022-01-06T00:58:22Z,840000,,,0,,L. Doncic Free Throw 1 of 2 (6 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,Made,,,,,6.0,,,,,,,,,,
85,PT05M43.00S,2022-01-06T00:58:39.9Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,12,8,2022-01-06T00:58:39Z,850000,,,0,,L. Doncic Free Throw 2 of 2 (7 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,Made,,,,,7.0,,,,,,,,,,
