actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
295,PT03M37.00S,2022-02-13T02:32:22.1Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,41,45,2022-02-13T03:02:49Z,2398750,,,0,,L. Doncic REBOUND (Off:0 Def:9),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,294.0,9.0,9.0,0.0,,,,,,,,,,,
243,PT03M37.00S,2022-02-13T02:33:27.3Z,2,REGULAR,substitution,out,[],203939,,,1610612742,41,45,2022-02-13T02:33:37Z,2399375,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT03M37.00S,2022-02-13T02:33:27.3Z,2,REGULAR,substitution,out,[],1630182,,,1610612742,41,45,2022-02-13T02:33:37Z,2399687,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT03M37.00S,2022-02-13T02:33:27.3Z,2,REGULAR,substitution,in,[],1628467,,,1610612742,41,45,2022-02-13T02:33:37Z,2399843,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT03M37.00S,2022-02-13T02:33:27.3Z,2,REGULAR,substitution,in,[],1628973,,,1610612742,41,45,2022-02-13T02:33:37Z,2399921,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT03M25.00S,2022-02-13T02:33:27.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,12.959921156373195,65.19607843137256,1610612742,43,45,2022-02-13T03:09:11Z,2400000,-76.0,69.0,1,left,L. Doncic 10' bank Jump Shot (14 PTS),[1629029],1610612742.0,DAL,bank,,,Doncic,L. Doncic,,,,,10.29,Made,14.0,,,,,,,,,,,,,,,,,,
242,PT03M09.00S,2022-02-13T02:33:28.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202694,88.51839684625493,54.65686274509803,1610612746,43,47,2022-02-13T03:04:32Z,2410000,23.0,55.0,1,right,M. Morris Sr. 6' Jump Shot (12 PTS),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,6.01,Made,12.0,,,,,,,,,,,,,,,,,,
249,PT02M51.00S,2022-02-13T02:33:40.1Z,2,REGULAR,3pt,Jump Shot,[],1629029,33.327858081471746,53.431372549019606,1610612742,43,47,2022-02-13T02:33:43Z,2480000,-17.0,261.0,1,left,MISS L. Doncic 26' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,26.14,Missed,,,,,,,,,,,,,,,,,,,
250,PT02M48.00S,2022-02-13T02:33:43.7Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,43,47,2022-02-13T02:33:43Z,2490000,,,0,,I. Zubac REBOUND (Off:1 Def:5),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,249.0,6.0,5.0,1.0,,,,,,,,,,,
251,PT02M41.00S,2022-02-13T02:33:51.0Z,2,REGULAR,3pt,Jump Shot,[],202704,70.25295663600527,70.34313725490196,1610612746,43,47,2022-02-13T02:33:54Z,2500000,102.0,227.0,1,right,MISS R. Jackson 24' 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,24.88,Missed,,,,,,,,,,,,,,,,,,,
252,PT02M36.00S,2022-02-13T02:33:55.3Z,2,REGULAR,rebound,defensive,[],1628467,,,1610612742,43,47,2022-02-13T02:33:55Z,2510000,,,0,,M. Kleber REBOUND (Off:0 Def:3),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,251.0,3.0,3.0,0.0,,,,,,,,,,,
253,PT02M19.00S,2022-02-13T02:34:13.1Z,2,REGULAR,3pt,Jump Shot,[],203493,9.937582128777924,4.166666666666666,1610612742,43,47,2022-02-13T02:34:16Z,2520000,229.0,41.0,1,left,MISS R. Bullock 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,23.28,Missed,,,,,,,,,,,,,,,,,,,
254,PT02M16.00S,2022-02-13T02:34:15.5Z,2,REGULAR,rebound,offensive,[],1627827,,,1610612742,43,47,2022-02-13T02:34:15Z,2530000,,,0,,D. Finney-Smith REBOUND (Off:1 Def:0),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,253.0,1.0,0.0,1.0,,,,,,,,,,,
255,PT02M13.00S,2022-02-13T02:34:19.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628973,6.915243101182654,4.411764705882353,1610612742,46,47,2022-02-13T02:34:23Z,2540000,228.0,13.0,1,left,J. Brunson 3PT  (15 PTS) (L. Doncic 6 AST),"[1628973, 1629029]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,22.82,Made,15.0,L. Doncic,1629029.0,6.0,,,,,,,,,,,,,,,
257,PT01M58.00S,2022-02-13T02:34:33.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202704,92.19776609724047,43.38235294117647,1610612746,46,47,2022-02-13T02:34:39Z,2560000,-33.0,21.0,1,right,MISS R. Jackson driving Layup,[202704],1610612746.0,LAC,driving,,,Jackson,R. Jackson,,,,,3.91,Missed,,,,,,,,,,,,,,,,,,,
258,PT01M57.00S,2022-02-13T02:34:34.3Z,2,REGULAR,rebound,offensive,[],202704,,,1610612746,46,47,2022-02-13T03:10:34Z,2570000,,,0,,R. Jackson REBOUND (Off:1 Def:3),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,257.0,4.0,3.0,1.0,,,,,,,,,,,
259,PT01M57.00S,2022-02-13T02:34:43.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,46,47,2022-02-13T02:34:43Z,2580000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT01M46.00S,2022-02-13T02:35:04.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202694,95.0065703022339,43.481924019607845,1610612746,46,47,2022-02-13T03:11:16Z,2590000,-33.0,-6.0,1,right,MISS M. Morris Sr. turnaround Shot,[202694],1610612746.0,LAC,turnaround,,,Morris Sr.,M. Morris Sr.,,,,,3.31,Missed,,,,,,,,,,,,,,,,,,,
261,PT01M46.00S,2022-02-13T02:35:04.1Z,2,REGULAR,rebound,defensive,[],1628467,,,1610612742,46,47,2022-02-13T02:35:09Z,2600000,,,0,,M. Kleber REBOUND (Off:0 Def:4),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,260.0,4.0,4.0,0.0,,,,,,,,,,,
262,PT01M44.00S,2022-02-13T02:35:10.9Z,2,REGULAR,turnover,traveling,[],1628467,,,1610612742,46,47,2022-02-13T02:35:17Z,2610000,,,0,,M. Kleber traveling TURNOVER (1 TO),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,202053.0,,,,,,1.0,,,,
263,PT01M29.00S,2022-02-13T02:35:48.9Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1627826,90.48948751642575,54.65686274509803,1610612746,46,47,2022-02-13T04:04:15Z,2620000,23.0,37.0,1,right,MISS I. Zubac Hook,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,4.36,Missed,,,,,,,,,,,,,,,,,,,
264,PT01M27.00S,2022-02-13T02:35:50.9Z,2,REGULAR,rebound,defensive,[],1628467,,,1610612742,46,47,2022-02-13T02:35:52Z,2630000,,,0,,M. Kleber REBOUND (Off:0 Def:5),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,263.0,5.0,5.0,0.0,,,,,,,,,,,
265,PT01M19.00S,2022-02-13T02:35:58.3Z,2,REGULAR,2pt,Jump Shot,[],1628973,16.507884362680684,66.91176470588235,1610612742,46,47,2022-02-13T02:36:03Z,2640000,-85.0,103.0,1,left,MISS J. Brunson 13' step back Shot,[1628973],1610612742.0,DAL,step back,,,Brunson,J. Brunson,,,,,13.31,Missed,,,,,,,,,,,,,,,,,,,
266,PT01M17.00S,2022-02-13T02:36:00.3Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,46,47,2022-02-13T02:36:03Z,2650000,,,0,,I. Zubac REBOUND (Off:1 Def:6),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,265.0,7.0,6.0,1.0,,,,,,,,,,,
267,PT01M06.00S,2022-02-13T02:36:10.6Z,2,REGULAR,2pt,Jump Shot,[],202704,87.86136662286465,31.61764705882353,1610612746,46,47,2022-02-13T02:36:15Z,2660000,-92.0,62.0,1,right,MISS R. Jackson 11' turnaround Shot,[202704],1610612746.0,LAC,turnaround,,,Jackson,R. Jackson,,,,,11.06,Missed,,,,,,,,,,,,,,,,,,,
268,PT01M04.00S,2022-02-13T02:36:12.6Z,2,REGULAR,rebound,offensive,[],202704,,,1610612746,46,47,2022-02-13T02:36:15Z,2670000,,,0,,R. Jackson REBOUND (Off:2 Def:3),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,267.0,5.0,3.0,2.0,,,,,,,,,,,
269,PT01M03.00S,2022-02-13T02:36:14.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202704,93.51182654402102,49.754901960784316,1610612746,46,49,2022-02-13T02:36:21Z,2680000,-1.0,8.0,1,right,R. Jackson putback Layup (9 PTS),[202704],1610612746.0,LAC,putback,,,Jackson,R. Jackson,,,,,0.86,Made,9.0,,,,,,,,,,,,,,,,,,
270,PT00M51.00S,2022-02-13T02:36:28.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,11.383048620236531,49.01960784313725,1610612742,48,49,2022-02-13T02:36:32Z,2690000,5.0,55.0,1,left,L. Doncic driving floating Jump Shot (16 PTS),[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,5.47,Made,16.0,,,,,,,,,,,,,,,,,,
271,PT00M31.70S,2022-02-13T02:36:55.4Z,2,REGULAR,2pt,Jump Shot,[],202704,78.26872536136662,57.107843137254896,1610612746,48,49,2022-02-13T02:36:59Z,2700000,36.0,152.0,1,right,MISS R. Jackson 15' pullup Shot,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,15.59,Missed,,,,,,,,,,,,,,,,,,,
272,PT00M29.00S,2022-02-13T02:36:58.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612742,48,49,2022-02-13T02:37:04Z,2710000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,271.0,,,,,,,,,,,,,,
273,PT00M29.00S,2022-02-13T02:37:04.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,48,49,2022-02-13T02:37:04Z,2720000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT00M05.80S,2022-02-13T02:37:30.8Z,2,REGULAR,3pt,Jump Shot,[],1628467,8.623521681997373,3.9215686274509802,1610612742,48,49,2022-02-13T02:37:39Z,2730000,230.0,29.0,1,left,MISS M. Kleber 3PT,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,23.22,Missed,,,,,,,,,,,,,,,,,,,
275,PT00M03.10S,2022-02-13T02:37:33.5Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,48,49,2022-02-13T02:37:39Z,2740000,,,0,,I. Zubac REBOUND (Off:1 Def:7),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,274.0,8.0,7.0,1.0,,,,,,,,,,,
276,PT00M00.40S,2022-02-13T02:37:36.0Z,2,REGULAR,3pt,Jump Shot,[],202694,67.49342969776609,60.29411764705882,1610612746,48,49,2022-02-13T04:06:19Z,2750000,51.0,253.0,1,right,MISS M. Morris Sr. 25' running pullup 3PT,[202694],1610612746.0,LAC,running pullup,,,Morris Sr.,M. Morris Sr.,,,,,25.83,Missed,,,,,,,,,,,,,,,,,,,
277,PT00M00.40S,2022-02-13T02:37:36.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612746,48,49,2022-02-13T02:37:42Z,2760000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,276.0,,,,,,,,,,,,,,
278,PT00M00.00S,2022-02-13T02:37:40.9Z,2,REGULAR,period,end,[],0,,,1610612746,48,49,2022-02-13T02:37:40Z,2770000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT12M00.00S,2022-02-13T02:52:29.7Z,3,REGULAR,substitution,out,['startperiod'],1628467,,,1610612746,48,49,2022-02-13T02:52:59Z,2780000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT12M00.00S,2022-02-13T02:52:29.7Z,3,REGULAR,substitution,out,['startperiod'],1629599,,,1610612746,48,49,2022-02-13T02:52:59Z,2790000,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT12M00.00S,2022-02-13T02:52:29.7Z,3,REGULAR,substitution,in,['startperiod'],203939,,,1610612746,48,49,2022-02-13T02:52:59Z,2800000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT12M00.00S,2022-02-13T02:52:29.7Z,3,REGULAR,substitution,in,['startperiod'],1629611,,,1610612746,48,49,2022-02-13T02:52:59Z,2810000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT12M00.00S,2022-02-13T02:53:08.5Z,3,REGULAR,period,start,[],0,,,1610612742,48,49,2022-02-13T02:53:08Z,2820000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT11M34.00S,2022-02-13T02:53:33.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,82.07950065703022,64.2156862745098,1610612742,48,49,2022-02-13T02:53:40Z,2830000,71.0,116.0,1,right,MISS J. Brunson 13' driving floating Shot,[1628973],1610612742.0,DAL,driving floating,,,Brunson,J. Brunson,,,,,13.61,Missed,,,,,,,,,,,,,,,,,,,
309,PT11M28.00S,2022-02-13T02:53:38.9Z,3,REGULAR,rebound,offensive,[],203939,,,1610612742,48,49,2022-02-13T02:53:39Z,2840000,,,0,,D. Powell REBOUND (Off:4 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,308.0,5.0,1.0,4.0,,,,,,,,,,,
310,PT11M28.00S,2022-02-13T02:53:38.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203939,94.40999984741211,50.0,1610612742,50,49,2022-02-13T02:53:39Z,2850000,0.0,0.0,1,right,D. Powell tip Layup (4 PTS),[203939],1610612742.0,DAL,tip,,,Powell,D. Powell,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,,,
313,PT11M07.00S,2022-02-13T02:54:00.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,12.040078843626807,57.35294117647059,1610612746,50,51,2022-02-13T02:54:16Z,2860000,-37.0,61.0,1,left,R. Jackson 7' Jump Shot (11 PTS),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,7.1,Made,11.0,,,,,,,,,,,,,,,,,,
314,PT10M52.00S,2022-02-13T02:54:14.7Z,3,REGULAR,3pt,Jump Shot,[],1627827,92.32917214191852,3.9215686274509802,1610612742,50,51,2022-02-13T02:54:19Z,2870000,-230.0,20.0,1,right,MISS D. Finney-Smith 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,23.12,Missed,,,,,,,,,,,,,,,,,,,
315,PT10M50.00S,2022-02-13T02:54:16.7Z,3,REGULAR,rebound,defensive,[],1627826,,,1610612746,50,51,2022-02-13T02:54:19Z,2880000,,,0,,I. Zubac REBOUND (Off:1 Def:8),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,314.0,9.0,8.0,1.0,,,,,,,,,,,
317,PT10M38.00S,2022-02-13T02:54:29.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,10.068988173455978,49.754901960784316,1610612746,50,53,2022-02-13T02:54:32Z,2890000,1.0,42.0,1,left,I. Zubac Hook (7 PTS) (R. Jackson 4 AST),"[1627826, 202704]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,4.21,Made,7.0,R. Jackson,202704.0,4.0,,,,,,,,,,,,,,,
319,PT10M22.00S,2022-02-13T02:54:44.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,87.07293035479631,49.26470588235294,1610612742,50,53,2022-02-13T02:54:48Z,2910000,-4.0,69.0,1,right,MISS J. Brunson 6' driving floating Shot,[1628973],1610612742.0,DAL,driving floating,,,Brunson,J. Brunson,,,,,6.91,Missed,,,,,,,,,,,,,,,,,,,
320,PT10M20.00S,2022-02-13T02:54:47.7Z,3,REGULAR,rebound,offensive,[],203939,,,1610612742,50,53,2022-02-13T02:54:47Z,2920000,,,0,,D. Powell REBOUND (Off:5 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,319.0,6.0,1.0,5.0,,,,,,,,,,,
321,PT10M20.00S,2022-02-13T02:54:47.7Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",203939,94.40999984741211,50.0,1610612742,50,53,2022-02-13T02:54:56Z,2930000,0.0,0.0,1,right,MISS D. Powell putback DUNK,[203939],1610612742.0,DAL,putback,,,Powell,D. Powell,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
322,PT10M20.00S,2022-02-13T02:54:47.7Z,3,REGULAR,rebound,defensive,[],1627826,,,1610612746,50,53,2022-02-13T02:54:56Z,2940000,,,0,,I. Zubac REBOUND (Off:1 Def:9),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,321.0,10.0,9.0,1.0,,,,,,,,,,,
323,PT10M02.00S,2022-02-13T02:55:05.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627826,13.091327201051248,55.392156862745104,1610612746,50,53,2022-02-13T02:55:09Z,2950000,-27.0,71.0,1,left,MISS I. Zubac 7' Jump Shot,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,7.56,Missed,,,,,,,,,,,,,,,,,,,
324,PT10M00.00S,2022-02-13T02:55:07.7Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,50,53,2022-02-13T02:55:09Z,2960000,,,0,,L. Doncic REBOUND (Off:0 Def:10),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,323.0,10.0,10.0,0.0,,,,,,,,,,,
325,PT09M51.00S,2022-02-13T02:55:16.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,92.77266754270697,52.473958333333336,1610612742,52,53,2022-02-13T02:55:23Z,2970000,12.0,15.0,1,right,L. Doncic Layup (18 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,1.98,Made,18.0,,,,,,,,,,,,,,,,,,
328,PT09M33.00S,2022-02-13T02:55:38.1Z,3,REGULAR,foul,personal,[],1629029,,,1610612746,52,53,2022-02-13T02:55:44Z,2980000,,,0,,L. Doncic personal FOUL (2 PF),"[1629029, 202704]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,202053.0,2.0,0.0,Jackson,202704.0,,,,,,
330,PT09M22.00S,2022-02-13T02:56:14.0Z,3,REGULAR,2pt,Jump Shot,[],202694,9.411957950065702,71.32352941176471,1610612746,52,55,2022-02-13T02:56:17Z,3000000,-107.0,36.0,1,left,M. Morris Sr. 11' pullup Jump Shot (14 PTS),[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,11.25,Made,14.0,,,,,,,,,,,,,,,,,,
331,PT09M10.00S,2022-02-13T02:56:26.7Z,3,REGULAR,3pt,Jump Shot,[],1629029,67.49342969776609,75.73529411764706,1610612742,52,55,2022-02-13T02:56:33Z,3010000,129.0,253.0,1,right,MISS L. Doncic 28' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,28.39,Missed,,,,,,,,,,,,,,,,,,,
332,PT09M06.00S,2022-02-13T02:56:30.5Z,3,REGULAR,rebound,offensive,[],203939,,,1610612742,52,55,2022-02-13T02:56:30Z,3020000,,,0,,D. Powell REBOUND (Off:6 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,331.0,7.0,1.0,6.0,,,,,,,,,,,
333,PT09M00.00S,2022-02-13T02:56:38.6Z,3,REGULAR,foul,personal,['2freethrow'],201587,,,1610612742,52,55,2022-02-13T02:56:47Z,3030000,,,0,,N. Batum shooting personal FOUL (1 PF) (Doncic 2 FT),"[201587, 1629029]",1610612746.0,LAC,shooting,,,Batum,N. Batum,,,,,,,,,,,,,,,201246.0,1.0,0.0,Doncic,1629029.0,,,,,,
337,PT09M00.00S,2022-02-13T02:57:10.7Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629029,,,1610612742,53,55,2022-02-13T02:57:10Z,3050000,,,0,,L. Doncic Free Throw 1 of 2 (19 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,19.0,,,,,,,,,,,,,,,,,,
338,PT09M00.00S,2022-02-13T02:57:27.4Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629029,,,1610612742,54,55,2022-02-13T02:57:27Z,3060000,,,0,,L. Doncic Free Throw 2 of 2 (20 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,20.0,,,,,,,,,,,,,,,,,,
339,PT08M50.00S,2022-02-13T02:57:44.0Z,3,REGULAR,foul,personal,[],203493,,,1610612746,54,55,2022-02-13T02:58:14Z,3070000,,,0,,R. Bullock personal FOUL (2 PF),"[203493, 202694]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,200832.0,2.0,0.0,Morris Sr.,202694.0,,,,,,
341,PT08M42.00S,2022-02-13T02:58:28.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202694,7.835085413929041,59.31372549019608,1610612746,54,55,2022-02-13T02:58:33Z,3090000,-47.0,21.0,1,left,MISS M. Morris Sr. driving floating bank Shot,[202694],1610612746.0,LAC,driving floating bank,,,Morris Sr.,M. Morris Sr.,,,,,5.12,Missed,,,,,,,,,,,,,,,,,,,
342,PT08M40.00S,2022-02-13T02:58:30.8Z,3,REGULAR,rebound,defensive,[],203939,,,1610612742,54,55,2022-02-13T02:58:33Z,3100000,,,0,,D. Powell REBOUND (Off:6 Def:2),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,341.0,8.0,2.0,6.0,,,,,,,,,,,
344,PT08M34.00S,2022-02-13T02:58:36.8Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629029,92.64126149802891,53.69944852941176,1610612742,54,55,2022-02-13T02:58:44Z,3110000,18.0,17.0,1,right,MISS L. Doncic running Layup,[1629029],1610612742.0,DAL,running,,,Doncic,L. Doncic,,,,,2.49,Missed,,,,,,,,,,,,,,,,,,,
345,PT08M30.00S,2022-02-13T02:58:40.8Z,3,REGULAR,rebound,defensive,[],201587,,,1610612746,54,55,2022-02-13T02:58:44Z,3120000,,,0,,N. Batum REBOUND (Off:0 Def:2),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,344.0,2.0,2.0,0.0,,,,,,,,,,,
346,PT08M15.00S,2022-02-13T02:58:55.2Z,3,REGULAR,3pt,Jump Shot,[],201587,32.53942181340342,38.671875,1610612746,54,55,2022-02-13T02:59:00Z,3130000,57.0,253.0,1,left,MISS N. Batum 25' 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,25.96,Missed,,,,,,,,,,,,,,,,,,,
347,PT08M12.00S,2022-02-13T02:58:58.2Z,3,REGULAR,rebound,defensive,[],1628973,,,1610612742,54,55,2022-02-13T02:59:00Z,3140000,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,346.0,1.0,1.0,0.0,,,,,,,,,,,
348,PT07M57.00S,2022-02-13T02:59:12.9Z,3,REGULAR,3pt,Jump Shot,[],203493,87.86136662286465,3.431372549019608,1610612742,57,55,2022-02-13T02:59:16Z,3150000,-233.0,62.0,1,right,R. Bullock 24' 3PT  (14 PTS) (J. Brunson 2 AST),"[203493, 1628973]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,24.08,Made,14.0,J. Brunson,1628973.0,2.0,,,,,,,,,,,,,,,
350,PT07M39.00S,2022-02-13T02:59:30.9Z,3,REGULAR,2pt,Jump Shot,[],202704,23.73521681997372,65.19607843137256,1610612746,57,55,2022-02-13T02:59:34Z,3170000,-76.0,171.0,1,left,MISS R. Jackson 18' pullup Shot,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,18.68,Missed,,,,,,,,,,,,,,,,,,,
351,PT07M38.00S,2022-02-13T02:59:31.9Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,57,55,2022-02-13T02:59:34Z,3180000,,,0,,L. Doncic REBOUND (Off:0 Def:11),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,350.0,11.0,11.0,0.0,,,,,,,,,,,
352,PT07M33.00S,2022-02-13T02:59:38.4Z,3,REGULAR,foul,personal,[],202694,,,1610612742,57,55,2022-02-13T03:00:17Z,3182500,,,0,,M. Morris Sr. personal FOUL (3 PF),"[202694, 203939]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,200832.0,3.0,0.0,Powell,203939.0,,,,,,
354,PT07M33.00S,2022-02-13T02:59:53.3Z,3,REGULAR,substitution,out,[],203493,,,1610612742,57,55,2022-02-13T03:00:00Z,3185000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT07M33.00S,2022-02-13T02:59:53.3Z,3,REGULAR,substitution,in,[],1630182,,,1610612742,57,55,2022-02-13T03:00:00Z,3187500,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
