actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,value,blockPlayerName,blockPersonId
186,PT10M04.00S,2021-11-30T01:13:45.0Z,2,REGULAR,rebound,offensive,[],203473,,,1610612748,25,35,2021-11-30T01:13:48Z,1860000,,,0,,D. Dedmon REBOUND (Off:3 Def:2),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,185.0,5.0,2.0,3.0,,,,,,
187,PT10M03.00S,2021-11-30T01:13:45.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203473,7.440867279894875,49.50980392156863,1610612748,27,35,2021-11-30T01:13:50Z,1870000,2.0,17.0,1,left,D. Dedmon putback Layup (6 PTS),[203473],1610612748.0,MIA,putback,,,Dedmon,D. Dedmon,,,,,,,,,,Made,6.0,,,,1.76,,,,,,,,,,
188,PT09M56.00S,2021-11-30T01:13:55.2Z,2,REGULAR,turnover,out-of-bounds,[],203115,,,1610612743,27,35,2021-11-30T01:14:03Z,1880000,,,0,,W. Barton lost ball out-of-bounds TURNOVER (2 TO),[203115],1610612743.0,DEN,lost ball,,,Barton,W. Barton,,,,,2003.0,,,,,,,2.0,,,,,,,,,,,,,
189,PT09M56.00S,2021-11-30T01:13:58.3Z,2,REGULAR,substitution,out,[],203473,,,1610612748,27,35,2021-11-30T01:14:02Z,1890000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M56.00S,2021-11-30T01:13:58.3Z,2,REGULAR,substitution,in,[],1628389,,,1610612748,27,35,2021-11-30T01:14:02Z,1900000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M48.00S,2021-11-30T01:14:12.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628389,7.703679369250986,46.32352941176471,1610612748,29,35,2021-11-30T01:14:17Z,1910000,18.0,20.0,1,left,B. Adebayo alley-oop DUNK (2 PTS) (M. Strus 1 AST),"[1628389, 1629622]",1610612748.0,MIA,alley-oop,,,Adebayo,B. Adebayo,,,,,,,,,,Made,2.0,,,,2.71,,,,,M. Strus,1629622.0,1.0,,,
193,PT09M26.00S,2021-11-30T01:14:36.1Z,2,REGULAR,turnover,out-of-bounds,[],203115,,,1610612743,29,35,2021-11-30T01:14:43Z,1930000,,,0,,W. Barton bad pass out-of-bounds TURNOVER (3 TO),[203115],1610612743.0,DEN,bad pass,,,Barton,W. Barton,,,,,2003.0,,,,,,,3.0,,,,,,,,,,,,,
194,PT09M19.00S,2021-11-30T01:14:46.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629622,5.995400788436268,3.1862745098039214,1610612748,32,35,2021-11-30T01:14:50Z,1940000,234.0,4.0,1,left,M. Strus 3PT  (6 PTS) (B. Adebayo 3 AST),"[1629622, 1628389]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,Made,6.0,,,,23.41,,,,,B. Adebayo,1628389.0,3.0,,,
196,PT09M19.00S,2021-11-30T01:14:52.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,32,35,2021-11-30T01:14:52Z,1960000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M19.00S,2021-11-30T01:17:07.8Z,2,REGULAR,substitution,out,[],203115,,,1610612743,32,35,2021-11-30T01:17:35Z,1970000,,,0,,SUB out: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M19.00S,2021-11-30T01:17:07.8Z,2,REGULAR,substitution,out,[],1628427,,,1610612743,32,35,2021-11-30T01:17:35Z,1980000,,,0,,SUB out: V. Cancar,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT09M19.00S,2021-11-30T01:17:07.8Z,2,REGULAR,substitution,in,[],201145,,,1610612743,32,35,2021-11-30T01:17:35Z,1990000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M19.00S,2021-11-30T01:17:07.8Z,2,REGULAR,substitution,in,[],203932,,,1610612743,32,35,2021-11-30T01:17:35Z,2000000,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M03.00S,2021-11-30T01:18:04.2Z,2,REGULAR,3pt,Jump Shot,[],1630538,64.33968462549278,32.84313725490196,1610612743,32,38,2021-11-30T01:18:10Z,2010000,-86.0,283.0,1,right,B. Hyland 29' 3PT  (8 PTS) (F. Campazzo 3 AST),"[1630538, 1630267]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,Made,8.0,,,,29.54,,,,,F. Campazzo,1630267.0,3.0,,,
203,PT08M46.00S,2021-11-30T01:18:21.1Z,2,REGULAR,3pt,Jump Shot,[],1629622,28.33442838370565,18.627450980392158,1610612748,35,38,2021-11-30T01:18:27Z,2030000,157.0,214.0,1,left,M. Strus 26' 3PT  (9 PTS) (K. Lowry 6 AST),"[1629622, 200768]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,Made,9.0,,,,26.52,,,,,K. Lowry,200768.0,6.0,,,
205,PT08M33.00S,2021-11-30T01:18:33.8Z,2,REGULAR,3pt,Jump Shot,[],1630538,74.98357424441524,86.27450980392157,1610612743,35,41,2021-11-30T01:18:39Z,2050000,181.0,183.0,1,right,B. Hyland 25' 3PT  (11 PTS) (A. Gordon 1 AST),"[1630538, 203932]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,Made,11.0,,,,25.75,,,,,A. Gordon,203932.0,1.0,,,
207,PT08M21.00S,2021-11-30T01:18:46.8Z,2,REGULAR,turnover,out-of-bounds,[],1628389,,,1610612748,35,41,2021-11-30T01:18:54Z,2070000,,,0,,B. Adebayo bad pass out-of-bounds TURNOVER (2 TO),[1628389],1610612748.0,MIA,bad pass,,,Adebayo,B. Adebayo,,,,,1626302.0,,,,,,,2.0,,,,,,,,,,,,,
208,PT08M21.00S,2021-11-30T01:18:51.1Z,2,REGULAR,substitution,out,[],1629216,,,1610612743,35,41,2021-11-30T01:18:54Z,2080000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M21.00S,2021-11-30T01:18:51.1Z,2,REGULAR,substitution,in,[],1629130,,,1610612743,35,41,2021-11-30T01:18:54Z,2090000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M13.00S,2021-11-30T01:19:15.8Z,2,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612743,35,41,2021-11-30T01:19:31Z,2100000,,,0,,D. Robinson shooting personal FOUL (2 PF) (Gordon 2 FT),"[1629130, 203932]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,1626302.0,2.0,0.0,Gordon,203932.0,,,,,,,,,,,,,,,,
212,PT08M13.00S,2021-11-30T01:19:52.1Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203932,,,1610612743,35,42,2021-11-30T01:19:52Z,2120000,,,0,,A. Gordon Free Throw 1 of 2 (3 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
213,PT08M13.00S,2021-11-30T01:19:52.1Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203932,,,1610612743,35,42,2021-11-30T01:20:15Z,2130000,,,0,,MISS A. Gordon Free Throw 2 of 2,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,Missed,,,,,,,,,,,,,,,
214,PT08M11.00S,2021-11-30T01:19:54.1Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,35,42,2021-11-30T01:20:15Z,2140000,,,0,,C. Martin REBOUND (Off:0 Def:3),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,213.0,3.0,3.0,0.0,,,,,,
215,PT07M54.00S,2021-11-30T01:20:30.8Z,2,REGULAR,3pt,Jump Shot,[],1629130,30.17411300919842,72.79411764705883,1610612748,35,42,2021-11-30T01:20:36Z,2150000,-114.0,231.0,1,left,MISS D. Robinson 25' pullup 3PT,[1629130],1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,,,,,,Missed,,,,,25.77,,,,,,,,,,
216,PT07M49.00S,2021-11-30T01:20:35.8Z,2,REGULAR,rebound,offensive,[],1628389,,,1610612748,35,42,2021-11-30T01:20:36Z,2160000,,,0,,B. Adebayo REBOUND (Off:2 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,215.0,3.0,1.0,2.0,,,,,,
217,PT07M41.00S,2021-11-30T01:20:43.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628997,6.258212877792378,2.941176470588235,1610612748,35,42,2021-11-30T01:20:50Z,2170000,235.0,6.0,1,left,MISS C. Martin 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,Missed,,,,,23.54,,,,,,,,,,
218,PT07M40.00S,2021-11-30T01:20:44.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612743,35,42,2021-11-30T01:20:50Z,2180000,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,217.0,,,,,,,,,
219,PT07M40.00S,2021-11-30T01:20:47.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,35,42,2021-11-30T01:20:47Z,2190000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M16.00S,2021-11-30T01:21:14.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201145,86.28449408672799,37.00980392156863,1610612743,35,42,2021-11-30T01:21:21Z,2200000,-65.0,76.0,1,right,MISS J. Green 10' turnaround fadeaway Shot,[201145],1610612743.0,DEN,turnaround fadeaway,,,Green,J. Green,,,,,,,,,,Missed,,,,,10.03,,,,,,,,,,
221,PT07M14.00S,2021-11-30T01:21:16.3Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,35,42,2021-11-30T01:21:21Z,2210000,,,0,,B. Adebayo REBOUND (Off:2 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,220.0,4.0,2.0,2.0,,,,,,
222,PT07M05.00S,2021-11-30T01:21:25.4Z,2,REGULAR,3pt,Jump Shot,[],1629622,31.225361366622867,30.88235294117647,1610612748,35,42,2021-11-30T01:21:30Z,2220000,96.0,241.0,1,left,MISS M. Strus 25' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,Missed,,,,,25.93,,,,,,,,,,
223,PT07M02.00S,2021-11-30T01:21:28.4Z,2,REGULAR,rebound,defensive,[],203932,,,1610612743,35,42,2021-11-30T01:21:30Z,2230000,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,222.0,1.0,1.0,0.0,,,,,,
224,PT06M57.00S,2021-11-30T01:21:36.6Z,2,REGULAR,foul,personal,['2freethrow'],200768,,,1610612743,35,42,2021-11-30T01:21:47Z,2240000,,,0,,K. Lowry shooting personal FOUL (2 PF) (Hyland 2 FT),"[200768, 1630538]",1610612748.0,MIA,shooting,,,Lowry,K. Lowry,,,,,1626302.0,2.0,0.0,Hyland,1630538.0,,,,,,,,,,,,,,,,
226,PT06M57.00S,2021-11-30T01:22:02.3Z,2,REGULAR,freethrow,1 of 2,[],1630538,,,1610612743,35,43,2021-11-30T01:22:02Z,2260000,,,0,,B. Hyland Free Throw 1 of 2 (12 PTS),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,
227,PT06M57.00S,2021-11-30T01:22:02.8Z,2,REGULAR,substitution,out,[],1630267,,,1610612743,35,43,2021-11-30T01:22:11Z,2270000,,,0,,SUB out: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M57.00S,2021-11-30T01:22:02.8Z,2,REGULAR,substitution,out,[],203085,,,1610612743,35,43,2021-11-30T01:22:11Z,2280000,,,0,,SUB out: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M57.00S,2021-11-30T01:22:02.8Z,2,REGULAR,substitution,in,[],1628420,,,1610612743,35,43,2021-11-30T01:22:11Z,2290000,,,0,,SUB in: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M57.00S,2021-11-30T01:22:02.8Z,2,REGULAR,substitution,in,[],203999,,,1610612743,35,43,2021-11-30T01:22:11Z,2300000,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M57.00S,2021-11-30T01:22:31.8Z,2,REGULAR,freethrow,2 of 2,[],1630538,,,1610612743,35,44,2021-11-30T01:22:31Z,2310000,,,0,,B. Hyland Free Throw 2 of 2 (13 PTS),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,
232,PT06M43.00S,2021-11-30T01:22:48.5Z,2,REGULAR,3pt,Jump Shot,[],1629130,4.418528252299605,3.431372549019608,1610612748,35,44,2021-11-30T01:22:55Z,2320000,233.0,-11.0,1,left,MISS D. Robinson 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,Missed,,,,,23.31,,,,,,,,,,
233,PT06M38.00S,2021-11-30T01:22:53.5Z,2,REGULAR,rebound,defensive,[],1628420,,,1610612743,35,44,2021-11-30T01:22:55Z,2330000,,,0,,M. Morris REBOUND (Off:0 Def:2),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,232.0,2.0,2.0,0.0,,,,,,
234,PT06M23.00S,2021-11-30T01:23:07.9Z,2,REGULAR,3pt,Jump Shot,[],201145,95.48291721419186,95.58823529411765,1610612743,35,47,2021-11-30T01:23:13Z,2340000,228.0,-10.0,1,right,J. Green 3PT  (6 PTS) (N. Jokic 1 AST),"[201145, 203999]",1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,Made,6.0,,,,22.81,,,,,N. Jokic,203999.0,1.0,,,
236,PT06M21.00S,2021-11-30T01:23:14.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,35,47,2021-11-30T01:23:14Z,2360000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M21.00S,2021-11-30T01:25:21.4Z,2,REGULAR,substitution,out,[],200768,,,1610612748,35,47,2021-11-30T01:25:53Z,2370000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M21.00S,2021-11-30T01:25:21.4Z,2,REGULAR,substitution,out,[],1628997,,,1610612748,35,47,2021-11-30T01:25:53Z,2380000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M21.00S,2021-11-30T01:25:21.4Z,2,REGULAR,substitution,in,[],1629216,,,1610612748,35,47,2021-11-30T01:25:53Z,2390000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M21.00S,2021-11-30T01:25:21.4Z,2,REGULAR,substitution,in,[],200782,,,1610612748,35,47,2021-11-30T01:25:53Z,2400000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M00.00S,2021-11-30T01:26:24.0Z,2,REGULAR,3pt,Jump Shot,[],1629622,30.042706964520367,16.666666666666664,1610612748,35,47,2021-11-30T01:26:32Z,2410000,167.0,230.0,1,left,MISS M. Strus 28' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,Missed,,,,,28.4,,,,,,,,,,
242,PT06M00.00S,2021-11-30T01:26:24.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612743,35,47,2021-11-30T01:26:32Z,2420000,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,241.0,,,,,,,,,
243,PT06M00.00S,2021-11-30T01:26:31.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,35,47,2021-11-30T01:26:31Z,2430000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M50.00S,2021-11-30T01:26:53.1Z,2,REGULAR,turnover,offensive goaltending,[],203932,,,1610612743,35,47,2021-11-30T01:27:16Z,2440000,,,0,,A. Gordon offensive goaltending TURNOVER (1 TO),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,1626302.0,,,,,,,1.0,,,,,,,,,,,,,
245,PT05M41.00S,2021-11-30T01:27:19.5Z,2,REGULAR,foul,personal,[],1630538,,,1610612748,35,47,2021-11-30T01:37:14Z,2450000,,,0,,B. Hyland personal FOUL (1 PF),"[1630538, 1629622]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,201246.0,1.0,0.0,Strus,1629622.0,,,,,,,,,,,,,,,,
247,PT05M32.00S,2021-11-30T01:27:46.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628389,7.046649145860711,50.73529411764706,1610612748,35,47,2021-11-30T01:27:59Z,2470000,-4.0,14.0,1,left,MISS B. Adebayo driving Layup,[1628389],1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,,,,,,Missed,,,,,1.42,,,,,,,,,,
248,PT05M30.00S,2021-11-30T01:27:48.6Z,2,REGULAR,rebound,offensive,[],1628389,,,1610612748,35,47,2021-11-30T01:27:59Z,2480000,,,0,,B. Adebayo REBOUND (Off:3 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,247.0,5.0,2.0,3.0,,,,,,
249,PT05M29.00S,2021-11-30T01:27:49.9Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629130,25.837713534822605,84.80392156862744,1610612748,35,47,2021-11-30T01:28:02Z,2490000,-174.0,190.0,1,left,MISS D. Robinson 25' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,Missed,,,,,25.79,,,,,,,,,,
250,PT05M24.00S,2021-11-30T01:27:54.9Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,35,47,2021-11-30T01:28:02Z,2500000,,,0,,N. Jokic REBOUND (Off:2 Def:6),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,249.0,8.0,6.0,2.0,,,,,,
251,PT05M17.00S,2021-11-30T01:28:01.4Z,2,REGULAR,turnover,bad pass,[],1630538,,,1610612743,35,47,2021-11-30T01:28:05Z,2510000,,,0,,B. Hyland bad pass TURNOVER (1 TO),"[1630538, 1629216]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,1.0,Vincent,1629216.0,,,,,,,,,,,
252,PT05M17.00S,2021-11-30T01:28:01.4Z,2,REGULAR,steal,,[],1629216,,,1610612748,35,47,2021-11-30T01:28:03Z,2520000,,,0,,G. Vincent STEAL (1 STL),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M03.00S,2021-11-30T01:28:15.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629622,6.915243101182654,2.450980392156863,1610612748,35,47,2021-11-30T01:28:28Z,2530000,238.0,13.0,1,left,MISS M. Strus 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,Missed,,,,,23.8,,,,,,,,,,
254,PT05M01.00S,2021-11-30T01:28:17.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612743,35,47,2021-11-30T01:28:28Z,2540000,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,253.0,,,,,,,,,
255,PT05M01.00S,2021-11-30T01:28:27.9Z,2,REGULAR,foul,personal,[],1628389,,,1610612743,35,47,2021-11-30T01:28:36Z,2550000,,,0,,B. Adebayo loose ball personal FOUL (2 PF),"[1628389, 203999]",1610612748.0,MIA,loose ball,,,Adebayo,B. Adebayo,,,,,2003.0,2.0,0.0,Jokic,203999.0,,,,,,,,,,,,,,,,
257,PT05M01.00S,2021-11-30T01:28:35.9Z,2,REGULAR,substitution,out,[],1630538,,,1610612743,35,47,2021-11-30T01:28:37Z,2570000,,,0,,SUB out: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M01.00S,2021-11-30T01:28:35.9Z,2,REGULAR,substitution,in,[],203115,,,1610612743,35,47,2021-11-30T01:28:37Z,2580000,,,0,,SUB in: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M49.00S,2021-11-30T01:28:47.7Z,2,REGULAR,3pt,Jump Shot,[],1628420,68.67608409986859,25.98039215686275,1610612743,35,50,2021-11-30T01:28:52Z,2590000,-120.0,242.0,1,right,M. Morris 27' 3PT  (7 PTS) (N. Jokic 2 AST),"[1628420, 203999]",1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,Made,7.0,,,,27.01,,,,,N. Jokic,203999.0,2.0,,,
261,PT04M25.00S,2021-11-30T01:29:11.2Z,2,REGULAR,2pt,Jump Shot,[],1629216,22.946780551905388,41.911764705882355,1610612748,35,50,2021-11-30T01:29:18Z,2610000,40.0,163.0,1,left,MISS G. Vincent 16' pullup Shot,[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,,,,,,Missed,,,,,16.81,,,,,,,,,,
262,PT04M21.00S,2021-11-30T01:29:15.2Z,2,REGULAR,rebound,offensive,[],1629216,,,1610612748,35,50,2021-11-30T01:36:41Z,2620000,,,0,,G. Vincent REBOUND (Off:1 Def:0),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,261.0,1.0,0.0,1.0,,,,,,
263,PT04M20.00S,2021-11-30T01:29:17.7Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1628389,10.85742444152431,50.0,1610612748,35,50,2021-11-30T01:29:26Z,2630000,0.0,50.0,1,left,MISS B. Adebayo turnaround Hook,[1628389],1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,,,,,,Missed,,,,,4.96,,,,,,,,,,
264,PT04M14.00S,2021-11-30T01:29:23.7Z,2,REGULAR,rebound,defensive,[],203115,,,1610612743,35,50,2021-11-30T01:29:26Z,2640000,,,0,,W. Barton REBOUND (Off:0 Def:4),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,263.0,4.0,4.0,0.0,,,,,,
265,PT04M08.00S,2021-11-30T01:29:29.2Z,2,REGULAR,3pt,Jump Shot,[],1628420,87.59855453350855,2.696078431372549,1610612743,35,50,2021-11-30T01:29:36Z,2650000,-237.0,64.0,1,right,MISS M. Morris 24' 3PT,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,Missed,,,,,24.5,,,,,,,,,,
266,PT04M03.00S,2021-11-30T01:29:34.2Z,2,REGULAR,rebound,defensive,[],1629130,,,1610612748,35,50,2021-11-30T01:29:36Z,2660000,,,0,,D. Robinson REBOUND (Off:0 Def:2),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,265.0,2.0,2.0,0.0,,,,,,
267,PT03M55.00S,2021-11-30T01:29:41.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,16.770696452036795,49.754901960784316,1610612748,37,50,2021-11-30T01:29:45Z,2670000,1.0,105.0,1,left,B. Adebayo 10' pullup Jump Shot (4 PTS) (G. Vincent 1 AST),"[1628389, 1629216]",1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,,,,,,Made,4.0,,,,10.51,,,,,G. Vincent,1629216.0,1.0,,,
269,PT03M34.00S,2021-11-30T01:30:03.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201145,92.46057818659659,50.0,1610612743,37,52,2021-11-30T01:30:07Z,2690000,0.0,18.0,1,right,J. Green DUNK (8 PTS) (A. Gordon 2 AST),"[201145, 203932]",1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,Made,8.0,,,,1.84,,,,,A. Gordon,203932.0,2.0,,,
271,PT03M23.00S,2021-11-30T01:30:13.8Z,2,REGULAR,3pt,Jump Shot,[],1629130,4.5499342969776615,96.32352941176471,1610612748,37,52,2021-11-30T01:30:18Z,2710000,-232.0,-10.0,1,left,MISS D. Robinson 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,Missed,,,,,23.18,,,,,,,,,,
272,PT03M20.00S,2021-11-30T01:30:16.8Z,2,REGULAR,rebound,defensive,[],1628420,,,1610612743,37,52,2021-11-30T01:30:18Z,2720000,,,0,,M. Morris REBOUND (Off:0 Def:3),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,271.0,3.0,3.0,0.0,,,,,,
273,PT03M07.00S,2021-11-30T01:30:37.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629130,,,1610612743,37,52,2021-11-30T01:30:52Z,2730000,,,0,,D. Robinson personal FOUL (3 PF) (Gordon 2 FT),"[1629130, 203932]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,201246.0,3.0,0.0,Gordon,203932.0,,,,,,,,,,,,,,,,
275,PT03M07.00S,2021-11-30T01:31:05.5Z,2,REGULAR,freethrow,1 of 2,[],203932,,,1610612743,37,52,2021-11-30T01:31:05Z,2750000,,,0,,MISS A. Gordon Free Throw 1 of 2,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,Missed,,,,,,,,,,,,,,,
276,PT03M07.00S,2021-11-30T01:31:05.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,37,52,2021-11-30T01:31:05Z,2760000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,275.0,,,,,,,,,
