actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
15,PT10M52.00S,2022-03-01T00:43:55.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",202696,6.258212877792378,49.26470588235294,1610612741,0,4,2022-03-01T00:44:01Z,150000,4.0,6.0,1,left,N. Vucevic cutting DUNK (2 PTS) (Z. LaVine 1 AST),"[202696, 203897]",1610612741.0,CHI,cutting,,,Vucevic,N. Vucevic,,,,,0.73,Made,,,,,2.0,,,Z. LaVine,203897.0,1.0,,,,,,,,
17,PT10M39.00S,2022-03-01T00:44:09.0Z,1,REGULAR,2pt,Jump Shot,[],1628389,77.7431011826544,59.55882352941176,1610612748,2,4,2022-03-01T00:44:15Z,170000,48.0,157.0,1,right,B. Adebayo 16' Jump Shot (2 PTS) (G. Vincent 1 AST),"[1628389, 1629216]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,16.38,Made,,,,,2.0,,,G. Vincent,1629216.0,1.0,,,,,,,,
19,PT10M22.00S,2022-03-01T00:44:25.6Z,1,REGULAR,2pt,Jump Shot,[],201942,24.26084099868594,37.00980392156863,1610612741,2,6,2022-03-01T00:44:31Z,190000,65.0,176.0,1,left,D. DeRozan 18' pullup Jump Shot (2 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,18.72,Made,,,,,2.0,,,,,,,,,,,,,
20,PT10M09.00S,2022-03-01T00:44:38.1Z,1,REGULAR,3pt,Jump Shot,[],1629130,65.65374507227332,52.94117647058824,1610612748,2,6,2022-03-01T00:44:48Z,200000,15.0,270.0,1,right,MISS D. Robinson 27' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,27.08,Missed,,,,,,,,,,,,,,,,,,
21,PT10M06.00S,2022-03-01T00:44:41.7Z,1,REGULAR,rebound,offensive,[],1629130,,,1610612748,2,6,2022-03-01T00:44:41Z,210000,,,0,,D. Robinson REBOUND (Off:1 Def:0),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,20.0,1.0,0.0,1.0,,,,,,,,,,,,,,
22,PT09M57.00S,2022-03-01T00:44:50.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202710,87.99277266754271,51.71568627450981,1610612748,2,6,2022-03-01T00:44:55Z,220000,9.0,60.0,1,right,MISS J. Butler 6' driving floating Shot,[202710],1610612748.0,MIA,driving floating,,,Butler,J. Butler,,,,,6.1,Missed,,,,,,,,,,,,,,,,,,
23,PT09M56.00S,2022-03-01T00:44:52.3Z,1,REGULAR,rebound,offensive,[],202710,,,1610612748,2,6,2022-03-01T00:44:52Z,230000,,,0,,J. Butler REBOUND (Off:1 Def:0),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,22.0,1.0,0.0,1.0,,,,,,,,,,,,,,
24,PT09M54.00S,2022-03-01T00:44:54.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202710,93.24901445466492,53.18627450980392,1610612748,4,6,2022-03-01T00:45:50Z,240000,16.0,11.0,1,right,J. Butler Layup (2 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,1.93,Made,,,,,2.0,,,,,,,,,,,,,
25,PT09M46.00S,2022-03-01T00:45:02.4Z,1,REGULAR,turnover,lost ball,[],203897,,,1610612741,4,6,2022-03-01T00:45:07Z,250000,,,0,,Z. LaVine lost ball TURNOVER (1 TO),"[203897, 202710]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,1.0,,,,Butler,202710.0,,,,,,
26,PT09M46.00S,2022-03-01T00:45:02.4Z,1,REGULAR,steal,,[],202710,,,1610612748,4,6,2022-03-01T00:45:07Z,260000,,,0,,J. Butler STEAL (1 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
27,PT09M40.00S,2022-03-01T00:45:07.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202710,91.80354796320631,52.69607843137255,1610612748,4,6,2022-03-01T00:45:14Z,270000,13.0,25.0,1,right,MISS J. Butler running Layup,[202710],1610612748.0,MIA,running,,,Butler,J. Butler,,,,,2.8,Missed,,,,,,,,,,,,,,,,,,
28,PT09M39.00S,2022-03-01T00:45:08.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612741,4,6,2022-03-01T00:45:14Z,280000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,
29,PT09M39.00S,2022-03-01T00:45:13.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,4,6,2022-03-01T00:45:13Z,290000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT09M28.00S,2022-03-01T00:45:27.9Z,1,REGULAR,turnover,bad pass,[],201942,,,1610612741,4,6,2022-03-01T00:45:34Z,300000,,,0,,D. DeRozan bad pass TURNOVER (1 TO),"[201942, 200782]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,1.0,,,,Tucker,200782.0,,,,,,
31,PT09M28.00S,2022-03-01T00:45:27.9Z,1,REGULAR,steal,,[],200782,,,1610612748,4,6,2022-03-01T00:45:31Z,310000,,,0,,P. Tucker STEAL (1 STL),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
32,PT09M17.00S,2022-03-01T00:45:39.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],200782,66.5735873850197,40.68627450980392,1610612748,4,6,2022-03-01T00:45:45Z,320000,-47.0,262.0,1,right,MISS P. Tucker 26' 3PT,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,26.58,Missed,,,,,,,,,,,,,,,,,,
33,PT09M12.00S,2022-03-01T00:45:44.0Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,4,6,2022-03-01T00:45:45Z,330000,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,
34,PT09M04.00S,2022-03-01T00:45:51.5Z,1,REGULAR,3pt,Jump Shot,[],201942,33.722076215505915,46.568627450980394,1610612741,4,6,2022-03-01T00:45:57Z,340000,17.0,264.0,1,left,MISS D. DeRozan 26' 3PT,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,26.51,Missed,,,,,,,,,,,,,,,,,,
35,PT09M00.00S,2022-03-01T00:45:55.5Z,1,REGULAR,rebound,defensive,[],200782,,,1610612748,4,6,2022-03-01T00:45:57Z,350000,,,0,,P. Tucker REBOUND (Off:0 Def:2),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,34.0,2.0,2.0,0.0,,,,,,,,,,,,,,
36,PT08M51.00S,2022-03-01T00:46:07.2Z,1,REGULAR,foul,personal,['2freethrow'],202696,,,1610612748,4,6,2022-03-01T00:46:18Z,360000,,,0,,N. Vucevic shooting personal FOUL (1 PF) (Adebayo 2 FT),"[202696, 1628389]",1610612741.0,CHI,shooting,,,Vucevic,N. Vucevic,,,,,,,,,,,,2002.0,,,,,,,1.0,0.0,Adebayo,1628389.0,,
38,PT08M51.00S,2022-03-01T00:46:35.7Z,1,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,5,6,2022-03-01T00:46:35Z,380000,,,0,,B. Adebayo Free Throw 1 of 2 (3 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
39,PT08M51.00S,2022-03-01T00:46:54.1Z,1,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,6,6,2022-03-01T00:46:54Z,390000,,,0,,B. Adebayo Free Throw 2 of 2 (4 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
40,PT08M40.00S,2022-03-01T00:47:06.6Z,1,REGULAR,3pt,Jump Shot,[],202696,26.363337713534822,82.59803921568627,1610612741,6,6,2022-03-01T00:47:12Z,400000,-163.0,195.0,1,left,MISS N. Vucevic 25' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,25.44,Missed,,,,,,,,,,,,,,,,,,
41,PT08M36.00S,2022-03-01T00:47:10.6Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,6,6,2022-03-01T00:47:12Z,410000,,,0,,J. Butler REBOUND (Off:1 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,40.0,2.0,1.0,1.0,,,,,,,,,,,,,,
42,PT08M26.00S,2022-03-01T00:47:20.0Z,1,REGULAR,3pt,Jump Shot,[],1629216,65.52233902759527,44.6078431372549,1610612748,9,6,2022-03-01T00:47:25Z,420000,-27.0,272.0,1,right,G. Vincent 27' 3PT  (3 PTS) (D. Robinson 1 AST),"[1629216, 1629130]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,27.29,Made,,,,,3.0,,,D. Robinson,1629130.0,1.0,,,,,,,,
44,PT08M14.00S,2022-03-01T00:47:32.5Z,1,REGULAR,turnover,bad pass,[],201942,,,1610612741,9,6,2022-03-01T00:47:38Z,440000,,,0,,D. DeRozan bad pass TURNOVER (2 TO),"[201942, 1628389]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,2.0,,,,Adebayo,1628389.0,,,,,,
45,PT08M14.00S,2022-03-01T00:47:32.5Z,1,REGULAR,steal,,[],1628389,,,1610612748,9,6,2022-03-01T00:50:26Z,450000,,,0,,B. Adebayo STEAL (1 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M10.00S,2022-03-01T00:47:35.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202710,92.9862023653088,50.73529411764706,1610612748,11,6,2022-03-01T00:47:43Z,460000,4.0,13.0,1,right,J. Butler running DUNK (4 PTS) (P. Tucker 1 AST),"[202710, 200782]",1610612748.0,MIA,running,,,Butler,J. Butler,,,,,1.39,Made,,,,,4.0,,,P. Tucker,200782.0,1.0,,,,,,,,
48,PT07M49.00S,2022-03-01T00:47:57.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202696,5.863994743758213,54.90196078431373,1610612741,11,8,2022-03-01T00:48:02Z,480000,-25.0,3.0,1,left,N. Vucevic Layup (4 PTS) (Z. LaVine 2 AST),"[202696, 203897]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,2.46,Made,,,,,4.0,,,Z. LaVine,203897.0,2.0,,,,,,,,
50,PT07M39.00S,2022-03-01T00:48:07.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,92.59198423127464,52.69607843137255,1610612748,13,8,2022-03-01T00:51:27Z,500000,13.0,17.0,1,right,B. Adebayo finger roll Layup (6 PTS),[1628389],1610612748.0,MIA,finger roll,,,Adebayo,B. Adebayo,,,,,2.18,Made,,,,,6.0,,,,,,,,,,,,,
51,PT07M28.00S,2022-03-01T00:48:17.2Z,1,REGULAR,2pt,Jump Shot,[],203897,18.2161629434954,75.0,1610612741,13,10,2022-03-01T00:48:22Z,510000,-125.0,119.0,1,left,Z. LaVine 17' pullup Jump Shot (2 PTS),[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,17.24,Made,,,,,2.0,,,,,,,,,,,,,
52,PT07M18.00S,2022-03-01T00:48:32.3Z,1,REGULAR,foul,personal,[],1630245,,,1610612748,13,10,2022-03-01T00:48:42Z,520000,,,0,,A. Dosunmu personal FOUL (1 PF),"[1630245, 1629130]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,2002.0,,,,,,,1.0,0.0,Robinson,1629130.0,,
54,PT07M10.00S,2022-03-01T00:48:56.4Z,1,REGULAR,3pt,Jump Shot,[],1629130,68.67608409986859,27.696078431372552,1610612748,16,10,2022-03-01T00:52:25Z,540000,-112.0,242.0,1,right,D. Robinson 26' 3PT pullup (3 PTS) (B. Adebayo 1 AST),"[1629130, 1628389]",1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,26.64,Made,,,,,3.0,,,B. Adebayo,1628389.0,1.0,,,,,,,,
56,PT06M49.00S,2022-03-01T00:49:17.6Z,1,REGULAR,turnover,bad pass,[],1630245,,,1610612741,16,10,2022-03-01T00:56:25Z,560000,,,0,,A. Dosunmu bad pass TURNOVER (1 TO),"[1630245, 202710]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,1.0,,,,Butler,202710.0,,,,,,
57,PT06M49.00S,2022-03-01T00:49:17.6Z,1,REGULAR,steal,,[],202710,,,1610612748,16,10,2022-03-01T00:49:21Z,570000,,,0,,J. Butler STEAL (2 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M43.00S,2022-03-01T00:49:25.2Z,1,REGULAR,foul,personal,['2freethrow'],203897,,,1610612748,16,10,2022-03-01T00:49:36Z,580000,,,0,,Z. LaVine shooting personal FOUL (1 PF) (Butler 2 FT),"[203897, 202710]",1610612741.0,CHI,shooting,,,LaVine,Z. LaVine,,,,,,,,,,,,1662.0,,,,,,,1.0,0.0,Butler,202710.0,,
60,PT06M43.00S,2022-03-01T00:49:43.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,16,10,2022-03-01T00:49:43Z,600000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M43.00S,2022-03-01T00:50:10.0Z,1,REGULAR,substitution,out,[],201942,,,1610612748,16,10,2022-03-01T00:52:15Z,610000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M43.00S,2022-03-01T00:50:10.0Z,1,REGULAR,substitution,out,[],1630245,,,1610612748,16,10,2022-03-01T00:52:15Z,620000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M43.00S,2022-03-01T00:50:10.0Z,1,REGULAR,substitution,in,[],1629632,,,1610612748,16,10,2022-03-01T00:52:15Z,630000,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M43.00S,2022-03-01T00:50:10.0Z,1,REGULAR,substitution,in,[],1628972,,,1610612748,16,10,2022-03-01T00:52:15Z,640000,,,0,,SUB in: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M43.00S,2022-03-01T00:52:40.9Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",202710,,,1610612748,17,10,2022-03-01T00:52:40Z,650000,,,0,,J. Butler Free Throw 1 of 2 (5 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
66,PT06M43.00S,2022-03-01T00:52:57.9Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",202710,,,1610612748,18,10,2022-03-01T00:52:57Z,660000,,,0,,J. Butler Free Throw 2 of 2 (6 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
67,PT06M29.00S,2022-03-01T00:53:14.0Z,1,REGULAR,3pt,Jump Shot,[],1629632,26.888961892247043,85.7843137254902,1610612741,18,10,2022-03-01T00:53:21Z,670000,-179.0,200.0,1,left,MISS C. White 26' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,26.86,Missed,,,,,,,,,,,,,,,,,,
68,PT06M25.00S,2022-03-01T00:53:18.0Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,18,10,2022-03-01T00:53:21Z,680000,,,0,,J. Butler REBOUND (Off:1 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,67.0,3.0,2.0,1.0,,,,,,,,,,,,,,
69,PT06M17.00S,2022-03-01T00:53:26.2Z,1,REGULAR,2pt,Jump Shot,[],1629216,77.08607095926413,58.333333333333336,1610612748,20,10,2022-03-01T00:53:32Z,690000,42.0,163.0,1,right,G. Vincent 16' pullup Jump Shot (5 PTS),[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,16.82,Made,,,,,5.0,,,,,,,,,,,,,
70,PT05M59.00S,2022-03-01T00:53:43.8Z,1,REGULAR,3pt,Jump Shot,[],203897,32.53942181340342,44.85294117647059,1610612741,20,10,2022-03-01T00:53:52Z,700000,26.0,253.0,1,left,MISS Z. LaVine 25' step back 3PT,[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,25.47,Missed,,,,,,,,,,,,,,,,,,
71,PT05M55.00S,2022-03-01T00:53:47.8Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,20,10,2022-03-01T00:53:52Z,710000,,,0,,D. Robinson REBOUND (Off:1 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,70.0,2.0,1.0,1.0,,,,,,,,,,,,,,
72,PT05M48.00S,2022-03-01T00:53:55.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,85.75886990801577,37.99019607843137,1610612748,20,10,2022-03-01T00:54:27Z,720000,-60.0,81.0,1,right,MISS B. Adebayo 10' turnaround fadeaway Shot,[1628389],1610612748.0,MIA,turnaround fadeaway,,,Adebayo,B. Adebayo,,,,,10.11,Missed,,,,,,,,,,,,,,,,,,
73,PT05M40.00S,2022-03-01T00:54:23.5Z,1,REGULAR,rebound,offensive,[],200782,,,1610612748,20,10,2022-03-01T00:54:23Z,730000,,,0,,P. Tucker REBOUND (Off:1 Def:2),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,72.0,3.0,2.0,1.0,,,,,,,,,,,,,,
74,PT05M40.00S,2022-03-01T00:54:24.9Z,1,REGULAR,substitution,out,[],1629216,,,1610612748,20,10,2022-03-01T00:54:30Z,740000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M40.00S,2022-03-01T00:54:24.9Z,1,REGULAR,substitution,in,[],1629639,,,1610612748,20,10,2022-03-01T00:54:30Z,750000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M36.00S,2022-03-01T00:54:46.6Z,1,REGULAR,jumpball,recovered,[],1629632,,,1610612748,20,10,2022-03-01T00:54:46Z,760000,,,0,,Jump Ball J. Green vs. J. Butler: Tip to C. White,"[1629632, 1629750, 202710]",1610612741.0,CHI,heldball,C. White,1629632.0,White,C. White,Green,1629750.0,Butler,202710.0,,,,,,,,,,,,,,,,,,,,
79,PT05M36.00S,2022-03-01T00:54:46.6Z,1,REGULAR,turnover,lost ball,[],202710,,,1610612748,20,10,2022-03-01T00:54:46Z,790000,,,0,,J. Butler lost ball TURNOVER (1 TO),"[202710, 1629750]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,1.0,,,,Green,1629750.0,,,,,,
80,PT05M36.00S,2022-03-01T00:54:46.6Z,1,REGULAR,steal,,[],1629750,,,1610612741,20,10,2022-03-01T00:54:46Z,800000,,,0,,J. Green STEAL (1 STL),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M34.00S,2022-03-01T00:54:50.1Z,1,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612741,20,10,2022-03-01T00:54:58Z,810000,,,0,,D. Robinson shooting personal FOUL (1 PF) (LaVine 2 FT),"[1629130, 203897]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,,,,,,,,203177.0,,,,,,,1.0,0.0,LaVine,203897.0,,
83,PT05M34.00S,2022-03-01T00:55:19.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203897,,,1610612741,20,10,2022-03-01T00:55:19Z,830000,,,0,,MISS Z. LaVine Free Throw 1 of 2,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,Missed,,,,,,,,,,,,,,,,,,
84,PT05M34.00S,2022-03-01T00:55:19.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,20,10,2022-03-01T00:55:19Z,840000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,83.0,,,,,,,,,,,,,,,,,
85,PT05M34.00S,2022-03-01T00:55:34.2Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203897,,,1610612741,20,11,2022-03-01T00:55:34Z,850000,,,0,,Z. LaVine Free Throw 2 of 2 (3 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
86,PT05M18.00S,2022-03-01T00:55:52.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],200782,93.77463863337714,47.05882352941176,1610612748,22,11,2022-03-01T00:55:58Z,860000,-15.0,6.0,1,right,P. Tucker cutting DUNK (2 PTS) (J. Butler 1 AST),"[200782, 202710]",1610612748.0,MIA,cutting,,,Tucker,P. Tucker,,,,,1.59,Made,,,,,2.0,,,J. Butler,202710.0,1.0,,,,,,,,
88,PT05M04.00S,2022-03-01T00:56:09.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,22,11,2022-03-01T00:56:09Z,880000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M57.00S,2022-03-01T00:56:34.9Z,1,REGULAR,turnover,lost ball,[],202696,,,1610612741,22,11,2022-03-01T00:56:45Z,890000,,,0,,N. Vucevic lost ball TURNOVER (1 TO),"[202696, 202710]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,1.0,,,,Butler,202710.0,,,,,,
90,PT04M57.00S,2022-03-01T00:56:34.9Z,1,REGULAR,steal,,[],202710,,,1610612748,22,11,2022-03-01T00:56:37Z,900000,,,0,,J. Butler STEAL (3 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M52.00S,2022-03-01T00:56:43.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,22,11,2022-03-01T00:56:43Z,910000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
