actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
462,PT04M23.00S,2022-03-27T01:46:33.9Z,3,REGULAR,2pt,Jump Shot,[],1628997,93.77463863337714,74.01960784313727,1610612748,57,91,2022-03-27T01:47:09Z,4600000,120.0,6.0,1,right,MISS C. Martin 12' fadeaway Shot,[1628997],1610612748.0,MIA,fadeaway,,,Martin,C. Martin,,,,,,,,12.02,Missed,,,,,,,,,,,,,,,,
463,PT04M22.00S,2022-03-27T01:46:34.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,57,91,2022-03-27T01:47:09Z,4610000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,462.0,,,,,,,,
464,PT04M22.00S,2022-03-27T01:46:37.9Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612748,57,91,2022-03-27T01:46:52Z,4620000,,,0,,MIA shot clock Team TURNOVER,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,2005.0,,,,,,,,,,,
465,PT04M02.00S,2022-03-27T01:47:02.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203552,6.783837056504599,96.07843137254902,1610612751,57,94,2022-03-27T01:47:18Z,4630000,-230.0,11.0,1,left,S. Curry 3PT  (17 PTS) (K. Durant 5 AST),"[203552, 201142]",1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,23.07,Made,17.0,K. Durant,201142.0,5.0,,,,,,,,,,,,
469,PT03M48.00S,2022-03-27T01:47:23.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629651,,,1610612748,57,94,2022-03-27T01:47:43Z,4670000,,,0,,N. Claxton shooting personal FOUL (2 PF) (Martin 2 FT),"[1629651, 1628997]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,,,,,,,,,,1662.0,2.0,0.0,,,,,Martin,1628997.0,,,
471,PT03M48.00S,2022-03-27T01:47:49.8Z,3,REGULAR,freethrow,1 of 2,[],1628997,,,1610612748,58,94,2022-03-27T01:47:49Z,4690000,,,0,,C. Martin Free Throw 1 of 2 (1 PTS),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
472,PT03M48.00S,2022-03-27T01:47:50.5Z,3,REGULAR,substitution,out,[],203552,,,1610612748,58,94,2022-03-27T01:47:53Z,4700000,,,0,,SUB out: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT03M48.00S,2022-03-27T01:47:50.5Z,3,REGULAR,substitution,in,[],201609,,,1610612748,58,94,2022-03-27T01:47:53Z,4710000,,,0,,SUB in: G. Dragic,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT03M48.00S,2022-03-27T01:48:10.2Z,3,REGULAR,freethrow,2 of 2,[],1628997,,,1610612748,59,94,2022-03-27T01:48:10Z,4720000,,,0,,C. Martin Free Throw 2 of 2 (2 PTS),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
475,PT03M29.00S,2022-03-27T01:48:31.2Z,3,REGULAR,2pt,Jump Shot,[],202681,17.0335085413929,32.1078431372549,1610612751,59,94,2022-03-27T01:48:39Z,4730000,89.0,108.0,1,left,MISS K. Irving 14' pullup Shot,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,,,,14.0,Missed,,,,,,,,,,,,,,,,
476,PT03M26.00S,2022-03-27T01:48:33.6Z,3,REGULAR,rebound,defensive,[],203473,,,1610612748,59,94,2022-03-27T01:48:33Z,4740000,,,0,,D. Dedmon REBOUND (Off:0 Def:4),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,475.0,4.0,4.0,0.0,,,,,
477,PT03M19.00S,2022-03-27T01:48:40.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,94.03745072273325,46.81372549019608,1610612748,61,94,2022-03-27T01:48:52Z,4750000,-16.0,4.0,1,right,M. Strus driving reverse Layup (2 PTS) (V. Oladipo 1 AST),"[1629622, 203506]",1610612748.0,MIA,driving reverse,,,Strus,M. Strus,,,,,,,,1.63,Made,2.0,V. Oladipo,203506.0,1.0,,,,,,,,,,,,
479,PT03M09.00S,2022-03-27T01:48:54.5Z,3,REGULAR,turnover,out-of-bounds,[],201142,,,1610612751,61,94,2022-03-27T01:49:02Z,4770000,,,0,,K. Durant bad pass out-of-bounds TURNOVER (5 TO),[201142],1610612751.0,BKN,bad pass,,,Durant,K. Durant,,,,,5.0,,,,,,,,,1193.0,,,,,,,,,,,
480,PT02M54.00S,2022-03-27T01:49:12.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203506,71.17279894875165,74.50980392156863,1610612748,61,94,2022-03-27T01:49:20Z,4780000,123.0,218.0,1,right,MISS V. Oladipo 25' 3PT,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,25.05,Missed,,,,,,,,,,,,,,,,
481,PT02M49.00S,2022-03-27T01:49:17.6Z,3,REGULAR,rebound,defensive,[],201609,,,1610612751,61,94,2022-03-27T01:49:20Z,4790000,,,0,,G. Dragic REBOUND (Off:0 Def:1),[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,480.0,1.0,1.0,0.0,,,,,
482,PT02M43.00S,2022-03-27T01:49:23.4Z,3,REGULAR,turnover,bad pass,[],201609,,,1610612751,61,94,2022-03-27T01:49:27Z,4800000,,,0,,G. Dragic bad pass TURNOVER (3 TO),"[201609, 1629639]",1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,3.0,Herro,1629639.0,,,,,,,,,,,,,,,,,,
483,PT02M43.00S,2022-03-27T01:49:23.4Z,3,REGULAR,steal,,[],1629639,,,1610612748,61,94,2022-03-27T01:49:25Z,4810000,,,0,,T. Herro STEAL (3 STL),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT02M39.00S,2022-03-27T01:49:27.8Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628997,73.9323258869908,81.86274509803921,1610612748,64,94,2022-03-27T01:49:44Z,4820000,159.0,193.0,1,right,C. Martin 24' 3PT running pullup (5 PTS) (M. Strus 1 AST),"[1628997, 1629622]",1610612748.0,MIA,running pullup,,,Martin,C. Martin,,,,,,,,24.99,Made,5.0,M. Strus,1629622.0,1.0,,,,,,,,,,,,
486,PT02M36.00S,2022-03-27T01:49:44.6Z,3,REGULAR,timeout,full,['team'],0,,,1610612751,64,94,2022-03-27T01:49:44Z,4840000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT02M36.00S,2022-03-27T01:50:41.6Z,3,REGULAR,substitution,out,[],1628971,,,1610612751,64,94,2022-03-27T01:51:00Z,4850000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT02M36.00S,2022-03-27T01:50:41.6Z,3,REGULAR,substitution,in,[],201949,,,1610612751,64,94,2022-03-27T01:51:00Z,4860000,,,0,,SUB in: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT02M18.00S,2022-03-27T01:51:22.5Z,3,REGULAR,2pt,Jump Shot,[],201142,22.683968462549277,42.15686274509804,1610612751,64,94,2022-03-27T01:51:29Z,4870000,39.0,161.0,1,left,MISS K. Durant 16' Jump Shot,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,16.54,Missed,,,,,,,,,,,,,,,,
490,PT02M15.00S,2022-03-27T01:51:25.5Z,3,REGULAR,rebound,defensive,[],203506,,,1610612748,64,94,2022-03-27T01:51:29Z,4880000,,,0,,V. Oladipo REBOUND (Off:0 Def:2),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,489.0,2.0,2.0,0.0,,,,,
491,PT01M58.00S,2022-03-27T01:51:42.6Z,3,REGULAR,turnover,lost ball,[],1629639,,,1610612748,64,94,2022-03-27T01:51:47Z,4890000,,,0,,T. Herro lost ball TURNOVER (5 TO),"[1629639, 201142]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,5.0,Durant,201142.0,,,,,,,,,,,,,,,,,,
492,PT01M58.00S,2022-03-27T01:51:42.6Z,3,REGULAR,steal,,[],201142,,,1610612751,64,94,2022-03-27T01:51:44Z,4900000,,,0,,K. Durant STEAL (3 STL),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT01M53.00S,2022-03-27T01:51:47.0Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202681,32.013797634691194,43.13725490196079,1610612751,64,94,2022-03-27T01:51:54Z,4910000,34.0,248.0,1,left,MISS K. Irving 25' running pullup 3PT,[202681],1610612751.0,BKN,running pullup,,,Irving,K. Irving,,,,,,,,25.08,Missed,,,,,,,,,,,,,,,,
494,PT01M51.00S,2022-03-27T01:51:49.0Z,3,REGULAR,rebound,defensive,[],1629622,,,1610612748,64,94,2022-03-27T01:51:54Z,4920000,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,493.0,1.0,1.0,0.0,,,,,
495,PT01M41.00S,2022-03-27T01:51:58.7Z,3,REGULAR,3pt,Jump Shot,[],1629622,95.3515111695138,96.07843137254902,1610612748,64,94,2022-03-27T01:52:05Z,4930000,230.0,-9.0,1,right,MISS M. Strus 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,23.06,Missed,,,,,,,,,,,,,,,,
496,PT01M39.00S,2022-03-27T01:52:00.7Z,3,REGULAR,rebound,offensive,[],203473,,,1610612748,64,94,2022-03-27T01:52:05Z,4940000,,,0,,D. Dedmon REBOUND (Off:1 Def:4),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,495.0,5.0,4.0,1.0,,,,,
497,PT01M39.00S,2022-03-27T01:52:05.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202681,,,1610612748,64,94,2022-03-27T01:52:15Z,4950000,,,0,,K. Irving shooting personal FOUL (2 PF) (Dedmon 2 FT),"[202681, 203473]",1610612751.0,BKN,shooting,,,Irving,K. Irving,,,,,,,,,,,,,,1193.0,2.0,0.0,,,,,Dedmon,203473.0,,,
499,PT01M39.00S,2022-03-27T01:52:29.1Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],203473,,,1610612748,65,94,2022-03-27T01:52:29Z,4970000,,,0,,D. Dedmon Free Throw 1 of 2 (4 PTS),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
500,PT01M39.00S,2022-03-27T01:52:41.5Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],203473,,,1610612748,65,94,2022-03-27T01:52:41Z,4980000,,,0,,MISS D. Dedmon Free Throw 2 of 2,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,Missed,,,,,,,,,,,,,,,,
501,PT01M36.00S,2022-03-27T01:52:43.3Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,65,94,2022-03-27T01:52:43Z,4990000,,,0,,N. Claxton REBOUND (Off:1 Def:5),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,500.0,6.0,5.0,1.0,,,,,
502,PT01M14.00S,2022-03-27T01:53:05.1Z,3,REGULAR,3pt,Jump Shot,[],201609,22.026938239159,90.44117647058823,1610612751,65,94,2022-03-27T01:53:10Z,5000000,-202.0,155.0,1,left,MISS G. Dragic 25' 3PT,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,25.45,Missed,,,,,,,,,,,,,,,,
503,PT01M11.00S,2022-03-27T01:53:08.4Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,65,94,2022-03-27T01:53:08Z,5010000,,,0,,T. Herro REBOUND (Off:0 Def:3),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,502.0,3.0,3.0,0.0,,,,,
504,PT01M04.00S,2022-03-27T01:53:15.2Z,3,REGULAR,3pt,Jump Shot,[],1629639,75.24638633377135,11.029411764705882,1610612748,65,94,2022-03-27T01:53:20Z,5020000,-195.0,180.0,1,right,MISS T. Herro 26' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,26.54,Missed,,,,,,,,,,,,,,,,
505,PT01M00.00S,2022-03-27T01:53:19.2Z,3,REGULAR,rebound,defensive,[],201609,,,1610612751,65,94,2022-03-27T01:53:20Z,5030000,,,0,,G. Dragic REBOUND (Off:0 Def:2),[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,504.0,2.0,2.0,0.0,,,,,
506,PT00M46.70S,2022-03-27T01:53:35.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,65,94,2022-03-27T01:53:35Z,5040000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT00M44.20S,2022-03-27T01:53:50.8Z,3,REGULAR,2pt,Jump Shot,[],201142,8.886333771353483,20.098039215686274,1610612751,65,94,2022-03-27T01:53:55Z,5050000,150.0,31.0,1,left,MISS K. Durant 15' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,,,,15.27,Missed,,,,,,,,,,,,,,,,
508,PT00M41.80S,2022-03-27T01:53:53.2Z,3,REGULAR,rebound,defensive,[],203473,,,1610612748,65,94,2022-03-27T01:53:55Z,5060000,,,0,,D. Dedmon REBOUND (Off:1 Def:5),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,507.0,6.0,5.0,1.0,,,,,
509,PT00M38.00S,2022-03-27T01:54:00.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201142,,,1610612748,65,94,2022-03-27T01:57:01Z,5070000,,,0,,K. Durant flagrant-type-1 personal FOUL (1 PF) (Dedmon 2 FT),"[201142, 203473]",1610612751.0,BKN,flagrant-type-1,,,Durant,K. Durant,,,,,,,,,,,,,,2005.0,1.0,1.0,,,,,Dedmon,203473.0,,,
511,PT00M38.00S,2022-03-27T01:55:31.1Z,3,REGULAR,foul,technical,['inpenalty'],201949,,,1610612748,65,94,2022-03-27T01:55:54Z,5090000,,,0,,J. Johnson double technical FOUL (1 Tech),[201949],1610612751.0,BKN,double,,,Johnson,J. Johnson,,,,,,,,,,,,,,1193.0,2.0,1.0,,,,,,,,,
512,PT00M38.00S,2022-03-27T01:55:31.1Z,3,REGULAR,foul,technical,['inpenalty'],203473,,,1610612748,65,94,2022-03-27T01:55:50Z,5100000,,,0,,D. Dedmon double technical FOUL (1 Tech),[203473],1610612748.0,MIA,double,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,
513,PT00M38.00S,2022-03-27T01:55:54.5Z,3,REGULAR,instantreplay,request,[],0,,,1610612748,65,94,2022-03-27T01:56:44Z,5110000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,1662.0,,,,,,,,,,,Common Foul to Flagrant 1
514,PT00M38.00S,2022-03-27T01:57:27.4Z,3,REGULAR,freethrow,1 of 2,[],203473,,,1610612748,65,94,2022-03-27T01:57:42Z,5120000,,,0,,MISS D. Dedmon flagrant Free Throw 1 of 2,[203473],1610612748.0,MIA,flagrant,,,Dedmon,D. Dedmon,,,,,,,,,Missed,,,,,,,,,,,,,,,,
515,PT00M38.00S,2022-03-27T01:57:27.4Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612748,65,94,2022-03-27T01:57:42Z,5130000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,514.0,,,,,,,,
516,PT00M38.00S,2022-03-27T01:57:27.4Z,3,REGULAR,freethrow,2 of 2,[],203473,,,1610612748,65,94,2022-03-27T01:57:42Z,5140000,,,0,,MISS D. Dedmon flagrant Free Throw 2 of 2,[203473],1610612748.0,MIA,flagrant,,,Dedmon,D. Dedmon,,,,,,,,,Missed,,,,,,,,,,,,,,,,
517,PT00M38.00S,2022-03-27T01:57:27.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,65,94,2022-03-27T01:57:42Z,5150000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,516.0,,,,,,,,
518,PT00M32.10S,2022-03-27T01:57:57.1Z,3,REGULAR,3pt,Jump Shot,[],1629622,69.46452036793693,25.0,1610612748,65,94,2022-03-27T01:58:03Z,5160000,-125.0,235.0,1,right,MISS M. Strus 26' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,26.57,Missed,,,,,,,,,,,,,,,,
519,PT00M28.90S,2022-03-27T01:58:00.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612751,65,94,2022-03-27T02:00:25Z,5170000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,518.0,,,,,,,,
520,PT00M28.90S,2022-03-27T01:58:08.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628997,,,1610612751,65,94,2022-03-27T02:01:06Z,5180000,,,0,,C. Martin flagrant-type-1 personal FOUL (3 PF) (Dragic 2 FT),"[1628997, 201609]",1610612748.0,MIA,flagrant-type-1,,,Martin,C. Martin,,,,,,,,,,,,,,1662.0,3.0,0.0,,,,,Dragic,201609.0,,,
522,PT00M28.90S,2022-03-27T01:58:22.4Z,3,REGULAR,instantreplay,request,[],0,,,1610612751,65,94,2022-03-27T02:00:41Z,5200000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,1662.0,,,,,,,,,,,Common Foul to Flagrant 1
524,PT00M28.90S,2022-03-27T02:00:55.1Z,3,REGULAR,freethrow,1 of 2,[],201609,,,1610612751,65,95,2022-03-27T02:01:11Z,5210000,,,0,,G. Dragic flagrant Free Throw 1 of 2 (5 PTS),[201609],1610612751.0,BKN,flagrant,,,Dragic,G. Dragic,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
525,PT00M28.90S,2022-03-27T02:00:55.1Z,3,REGULAR,freethrow,2 of 2,[],201609,,,1610612751,65,96,2022-03-27T02:01:11Z,5220000,,,0,,G. Dragic flagrant Free Throw 2 of 2 (6 PTS),[201609],1610612751.0,BKN,flagrant,,,Dragic,G. Dragic,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
526,PT00M22.40S,2022-03-27T02:01:20.1Z,3,REGULAR,3pt,Jump Shot,[],202681,32.14520367936925,75.0,1610612751,65,96,2022-03-27T02:01:25Z,5230000,-125.0,250.0,1,left,MISS K. Irving 27' 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,27.92,Missed,,,,,,,,,,,,,,,,
527,PT00M19.80S,2022-03-27T02:01:22.9Z,3,REGULAR,rebound,defensive,[],203473,,,1610612748,65,96,2022-03-27T02:01:22Z,5240000,,,0,,D. Dedmon REBOUND (Off:1 Def:6),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,526.0,7.0,6.0,1.0,,,,,
528,PT00M00.80S,2022-03-27T02:01:41.7Z,3,REGULAR,3pt,Jump Shot,[],203506,93.38042049934296,3.431372549019608,1610612748,68,96,2022-03-27T02:01:46Z,5250000,-233.0,10.0,1,right,V. Oladipo 3PT  (4 PTS) (M. Strus 2 AST),"[203506, 1629622]",1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,23.3,Made,4.0,M. Strus,1629622.0,2.0,,,,,,,,,,,,
530,PT00M00.00S,2022-03-27T02:01:55.0Z,3,REGULAR,period,end,[],0,,,1610612751,68,96,2022-03-27T02:01:55Z,5270000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT12M00.00S,2022-03-27T02:03:24.5Z,4,REGULAR,substitution,out,['startperiod'],201142,,,1610612751,68,96,2022-03-27T02:04:05Z,5280000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT12M00.00S,2022-03-27T02:03:24.5Z,4,REGULAR,substitution,out,['startperiod'],202681,,,1610612751,68,96,2022-03-27T02:04:05Z,5290000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT12M00.00S,2022-03-27T02:03:24.5Z,4,REGULAR,substitution,out,['startperiod'],1629651,,,1610612751,68,96,2022-03-27T02:04:05Z,5300000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT12M00.00S,2022-03-27T02:03:24.5Z,4,REGULAR,substitution,in,['startperiod'],201988,,,1610612751,68,96,2022-03-27T02:04:05Z,5310000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT12M00.00S,2022-03-27T02:03:24.5Z,4,REGULAR,substitution,in,['startperiod'],201933,,,1610612751,68,96,2022-03-27T02:04:05Z,5320000,,,0,,SUB in: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT12M00.00S,2022-03-27T02:03:24.5Z,4,REGULAR,substitution,in,['startperiod'],1630556,,,1610612751,68,96,2022-03-27T02:04:05Z,5330000,,,0,,SUB in: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT12M00.00S,2022-03-27T02:04:26.6Z,4,REGULAR,period,start,[],0,,,1610612748,68,96,2022-03-27T02:04:26Z,5340000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT11M41.00S,2022-03-27T02:04:45.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,85.10183968462549,45.588235294117645,1610612748,70,96,2022-03-27T02:04:51Z,5350000,-22.0,88.0,1,right,T. Herro 9' turnaround fadeaway Jump Shot (13 PTS),[1629639],1610612748.0,MIA,turnaround fadeaway,,,Herro,T. Herro,,,,,,,,9.02,Made,13.0,,,,,,,,,,,,,,,
539,PT11M26.00S,2022-03-27T02:04:59.3Z,4,REGULAR,3pt,Jump Shot,[],201988,27.94021024967148,78.67647058823529,1610612751,70,96,2022-03-27T02:05:05Z,5360000,-143.0,210.0,1,left,MISS P. Mills 25' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,25.44,Missed,,,,,,,,,,,,,,,,
540,PT11M23.00S,2022-03-27T02:05:02.3Z,4,REGULAR,rebound,defensive,[],1629639,,,1610612748,70,96,2022-03-27T02:05:05Z,5370000,,,0,,T. Herro REBOUND (Off:0 Def:4),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,539.0,4.0,4.0,0.0,,,,,
541,PT11M16.00S,2022-03-27T02:05:12.7Z,4,REGULAR,foul,personal,[],201609,,,1610612748,70,96,2022-03-27T02:05:26Z,5380000,,,0,,G. Dragic personal FOUL (3 PF),"[201609, 1629639]",1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,1662.0,3.0,0.0,,,,,Herro,1629639.0,,,
543,PT11M06.00S,2022-03-27T02:05:43.2Z,4,REGULAR,foul,personal,['2freethrow'],1630556,,,1610612748,70,96,2022-03-27T02:05:59Z,5400000,,,0,,K. Edwards shooting personal FOUL (1 PF) (Dedmon 2 FT),"[1630556, 203473]",1610612751.0,BKN,shooting,,,Edwards,K. Edwards,,,,,,,,,,,,,,1193.0,1.0,0.0,,,,,Dedmon,203473.0,,,
545,PT11M06.00S,2022-03-27T02:06:11.5Z,4,REGULAR,freethrow,1 of 2,[],203473,,,1610612748,71,96,2022-03-27T02:06:11Z,5420000,,,0,,D. Dedmon Free Throw 1 of 2 (5 PTS),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
546,PT11M06.00S,2022-03-27T02:06:25.7Z,4,REGULAR,freethrow,2 of 2,[],203473,,,1610612748,72,96,2022-03-27T02:06:25Z,5430000,,,0,,D. Dedmon Free Throw 2 of 2 (6 PTS),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
547,PT10M52.00S,2022-03-27T02:06:41.2Z,4,REGULAR,3pt,Jump Shot,[],201609,31.882391590013142,61.029411764705884,1610612751,72,96,2022-03-27T02:06:47Z,5440000,-55.0,247.0,1,left,MISS G. Dragic 25' 3PT,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,25.33,Missed,,,,,,,,,,,,,,,,
548,PT10M49.00S,2022-03-27T02:06:44.2Z,4,REGULAR,rebound,defensive,[],203473,,,1610612748,72,96,2022-03-27T02:06:47Z,5450000,,,0,,D. Dedmon REBOUND (Off:1 Def:7),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,547.0,8.0,7.0,1.0,,,,,
549,PT10M41.00S,2022-03-27T02:06:52.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,88.12417871222075,58.333333333333336,1610612748,72,96,2022-03-27T02:06:59Z,5460000,42.0,59.0,1,right,MISS T. Herro 7' driving Layup - blocked,"[1629639, 201609]",1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,,,,7.23,Missed,,,,,,,,,,,,,,Dragic,201609.0,
550,PT10M41.00S,2022-03-27T02:06:52.7Z,4,REGULAR,block,,[],201609,,,1610612748,72,96,2022-03-27T02:06:55Z,5470000,,,0,,G. Dragic BLOCK (1 BLK),[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT10M37.00S,2022-03-27T02:06:56.7Z,4,REGULAR,rebound,defensive,[],201609,,,1610612751,72,96,2022-03-27T02:06:59Z,5480000,,,0,,G. Dragic REBOUND (Off:0 Def:3),[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,549.0,3.0,3.0,0.0,,,,,
552,PT10M34.00S,2022-03-27T02:06:59.6Z,4,REGULAR,3pt,Jump Shot,[],201988,21.50131406044678,9.558823529411764,1610612751,72,96,2022-03-27T02:07:07Z,5490000,202.0,150.0,1,left,MISS P. Mills 25' step back 3PT,[201988],1610612751.0,BKN,step back,,,Mills,P. Mills,,,,,,,,25.15,Missed,,,,,,,,,,,,,,,,
