actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
19,PT10M15.00S,2022-01-23T23:14:58.4Z,1,REGULAR,rebound,defensive,[],2772,,,1610612747,2,2,2022-01-23T23:15:00Z,190000,,,0,,T. Ariza REBOUND (Off:0 Def:1),[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
20,PT10M09.00S,2022-01-23T23:15:05.4Z,1,REGULAR,2pt,Jump Shot,[],201566,85.80814717477004,27.428002450980387,1610612747,2,4,2022-01-23T23:17:52Z,200000,-113.0,81.0,1,right,R. Westbrook 13' pullup bank Jump Shot (2 PTS),[201566],1610612747.0,LAL,pullup bank,,,Westbrook,R. Westbrook,,,,,13.89,Made,,,,,,,2.0,,,,,,,,,,,,
21,PT09M47.00S,2022-01-23T23:15:26.9Z,1,REGULAR,3pt,Jump Shot,[],1629216,4.5499342969776615,95.83333333333334,1610612748,5,4,2022-01-23T23:15:47Z,210000,-229.0,-10.0,1,left,G. Vincent 3PT  (3 PTS) (P. Tucker 1 AST),"[1629216, 200782]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,22.94,Made,,,,,,,3.0,P. Tucker,200782.0,1.0,,,,,,,,,
23,PT09M27.00S,2022-01-23T23:15:46.7Z,1,REGULAR,3pt,Jump Shot,[],2772,93.64323258869908,1.9607843137254901,1610612747,5,4,2022-01-23T23:15:52Z,230000,-240.0,7.0,1,right,MISS T. Ariza 24' 3PT,[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,24.03,Missed,,,,,,,,,,,,,,,,,,,
24,PT09M25.00S,2022-01-23T23:15:48.7Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,5,4,2022-01-23T23:15:52Z,240000,,,0,,J. Butler REBOUND (Off:0 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
25,PT09M14.00S,2022-01-23T23:16:00.0Z,1,REGULAR,3pt,Jump Shot,[],1629130,33.327858081471746,54.41176470588235,1610612748,8,4,2022-01-23T23:16:05Z,250000,-22.0,261.0,1,left,D. Robinson 26' 3PT  (3 PTS) (J. Butler 1 AST),"[1629130, 202710]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,26.17,Made,,,,,,,3.0,J. Butler,202710.0,1.0,,,,,,,,,
27,PT08M55.00S,2022-01-23T23:16:21.1Z,1,REGULAR,turnover,out-of-bounds,[],201566,,,1610612747,8,4,2022-01-23T23:16:30Z,270000,,,0,,R. Westbrook step out-of-bounds TURNOVER (1 TO),[201566],1610612747.0,LAL,step,,,Westbrook,R. Westbrook,,,,,,,,,,,203592.0,1.0,,,,,,,,,,,,,
28,PT08M36.00S,2022-01-23T23:16:50.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202710,17.821944809461236,48.28431372549019,1610612748,10,4,2022-01-23T23:16:55Z,280000,9.0,115.0,1,left,J. Butler 11' pullup Jump Shot (2 PTS),[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,11.53,Made,,,,,,,2.0,,,,,,,,,,,,
29,PT08M18.00S,2022-01-23T23:17:08.1Z,1,REGULAR,3pt,Jump Shot,[],2772,88.78120893561103,96.32352941176471,1610612747,10,4,2022-01-23T23:17:13Z,290000,232.0,53.0,1,right,MISS T. Ariza 3PT,[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,23.76,Missed,,,,,,,,,,,,,,,,,,,
30,PT08M16.00S,2022-01-23T23:17:10.1Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,10,4,2022-01-23T23:17:13Z,300000,,,0,,J. Butler REBOUND (Off:0 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,29.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
31,PT08M09.00S,2022-01-23T23:17:17.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,7.046649145860711,50.73529411764706,1610612748,12,4,2022-01-23T23:17:23Z,310000,-4.0,14.0,1,left,B. Adebayo Layup (4 PTS) (J. Butler 2 AST),"[1628389, 202710]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,1.42,Made,,,,,,,4.0,J. Butler,202710.0,2.0,,,,,,,,,
33,PT08M09.00S,2022-01-23T23:17:21.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,12,4,2022-01-23T23:17:21Z,330000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT07M56.00S,2022-01-23T23:20:29.5Z,1,REGULAR,3pt,Jump Shot,[],2544,65.59214848883049,56.495098039215684,1610612747,12,7,2022-01-23T23:21:05Z,340000,32.0,271.0,1,right,L. James 27' 3PT  (3 PTS) (R. Westbrook 1 AST),"[2544, 201566]",1610612747.0,LAL,,,,James,L. James,,,,,27.28,Made,,,,,,,3.0,R. Westbrook,201566.0,1.0,,,,,,,,,
36,PT07M36.00S,2022-01-23T23:20:49.1Z,1,REGULAR,2pt,Jump Shot,[],202710,12.040078843626807,27.450980392156865,1610612748,12,7,2022-01-23T23:21:33Z,360000,113.0,61.0,1,left,MISS J. Butler 12' turnaround Shot,[202710],1610612748.0,MIA,turnaround,,,Butler,J. Butler,,,,,12.8,Missed,,,,,,,,,,,,,,,,,,,
37,PT07M36.00S,2022-01-23T23:20:49.1Z,1,REGULAR,rebound,defensive,[],2772,,,1610612747,12,7,2022-01-23T23:21:33Z,370000,,,0,,T. Ariza REBOUND (Off:0 Def:2),[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,36.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
38,PT07M22.00S,2022-01-23T23:21:03.5Z,1,REGULAR,turnover,lost ball,[],2772,,,1610612747,12,7,2022-01-23T23:21:10Z,380000,,,0,,T. Ariza lost ball TURNOVER (2 TO),"[2772, 202710]",1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,,,,,,2.0,,,,,Butler,202710.0,,,,,,,
39,PT07M22.00S,2022-01-23T23:21:03.5Z,1,REGULAR,steal,,[],202710,,,1610612748,12,7,2022-01-23T23:21:05Z,390000,,,0,,J. Butler STEAL (1 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT07M19.00S,2022-01-23T23:21:06.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202710,7.440867279894875,49.754901960784316,1610612748,14,7,2022-01-23T23:23:14Z,400000,1.0,17.0,1,left,J. Butler running DUNK (4 PTS) (B. Adebayo 1 AST),"[202710, 1628389]",1610612748.0,MIA,running,,,Butler,J. Butler,,,,,1.74,Made,,,,,,,4.0,B. Adebayo,1628389.0,1.0,,,,,,,,,
42,PT07M07.00S,2022-01-23T23:21:17.9Z,1,REGULAR,3pt,Jump Shot,[],2544,85.89027595269383,95.09803921568627,1610612747,14,7,2022-01-23T23:21:26Z,420000,225.0,80.0,1,right,MISS L. James 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,23.93,Missed,,,,,,,,,,,,,,,,,,,
43,PT07M05.00S,2022-01-23T23:21:19.9Z,1,REGULAR,rebound,offensive,[],2730,,,1610612747,14,7,2022-01-23T23:21:26Z,430000,,,0,,D. Howard REBOUND (Off:2 Def:0),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,42.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
44,PT07M01.00S,2022-01-23T23:21:24.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202340,69.07030223390277,70.83333333333334,1610612747,14,7,2022-01-23T23:21:34Z,440000,104.0,238.0,1,right,MISS A. Bradley 26' 3PT,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,26.0,Missed,,,,,,,,,,,,,,,,,,,
45,PT06M59.00S,2022-01-23T23:21:26.7Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,14,7,2022-01-23T23:21:34Z,450000,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,44.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
46,PT06M48.00S,2022-01-23T23:21:36.6Z,1,REGULAR,3pt,Jump Shot,[],1629130,26.757555847568987,17.401960784313726,1610612748,17,7,2022-01-23T23:25:18Z,460000,163.0,199.0,1,left,D. Robinson 25' 3PT pullup (6 PTS) (B. Adebayo 2 AST),"[1629130, 1628389]",1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,25.72,Made,,,,,,,6.0,B. Adebayo,1628389.0,2.0,,,,,,,,,
48,PT06M25.00S,2022-01-23T23:22:00.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201566,91.80354796320631,41.17647058823529,1610612747,17,9,2022-01-23T23:22:17Z,480000,-44.0,25.0,1,right,R. Westbrook turnaround bank Jump Shot (4 PTS),[201566],1610612747.0,LAL,turnaround bank,,,Westbrook,R. Westbrook,,,,,5.04,Made,,,,,,,4.0,,,,,,,,,,,,
49,PT06M11.00S,2022-01-23T23:22:13.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,5.469776609724048,49.26470588235294,1610612748,19,9,2022-01-23T23:22:32Z,490000,4.0,-1.0,1,left,G. Vincent cutting Layup (5 PTS) (J. Butler 3 AST),"[1629216, 202710]",1610612748.0,MIA,cutting,,,Vincent,G. Vincent,,,,,0.39,Made,,,,,,,5.0,J. Butler,202710.0,3.0,,,,,,,,,
51,PT05M59.00S,2022-01-23T23:22:28.3Z,1,REGULAR,foul,personal,[],200782,,,1610612747,19,9,2022-01-23T23:22:53Z,510000,,,0,,P. Tucker personal FOUL (1 PF),"[200782, 2544]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,203592.0,,,,,,,,1.0,0.0,James,2544.0,,,
53,PT05M59.00S,2022-01-23T23:22:37.7Z,1,REGULAR,substitution,out,[],1628389,,,1610612747,19,9,2022-01-23T23:22:58Z,530000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT05M59.00S,2022-01-23T23:22:37.7Z,1,REGULAR,substitution,out,[],2730,,,1610612747,19,9,2022-01-23T23:22:58Z,540000,,,0,,SUB out: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT05M59.00S,2022-01-23T23:22:37.7Z,1,REGULAR,substitution,out,[],2544,,,1610612747,19,9,2022-01-23T23:22:58Z,550000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT05M59.00S,2022-01-23T23:22:37.7Z,1,REGULAR,substitution,in,[],203473,,,1610612747,19,9,2022-01-23T23:22:58Z,560000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT05M59.00S,2022-01-23T23:22:37.7Z,1,REGULAR,substitution,in,[],1626169,,,1610612747,19,9,2022-01-23T23:22:58Z,570000,,,0,,SUB in: S. Johnson,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT05M59.00S,2022-01-23T23:22:37.7Z,1,REGULAR,substitution,in,[],1628370,,,1610612747,19,9,2022-01-23T23:22:58Z,580000,,,0,,SUB in: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT05M49.00S,2022-01-23T23:23:17.6Z,1,REGULAR,3pt,Jump Shot,[],2772,92.85479632063075,95.09803921568627,1610612747,19,9,2022-01-23T23:23:23Z,590000,225.0,15.0,1,right,MISS T. Ariza 3PT,[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,22.6,Missed,,,,,,,,,,,,,,,,,,,
60,PT05M44.00S,2022-01-23T23:23:22.6Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,19,9,2022-01-23T23:23:23Z,600000,,,0,,J. Butler REBOUND (Off:0 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,59.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
61,PT05M40.00S,2022-01-23T23:23:26.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,19,9,2022-01-23T23:23:26Z,610000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT05M40.00S,2022-01-23T23:23:30.3Z,1,REGULAR,substitution,out,[],1629216,,,1610612748,19,9,2022-01-23T23:23:38Z,620000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT05M40.00S,2022-01-23T23:23:30.3Z,1,REGULAR,substitution,in,[],1629622,,,1610612748,19,9,2022-01-23T23:23:38Z,630000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT05M34.00S,2022-01-23T23:23:55.5Z,1,REGULAR,3pt,Jump Shot,[],1629130,33.327858081471746,22.794117647058822,1610612748,19,9,2022-01-23T23:24:06Z,640000,136.0,261.0,1,left,MISS D. Robinson 29' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,29.41,Missed,,,,,,,,,,,,,,,,,,,
65,PT05M28.00S,2022-01-23T23:24:01.5Z,1,REGULAR,rebound,defensive,[],1626169,,,1610612747,19,9,2022-01-23T23:24:06Z,650000,,,0,,S. Johnson REBOUND (Off:0 Def:1),[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,64.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
66,PT05M25.00S,2022-01-23T23:24:03.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626169,91.80354796320631,52.69607843137255,1610612747,19,11,2022-01-23T23:24:15Z,660000,13.0,25.0,1,right,S. Johnson running Layup (2 PTS),[1626169],1610612747.0,LAL,running,,,Johnson,S. Johnson,,,,,2.8,Made,,,,,,,2.0,,,,,,,,,,,,
67,PT05M09.00S,2022-01-23T23:24:20.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203473,8.754927726675426,52.69607843137255,1610612748,19,11,2022-01-23T23:24:24Z,670000,-13.0,30.0,1,left,MISS D. Dedmon Hook,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,3.27,Missed,,,,,,,,,,,,,,,,,,,
68,PT05M08.00S,2022-01-23T23:24:21.8Z,1,REGULAR,rebound,offensive,[],203473,,,1610612748,19,11,2022-01-23T23:24:21Z,680000,,,0,,D. Dedmon REBOUND (Off:1 Def:0),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,67.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
69,PT05M07.00S,2022-01-23T23:24:22.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203473,6.1268068331143235,49.26470588235294,1610612748,21,11,2022-01-23T23:24:33Z,690000,4.0,5.0,1,left,D. Dedmon putback Layup (2 PTS),[203473],1610612748.0,MIA,putback,,,Dedmon,D. Dedmon,,,,,0.63,Made,,,,,,,2.0,,,,,,,,,,,,
70,PT04M56.00S,2022-01-23T23:24:34.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,92.32917214191852,50.98039215686274,1610612747,21,13,2022-01-23T23:24:44Z,700000,5.0,20.0,1,right,R. Westbrook driving Layup (6 PTS),[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,2.02,Made,,,,,,,6.0,,,,,,,,,,,,
71,PT04M56.00S,2022-01-23T23:24:40.4Z,1,REGULAR,foul,personal,['1freethrow'],1629130,,,1610612747,21,13,2022-01-23T23:24:47Z,710000,,,0,,D. Robinson shooting personal FOUL (1 PF) (Westbrook 1 FT),"[1629130, 201566]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,,,,,,,203592.0,,,,,,,,1.0,0.0,Westbrook,201566.0,,,
73,PT04M56.00S,2022-01-23T23:24:47.7Z,1,REGULAR,substitution,out,[],2772,,,1610612747,21,13,2022-01-23T23:28:05Z,730000,,,0,,SUB out: T. Ariza,[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT04M56.00S,2022-01-23T23:24:47.7Z,1,REGULAR,substitution,out,[],202340,,,1610612747,21,13,2022-01-23T23:28:05Z,740000,,,0,,SUB out: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT04M56.00S,2022-01-23T23:24:47.7Z,1,REGULAR,substitution,in,[],1630559,,,1610612747,21,13,2022-01-23T23:28:05Z,750000,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M56.00S,2022-01-23T23:24:47.7Z,1,REGULAR,substitution,in,[],2546,,,1610612747,21,13,2022-01-23T23:28:05Z,760000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M56.00S,2022-01-23T23:25:08.3Z,1,REGULAR,freethrow,1 of 1,[],201566,,,1610612747,21,14,2022-01-23T23:25:08Z,770000,,,0,,R. Westbrook Free Throw 1 of 1 (7 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Made,,,,,,,7.0,,,,,,,,,,,,
78,PT04M45.00S,2022-01-23T23:25:24.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203473,6.915243101182654,45.34313725490196,1610612748,23,14,2022-01-23T23:25:33Z,780000,23.0,13.0,1,left,D. Dedmon bank Jump Shot (4 PTS) (J. Butler 4 AST),"[203473, 202710]",1610612748.0,MIA,bank,,,Dedmon,D. Dedmon,,,,,2.64,Made,,,,,,,4.0,J. Butler,202710.0,4.0,,,,,,,,,
80,PT04M45.00S,2022-01-23T23:25:34.2Z,1,REGULAR,foul,personal,['1freethrow'],201566,,,1610612748,23,14,2022-01-23T23:28:05Z,800000,,,0,,R. Westbrook flagrant-type-1 personal FOUL (1 PF) (Dedmon 1 FT),"[201566, 203473]",1610612747.0,LAL,flagrant-type-1,,,Westbrook,R. Westbrook,,,,,,,,,,,1627963.0,,,,,,,,1.0,0.0,Dedmon,203473.0,,,
82,PT04M45.00S,2022-01-23T23:25:48.3Z,1,REGULAR,instantreplay,request,[],0,,,1610612748,23,14,2022-01-23T23:28:05Z,820000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,202058.0,,,,,,,,,,,,Common Foul to Flagrant 1,,
83,PT04M45.00S,2022-01-23T23:28:34.3Z,1,REGULAR,freethrow,1 of 1,[],203473,,,1610612748,24,14,2022-01-23T23:28:54Z,830000,,,0,,D. Dedmon flagrant Free Throw 1 of 1 (5 PTS),[203473],1610612748.0,MIA,flagrant,,,Dedmon,D. Dedmon,,,,,,Made,,,,,,,5.0,,,,,,,,,,,,
84,PT04M32.00S,2022-01-23T23:29:02.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203473,6.652431011826544,43.627450980392155,1610612748,26,14,2022-01-23T23:29:07Z,840000,32.0,10.0,1,left,D. Dedmon Layup (7 PTS) (P. Tucker 2 AST),"[203473, 200782]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,3.34,Made,,,,,,,7.0,P. Tucker,200782.0,2.0,,,,,,,,,
86,PT04M20.00S,2022-01-23T23:29:13.5Z,1,REGULAR,3pt,Jump Shot,[],201566,65.1281208935611,45.09803921568628,1610612747,26,14,2022-01-23T23:32:45Z,860000,-25.0,275.0,1,right,MISS R. Westbrook 27' pullup 3PT,[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,27.64,Missed,,,,,,,,,,,,,,,,,,,
87,PT04M17.00S,2022-01-23T23:29:16.5Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,26,14,2022-01-23T23:29:19Z,870000,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,86.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
88,PT04M13.00S,2022-01-23T23:29:21.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629130,27.677398160315374,79.90196078431373,1610612748,29,14,2022-01-23T23:33:12Z,880000,-150.0,208.0,1,left,D. Robinson 25' 3PT running (9 PTS) (J. Butler 5 AST),"[1629130, 202710]",1610612748.0,MIA,running,,,Robinson,D. Robinson,,,,,25.59,Made,,,,,,,9.0,J. Butler,202710.0,5.0,,,,,,,,,
90,PT04M11.00S,2022-01-23T23:29:28.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,29,14,2022-01-23T23:29:28Z,900000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M11.00S,2022-01-23T23:30:31.6Z,1,REGULAR,substitution,out,[],201566,,,1610612747,29,14,2022-01-23T23:32:17Z,910000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
