actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
16,PT10M49.00S,2022-03-28T23:44:16.6Z,1,REGULAR,foul,personal,[],203200,,,1610612748,0,2,2022-03-28T23:44:26Z,150000,,,0,,J. Holiday personal FOUL (1 PF),"[203200, 202710]",1610612758.0,SAC,,,,,,,,,Holiday,J. Holiday,,,,,201638.0,1.0,0.0,Butler,202710.0,,,,,,,,,
18,PT10M36.00S,2022-03-28T23:44:46.5Z,1,REGULAR,2pt,Jump Shot,[],202710,4.812746386333772,33.57843137254902,1610612748,0,2,2022-03-28T23:47:05Z,170000,82.0,-7.0,1,left,MISS J. Butler 8' pullup Shot,[202710],1610612748.0,MIA,pullup,,,,,,8.24,Missed,Butler,J. Butler,,,,,,,,,,,,,,,,,,
19,PT10M36.00S,2022-03-28T23:44:46.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,0,2,2022-03-28T23:45:05Z,180000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,
20,PT10M35.00S,2022-03-28T23:44:50.8Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612748,0,2,2022-03-28T23:44:59Z,190000,,,0,,MIA shot clock Team TURNOVER,[],1610612748.0,MIA,,,,,,,,,,,,,,,201638.0,,,,,,,,,,,,,
21,PT10M23.00S,2022-03-28T23:45:06.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626168,93.64323258869908,52.94117647058824,1610612758,0,4,2022-03-28T23:45:11Z,200000,15.0,7.0,1,right,T. Lyles driving Layup (2 PTS) (D. Mitchell 1 AST),"[1626168, 1630558]",1610612758.0,SAC,driving,,,,,,1.64,Made,Lyles,T. Lyles,,,,,,,,,,2.0,D. Mitchell,1630558.0,1.0,,,,,
23,PT10M04.00S,2022-03-28T23:45:25.3Z,1,REGULAR,3pt,Jump Shot,[],1629622,17.427726675427067,98.0392156862745,1610612748,0,4,2022-03-28T23:45:30Z,220000,-240.0,111.0,1,left,MISS M. Strus 26' 3PT,[1629622],1610612748.0,MIA,,,,,,,26.47,Missed,Strus,M. Strus,,,,,,,,,,,,,,,,,,
24,PT10M00.00S,2022-03-28T23:45:29.3Z,1,REGULAR,rebound,defensive,[],203200,,,1610612758,0,4,2022-03-28T23:45:30Z,230000,,,0,,J. Holiday REBOUND (Off:0 Def:1),[203200],1610612758.0,SAC,,,,,,,,,Holiday,J. Holiday,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,
25,PT09M50.00S,2022-03-28T23:45:39.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203200,91.5407358738502,36.76470588235294,1610612758,0,6,2022-03-28T23:45:48Z,240000,-66.0,27.0,1,right,J. Holiday 7' bank Jump Shot (2 PTS) (T. Lyles 1 AST),"[203200, 1626168]",1610612758.0,SAC,bank,,,,,,7.15,Made,Holiday,J. Holiday,,,,,,,,,,2.0,T. Lyles,1626168.0,1.0,,,,,
27,PT09M37.00S,2022-03-28T23:45:52.6Z,1,REGULAR,2pt,Jump Shot,[],1628389,14.799605781865965,78.92156862745098,1610612748,2,6,2022-03-28T23:48:31Z,260000,-145.0,87.0,1,left,B. Adebayo 16' Jump Shot (2 PTS),[1628389],1610612748.0,MIA,,,,,,,16.85,Made,Adebayo,B. Adebayo,,,,,,,,,,2.0,,,,,,,,
28,PT09M27.00S,2022-03-28T23:46:01.9Z,1,REGULAR,3pt,Jump Shot,[],1630558,75.3777923784494,13.23529411764706,1610612758,2,6,2022-03-28T23:46:07Z,270000,-184.0,179.0,1,right,MISS D. Mitchell 25' step back 3PT,[1630558],1610612758.0,SAC,step back,,,,,,25.65,Missed,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
29,PT09M24.00S,2022-03-28T23:46:04.9Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,2,6,2022-03-28T23:46:07Z,280000,,,0,,J. Butler REBOUND (Off:0 Def:1),[202710],1610612748.0,MIA,,,,,,,,,Butler,J. Butler,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,
30,PT09M09.00S,2022-03-28T23:46:25.4Z,1,REGULAR,foul,personal,[],1627745,,,1610612748,2,6,2022-03-28T23:46:34Z,290000,,,0,,D. Jones personal FOUL (1 PF),"[1627745, 1628389]",1610612758.0,SAC,,,,,,,,,Jones,D. Jones,,,,,1626300.0,1.0,0.0,Adebayo,1628389.0,,,,,,,,,
32,PT08M59.00S,2022-03-28T23:46:47.2Z,1,REGULAR,3pt,Jump Shot,[],1629622,31.882391590013142,64.4607843137255,1610612748,2,6,2022-03-28T23:46:51Z,310000,-72.0,247.0,1,left,MISS M. Strus 25' 3PT,[1629622],1610612748.0,MIA,,,,,,,25.76,Missed,Strus,M. Strus,,,,,,,,,,,,,,,,,,
33,PT08M57.00S,2022-03-28T23:46:49.2Z,1,REGULAR,rebound,offensive,[],1628389,,,1610612748,2,6,2022-03-28T23:46:51Z,320000,,,0,,B. Adebayo REBOUND (Off:1 Def:0),[1628389],1610612748.0,MIA,,,,,,,,,Adebayo,B. Adebayo,32.0,1.0,0.0,1.0,,,,,,,,,,,,,,
34,PT08M56.00S,2022-03-28T23:46:50.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628389,5.732588699080158,51.225490196078425,1610612748,4,6,2022-03-28T23:46:56Z,330000,-6.0,1.0,1,left,B. Adebayo putback DUNK (4 PTS),[1628389],1610612748.0,MIA,putback,,,,,,0.63,Made,Adebayo,B. Adebayo,,,,,,,,,,4.0,,,,,,,,
35,PT08M34.00S,2022-03-28T23:47:12.2Z,1,REGULAR,2pt,Jump Shot,[],1627745,78.0059132720105,30.637254901960787,1610612758,4,6,2022-03-28T23:50:00Z,340000,-97.0,154.0,1,right,MISS D. Jones 18' step back Shot,[1627745],1610612758.0,SAC,step back,,,,,,18.21,Missed,Jones,D. Jones,,,,,,,,,,,,,,,,,,
36,PT08M31.00S,2022-03-28T23:47:15.2Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612748,4,6,2022-03-28T23:47:20Z,350000,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612748.0,MIA,,,,,,,,,Strus,M. Strus,35.0,1.0,1.0,0.0,,,,,,,,,,,,,,
37,PT08M24.00S,2022-03-28T23:47:26.2Z,1,REGULAR,foul,offensive,[],1629622,,,1610612748,4,6,2022-03-28T23:47:36Z,360000,,,0,,M. Strus charge offensive FOUL (2 PF),"[1629622, 1630558]",1610612748.0,MIA,charge,,,,,,,,Strus,M. Strus,,,,,202041.0,2.0,0.0,Mitchell,1630558.0,,,,,,,,,
39,PT08M24.00S,2022-03-28T23:47:26.2Z,1,REGULAR,turnover,offensive foul,[],1629622,,,1610612748,4,6,2022-03-28T23:47:26Z,380000,,,0,,M. Strus offensive foul TURNOVER (1 TO),[1629622],1610612748.0,MIA,,,,,,,,,Strus,M. Strus,,,,,202041.0,,,,,,,,,1.0,,,,
40,PT08M15.00S,2022-03-28T23:47:50.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203200,71.96123521681997,17.647058823529413,1610612758,4,6,2022-03-28T23:47:55Z,390000,-162.0,211.0,1,right,MISS J. Holiday 26' 3PT,[203200],1610612758.0,SAC,,,,,,,26.6,Missed,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,
41,PT08M12.00S,2022-03-28T23:47:53.7Z,1,REGULAR,rebound,defensive,[],200782,,,1610612748,4,6,2022-03-28T23:47:55Z,400000,,,0,,P. Tucker REBOUND (Off:0 Def:1),[200782],1610612748.0,MIA,,,,,,,,,Tucker,P. Tucker,40.0,1.0,1.0,0.0,,,,,,,,,,,,,,
42,PT07M59.00S,2022-03-28T23:48:05.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,16.245072273324574,43.13725490196079,1610612748,6,6,2022-03-28T23:48:11Z,410000,34.0,100.0,1,left,J. Butler 10' floating Jump Shot (2 PTS),[202710],1610612748.0,MIA,floating,,,,,,10.59,Made,Butler,J. Butler,,,,,,,,,,2.0,,,,,,,,
43,PT07M45.00S,2022-03-28T23:48:19.9Z,1,REGULAR,2pt,Jump Shot,[],1627745,77.7431011826544,33.088235294117645,1610612758,6,6,2022-03-28T23:48:24Z,420000,-85.0,157.0,1,right,MISS D. Jones 17' Jump Shot,[1627745],1610612758.0,SAC,,,,,,,17.81,Missed,Jones,D. Jones,,,,,,,,,,,,,,,,,,
44,PT07M43.00S,2022-03-28T23:48:21.9Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,6,6,2022-03-28T23:48:24Z,430000,,,0,,B. Adebayo REBOUND (Off:1 Def:1),[1628389],1610612748.0,MIA,,,,,,,,,Adebayo,B. Adebayo,43.0,2.0,1.0,1.0,,,,,,,,,,,,,,
45,PT07M35.00S,2022-03-28T23:48:30.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,6.258212877792378,37.5,1610612748,6,6,2022-03-28T23:48:34Z,440000,62.0,6.0,1,left,MISS B. Adebayo 6' driving floating Shot,[1628389],1610612748.0,MIA,driving floating,,,,,,6.28,Missed,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,
46,PT07M33.00S,2022-03-28T23:48:32.5Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612758,6,6,2022-03-28T23:48:34Z,450000,,,0,,T. Lyles REBOUND (Off:0 Def:1),[1626168],1610612758.0,SAC,,,,,,,,,Lyles,T. Lyles,45.0,1.0,1.0,0.0,,,,,,,,,,,,,,
47,PT07M32.00S,2022-03-28T23:48:35.2Z,1,REGULAR,turnover,out-of-bounds,[],1626168,,,1610612758,6,6,2022-03-28T23:48:41Z,460000,,,0,,T. Lyles bad pass out-of-bounds TURNOVER (1 TO),[1626168],1610612758.0,SAC,bad pass,,,,,,,,Lyles,T. Lyles,,,,,1626300.0,,,,,,,,,1.0,,,,
48,PT07M10.00S,2022-03-28T23:49:03.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],200768,24.26084099868594,88.72549019607843,1610612748,9,6,2022-03-28T23:49:07Z,470000,-194.0,176.0,1,left,K. Lowry 26' 3PT  (3 PTS),[200768],1610612748.0,MIA,,,,,,,26.14,Made,Lowry,K. Lowry,,,,,,,,,,3.0,,,,,,,,
49,PT07M02.00S,2022-03-28T23:49:24.6Z,1,REGULAR,stoppage,blood rule,[],0,,,1610612758,9,6,2022-03-28T23:49:24Z,480000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT06M46.00S,2022-03-28T23:50:26.6Z,1,REGULAR,3pt,Jump Shot,[],203084,67.7562417871222,26.47058823529412,1610612758,9,9,2022-03-28T23:50:32Z,490000,-118.0,251.0,1,right,H. Barnes 27' 3PT  (3 PTS) (T. Lyles 2 AST),"[203084, 1626168]",1610612758.0,SAC,,,,,,,27.68,Made,Barnes,H. Barnes,,,,,,,,,,3.0,T. Lyles,1626168.0,2.0,,,,,
52,PT06M21.00S,2022-03-28T23:50:51.8Z,1,REGULAR,3pt,Jump Shot,[],200782,7.046649145860711,96.07843137254902,1610612748,12,9,2022-03-28T23:50:57Z,510000,-230.0,14.0,1,left,P. Tucker 3PT  (3 PTS) (J. Butler 1 AST),"[200782, 202710]",1610612748.0,MIA,,,,,,,23.08,Made,Tucker,P. Tucker,,,,,,,,,,3.0,J. Butler,202710.0,1.0,,,,,
54,PT06M08.00S,2022-03-28T23:51:05.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626168,93.77463863337714,53.67647058823529,1610612758,12,11,2022-03-28T23:51:10Z,530000,18.0,6.0,1,right,T. Lyles driving Layup (4 PTS) (D. Mitchell 2 AST),"[1626168, 1630558]",1610612758.0,SAC,driving,,,,,,1.94,Made,Lyles,T. Lyles,,,,,,,,,,4.0,D. Mitchell,1630558.0,2.0,,,,,
56,PT06M03.00S,2022-03-28T23:51:13.0Z,1,REGULAR,turnover,out-of-bounds,[],202710,,,1610612748,12,11,2022-03-28T23:51:25Z,550000,,,0,,J. Butler bad pass out-of-bounds TURNOVER (1 TO),[202710],1610612748.0,MIA,bad pass,,,,,,,,Butler,J. Butler,,,,,202041.0,,,,,,,,,1.0,,,,
57,PT06M03.00S,2022-03-28T23:51:17.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,12,11,2022-03-28T23:51:17Z,560000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M03.00S,2022-03-28T23:53:26.3Z,1,REGULAR,substitution,out,[],202710,,,1610612758,12,11,2022-03-28T23:54:02Z,570000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,,,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,
59,PT06M03.00S,2022-03-28T23:53:26.3Z,1,REGULAR,substitution,in,[],1629639,,,1610612758,12,11,2022-03-28T23:54:02Z,580000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,,,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,
60,PT05M39.00S,2022-03-28T23:54:34.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203084,73.40670170827858,15.441176470588236,1610612758,12,11,2022-03-28T23:56:00Z,590000,-173.0,197.0,1,right,MISS H. Barnes 26' 3PT,[203084],1610612758.0,SAC,,,,,,,26.24,Missed,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,
61,PT05M39.00S,2022-03-28T23:54:34.2Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,12,11,2022-03-28T23:56:00Z,600000,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,,,,,,Herro,T. Herro,60.0,1.0,1.0,0.0,,,,,,,,,,,,,,
62,PT05M25.00S,2022-03-28T23:54:47.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,7.178055190538765,51.225490196078425,1610612748,14,11,2022-03-28T23:55:57Z,610000,-6.0,15.0,1,left,B. Adebayo cutting DUNK (6 PTS) (T. Herro 1 AST),"[1628389, 1629639]",1610612748.0,MIA,cutting,,,,,,1.62,Made,Adebayo,B. Adebayo,,,,,,,,,,6.0,T. Herro,1629639.0,1.0,,,,,
63,PT04M58.00S,2022-03-28T23:55:13.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627745,87.20433639947439,55.14705882352941,1610612758,14,13,2022-03-28T23:56:48Z,620000,26.0,68.0,1,right,D. Jones 7' Layup (2 PTS) (H. Barnes 1 AST),"[1627745, 203084]",1610612758.0,SAC,,,,,,,7.25,Made,Jones,D. Jones,,,,,,,,,,2.0,H. Barnes,203084.0,1.0,,,,,
65,PT04M41.00S,2022-03-28T23:55:32.3Z,1,REGULAR,3pt,Jump Shot,[],1629639,12.040078843626807,3.9215686274509802,1610612748,17,13,2022-03-28T23:57:49Z,640000,230.0,61.0,1,left,T. Herro 3PT fadeaway (3 PTS) (P. Tucker 1 AST),"[1629639, 200782]",1610612748.0,MIA,fadeaway,,,,,,23.83,Made,Herro,T. Herro,,,,,,,,,,3.0,P. Tucker,200782.0,1.0,,,,,
68,PT04M13.00S,2022-03-28T23:56:00.2Z,1,REGULAR,3pt,Jump Shot,[],203084,92.46057818659659,3.1862745098039214,1610612758,17,13,2022-03-28T23:56:04Z,660000,-234.0,18.0,1,right,MISS H. Barnes 3PT,[203084],1610612758.0,SAC,,,,,,,23.48,Missed,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,
69,PT04M10.00S,2022-03-28T23:56:03.0Z,1,REGULAR,rebound,defensive,[],200768,,,1610612748,17,13,2022-03-28T23:56:03Z,670000,,,0,,K. Lowry REBOUND (Off:0 Def:2),[200768],1610612748.0,MIA,,,,,,,,,Lowry,K. Lowry,68.0,2.0,2.0,0.0,,,,,,,,,,,,,,
70,PT04M05.00S,2022-03-28T23:56:06.7Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1628389,6.521024967148489,52.69607843137255,1610612748,19,13,2022-03-28T23:58:28Z,680000,-13.0,9.0,1,left,B. Adebayo running DUNK (8 PTS) (T. Herro 2 AST),"[1628389, 1629639]",1610612748.0,MIA,running,,,,,,1.61,Made,Adebayo,B. Adebayo,,,,,,,,,,8.0,T. Herro,1629639.0,2.0,,,,,
72,PT03M48.00S,2022-03-28T23:56:24.1Z,1,REGULAR,2pt,Jump Shot,[],1626168,93.64323258869908,74.75490196078431,1610612758,19,13,2022-03-28T23:59:09Z,700000,124.0,7.0,1,right,MISS T. Lyles 12' pullup Shot,[1626168],1610612758.0,SAC,pullup,,,,,,12.4,Missed,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,
73,PT03M46.00S,2022-03-28T23:56:26.1Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612748,19,13,2022-03-28T23:56:28Z,710000,,,0,,M. Strus REBOUND (Off:0 Def:2),[1629622],1610612748.0,MIA,,,,,,,,,Strus,M. Strus,72.0,2.0,2.0,0.0,,,,,,,,,,,,,,
74,PT03M37.00S,2022-03-28T23:56:35.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],200782,5.338370565045992,58.82352941176471,1610612748,19,13,2022-03-28T23:56:42Z,720000,-44.0,-2.0,1,left,MISS P. Tucker Layup,[200782],1610612748.0,MIA,,,,,,,4.42,Missed,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,
75,PT03M34.00S,2022-03-28T23:56:38.7Z,1,REGULAR,rebound,defensive,[],203200,,,1610612758,19,13,2022-03-28T23:56:38Z,730000,,,0,,J. Holiday REBOUND (Off:0 Def:2),[203200],1610612758.0,SAC,,,,,,,,,Holiday,J. Holiday,74.0,2.0,2.0,0.0,,,,,,,,,,,,,,
76,PT03M29.00S,2022-03-28T23:56:50.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,19,13,2022-03-28T23:56:50Z,740000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT03M29.00S,2022-03-28T23:58:24.9Z,1,REGULAR,substitution,out,[],1628389,,,1610612758,19,13,2022-03-28T23:59:38Z,750000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,,,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,
78,PT03M29.00S,2022-03-28T23:58:24.9Z,1,REGULAR,substitution,out,[],1629622,,,1610612758,19,13,2022-03-28T23:59:38Z,760000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,,,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,
79,PT03M29.00S,2022-03-28T23:58:24.9Z,1,REGULAR,substitution,out,[],203200,,,1610612758,19,13,2022-03-28T23:59:38Z,770000,,,0,,SUB out: J. Holiday,[203200],1610612758.0,SAC,,,,,,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,
80,PT03M29.00S,2022-03-28T23:58:24.9Z,1,REGULAR,substitution,out,[],1627745,,,1610612758,19,13,2022-03-28T23:59:38Z,780000,,,0,,SUB out: D. Jones,[1627745],1610612758.0,SAC,,,,,,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,
81,PT03M29.00S,2022-03-28T23:58:24.9Z,1,REGULAR,substitution,out,[],203084,,,1610612758,19,13,2022-03-28T23:59:38Z,790000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,,,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,
82,PT03M29.00S,2022-03-28T23:58:24.9Z,1,REGULAR,substitution,in,[],1629130,,,1610612758,19,13,2022-03-28T23:59:38Z,800000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,,,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,
83,PT03M29.00S,2022-03-28T23:58:24.9Z,1,REGULAR,substitution,in,[],203473,,,1610612758,19,13,2022-03-28T23:59:38Z,810000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,,,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,
84,PT03M29.00S,2022-03-28T23:58:24.9Z,1,REGULAR,substitution,in,[],1628978,,,1610612758,19,13,2022-03-28T23:59:38Z,820000,,,0,,SUB in: D. DiVincenzo,[1628978],1610612758.0,SAC,,,,,,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,
85,PT03M29.00S,2022-03-28T23:58:24.9Z,1,REGULAR,substitution,in,[],203087,,,1610612758,19,13,2022-03-28T23:59:38Z,830000,,,0,,SUB in: J. Lamb,[203087],1610612758.0,SAC,,,,,,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,
86,PT03M29.00S,2022-03-28T23:58:24.9Z,1,REGULAR,substitution,in,[],1629674,,,1610612758,19,13,2022-03-28T23:59:38Z,840000,,,0,,SUB in: N. Queta,[1629674],1610612758.0,SAC,,,,,,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,
87,PT03M17.00S,2022-03-28T23:59:59.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,94.43166885676742,54.166666666666664,1610612758,19,13,2022-03-29T00:00:04Z,850000,21.0,0.0,1,right,MISS D. Mitchell driving Layup,[1630558],1610612758.0,SAC,driving,,,,,,2.08,Missed,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
88,PT03M15.00S,2022-03-29T00:00:01.9Z,1,REGULAR,rebound,defensive,[],200782,,,1610612748,19,13,2022-03-29T00:00:04Z,860000,,,0,,P. Tucker REBOUND (Off:0 Def:2),[200782],1610612748.0,MIA,,,,,,,,,Tucker,P. Tucker,87.0,2.0,2.0,0.0,,,,,,,,,,,,,,
89,PT03M03.00S,2022-03-29T00:00:13.7Z,1,REGULAR,3pt,Jump Shot,[],200768,13.354139290407357,98.52941176470588,1610612748,22,13,2022-03-29T00:00:18Z,870000,-243.0,73.0,1,left,K. Lowry 25' 3PT  (6 PTS) (P. Tucker 2 AST),"[200768, 200782]",1610612748.0,MIA,,,,,,,25.33,Made,Lowry,K. Lowry,,,,,,,,,,6.0,P. Tucker,200782.0,2.0,,,,,
91,PT02M52.00S,2022-03-29T00:00:31.0Z,1,REGULAR,foul,personal,[],203473,,,1610612758,22,13,2022-03-29T00:01:42Z,890000,,,0,,D. Dedmon personal FOUL (1 PF),"[203473, 1628978]",1610612748.0,MIA,,,,,,,,,Dedmon,D. Dedmon,,,,,1626300.0,1.0,0.0,DiVincenzo,1628978.0,,,,,,,,,
93,PT02M52.00S,2022-03-29T00:00:43.8Z,1,REGULAR,substitution,out,[],1626168,,,1610612758,22,13,2022-03-29T00:00:45Z,910000,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,,,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,
94,PT02M52.00S,2022-03-29T00:00:43.8Z,1,REGULAR,substitution,in,[],1629002,,,1610612758,22,13,2022-03-29T00:00:45Z,920000,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,,,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,
